OBJECTID,CYCLE,ID305B,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPION,DRINKING_WATER_SUPPLY,Shape__Length
253,2006,CT6900-22_01,Great Brook (Waterbury)-01,"From mouth at confluence with Naugatuck River (east bank, DS of West Liberty Street crossing), US to Great Brook Reservoir at Belleview Lake outlet dam (Reservoir in 2 sections, split bt Lakewood Drive), Waterbury. Most of segment in culvert under city.",1.98391157,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,10475.0531893508
255,2006,CT3103-00_01,Furnace Brook (Stafford)-01,"From mouth at confluence with Middle River, US through concrete channel, stopping at US end of conrete channel (passes under RailRoad tracks and Route 14), Stafford.",0.17701207,1100002,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,934.623147351626
257,2006,CT3104-00-2-L8_outlet_01,Ruby Lake outlet stream-01,"From mouth at Roaring Brook, Wilington, US to wetland adjacent to truck stop, SouthWest of Exit 71 off I84.",0.12140431,1100002,Not Supporting,Not Assessed,Not Assessed,Water Not Classified For Drinking Supply,641.014541076766
278,2006,CT3207-00_01b,Fenton River-01b,"From Gurleyville Road crossing, US to confluence with unnamed tributary (~1 mile US of Gurleyville road crossing), perpendicular to Hoursebarn Hill Road, Mansfield.",1.24269084,1100002,Not Supporting,Not Assessed,Fully Supporting,Fully Supporting,6561.40769883589
283,2006,CT3800-00_01,Shetucket River-01,"From end of estuary, at Route 2 crossing, US to Greenville dam, Norwich.",1.55689523,1100002,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,8220.40709599062
287,2006,CT3200-00_01,Natchaug River-01,"From mouth at confluence with Willimantic River, above Shetucket River (DS of Brick Top Road (Route 14) crossing), Windham, US to Willimantic Reservoir outlet dam (Natchaug River Dam), southwest of Windam Airport, Windham/Mansfield town border.",3.37725161,1100002,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,17831.8884291713
288,2006,CT2000-30_01,Fenger Brook-01,"From mouth at head of tide, Alewife Cove (just DS of Niles Hill Road (Route 213) crossing), US to headwaters (southeast of Clark Lane and Chester Street intersection), Waterford.",3.47209023,1100003,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18332.6361826496
289,2006,CT2102-00-trib_01,Unnamed Trib to Copps Brook-01,"From mouth at Copps Brook, just US of Quiambog Cove (parallel to Cove Road), US to headwaters near Jerry Brown Road, Stonington (intermittent).",0.65908387,1100003,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3479.96210224762
290,2006,CT2102-00_01,Copps Brook-01,"From mouth at Quiambog Cove (parallel to Cove Road), US to Palmer (Mystic) Reservoir outlet dam (just US of Jerry Brown Road crossing), Stonington.",0.76580502,1100003,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,4043.45062105915
291,2006,CT7109-06_01,Great Brook (Fairfield)-01,"From mouth at confluence with Sasco Brook (just US of Hulls Farm Road crossing of Sasco Brook, east bank), US to first confluence with unnamed brook (just US of Morehouse Lane crossing, DS of marsh), Fairfield.",0.71508136,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3775.6302618348
301,2006,CT2104-00_02a,Whitford Brook-02a,"From area east of the Shewville Road and Gallup Hill Road intersection, Ledyard/Stonington town line, US to entrance of ""Lantern Hill"" wellfield (west of Lantern Hill Road, in marsh parallel with Stony Pond), Ledyard/Stonington town line.",0.74176013,1100003,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3916.49360187677
311,2006,CT2206-00_01,Bride Brook-01,"From head of estuary (salt water limit, just DS of Route 156 crossing),  US to Bride Lake outlet dam (just US of North Bride Brook Road), East Lyme.",0.7011816,1100003,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3702.23901363855
312,2006,CT2206-00_02,Bride Brook-02,"From inlet to Bride Lake (northwest portion, just DS of North Bride Brook Road crossing), US to headwaters (marsh on south side of Route 1), East Lyme.",2.12940479,1100003,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,11243.2575826929
320,2006,CT3900-00_trib_01,"Unnamed Trib, Yantic River (Norwich Landfill)-01","From mouth at confluence with Yantic River, just DS of RailRoad crossing (100m US of I395 crossing of Yantic River), US to Browning Pond outlet dam, Norwich (influenced by Landfill).",0.565796,1100003,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2987.40307672215
321,2006,CT3900-07_01,Kahn Brook-01,"From mouth at confluence with Yantic River (just DS of Fitchville Road crossing), US to chicken farm road crossing, Bozrah.",0.60830246,1100003,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3211.83718665886
328,2006,CT5000-55_01,Unnamed trib to Oyster River (Milford)-01,"From Merwin Avenue crossing, US to RailRoad (Amtrak) crossing (just US of Quirkes Pond (included in segment)), Milford.",1.47291866,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7777.01096922043
329,2006,CT5000-55_02,Unnamed trib to Oyster River (Milford)-02,"From RailRoad (Amtrak) crossing (just US of Quirks Pond), US to headwaters (inlet to unnamed swamp), just US of Cascade Boulevard (entrance to Light Sources Inc.), Milford.",0.42529695,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2245.56821024589
331,2006,CT5103-00_02,Menunketesuck River-02,"From Bushy Pond inlet (just DS of Kelseytown Road crossing), Clinton, US to Kelseytown Reservoir outlet dam (just US of Kelseytown Brodge Road crossing), Clinton-Killingworth border.",1.7846304,1100004,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,9422.84900157545
339,2006,CT5112-00_02,Farm River (East Haven)-02,"From confluence with Burrs Brook (DS of Route 80 crossing), US to Pages Mill Pond outlet dam, US side of Mill Road crossing, North Branford.",1.24215965,1100004,Not Supporting,Not Supporting,Fully Supporting,Not Supporting,6558.6033299719
341,2006,CT5112-10_01,Burrs Brook-01,"From mouth at confluence with Farm River (just DS of Totoket Road crossing), US to discharge stream from Vic's Pond (on Tomasso property). Brook contributes to drinking water supply, Lake Saltonstall.",1.35038451,1100004,Not Supporting,Not Assessed,Fully Supporting,Fully Supporting,7130.03115898371
342,2006,CT5200-00_02,Quinnipiac River-02,"From Toelles Road crossing (head of tide, just east of Route 15), Wallingford/North Haven town border, US to Hanover Pond outlet dam, Meriden. (Segment includes Community Lake portion)",8.50322501,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,44897.0273725441
343,2006,CT5200-00_03,Quinnipiac River-03,"From Hanover Pond inlet (at Oregon Road crossing, DS enr of Quinnipiac Gorge), Meriden, US (through Gorge) to Waterworks (breached dam), just DS of Cheshire/Meriden town border (parallel to River Road (Route 70)).",1.29341852,1100004,Not Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,6829.25026041007
344,2006,CT5200-00_04,Quinnipiac River-04,"From Waterworks (breached dam), just DS of Cheshire/Meriden town border (parallel to River Road (Route 70)), US to confluence with Tenmile River (US of Route 322 crossing, and US of Southington WPCF).",4.77728184,1100004,Not Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,25224.048578475
345,2006,CT5200-00_05,Quinnipiac River-05,"From confluence with Tenmile River (US of Route 322 crossing, and US of Southington WPCF), US to Queen Street (Route 10) crossing (US of RailRoad crossing, North of I-84 crossing), Southington.",8.32290328,1100004,Not Supporting,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,43944.921993891
346,2006,CT5200-00_06,Quinnipiac River-06,"From Queen Street (Route 10) crossing (US of RailRoad crossing, North of I-84 crossing), Southington, US to Hamlin Pond outlet dam (US of Pine Street crossing), Plainville.",2.9954213,1100004,Not Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,15815.8243948865
347,2006,CT5200-00_07,Quinnipiac River-07,"From Hamlin Pond inlet (northeast corner, just south of Route 72 and I84 connection and RailRoad), Plainville, US to headwaters at Dead Wood Swamp (west side of I84, near exit 37, just south of Route 6), Farmington.",3.49843528,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18471.738079621
350,2006,CT5200-23_01,Hemingway Creek-01,"From saltwater limit (200m DS of Quinipiac Avenue crossing, just DS of RailRoad crossing), New Haven, US to Golf Pond outlet dam, East Haven.",0.73690426,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3890.85491962857
351,2006,CT5201-00_01,Eightmile River (Southington)-01,"From mouth at confluence with Quinnipiac River (DS of West Main Street crossing and just DS of RailRoad crossing), US to Grannis Pond outlet dam (just US of Churchhill Street crossing), Southington.",3.39014997,1100004,Fully Supporting,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,17899.9899587895
355,2006,CT5202-00_01,Tenmile River (Southington/Cheshire)-01,"From mouth at confluence with Quinnipiac River (DS of Old Turnpike Road crossing), Southington, US to Lake Percivel outlet dam on Moss Farms Pond (just US of Jarvis Street crossing), Cheshire.",4.0994789,1100004,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,21645.2505376549
357,2006,CT5203-00_01,Misery Brook-01,"From mouth at Quinnipiac River (just DS of Meriden Waterbury Turnpike (Route 322) crossing), Cheshire/Southington border, US to Slopers Pond outlet dam( just US of East Street crossing), Southington.",4.22863996,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,22327.2192281003
359,2006,CT5205-00_01,Sodom Brook-01,"From mouth at confluence with Quinnipiac River (flows into north side of Hanover Pond portion of river), US to headwaters (just US of second Hicks Avenue crossing, due to river changing direction), Meriden.",4.16101248,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,21970.1449170879
360,2006,CT5206-00_01,Harbor Brook (Meriden)-01,"From mouth at confluence with Quinnipiac River (flows into north side of Hanover Pond portion of river, DS of Bradley Avenue crossing), US to exit of box culvert (just DS of RailRoad and Main Street (Route 71) crossings), Meriden.",2.02017244,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,10666.5106479491
361,2006,CT5206-00_02,Harbor Brook (Meriden)-02,"From exit of box culvert (just DS of RailRoad and Main Street (Route 71) crossings), US to culvert entrance (just US of Fire Station, and US of Mill Street crossing), Meriden.",0.40265391,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2126.01280560999
362,2006,CT5206-00_03,Harbor Brook (Meriden)-03,"From culvert entrance (just US of Fire Station, and US of Mill Street crossing), US to Baldwins Pond outlet dam (just US of Westfield Road crossing), Meriden.",1.47941342,1100004,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,7811.3033005693
363,2006,CT5207-00_01,Wharton Brook-01,"From mouth at confluence with Quinnipiac River (DS of Route 5 and RailRoad crossing), Wallingford/North Haven town borders, US to Simpson Pond outlet dam (US of Center Street (Route 150) crossing), Wallingford.",3.97404099,1100004,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,20982.9401711717
365,2006,CT5207-02_01,Allen Brook-01,"From mouth at confluence with Wharton Brook (east of Route 5, south of exit 13 on/off ramp, I91), US to Allen Brook Pond outlet dam, Wallingford.",0.05119829,1100004,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,270.326833865862
366,2006,CT5207-02_02,Allen Brook-02,"From inlet to Allen Brook Pond (south of exit 13 on/off ramp, I91), Wallingford/North Haven town borders, US to headwaters (under I91, and then parallel along east side, stays to west side of RailRoad track), Wallingford.",1.80107015,1100004,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,9509.64894278257
369,2006,CT5208-00_02b,Muddy River (Wallingford)-02b,"From confluence with unnnamed tributary (outlet for Tamarac Swamp), just DS of Tyler Mill Road crossing, Wallingford, US to  MacKenzie Reservoir outlet dam (US of Northford Road crossing), Wallingford.",1.81026828,1100004,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,9558.21621970289
372,2006,CT5302-00_01,Mill River (New Haven-Hamden)-01,"From south bound I91 crossing (at exit 6 offramp), New Haven, US to Lake Whitney outlet dam, Hamden. Segment is tidal, but not saltwater.",1.7143319,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,9051.67238657659
376,2006,CT5305-00_01,West River (New Haven/Woodbridge)-01,"From head of tide (tide gates) at Chapel Street crossing (just DS of Edgewood Park Pond), New Haven, US to Konolds Pond outlet dam (just US of Bradley Road crossing), Woodbridge.",3.23332275,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,17071.9435041741
378,2006,CT5307-00_01,Wepawaug River-01,"From wepawaug Pond outlet dam (head of tide) at New Haven Avenue (Route 162) crossing, US to Route 1 crossing, Milford.  Segment includes Wepawaug Pond and City Pond portions on river.",0.77252204,1100004,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4078.91619881086
379,2006,CT5307-00_02,Wepawaug River-02,"From Route 1 crossing, Milford, US to Lake Wepawaug inlet, Orange.  Segment includes Lake Wepawaug portion on river.",4.19527186,1100004,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,22151.035346299
383,2006,CT5307-04_01,Race Brook-01,"From unnamed pond north of Rogers Road, between Route 152 and Lambert Road, US to Lambert Road crossing, Orange.",0.15099778,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,797.268969540162
384,2006,CT5200-00_01,Quinnipiac River-01,"From Sackett Point Road crossing (west of I91, and east of Route 15), North Haven, US to Toelles Road crossing (head of tide), Wallingford/North Haven town border.",7.58577156,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,40052.8729311459
385,2006,CT6000-00_01,Housatonic River-01,"From end of saltwater influence, at southern most portion of Wooster Island, Orange, US to confluence with Naugatuck River, Shelton/Derby town border.",3.16967125,1100005,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,16735.864502751
386,2006,CT6000-00_02,Housatonic River-02,"From confluence with Naugatuck River, US to Lake Housatonic outlet dam (Derby Dam), Shelton/Derby town border. (Between segment 02 and 03, are Lake Housatonic, Lake Zoar, and Lake Lillinonah, all independent waterbodies).",1.50022482,1100005,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7921.18706245408
387,2006,CT6000-00_03,Housatonic River-03,"From inlet to Lake Lillinonah (Northwestern most portion, DS of Lovers Leap Road crossing), at confluence with Town Farm Brook, New Milford/Bridgewater town border, US to Boardman Road crossing (between Route 7 and RailRoad tracks), New Milford.",5.08584481,1100005,Insufficient Information,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,26853.2600767435
388,2006,CT6000-00_04,Housatonic River-04,"From Boardman Road crossing (between Route 7 and RailRoad tracks), New Milford, US to Bull Bridge outlet dam (US of Bulls Bridge Road crossing, west side of Route 7), Kent.",8.05128188,1100005,Not Assessed,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,42510.7682971202
389,2006,CT6000-00_05,Housatonic River-05,"From Bull Bridge OUTLET dam (US of Bulls Bridge Road crossing, west side of Route 7), US to confluence with Mauwee Brook (between River Road on west side, and RailRoad tracks on east), Kent.",6.66496745,1100005,Insufficient Information,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,35191.0279394171
390,2006,CT6000-00_06,Housatonic River-06,"From confluence with Mauwee Brook (between River Road on west side, and RailRoad tracks on east), Kent, US to Great Falls outlet dam, Salisbury/Canaan (Amesville) town border. (Segment follows river channel, not concrete passage from dam).",18.2259224,1100005,Fully Supporting,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,96232.8712262223
391,2006,CT6000-00_07,Housatonic River-07,"From Great Falls outlet dam, Salisbury/Canaan (Amesville) town border (river channel, not concrete passage from dam), US alon Salisbury/North Canaan town border to Massachusetts border.",7.3423308,1100005,Insufficient Information,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,38767.5066691983
401,2006,CT6004-00_01,Konkapot River-01,"From Massachusetts state border (DS of Clayton Road crossing), US to Massachusetts state border (US of Old Turnpike Road crossing), North Canaan. (Small loop through northern Connecticut).",2.44210518,1100005,Insufficient Information,Not Assessed,Not Supporting,Water Not Classified For Drinking Supply,12894.3156212906
402,2006,CT6005-00_01,Factory Brook-01,"From mouth at confluence with Spruce Swamp Creek (headwaters of Salmon Creek), US to Salsbury WPCF discharge (just DS of confluence with Burton Brook), Salisbury.",1.70342092,1100005,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,8994.06282018793
408,2006,CT6008-00_02,Mill Brook (Cornwall)-02,"From confluence with Heffers Brook (just US of Sharon Goshen Turnpike (Route 128) crossing), US to headwaters at Cream Hill Lake outlet dam (US of Town Street crossing), Cornwall.",2.22398312,1100005,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,11742.6314283209
424,2006,CT6025-00_03,Farmill River-03,"From confluence with Means Brook (just DS of Huntington Street crossing), US to Far Mill (Isinglass) Reservoir outlet dam, just US of Farmill Street crossing (beginning of drinking water watershed), Shelton.",3.33480318,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,17607.7611685519
427,2006,CT6100-00_01,Blackberry River-01,"From mouth at confluence with Housatonic River (at loop in river around island), US to confluence with North Canaan WPCF (near old RailRoad grade, currently trail), North Canaan.",0.7823283,1100005,Not Supporting,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,4130.69290825166
428,2006,CT6100-00_02a,Blackberry River-02a,"From confluence with North Canaan WPCF (near old RailRoad grade, currently trail, DS of Route 44 crossing), US to drainage ditch at southwest boundary of Lime Quarry (parallel to Lower Road), North Canaan.",2.75157303,1100005,Not Supporting,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,14528.3060343908
429,2006,CT6100-00_02b,Blackberry River-02b,"From drainage ditch at southwest boundary of Lime Quarry (parallel to Lower Road), US to Blast Furnace (Historical Park) at Lower Pond dam outlet on Iron Furnace Pond (perpendicular to Furnace Hill Road), North Canaan.",1.17656021,1100005,Insufficient Information,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,6212.23769148328
445,2006,CT6600-00_01,Still River (New Milford/Brookfield)-01,"From mouth at confluence with Housatonic River (DS of RailRoad crossing), New Milford, US to Silvermine Road crossing (USGS station), Brookfield (just DS of Route 7 crossing, and DS of confluence with Charles Pickneys Brook), Brookfield.",8.48354112,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,44793.0989867782
446,2006,CT6600-00_02,Still River (Brookfield/Danbury)-02,"From Silvermine Road crossing (USGS station), Brookfield (just DS of Route 7 crossing, and DS of confluence with Charles Pickneys Brook), US to confuence with Limekiln Brook (just US of I84 crossing), Danbury.",6.20647423,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,32770.1858293412
447,2006,CT6600-00_03,Still River (Danbury)-03,"From confuence with Limekiln Brook (just US of I84 crossing), US to confluence with Sympaug Brook (just US of Cross Street crossing), Danbury.",2.18922156,1100005,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,11559.0906281663
448,2006,CT6600-00_04,Still River (Danbury)-04,"From confluence with Sympaug Brook (just US of Cross Street crossing), US to confluence with Padanaram Brook (just US of White Street crossing, river runs between RailRoad tracks), Danbury.",1.564658,1100005,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,8261.3938720404
449,2006,CT6600-00_05,Still River (Danbury)-05,"From confluence with Padanaram Brook (just US of White Street crossing, river runs between RailRoad tracks), US to Lake Kenosia outlet (just US of Kenosia Avenue crossing), Danbury.",3.86772374,1100005,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,20421.5817775773
451,2006,CT6603-00_01,Padanaram Brook-01,"From mouth at confluence with Still River (just DS of Crosby Street crossing), US to headwaters at Padanaram Reservoir outlet dam (parallel to Padanaram Road), Danbury.",3.70563399,1100005,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,19565.7463627564
452,2006,CT6604-00_01,Sympaug Brook-01,"From mouth at confluence with Still River (DS of Shelter Rock Road crossing, parallel to Cross Street), US to Greatpasture Road (Wooster Street) crossing, Danbury.",0.5975608,1100005,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,3155.12090247748
454,2006,CT6606-00_01,Limekiln Brook-01,"From mouth at confluence with Still River (just US of I84 crossing), US to confluence with Danbury WPCF outfall channel (US of Newtown Road (Route 6) crossing, behind shopping plaza at pump station), Danbury.",0.45145395,1100005,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,2383.67717583417
457,2006,CT6700-00_01,Shepaug River-01,"From mouth at confluence with Housatonic River (northeast branch of Lake Lillinonah portion, just DS of Minor Bridge Road crossing), US to confluence with Bantam River (parallel with Whittlesey Road), Washington.",17.66854695,1100005,Fully Supporting,Not Supporting,Fully Supporting,Not Assessed,93289.9284963643
458,2006,CT6700-00_02,Shepaug River-02,"From confluence with Bantam River (just DS of Whittlesey Road crossing), Washington, US to Shepaug Reservoir outlet dam (US of Valley Road crossing), Litchfield/Warren town border.",3.5137263,1100005,Not Supporting,Insufficient Information,Fully Supporting,Fully Supporting,18552.4738659101
470,2006,CT6800-02_01,South Brook-01,"From mouth at confluence with Pomperaug River, US to Main Street (Route 6) crossing, Woodbury.",0.37495892,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1979.78321709095
471,2006,CT6800-03_01,Stiles Brook-01,"From mouth at confluence with Pomperaug River, US to Anna Stiles Pond outlet Dam (just US of Route 6 crossing), Southbury.",0.25097048,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1325.12352479225
478,2006,CT6806-00_01,Transylvania brook-01,"From mouth at confluence with Pomperaug River (just DS of East Flat Hill Road crossing), US to confluence with Spruce Brook (just US side of Southbury Training School STP), Southbury.",1.60217711,1100005,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,8459.49392674248
479,2006,CT6806-00_02,Transylvania Brook-02,"From confluence with Spruce Brook (just US side of Southbury Training School STP), US to Gravel Pit Pond outlet dam (US of South Britian Road (Route 172) crossing), Southbury.",0.31552318,1100005,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1665.96258878427
481,2006,CT6900-00_01,Naugatuck River-01,"From mouth at confluence with Housatonic River (DS of RailRoad crossing), Derby, US to Rimmon (Tingue) outlet dam (US of Broad Street crossing, and just DS of Route 8 crossing), Seymour.",6.1496391,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,32470.0949403748
482,2006,CT6900-00_02,Naugatuck River-02,"From Rimmon (Tingue) outlet dam (just DS of Route 8 crossing), Seymour, US to confluence with Hopeville Pond Brook, just US of Waterbury WPCF. (Segment includes Wtby, Naug & Beacon Falls WPCFs, & dredge holes in river between Rts 42 & 67 in Beacon Falls)",11.26361997,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,59471.9132990338
483,2006,CT6900-00_03,Naugatuck River-03,"From confluence with Hopeville Pond Brook, just US of Waterbury WPCF, US to confluence with Steele Brook (west side of Route 8, at Route 73 connection), Waterbury.",3.51975897,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18584.3272081853
485,2006,CT6902-00_01,Hart Brook-01,"From mouth at confluence with Hall Meadow Brook, above West Branch Naugatuck River (just US of Norfolk Road (Route 272) crossing), US to Reuben Hart Reservoir outlet dam, Torrington.",0.64352169,1100005,Not Supporting,Not Assessed,Fully Supporting,Not Assessed,3397.79448333267
486,2006,CT6903-00_01,Nickel Mine Brook-01,"From mouth at confluence with West Branch Naugatuck River (just DS of Norfolk Road crossing), US to Crystal Lake outlet dam, Torrington.",0.29534883,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1559.44181656062
488,2006,CT6904-00_01,West Branch Naugatuck River-01,"From mouth at confluence with East Branch Naugatuck River, above Naugatuck River (US of East Albert Street crossing), US to Old Brass Mill Pond outlet dam (1st impoundment on river), just US of Church Street crossing, Torrington.",0.9687338,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5114.91451009448
496,2006,CT6914-00_01,Mad River (Waterbury)-01,"From mouth at confluence with Naugatuck River (behind Roller Magic, off of Harvester Road), US to Route 69 crossing (US of I84 crossing, exit 22 area, and just US of Brass City Mall), Waterbury.",1.77485302,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,9371.22424065794
497,2006,CT6914-00_02,Mad River (Waterbury)-02,"From Route 69 crossing (US of I84 crossing, exit 22 area, and just US of Brass City Mall), US to confluence with Beaver Pond Brook, just US of I84 crossing (Scovill Pond no longer exists), Waterbury.",1.00904604,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5327.76311067771
498,2006,CT6914-00_03a,Mad River (Waterbury)-03a,"From confluence with Beaver Pond Brook, (just US of I84 crossing and DS of Plank Road crossing, in former Scovill Ponds section), Waterbury, US to confluence with Lily Brook (CT6914-06 Gazetteer, and called Finch Brook in NHD), Wolcott.",3.45698359,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18252.8729597606
501,2006,CT6916-00_01,Hop Brook (Naugatuck)-01,"From mouth at confluence with Naugatuck River (DS of Bridge Street (Route 68) crossing and RailRoad crossing), Naugatuck, US to Hop Brook Lake outlet dam (flood control area along eastern side of Curch Street (Route 63)), Naugatuck/Waterbury town line.",1.44434923,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7626.16449780892
502,2006,CT6917-00_01,Long Meadow Pond Brook-01,"From mouth at confluence with Naugatuck River (DS of Elm Street crossing and RailRoad crossing), US to outlet of Naugatuck Ice Company Pond Dam (just US of Rubber Avenue crossing), Naugatuck.",0.93522414,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4937.98322798886
503,2006,CT6919-00_01,Bladens River-01,"From mouth at confluence with Naugatuck River (just DS of New Haven Avenue (Route 8) and Derby Avenue (Route 67) crossings), US to North Street crossing (upper end of industrial area), Seymour.",0.68485422,1100005,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,3616.0303583343
509,2006,CT6900-00_07,Naugatuck River-07,"From confluence with Spruce Brook (west side of Route 8), Litchfield/Harwinton town border, US to confluence with Torrington WPCF (just US of bend north of plant), Harwinton/Torrington town border.",2.60543809,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,13756.7123868901
514,2006,CT7106-00_01,Rooster River-01,"From mouth at confluence with Ash Creek (US of I95 crossing, in area near end of Fairchild Avenue), Fairfield/Bridgeport town border, US to headwaters at confluence of Londons Brook and Horse Tavern Brook (US of Cornell Road crossing), Fairfield.",2.6921527,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,14214.5643661259
515,2006,CT7108-00_02a,Mill River (Fairfield/Easton)-02a,"From INLET to Samp Mortar Reservoir, Fairfield, US to confluence with unnamed tributary (US of South Park Avenue crossing, DS of Easton Reservoir and Canoe Brook confluence), Easton. (Segment does NOT include Lake Mohegan).",3.56699028,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18833.7088206951
