OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
306234024,LONG VALLEY HEALTH CENTER DENTAL CLINIC,110000423,Parent Facility,51 Branscomb Rd,Laytonville,95454,23,Mendocino,Not Applicable,,Open,2000-05-19,Clinic,Community Clinic,39.6873969,-123.4841318
306234026,MENDOCINO COMM. HEALTH CLINIC-LITTLE LAKE CLINIC,110000500,Parent Facility,45 Hazel St,Willits,95490,23,Mendocino,Not Applicable,,Open,2002-10-31,Clinic,Community Clinic,39.400116,-123.3523409
306234029,"MENDOCINO COAST CLINICS, INC.",550000189,Parent Facility,855 SEQUOIA CIR,FORT BRAGG,95437,23,Mendocino,Not Applicable,,Open,2006-06-05,Clinic,Community Clinic,39.4301361,-123.8025258
306234030,FORT BRAGG DIALYSIS - DCI,550000350,Parent Facility,512 Cypress St,Fort Bragg,95437,23,Mendocino,Not Applicable,,Open,2006-10-31,Clinic,Chronic Dialysis Clinic,39.4321738,-123.7985119
306234032,POINT ARENA COMMUNITY HEALTH CENTER,550000361,Parent Facility,30 MILL ST,POINT ARENA,95468,23,Mendocino,Not Applicable,,Open,2006-12-20,Clinic,Community Clinic,38.9086548,-123.6916659
306234035,RCMS DENTAL,550000359,Parent Facility,175 MAIN ST,POINT ARENA,95468,23,Mendocino,Not Applicable,,Open,2006-12-20,Clinic,Community Clinic,38.9085708,-123.6921464
306234036,THE CENTER FOR LIFE CHOICES,550000746,Parent Facility,425 S ORCHARD AVE,UKIAH,95482,23,Mendocino,Not Applicable,,Open,2008-05-08,Clinic,Free Clinic,39.1484251,-123.1982938
306234037,MENDOCINO COAST CLINICS PEDIATRIC GROUP,550001569,Parent Facility,510 Cypress St,Fort Bragg,95437,23,Mendocino,Not Applicable,,Open,2018-05-16,Clinic,Community Clinic,39.4319981,-123.7988828
306234039,"DIALYSIS CLINIC, INC. - UKIAH",550001695,Parent Facility,275 S Orchard Ave,Ukiah,95482,23,Mendocino,Not Applicable,,Open,2011-09-07,Clinic,Chronic Dialysis Clinic,39.1497692,-123.1975192
306240354,DELHI HEALTH CENTER,550004160,Parent Facility,16233 King St,Delhi,95315,24,Merced,Not Applicable,,Open,2018-03-07,Clinic,Community Clinic,37.4325223,-120.7801147
306240492,CASTLE FAMILY HEALTH CENTER AT WINTON,550001158,Parent Facility,6029 N WINTON WAY,WINTON,95388,24,Merced,Not Applicable,,Open,2019-06-13,Clinic,Community Clinic,37.3752963,-120.6145062
306240684,SATELLITE HEALTHCARE CENTRAL MERCED,550007449,Parent Facility,70 W Olive Ave,Merced,95348,24,Merced,Not Applicable,,Open,2021-12-15,Clinic,Chronic Dialysis Clinic,37.318403,-120.4709897
306240787,LIVINGSTON COMMUNITYHEALTH,040000176,Parent Facility,600B STREET,LIVINGSTON,95334,24,Merced,Not Applicable,,Open,2021-01-08,Clinic,Community Clinic,0.0,0.0
306240945,GOLDEN VALLEY HEALTH CENTER - MERCED,040000180,Parent Facility,847 W Childs Ave,Merced,95341,24,Merced,Not Applicable,,Open,1973-09-26,Clinic,Community Clinic,37.2894894,-120.4965079
306242217,GOLDEN VALLEY HEALTH CENTER - PLANADA,040000214,Parent Facility,9235 E BROADWAY ST,PLANADA,95365,24,Merced,Not Applicable,,Open,1981-07-21,Clinic,Community Clinic,37.2902485,-120.3207413
306242279,GOLDEN VALLEY HEALTH CENTER - LOS BANOS,040000215,Parent Facility,821 Texas Ave,Los Banos,93635,24,Merced,Not Applicable,,Open,1976-01-12,Clinic,Community Clinic,37.0638328,-120.8609862
306244001,GOLDEN VALLEY HEALTH CENTER - DOS PALOS,040000231,Parent Facility,1405 California Ave,Dos Palos,93620,24,Merced,Not Applicable,,Open,1987-01-20,Clinic,Community Clinic,36.986542,-120.6285512
306244010,GOLDEN VALLEY HEALTH CENTER - WOMEN'S HEALTH-MERCED,040000300,Parent Facility,797 W Childs Ave,Merced,95341,24,Merced,Not Applicable,,Open,1991-10-09,Clinic,Community Clinic,37.2888864,-120.4958368
306244030,CENTRAL CALIFORNIA DENTAL SURGERY CENTER,040000485,Parent Facility,3605 Hospital Rd,Atwater,95301,24,Merced,Not Applicable,,Open,1999-02-11,Clinic,Surgical Clinic,37.3667959,-120.5781078
306244032,ADVANCED ENDOSCOPY CENTER,040000497,Parent Facility,386 W Olive Ave,Merced,95348,24,Merced,Not Applicable,,Open,1999-12-08,Clinic,Surgical Clinic,37.3186113,-120.4755557
306244037,GOLDEN VALLEY HEALTH CENTER - WEST I ST.LOS BANOS,040000553,Parent Facility,725  W I ST,LOS BANOS,93635,24,Merced,Not Applicable,,Open,2003-12-03,Clinic,Community Clinic,37.0623885,-120.8617669
306244038,GOLDEN VALLEY HEALTH CENTER-LE GRAND,040000373,Parent Facility,13161 JEFFERSON ST,LE GRAND,95333,24,Merced,Not Applicable,,Open,2004-05-14,Clinic,Community Clinic,37.2292786,-120.2508446
306244043,PLANNED PARENTHOOD MAR MONTE- MERCED HEALTH CENTER,040000030,Parent Facility,3166 Collins Dr,Merced,95348,24,Merced,Not Applicable,,Open,2006-11-02,Clinic,Community Clinic,37.3203177,-120.4755004
306244045,GOLDEN VALLEY HEALTH CENTER - GUSTINE-NEWMAN,040000364,Parent Facility,637 Merced St,Newman,95360,50,Stanislaus,Not Applicable,,Open,2007-11-17,Clinic,Community Clinic,37.3150333,-121.0162631
306244048,GOLDEN VALLEY HEALTH CENTER,040000513,Parent Facility,3940 Sandpiper Ave,Merced,95340,24,Merced,Not Applicable,,Open,2008-04-05,Clinic,Community Clinic,37.3378877,-120.4663718
306244049,CASTLE FAMILY HEALTH CENTER AT CASTLE,550001157,Parent Facility,3605 HOSPITAL RD,ATWATER,95301,24,Merced,Not Applicable,,Open,2009-09-02,Clinic,Community Clinic,37.3667959,-120.5781078
306244051,CASTLE FAMILY HEALTH CENTER AT BLOSS,550001159,Parent Facility,1251 GROVE AVE,ATWATER,95301,24,Merced,Not Applicable,,Open,2009-09-01,Clinic,Community Clinic,37.3516318,-120.6070104
306244052,MERCED EAST DIALYSIS,550001174,Parent Facility,464 E Yosemite Ave,Merced,95340,24,Merced,Not Applicable,,Open,2009-10-28,Clinic,Chronic Dialysis Clinic,37.3317033,-120.4614213
306244053,"SATELLITE DIALYSIS OF MERCED, LLC",550001236,Parent Facility,3376 N ST HWY 59,Merced,95348,24,Merced,Not Applicable,,Open,2010-03-02,Clinic,Chronic Dialysis Clinic,37.3254601,-120.5029911
306244054,ALPHA PREGNANCY HELP CENTER,040000510,Parent Facility,700 Loughborough Dr,Merced,95348,24,Merced,Not Applicable,,Open,2011-01-18,Clinic,Community Clinic,37.3224821,-120.4799099
306244055,ATWATER DIALYSIS,240000793,Parent Facility,1201 Commerce Ave,Atwater,95301,24,Merced,Not Applicable,,Open,2011-08-23,Clinic,Chronic Dialysis Clinic,37.3435741,-120.6118543
306244056,LOS BANOS DIALYSIS,240000794,Parent Facility,60 W G St,Los Banos,93635,24,Merced,Not Applicable,,Open,2012-03-12,Clinic,Chronic Dialysis Clinic,37.0671291,-120.8547842
306244057,HILMAR HEALTH CENTER,550002095,Parent Facility,7970 LANDER AVE,HILMAR,95324,24,Merced,Not Applicable,,Open,2012-10-25,Clinic,Community Clinic,37.4037615,-120.8483691
306244058,ALPHA PREGANCY HELP CENTER MOBILE,550002792,Parent Facility,700 LOUGHBOROUGH DR,MERCED,95348,24,Merced,Not Applicable,,Open,2014-08-20,Clinic,Community Clinic,37.3224821,-120.4799099
306244059,MERCED DIALYSIS,240000781,Parent Facility,3393 G ST,MERCED,95340,24,Merced,Not Applicable,,Open,2014-06-28,Clinic,Chronic Dialysis Clinic,37.3262019,-120.4698758
306244060,PACHECO DIALYSIS,550003516,Parent Facility,1245 W Pacheco Blvd,Los Banos,93635,24,Merced,Not Applicable,,Open,2016-05-16,Clinic,Chronic Dialysis Clinic,37.0550913,-120.8712916
306244061,WOLVES WELLNESS CENTER,550003819,Parent Facility,1617 Main St,Livingston,95334,24,Merced,Not Applicable,,Open,2017-03-21,Clinic,Community Clinic,37.3761422,-120.7221071
306270355,MONTAGE MEDICAL GROUP,550004196,Parent Facility,2 Upper Ragsdale Dr,Monterey,93940,27,Monterey,Not Applicable,,Open,2018-03-26,Clinic,Community Clinic,36.5800306,-121.8213554
306270526,PEARL DIALYSIS,550005373,Parent Facility,1492 Constitution Blvd,Salinas,93906,27,Monterey,Not Applicable,,Open,2020-03-25,Clinic,Chronic Dialysis Clinic,36.699326,-121.6220257
306270532,MOGO URGENT CARE,550005377,Parent Facility,2020 del Monte Ave,Monterey,93940,27,Monterey,Not Applicable,,Open,2020-03-26,Clinic,Community Clinic,36.6005777,-121.8689361
306270537,MOGO URGENT CARE,550005391,Parent Facility,2930 2nd Ave,Marina,93933,27,Monterey,Not Applicable,,Open,2020-03-26,Clinic,Community Clinic,36.6669152,-121.8077558
306270628,MOGO URGENT CARE,550006154,Parent Facility,26135 Carmel Rancho Blvd,Carmel,93923,27,Monterey,Not Applicable,,Open,2021-04-15,Clinic,Community Clinic,36.5431081,-121.9033736
306271845,PLANNED PARENTHOOD MAR MONTE - SEASIDE HEALTH CENTER,070000157,Parent Facility,625 Hilby Ave,Seaside,93955,27,Monterey,Not Applicable,,Open,1974-04-17,Clinic,Community Clinic,36.6027469,-121.8496323
306271848,CLINICA DE SALUD DEL VALLE DE SALINAS,070000159,Parent Facility,950 CIRCLE DR,SALINAS,93905,27,Monterey,Not Applicable,,Open,1981-09-01,Clinic,Community Clinic,36.6795229,-121.6271065
306271856,U.S. RENAL CARE MONTEREY DIALYSIS,140000637,Parent Facility,2066 Fremont St,Monterey,93940,27,Monterey,Not Applicable,,Open,1982-08-05,Clinic,Chronic Dialysis Clinic,36.595761,-121.8634662
306271860,PLANNED PARENTHOOD MAR MONTE- SALINAS HEALTH CENTER,070000169,Parent Facility,316 N Main St,Salinas,93901,27,Monterey,Not Applicable,,Open,1983-04-01,Clinic,Community Clinic,36.6826296,-121.6527892
306271888,SALINAS VALLEY DIALYSIS CENTER,140000640,Parent Facility,955 Blanco Cir,Salinas,93901,27,Monterey,Not Applicable,,Open,1984-10-03,Clinic,Chronic Dialysis Clinic,36.655314,-121.6379786
306271905,BIG SUR HEALTH CENTER,070000483,Parent Facility,46896 HWY 1,BIG SUR,93920,27,Monterey,Not Applicable,,Open,2000-05-22,Clinic,Community Clinic,36.2684551,-121.8068591
306274001,BLIND AND VISUALLY IMPAIRED CENTER OF MONTEREY CO,070000255,Parent Facility,225 LAUREL AVE,PACIFIC GROVE,93950,27,Monterey,Not Applicable,,Open,1988-09-14,Clinic,Community Clinic,36.6170756,-121.9092864
306274007,CLINICA DE SALUD DEL VALLE DE SALINAS-SOLEDAD,070000277,Parent Facility,799 Front St,Soledad,93960,27,Monterey,Not Applicable,,Open,1990-09-26,Clinic,Community Clinic,36.4252339,-121.326172
306274015,CLINICA DE SALUD DEL VALLE DE SALINAS - GREENFIELD,070000310,Parent Facility,808 Oak Ave,Greenfield,93927,27,Monterey,Not Applicable,,Open,1992-02-25,Clinic,Community Clinic,36.3215879,-121.2430081
306274023,CLINICA DE SALUD DEL VALLE DE SALINAS-SANBORN,070000335,Parent Facility,219 N SANBORN RD,SALINAS,93905,27,Monterey,Not Applicable,,Open,1992-12-10,Clinic,Community Clinic,36.6774223,-121.6270174
306274030,CLINICA DE SALUD DEL VALLE DE SALINAS - CASTROVILLE,070000369,Parent Facility,10561 MERRITT ST,CASTROVILLE,95012,27,Monterey,Not Applicable,,Open,1995-05-04,Clinic,Community Clinic,36.7672443,-121.7593624
306274040,COMPASSION PREGNANCY CTR AND CLINIC OF MONTEREY BAY,070000441,Parent Facility,640 Cass St,Monterey,93940,27,Monterey,Not Applicable,,Open,1997-10-17,Clinic,Community Clinic,36.5954321,-121.8949205
306274049,CONFIDENCE PREGNANCY CENTER,070000476,Parent Facility,780 E Romie Ln,Salinas,93901,27,Monterey,Not Applicable,,Open,2001-01-18,Clinic,Community Clinic,36.658387,-121.6402308
306274054,SOLEDAD DIALYSIS,140000657,Parent Facility,901 Los Coches Dr,Soledad,93960,27,Monterey,Not Applicable,,Open,2002-10-21,Clinic,Chronic Dialysis Clinic,36.4155349,-121.31757
306274059,GARFIELD HEALTH CENTER,960001453,Parent Facility,210 N Garfield Ave,Monterey Park,91754,19,Los Angeles,Not Applicable,,Open,2004-11-02,Clinic,Community Clinic,34.0641758,-118.1226163
306274074,CLINICA DE SALUD DEL VALLE DE SALINAS - ALVIN,550000618,Parent Facility,620 E Alvin Dr,Salinas,93906,27,Monterey,Not Applicable,,Open,2007-10-30,Clinic,Community Clinic,36.703691,-121.6326756
306274077,MONTAGE MEDICAL GROUP,550001152,Parent Facility,275 THE CROSSROADS,CARMEL,93923,27,Monterey,Not Applicable,,Open,2009-09-30,Clinic,Community Clinic,0.0,0.0
306274080,MONTAGE MEDICAL GROUP,550001647,Parent Facility,2930 2nd Ave,Marina,93933,27,Monterey,Not Applicable,,Open,2011-08-08,Clinic,Community Clinic,36.6669152,-121.8077558
306274085,CLINICA DE SALUD DEL VALLE DE SALINAS-KING CITY,070000264,Parent Facility,122 E SAN ANTONIO DR,KING CITY,93930,27,Monterey,Not Applicable,,Open,2012-06-30,Clinic,Community Clinic,36.2195799,-121.1313455
306274086,LAUREL MEADOWS DIALYSIS,550002232,Parent Facility,3 Rossi Cir,Salinas,93907,27,Monterey,Not Applicable,,Open,2013-04-10,Clinic,Chronic Dialysis Clinic,36.6868014,-121.6709968
306274087,CLINICA DE SALUD DEL VALLE DE SALINAS - PAJARO,550002383,Parent Facility,29 Bishop St,Watsonville,95076,27,Monterey,Not Applicable,,Open,2013-07-26,Clinic,Community Clinic,36.9015259,-121.749528
306274089,MONTAGE MEDICAL GROUP,550002703,Parent Facility,30 Garden Ct,Monterey,93940,27,Monterey,Not Applicable,,Open,2014-06-09,Clinic,Community Clinic,36.5846355,-121.8552889
306274092,MONTAGE MEDICAL GROUP,550003499,Parent Facility,23845 Holman Hwy,Monterey,93940,27,Monterey,Not Applicable,,Open,2016-05-12,Clinic,Community Clinic,36.5764357,-121.9126611
306274093,CSVS NORTH MAIN,550003464,Parent Facility,2180 N MAIN ST,SALINAS,93906,27,Monterey,Not Applicable,,Open,2016-04-06,Clinic,Community Clinic,36.7267525,-121.6558838
306274094,CLINICA DE SALUD DEL VALLE DE SALINAS GONZALES,550003463,Parent Facility,126 FIFTH ST,GONZALES,93926,27,Monterey,Not Applicable,,Open,2016-04-06,Clinic,Community Clinic,36.5084304,-121.4440332
306274095,MARINA DIALYSIS,550003934,Parent Facility,930 2nd Ave,Marina,93933,27,Monterey,Not Applicable,,Open,2017-08-07,Clinic,Chronic Dialysis Clinic,36.6685174,-121.8070944
306280432,U.S. RENAL CARE NAPA DIALYSIS,550004533,Parent Facility,3219 Jefferson St,Napa,94558,28,Napa,Not Applicable,,Open,2019-01-28,Clinic,Chronic Dialysis Clinic,38.3201195,-122.2996342
306280494,OLE HEALTH,550001540,Parent Facility,300 Hartle Ct,Napa,94559,28,Napa,Not Applicable,,Open,2019-04-26,Clinic,Community Clinic,38.2839984,-122.2802251
306280762,PLANNED PARENTHOOD NAPA CENTER,550008389,Parent Facility,935 Trancas St,Napa,94558,28,Napa,Not Applicable,,Open,2023-02-21,Clinic,Community Clinic,38.3229954,-122.2948503
306281034,SILVERADO DIALYSIS,110000435,Parent Facility,1100 Trancas St,Napa,94558,28,Napa,Not Applicable,,Open,1980-10-10,Clinic,Chronic Dialysis Clinic,38.3236475,-122.298622
306281467,OLE HEALTH,110000098,Parent Facility,1141 PEAR TREE LN,NAPA,94558,28,Napa,Not Applicable,,Open,1976-10-06,Clinic,Community Clinic,38.3210796,-122.2920578
306282294,NAPA DIALYSIS CENTER,110000437,Parent Facility,3900 BEL AIRE PLAZA,NAPA,94558,28,Napa,Not Applicable,,Open,1984-08-17,Clinic,Chronic Dialysis Clinic,38.323669,-122.3075772
306284001,PLANNED PARENTHOOD NAPA CENTER,110000121,Parent Facility,1735 Jefferson St,Napa,94559,28,Napa,Not Applicable,,Open,1986-01-24,Clinic,Community Clinic,38.3035165,-122.2945947
306284021,OLE HEALTH,550000617,Parent Facility,1222 Pine St,St Helena,94574,28,Napa,Not Applicable,,Open,2015-04-04,Clinic,Community Clinic,38.5060089,-122.4724056
306294009,"SIERRA FAMILY MEDICAL CLINIC, INC.",230000288,Parent Facility,15301 TYLER FOOTE RD,NEVADA CITY,95959,29,Nevada,Not Applicable,,Open,1998-03-26,Clinic,Community Clinic,39.3654682,-121.0368645
306294021,"CHAPA-DE INDIAN HEALTH PROGRAM, INC.",230000303,Parent Facility,1350 E MAIN ST,GRASS VALLEY,95945,29,Nevada,Not Applicable,,Open,2008-11-12,Clinic,Community Clinic,39.2330268,-121.0461065
306294022,GRASS VALLEY DIALYSIS,110000483,Parent Facility,360 Crown Point Cir,Grass Valley,95945,29,Nevada,Not Applicable,,Open,2010-04-06,Clinic,Chronic Dialysis Clinic,39.2198493,-121.0290905
306294025,WESTERN SIERRA MEDICAL CLINIC - COMMUNITY MOBILE CLINIC,550001096,Parent Facility,12548 Loma Rica Dr,Grass Valley,95945,29,Nevada,Not Applicable,,Open,2012-06-30,Clinic,Community Clinic,39.2218471,-121.0113383
306294026,LIVINGWELL MEDICAL CLINIC,230000285,Parent Facility,105 Catherine Ln,Grass Valley,95945,29,Nevada,Not Applicable,,Open,2014-07-22,Clinic,Free Clinic,39.2302465,-121.0477069
306294027,WESTERN SIERRA MEDICAL CENTER,230000339,Parent Facility,844 Old Tunnel Rd,Grass Valley,95945,29,Nevada,Not Applicable,,Open,2014-12-15,Clinic,Community Clinic,39.235258,-121.0310911
306300052,SIERRA HEALTH CENTER,060000016,Parent Facility,501 S Brookhurst Rd,Fullerton,92833,30,Orange,Not Applicable,,Open,1979-10-01,Clinic,Community Clinic,33.8650053,-117.9598178
306300133,RAI - NEWHOPE - FOUNTAIN VALLEY,080000676,Parent Facility,17197 NEWHOPE ST,FOUNTAIN VALLEY,92708,30,Orange,Not Applicable,,Open,1983-09-19,Clinic,Chronic Dialysis Clinic,33.7135634,-117.9297058
306300163,MISSION VIEJO DIALYSIS,080000677,Parent Facility,27640 Marguerite Pkwy,Mission Viejo,92692,30,Orange,Not Applicable,,Open,1984-03-01,Clinic,Chronic Dialysis Clinic,33.5623904,-117.6573112
306300209,BREA DIALYSIS CENTER,080000678,Parent Facility,595 Tamarack Ave,Brea,92821,30,Orange,Not Applicable,,Open,1985-05-10,Clinic,Chronic Dialysis Clinic,33.9279424,-117.9006648
306300227,HUNTINGTON BEACH DIALYSIS,080000686,Parent Facility,16892 Bolsa Chica St,Huntington Beach,92649,30,Orange,Not Applicable,,Open,1986-02-06,Clinic,Chronic Dialysis Clinic,33.7165712,-118.0404273
306300230,LESTONNAC FREE CLINIC,060000070,Parent Facility,1215 E Chapman Ave,Orange,92866,30,Orange,Not Applicable,,Open,1985-12-19,Clinic,Free Clinic,33.7880939,-117.8406705
306300232,SAN JUAN CAPISTRANO SOUTH DIALYSIS,080000680,Parent Facility,31736 Rancho Viejo Rd,San Juan Capistrano,92675,30,Orange,Not Applicable,,Open,1986-07-16,Clinic,Chronic Dialysis Clinic,33.5026198,-117.6525142
306300364,FRESENIUS MEDICAL CARE UNIVERSITY DIALYSIS CENTER OF ORANGE,550003318,Parent Facility,1809 W CHAPMAN AVE,ORANGE,92868,30,Orange,Not Applicable,,Open,2018-01-01,Clinic,Chronic Dialysis Clinic,33.7883239,-117.8722628
306300375,LA HABRA DIALYSIS,550004232,Parent Facility,1611 W Whittier Blvd,La Habra,90631,30,Orange,Not Applicable,,Open,2018-04-26,Clinic,Chronic Dialysis Clinic,33.9396647,-117.9638267
306300399,LA PALMA DIALYSIS,080000679,Parent Facility,7880 Valley View St,Buena Park,90620,30,Orange,Not Applicable,,Open,2018-07-31,Clinic,Chronic Dialysis Clinic,33.8479763,-118.0271462
306300401,"LA HABRA LIFE CENTER, INC.",550004362,Parent Facility,860 E La Habra Blvd,La Habra,90631,30,Orange,Not Applicable,,Open,2018-08-22,Clinic,Community Clinic,33.9314734,-117.936113
306300428,PLANNED PARENTHOOD/ORANGE & SAN BERNARDINO CO.,060000019,Parent Facility,1520 Nutmeg Pl,Costa Mesa,92626,30,Orange,Not Applicable,,Open,2018-12-18,Clinic,Community Clinic,33.6826003,-117.9203691
306300430,FRESENIUS KIDNEY CARE HUNTINGTON BEACH,550004517,Parent Facility,17762 Beach Blvd,Huntington Beach,92647,30,Orange,Not Applicable,,Open,2019-01-24,Clinic,Chronic Dialysis Clinic,33.7039577,-117.9886737
306300433,FRESENIUS MEDICAL CARE SAN JUAN CAPISTRANO,550004595,Parent Facility,31001 Rancho Viejo Rd,San Juan Capistrano,92675,30,Orange,Not Applicable,,Open,2019-03-21,Clinic,Chronic Dialysis Clinic,33.5092015,-117.6598937
306300434,BRISTOL DIALYSIS,550004606,Parent Facility,1232 S Bristol St,Santa Ana,92704,30,Orange,Not Applicable,,Open,2019-04-02,Clinic,Chronic Dialysis Clinic,33.7311965,-117.8855811
306300457,ST. JOSEPH SATELLITE HEALTHCARE,550004811,Parent Facility,2212 E 4th St,Santa Ana,92705,30,Orange,Not Applicable,,Open,2019-06-26,Clinic,Chronic Dialysis Clinic,33.7479637,-117.835161
306300475,BEACH DIALYSIS,550004827,Parent Facility,12456 BEACH BLVD,STANTON,90680,30,Orange,Not Applicable,,Open,2019-07-19,Clinic,Chronic Dialysis Clinic,33.7819066,-117.9923897
306300486,MAINPLACE DIALYSIS CENTER,080000681,Parent Facility,146 S Main St,Orange,92868,30,Orange,Not Applicable,,Open,2018-12-20,Clinic,Chronic Dialysis Clinic,33.787046,-117.8684593
306300541,ALTAMED MEDICAL AND DENTAL GROUP - ANAHEIM,550005158,Parent Facility,1325 N ANAHEIM BLVD,ANAHEIM,92801,30,Orange,Not Applicable,,Open,2019-12-20,Clinic,Community Clinic,33.8533384,-117.9208042
306300554,SATELLITE HEALTHCARE KATELLA ORANGE,550005433,Parent Facility,1536 E Katella Ave,Orange,92867,30,Orange,Not Applicable,,Open,2020-04-30,Clinic,Chronic Dialysis Clinic,33.8083152,-117.8370498
306300556,ALTAMED URGENT CARE - ANAHEIM,550005157,Parent Facility,1325 N Anaheim Blvd,Anaheim,92801,30,Orange,Not Applicable,,Open,2019-12-20,Clinic,Community Clinic,33.8533384,-117.9208042
306300565,ANAHEIM-BUENA PARK REGIONAL DIALYSIS CENTER,550005559,Parent Facility,3356 W BALL RD,ANAHEIM,92804,30,Orange,Not Applicable,,Open,2020-07-06,Clinic,Chronic Dialysis Clinic,33.8165997,-118.0074156
306300569,SAINT YOUSTINA,550005540,Parent Facility,809 S Main St,Santa Ana,92701,30,Orange,Not Applicable,,Open,2020-05-28,Clinic,Community Clinic,33.7379335,-117.8675748
306300596,KRISTINA SERGEYEVA FAMILY HEALTH CENTER,550005779,Parent Facility,27800 Medical Center Rd,Mission Viejo,92691,30,Orange,Not Applicable,,Open,2020-11-12,Clinic,Community Clinic,33.5599098,-117.6639273
306300597,FAMILIES TOGETHER OF ORANGE COUNTY,550005806,Parent Facility,9918 Katella Ave,Anaheim,92804,30,Orange,Not Applicable,,Open,2020-10-06,Clinic,Community Clinic,33.8027382,-117.9597263
306300598,LIVINGSTONE COMMUNITY HEALTH CLINIC,550005830,Parent Facility,111 W Bastanchury Rd,Fullerton,92835,30,Orange,Not Applicable,,Open,2020-11-13,Clinic,Community Clinic,33.8955721,-117.9298946
306300607,THE LA AMISTAD HEALTH CENTER,550006137,Parent Facility,725 W La Veta Ave,Orange,92868,30,Orange,Not Applicable,,Open,2021-04-01,Clinic,Community Clinic,33.7820595,-117.8602183
306300626,"SANO COMMUNITY HEALTH CENTER, INC.",550005974,Parent Facility,700 W 19th St,Costa Mesa,92627,30,Orange,Not Applicable,,Open,2021-03-16,Clinic,Community Clinic,33.6438145,-117.9281497
306300633,"OBRIA MEDICAL CLINICS OF SOUTHER CALIFORNIA, INC.",550000188,Parent Facility,2001 E. 1ST ST.,SANTA ANA,92705,30,Orange,Not Applicable,,Open,2021-04-27,Clinic,Community Clinic,33.7460291,-117.8386999
306300659,CENTER FOR INHERITED BLOOD DISORDERS,550001889,Parent Facility,701 S Parker St,Orange,92868,30,Orange,Not Applicable,,Open,2021-03-28,Clinic,Community Clinic,33.77665,-117.858582
306300667,FAMILIES TOGETHER OF ORANGE COUNTY - MOBILE CLINIC,550005902,Parent Facility,621 W 1st St,Tustin,92780,30,Orange,Not Applicable,,Open,2020-12-18,Clinic,Community Clinic,33.7460018,-117.8305443
306300668,FAMILY HEALTH MATTERS COMMUNITY CLINIC HEALTH CENTER,550000830,Parent Facility,1182 N Euclid St,Anaheim,92801,30,Orange,Not Applicable,,Open,2021-10-19,Clinic,Community Clinic,33.8498123,-117.9412508
306300671,CHOC ORANGE CLINIC,060000942,Parent Facility,3745 W Chapman Ave,Orange,92868,30,Orange,Not Applicable,,Open,2021-11-10,Clinic,Community Clinic,33.7893232,-117.8933632
306300703,ACCESS COMMUNITY HEALTH CENTER,550007868,Parent Facility,520 N Main St,Santa Ana,92701,30,Orange,Not Applicable,,Open,2022-04-18,Clinic,Community Clinic,33.7495192,-117.8679099
306300718,U.S. RENAL CARE BEACH DIALYSIS,550008194,Parent Facility,16364 BEACH BLVD,WESTMINSTER,92683,30,Orange,Not Applicable,,Open,2022-10-18,Clinic,Chronic Dialysis Clinic,33.7263165,-117.9872015
306300734,CAMINO NUEVO FAMILY HEALTH CLINIC,550008027,Parent Facility,517 N MAIN ST,SANTA ANA,92701,30,Orange,Not Applicable,,Open,2022-06-10,Clinic,Community Clinic,33.7495338,-117.8672993
306300739,SMILE MOBILE 5,550006011,Parent Facility,1800 W Ball Rd,Anaheim,92804,30,Orange,Not Applicable,,Open,2021-02-08,Clinic,Community Clinic,33.8174493,-117.9472634
306300743,RADIANT HEALTH CENTERS,550007963,Parent Facility,17982 SKY PARK CIR,IRVINE,92614,30,Orange,Not Applicable,,Open,2019-12-24,Clinic,Community Clinic,33.6897114,-117.8594399
306301235,"LAGUNA BEACH COMMUNITY CLINIC, INC",060000137,Parent Facility,362 3rd St,Laguna Beach,92651,30,Orange,Not Applicable,,Open,1973-05-04,Clinic,Community Clinic,33.543993,-117.7806504
306301325,HURTT FAMILY HEALTH CLINIC - ANAHEIM,550004157,Parent Facility,947 S Anaheim Blvd,Anaheim,92805,30,Orange,Not Applicable,,Open,2018-03-06,Clinic,Community Clinic,33.8215677,-117.9099792
306301675,FULLERTON DIALYSIS,080000682,Parent Facility,238 ORANGEFAIR MALL,FULLERTON,92832,30,Orange,Not Applicable,,Open,1976-02-09,Clinic,Chronic Dialysis Clinic,33.8578347,-117.921118
306301701,U.S. RENAL CARE LOS ALAMITOS DIALYSIS,080000683,Parent Facility,3810 Katella Ave,Los Alamitos,90720,30,Orange,Not Applicable,,Open,1975-08-05,Clinic,Chronic Dialysis Clinic,33.8026583,-118.0665878
306301807,ALTAMED MEDICAL GROUP - HUNTINGTON BEACH COMMUNITY CLINIC,060000194,Parent Facility,8041 Newman Ave,Huntington Beach,92647,30,Orange,Not Applicable,,Open,1975-11-19,Clinic,Community Clinic,33.7050852,-117.9882778
