X,Y,SiteNumber,Land_Use_Restriction,SiteName,Address,Town,Priority,Staff,ClosureDate,SiteStatus,BrownfieldStatus,Source_Of_Contamination,Contaminants,DocLink,LatY,LongX,ArcGeometry
475019.551744108,80782.3195660189,20134412,No,Genser Property (a/k/a Outlet Barn),2306 & 2331 North Main Street,Londonderry,LOW,Matthew Becker,,Brownfields,,"UST-Gasoline, UST-Heating Oil","Gasoline, Heating Oil",https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20134412,43.2268346201076,-72.8074792062988,
494482.742032188,38680.1415119249,20144466,No,Estey Organ Bldgs 25-26,132 Birge St,Brattleboro,LOW,Kristi Herzer,,Brownfields,Active,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20144466,42.8482244265963,-72.5674711951065,
515397.155771522,211824.768030776,20144488,No,Highway Department Garage,3432 VT Route 215 North,Cabot,SMAC,Lynda Provencher,01/15/2016,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20144488,44.4064569787,-72.3066647845,
493970.984763308,195242.159583103,20144497,Yes,Barre Street Apartments ,"39, 40, 41  Barre Street",Montpelier,SMAC,Lynda Provencher,11/02/2016,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20144497,44.2574017906455,-72.5754680846558,
509110.325713608,108249.832713277,20144507,No,20 Bridge Street,20 Bridge Street,Windsor,NFAP,Matthew Becker,12/11/2014,Brownfields - RELEASE NOT IDENTIFIED,Completed,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20144507,43.4744341920197,-72.3873505924572,
494507.174970277,38569.036121657,20144513,No,Estey Organ Bldg 14,118 Birge Street,Brattleboro,LOW,Kristi Herzer,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20144513,42.8472417083589,-72.5672131018524,
443565.74300746,221274.177353813,20154568,No,711 Riverside Ave,711 Riverside Avenue,Burlington,LOW,Sarah Bartlett,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20154568,44.489510072009,-73.209450164418,
502556.992327694,86258.244061332,20154579,No,Evergreen Heights,70 Seavers Brook 10 Will Dean ,Springfield,NFAP,Kristi Herzer,03/10/2016,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20154579,43.276474133038,-72.4684946600494,
494737.02036759,194519.26346369,20154614,No,Montpelier ROW @ 289 Barre Street,289 Barre St,Montpelier,LOW,Kassandra Kimmey,,Brownfields,Active,,PAH,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20154614,44.2508984070147,-72.5658953650818,
453391.025019269,257779.304107001,20164641,No,Saint Albans DPW Garage,67 Aldis Street,Saint Albans City,LOW,Kristi Herzer,,Brownfields,,,PAH,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20164641,44.818671,-73.089338,
490773.319896701,232203.313207053,20164649,No,Hyde Park Rail Trail,Depot Street Extension,Hyde Park,MED,Kimberly Caldwell,,Brownfields,,Unknown,PAH,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20164649,44.5900070906021,-72.6161946527092,
460636.50510381,123224.289322853,20164670,No,Lynda Lee,10 Cleveland Ave,Rutland City,MED,Kimberly Caldwell,,Brownfields,Active,"Free Product Present, Other, UST-Heating Oil","Heating Oil, PAH, PCB",https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20164670,43.6082023781161,-72.9875768809509,
442949.724615453,42258.1894484025,20164684,No,Putnam Block NMTC Parcels,"331,335Main&101,109 South St",Bennington,MED,Kristi Herzer,,Brownfields,Active,,"Chlorinated Solvents, PAH",https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20164684,42.8783290426298,-73.1983234630905,
443186.171767178,218799.367249259,20174708,No,The Vaults 400 Pine,400 Pine Street,Burlington,LOW,Kristi Herzer,,Brownfields,,,"Arsenic, PAH",https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20174708,44.4672303753831,-73.2139940560141,
457008.22059078,271123.089221664,20174716,No,Former Highgate Town Garage,3111 Route 78,Highgate,LOW,Shawn Donovan,,Brownfields,Active,Dump/Landfill,"Arsenic, Lead",https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20174716,44.9389883469958,-73.0446942846557,
495793.87991593,44111.336487678,20174718,No,Leader Distributing,7 US Route 5,Dummerston,LOW,Sarah Bartlett,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20174718,42.8971329,-72.551544,
465055.584830837,264684.168039202,20174733,No,Sheldon Historical Society,200 Bridge Street,Sheldon,LOW,Kassandra Kimmey,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20174733,44.8815276557193,-72.9422754276127,
442605.562471165,220638.046791817,20174753,No,Sara Holbrook Community Center,56-66 North Avenue,Burlington,LOW,Sarah Bartlett,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20174753,44.4837227703619,-73.2214977969242,
495209.25364195,72283.9584783643,20184760,No,3992 Saxtons River Road,3992 Saxtons River Road (VT Ro,Grafton,HIGH,Shawn Donovan,,Brownfields,Active,"Floor drain/Dry well, Manufacturing, Other","Chlorinated Solvents, Other Oxygenates, PAH",https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20184760,43.1507392086,-72.5588711771,
504890.565267345,69451.195748518,20184762,No,Vermont Graphics,18 Granger Street,Rockingham,LOW,Kristi Herzer,,Brownfields,,,PAH,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20184762,43.1252491995,-72.4399189429,
492238.721423571,229212.273151766,20204914,No,26 Hutchins,26 Hutchins Street ,Morristown,COC,Kristi Herzer,08/24/2022,Brownfields,Active,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20204914,44.5631406273643,-72.5977477048935,
538622.933402905,213476.637387148,20204969,No,560 Railroad Street,560 Railroad Street,Saint Johnsbury,LOW,Kristi Herzer,,Brownfields,Active,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20204969,44.4204666861209,-72.0149919739254,
,,20204988,No,South Hero STP HES 028-1(22),Routes 2/314,South Hero,NFAP,James Donaldson,06/21/2023,Linear Project - No ERT/Atlas,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20204988,,,
,,20204989,No,Bennington BF1000(20),Route 9,Bennington,LOW,James Donaldson,,Linear Project - No ERT/Atlas,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20204989,,,
,,20204990,No,Pittsford BF 019-3(59),US Route 7,Pittsford,NFAP,James Donaldson,06/07/2023,Linear Project - No ERT/Atlas,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20204990,,,
,,20204991,No,Main Street Revitalization Project,US Route 7/VT Route 2,Winooski,LOW,James Donaldson,,Linear Project - No ERT/Atlas,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20204991,,,
514625.553540105,128046.508690626,20215038,No,213 Maple St WRJ,"213 Maple Street, White River ",Hartford,MED,Grahame Bradley,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20215038,43.6525230750993,-72.3187050918893,
443723.646217477,220217.109974692,20215052,No,Hungerford Terrace,"11,15,21 Hungerford Terrace",Burlington,LOW,Lynda Provencher,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20215052,44.4800146759426,-73.2073686055225,
521704.891777163,271104.430242453,20215063,No,Former Bogner Site ,121 Bogner Drive,Newport City,HIGH,Shawn Donovan,,Brownfields,Active,,PFAS (PFOA/PFOS),https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20215063,44.9398473581168,-72.2249624220902,
,,20215065,No,237-241 & 245 Riverside Ave,237-241 & 245 Riverside Avenue,Burlington,MED,Grahame Bradley,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20215065,,,
443126.796840312,220200.075532009,20215066,No,20 Pine St,20 Pine Street,Burlington,LOW,Grahame Bradley,,Brownfields,Active,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20215066,44.479764,-73.2149398,
,,20225072,No,Clinton Street Water Line,Clinton Street ,Springfield,MED,Kimberly Caldwell,,Linear Project - No ERT/Atlas,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20225072,,,
,,20225079,No,Montpelier Main St CSO Linear Project,100 - 120 State Street,Montpelier,LOW,James Donaldson,,Linear Project - No ERT/Atlas,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20225079,,,
474654.687024946,80972.5317440102,20225088,No,Londonderry Properties,"2000, 2022, 2046 North Main St",Londonderry,LOW,Matthew Becker,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20225088,43.2284793323,-72.8119836825,
515182.892552637,211479.803723939,20225101,No,Cabot School,25 Common Road,Cabot,MED,Kassandra Kimmey,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20225101,44.4034025812,-72.309391832,
528370.61959672,212357.218892934,20225122,No,Danville School,148 Peacham Road,Danville,MED,Kassandra Kimmey,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20225122,44.4108901,-72.1437588,
508371.212469287,199744.84254929,20225131,No,Twinfield Union School #33 ,106 NASMITH BROOK ROAD,Marshfield,MED,Kassandra Kimmey,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20225131,44.2979090389531,-72.3950993914017,
,,20225161,No,Putney Road (US-5) Roundabout Project,From VT-9 to the West River,Brattleboro,,Michael Nahmias,,Linear Project - No ERT/Atlas,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20225161,,,
,,20225165,No,East State Street Linear Project,East State Street/State Street,Montpelier,LOW,James Donaldson,,Linear Project - No ERT/Atlas,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20225165,,,
,,20225199,No,Montgomery Village Wastewater linear pro,,Montgomery,LOW,James Donaldson,,Linear Project - No ERT/Atlas,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20225199,,,
489644.324063968,82066.3114785299,20235240,No,Ada Farm,141 Old Coach Road,Chester,LOW,Caitlyn Bain,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20235240,43.2386742719777,-72.6274739657447,
514497.467736768,127590.712037427,20235244,No,119 Gates Street,119 Gates Street,Hartford,MED,Kassandra Kimmey,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20235244,43.6483550708305,-72.3202587792516,
,,20235297,No,2099 North Rd,2099 North Road,Fletcher,,Caitlyn Bain,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20235297,,,
,,20235357,No,Woodbury Route 14 Linear Project,3652 Route 14 ,Woodbury,,Malayika Vincent,,Linear Project - No ERT/Atlas,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20235357,,,
501862.788587447,187995.106736988,20235367,No,314 Hill Street,314 Hill Street,Barre City,LOW,Caitlyn Bain,,Brownfields,,,,https://anrweb.vt.gov/DEC/ERT/HazSites.aspx?site=20235367,44.1921908823007,-72.4766935693115,
