OBJECTID,ACTIVITY_CODE,ACTIVITY_NAME,TREATMENT_TYPE,FUND_CODES,NBR_UNITS_PLANNED,NBR_UNITS_ACCOMPLISHED,UOM,DATE_PLANNED,DATE_ACCOMPLISHED,DATE_COMPLETED,FY_PLANNED,FY_ACCOMPLISHED,FY_COMPLETED,ACTIVITY_UNIT_ORG,REGION_CODE,ADMIN_FOREST_CODE,DISTRICT_CODE,HOME_ORG,ADMIN_FOREST_NAME,ADMIN_DISTRICT_NAME,PROCLAIMED_FOREST_CODE,OWNERSHIP_CODE,OWNERSHIP_DESC,ALPCOUNTY,STATE_ABBR,WATERSHED_CODE,SLOPE,ELEVATION,ASPECT,METHOD_CODE,METHOD_DESC,EQUIPMENT_CODE,EQUIPMENT_DESC,COST_PER_UOM,NEPA_PROJECT_ID,NEPA_DOC_NAME,IMPLEMENTATION_PROJECT_NAMES,IMPLEMENTATION_PROJECT_NUMBERS,IMPLEMENTATION_PROJECT_TYPES,WORK_AGENT_CODES,SUBUNIT_SIZE,SUBUNIT_UOM,GIS_ACRES,ACTIVITY_UNIT_CN,SUBUNIT_CN,FACTS_ID,SUID,SUBUNIT,SUBUNIT_NAME,ACTIVITY_CN,NEPA_PROJECT_CN,STAGE,STAGE_DESC,REV_DATE,DATA_SOURCE_CODE,DATA_SOURCE_DESC,UK,ACCURACY,SHAPEAREA,SHAPELEN
24788,7100,"Pollinator habitat improved, restored or maintained",,NFVW,6819.0,6819.0,ACRES,2018/10/01 00:00:00+00,2019/02/20 00:00:00+00,2019/02/20 00:00:00+00,2019,2019,2019.0,80103.0,8.0,1.0,3.0,80103,National Forests in Alabama,Conecuh Ranger District,803.0,STA,STATE,Santa Rosa,FL,,,,,101,,102,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0801,MBHR,FA,6819.0,ACRES,6818.75,6179806010602,1198267010602,CNPFBWSF00,080103CNPFBWSF00000,000,BWSF19,6052057010602,930010602,3,Accomplished,2019/09/24 15:00:18+00,0.0,,0801_151362_ACTP,12.0,0.002605352146159,0.643409790971774
24789,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1954.0,1954.0,ACRES,2019/10/20 00:00:00+00,2020/03/20 00:00:00+00,2020/03/20 00:00:00+00,2020,2020,2020.0,80104.0,8.0,1.0,4.0,80104,National Forests in Alabama,Oakmulgee Ranger District,825.0,FS,USDA FOREST SERVICE,Bibb,AL,,,,,100,,102,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0801,MBHR,FA,1954.0,ACRES,1255.222,AU290254010602,888469010602,1111013000,0801041111013000001,001,COMPARTMENT 013,6051795010602,1757010602,3,Accomplished,2018/04/18 00:00:00+00,24.0,Other,0801_139209_ACTP,12.0,0.000490047842516,0.110129574278565
24790,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1768.0,1768.0,ACRES,2019/10/20 00:00:00+00,2020/03/20 00:00:00+00,2020/03/20 00:00:00+00,2020,2020,2020.0,80104.0,8.0,1.0,4.0,80104,National Forests in Alabama,Oakmulgee Ranger District,825.0,FS,USDA FOREST SERVICE,Hale,AL,,,,,100,,102,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0801,MBHR,FA,1768.0,ACRES,1769.328,5899414010602,1125592010602,1111053000,0801041111053000002,002,COMPARTMENT 53,6051799010602,1063010602,3,Accomplished,2018/04/18 00:00:00+00,24.0,Other,0801_139204_ACTP,12.0,0.0006899990833279,0.14240563774411
24791,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1490.0,1490.0,ACRES,2019/10/01 00:00:00+00,2020/02/20 00:00:00+00,2020/02/20 00:00:00+00,2020,2020,2020.0,80104.0,8.0,1.0,4.0,80104,National Forests in Alabama,Oakmulgee Ranger District,825.0,FS,USDA FOREST SERVICE,Bibb,AL,,,,,101,,102,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0801,MBHR,FA,1490.0,ACRES,1460.71,AU290255010602,889457010602,1111056000,0801041111056000001,001,COMPARTMENT 056,6052040010602,1757010602,3,Accomplished,2018/04/18 00:00:00+00,24.0,Other,0801_139207_ACTP,12.0,0.0005696125305563,0.122133572827534
24792,7100,"Pollinator habitat improved, restored or maintained",,NFVW,26.0,26.0,ACRES,2019/10/20 00:00:00+00,2020/03/02 00:00:00+00,2020/03/02 00:00:00+00,2020,2020,2020.0,80105.0,8.0,1.0,5.0,80105,National Forests in Alabama,Shoal Creek Ranger District,825.0,FS,USDA FOREST SERVICE,Cleburne,AL,,,,,100,,102,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0801,MBHR,FA,26.0,ACRES,26.061,3559361010602,1018873010602,1110031000,0801051110031000009,009,RATTLESNAKE J6,6052022010602,313,3,Accomplished,2016/02/23 00:00:00+00,0.0,,0801_104648_ACTP,12.0,1.0264338331791e-05,0.0251852663392073
24793,7100,"Pollinator habitat improved, restored or maintained",,NFVW,826.0,826.0,ACRES,2019/10/20 00:00:00+00,2020/03/02 00:00:00+00,2020/03/02 00:00:00+00,2020,2020,2020.0,80105.0,8.0,1.0,5.0,80105,National Forests in Alabama,Shoal Creek Ranger District,825.0,FS,USDA FOREST SERVICE,Cleburne,AL,,,,,101,,102,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0801,MBHR,FA,826.0,ACRES,826.223,AU303989010602,607285010602,1110041000,0801051110041000001,001,LOOP RD A,6051805010602,1757010602,3,Accomplished,2013/06/20 13:25:07+00,2.0,GPS – Uncorrected Data,0801_4809_ACTP,6.0,0.0003254474769699,0.105749366723929
24794,2510,Invasives - Pesticide Application,Chemical,SSCC,546.2,155.0,ACRES,2021/06/01 00:00:00+00,2021/06/02 00:00:00+00,2021/06/17 00:00:00+00,2021,2021,2021.0,80105.0,8.0,1.0,5.0,80105,National Forests in Alabama,Shoal Creek Ranger District,825.0,FS,USDA FOREST SERVICE,Calhoun,AL,31501060501.0,,,,700,,712,,95.0,,,"LONGLEAF RESTORATION,MONARCH BUTTERFLY HABITAT RESTORATION","LLRP-0801,MBHR-0801","LLRP,MBHR",CT,546.2,ACRES,546.178,6332493010602,1239654010602,BICOL2021A,080105BICOL2021A001,001,,6115471010602,35197,3,Accomplished,2020/08/28 14:40:32+00,,,0801_1738620_INSP,,0.000215039402,0.327502800640929
24795,2510,Invasives - Pesticide Application,Chemical,CWKV,24.0,22.0,ACRES,2018/10/01 00:00:00+00,2019/07/30 00:00:00+00,2019/08/01 00:00:00+00,2019,2019,2019.0,80106.0,8.0,1.0,6.0,80106,National Forests in Alabama,Talladega Ranger District,825.0,FS,USDA FOREST SERVICE,Talladega,AL,31501060702.0,,,,700,,712,,226.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0801,MBHR,CT,22.3,ACRES,22.281,5794644010602,1098236010602,06049_2510,08010606049_2510INV,INV,TYLER WEST NNIS TREATMENTS,5481660010602,35197,3,Accomplished,2020/04/27 21:03:27+00,,,0801_1699722_INSP,,8.734482e-06,0.0292183003371995
24796,7100,"Pollinator habitat improved, restored or maintained",,NFVW,245.0,245.0,ACRES,2019/10/02 00:00:00+00,2020/03/01 00:00:00+00,2020/03/01 00:00:00+00,2020,2020,2020.0,80106.0,8.0,1.0,6.0,80106,National Forests in Alabama,Talladega Ranger District,825.0,FS,USDA FOREST SERVICE,Clay,AL,,,,,101,,102,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0801,MBHR,FA,245.0,ACRES,244.949,2512014010602,878279010602,1110230000,0801061110230000002,002,MANN CAMP D,6052036010602,42243,3,Accomplished,2013/06/20 13:25:07+00,2.0,GPS – Uncorrected Data,0801_4172_ACTP,6.0,9.60794613933005e-05,0.0573080861571096
24797,2510,Invasives - Pesticide Application,Chemical,SSCC,122.0,121.0,ACRES,2023/05/17 00:00:00+00,2023/06/01 00:00:00+00,2023/07/27 00:00:00+00,2023,2023,2023.0,80106.0,8.0,1.0,6.0,80106,National Forests in Alabama,Talladega Ranger District,825.0,FS,USDA FOREST SERVICE,Clay,AL,31501070102.0,,,,700,,712,,188.0,,,"LONGLEAF RESTORATION,MONARCH BUTTERFLY HABITAT RESTORATION","LLRP-0801,MBHR-0801","LLRP,MBHR",CT,122.0,ACRES,122.0,6863701010602,1371051010602,FY23BICNOR,080106FY23BICNOR001,001,,6839055010602,35197,3,Accomplished,2023/08/23 20:17:06+00,,,0801_2336058_INSP,,4.7738714e-05,0.103004746565585
24798,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1427.0,1427.0,ACRES,2016/01/01 00:00:00+00,2016/02/28 00:00:00+00,2016/02/28 00:00:00+00,2016,2016,2016.0,80308.0,8.0,3.0,8.0,80308,Chattahoochee-Oconee National Forest,Oconee Ranger District,827.0,FS,USDA FOREST SERVICE,Jones,GA,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0803,MBHR,FA,3169.0,ACRES,1426.802,AU230880010602,876162010602,0000001000,0803080000001000004,004,HITCHITI  RX ,5246928010602,31757,3,Accomplished,2019/07/18 11:47:42+00,3.0,GPS – Differentially Corrected Data,0803_60117_ACTP,0.0,0.0005573180182628,0.115610566191995
24799,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1263.0,1263.0,ACRES,2016/02/01 00:00:00+00,2016/02/20 00:00:00+00,2016/02/20 00:00:00+00,2016,2016,2016.0,80308.0,8.0,3.0,8.0,80308,Chattahoochee-Oconee National Forest,Oconee Ranger District,827.0,FS,USDA FOREST SERVICE,Jasper,GA,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0803,MBHR,FA,1263.0,ACRES,701.353,AU299294010602,964780010602,0000111000,0803080000111000003,003,COMPT 111  FY 19,5288002010602,101051110511,3,Accomplished,2016/03/01 21:52:59+00,3.0,GPS – Differentially Corrected Data,0803_54047_ACTP,0.0,0.0002744642689049,0.0857640082001964
24800,7100,"Pollinator habitat improved, restored or maintained",,NFHF,125.0,125.0,ACRES,2019/03/01 00:00:00+00,2019/03/19 00:00:00+00,2019/03/19 00:00:00+00,2019,2019,2019.0,80801.0,8.0,8.0,1.0,80801,George Washington and Jefferson National Forests,Deerfield Ranger District,832.0,FS,USDA FOREST SERVICE,Bath,VA,,,,,300,,302,,60.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,125.0,ACRES,126.107,AU223494010602,1175198010602,RAILHOLLOW,080801RAILHOLLOW001,001,RAILHOLLOW 125 AC,5978027010602,1432010602,3,Accomplished,2019/06/26 00:00:00+00,24.0,Other,0808_1816_ACTP,,5.24537172738055e-05,0.0332685724287201
24801,7100,"Pollinator habitat improved, restored or maintained",,NFRR,1117.0,1117.0,ACRES,2019/11/01 00:00:00+00,2019/11/10 00:00:00+00,2019/11/10 00:00:00+00,2020,2020,2020.0,80802.0,8.0,8.0,2.0,80802,George Washington and Jefferson National Forests,North River Ranger District,832.0,FS,USDA FOREST SERVICE,Augusta,VA,,,,,300,,302,,60.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,1200.0,ACRES,1116.819,AU301002010602,1215701010602,ELKHORNMTN,080802ELKHORNMTN002,002,ELKHORNMTN_1117AC,6186266010602,21151,3,Accomplished,2020/02/28 00:00:00+00,24.0,Other,0808_1946_ACTP,0.0,0.0004657004093601,0.110892272682459
24802,7100,"Pollinator habitat improved, restored or maintained",,NFHF,827.0,827.0,ACRES,2019/03/01 00:00:00+00,2019/03/20 00:00:00+00,2019/03/20 00:00:00+00,2019,2019,2019.0,80802.0,8.0,8.0,2.0,80802,George Washington and Jefferson National Forests,North River Ranger District,832.0,FS,USDA FOREST SERVICE,Augusta,VA,,,,,300,,302,,60.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,827.0,ACRES,827.199,6088413010602,1175404010602,GRINDSTONE,080802GRINDSTONE000,000,GRINDSTONE RX ,5978063010602,21151,3,Accomplished,2019/06/26 00:00:00+00,24.0,Other,0808_1815_ACTP,,0.0003450729940281,0.106904587395192
24803,7100,"Pollinator habitat improved, restored or maintained",,NFRR,62.0,25.0,ACRES,2019/11/01 00:00:00+00,2019/11/10 00:00:00+00,2019/11/10 00:00:00+00,2020,2020,2020.0,80802.0,8.0,8.0,2.0,80802,George Washington and Jefferson National Forests,North River Ranger District,832.0,FS,USDA FOREST SERVICE,Rockingham,VA,,,,,300,,302,,30.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,62.0,ACRES,24.651,5920651010602,1215702010602,SLATELICKF,080802SLATELICKF001,001,SLATE LICK FIELDS_25AC,6186372010602,3126,3,Accomplished,2020/02/28 00:00:00+00,24.0,Other,0808_1952_ACTP,0.0,1.03165815994765e-05,0.0148750132970912
24804,7100,"Pollinator habitat improved, restored or maintained",,NFRR,37.0,37.0,ACRES,2020/02/19 00:00:00+00,2020/02/19 00:00:00+00,2020/02/19 00:00:00+00,2020,2020,2020.0,80802.0,8.0,8.0,2.0,80802,George Washington and Jefferson National Forests,North River Ranger District,832.0,FS,USDA FOREST SERVICE,Rockingham,VA,,,,,300,,302,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,37.0,ACRES,37.01,5920651010602,1221111010602,SLATELICKF,080802SLATELICKF002,002,"SLATE LICK FIELDS BLOCKS 2,3",6186386010602,13937,3,Accomplished,2020/02/28 00:00:00+00,24.0,Other,0808_1957_ACTP,0.0,1.54891107528365e-05,0.0216371572889427
24805,7100,"Pollinator habitat improved, restored or maintained",,NFRR,369.0,369.0,ACRES,2020/02/21 00:00:00+00,2020/02/21 00:00:00+00,2020/02/21 00:00:00+00,2020,2020,2020.0,80802.0,8.0,8.0,2.0,80802,George Washington and Jefferson National Forests,North River Ranger District,832.0,FS,USDA FOREST SERVICE,Bath,VA,,,,,300,,302,,30.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,369.0,ACRES,369.557,2853528010602,1072090010602,WALLACEMAR,080802WALLACEMAR003,003,ALL BLOCKS ,6186393010602,33122,3,Accomplished,2018/11/13 22:30:55+00,24.0,Other,0808_1102_ACTP,,0.0001537443582595,0.095996426632146
24806,7100,"Pollinator habitat improved, restored or maintained",,NFHF,70.0,70.0,ACRES,2019/03/01 00:00:00+00,2019/03/19 00:00:00+00,2019/03/19 00:00:00+00,2019,2019,2019.0,80802.0,8.0,8.0,2.0,80802,George Washington and Jefferson National Forests,North River Ranger District,832.0,FS,USDA FOREST SERVICE,Bath,VA,,,,,300,,302,,60.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,70.0,ACRES,68.647,2853528010602,1175199010602,WALLACEMAR,080802WALLACEMAR004,004,MARSHALL,5978079010602,13937,3,Accomplished,2019/06/26 00:00:00+00,24.0,Other,0808_1814_ACTP,,2.8552667888358e-05,0.0240010653922964
24807,7100,"Pollinator habitat improved, restored or maintained",,NFHF,2699.0,2699.0,ACRES,2019/02/01 00:00:00+00,2019/04/23 00:00:00+00,2019/04/23 00:00:00+00,2019,2019,2019.0,80804.0,8.0,8.0,4.0,80804,George Washington and Jefferson National Forests,Lee Ranger District,832.0,FS,USDA FOREST SERVICE,Page,VA,,,,,300,,302,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,2800.0,ACRES,2697.875,AU300995010602,1179158010602,000CATBACK,080804000CATBACK003,003,CATBACK_2019,5978103010602,5000,3,Accomplished,2019/07/08 00:00:00+00,24.0,Other,0808_1813_ACTP,,0.0011306282449218,0.185681327973793
24808,7100,"Pollinator habitat improved, restored or maintained",,NFRR,361.0,361.0,ACRES,2020/03/01 00:00:00+00,2020/03/01 00:00:00+00,2020/03/01 00:00:00+00,2020,2020,2020.0,80804.0,8.0,8.0,4.0,80804,George Washington and Jefferson National Forests,Lee Ranger District,832.0,FS,USDA FOREST SERVICE,Hardy,WV,,,,,300,,302,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,361.0,ACRES,361.152,3951239010602,1221687010602,BUCKMTN000,080804BUCKMTN000002,002,BUCK MTN SOUTH,6186059010602,16793,3,Accomplished,2020/03/02 00:00:00+00,24.0,Other,0808_1936_ACTP,,0.0001519599349743,0.0750602167030125
24809,7100,"Pollinator habitat improved, restored or maintained",,NFRR,1560.0,1560.0,ACRES,2020/03/01 00:00:00+00,2020/03/08 00:00:00+00,2020/03/08 00:00:00+00,2020,2020,2020.0,80804.0,8.0,8.0,4.0,80804,George Washington and Jefferson National Forests,Lee Ranger District,832.0,FS,USDA FOREST SERVICE,Shenandoah,VA,,,,,300,,303,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,1560.0,ACRES,1559.658,6265750010602,1221107010602,LTLSCHLOSS,080804LTLSCHLOSS000,000,LITTLE SCHLOSS,6186231010602,1432010602,3,Accomplished,2020/02/28 00:00:00+00,24.0,Other,0808_1964_ACTP,0.0,0.0006556426852626,0.124855735295316
24810,7100,"Pollinator habitat improved, restored or maintained",,NFHF,319.0,319.0,ACRES,2019/04/04 00:00:00+00,2019/04/04 00:00:00+00,2019/04/04 00:00:00+00,2019,2019,2019.0,80804.0,8.0,8.0,4.0,80804,George Washington and Jefferson National Forests,Lee Ranger District,832.0,FS,USDA FOREST SERVICE,Page,VA,,,,,300,,302,,60.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,350.0,ACRES,261.421,2853561010602,743310010602,MOODYTRACT,080804MOODYTRACT000,000,MOODY TRACT,5978092010602,17691,3,Accomplished,2023/06/29 18:01:42+00,24.0,Other,0808_17_ACTP,,0.0001096653465935,0.0543636238406488
24811,7100,"Pollinator habitat improved, restored or maintained",,NFHF,921.0,921.0,ACRES,2019/03/01 00:00:00+00,2019/04/24 00:00:00+00,2019/04/24 00:00:00+00,2019,2019,2019.0,80806.0,8.0,8.0,6.0,80806,George Washington and Jefferson National Forests,Warm Springs Ranger District,832.0,FS,USDA FOREST SERVICE,Bath,VA,,,,,300,,302,,65.0,,,"LOWER COWPASTURE RESTORATION PROJECT,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRC-48,MBHR-0808","FSNRC,MBHR",FA,921.0,ACRES,921.029,AU300488010602,463560010602,0MIDDLEMTN,0808060MIDDLEMTN000,000,MIDDLE MTN,5978352010602,44521,3,Accomplished,2014/01/13 18:30:15+00,,,0808_492_ACTP,0.0,0.0003824710593179,0.0932101810968497
24812,7100,"Pollinator habitat improved, restored or maintained",,NFHF,2286.0,2286.0,ACRES,2019/03/20 00:00:00+00,2019/03/20 00:00:00+00,2019/03/20 00:00:00+00,2019,2019,2019.0,80806.0,8.0,8.0,6.0,80806,George Washington and Jefferson National Forests,Warm Springs Ranger District,832.0,FS,USDA FOREST SERVICE,Bath,VA,,,,,300,,302,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,2286.0,ACRES,2287.255,2598638010602,714504010602,0NEALRUN11,0808060NEALRUN11000,000,NEAL RUN,5978412010602,34632,3,Accomplished,,20.0,Digitized Other,0808_261_ACTP,2286.0,0.0009509795067092,0.149908082669172
24813,7100,"Pollinator habitat improved, restored or maintained",,NFWF,78.0,78.0,ACRES,2019/02/01 00:00:00+00,2019/02/28 00:00:00+00,2019/02/28 00:00:00+00,2019,2019,2019.0,80806.0,8.0,8.0,6.0,80806,George Washington and Jefferson National Forests,Warm Springs Ranger District,832.0,FS,USDA FOREST SERVICE,Bath,VA,,,,,300,,302,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,240.0,ACRES,66.404,4328955010602,931835010602,HIDDENVALL,080806HIDDENVALL000,000,HIDDEN VALLEY,5978433010602,19662,3,Accomplished,2014/10/14 00:00:00+00,24.0,Other,0808_403_ACTP,,2.7601701721491e-05,0.0500695260269324
24814,7100,"Pollinator habitat improved, restored or maintained",,NFWF,50.0,50.0,ACRES,2020/01/29 00:00:00+00,2020/01/29 00:00:00+00,2020/01/29 00:00:00+00,2020,2020,2020.0,80806.0,8.0,8.0,6.0,80806,George Washington and Jefferson National Forests,Warm Springs Ranger District,832.0,FS,USDA FOREST SERVICE,Bath,VA,,,,,300,,302,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,240.0,ACRES,66.404,4328955010602,931835010602,HIDDENVALL,080806HIDDENVALL000,000,HIDDEN VALLEY,6186452010602,19662,3,Accomplished,2014/10/14 00:00:00+00,24.0,Other,0808_403_ACTP,,2.7601701721491e-05,0.0500695260269324
24815,7100,"Pollinator habitat improved, restored or maintained",,NFHF,14.0,14.0,ACRES,2019/02/01 00:00:00+00,2019/02/28 00:00:00+00,2019/02/28 00:00:00+00,2019,2019,2019.0,80806.0,8.0,8.0,6.0,80806,George Washington and Jefferson National Forests,Warm Springs Ranger District,832.0,FS,USDA FOREST SERVICE,Bath,VA,,,,,300,,302,,40.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,240.0,ACRES,14.087,4328955010602,1175202010602,HIDDENVALL,080806HIDDENVALL001,001,HV ADDITION,5978469010602,19662,3,Accomplished,2019/07/08 00:00:00+00,24.0,Other,0808_15_ACTP,,5.8554038142075e-06,0.0106935270931112
24816,7100,"Pollinator habitat improved, restored or maintained",,NFHF,1341.0,1341.0,ACRES,2019/03/01 00:00:00+00,2019/03/20 00:00:00+00,2019/03/20 00:00:00+00,2019,2019,2019.0,80806.0,8.0,8.0,6.0,80806,George Washington and Jefferson National Forests,Warm Springs Ranger District,832.0,FS,USDA FOREST SERVICE,Bath,VA,,,,,300,,303,,60.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,1388.0,ACRES,1342.134,AU224509010602,323441010602,LITTLENEAL,080806LITTLENEAL000,000,LITTLE NEAL,5978485010602,40318,3,Accomplished,2014/01/13 18:30:15+00,,,0808_494_ACTP,0.0,0.0005581714504237,0.109614973463496
24817,7100,"Pollinator habitat improved, restored or maintained",,NFRR,2016.0,1166.0,ACRES,2020/03/05 00:00:00+00,2020/03/09 00:00:00+00,2020/03/09 00:00:00+00,2020,2020,2020.0,80806.0,8.0,8.0,6.0,80806,George Washington and Jefferson National Forests,Warm Springs Ranger District,832.0,FS,USDA FOREST SERVICE,Bath,VA,,,,,300,,302,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,2016.0,ACRES,1166.055,6253013010602,1224049010602,OREBANK000,080806OREBANK000001,001,OREBANK_BLACKLINE,6186464010602,44521,3,Accomplished,2020/03/27 00:00:00+00,24.0,Other,0808_1966_ACTP,,0.0004833962816219,0.136386360281403
24818,7100,"Pollinator habitat improved, restored or maintained",,NFHF,72.0,72.0,ACRES,2019/02/01 00:00:00+00,2019/03/19 00:00:00+00,2019/03/19 00:00:00+00,2019,2019,2019.0,80806.0,8.0,8.0,6.0,80806,George Washington and Jefferson National Forests,Warm Springs Ranger District,832.0,FS,USDA FOREST SERVICE,Bath,VA,,,,,300,,302,,65.0,,,"LOWER COWPASTURE RESTORATION PROJECT,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRC-48,MBHR-0808","FSNRC,MBHR",FA,167.0,ACRES,37.395,5678805010602,1179141010602,WALTONTRAC,080806WALTONTRAC002,002,WALTON TRACT UNIT 2,5978513010602,44521,3,Accomplished,2019/07/08 00:00:00+00,24.0,Other,0808_14_ACTP,,1.55148769269365e-05,0.0172087664665668
24819,7100,"Pollinator habitat improved, restored or maintained",,NFHF,51.0,51.0,ACRES,2019/02/01 00:00:00+00,2019/02/05 00:00:00+00,2019/02/05 00:00:00+00,2019,2019,2019.0,80806.0,8.0,8.0,6.0,80806,George Washington and Jefferson National Forests,Warm Springs Ranger District,832.0,FS,USDA FOREST SERVICE,Bath,VA,,,,,300,,302,,65.0,,,"LOWER COWPASTURE RESTORATION PROJECT,MONARCH BUTTERFLY HABITAT RESTORATION","FSNRC-48,MBHR-0808","FSNRC,MBHR",FA,167.0,ACRES,50.779,5678805010602,1179143010602,WALTONTRAC,080806WALTONTRAC004,004,WALTON TRACT UNIT 4,5978524010602,44521,3,Accomplished,2019/07/08 00:00:00+00,24.0,Other,0808_13_ACTP,,2.1066837522701e-05,0.0260922560344046
24820,7100,"Pollinator habitat improved, restored or maintained",,NFRR,2383.0,2383.0,ACRES,2021/03/02 00:00:00+00,2021/04/07 00:00:00+00,2021/04/07 00:00:00+00,2021,2021,2021.0,80811.0,8.0,8.0,11.0,80811,George Washington and Jefferson National Forests,Eastern Divide Ranger District,833.0,FS,USDA FOREST SERVICE,Craig,VA,,,,,300,,303,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,2383.0,ACRES,2384.034,6253265010602,1217298010602,BALDMOUNT0,080811BALDMOUNT0004,004,BALD MOUNTAIN UNIT 4,6386690010602,52364,3,Accomplished,2021/11/24 15:17:49+00,24.0,Other,0808_2176_ACTP,0.0,0.0009844675480627,0.17160194133412
24821,7100,"Pollinator habitat improved, restored or maintained",,NFRR,353.0,353.0,ACRES,2020/02/22 00:00:00+00,2020/02/22 00:00:00+00,2020/02/22 00:00:00+00,2020,2020,2020.0,80811.0,8.0,8.0,11.0,80811,George Washington and Jefferson National Forests,Eastern Divide Ranger District,833.0,FS,USDA FOREST SERVICE,Botetourt,VA,,,,,300,,302,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,353.0,ACRES,352.716,4329111010602,931846010602,CRAIGCREEK,080811CRAIGCREEK000,000,CRAIG CREEK REC AREA,6186488010602,5770,3,Accomplished,2014/06/11 00:00:00+00,24.0,Other,0808_1949_ACTP,,0.0001456691367168,0.0554318036380887
24822,7100,"Pollinator habitat improved, restored or maintained",,NFRR,742.0,742.0,ACRES,2020/03/02 00:00:00+00,2020/03/05 00:00:00+00,2020/03/05 00:00:00+00,2020,2020,2020.0,80811.0,8.0,8.0,11.0,80811,George Washington and Jefferson National Forests,Eastern Divide Ranger District,833.0,FS,USDA FOREST SERVICE,Craig,VA,,,,,300,,303,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,742.0,ACRES,742.059,6253368010602,1217323010602,NUTTERSMTN,080811NUTTERSMTN000,000,NUTTERS MOUNTAIN,6186478010602,52364,3,Accomplished,2020/03/27 00:00:00+00,24.0,Other,0808_1963_ACTP,,0.0003061064794112,0.092556231469536
24823,7100,"Pollinator habitat improved, restored or maintained",,NFRR,341.0,341.0,ACRES,2020/03/02 00:00:00+00,2020/03/08 00:00:00+00,2020/03/08 00:00:00+00,2020,2020,2020.0,80811.0,8.0,8.0,11.0,80811,George Washington and Jefferson National Forests,Eastern Divide Ranger District,833.0,FS,USDA FOREST SERVICE,Pulaski,VA,,,,,300,,303,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,341.0,ACRES,340.582,6253316010602,1217316010602,TRACTMOUNT,080811TRACTMOUNT003,003,TRACT MOUNTAIN UNIT 3,6186496010602,52364,3,Accomplished,2020/03/27 00:00:00+00,24.0,Other,0808_1965_ACTP,,0.000139619834638,0.064076892590139
