business_id,name,address,city,state,postal_code,phone_number,OBJECTID
85865,HEINE BROTHERS COFFEE,4901 BROWNSBORO RD,LOUISVILLE,KY,40222,(502) 425-3688,647
85878,HAVANA RUMBA #2,12003 SHELBYVILLE RD,LOUISVILLE,KY,40243,(502) 244-5375,648
85903,ST. BERNARD SOFTBALL CONCESSION,7500 TANGELO DR,LOUISVILLE,KY,40228,(502) 239-5178,649
85905,PRP'S ICE CREAM CORNER,5115 GREENWOOD RD,LOUISVILLE,KY,40258,(502) 935-4704,650
86022,NORTON CHILDREN'S MEDICAL CENTER,4910 CHAMBERLAIN LN,LOUISVILLE,KY,40241,(502) 446-8118,651
86171,WEST END TOKEN CLUB,708 S 16TH ST,LOUISVILLE,KY,40210,(502) 584-0799,652
86177,GARDINER POINT RESIDENCE HALL,4004 GARDINER POINT DR,LOUISVILLE,KY,40213,(502) 456-6504,653
86218,SUNERGOS COFFEE,306 W WOODLAWN AVE,LOUISVILLE,KY,40214,(502) 368-2820,654
86228,SUBWAY,8104 NATIONAL TURNPIKE,LOUISVILLE,KY,40214,(502) 363-9045,655
86330,ZOE'S KITCHEN,4126 SUMMIT PLAZA DR,LOUISVILLE,KY,40241,(502) 329-8963,656
86389,LITTLE CAESARS,10274 SHELBYVILLE RD,LOUISVILLE,KY,40222,(502) 254-3555,657
86390,SUBWAY,8056 NEW LAGRANGE RD,LOUISVILLE,KY,40222,(502) 326-3118,658
86399,ZAXBY'S #38101,807 BLANKENBAKER PKWY,LOUISVILLE,KY,40243,(502) 742-8600,659
86553,WAFFLE HOUSE #1887,10563 DIXIE HWY,LOUISVILLE,KY,40272,(502) 995-5644,660
86623,SUBWAY,5907 TIMBER RIDGE DR,PROSPECT,KY,40059,(502) 228-5509,661
86626,ADDIS BAR & GRILL,109 S 4TH ST,LOUISVILLE,KY,40202,(502) 690-6636,662
86627,CARDS PNC CLUB KITCHEN,2800 S FLOYD ST,LOUISVILLE,KY,40209,(502) 852-2083,663
86628,CARDS PNC CLUB STAND #45 (SEC E8),2800 S FLOYD ST,LOUISVILLE,KY,40209,(502) 852-2083,664
86635,BLUEGRASS BREWING COMPANY,300 W MAIN ST,LOUISVILLE,KY,40202,(502) 568-0007,665
86674,4 KINGS CAFE,4642 JENNINGS LN,LOUISVILLE,KY,40218,(502) 968-2930,666
86677,CARDS FD STAND #51 (SEC 303),2800 S FLOYD ST,LOUISVILLE,KY,40209,(502) 852-2083,667
86684,CARDS PNC CLUB STAND #44 (SEC E4),2800 S FLOYD ST,LOUISVILLE,KY,40209,(502) 852-2083,668
86689,KAYROUZ CAFE,3801 WILLIS AVE,LOUISVILLE,KY,40207,(502) 896-2630,669
86716,BUNGALOW JOES BAR & GRILL,7813 BEULAH CHURCH RD,LOUISVILLE,KY,40228,(502) 931-5637,670
86754,CARDS FD STAND #53 (SEC 308),2800 S FLOYD ST,LOUISVILLE,KY,40209,(502) 852-2083,671
86758,INDI'S RESTAURANT,4901 POPLAR LEVEL RD,LOUISVILLE,KY,40219,(502) 969-5352,672
86762,CARDS FD STAND #52 (SEC 304),2800 S FLOYD ST,LOUISVILLE,KY,40209,(502) 852-2083,673
86962,CHUY'S #22,104 OXMOOR CT,LOUISVILLE,KY,40222,(502) 327-3033,674
86964,OLIVE GARDEN #1852,4811 OUTER LOOP,LOUISVILLE,KY,40219,(502) 968-2978,675
87040,DIORIO'S PIZZA & PUB,310 WALLACE AVE,LOUISVILLE,KY,40207,(502) 618-3424,676
87045,YUM 2.011 YUM TRIO,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,677
87047,YUM 111 KY ALE BAR,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,678
87048,YUM 2.002 KFC,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,679
87050,YUM 107 FOOD PORTABLE,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,680
87051,YUM 118 FOOD PORTABLE,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,681
87053,YUM 326 FOOD PORTABLE,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,682
87061,YUM 5.026 PIZZA HUT,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,683
87062,YUM 5.098 KFC/PIE KITCHEN,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,684
87064,YUM PREMIUM BOX BAR,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,685
87065,YUM 4.033 HICKMAN CAMP / PRESIDENTS RM,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,686
87066,YUM WOODFORD BAR,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,687
87067,YUM 5.011 SPIRIT ROOM PANTRY,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,688
87068,YUM BURNETT'S LOUNGE,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,689
87069,YUM EVAN WILLIAMS BOURBON BAR,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,690
87070,YUM 3.007 S1 WEST PANTRY,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,691
87071,YUM 4.049 SUITE COMMAND PANTRY,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,692
87072,YUM MAIN KITCHEN,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,693
87074,YUM 4.005 IN SEAT PANTRY,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,694
87076,YUM 4.052 MAIN ST CLUB,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,695
87077,YUM 211 COORS LIGHT BAR,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,696
87078,YUM 4.054 GATEWAY GRILL,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,697
87079,YUM 4.003 METRO GRILL CLUB,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,698
87080,YUM 5.076 TACO BELL,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,699
87081,YUM 2.031 METRO GRILL,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,700
87082,YUM 5.002 PAPA JOHNS,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,701
87083,YUM 2.036 MAIN ST FRANKS,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,702
87085,YUM 2.038 PAPA JOHNS,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,703
87086,YUM 5.048 BOURBON BARREL BBQ,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,704
87087,YUM 5.074 MAIN ST,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,705
87088,YUM 5.078 GATEWAY GRILL,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,706
87101,YUM 5.015 METRO GRILL,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,707
87102,YUM 5.024 GATEWAY GRILL,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,708
87103,YUM 2.072 PAPA JOHNS,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,709
87104,YUM 2.001 METRO GRILL,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,710
87105,YUM 5.001 METRO GRILL,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,711
87146,MARK'S FEED STORE,10316 DIXIE HWY,LOUISVILLE,KY,40272,(502) 933-7707,712
87151,CHICK-FIL-A,7901 BARDSTOWN RD,LOUISVILLE,KY,40291,(502) 231-1191,713
87198,BEARNO'S PIZZA,9222 WESTPORT RD,LOUISVILLE,KY,40222,(502) 423-1224,714
87252,YUM 5.054 PAPA JOHNS,1 ARENA PLAZA,LOUISVILLE,KY,40202,(502) 690-9095,715
87290,MARK'S FEED STORE,1514 BARDSTOWN RD,LOUISVILLE,KY,40205,(502) 458-1570,716
87292,HOLY GRALE / GRALEHAUS,1034 BARDSTOWN RD,LOUISVILLE,KY,40204,(502) 459-9991,717
87354,HAMMERHEADS,921 SWAN ST,LOUISVILLE,KY,40204,(502) 365-1112,718
87358,ST. BERNARD GYM CONCESSION,7500 TANGELO DR,LOUISVILLE,KY,40228,(502) 239-5178,719
87364,CHARLEY'S GRILLED SUB,5000 SHELBYVILLE RD STE 1655,LOUISVILLE,KY,40207,(502) 425-6135,720
87379,MARK'S FEED STORE,11422 SHELBYVILLE RD,LOUISVILLE,KY,40243,(502) 244-0140,721
87380,SEVICHE A LATIN RESTAURANT,1538 BARDSTOWN RD,LOUISVILLE,KY,40205,(502) 473-8560,722
87381,PANERA BREAD,1801 RUDY LN,LOUISVILLE,KY,40207,(502) 710-0297,723
87468,KASHMIR RESTAURANT,1277 BARDSTOWN RD,LOUISVILLE,KY,40204,(502) 473-8765,724
87474,COOKING AT THE COTTAGE,3739 LEXINGTON RD,LOUISVILLE,KY,40207,(502) 893-6700,725
87477,SIMPLY THAI,323 WALLACE AVE,LOUISVILLE,KY,40207,(502) 899-9670,726
87544,GREAT AMERICAN COOKIE,5000 SHELBYVILLE RD STE 1680,LOUISVILLE,KY,40207,(502) 894-8211,727
87593,SICILIAN PIZZA & PASTA,627 S 4TH ST,LOUISVILLE,KY,40202,(502) 457-3206,728
87609,LOGAN'S ROADHOUSE,1540 ALLIANT AVE,LOUISVILLE,KY,40299,(502) 266-6009,729
87704,KY SCIENCE CENTER,727 W MAIN ST,LOUISVILLE,KY,40202,(502) 560-7157,730
87706,SPINELLI'S ST. MATTHEWS,4005 SHELBYVILLE RD,LOUISVILLE,KY,40207,(502) 895-0755,731
87808,CHINA 1,11316 MAPLE BROOK DR,LOUISVILLE,KY,40241,(502) 420-2889,732
87827,JOCKS SPORTS BAR,3423 BRECKENRIDGE LN,LOUISVILLE,KY,40220,(502) 491-1199,733
87830,ASCENSION CHURCH CONCESSION,4600 LYNNBROOK DR,LOUISVILLE,KY,40220,(502) 451-3860,734
87900,DOWN THE STRETCH CAFE @ MASONIC HOME,3503 MOYERS CIR,MASONIC HOME,KY,40041,(502) 753-8832,735
88037,DAIRY QUEEN,4811 NORTON HEALTHCARE BLVD,LOUISVILLE,KY,40241,(502) 339-7779,736
88042,DAIRY QUEEN #310,2208 GOLDSMITH LN,LOUISVILLE,KY,40218,(502) 451-4052,737
88043,DAIRY QUEEN,11699 DIXIE HWY,LOUISVILLE,KY,40272,(502) 995-5322,738
88045,DAIRY QUEEN,9080 DIXIE HWY,LOUISVILLE,KY,40258,(502) 995-8275,739
88047,DAIRY QUEEN,2058 PORTLAND AVE,LOUISVILLE,KY,40212,(502) 774-5565,740
88051,DAIRY QUEEN #311,3221 POPLAR LEVEL RD,LOUISVILLE,KY,40213,(502) 635-0690,741
88055,DAIRY QUEEN,9515 US HWY 42,PROSPECT,KY,40059,(502) 228-3725,742
88068,NAM NAM CAFE,318 WALLACE AVE,LOUISVILLE,KY,40207,(502) 891-8859,743
88153,DAIRY QUEEN,5516 NATIONAL TURNPIKE,LOUISVILLE,KY,40214,(502) 367-9429,744
88156,HIGHLAND MORNING,1416 BARDSTOWN RD,LOUISVILLE,KY,40205,(502) 365-3900,745
88164,DRAKE'S,3939 SHELBYVILLE RD STE 101,LOUISVILLE,KY,40207,(502) 614-7327,746
88168,COALS ARTISAN PIZZA,3724 FRANKFORT AVE,LOUISVILLE,KY,40206,,747
88173,EL NOPAL,12418 LAGRANGE RD,LOUISVILLE,KY,40245,(502) 243-1301,748
88197,ANNIE'S PIZZA,4771 CANE RUN RD,LOUISVILLE,KY,40216,(502) 449-4444,749
88208,BORROMEOS,8607 SMYRNA PKWY,LOUISVILLE,KY,40228,(502) 968-7743,750
88211,HEINE BROTHERS COFFEE,822 EASTERN PKWY,LOUISVILLE,KY,40217,(502) 637-1060,751
88214,AUNTIE ANNE'S,5000 SHELBYVILLE RD STE 1680,LOUISVILLE,KY,40207,(812) 455-0838,752
88273,DAIRY QUEEN,400 FAIRDALE RD,FAIRDALE,KY,40118,(502) 367-2408,753
88333,PLEASE & THANK YOU,800 E MARKET ST,LOUISVILLE,KY,40206,(502) 235-2372,754
88440,DAIRY QUEEN #097,4137 TAYLOR BLVD,LOUISVILLE,KY,40215,(502) 361-4590,755
88541,BUD'S TAVERN,4014 DIXIE HWY,LOUISVILLE,KY,40216,(502) 384-9131,756
88591,WESTPORT PLACE,4247 WESTPORT RD,LOUISVILLE,KY,40207,(502) 893-3033,757
88596,THIRD  STREET DIVE,442 S 3RD ST,LOUISVILLE,KY,40202,(502) 418-5600,758
88819,BARRET BAR,1012 BARRET AVE,LOUISVILLE,KY,40204,(502) 499-4017,759
88825,GARAGE BAR,700 E MARKET ST,LOUISVILLE,KY,40202,(502) 749-7100,760
88826,THOROBRED LOUNGE,3634 S 7TH ST,LOUISVILLE,KY,40216,,761
88828,DERBY CITY PIZZA,5603 GREENWOOD RD,LOUISVILLE,KY,40258,(502) 933-7373,762
88843,DOUBLE DRAGON II,5222 DIXIE HWY,LOUISVILLE,KY,40216,(502) 448-1988,763
88986,LITTLE CAESARS,9569 TAYLORSVILLE RD,LOUISVILLE,KY,40299,(502) 267-8600,764
89072,COMFY COW,339 W CARDINAL BLVD,LOUISVILLE,KY,40208,(502) 409-5090,765
89079,HEART & SOY,1216 BARDSTOWN RD,LOUISVILLE,KY,40204,(502) 452-6688,766
89080,BELLARMINE PALIO,2001 NEWBURG RD,LOUISVILLE,KY,40205,(502) 452-8437,767
89357,WAFFLE HOUSE #1069,3739 PAMELA RAE DR,LOUISVILLE,KY,40241,(502) 327-8949,768
89364,#1 CHINESE RESTAURANT,5011 MUD LN,LOUISVILLE,KY,40229,(502) 961-6300,769
89368,AGAINST THE GRAIN,401 E MAIN ST,LOUISVILLE,KY,40202,(502) 515-7014,770
89370,OISHII SUSHI TEMPURA & TERIYAKI,2810 TAYLORSVILLE RD,LOUISVILLE,KY,40205,(502) 365-3474,771
89373,CHICK-FIL-A #2899,2350 SHANE DR,LOUISVILLE,KY,40220,(502) 491-7707,772
89377,CRAFT HOUSE PIZZA,4041 PRESTON HWY,LOUISVILLE,KY,40213,(502) 363-4880,773
89389,TROLL PUB UNDER THE BRIDGE,150 W WASHINGTON ST,LOUISVILLE,KY,40202,(502) 618-4829,774
89452,PUSSY CAT,4744 POPLAR LEVEL RD,LOUISVILLE,KY,40213,(502) 749-7800,775
89580,SUBWAY,12907 FACTORY LN,LOUISVILLE,KY,40245,(502) 243-3500,776
89581,CHARLEY'S GRILLED SUBS,4801 OUTER LOOP STE FC4,LOUISVILLE,KY,40219,(440) 840-2616,777
89593,SILVER DOLLAR,1761 FRANKFORT AVE,LOUISVILLE,KY,40206,,778
89596,DOUBLE DRAGON,1255 GOSS AVE,LOUISVILLE,KY,40217,(502) 635-5656,779
89627,BAXTER BAR & GRILL,942 BAXTER AVE,LOUISVILLE,KY,40204,(502) 409-9422,780
89675,DRAKE'S BHG LOUISVILLE #2,3921 SUMMIT PLAZA DR,LOUISVILLE,KY,40241,(502) 384-3921,781
89683,SUBWAY,7001 GLOBAL DR,LOUISVILLE,KY,40258,(502) 933-0630,782
89722,EV'S DELI,500 W JEFFERSON ST STE 103,LOUISVILLE,KY,40202,(502) 561-6239,783
89726,MARTINI ITALIAN BISTRO,4021 SUMMIT PLAZA DR,LOUISVILLE,KY,40241,(502) 394-9797,784
89768,PRIMO OILS AND VINEGARS,3628 BROWNSBORO RD STE 102,LOUISVILLE,KY,40207,(502) 895-2656,785
89770,DAIRY QUEEN,6205 BARDSTOWN RD,LOUISVILLE,KY,40291,,786
89771,DAIRY QUEEN,9656 BLUEGRASS PKWY,LOUISVILLE,KY,40299,(502) 439-0875,787
89772,DAIRY QUEEN,4026 TAYLORSVILLE RD,LOUISVILLE,KY,40220,(502) 454-0409,788
89873,HILLTOP TAVERN,1800 FRANKFORT AVE,LOUISVILLE,KY,40206,(502) 742-2908,789
89878,SIMPLY THAI,12003 SHELBYVILLE RD,LOUISVILLE,KY,40243,(502) 690-6723,790
89880,SUBWAY,12613 TAYLORSVILLE RD,LOUISVILLE,KY,40299,(502) 267-7447,791
89884,SAINT TERESA OF CALCUTTA,903 FAIRDALE RD,FAIRDALE,KY,40118,(502) 363-9929,792
89901,RIVER ROAD BBQ,3017 RIVER RD,LOUISVILLE,KY,40207,(502) 592-7065,793
89932,BRUEGGERS BAKERY CAFE,119 BRECKENRIDGE LN,LOUISVILLE,KY,40207,(502) 618-1158,794
89940,EL NOPAL,3945 TAYLORSVILLE RD,LOUISVILLE,KY,40220,(502) 459-9061,795
90033,MALE HIGH SCHOOL FOOTBALL CONCESSION,4400 PRESTON HWY,LOUISVILLE,KY,40213,(502) 485-8292,796
90047,WING STOP,4812 DIXIE HWY,LOUISVILLE,KY,40216,(502) 409-6000,797
90074,MT FUJI,309 W CARDINAL BLVD,LOUISVILLE,KY,40208,(502) 637-5887,798
90132,PENN STATION,5009 MUD LN,LOUISVILLE,KY,40229,(502) 962-2141,799
90149,DERBY CITY PIZZA,2500 CRITTENDEN DR,LOUISVILLE,KY,40217,(502) 384-4777,800
90186,MARK'S FEED STORE #5,6501 BARDSTOWN RD,LOUISVILLE,KY,40291,(502) 442-0808,801
90211,KRISPY KRUNCHY,4544 POPLAR LEVEL RD,LOUISVILLE,KY,40213,(502) 964-6336,802
90265,CENTERPLATE CARDINAL PARK,2125 S FLOYD ST,LOUISVILLE,KY,40208,(502) 852-3580,803
90267,MOST BLESSED SACRAMENT,3509 TAYLOR BLVD,LOUISVILLE,KY,40215,(502) 368-9979,804
90270,PAPA MURPHY'S,6661 DIXIE HWY,LOUISVILLE,KY,40258,(502) 933-8577,805
90365,SUBWAY #3253,5240 DIXIE HWY,LOUISVILLE,KY,40216,(502) 447-2124,806
90391,SALVATION ARMY CENTER OF HOPE,911 S BROOK ST,LOUISVILLE,KY,40203,(502) 625-1170,807
90452,FLORAL GRIND,10700 W MANSLICK RD,FAIRDALE,KY,40118,(502) 494-5561,808
90483,HEINE BROTHERS COFFEE,805 BLANKENBAKER PKWY,LOUISVILLE,KY,40243,(502) 365-1554,809
90490,AFC SUSHI @ KROGER #360,6900 BARDSTOWN RD,LOUISVILLE,KY,40291,(502) 239-2316,810
90495,LIGHTHOUSE COMMUNITY CENTER,5312 SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,(502) 964-5909,811
90506,PBR LOUISVILLE,432 S 4TH ST,LOUISVILLE,KY,40202,(502) 238-0357,812
90552,LONGHORN STEAKHOUSE #5429,4813 OUTER LOOP,LOUISVILLE,KY,40219,(502) 969-9790,813
90602,VFW POST 2921,2902 S 7TH ST,LOUISVILLE,KY,40216,(502) 638-2121,814
90604,THE BIG BAR,1200 BARDSTOWN RD,LOUISVILLE,KY,40204,(502) 552-8546,815
90608,EL NOPAL,811 EASTERN PKWY,LOUISVILLE,KY,40217,(502) 634-3171,816
90670,ROSITASOL CORPORATION,8730 WESTPORT RD,LOUISVILLE,KY,40242,(502) 423-0034,817
90679,BJ'S SPORTS PUB,8238 DIXIE HWY,LOUISVILLE,KY,40258,(502) 935-1103,818
90694,LOUISVILLE TEA COMPANY,9305 NEW LAGRANGE RD,LOUISVILLE,KY,40242,(502) 802-9318,819
90698,JASMIN BAKERY,2201 STEIER LN,LOUISVILLE,KY,40218,(502) 458-0013,820
90708,SUBWAY,2716 W BROADWAY,LOUISVILLE,KY,40211,(502) 775-1471,821
90724,BELLARMINE TRACK & FIELD CONCESSIONS,2001 NEWBURG RD,LOUISVILLE,KY,40205,(502) 272-7675,822
90725,BELLARMINE SOFTBALL CONCESSIONS,2001 NEWBURG RD,LOUISVILLE,KY,40205,(502) 272-7675,823
90726,BELLARMINE KNIGHTS HALL CONCESSION,2001 NEWBURG RD,LOUISVILLE,KY,40205,(502) 272-7675,824
90788,VALLEY MASONIC LODGE 511,9619 DIXIE HWY,LOUISVILLE,KY,40272,(502) 937-3978,825
90826,BURGER KING #891,11300 PRESTON HWY,LOUISVILLE,KY,40229,(502) 968-3139,826
90869,BURGER KING #889,2700 CRITTENDEN DR,LOUISVILLE,KY,40209,(502) 637-8887,827
90888,STARBUCKS  #16953,1831 BLANKENBAKER PKWY,LOUISVILLE,KY,40299,(502) 267-2050,828
90912,BURGER KING #892,9120 TAYLORSVILLE RD,LOUISVILLE,KY,40299,(502) 499-9500,829
90928,KHALIL'S,10966 DIXIE HWY,LOUISVILLE,KY,40272,(502) 632-2227,830
90930,SALSARITA'S,12915 SHELBYVILLE RD,LOUISVILLE,KY,40243,(502) 365-1424,831
90941,BURGER KING #887,6902 DIXIE HWY,LOUISVILLE,KY,40258,(502) 767-5141,832
90962,DENNY'S,434 EASTERN PKWY,LOUISVILLE,KY,40217,(502) 636-2538,833
91085,HELPING HANDS,8911 OLD 3RD STREET RD,LOUISVILLE,KY,40272,(502) 935-5142,834
91086,BURGER KING #886,3930 DIXIE HWY,LOUISVILLE,KY,40216,(502) 448-6733,835
91090,SUNERGOS COFFEE,231 S 5TH ST,LOUISVILLE,KY,40202,(502) 589-3222,836
91156,THE FUDGERY,416 S 4TH ST,LOUISVILLE,KY,40202,(502) 409-7484,837
91381,ZAXBY'S #42401,5025 MUD LN,LOUISVILLE,KY,40229,(502) 632-1400,838
91454,MORTON'S STEAKHOUSE,626 W MAIN ST,LOUISVILLE,KY,40202,(502) 584-0421,839
91465,HIGHLANDS TAP ROOM GRILL,1058 BARDSTOWN RD,LOUISVILLE,KY,40204,(502) 584-5222,840
91466,FUNMI'S CAFE,3028 BARDSTOWN RD,LOUISVILLE,KY,40205,(502) 454-5009,841
91503,SPALDING DINING SERVICES,812 S 2ND ST,LOUISVILLE,KY,40203,(502) 873-4321,842
91646,NEW VIEW BAR AND GRILL,7601 OUTER LOOP,LOUISVILLE,KY,40219,(502) 777-2609,843
91664,TIN ROOF,3921 SHELBYVILLE RD,LOUISVILLE,KY,40207,(502) 895-1914,844
91668,ST. RITA BASKETBALL & FOOTBALL CONCESSION,8709 PRESTON HWY,LOUISVILLE,KY,40219,(502) 969-6116,845
91685,HEART SONG,9260 STONESTREET RD,LOUISVILLE,KY,40272,(502) 936-3300,846
91707,O'CHARLEY'S,1901 S HURSTBOURNE PKWY,LOUISVILLE,KY,40220,(501) 491-8372,847
91739,CASPIAN GRILL PERSIAN BISTRO,2716 FRANKFORT AVE,LOUISVILLE,KY,40206,(502) 290-6050,848
91775,FAIRDALE YOUTH BASEBALL CONCESSION,709 FAIRDALE RD,FAIRDALE,KY,40118,(502) 641-5874,849
91803,CAFE AROMA,2020 BROWNSBORO RD,LOUISVILLE,KY,40206,(502) 640-0406,850
91804,SCARLET HOPE,2305 SYCAMORE AVE,LOUISVILLE,KY,40206,(502) 409-4673,851
91847,PAPA MURPHY'S NW1,937 PHILLIPS LN,LOUISVILLE,KY,40209,(502) 387-2705,852
91913,JULEPS AT MIRALEA,320 JOE CONWAY CIR,MASONIC HOME,KY,40041,(502) 897-8727,853
91975,RIVIERA MAYA,8104 NATIONAL TURNPIKE,LOUISVILLE,KY,40214,(502) 269-9667,854
91978,BUFFALO WILD WINGS,10206 WESTPORT RD,LOUISVILLE,KY,40241,(502) 394-9596,855
91980,SUBWAY,10500 DIXIE HWY,LOUISVILLE,KY,40272,(502) 935-8058,856
92019,MERLE'S WHISKEY KITCHEN,122 W MAIN ST,LOUISVILLE,KY,40202,(502) 290-8888,857
92029,WHITE CASTLE,2350 GREENE WAY,LOUISVILLE,KY,40220,(502) 491-3114,858
92092,JET'S PIZZA,3624 S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,(502) 491-1700,859
92093,CATTLEMAN'S ROADHOUSE,2901 S HURSTBOURNE PKWY,LOUISVILLE,KY,40220,(502) 384-7623,860
92095,MANGO'S MEXICAN GRILL,4632 HENDRIK DR,LOUISVILLE,KY,40299,(502) 671-5291,861
92126,HEINE BROTHERS COFFEE,4305 SHELBYVILLE RD,LOUISVILLE,KY,40207,(502) 899-2800,862
92131,PANERA BREAD #1669,13000 SHELBYVILLE RD,LOUISVILLE,KY,40223,(502) 254-5905,863
92154,ABYSSINIA ETHIOPIAN RESTAURANT,554 S 5TH ST,LOUISVILLE,KY,40202,(502) 384-8347,864
92188,JETS PIZZA #007,6523 BARDSTOWN RD,LOUISVILLE,KY,40291,(502) 239-0000,865
92295,DUNKIN DONUTS #351288,12401 SHELBYVILLE RD,LOUISVILLE,KY,40243,(502) 600-0084,866
92314,LIL ORBITS FH21,937 PHILLIPS LN,LOUISVILLE,KY,40209,(502) 939-5503,867
92328,HOT LEGS,13601 DIXIE HWY,LOUISVILLE,KY,40272,,868
92375,CHINA ONE ZHENG,816 EASTERN PKWY,LOUISVILLE,KY,40217,,869
92420,CARRETA TWO,10105 DIXIE HWY,LOUISVILLE,KY,40272,,870
92421,MUSSEL & BURGER BAR,9200 TAYLORSVILLE RD,LOUISVILLE,KY,40299,(502) 384-4834,871
92445,GALT DOWN ONE,321 W MAIN ST,LOUISVILLE,KY,40202,(502) 873-8707,872
92486,GALT EMPLOYEE CAFETERIA,140 N 4TH ST,LOUISVILLE,KY,40202,(502) 589-5200,873
92533,ASSUMPTION GREEN SPORTS COMPLEX CONCESSIONS,4500 CHAMPIONS TRACE LN,LOUISVILLE,KY,40218,(502) 271-2564,874
92536,CHIPOTLE,315 S 4TH ST,LOUISVILLE,KY,40202,(502) 584-4606,875
92539,THE LYNDON STATION,813 LYNDON LN STE D,LOUISVILLE,KY,40222,(502) 639-5129,876
92568,DOUBLE DRAGON,9204 BLUE LICK RD,LOUISVILLE,KY,40229,(502) 966-8882,877
92582,REGENCY CENTER,1550 RAYDALE DR,LOUISVILLE,KY,40219,(502) 968-6600,878
92609,DIORIO'S PIZZA & PUB,919 BAXTER AVE,LOUISVILLE,KY,40204,(502) 614-8424,879
92643,OTT'S TAVERN,4229 HILLVIEW AVE,LOUISVILLE,KY,40216,(502) 409-6525,880
92726,ACAPULCO,5404 ANTLE DR,LOUISVILLE,KY,40229,(502) 969-6464,881
92747,CRUSHED ICE EVENTS,226 E WASHINGTON ST,LOUISVILLE,KY,40202,(502) 589-4700,882
92778,EHRLER'S FH28,937 PHILLIPS LN,LOUISVILLE,KY,40209,(502) 454-7565,883
92868,SIDEBAR AT WHISKEY ROW,129 N 2ND ST,LOUISVILLE,KY,40202,(502) 384-1600,884
92879,NOWHERE BAR LOUISVILLE,1133 BARDSTOWN RD,LOUISVILLE,KY,40204,(502) 451-0466,885
92904,DIXIE CHICKEN,3947 DIXIE HWY,LOUISVILLE,KY,40216,(502) 448-2102,886
92917,HAPPY DRAGON,12613 TAYLORSVILLE RD,LOUISVILLE,KY,40299,(502) 297-8788,887
92939,PORTLAND BEER DEPOT,3633 PFLANZ AVE,LOUISVILLE,KY,40212,(502) 614-7827,888
92983,JIMMY JOHN'S #2200,4919 BROWNSBORO RD STE 101,LOUISVILLE,KY,40222,(502) 425-2195,889
93031,CINEMARK,5000 SHELBYVILLE RD,LOUISVILLE,KY,40207,(502) 259-9649,890
93039,ASIAN POT,2801 PACKERLAND WAY,LOUISVILLE,KY,40213,(502) 969-6888,891
93057,WILTSHIRE PANTRY BAKERY & DELI,901 BARRET AVE,LOUISVILLE,KY,40204,(502) 581-8561,892
93130,PANDA EXPRESS #2178,1232 S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,(502) 326-8430,893
93155,PRESTON CROSSINGS BAR & GRILL,9700 PRESTON CROSSINGS BLVD,LOUISVILLE,KY,40229,(502) 961-9700,894
