OBJECTID,GEOID10,SqMiles,Acres,Parcel_Count,Total_Surveyed,PctSurveyed,StructureYes,Pct_StructureYes,StructureNo,Pct_StructureNo,Use_Commercial,PctParcels_Commercial,PctStructure_Commercial,Use_Industrial,PctParcels_Industrial,PctStructure_Industrial,Use_Institutional,PctParcels_Institutional,PctStructure_Institutional,Use_Mixed,PctParcels_Mixed,PctStructure_Mixed,Use_Private,PctParcels_Private,PctLots_Private,Use_Public,PctParcel_Public,PctLots_Public,Use_Residential,PctParcels_Residental,PctStructure_Residential,StructureNo_Unknown,PctParcelsNo_Unknown,PctLotsNo_Unknown,StructureYes_Unknown,PctParcelsYes_Unknown,PctStructureYes_Unknown,Condition_Good,Pct_ConditionGood,Condition_Fair,PctCondition_Fair,Condition_Poor,PctCondition_Poor,Condition_SuggestDemo,PctCondition_SuggestDemo,AvgConditionRating,ResStructs_Good,PctGood_ResStruct,ResStructs_Fair,PctFair_ResStruct,ResStruct_Poor,PctPoor_ResStruct,ResStruct_SugDemo,PctSugDemo_ResStruct,ResStruct_AvgConditionRating,Occupancy_Occupied,PctStructures_Occupied,Occupancy_Maybe,PctStructures_Maybe,Occupancy_Unoccupied,PctStructures_Unoccupied,ResStruct_Occupied,PctResStruct_Occupied,ResStruct_Maybe,PctResStruct_Maybe,ResStruct_Unoccupied,PctResStruct_Unoccupied,Boarding_Yes,PctStructures_NeedBoarding,Fire_Yes,PctStructures_Fire,ResStruct_NeedBoarding,PctResStruct_Boarding,ResStruct_FireDamage,PctResStruct_Fire,StructureNo_DumpingYes,PctLots_withDumping,StructureYes_DumpingYes,PctStructures_withDumping,TotalParcels_withDumping,PctTotalParcels_withDumping,ResMixUnits_0Units,PctResMixUnits_0Units,ResMixUnits_1Units,PctResMixUnits_1Units,ResMixUnits_2to3Units,PctResMixUnits_2to3Units,ResMixUnits_4Units,PctResMixUnits_4Units,EmptyLots_Improved,PctLots_Improved,EmptyLots_Unimproved,PctLots_Unimproved,EmptyLot_Maintained,PctLots_Maintained,EmptyLot_Unmaintained,PctLots_Unmaintained,Public_Use_Lots,EmptyLot_PublicUse_ParkGarden,PctLots_ParkGarden,PctPULots_ParkGarden,EmptyLot_PublicUse_ParkingLot,PctLots_ParkingLot,PctPULots_ParkingLot,EmptyLot_PublicUse_Other,PctLots_OtherPublicUse,PctPULots_OtherPU
160,26163500600,0.57372232,367.18228721,2330,2309.0,0.990987124463519,1557.0,0.674317886530966,752.0,0.325682113469034,55.0,0.0238198354265916,0.0353243416827232,,0.0,0.0,10.0,0.0043308791684712,0.0064226075786769,3.0,0.0012992637505413,0.001926782273603,76.0,0.0329146816803811,0.101063829787234,13.0,0.0056301429190125,0.0172872340425532,1488.0,0.644434820268515,0.955684007707129,663.0,0.287137288869641,0.881648936170213,1.0,0.0004330879168471,0.0006422607578676,1211.0,0.777777777777778,209.0,0.134232498394348,76.0,0.0488118175979448,61.0,0.0391779062299294,1.34938985228003,1150.0,0.772849462365591,204.0,0.137096774193548,74.0,0.0497311827956989,60.0,0.0403225806451613,1.35752688172043,958.0,0.615285806037251,41.0,0.0263326910725755,489.0,0.314065510597302,958.0,0.643817204301075,41.0,0.0275537634408602,489.0,0.328629032258065,357.0,0.229287090558767,70.0,0.0449582530507386,345.0,0.231854838709677,70.0,0.0470430107526882,30.0,0.0398936170212766,73.0,0.0468850353243417,103.0,0.0446080554352534,3,0.0020120724346076,1434.0,0.961770623742455,49.0,0.0328638497652582,5,0.0033534540576794,84.0,0.111702127659574,668.0,0.888297872340426,147.0,0.195478723404255,605.0,0.804521276595745,13.0,1.0,0.0013297872340425,0.0769230769230769,4.0,0.0053191489361702,0.307692307692308,8.0,0.0106382978723404,0.615384615384615
161,26163500500,0.31402731,200.97747821,1293,1282.0,0.991492652745553,880.0,0.686427457098284,402.0,0.313572542901716,18.0,0.0140405616224649,0.0204545454545455,,0.0,0.0,2.0,0.0015600624024961,0.0022727272727272,,0.0,0.0,29.0,0.0226209048361934,0.0721393034825871,3.0,0.0023400936037441,0.0074626865671641,859.0,0.670046801872075,0.976136363636364,370.0,0.288611544461778,0.920398009950249,1.0,0.000780031201248,0.0011363636363636,697.0,0.792045454545455,111.0,0.126136363636364,51.0,0.0579545454545455,21.0,0.0238636363636364,1.31363636363636,677.0,0.788125727590221,110.0,0.128055878928987,51.0,0.0593713620488941,21.0,0.0244470314318976,1.32013969732247,547.0,0.621590909090909,28.0,0.0318181818181818,284.0,0.322727272727273,547.0,0.636786961583236,28.0,0.0325960419091967,284.0,0.330616996507567,221.0,0.251136363636364,57.0,0.0647727272727273,218.0,0.253783469150175,57.0,0.0663562281722934,19.0,0.0472636815920398,35.0,0.0397727272727273,54.0,0.0421216848673947,1,0.0011641443538998,818.0,0.952270081490105,31.0,0.0360884749708964,9,0.010477299185099,25.0,0.0621890547263682,377.0,0.937810945273632,45.0,0.111940298507463,357.0,0.888059701492537,3.0,1.0,0.0024875621890547,0.333333333333333,2.0,0.0049751243781094,0.666666666666667,,0.0,0.0
162,26163500400,0.38142182,244.10996957,1635,1604.0,0.981039755351682,689.0,0.429551122194514,915.0,0.570448877805486,46.0,0.0286783042394015,0.0667634252539913,1.0,0.0006234413965087,0.0014513788098693,7.0,0.0043640897755611,0.0101596516690856,,0.0,0.0,55.0,0.0342892768079801,0.0601092896174863,52.0,0.0324189526184539,0.0568306010928962,634.0,0.395261845386534,0.920174165457184,808.0,0.503740648379052,0.883060109289618,1.0,0.0006234413965087,0.0014513788098693,433.0,0.62844702467344,158.0,0.229317851959361,63.0,0.0914368650217707,35.0,0.0507982583454282,1.56458635703919,385.0,0.607255520504732,153.0,0.241324921135647,62.0,0.0977917981072555,34.0,0.0536277602523659,1.59779179810726,305.0,0.44267053701016,35.0,0.0507982583454282,294.0,0.426705370101597,305.0,0.481072555205047,35.0,0.055205047318612,294.0,0.463722397476341,231.0,0.335268505079826,45.0,0.0653120464441219,227.0,0.358044164037855,44.0,0.0694006309148265,35.0,0.0382513661202186,30.0,0.0435413642960813,65.0,0.0405236907730673,2,0.0031545741324921,564.0,0.889589905362776,57.0,0.0899053627760252,11,0.0173501577287066,67.0,0.073224043715847,846.0,0.924590163934426,173.0,0.189071038251366,741.0,0.809836065573771,52.0,32.0,0.0349726775956284,0.615384615384615,3.0,0.0032786885245901,0.0576923076923077,16.0,0.0174863387978142,0.307692307692308
163,26163500300,0.49601694,317.45084665,1566,1559.0,0.995530012771392,1298.0,0.832584990378448,261.0,0.167415009621552,56.0,0.0359204618345093,0.0431432973805855,2.0,0.0012828736369467,0.0015408320493066,9.0,0.0057729313662604,0.0069337442218798,1.0,0.0006414368184733,0.0007704160246533,61.0,0.0391276459268762,0.233716475095785,28.0,0.0179602309172547,0.10727969348659,1225.0,0.785760102629891,0.943759630200308,172.0,0.110327132777421,0.659003831417625,5.0,0.0032071840923669,0.0038520801232665,969.0,0.74653312788906,217.0,0.167180277349769,82.0,0.0631741140215717,30.0,0.0231124807395994,1.36286594761171,904.0,0.737959183673469,211.0,0.172244897959184,82.0,0.0669387755102041,28.0,0.0228571428571429,1.37469387755102,729.0,0.561633281972265,56.0,0.0431432973805855,440.0,0.338983050847458,729.0,0.595102040816327,56.0,0.0457142857142857,440.0,0.359183673469388,282.0,0.217257318952234,79.0,0.0608628659476117,281.0,0.229387755102041,78.0,0.0636734693877551,15.0,0.0574712643678161,21.0,0.0161787365177196,36.0,0.0230917254650417,2,0.0016313213703099,1202.0,0.980424143556281,21.0,0.0171288743882545,0,0.0,70.0,0.268199233716475,191.0,0.731800766283525,85.0,0.325670498084291,176.0,0.674329501915709,28.0,2.0,0.0076628352490421,0.0714285714285714,4.0,0.0153256704980843,0.142857142857143,22.0,0.0842911877394636,0.785714285714286
164,26163541700,0.49409338,316.21976764,441,440.0,0.997732426303855,411.0,0.934090909090909,29.0,0.0659090909090909,8.0,0.0181818181818182,0.0194647201946472,1.0,0.0022727272727272,0.0024330900243309,5.0,0.0113636363636364,0.0121654501216545,1.0,0.0022727272727272,0.0024330900243309,8.0,0.0181818181818182,0.275862068965517,10.0,0.0227272727272727,0.344827586206897,396.0,0.9,0.963503649635037,11.0,0.025,0.379310344827586,,0.0,0.0,406.0,0.987834549878346,4.0,0.0097323600973236,,0.0,1.0,0.0024330900243309,1.01703163017032,391.0,0.987373737373737,4.0,0.0101010101010101,,0.0,1.0,0.0025252525252525,1.01767676767677,388.0,0.944038929440389,4.0,0.0097323600973236,4.0,0.0097323600973236,388.0,0.97979797979798,4.0,0.0101010101010101,4.0,0.0101010101010101,9.0,0.0218978102189781,3.0,0.0072992700729927,8.0,0.0202020202020202,3.0,0.0075757575757575,,0.0,1.0,0.0024330900243309,1.0,0.0022727272727272,0,0.0,386.0,0.972292191435768,0.0,0.0,11,0.0277078085642317,17.0,0.586206896551724,12.0,0.413793103448276,20.0,0.689655172413793,9.0,0.310344827586207,10.0,7.0,0.241379310344828,0.7,3.0,0.103448275862069,0.3,,0.0,0.0
165,26163541500,0.47841571,306.18605364,1327,1308.0,0.985681989449887,1256.0,0.960244648318043,52.0,0.0397553516819572,14.0,0.0107033639143731,0.0111464968152866,,0.0,0.0,6.0,0.0045871559633027,0.0047770700636942,,0.0,0.0,6.0,0.0045871559633027,0.115384615384615,25.0,0.0191131498470948,0.480769230769231,1236.0,0.944954128440367,0.984076433121019,21.0,0.0160550458715596,0.403846153846154,,0.0,0.0,1248.0,0.993630573248408,7.0,0.0055732484076433,1.0,0.000796178343949,,0.0,1.00716560509554,1228.0,0.993527508090615,7.0,0.0056634304207119,1.0,0.0008090614886731,,0.0,1.00728155339806,1207.0,0.960987261146497,3.0,0.0023885350318471,26.0,0.0207006369426752,1207.0,0.976537216828479,3.0,0.0024271844660194,26.0,0.0210355987055016,14.0,0.0111464968152866,5.0,0.0039808917197452,14.0,0.0113268608414239,5.0,0.0040453074433657,1.0,0.0192307692307692,1.0,0.000796178343949,2.0,0.0015290519877675,2,0.0016181229773462,1217.0,0.98462783171521,11.0,0.0088996763754045,6,0.0048543689320388,24.0,0.461538461538462,28.0,0.538461538461538,31.0,0.596153846153846,21.0,0.403846153846154,25.0,24.0,0.461538461538462,0.96,1.0,0.0192307692307692,0.04,,0.0,0.0
166,26163541400,0.97714618,625.37355691,1250,1241.0,0.9928,1047.0,0.843674456083803,194.0,0.156325543916197,56.0,0.0451248992747784,0.0534861509073543,3.0,0.0024174053182917,0.0028653295128939,17.0,0.0136986301369863,0.0162368672397326,,0.0,0.0,103.0,0.0829975825946817,0.530927835051546,14.0,0.0112812248186946,0.0721649484536082,967.0,0.779210314262691,0.923591212989494,77.0,0.0620467365028203,0.396907216494845,4.0,0.0032232070910556,0.0038204393505253,969.0,0.925501432664756,59.0,0.0563514804202483,15.0,0.0143266475644699,4.0,0.0038204393505253,1.09646609360076,892.0,0.922440537745605,56.0,0.0579110651499483,15.0,0.015511892450879,4.0,0.0041365046535677,1.10134436401241,879.0,0.839541547277937,18.0,0.0171919770773639,70.0,0.0668576886341929,879.0,0.90899689762151,18.0,0.0186142709410548,70.0,0.0723888314374354,37.0,0.0353390639923591,10.0,0.0095510983763132,36.0,0.0372285418821096,10.0,0.0103412616339193,2.0,0.0103092783505155,3.0,0.0028653295128939,5.0,0.0040290088638195,1,0.0010341261633919,935.0,0.966907962771458,18.0,0.0186142709410548,13,0.0134436401240951,124.0,0.639175257731959,70.0,0.360824742268041,113.0,0.582474226804124,81.0,0.417525773195876,14.0,2.0,0.0103092783505155,0.142857142857143,8.0,0.0412371134020619,0.571428571428571,4.0,0.0206185567010309,0.285714285714286
167,26163541300,0.495671,317.22944023,1142,1138.0,0.996497373029772,1038.0,0.912126537785589,100.0,0.0878734622144113,57.0,0.0500878734622144,0.0549132947976879,,0.0,0.0,7.0,0.0061511423550087,0.0067437379576107,,0.0,0.0,57.0,0.0500878734622144,0.57,17.0,0.0149384885764499,0.17,974.0,0.855887521968366,0.938342967244701,26.0,0.0228471001757469,0.26,,0.0,0.0,988.0,0.951830443159923,45.0,0.0433526011560694,4.0,0.0038535645472061,1.0,0.0009633911368015,1.05394990366089,926.0,0.950718685831622,43.0,0.0441478439425051,4.0,0.0041067761806981,1.0,0.0010266940451745,1.05544147843943,907.0,0.873795761078998,9.0,0.0086705202312138,58.0,0.0558766859344894,907.0,0.931211498973306,9.0,0.0092402464065708,58.0,0.0595482546201232,25.0,0.0240847784200385,4.0,0.0038535645472061,25.0,0.0256673511293634,4.0,0.0041067761806981,3.0,0.03,2.0,0.001926782273603,5.0,0.0043936731107205,1,0.0010266940451745,965.0,0.990759753593429,2.0,0.002053388090349,6,0.0061601642710472,72.0,0.72,28.0,0.28,69.0,0.69,31.0,0.31,17.0,,0.0,0.0,13.0,0.13,0.764705882352941,2.0,0.02,0.117647058823529
168,26163541200,0.43992016,281.54890584,1096,1090.0,0.994525547445255,813.0,0.745871559633028,277.0,0.254128440366972,49.0,0.044954128440367,0.0602706027060271,1.0,0.0009174311926605,0.001230012300123,10.0,0.0091743119266055,0.01230012300123,1.0,0.0009174311926605,0.001230012300123,77.0,0.0706422018348624,0.277978339350181,14.0,0.0128440366972477,0.0505415162454874,744.0,0.68256880733945,0.915129151291513,186.0,0.170642201834862,0.671480144404332,8.0,0.0073394495412844,0.009840098400984,619.0,0.761377613776138,151.0,0.185731857318573,25.0,0.030750307503075,18.0,0.022140221402214,1.31365313653137,554.0,0.744623655913979,147.0,0.19758064516129,25.0,0.0336021505376344,18.0,0.0241935483870968,1.33736559139785,454.0,0.558425584255843,23.0,0.028290282902829,267.0,0.328413284132841,454.0,0.610215053763441,23.0,0.0309139784946237,267.0,0.358870967741936,124.0,0.152521525215252,28.0,0.034440344403444,123.0,0.165322580645161,28.0,0.0376344086021505,29.0,0.104693140794224,17.0,0.020910209102091,46.0,0.0422018348623853,4,0.0053691275167785,703.0,0.943624161073826,25.0,0.0335570469798658,13,0.0174496644295302,91.0,0.328519855595668,185.0,0.667870036101083,89.0,0.32129963898917,187.0,0.675090252707581,14.0,6.0,0.0216606498194946,0.428571428571429,7.0,0.0252707581227437,0.5,1.0,0.0036101083032491,0.0714285714285714
169,26163541100,0.55283767,353.81611004,2026,1997.0,0.98568608094768,1663.0,0.832749123685528,334.0,0.167250876314472,27.0,0.0135202804206309,0.0162357185808779,1.0,0.00050075112669,0.0006013229104028,2.0,0.00100150225338,0.0012026458208057,,0.0,0.0,80.0,0.0400600901352028,0.239520958083832,28.0,0.014021031547321,0.0838323353293413,1633.0,0.817726589884827,0.981960312687913,226.0,0.113169754631948,0.676646706586826,,0.0,0.0,1331.0,0.800360793746242,245.0,0.147324113048707,60.0,0.0360793746241732,27.0,0.0162357185808779,1.26819001803969,1301.0,0.796693202694427,245.0,0.15003061849357,60.0,0.0367421922841396,27.0,0.0165339865278628,1.27311696264544,1108.0,0.666265784726398,64.0,0.0384846662657847,461.0,0.277209861695731,1108.0,0.678505817513778,64.0,0.0391916717697489,461.0,0.282302510716473,281.0,0.168971737823211,53.0,0.031870114251353,281.0,0.172075933864054,53.0,0.0324556031843233,9.0,0.0269461077844311,24.0,0.0144317498496693,33.0,0.0165247871807712,6,0.0036742192284139,1619.0,0.991426821800367,6.0,0.0036742192284139,1,0.0006123698714023,90.0,0.269461077844311,244.0,0.730538922155689,129.0,0.38622754491018,205.0,0.61377245508982,28.0,6.0,0.0179640718562874,0.214285714285714,14.0,0.0419161676646707,0.5,8.0,0.0239520958083832,0.285714285714286
170,26163541000,0.49592003,317.3888232,1468,1459.0,0.993869209809264,1323.0,0.906785469499657,136.0,0.0932145305003427,26.0,0.0178204249485949,0.0196523053665911,,0.0,0.0,2.0,0.0013708019191226,0.00151171579743,1.0,0.0006854009595613,0.000755857898715,23.0,0.0157642220699109,0.169117647058824,13.0,0.0089102124742974,0.0955882352941176,1294.0,0.886908841672378,0.978080120937264,100.0,0.0685400959561343,0.735294117647059,,0.0,0.0,1253.0,0.947089947089947,33.0,0.0249433106575964,23.0,0.017384731670446,14.0,0.0105820105820106,1.09145880574452,1224.0,0.945904173106646,33.0,0.0255023183925811,23.0,0.017774343122102,14.0,0.0108191653786708,1.0935085007728,1058.0,0.799697656840514,49.0,0.037037037037037,187.0,0.141345427059713,1058.0,0.817619783616692,49.0,0.0378670788253478,187.0,0.14451313755796,62.0,0.0468631897203326,28.0,0.0211640211640212,61.0,0.0471406491499227,27.0,0.0208655332302937,10.0,0.0735294117647059,13.0,0.0098261526832955,23.0,0.0157642220699109,0,0.0,1270.0,0.980694980694981,14.0,0.0108108108108108,10,0.0077220077220077,29.0,0.213235294117647,107.0,0.786764705882353,44.0,0.323529411764706,92.0,0.676470588235294,13.0,8.0,0.0588235294117647,0.615384615384615,3.0,0.0220588235294118,0.230769230769231,2.0,0.0147058823529412,0.153846153846154
171,26163540900,0.48744432,311.96436587,1506,1504.0,0.99867197875166,1487.0,0.988696808510638,17.0,0.0113031914893617,32.0,0.0212765957446809,0.0215198386012105,,0.0,0.0,1.0,0.0006648936170212,0.0006724949562878,,0.0,0.0,7.0,0.0046542553191489,0.411764705882353,5.0,0.0033244680851063,0.294117647058824,1454.0,0.966755319148936,0.977807666442502,5.0,0.0033244680851063,0.294117647058824,,0.0,0.0,1468.0,0.987222595830531,16.0,0.0107599193006052,3.0,0.0020174848688634,,0.0,1.01479488903833,1435.0,0.986932599724897,16.0,0.0110041265474553,3.0,0.0020632737276478,,0.0,1.01513067400275,1358.0,0.91324815063887,43.0,0.0289172831203766,53.0,0.0356422326832549,1358.0,0.933975240715268,43.0,0.0295735900962861,53.0,0.0364511691884457,10.0,0.0067249495628782,2.0,0.0013449899125756,10.0,0.0068775790921595,2.0,0.0013755158184319,1.0,0.0588235294117647,1.0,0.0006724949562878,2.0,0.0013297872340425,1,0.0006877579092159,1450.0,0.997248968363136,3.0,0.0020632737276478,0,0.0,11.0,0.647058823529412,5.0,0.294117647058824,16.0,0.941176470588235,,0.0,5.0,1.0,0.0588235294117647,0.2,3.0,0.176470588235294,0.6,1.0,0.0588235294117647,0.2
172,26163540800,0.48939606,313.21348357,1013,1011.0,0.998025666337611,976.0,0.96538081107814,35.0,0.0346191889218595,30.0,0.029673590504451,0.0307377049180328,1.0,0.0009891196834817,0.0010245901639344,3.0,0.0029673590504451,0.0030737704918032,,0.0,0.0,13.0,0.0128585558852621,0.371428571428571,6.0,0.0059347181008902,0.171428571428571,941.0,0.930761622156281,0.964139344262295,16.0,0.0158259149357072,0.457142857142857,1.0,0.0009891196834817,0.0010245901639344,923.0,0.945696721311475,44.0,0.0450819672131148,9.0,0.0092213114754098,,0.0,1.06352459016393,889.0,0.944739638682253,43.0,0.0456960680127524,9.0,0.0095642933049946,,0.0,1.06482465462274,815.0,0.835040983606557,30.0,0.0307377049180328,96.0,0.0983606557377049,815.0,0.866099893730074,30.0,0.0318809776833156,96.0,0.10201912858661,51.0,0.0522540983606557,11.0,0.0112704918032787,51.0,0.0541976620616366,11.0,0.0116896918172157,1.0,0.0285714285714286,4.0,0.0040983606557377,5.0,0.0049455984174085,0,0.0,937.0,0.995749202975558,3.0,0.0031880977683315,1,0.0010626992561105,16.0,0.457142857142857,19.0,0.542857142857143,29.0,0.828571428571429,6.0,0.171428571428571,6.0,1.0,0.0285714285714286,0.166666666666667,4.0,0.114285714285714,0.666666666666667,,0.0,0.0
173,26163540700,0.49650266,317.76170522,1500,1480.0,0.986666666666667,1419.0,0.958783783783784,61.0,0.0412162162162162,36.0,0.0243243243243243,0.025369978858351,,0.0,0.0,9.0,0.006081081081081,0.0063424947145877,,0.0,0.0,17.0,0.0114864864864865,0.278688524590164,4.0,0.0027027027027027,0.0655737704918033,1373.0,0.927702702702703,0.967582804792107,40.0,0.027027027027027,0.655737704918033,1.0,0.0006756756756756,0.0007047216349541,1344.0,0.947145877378435,58.0,0.0408738548273432,14.0,0.0098661028893587,2.0,0.0014094432699083,1.06488011283498,1299.0,0.946103423160961,57.0,0.0415149308084487,14.0,0.0101966496722505,2.0,0.0014566642388929,1.06632653061224,1188.0,0.837209302325581,43.0,0.0303030303030303,142.0,0.100070472163495,1188.0,0.865258557902403,43.0,0.0313182811361981,142.0,0.103423160961398,63.0,0.0443974630021142,19.0,0.0133897110641297,63.0,0.0458849235251275,19.0,0.0138383102694829,,0.0,6.0,0.0042283298097251,6.0,0.004054054054054,3,0.0021849963583394,1367.0,0.995630007283321,2.0,0.0014566642388929,0,0.0,32.0,0.524590163934426,29.0,0.475409836065574,39.0,0.639344262295082,21.0,0.344262295081967,4.0,,0.0,0.0,4.0,0.0655737704918033,1.0,,0.0,0.0
174,26163540600,0.46226235,295.84790582,1601,1587.0,0.991255465334166,1512.0,0.952741020793951,75.0,0.0472589792060492,57.0,0.0359168241965974,0.0376984126984127,,0.0,0.0,3.0,0.0018903591682419,0.0019841269841269,,0.0,0.0,29.0,0.0182734719596723,0.386666666666667,9.0,0.0056710775047259,0.12,1451.0,0.914303717706364,0.959656084656085,37.0,0.0233144297416509,0.493333333333333,1.0,0.0006301197227473,0.0006613756613756,1339.0,0.885582010582011,134.0,0.0886243386243386,34.0,0.0224867724867725,5.0,0.0033068783068783,1.14351851851852,1284.0,0.884906960716747,128.0,0.0882150241212957,34.0,0.0234321157822192,5.0,0.0034458993797381,1.14541695382495,1210.0,0.80026455026455,86.0,0.0568783068783069,155.0,0.102513227513228,1210.0,0.833907649896623,86.0,0.0592694693314955,155.0,0.106822880771881,74.0,0.0489417989417989,16.0,0.0105820105820106,72.0,0.0496209510682288,16.0,0.011026878015162,4.0,0.0533333333333333,11.0,0.0072751322751322,15.0,0.0094517958412098,5,0.0034458993797381,1444.0,0.995175740868367,2.0,0.0013783597518952,0,0.0,30.0,0.4,45.0,0.6,53.0,0.706666666666667,22.0,0.293333333333333,9.0,2.0,0.0266666666666667,0.222222222222222,5.0,0.0666666666666667,0.555555555555556,2.0,0.0266666666666667,0.222222222222222
175,26163540500,0.53665767,343.46091195,1556,1551.0,0.996786632390746,1491.0,0.961315280464217,60.0,0.0386847195357834,55.0,0.0354609929078014,0.0368879946344735,1.0,0.0006447453255963,0.0006706908115358,10.0,0.0064474532559638,0.0067069081153588,,0.0,0.0,25.0,0.0161186331399097,0.416666666666667,4.0,0.0025789813023855,0.0666666666666667,1424.0,0.918117343649259,0.955063715627096,31.0,0.0199871050934881,0.516666666666667,1.0,0.0006447453255963,0.0006706908115358,1384.0,0.928236083165661,97.0,0.0650570087189806,6.0,0.0040241448692152,4.0,0.0026827632461435,1.08115358819584,1318.0,0.925561797752809,96.0,0.0674157303370787,6.0,0.0042134831460674,4.0,0.0028089887640449,1.08426966292135,1267.0,0.849765258215962,58.0,0.0389000670690812,99.0,0.0663983903420523,1267.0,0.889747191011236,58.0,0.0407303370786517,99.0,0.0695224719101124,36.0,0.0241448692152917,20.0,0.0134138162307176,36.0,0.0252808988764045,20.0,0.0140449438202247,2.0,0.0333333333333333,11.0,0.0073775989268947,13.0,0.008381689232753,5,0.0035112359550561,1418.0,0.995786516853933,1.0,0.0007022471910112,0,0.0,28.0,0.466666666666667,32.0,0.533333333333333,36.0,0.6,24.0,0.4,4.0,2.0,0.0333333333333333,0.5,2.0,0.0333333333333333,0.5,,0.0,0.0
176,26163540400,0.49313353,315.60546366,1438,1397.0,0.971488178025035,1060.0,0.758768790264853,337.0,0.241231209735147,60.0,0.0429491768074445,0.0566037735849057,,0.0,0.0,4.0,0.0028632784538296,0.0037735849056603,,0.0,0.0,43.0,0.0307802433786686,0.127596439169139,3.0,0.0021474588403722,0.0089020771513353,993.0,0.710808876163207,0.936792452830189,291.0,0.208303507516106,0.863501483679525,3.0,0.0021474588403722,0.0028301886792452,983.0,0.927358490566038,48.0,0.0452830188679245,27.0,0.0254716981132075,2.0,0.0018867924528301,1.10188679245283,921.0,0.927492447129909,45.0,0.0453172205438066,25.0,0.0251762336354481,2.0,0.0020140986908358,1.10171198388721,843.0,0.795283018867925,45.0,0.0424528301886792,105.0,0.0990566037735849,843.0,0.848942598187311,45.0,0.0453172205438066,105.0,0.105740181268882,48.0,0.0452830188679245,13.0,0.0122641509433962,43.0,0.0433031218529708,12.0,0.0120845921450151,101.0,0.299703264094956,31.0,0.0292452830188679,132.0,0.094488188976378,8,0.0080563947633434,975.0,0.981873111782477,4.0,0.0040281973816717,4,0.0040281973816717,66.0,0.195845697329377,270.0,0.801186943620178,132.0,0.391691394658754,204.0,0.605341246290801,3.0,1.0,0.0029673590504451,0.333333333333333,2.0,0.0059347181008902,0.666666666666667,,0.0,0.0
177,26163540300,0.49759494,318.46076634,1789,1756.0,0.981553940749022,1697.0,0.966400911161731,59.0,0.0335990888382688,43.0,0.0244874715261959,0.0253388332351208,1.0,0.0005694760820045,0.0005892751915144,12.0,0.0068337129840546,0.0070713022981732,,0.0,0.0,24.0,0.0136674259681093,0.406779661016949,9.0,0.005125284738041,0.152542372881356,1641.0,0.934510250569476,0.967000589275192,26.0,0.0148063781321185,0.440677966101695,,0.0,0.0,1652.0,0.97348261638185,30.0,0.0176782557454331,13.0,0.0076605774896876,2.0,0.0011785503830288,1.0365350618739,1600.0,0.975015234613041,26.0,0.0158439975624619,13.0,0.0079219987812309,2.0,0.0012187690432663,1.03534430225472,1537.0,0.90571596935769,8.0,0.0047142015321155,96.0,0.056570418385386,1537.0,0.936624009750152,8.0,0.0048750761730652,96.0,0.0585009140767825,42.0,0.0247495580436064,8.0,0.0047142015321155,40.0,0.024375380865326,8.0,0.0048750761730652,2.0,0.0338983050847458,4.0,0.0023571007660577,6.0,0.0034168564920273,0,0.0,1631.0,0.993906154783669,10.0,0.0060938452163315,0,0.0,36.0,0.610169491525424,23.0,0.389830508474576,48.0,0.813559322033898,11.0,0.186440677966102,9.0,2.0,0.0338983050847458,0.222222222222222,7.0,0.11864406779661,0.777777777777778,,0.0,0.0
178,26163505400,0.53677312,343.53479645,2178,2144.0,0.984389348025712,1322.0,0.61660447761194,822.0,0.38339552238806,87.0,0.0405783582089552,0.0658093797276853,2.0,0.0009328358208955,0.0015128593040847,16.0,0.0074626865671641,0.0121028744326778,4.0,0.001865671641791,0.0030257186081694,111.0,0.0517723880597015,0.135036496350365,6.0,0.0027985074626865,0.0072992700729927,1209.0,0.563899253731343,0.914523449319213,705.0,0.328824626865672,0.857664233576642,4.0,0.001865671641791,0.0030257186081694,738.0,0.558245083207262,426.0,0.322239031770045,129.0,0.0975794251134644,29.0,0.0219364599092284,1.58320726172466,665.0,0.550041356492969,390.0,0.32258064516129,126.0,0.104218362282878,28.0,0.0231596360628619,1.60049627791563,621.0,0.469742813918306,181.0,0.136913767019667,407.0,0.307866868381241,621.0,0.513647642679901,181.0,0.149710504549214,407.0,0.336641852770885,331.0,0.250378214826021,68.0,0.0514372163388805,315.0,0.260545905707196,67.0,0.0554177005789909,27.0,0.0328467153284672,27.0,0.0204236006051437,54.0,0.0251865671641791,2,0.0016488046166529,1143.0,0.942291838417148,57.0,0.0469909315746084,11,0.0090684253915911,124.0,0.150851581508516,697.0,0.847931873479319,139.0,0.169099756690998,682.0,0.829683698296837,6.0,2.0,0.0024330900243309,0.333333333333333,4.0,0.0048661800486618,0.666666666666667,,0.0,0.0
