X,Y,OBJECTID,ADMIN_ST,FET_TYPE,FET_SUBTYPE,FET_NAME,ADM_UNIT_CD,LAT,LONG,PHOTO_THUMB,DESCRIPTION,UNIT_NAME,WEB_LINK,PHOTO_TEXT,PHOTO_LINK,COORD_SRC_TYPE,GlobalID
287427.7247,4120809.5678,1239,UT,7,Access Point,White Reef Trailhead,UTC03000,37.20957297,-113.3954968,,,,,,,UNK,{961CEB58-9134-4F3B-9BC1-1235B2365B0D}
292719.6232,4120686.6023,1240,UT,7,Access Point,Sand Cove Trailhead,UTC03000,37.20965622,-113.33587353,,,,,,,UNK,{63D0B3B7-CA8B-4502-9A43-16E78266E750}
292893.0029,4122233.1523,1245,UT,7,Access Point,Toquerville Mine Trailhead,UTC03000,37.22362388,-113.33435055,,,,,,,UNK,{51FD9D82-DA20-4AAD-9121-0E141D5B99B8}
271984.7978,4122818.9927,1246,UT,7,Access Point,Mesa Rim Trailhead,UTC03000,37.22402186,-113.56998447,,,,,,,UNK,{7CE23B5E-C75F-45A3-8324-92BBBC84D59F}
270244.9409,4124924.0352,1249,UT,7,Access Point,Diamond Valley East Trailhead,UTC03000,37.24255041,-113.59022522,,,,,,,UNK,{3ECD05F2-B28F-401C-9949-FCE8C44EFD32}
264666.164,4129107.4262,1250,UT,7,Access Point,Red Mountain Trailhead,UTC03000,37.27882707,-113.6543812,,,,,,,UNK,{24B5E559-EFE5-473D-B0FC-2C28A6E00824}
411036.1383,4102779.9026,1253,UT,5,Toilet,Toilet,UTP00000,37.06705991,-112.00072831,,,,,,,UNK,{44B45474-E562-40A4-AF13-6B32619D911B}
293225.2253,4120316.2265,1259,UT,3,Campsite - Primitive - Reservable - No Fee,Sand Cove Primitive Camping Area,UTC03000,37.20643257,-113.33007751,,,,,,,UNK,{F04A120B-4D8B-47F9-B619-F49D6DA61F02}
358423.7629,4131609.0012,1263,UT,1,BLM Ranger Station/Field Office/Contact Station,Glendale Contact Station,UTP00000,37.32036059,-112.59784549,,,,,,,UNK,{B2981050-1C44-4DC7-BF2A-6F09B852CF14}
445746.4623,4180798.5252,1264,UT,5,Toilet,Toilet,UTP00000,37.7729142,-111.61604285,,,,,,,UNK,{3F0C8DA6-9488-478F-9B20-AB2A4A558BB1}
426322.6472,4145615.5188,1265,UT,5,Toilet,Toilet,UTP00000,37.4544668,-111.83303452,,,,,,,UNK,{0EA375D0-93F3-4AF3-966D-CB25A0447C00}
460011.0257,4177786.8,1268,UT,4,Scenic Overlook,Head of the Rocks Wayside,UTP00000,37.74650501,-111.45390993,,,,,,,UNK,{C314661E-6444-48FE-A60E-D332BFF5F646}
436391.186,4177440.0707,1269,UT,4,Scenic Overlook,Upper Valley Granary Wayside,UTP00000,37.74204275,-111.72196956,,,,,,,UNK,{C95CE169-BADC-47E0-A85A-EBDA039A5922}
425518.0,4166150.0,1270,UT,4,Scenic Overlook,The Blues Wayside,UTP00000,37.63947173,-111.84421607,,,,,,,UNK,{BA631664-6994-4F11-B406-F5945F7CEB05}
364442.0,4100065.0,1271,UT,1,BLM Ranger Station/Field Office/Contact Station,BLM Kanab Headquarters,UTP00000,37.03701689,-112.52422271,,,,,,,UNK,{765FC6CB-F169-4C1D-981E-D304E04E8D08}
463442.0238,4159963.8495,1272,UT,5,Toilet,Toilet,UTP00000,37.58600717,-111.41407268,,,,,,,UNK,{2A7C6223-1B9E-4086-82DF-7788690258C4}
415042.0089,4121638.4281,1275,UT,5,Toilet,Toilet,UTP00000,37.2374022,-111.95781495,,,,,,,UNK,{0D44C241-2C62-4438-BBFF-F06791F019A9}
425509.65,4166140.8691,1276,UT,5,Toilet,Toilet,UTP00000,37.63938876,-111.84430978,,,,,,,UNK,{5D44E33A-8A8F-4C39-BDDB-712C0AD9DDEC}
463463.7457,4182981.0761,1278,UT,5,Toilet,Toilet,UTP00000,37.79346551,-111.41498107,,,,,,,UNK,{93E50217-E41E-4EC3-A522-428F1858C631}
463605.3047,4183208.8247,1279,UT,10,Campground,Calf Creek Recreation Area,UTP00000,37.79552386,-111.41338471,,,,https://www.blm.gov/visit/calf-creek-recreation-area-campground,,,UNK,{8C104F33-F7CF-4458-BDB3-8FEEE76D3A74}
468737.7109,4189845.6611,1282,UT,5,Toilet,Toilet,UTP00000,37.85553174,-111.35537676,,,,,,,UNK,{C37BC135-E19E-4FFA-8EB1-05A899026952}
407890.5667,4095492.5112,1285,UT,5,Toilet,Toilet,UTP00000,37.0010756,-112.03521474,,,,,,,UNK,{FD1ED34E-13BB-49ED-9671-D7E00DB15807}
406870.5102,4158301.1223,1310,UT,5,Toilet,Toilet,UTP00000,37.56703624,-112.05454738,,,,,,,UNK,{50F6E69E-9481-4012-9B75-97057FCA9757}
408786.0088,4097464.9248,1314,UT,5,Toilet,Toilet,UTP00000,37.01894024,-112.02539117,,,,,,,UNK,{CA01A114-501C-48F6-81BB-4D8A502F6F80}
508786.1099,4123349.9307,1315,UT,4,Point of Interest,Hole-In-The-Rock Trailhead,UTP00000,37.25666194,-110.9009191,,Site managed by National Park Service,Glen Canyon National Recreation Area,,,,UNK,{C7F0481D-BE08-4316-9F7A-A8E1EFC838B9}
462607.3544,4156067.462,1317,UT,4,Point of Interest,Twenty Mile Wash Dinosaur Track Site,UTP00000,37.55085425,-111.42332749,,,,,,,UNK,{141D21C5-C135-41EA-8066-C0B8DE88B3D6}
241896.5015,4109999.7983,1319,UT,4,Point of Interest,Welcome Springs Climbing Area,UTC03000,37.10077564,-113.90431555,,"With its lush riparian ecosystem and dramatic topography of limestone cliffs and caves, this scenic area offers world-class climbing opportunities year-round.",,http://www.blm.gov/ut/st/en/fo/st__george/recreation/rock_climbing/climbing_areas/area-specific_considerations.html,,,UNK,{325052C7-B9C6-427C-A48E-614608710F33}
248283.1141,4106349.3202,1320,UT,4,Point of Interest,Utah Hills Climbing Area,UTC03000,37.06964734,-113.83130736,,The area known as “Utah Hills” offers a variety of challenging climbs on exposed limestone in the Beaver Dam Mountains west of St. George. ,,http://www.blm.gov/ut/st/en/fo/st__george/recreation/rock_climbing/climbing_areas/area-specific_considerations.html,,,UNK,{30A22717-E181-4436-8AB6-0267EEEBD1CA}
245781.3295,4100939.2744,1321,UT,4,Point of Interest,Woodbury Crags Climbing Area,UTC03000,37.02026527,-113.85758783,,This climbing area is accessible via the Mojave Desert Joshua Tree Road Scenic Backway. Exposed limestone outcroppings and metamorphosed sandstone characterize the area geologically and provide a unique climbing experience.,,http://www.blm.gov/ut/st/en/fo/st__george/recreation/rock_climbing/climbing_areas/area-specific_considerations.html,,,UNK,{D2188B7C-9EC9-4D9C-956A-DB537454EAE7}
268067.3961,4114398.7872,1326,UT,4,Point of Interest,Paradise Canyon Climbing Area,UTC03000,37.14723397,-113.61148265,,,,,,,UNK,{366E1A2B-FB3B-4DC2-9B19-2E9C632DCA47}
268624.223,4113474.0603,1327,UT,4,Point of Interest,Chuckwalla Climbing Area,UTC03000,37.13904486,-113.60493312,,,,,,,UNK,{77886191-6A0E-4804-99C9-3C8FD14548DC}
453065.28,4175775.3795,1336,UT,4,Interpretive Site,Hole-in-the-Rock Wayside,UTP00000,37.72804627,-111.53261744,,,,,,,UNK,{5C68CD44-3746-4FD4-AACC-EE4C60BCC01A}
426335.0264,4145626.1544,1337,UT,4,Picnic Area,Picnic Area,UTP00000,37.45456365,-111.83289563,,,,,,,UNK,{DDF7DE1A-7707-48B5-835B-1EE96696E212}
358422.0875,4131616.5717,1338,UT,5,Toilet,Toilet,UTP00000,37.32042855,-112.59786583,,,,,,,UNK,{AB2CE185-7030-4573-9A98-47E0602978EF}
358411.5495,4131606.604,1339,UT,4,Picnic Area,Picnic Area,UTP00000,37.32033713,-112.59798282,,,,,,,UNK,{FBCED5A0-0D4F-40F8-BE41-E75366552F86}
415029.2852,4121608.3772,1340,UT,4,Picnic Area,Picnic Area,UTP00000,37.2371302,-111.95795495,,,,,,,UNK,{BC2AC7DB-4CC5-4544-A21B-B546F17B6A5C}
420012.3237,4106857.4605,1341,UT,5,Toilet,Paria Contact Station,UTP02000,37.10462052,-111.90020437,,,,,,,UNK,{36564C06-245E-49F9-8A47-E8C5A0DD55B0}
463416.8509,4159932.0823,1342,UT,4,Picnic Area,Picnic Area,UTP00000,37.58571984,-111.4143562,,,,,,,UNK,{98178239-CA02-4891-83A8-625E1580832C}
463489.3755,4183027.9762,1343,UT,4,Picnic Area,Picnic Area,UTP00000,37.79388924,-111.41469234,,,,,,,UNK,{A0C856D0-B34B-47BE-9A33-8A09503EB667}
642362.5568,4237413.5602,1346,UT,4,Point of Interest,Wilson Arch,UTY01000,38.27349854,-109.37249756,,,,,,,UNK,{10AEC50C-3772-4183-90C9-F77F75387029}
604066.8701,4276586.7042,1347,UT,10,Campground,Lone Mesa Group Camping Site,UTY01000,38.63171387,-109.80438232,,,,,,,UNK,{137370D4-29E7-4C36-982E-A0E76F5F31F1}
636874.9119,4271397.1682,1350,UT,10,Campground,Juniper Campground,UTY01000,38.58050537,-109.42858887,,,,,,,UNK,{954F7B48-70B8-417A-894A-7508F05A0F18}
643973.7849,4286964.4286,1351,UT,10,Campground,Upper Onion Creek Camping Area,UTY01000,38.71961493,-109.343894,,,,,,,UNK,{EF76AAEF-8301-4FFB-836C-10A1F51CEFEB}
642669.3494,4288812.1619,1352,UT,10,Campground,Lower Onion Creek Camping Area,UTY01000,38.73647099,-109.35851204,,,,,,,UNK,{74F97AB0-9A02-4E44-A7D5-E9B1408E5416}
643536.8004,4364412.5755,1353,UT,3,Campsite - Primitive - Non Reservable - No Fee,Twilight Campsite,UTY01000,39.41729736,-109.33258057,,,,,,,UNK,{C6CAA3B5-7C2F-4734-B117-920D067B2A1D}
603279.4993,4271312.9797,1356,UT,10,Campground,Horsethief Campground,UTY01000,38.58428955,-109.81420898,,,,,,,UNK,{B12A2464-7DD2-4F52-B2D3-F65B4B92125D}
610256.9058,4285835.546,1357,UT,7,Staging Area,Courthouse Wash Halfway Stage Station Site,UTY01000,38.71429443,-109.73181152,,,,,,,UNK,{5F3ED473-5067-4F6D-9855-B0056D4ECC26}
621927.5153,4260119.5714,1359,UT,10,Campground,Ledge Camping Area,UTY01000,38.4810791,-109.60211182,,,,,,,UNK,{FE01D060-9578-4A99-AA27-11EFF4837EBE}
587754.8405,4264469.1189,1361,UT,2,Boat Ramp,Mineral Bottom Recreation Site,UTY01000,38.52429199,-109.99328613,,,,,,,UNK,{7F21C313-26E3-45A5-B60D-2E168FAC3EC5}
607302.6111,4298646.3214,1367,UT,7,Access Point,Copper Ridge Dinosaur Tracks Interpretive Site,UTY01000,38.83007812,-109.76379394,,,,,,,UNK,{65BFADC1-6EEC-49F5-978B-EF7FD7B8A04F}
634690.8472,4226625.3385,1368,UT,10,Campground,Windwhistle Campground,UTY01000,38.17748789,-109.46221924,,,,,,,UNK,{EBCC76E5-C91B-497D-851B-FF1297CE8FDD}
631541.0517,4278943.5069,1369,UT,10,Campground,Upper Big Bend Camping Area,UTY01000,38.64929495,-109.48837846,,,,,,,UNK,{4D26F3F6-9ADC-4850-8B05-E98A0AD63189}
604382.9742,4276387.6033,1371,UT,4,Scenic Overlook,Plateau Viewpoint,UTY01000,38.62988281,-109.80078125,,,,,,,UNK,{2C4CFA9A-6A2D-485B-8BA2-7B5880FDF719}
630447.4235,4280310.5285,1372,UT,2,Boat Ramp,Takeout Beach,UTY01000,38.66177187,-109.50068527,,Concrete boat ramp,,,,,UNK,{52107AD1-16C9-4367-ACBF-E4E2F87CB87B}
609965.0711,4278128.998,1373,UT,4,Scenic Overlook,Monitor and Merrimac Viewpoint,UTY01000,38.64489746,-109.73638916,,,,,,,UNK,{93B96CF0-9011-4190-BDC3-5721B9EE0996}
638005.2425,4284215.2248,1375,UT,2,Boat Ramp,Rocky Rapid River Access,UTY01000,38.69580137,-109.41307181,,Boat Ramp-dirt,,,,,UNK,{E0AD6A49-3BCC-43FA-AC68-8271E6EB1715}
632610.4305,4278405.3147,1377,UT,10,Campground,Oak Grove Campground,UTY01000,38.64428711,-109.47619629,,,,,,,UNK,{88AE71B7-620F-4544-ABEA-03D4E893186A}
623122.6753,4268287.7001,1378,UT,10,Campground,Moonflower Canyon Camping Area,UTY01000,38.55450439,-109.5869751,,,,,,,UNK,{40B2B4CC-98D4-4DA5-A160-696C2C3D295B}
623445.2171,4268760.1195,1379,UT,7,Access Point,Moab Rim Trailhead,UTY01000,38.55871582,-109.58319092,,,,,,,UNK,{BBD0A4DA-7043-4A67-970B-30DE38F3E8A9}
623367.2184,4268643.7476,1382,UT,10,Campground,Kings Bottom Camping Area,UTY01000,38.55767822,-109.58410645,,,,,,,UNK,{84F0410D-670D-4C83-A7E6-30CF7185B626}
637229.2029,4259702.5496,1383,UT,10,Campground,Kens Lake Recreation Site,UTY01000,38.47509766,-109.42681885,,,,,,,UNK,{853C0B4C-5917-4987-8718-D7113E57048C}
622315.3417,4263323.0742,1385,UT,10,Campground,Hunter Canyon/Spring Camping Area,UTY01000,38.5098877,-109.59710693,,,,,,,UNK,{847786B5-1F1E-4DA6-AA60-6F957C5BAAF9}
645495.4291,4291495.9312,1386,UT,2,Boat Ramp,Hittle Bottom Recreation Site,UTY01000,38.76018507,-109.32544446,,,,,,,UNK,{E8AAF76A-9A37-46AD-9394-5EC8CAAAA758}
621069.2019,4248854.197,1388,UT,10,Campground,Hatch Point Campground,UTY01000,38.37969971,-109.6138916,,,,,,,UNK,{19E0E3CF-DC83-4E90-AEBD-C529F34296DB}
632579.5969,4278124.2007,1389,UT,10,Campground,Hal Canyon Campground,UTY01000,38.64175925,-109.4766041,,,,,,,UNK,{66B53D96-45F6-4861-BE9C-21A0B838BB16}
619040.3629,4270576.7531,1391,UT,10,Campground,Gold Bar Recreation Site,UTY01000,38.57568359,-109.63342285,,,,,,,UNK,{890F9194-8439-4687-B4F6-AAA40C1B6021}
631749.1039,4277151.2114,1394,UT,10,Campground,Drinks Canyon Camping Area,UTY01000,38.63311768,-109.48632812,,,,,,,UNK,{7EDD6B16-ED8D-4F78-8405-542988D0E69F}
646893.9618,4297189.1126,1395,UT,2,Boat Ramp,Dewey Bridge Recreation Site,UTY01000,38.81123616,-109.3081429,,,,,,,UNK,{EBA14901-B1E0-4C0F-A25F-3B2FDEF1BAE5}
613451.1283,4280684.3428,1396,UT,4,Scenic Overlook,Cliffline Viewpoint,UTY01000,38.66748047,-109.69592285,,,,,,,UNK,{DD434745-6DE8-41EB-8FF8-A62CCBA52EC5}
651398.0933,4314910.1383,1397,UT,2,Boat Ramp,Cisco Takeout,UTY01000,38.97009277,-109.25238037,,,,,,,GIS,{D5A9D6E5-6411-416C-96F9-728AFEDF0EF0}
632264.7167,4278877.6211,1400,UT,10,Campground,Big Bend Recreation Site,UTY01000,38.64859366,-109.48007762,,,,,,,UNK,{3EDD0DB4-4CC8-4A81-AB2A-E2BBEA56AEA2}
576905.3382,4330056.2154,1401,UT,10,Campground,Swasey Rapid Recreation Site,UTY01000,39.11627197,-110.1104126,,,,,,,UNK,{0771F58D-8726-4EC7-BA84-60FD10705B4A}
577753.0619,4332909.6979,1402,UT,3,Campsite - Primitive - Non Reservable - No Fee,Stone Cabin Recreation Site,UTY01000,39.14190674,-110.10028076,,,,,,,UNK,{32090AA5-6D90-4840-AD5E-F2658AF0A2FA}
579672.1713,4338720.9089,1403,UT,3,Campsite - Primitive - Non Reservable - No Fee,Nefertiti Rapid Recreation Site,UTY01000,39.1940918,-110.07739258,,,,,,,GIS,{52430C8B-787B-4E66-B565-340F1825A2C2}
655574.3666,4368331.1132,1404,UT,3,Campsite - Primitive - Non Reservable - No Fee,Bear Hunters West Campsite,UTY01000,39.45050049,-109.19189453,,,,,,,UNK,{4EFE18BD-1AFD-4691-A79B-BE32E0851BF5}
655642.2344,4368352.806,1405,UT,3,Campsite - Primitive - Non Reservable - No Fee,Bear Hunters East Campsite,UTY01000,39.45068359,-109.19110107,,,,,,,UNK,{879BD455-BDD4-451E-A631-0C11D0577223}
306520.042,4507343.8675,1408,UT,10,Campground,Knolls,UTW01000,40.6942984,-113.28991183,,,,,,,UNK,{DC488CF1-A722-4003-9D2A-0D5BB62C3A04}
347894.3254,4433235.4195,1409,UT,10,Campground,Simpson Springs,UTW01000,40.03563973,-112.7828148,,,,,,,UNK,{B387E100-62D5-4B74-98E3-9EA22FEFB36B}
368306.6351,4467425.754,1410,UT,10,Campground,Clover,UTW01000,40.3469989,-112.55065166,,,,,,,UNK,{81E5C2D5-EE21-4212-AB3C-1D9749B0BBD0}
399812.5814,4453900.5629,1411,UT,12,OHV Designated Area,Fivemile Pass,UTW01000,40.22955002,-112.17764765,,,,,,,UNK,{740148ED-9176-400C-9C80-1050BCB6C5B1}
481132.5458,4614005.5028,1412,UT,10,Campground,Little Creek,UTW01000,41.67759239,-111.22667862,,,,,,,GIS,{C51117CD-A84E-4182-945D-3A97C4A1AEF1}
401074.3848,4454731.0825,1413,UT,8,Parking Area,Main parking area,UTW01000,40.23718094,-112.16294673,,,,,,,UNK,{7D62E2EE-0A8A-408E-8B5C-25566AF907CD}
400985.5011,4454162.459,1414,UT,8,Parking Area,South parking area,UTW01000,40.23204852,-112.16390372,,,,,,,UNK,{A26FEB2A-9EAD-4B04-BB7F-E1C4A9E7CB40}
371758.0245,4518373.1065,1425,UT,7,Access Point,Stansbury Island Mountain Bike Trailhead,UTW01000,40.80635537,-112.52037962,,,,,,,UNK,{2C3A0348-E409-4930-B713-59691039D112}
401115.1841,4454746.6801,1426,UT,12,OHV Designated Area,Fivemile Pass OHV Area,UTW01000,40.23732625,-112.1624696,,,,,,,UNK,{5CABF87D-4201-4AD5-B3FE-17A2E79414DF}
306995.6898,4510163.9536,1427,UT,7,Staging Area,Knolls OHV Area,UTW01000,40.71979496,-113.28515461,,,,,,,UNK,{5F2BFAF7-A31B-4F96-95C2-F49CDD6DBDC4}
346808.7538,4433071.3513,1428,UT,7,Staging Area,Simpson Springs OHV Trailhead,UTW01000,40.03396581,-112.79549404,,,,,,,UNK,{0EAE7E01-8B71-4CE7-84AE-323D1C3357BC}
473511.5179,4594965.2423,1430,UT,8,Parking Area,Birch Creek Reservoir,UTW01000,41.50587645,-111.31739733,,,,,,,UNK,{D751F404-1A92-4CBC-AA1F-F879D7834286}
255580.734,4516449.0639,1431,UT,4,Scenic Overlook,Bonneville Salt Flats,UTW01000,40.76269467,-113.895695,,,,,,,UNK,{9AE1B808-C651-4D03-BE11-7A396A1F66E4}
347531.7404,4433655.9767,1436,UT,4,Interpretive Site,Simpson Springs Station,UTW01000,40.03936154,-112.78716157,,,,,,,UNK,{CB100703-B51C-4DC7-ABC9-8690B94186F7}
399797.8961,4453997.0836,1455,UT,5,Toilet,Signal Tower SST,UTW01000,40.23041768,-112.17783529,,,,,,,UNK,{3E05E2BD-74E1-46B9-96DD-9EFFBF2CE97B}
400888.3638,4454764.3926,1456,UT,5,Toilet,Main Parking West SST,UTW01000,40.23745899,-112.16513827,,,,,,,UNK,{6874C02B-ADC7-46D5-AC2E-8DDB531B6309}
400971.8197,4454151.9049,1457,UT,5,Toilet,South Parking SST,UTW01000,40.23195183,-112.16406289,,,,,,,UNK,{077D5427-FF15-4AC4-AA4B-ACE663AC22AA}
399427.4903,4453214.7587,1458,UT,5,Toilet,West Thorpe Hills SST,UTW01000,40.22332648,-112.18206587,,,,,,,UNK,{D80B7A3A-AD26-4AED-AD4B-F0E899890C84}
401190.3079,4454791.2912,1459,UT,5,Toilet,Main Parking East SST,UTW01000,40.23773696,-112.1615935,,,,,,,UNK,{AACFEB37-04E9-4BDF-A6E4-DCFEE4257608}
368207.1414,4467479.1303,1461,UT,5,Toilet,Clover Upper SST,UTW01000,40.34746389,-112.55183378,,,,,,,UNK,{EF7F063A-570F-489A-AFF9-40075FE07CD3}
368347.665,4467235.8357,1462,UT,5,Toilet,Clover Lower SST,UTW01000,40.34529498,-112.55012955,,,,,,,UNK,{4D7798C5-5A28-48C0-B02D-1FD34677C63F}
347572.5116,4433687.0583,1463,UT,5,Toilet,Simpson Station SST,UTW01000,40.03964881,-112.78669119,,,,,,,UNK,{0D8E17A8-7280-43A5-AB22-BCB25DF9E891}
347865.4618,4433095.4314,1464,UT,5,Toilet,Lower Simpson campground SST,UTW01000,40.03437388,-112.78312011,,,,,,,UNK,{E186DDEF-DBB5-49A3-A996-6C5E10E9898F}
347999.8576,4433078.7649,1465,UT,5,Toilet,Upper Simpson campground SST,UTW01000,40.03424802,-112.78154171,,,,,,,UNK,{45DCB404-9AA2-4F13-925B-FF5BF75CE6ED}
306981.5263,4509600.2425,1466,UT,5,Toilet,Knolls North SST,UTW01000,40.71471739,-113.28514857,,,,,,,UNK,{0D0D5241-BE00-4821-976A-4CF60B7DD273}
306558.5836,4507396.6648,1467,UT,5,Toilet,Knolls South SST,UTW01000,40.6947827,-113.2894723,,,,,,,UNK,{93A0CA97-76D4-4710-A6E9-0630F6D93B49}
306837.6983,4508029.692,1468,UT,5,Toilet,Knolls Central SST,UTW01000,40.70054636,-113.28636626,,,,,,,UNK,{1812D059-7243-408A-B135-F216ED8887D1}
481334.4214,4613996.4809,1469,UT,5,Toilet,Little Creek East SST,UTW01000,41.67751589,-111.22425297,,,,,,,UNK,{6D416269-4B5B-45BC-977E-DAAD78847BBD}
481190.3536,4614033.9897,1470,UT,5,Toilet,Little Creek West SST,UTW01000,41.67785034,-111.22598501,,,,,,,UNK,{F29E36E1-EACA-4289-80A0-CEB6F265143F}
632159.4377,4278904.4781,1472,UT,8,Parking Area,Big Bend Recreation Site,UTY01000,38.64885132,-109.48128194,,,,,,,UNK,{799A42FF-FF4D-4D6E-B195-F0C7594653A8}
642508.4451,4288915.6523,1486,UT,8,Parking Area,Lower Onion Creek Camping Area,UTY01000,38.73742921,-109.36034131,,,,,,,UNK,{C7F4EB61-33C7-4932-A64D-17A67CE60CE3}
614133.7509,4235460.1066,1494,UT,4,Scenic Overlook,Needles Overlook,UTY01000,38.25993,-109.69544,,,,https://www.flickr.com/photos/mypubliclands/33193680325/in/album-72157676566078092/,,,UNK,{04544BAA-BAC5-4201-89F2-CF5F7441C5B7}
621360.3172,4265930.3329,1503,UT,8,Parking Area,Poison Spider Mesa Trailhead,UTY01000,38.5335083,-109.60760498,,,,,,,UNK,{A975D6FC-2871-4267-B58B-BE09D500C1D1}
637898.6922,4271550.2531,1505,UT,8,Parking Area,Porcupine Rim Trailhead,UTY01000,38.58172607,-109.41680908,,,,,,,UNK,{01DE6D78-52AF-4644-9E18-DE4FBD24B488}
632351.1339,4282612.5213,1509,UT,8,Parking Area,Sandy Beach River Access,UTY01000,38.68222731,-109.47837281,,,,,,,UNK,{AB04839E-9382-4A1C-89FD-4E6F78725889}
630494.7434,4280328.9711,1511,UT,8,Parking Area,Takeout Beach,UTY01000,38.66193105,-109.5001381,,,,,,,UNK,{297B1AD1-9DDD-4785-9012-BEED09631146}
634690.8429,4226625.5985,1524,UT,3,Campsite - Developed - Reservable - Fee,Windwhistle Campground,UTY01000,38.17749023,-109.46221924,,,,,,,UNK,{01999045-3269-4512-AA0D-32B9C7B817F1}
634690.8429,4226625.5985,1525,UT,3,Campsite - Developed - Non Reservable - Fee,Windwhistle Campground,UTY01000,38.17749023,-109.46221924,,,,,,,UNK,{8923261B-3867-47DB-9FCC-36700C43067A}
654370.7499,4159022.6122,1529,UT,4,Interpretive Site,Three Kiva Ruins Interpretive Site,UTY02000,37.56530762,-109.25207519,,,,,,,UNK,{456389B3-DDE8-4EE8-8566-0E80242BAFB6}
594794.565,4139551.0052,1530,UT,4,Point of Interest,Cigarette Springs Kiosk Site,UTY02000,37.39788818,-109.92901611,,,,https://www.flickr.com/photos/mypubliclands/31828929761/in/album-72157676566078092/,,,UNK,{F966F10D-5A57-4C29-92D3-B3EF980C8766}
596684.6888,4143832.6078,1533,UT,4,Point of Interest,Snow Flat Upper Kiosk Site,UTY02000,37.4362793,-109.90710449,,,,,,,UNK,{25328C67-48BC-4342-9948-8349C2C20ACC}
606242.1042,4141842.5759,1534,UT,4,Point of Interest,Moon House Kiosk Site,UTY02000,37.41729736,-109.79937744,,,,,,,UNK,{66E25EB7-C5C3-4496-BE25-9F349ADFE959}
591358.4344,4155272.2356,1535,UT,4,Interpretive Site,Mormon Trail Off Highway 95 Kiosk Site,UTY02000,37.53991699,-109.96588135,,,,,,,UNK,{D2A5102A-682A-40AC-BEB8-E7F49CD397E9}
553398.942,4127712.5441,1536,UT,2,Boat Takeout,Clay Hills Boat Ramp Site,UTY02000,37.29449463,-110.39752197,,,,,,,UNK,{6B1382AB-078D-4775-A751-C6D02A06F7C1}
573132.9246,4144019.399,1537,UT,7,Access Point,Collins Trailhead,UTY02000,37.44012451,-110.17327881,,,,,,,UNK,{600C17CA-92BD-44BD-B82A-1A2AA48BB49F}
620456.0016,4126410.0613,1538,UT,4,Interpretive Site,Butler Wash South Kiosk Site,UTY02000,37.27648926,-109.64129639,,,,,,,UNK,{10E932D1-1AC2-43C3-B530-8F6B29C3FFAE}
612008.8872,4155281.2048,1540,UT,7,Access Point,South Mule Canyon Trailhead,UTY02000,37.53771973,-109.73217773,,,,,,,UNK,{B77E415B-0DD0-43FD-AC8C-1B196903A70D}
612262.9607,4156036.4509,1541,UT,7,Access Point,North Mule Canyon Trailhead,UTY02000,37.54449463,-109.72918701,,,,,,,UNK,{5DEF70EF-978E-4CEB-B739-0D6D05368813}
617408.931,4156351.4479,1543,UT,4,Interpretive Site,Arch Canyon Interpretive Site,UTY02000,37.5466919,-109.67089844,,,,,,,UNK,{E2EFC01E-1ACD-4547-A237-72ECB18AE223}
622216.8962,4155066.1349,1544,UT,4,Interpretive Site,Butler Wash North Kiosk Site,UTY02000,37.53448486,-109.61669922,,,,https://www.flickr.com/photos/mypubliclands/32348563424/in/album-72157676566078092/,,,UNK,{F935FE0C-710A-41B9-B979-7CC2858372D1}
623751.3746,4215975.7853,1546,UT,3,Campsite - Primitive - Non Reservable - No Fee,Bridger Jack Mesa Designated Dispersed Camping,UTY02000,38.08310495,-109.5889287,,,,,,,UNK,{5F95B0CB-DC4B-43F7-8444-19B80F217FAD}
598667.2119,4158796.3979,1548,UT,10,Campground,Natural Bridges Overflow Camp,UTY02000,37.57092285,-109.88269043,,,,,,,UNK,{2869F337-DEE9-44B3-99AB-41ADBA0A0294}
618357.991,4132394.6279,1549,UT,4,Point of Interest,Snow Flat Kiosk Site,UTY02000,37.33068848,-109.66400147,,,,https://www.flickr.com/photos/mypubliclands/33193680325/in/album-72157676566078092/,,,UNK,{FA9FBCBB-A9B3-460B-A9D7-8EAEEB7C73AF}
618866.6116,4138463.7627,1550,UT,4,Point of Interest,Lower Fish Creek Kiosk Site,UTY02000,37.38531494,-109.6572876,,,,,,,UNK,{44558242-516E-4384-80B8-4C36F45877BA}
625506.5537,4216046.0539,1552,UT,5,Toilet,Cottonwood Creek Toilet Site,UTY02000,38.08349609,-109.56890869,,,,,,,UNK,{C54A3C7C-2B90-4E8D-9BA7-82A52CEE0D52}
627440.3681,4210913.5429,1553,UT,8,Parking Area,Donnelly Canyon Parking Area,UTY02000,38.03698211,-109.5477792,,,,https://www.flickr.com/photos/mypubliclands/33193680325/in/album-72157676566078092/,,,UNK,{0C142174-FA28-4E72-ADF7-58BC78BEE006}
604488.1674,4148166.5223,1555,UT,7,Access Point,Fish And Owl Trailhead,UTY02000,37.4744873,-109.81829834,,,,,,,UNK,{34562B0C-6C4E-4547-99F2-63AAF441B124}
594731.8414,4148869.2786,1556,UT,7,Access Point,Todie Flat Trailhead,UTY02000,37.48187256,-109.92852783,,,,,,,UNK,{BEC96499-B24B-40C8-967A-86A4CE69CBCC}
