InspectionID,Facility_ID,Facility_Name,Facility_Address,Facility_Address_2,Facility_City,Facility_State,Facility_Postal_Code,Facility_County,Venue_Type,Inspection_Date,Inspection_Score,Inspection_Purpose,Inspection_Passed,No_Imminent_Health_Hazards,Disinfectant,Free_Chlorine,Free_Bromine,pH,Enclosure,Main_Drain_Visible,Safety_Equipment,Disinfectant_Level,pH_Balance,Inspection_Notes,OBJECTID
1472518,96776,OXMOOR APARTMENT HOMES,7400 STEEPLE CREST CIRCLE,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2019/05/23,93.0,ROUTINE,False,True,CHLORINE,3.5999999,,7.5999999,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - warning signs, facility regulations posted, conspicuous, good repair| other - filter type ~, values, sight glass, air release, gauges, operating, good repair",432
1472518,96776,OXMOOR APARTMENT HOMES,7400 STEEPLE CREST CIRCLE,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2019/05/23,93.0,ROUTINE,True,True,CHLORINE,3.5999999,,7.5999999,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - warning signs, facility regulations posted, conspicuous, good repair| other - filter type ~, values, sight glass, air release, gauges, operating, good repair",433
1472806,98346,STAYBRIDGE SUITES,11711 GATEWORTH WAY,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2019/05/23,90.0,ROUTINE,False,True,CHLORINE,0.2,,7.6999998,True,True,False,False,True," Disinfectant Level - disinfectant free residual| other - warning signs, facility regulations posted, conspicuous, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",434
1472806,98346,STAYBRIDGE SUITES,11711 GATEWORTH WAY,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2019/05/23,90.0,ROUTINE,True,True,CHLORINE,0.2,,7.6999998,True,True,True,True,True," Disinfectant Level - disinfectant free residual| other - warning signs, facility regulations posted, conspicuous, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",435
1472807,29350,ELKS CLUB,2824 KLONDIKE LN.,,LOUISVILLE,KY,40218,JEFFERSON,POOL,2019/05/23,75.0,ROUTINE,False,True,CHLORINE,0.2,,8.1999998,True,True,True,False,False," other - disinfectant combined residual| pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - flow meter: installation, accessibility, operating, good repair| other - turover rate ~ hrs.(min.)| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - disinfectant system, type ~ installation, capacity, operating, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - test kits: provided, proper types, fresh reagents, maintained, proper usage",436
1472808,29379,FOUR SEASONS APT,8010 SUMMERFIELD CIR,,LOUISVILLE,KY,40220,JEFFERSON,POOL,2019/05/23,94.0,ROUTINE,False,True,CHLORINE,4.5999999,,7.6999998,True,True,True,False,True," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual",437
1472826,29307,COUNTRY ACRES APARTMENTS,102 COUNTRY ACRES,,LOUISVILLE,KY,40218,JEFFERSON,POOL,2019/05/24,82.0,ROUTINE,False,True,CHLORINE,0.40000001,,7.6999998,True,True,False,False,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| Disinfectant Level - disinfectant free residual| other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - chemicals stock: adequate, fresh, storage, usage",438
1472827,69696,FOUR POINTS BY SHERATON,2850 CRITTENDEN DR,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2019/05/24,89.0,ROUTINE,False,True,BROMINE,,5.5999999,7.5999999,True,True,True,False,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| other - disinfectant combined residual",439
1472827,69696,FOUR POINTS BY SHERATON,2850 CRITTENDEN DR,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2019/05/24,89.0,ROUTINE,True,True,BROMINE,,5.5999999,7.5999999,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| other - disinfectant combined residual",440
1472830,101851,BRADFORD MILL LOFTS,1124 REUTLINGER AVE,,LOUISVILLE,KY,40204,JEFFERSON,POOL,2019/05/24,97.0,FOLLOW-UP,False,True,CHLORINE,3.0,,7.5999999,True,True,True,False,True, Disinfectant Level - disinfectant free residual,441
1472839,29390,GASLITE SQUARE CONDOS,4851 SHERBURN LN.,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2019/05/24,98.0,ROUTINE,True,True,CHLORINE,2.8,,7.4000001,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",442
1472841,105753,POST OAK APARTMENTS,8000 POST OAK PLACE,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2019/05/24,90.0,ROUTINE,False,True,CHLORINE,3.4000001,,7.5999999,True,True,True,True,True," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",443
1472841,105753,POST OAK APARTMENTS,8000 POST OAK PLACE,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2019/05/24,90.0,ROUTINE,True,True,CHLORINE,3.4000001,,7.5999999,True,True,True,True,True," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",444
1472865,38901,RIVER OAK APARTMENT,2400 MELLWOOD AVENUE,,LOUISVILLE,KY,40206,JEFFERSON,POOL,2019/05/24,89.0,ROUTINE,False,True,CHLORINE,5.0,,8.1999998,True,True,True,False,False," pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - ph control, chemical feed equipment: types ~| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",445
1472865,38901,RIVER OAK APARTMENT,2400 MELLWOOD AVENUE,,LOUISVILLE,KY,40206,JEFFERSON,POOL,2019/05/24,89.0,ROUTINE,True,True,CHLORINE,5.0,,8.1999998,True,True,True,True,True," pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - ph control, chemical feed equipment: types ~| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",446
1472867,103432,BAXTER APARTMENTS,1221 E BROADWAY,,LOUISVILLE,KY,40204,JEFFERSON,POOL,2019/05/24,85.0,ROUTINE,False,True,CHLORINE,4.4000001,,7.1999998,False,True,True,False,True," other - total alkalinity (50-180 ppm)| Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair| other - warning signs, facility regulations posted, conspicuous, good repair| Enclosure - facility enclosure: adequate, self closing gate, good repair",447
1472942,101423,LOUISVILLE MARRIOTT EAST,1903 EMBASSY SQUARE BLVD,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2019/05/24,93.0,ROUTINE,False,True,CHLORINE,2.2,,7.1999998,True,True,True,True,True," other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",448
1472942,101423,LOUISVILLE MARRIOTT EAST,1903 EMBASSY SQUARE BLVD,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2019/05/24,93.0,ROUTINE,True,True,CHLORINE,2.2,,7.1999998,True,True,True,True,True," other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",449
1472977,67919,CROWNE AT SUMMIT APARTMENTS,4301 CROWNE SPRINGS DR,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/22,82.0,ROUTINE,False,True,CHLORINE,1.0,,7.5,True,True,True,False,True," Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - water supply, approved source, entry method, cross-connections, adequate supply| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - warning signs, facility regulations posted, conspicuous, good repair| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair",450
1472978,29141,HURSTBOURNE COUNTRY CLUB,9000 HURSTBOURNE CLUB LN,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2019/05/22,91.0,ROUTINE,False,True,CHLORINE,2.4000001,,7.5,True,True,True,True,True," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - total alkalinity (50-180 ppm)| other - recirculating piping:  identified, approved materials, good repair",451
1472978,29141,HURSTBOURNE COUNTRY CLUB,9000 HURSTBOURNE CLUB LN,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2019/05/22,91.0,ROUTINE,True,True,CHLORINE,2.4000001,,7.5,True,True,True,True,True," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - total alkalinity (50-180 ppm)| other - recirculating piping:  identified, approved materials, good repair",452
1472980,64575,HURSTBOURNE COUNTRY CLUB,9000 HURSTBOURNE CLUB LN,,LOUISVILLE,KY,40222,JEFFERSON,WADING POOL,2019/05/22,87.0,ROUTINE,False,True,CHLORINE,0.40000001,,8.0,True,True,True,False,False," Disinfectant Level - disinfectant free residual| pH Balance - ph(7.2-7.8)| other - total alkalinity (50-180 ppm)| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - recirculating piping:  identified, approved materials, good repair",453
1472980,64575,HURSTBOURNE COUNTRY CLUB,9000 HURSTBOURNE CLUB LN,,LOUISVILLE,KY,40222,JEFFERSON,WADING POOL,2019/05/22,87.0,ROUTINE,True,True,CHLORINE,0.40000001,,8.0,True,True,True,True,True," Disinfectant Level - disinfectant free residual| pH Balance - ph(7.2-7.8)| other - total alkalinity (50-180 ppm)| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - recirculating piping:  identified, approved materials, good repair",454
1472981,29482,HUNTING CREEK COUNTRY CLUB,6807 FOXCROFT DR,,PROSPECT,KY,40059,JEFFERSON,WADING POOL,2019/05/23,86.0,FOLLOW-UP,False,True,CHLORINE,11.5,,7.0,True,True,True,False,False," pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - recirculating piping:  identified, approved materials, good repair",455
1472983,56079,WEMBERLEY HILL GARDEN HOMES,10601 WEMBERLY HILL BLVD,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/23,92.0,ROUTINE,True,True,CHLORINE,1.5,,7.1999998,True,True,True,True,True," other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - structures, decks, furnishings:  good repair, clean| other - facility regulations enforced",456
1472984,90715,NORTON COMMONS - BERGAMONT POOL,8921 COLTSFOOT TRACE,,PROSPECT,KY,40059,JEFFERSON,POOL,2019/05/23,89.0,FOLLOW-UP,False,True,CHLORINE,3.5,,7.1999998,True,True,True,False,True," other - turover rate ~ hrs.(min.)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",457
1472984,90715,NORTON COMMONS - BERGAMONT POOL,8921 COLTSFOOT TRACE,,PROSPECT,KY,40059,JEFFERSON,POOL,2019/05/23,89.0,FOLLOW-UP,True,True,CHLORINE,3.5,,7.1999998,True,True,True,True,True," other - turover rate ~ hrs.(min.)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",458
1472987,81318,WESTPORT GARDENS,1249 WESTLYNNE WAY,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2019/05/23,87.0,ROUTINE,False,True,CHLORINE,2.0,,7.4000001,True,True,False,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",459
1472987,81318,WESTPORT GARDENS,1249 WESTLYNNE WAY,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2019/05/23,87.0,ROUTINE,True,True,CHLORINE,2.0,,7.4000001,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",460
1472989,29221,BROWNSBORO FARM COMMUNITY CENTER,3615 CASCADE RD,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/23,87.0,FOLLOW-UP,False,True,CHLORINE,10.0,,6.8000002,True,True,True,False,False," pH Balance - ph(7.2-7.8)| other - turover rate ~ hrs.(min.)| Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair",461
1472989,29221,BROWNSBORO FARM COMMUNITY CENTER,3615 CASCADE RD,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/23,87.0,FOLLOW-UP,True,True,CHLORINE,10.0,,6.8000002,True,True,True,True,True," pH Balance - ph(7.2-7.8)| other - turover rate ~ hrs.(min.)| Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair",462
1472992,36003,BRIDGEPOINTE SWIM CLUB,4910 OLDE CREEK WAY,,LOUISVILLE,KY,40059,JEFFERSON,WADING POOL,2019/05/24,85.0,ROUTINE,False,True,CHLORINE,0.2,,8.1999998,True,True,True,False,False," Disinfectant Level - disinfectant free residual| pH Balance - ph(7.2-7.8)| other - turover rate ~ hrs.(min.)| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ph control, chemical feed equipment: types ~",463
1472994,36002,BRIDGEPOINTE SWIM CLUB,4910 OLDE CREEK WAY,,LOUISVILLE,KY,40059,JEFFERSON,POOL,2019/05/24,60.0,ROUTINE,False,True,CHLORINE,4.5,,6.8000002,True,True,False,False,False," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - water supply, approved source, entry method, cross-connections, adequate supply| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - lighting, underwater and deck: adequate, operating, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - vacuum system: installation, operating, good repair| other - chemicals stock: adequate, fresh, storage, usage| other - disinfectant system, type ~ installation, capacity, operating, good repair| other - surge tank, backwash sump, other equipment: adequate, installation, operating, good repair| other - operator testing frequency, log sheets maintained| pH Balance - ph(7.2-7.8)| other - turover rate ~ hrs.(min.)| Disinfectant Level - disinfectant free residual| other - toilet tissue, hand-drying, towels, soap provided| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",464
1472995,100528,GLEN OAKS GOLF & COUNTRY CLUB,10601 WORTHINGTON LANE,,PROSPECT,KY,40059,JEFFERSON,POOL,2019/05/24,90.0,ROUTINE,False,True,CHLORINE,1.25,,7.0,True,True,True,False,False," pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair",465
1472995,100528,GLEN OAKS GOLF & COUNTRY CLUB,10601 WORTHINGTON LANE,,PROSPECT,KY,40059,JEFFERSON,POOL,2019/05/24,90.0,ROUTINE,True,True,CHLORINE,1.25,,7.0,True,True,True,True,True," pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair",466
1472998,60018,WORTHINGTON GLEN CONDOMINIUMS,10200 WORTHINGTON GLEN DR,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/25,97.0,ROUTINE,False,True,CHLORINE,2.5,,7.1999998,True,True,True,True,True," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",467
1473252,77662,LOUISVILLE ZOO GLACIER RUN SPLASH PARK,1100 TREVILIAN WAY,,LOUISVILLE,KY,40213,JEFFERSON,OTHER,2019/05/28,97.0,ROUTINE,False,True,CHLORINE,2.0,,7.5,True,True,True,True,True, other - disinfectant combined residual,468
1473254,105704,DONARD PARK CONDOMIUMS,801 DONARD PARK AVE,,LOUISVILLE,KY,40218,JEFFERSON,POOL,2019/05/28,98.0,ROUTINE,True,True,CHLORINE,1.0,,7.5,True,True,True,True,True," other - operator testing frequency, log sheets maintained",469
1473256,78639,PARK LAKE APARTMENTS,7100 LEISURE LANE,,LOUISVILLE,KY,40229,JEFFERSON,POOL,2019/05/28,87.0,ROUTINE,False,True,CHLORINE,1.0,,7.6999998,True,True,True,True,True," other - flow meter: installation, accessibility, operating, good repair| other - toilet tissue, hand-drying, towels, soap provided| other - vacuum system: installation, operating, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - turover rate ~ hrs.(min.)",470
1473256,78639,PARK LAKE APARTMENTS,7100 LEISURE LANE,,LOUISVILLE,KY,40229,JEFFERSON,POOL,2019/05/28,87.0,ROUTINE,True,True,CHLORINE,1.0,,7.6999998,True,True,True,True,True," other - flow meter: installation, accessibility, operating, good repair| other - toilet tissue, hand-drying, towels, soap provided| other - vacuum system: installation, operating, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - turover rate ~ hrs.(min.)",471
1473257,29350,ELKS CLUB,2824 KLONDIKE LN.,,LOUISVILLE,KY,40218,JEFFERSON,POOL,2019/05/28,98.0,FOLLOW-UP,True,True,CHLORINE,1.2,,7.5999999,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",472
1473258,98346,STAYBRIDGE SUITES,11711 GATEWORTH WAY,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2019/05/28,93.0,FOLLOW-UP,False,True,CHLORINE,1.6,,,True,True,False,True,True," other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - warning signs, facility regulations posted, conspicuous, good repair",473
1473258,98346,STAYBRIDGE SUITES,11711 GATEWORTH WAY,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2019/05/28,93.0,FOLLOW-UP,True,True,CHLORINE,1.6,,,True,True,True,True,True," other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - warning signs, facility regulations posted, conspicuous, good repair",474
1473259,29211,THE AVERY,7025 BRONNER CIRCLE,,LOUISVILLE,KY,40218,JEFFERSON,POOL,2019/05/28,92.0,ROUTINE,False,True,CHLORINE,4.0,,7.8000002,True,True,True,False,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual",475
1473259,29211,THE AVERY,7025 BRONNER CIRCLE,,LOUISVILLE,KY,40218,JEFFERSON,POOL,2019/05/28,92.0,ROUTINE,True,True,CHLORINE,4.0,,7.8000002,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual",476
1473311,29183,HITE AVENUE GARDENS,719 N. HITE AVE,,LOUISVILLE,KY,40206,JEFFERSON,POOL,2019/05/28,84.0,ROUTINE,False,True,CHLORINE,8.0,,7.0,True,True,True,False,False," pH Balance - ph(7.2-7.8)| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - turover rate ~ hrs.(min.)| Disinfectant Level - disinfectant free residual| other - warning signs, facility regulations posted, conspicuous, good repair",477
1473420,66119,DRURY INN & SUITES,9501 BLAIRWOOD RD,,LOUISVILLE,KY,40222,JEFFERSON,HOT TUB / SPA,2019/05/28,92.0,ROUTINE,False,True,BROMINE,,4.5,7.4000001,True,True,True,False,True," Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - test kits: provided, proper types, fresh reagents, maintained, proper usage",478
1473420,66119,DRURY INN & SUITES,9501 BLAIRWOOD RD,,LOUISVILLE,KY,40222,JEFFERSON,HOT TUB / SPA,2019/05/28,92.0,ROUTINE,True,True,BROMINE,,4.5,7.4000001,True,True,True,True,True," Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - test kits: provided, proper types, fresh reagents, maintained, proper usage",479
1473422,66118,DRURY INN & SUITES,9501 BLAIRWOOD RD,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2019/05/28,86.0,ROUTINE,False,True,BROMINE,,4.5,7.4000001,True,True,False,False,True," Disinfectant Level - disinfectant free residual| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - test kits: provided, proper types, fresh reagents, maintained, proper usage| other - recirculating piping:  identified, approved materials, good repair",480
1473628,78986,HOLIDAY INN,447 FARMINGTON AVE,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2019/05/28,89.0,ROUTINE,False,True,CHLORINE,5.0,,7.6999998,True,True,True,False,True," other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - disinfectant system, type ~ installation, capacity, operating, good repair| Disinfectant Level - disinfectant free residual| other - disinfectant combined residual",481
1473628,78986,HOLIDAY INN,447 FARMINGTON AVE,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2019/05/28,89.0,ROUTINE,True,True,CHLORINE,5.0,,7.6999998,True,True,True,True,True," other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - disinfectant system, type ~ installation, capacity, operating, good repair| Disinfectant Level - disinfectant free residual| other - disinfectant combined residual",482
1473821,92579,U OF L - TRAINING POOL,2216 S FLOYD ST,,LOUISVILLE,KY,40208,JEFFERSON,POOL,2019/05/29,88.0,ROUTINE,False,True,CHLORINE,5.0,,7.5999999,True,True,True,False,True," other - disinfectant combined residual| Disinfectant Level - disinfectant free residual| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - operator testing frequency, log sheets maintained",483
1473821,92579,U OF L - TRAINING POOL,2216 S FLOYD ST,,LOUISVILLE,KY,40208,JEFFERSON,POOL,2019/05/29,88.0,ROUTINE,True,True,CHLORINE,5.0,,7.5999999,True,True,True,True,True," other - disinfectant combined residual| Disinfectant Level - disinfectant free residual| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - operator testing frequency, log sheets maintained",484
1473822,74542,U OF L NATATORIUM,2216 S. FLOYD ST,,LOUISVILLE,KY,40208,JEFFERSON,POOL,2019/05/29,89.0,ROUTINE,False,True,CHLORINE,3.4000001,,7.6999998,True,True,True,False,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair",485
1473822,74542,U OF L NATATORIUM,2216 S. FLOYD ST,,LOUISVILLE,KY,40208,JEFFERSON,POOL,2019/05/29,89.0,ROUTINE,True,True,CHLORINE,3.4000001,,7.6999998,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair",486
1473989,95029,HOLIDAY INN HURSTBOURNE,1325 S. HURSTBOURNE PARKWAY,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2019/05/29,93.0,ROUTINE,False,True,CHLORINE,9.0,,7.8000002,True,True,True,False,True," Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - recirculating piping:  identified, approved materials, good repair",487
1473989,95029,HOLIDAY INN HURSTBOURNE,1325 S. HURSTBOURNE PARKWAY,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2019/05/29,93.0,ROUTINE,True,True,CHLORINE,9.0,,7.8000002,True,True,True,True,True," Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - recirculating piping:  identified, approved materials, good repair",488
1474332,91985,ESPORTA FITNESS,4620 TAYLORSVILLE RD,,LOUISVILLE,KY,40220,JEFFERSON,POOL,2019/05/30,,OTHER,True,True,CHLORINE,2.2,,7.1999998,True,True,True,True,True, other - disinfectant combined residual,489
1474333,78826,HOLIDAY INN LOU. AIRPORT SOUTH,6551 PARAMOUNT PARK,,LOUISVILLE,KY,40213,JEFFERSON,POOL,2019/05/30,,OTHER,True,True,BROMINE,,4.25,7.3000002,True,True,True,False,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained",490
