ObjectId,Permit_Number,Application_Type,Effective_Date,Expiration_Date,Application_Status,Project_Name,Permit_Type,Applicant,Street_Address,City,Zip,ID
129,C-0333-1006,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Void,Lithography press,FEDOOP,V. G. REED & SONS,1002 S 12TH ST,LOUISVILLE,40210-0000,179
130,C-0333-1007,APCDCONS,2006-10-31 00:00:00,2007-10-31 00:00:00,Void,two book binding units,FEDOOP,V. G. REED & SONS,1002 S 12TH ST,LOUISVILLE,40210-0000,180
131,C-0011-1006,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Open,No. 7 Finishing Line,TITLE V,"American Synthetic Rubber Co, Div Michelin North A",4500 CAMP GROUND RD,LOUISVILLE,40216-0000,181
132,C-0011-1007,APCDCONS,2008-10-31 00:00:00,2009-10-31 00:00:00,Void,No. 5 Crumb Tank,TITLE V,"American Synthetic Rubber Co, Div Michelin North A",4500 CAMP GROUND RD,LOUISVILLE,40216-0000,182
133,C-0060-1002,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,grind mill and separator,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,183
134,C-0084-1000,APCDCONS,2009-03-31 00:00:00,2010-03-31 00:00:00,Void,"Storage Tank, Gasoline Terminal",FEDOOP,"Buckeye Terminals, LLC",1500 SOUTHWESTERN PKY,LOUISVILLE,40211-0000,184
135,C-0084-1001,APCDCONS,2008-04-30 00:00:00,2009-04-30 00:00:00,Void,"Carbon Adsorber, Gasoline Terminal",FEDOOP,"Buckeye Terminals, LLC",1500 SOUTHWESTERN PKY,LOUISVILLE,40211-0000,185
136,C-0084-1002,APCDCONS,2006-09-30 00:00:00,2007-09-30 00:00:00,Void,"Storage Tank, Gasoline Terminal",FEDOOP,"Buckeye Terminals, LLC",1500 SOUTHWESTERN PKY,LOUISVILLE,40211-0000,186
137,C-0126-1008,APCDCONS,2007-10-31 00:00:00,2008-10-31 00:00:00,Void,One (1) Porta Batch lime slurry mixer,TITLE V,LG&E Cane Run Station,5252 CANE RUN RD,LOUISVILLE,40216-0000,187
138,C-0126-1009,APCDCONS,2007-10-31 00:00:00,2008-10-31 00:00:00,Void,One (1) mixer tank vent scrubber,TITLE V,LG&E Cane Run Station,5252 CANE RUN RD,LOUISVILLE,40216-0000,188
139,C-0060-1025,APCDCONS,2002-07-02 00:00:00,2003-07-30 00:00:00,Open,Portable clinker crusher,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,189
140,C-0603-1002,APCDCONS,2008-02-28 00:00:00,2009-02-28 00:00:00,Void,"3 1,000 gal sufactant weigh tanks & loading rack",MINOR,INTERPOLYMER CORPORATION,7501 DISTRIBUTION DR,LOUISVILLE,40258-0000,190
141,C-1553-1002,APCDCONS,2006-03-31 00:00:00,2007-03-31 00:00:00,Void,One (1) LEMT Inch Mark Printer (E9I),FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,191
142,C-1553-1004,APCDCONS,2006-03-31 00:00:00,2007-03-31 00:00:00,Void,One (1) Wet Scrubber #3 (11B),FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,192
143,C-1553-1005,APCDCONS,2009-12-08 00:00:00,2010-10-31 00:00:00,Void,Hot Dip Galvanizing Line,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,193
144,C-1553-1006,APCDCONS,2009-10-31 00:00:00,2010-10-31 00:00:00,Void,Baghouse for Hot Dip Galvanizing,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,194
145,C-1553-1007,APCDCONS,2006-03-31 00:00:00,2007-03-31 00:00:00,Void,Rigid Finishing Line (E13AB1 - E13C5),FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,195
146,C-1553-1008,APCDCONS,2009-07-31 00:00:00,2010-07-31 00:00:00,Void,Combustion Sources,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,196
147,C-1553-1010,APCDCONS,2006-03-31 00:00:00,2007-03-31 00:00:00,Void,Waste Water Treatment Plant,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,197
148,C-0185-1001,APCDCONS,2011-12-21 00:00:00,2012-12-31 00:00:00,Void,10.52 MMBtu/hr Boiler NG,TITLE V,ALLNEX USA INC.,4730 CRITTENDEN DR,LOUISVILLE,40209-0000,198
149,C-1231-1000,APCDCONS,2014-06-30 00:00:00,2015-06-30 00:00:00,Void,Grinding and Blending Equipment,FEDOOPSE,"Forth Technologies, Inc.",600 BERGMAN ST,LOUISVILLE,40203-0000,199
150,C-1562-1000,APCDCONS,2007-11-08 00:00:00,2008-11-30 00:00:00,Void,Lithographic Printers,FEDOOPSE,CORAL GRAPHIC SERVICES OF KY,4700 COMMERCE CROSSINGS DR,LOUISVILLE,40229-0000,200
151,C-0465-1002,APCDCONS,2008-08-31 00:00:00,2009-08-31 00:00:00,Void,Dust Collector,FEDOOPSE,UNIVERSAL MINERALS KENTUCKY INC.,8250 PORT RD,LOUISVILLE,40258-0000,301
152,C-0711-1000,APCDCONS,2010-06-02 00:00:00,2011-06-30 00:00:00,Void,Storage Tanks,FEDOOP,PALMER PRODUCTS CORP.,146 ST MATTHEWS AVE,ST MATTHEWS,40207-0000,302
153,C-1562-1001,APCDCONS,2008-07-31 00:00:00,2009-07-31 00:00:00,Void,Atmospheric Evaporator,FEDOOPSE,CORAL GRAPHIC SERVICES OF KY,4700 COMMERCE CROSSINGS DR,LOUISVILLE,40229-0000,303
154,C-0193-1004,APCDCONS,2014-12-16 10:49:00,2015-12-31 00:00:00,Void,PEAD Bag Machine,FEDOOP,GRAPHICS PACKAGING,6820 ENTERPRISE DR,LOUISVILLE,40214-0000,304
155,C-0193-1007,APCDCONS,,,Void,bag forming line,FEDOOP,"MONDI BAGS USA, LLC",6820 ENTERPRISE DR,LOUISVILLE,40214-0000,305
156,C-1216-1004,APCDCONS,2016-08-31 15:29:00,2017-08-31 00:00:00,Void,Blast Cabinet U12 - E39a,TITLE V,"United Defense,L.P.(BAESystemsLand&ArmamentsL.P.)",163 ROCHESTER DR,LOUISVILLE,40214-0000,306
157,C-1264-1011,APCDCONS,,,Void,Dust collector,FEDOOPSE,ZEOCHEM L.L.C.,1314 S 12TH ST,LOUISVILLE,40210-0000,307
158,C-0149-1000,APCDCONS,2012-06-05 00:00:00,2013-06-30 00:00:00,Open,Biotrickling Scrubbers,FEDOOP,Metropolitan Sewer District,4522 ALGONQUIN PKY,LOUISVILLE,40211-0000,308
159,C-0628-1000,APCDCONS,2004-10-31 00:00:00,2005-10-31 00:00:00,Void,Concrete batch plant,FEDOOPSE,"IMI SOUTH, LLC - OUTER LOOP 832",2001 OUTER LOOP,LOUISVILLE,40219-0000,309
160,C-0628-1002,APCDCONS,2005-01-31 00:00:00,2006-01-31 00:00:00,Void,Hot mix asphalt plant,FEDOOPSE,"IMI SOUTH, LLC - OUTER LOOP 832",2001 OUTER LOOP,LOUISVILLE,40219-0000,310
161,C-0628-1003,APCDCONS,,,Void,HMA dust collector,FEDOOPSE,"IMI SOUTH, LLC - OUTER LOOP 832",2001 OUTER LOOP,LOUISVILLE,40219-0000,311
162,C-0586-1002,APCDCONS,2012-02-29 00:00:00,2013-02-28 00:00:00,Void,Installation of four (4) printers,MINOR,VIVID IMPACT,10116 BUNSEN WAY,JEFFERSONTOWN,40299-0000,312
163,C-1796-1000,APCDCONS,,,Void,emergency generator,MINOR,METROPOLITAN SEWER DISTRICT,1100 BLUE HERON RD,LOUISVILLE,40245-0000,313
164,C-1804-1000,APCDCONS,,,Void,ink manufacturer,MINOR,DYNAMIC DISPERSIONS LLC,10051 BUNSEN WAY,JEFFERSONTOWN,40299-0000,314
165,C-1334-1000,APCDCONS,2012-02-29 00:00:00,2013-02-28 00:00:00,Void,emergency generator,MINOR,UPS SUPPLY CHAIN,2200 OUTER LOOP,LOUISVILLE,40219-0000,315
166,C-0036-1003,APCDCONS,2016-06-29 09:33:00,,Void,#1 Spray Dryer Mod.,TITLE V,Clariant Corporation - West Plant,1227 S 12TH ST,LOUISVILLE,40210-0000,316
167,C-1264-1020,APCDCONS,2016-09-06 08:37:00,2016-09-30 08:37:00,Void,"EU U-015, EP E-017A - EP-017D",FEDOOPSE,ZEOCHEM L.L.C.,1314 S 12TH ST,LOUISVILLE,40210-0000,317
168,C-1264-1000,APCDCONS,2014-09-03 00:00:00,,Void,Dust Collector,FEDOOPSE,ZEOCHEM L.L.C.,1314 S 12TH ST,LOUISVILLE,40210-0000,318
169,C-1264-1001,APCDCONS,,,Void,Trial of new binding agent,FEDOOPSE,ZEOCHEM L.L.C.,1314 S 12TH ST,LOUISVILLE,40210-0000,319
170,C-1762-1000,APCDCONS,,,Void,Plastic Pellet Handling,MINOR,LASTIQUE INTERNATIONAL CORP,8331 CANE RUN RD,LOUISVILLE,40258-0000,320
171,C-1763-1001,APCDCONS,,,Void,Boiler,MINOR,LOUISVILLE MEDICAL CENTER LAUNDRY,1400 STORY AVE,LOUISVILLE,40206-0000,321
172,C-1784-1000,APCDCONS,,,Void,Waste Water Treatment,MINOR,METROPOLITAN SEWER DISTRICT,11621 LOWER RIVER RD,LOUISVILLE,40272-0000,322
173,C-1649-1000,APCDCONS,2007-12-31 00:00:00,2008-12-31 00:00:00,Void,Shot Blast booths,MINOR,DANT CLAYTON,1550 BERNHEIM LN,SHIVELY,40210-0000,323
174,C-1649-1001,APCDCONS,2007-12-31 00:00:00,2008-12-31 00:00:00,Void,Powder coating system,MINOR,DANT CLAYTON,1550 BERNHEIM LN,SHIVELY,40210-0000,324
175,C-1649-1002,APCDCONS,2007-12-31 00:00:00,2008-12-31 00:00:00,Void,Dust Collector for painting,MINOR,DANT CLAYTON,1550 BERNHEIM LN,SHIVELY,40210-0000,325
176,C-1649-1003,APCDCONS,2007-12-31 00:00:00,2007-12-31 00:00:00,Void,Spray can painting operation,MINOR,DANT CLAYTON,1550 BERNHEIM LN,SHIVELY,40210-0000,326
177,C-1575-1000,APCDCONS,2006-06-30 00:00:00,2007-06-30 00:00:00,Void,Emergency generator,MINOR,UPS SUPPLY CHAIN SOLUTIONS,1920 OUTER LOOP,LOUISVILLE,40219-0000,327
178,C-1575-1001,APCDCONS,2006-08-31 00:00:00,2007-08-31 00:00:00,Void,Emergency generator,MINOR,UPS SUPPLY CHAIN SOLUTIONS,1920 OUTER LOOP,LOUISVILLE,40219-0000,328
179,C-1575-1002,APCDCONS,2011-10-21 00:00:00,2012-10-31 00:00:00,Void,Emergency generator,MINOR,UPS SUPPLY CHAIN SOLUTIONS,1920 OUTER LOOP,LOUISVILLE,40219-0000,329
180,C-1717-1000,APCDCONS,2009-10-30 00:00:00,2010-10-30 00:00:00,Void,Spray booth,MINOR,CLM PALLET RECYCLING,6431 NEW CUT RD,LOUISVILLE,40118-0000,330
181,C-1717-1001,APCDCONS,2010-02-01 00:00:00,2011-01-31 00:00:00,Void,Spray booth,MINOR,CLM PALLET RECYCLING,6431 NEW CUT RD,LOUISVILLE,40118-0000,331
182,C-1553-1012,APCDCONS,2009-03-31 00:00:00,2010-03-31 00:00:00,Void,Storage Tanks,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,332
183,C-1553-1013,APCDCONS,2008-08-31 00:00:00,2009-08-31 00:00:00,Void,(3) existing Weld Mills,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,333
184,C-1553-1017,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Void,535 BHP (399 kW-hr) emergency generator,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,334
185,C-1553-1018,APCDCONS,2008-09-10 00:00:00,2009-09-30 00:00:00,Void,Mist Eliminator  from the Passivation process,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,335
186,C-1553-1019,APCDCONS,2008-10-31 00:00:00,2009-10-31 00:00:00,Void,Three (3) storage tanks,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,336
187,C-1553-1020,APCDCONS,2008-10-13 00:00:00,2009-10-31 00:00:00,Void,Aerosol touch up coating operation,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,337
188,C-0143-1004,APCDCONS,2009-05-31 00:00:00,2010-05-31 00:00:00,Void,"Storage tank, Gasoline Terminal",FEDOOP,MARATHON ASHLAND PETROLEUM LLC,3920 KRAMERS LN,LOUISVILLE,40216-0000,338
189,C-1448-1000,APCDCONS,2003-11-30 00:00:00,2004-11-30 00:00:00,Void,One (1) paint booth,MINOR,"AST/ACME, INC.",100 ROCHESTER DR,LOUISVILLE,40214-0000,339
190,C-1448-1001,APCDCONS,2003-11-30 00:00:00,2004-11-30 00:00:00,Void,One (1) blast cabinet,MINOR,"AST/ACME, INC.",100 ROCHESTER DR,LOUISVILLE,40214-0000,340
191,C-1448-1002,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Void,parts washers with no secondary reservoir,MINOR,"AST/ACME, INC.",100 ROCHESTER DR,LOUISVILLE,40214-0000,341
192,C-1293-1001,APCDCONS,2009-11-30 00:00:00,2010-11-30 00:00:00,Void,Four baghouses,FEDOOPSE,"ERNST KENTUCKY, LLC - DOWNTOWN PLANT",4121 ALGONQUIN PKY,LOUISVILLE,40211-0000,342
193,C-1568-1003,APCDCONS,2007-11-30 00:00:00,2008-11-30 00:00:00,Void,Six baghouses,FEDOOP,"NHK Spring Precision of America, Inc.",10600 FREEPORT DR,LOUISVILLE,40258-0000,343
194,C-1568-1005,APCDCONS,2013-09-10 00:00:00,2014-09-30 00:00:00,Void,"2 edge grinder, 1 chamfer",FEDOOP,"NHK Spring Precision of America, Inc.",10600 FREEPORT DR,LOUISVILLE,40258-0000,344
195,C-0082-1033,APCDCONS,2017-02-13 17:45:00,2018-02-28 00:00:00,Void,TempRite Resin Mfg,TITLE V,"Lubrizol Advanced Materials, Inc.",4200 BELLS LN,LOUISVILLE,40211-0000,345
196,C-0011-1017,APCDCONS,,,Open,fire pump,TITLE V,"American Synthetic Rubber Co, Div Michelin North A",4500 CAMP GROUND RD,LOUISVILLE,40216-0000,346
197,C-0193-1008,APCDCONS,,,Void,IA Presses and related equipment,FEDOOPSE,"MONDI BAGS USA, LLC",6820 ENTERPRISE DR,LOUISVILLE,40214-0000,347
198,C-0127-1003,APCDCONS,,,Void,Fuel Additive Facility,TITLE V,LG&E Mill Creek Station,14660 DIXIE HWY,LOUISVILLE,40272-0000,348
199,C-1584-1004,APCDCONS,,,Void,Disconnecting scrubber for spray dryers,FEDOOP,BYK USA Inc. Louisville Facility,1335 S 13TH ST,LOUISVILLE,40210-0000,349
200,C-0870-1011,APCDCONS,,,Void,Enamel Furnace (HEWH) modification,TITLE V,"GE Appliances A Haier US Appliance Solutions, Inc.",4000 BUECHEL BANK RD,LOUISVILLE,40225-0000,350
201,C-0127-1004,APCDCONS,,,Void,two gypsum dewatering systems,TITLE V,LG&E Mill Creek Station,14660 DIXIE HWY,LOUISVILLE,40272-0000,51
202,C-1264-1021,APCDCONS,,,Void,,FEDOOPSE,ZEOCHEM L.L.C.,1314 S 12TH ST,LOUISVILLE,40210-0000,52
203,C-0193-1000,APCDCONS,2012-04-30 00:00:00,2013-04-30 00:00:00,Void,extrusion laminator,FEDOOP,GRAPHICS PACKAGING,6820 ENTERPRISE DR,LOUISVILLE,40214-0000,53
204,C-0193-1001,APCDCONS,2006-08-31 00:00:00,2007-08-31 00:00:00,Void,flexography platemaker,FEDOOP,GRAPHICS PACKAGING,6820 ENTERPRISE DR,LOUISVILLE,40214-0000,54
205,C-0193-1002,APCDCONS,2007-06-30 00:00:00,2008-06-30 00:00:00,Void,Lithography press,FEDOOP,GRAPHICS PACKAGING,6820 ENTERPRISE DR,LOUISVILLE,40214-0000,55
206,C-0011-1008,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Open,No. 5 stripper vessel,TITLE V,"American Synthetic Rubber Co, Div Michelin North A",4500 CAMP GROUND RD,LOUISVILLE,40216-0000,56
207,C-0011-1009,APCDCONS,2012-11-30 00:00:00,2013-11-30 00:00:00,Open,Phase 1 Solvent Change,TITLE V,"American Synthetic Rubber Co, Div Michelin North A",4500 CAMP GROUND RD,LOUISVILLE,40216-0000,57
208,C-0011-1010,APCDCONS,2013-08-31 00:00:00,2014-08-31 00:00:00,Open,No. 4 stripper vessel,TITLE V,"American Synthetic Rubber Co, Div Michelin North A",4500 CAMP GROUND RD,LOUISVILLE,40216-0000,58
209,C-0011-1011,APCDCONS,2013-08-31 00:00:00,2014-08-31 00:00:00,Open,Flush Tank D-64M,TITLE V,"American Synthetic Rubber Co, Div Michelin North A",4500 CAMP GROUND RD,LOUISVILLE,40216-0000,59
210,C-0011-1012,APCDCONS,2012-11-08 00:00:00,2013-11-30 00:00:00,Open,Boiler Mod - natural gas,TITLE V,"American Synthetic Rubber Co, Div Michelin North A",4500 CAMP GROUND RD,LOUISVILLE,40216-0000,60
211,C-0011-1013,APCDCONS,2015-01-31 15:08:00,2016-01-31 00:00:00,Open,Phase 2 Solvent Change,TITLE V,"American Synthetic Rubber Co, Div Michelin North A",4500 CAMP GROUND RD,LOUISVILLE,40216-0000,61
212,C-1582-1002,APCDCONS,,,Open,Press,FEDOOPSE,PRINT FULFILLMENT SERVICES,2929 MAGAZINE ST,LOUISVILLE,40211-0000,62
213,C-0870-1017,APCDCONS,,,Void,Temporary boiler,TITLE V,"GE Appliances A Haier US Appliance Solutions, Inc.",4000 BUECHEL BANK RD,LOUISVILLE,40225-0000,63
214,C-0127-1006,APCDCONS,,,Void,Process water system,TITLE V,LG&E Mill Creek Station,14660 DIXIE HWY,LOUISVILLE,40272-0000,64
215,C-0143-1005,APCDCONS,2018-05-02 16:38:00,2019-05-31 16:38:00,Void,Butane offloading/blending,FEDOOP,"MPLX Terminals, LLC",3920 KRAMERS LN,LOUISVILLE,40216-0000,65
216,C-0082-1034,APCDCONS,2018-09-19 00:00:00,2019-09-30 00:00:00,Void,Resin Wastewater System Update,TITLE V,"Lubrizol Advanced Materials, Inc.",4200 BELLS LN,LOUISVILLE,40211-0000,66
217,C-1568-1010,APCDCONS,2018-12-05 12:42:00,2019-12-31 00:00:00,Void,I line,FEDOOP,"NHK Spring Precision of America, Inc.",10600 FREEPORT DR,LOUISVILLE,40258-0000,67
218,C-0002-1001,APCDCONS,2018-12-26 00:00:00,2019-12-31 00:00:00,Open,New paint booth,TITLE V,Industrial Container Services,405 INDUSTRY RD,LOUISVILLE,40208-0000,68
219,C-0115-1000,APCDCONS,,,Void,Scrubber Modification,FEDOOP,Swift Pork Company,1200 STORY AVE,LOUISVILLE,40206-0000,69
220,C-0330-1000,APCDCONS,2007-12-30 00:00:00,2008-12-30 00:00:00,Void,"""Pad line"" paint booth",MINOR,KENTUCKY ASSOCIATION OF ELECTR,4515 BISHOP LN,WATTERSON PARK,40218-0000,70
221,C-0082-1025,APCDCONS,2010-07-22 00:00:00,2011-07-31 00:00:00,Void,"6 Railcar Unloading, East & West Sphere",TITLE V,"Lubrizol Advanced Materials, Inc.",4200 BELLS LN,LOUISVILLE,40211-0000,71
222,C-0082-1026,APCDCONS,2011-04-05 00:00:00,2012-04-30 00:00:00,Void,Blend Silo with Baghouse,TITLE V,"Lubrizol Advanced Materials, Inc.",4200 BELLS LN,LOUISVILLE,40211-0000,72
223,C-0082-1027,APCDCONS,2011-11-21 00:00:00,2012-11-30 00:00:00,Void,D-Line/Pellet Line Separation,TITLE V,"Lubrizol Advanced Materials, Inc.",4200 BELLS LN,LOUISVILLE,40211-0000,73
224,C-1679-1000,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Void,Emergency Generator,MINOR,"AT&T Communications South Central States, LLC",521 W CHESTNUT ST,LOUISVILLE,40202-0000,74
225,C-1679-1001,APCDCONS,2011-04-07 00:00:00,2012-04-30 00:00:00,Void,Cooling Towers,MINOR,"AT&T Communications South Central States, LLC",521 W CHESTNUT ST,LOUISVILLE,40202-0000,75
226,C-0336-1000,APCDCONS,2009-11-30 00:00:00,2010-11-30 00:00:00,Void,one bindery process,MINOR,"WELCH PRINTING CO., INC.",350 BOXLEY AVE,LOUISVILLE,40209-0000,76
227,C-0148-1005,APCDCONS,,,Void,Remove 5 boiler limitation from Construction Perm,TITLE V,Lou. Med. Center Inc Steam & Chilled Water Plant,235 ABRAHAM FLEXNER WAY,LOUISVILLE,40202-0000,77
228,C-0186-1009,APCDCONS,,,Void,ink jet printers,TITLE V,Reynolds Consumer Products LLC-Louisville Foil Plt,2827 HALE AVE,LOUISVILLE,40211-0000,78
229,C-1128-1000,APCDCONS,,,Void,Additional IA equipemnt,FEDOOP,Multi Packaging Solutions - Ky,1703 S BROOK ST,LOUISVILLE,40208-0000,79
230,C-1582-1001,APCDCONS,2017-05-30 13:14:00,2018-05-31 13:14:00,Void,New HP10000 press,FEDOOPSE,PRINT FULFILLMENT SERVICES,2929 MAGAZINE ST,LOUISVILLE,40211-0000,80
231,C-0066-1000,APCDCONS,2009-11-30 00:00:00,2010-11-30 00:00:00,Void,new baghouse,MINOR,CONSOLIDATED GRAIN AND BARGE,1047 S 15TH ST,LOUISVILLE,40210-0000,81
232,C-0135-1000,APCDCONS,,,Void,complete,EXEMPT,LOUISVILLE STONEWARE CO,731 BRENT ST,LOUISVILLE,40204-0000,82
233,C-0186-1003,APCDCONS,,,Void,Ink Jet Printers,TITLE V,Reynolds Consumer Products LLC-Louisville Foil Plt,2827 HALE AVE,LOUISVILLE,40211-0000,83
234,C-1264-1014,APCDCONS,2016-08-04 16:48:00,2017-08-31 00:00:00,Void,EU U-012 EP E-012,FEDOOPSE,ZEOCHEM L.L.C.,1314 S 12TH ST,LOUISVILLE,40210-0000,84
235,C-1264-1016,APCDCONS,2016-08-04 16:51:00,2017-08-31 00:00:00,Void,EU U-014 EP E-015,FEDOOPSE,ZEOCHEM L.L.C.,1314 S 12TH ST,LOUISVILLE,40210-0000,85
236,C-1264-1017,APCDCONS,2016-08-04 16:54:00,2017-08-31 00:00:00,Void,"EU U-016, EP E-018 & E-019A-B",FEDOOPSE,ZEOCHEM L.L.C.,1314 S 12TH ST,LOUISVILLE,40210-0000,86
237,C-1553-1037,APCDCONS,2018-12-07 16:18:00,2019-12-31 00:00:00,Open,Mill 5 capacity increase and other changes,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,87
238,C-0011-1020,APCDCONS,2019-02-15 11:33:00,2020-02-28 00:00:00,Open,Tank and 2 column adsorbers,TITLE V,"American Synthetic Rubber Co, Div Michelin North A",4500 CAMP GROUND RD,LOUISVILLE,40216-0000,88
239,C-1806-1000,APCDCONS,2018-12-05 09:59:00,2019-12-31 00:00:00,Open,Metal Machining Equipment,FEDOOP,"AI International, Inc.",8055 NATIONAL TPKE,LOUISVILLE,40214-0000,89
240,C-1679-1003,APCDCONS,,,Void,Emergency Generator,MINOR,"AT&T Communications South Central States, LLC",521 W CHESTNUT ST,LOUISVILLE,40202-0000,90
241,C-0126-1005,APCDCONS,2012-06-13 00:00:00,2012-06-30 00:00:00,Void,HEPA filter for pug mill mixer,TITLE V,LG&E Cane Run Station,5252 CANE RUN RD,LOUISVILLE,40216-0000,91
242,C-0126-1006,APCDCONS,2007-11-30 00:00:00,2008-11-30 00:00:00,Void,Three (3) mixer tank vent scrubbers,TITLE V,LG&E Cane Run Station,5252 CANE RUN RD,LOUISVILLE,40216-0000,92
243,C-0367-1000,APCDCONS,2011-11-01 00:00:00,2012-11-30 00:00:00,Void,Electrostatic Paint System,MINOR,CONTRACTED OPERATIONS/LOUISVILLE PACKAGING CO,7745 NATIONAL TPKE,LOUISVILLE,40214-0000,93
244,C-0060-1020,APCDCONS,2000-07-12 00:00:00,2001-04-30 00:00:00,Open,One (1) fine coal bin.,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,94
245,C-0060-1021,APCDCONS,2000-07-12 00:00:00,2001-04-30 00:00:00,Open,Fine coal bin dust collector,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,95
246,C-0060-1022,APCDCONS,2000-07-12 00:00:00,2001-04-30 00:00:00,Open,Kiln feed conveying and handling system.,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,96
247,C-0060-1026,APCDCONS,2002-08-23 00:00:00,2003-08-31 00:00:00,Open,Secondary crusher make Hazemag model # APSM-1320/S,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,97
248,C-0060-1027,APCDCONS,2002-08-23 00:00:00,2003-08-31 00:00:00,Open,One (1) dust collector,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,98
249,C-0060-1028,APCDCONS,2004-07-25 00:00:00,2005-07-31 00:00:00,Open,One (1) 6-pack cement silo withdrawal system,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,99
250,C-0419-1000,APCDCONS,2010-08-04 00:00:00,2011-08-31 00:00:00,Void,2 Abrasive Blasting Cabinets,MINOR,"IVAN WARE & SON, INC.",4005 PRODUCE RD,LOUISVILLE,40218-0000,100
251,C-0838-1005,APCDCONS,,,Void,7.876 mmbtu/hr boiler,FEDOOPSE,INTERNATIONAL PAPER COMPANY,4400 PROGRESS BLVD,LOUISVILLE,40218-0000,351
252,C-0036-1006,APCDCONS,2017-04-18 14:30:00,2018-04-30 00:00:00,Void,250-W55 Modification,TITLE V,Clariant Corporation - West Plant,1227 S 12TH ST,LOUISVILLE,40210-0000,352
253,C-1216-1005,APCDCONS,,,Void,EU U3 Plating Shop,TITLE V,"United Defense,L.P.(BAESystemsLand&ArmamentsL.P.)",163 ROCHESTER DR,LOUISVILLE,40214-0000,353
254,C-0243-1001,APCDCONS,2017-03-14 16:24:00,2018-03-14 00:00:00,Void,99 MMBtu/hr “Victory” boiler,FEDOOP,"Heaven Hill Distilleries, Inc.",1701 W BRECKINRIDGE ST,LOUISVILLE,40210-0000,354
255,C-0283-1004,APCDCONS,,,Open,Zeolite Vacuum Pump,TITLE V,Zeon Chemicals L.P.,4100 BELLS LN,LOUISVILLE,40211-0000,355
256,C-0741-1002,APCDCONS,2018-08-21 00:00:00,2019-08-31 00:00:00,Void,Butane offloading,TITLE V,"MPLX Terminals, LLC",4510 ALGONQUIN PKY,LOUISVILLE,40211-0000,356
257,C-0870-1018,APCDCONS,,,Void,pre cleaning process on stainless steel frig,TITLE V,"GE Appliances A Haier US Appliance Solutions, Inc.",4000 BUECHEL BANK RD,LOUISVILLE,40225-0000,357
258,C-0870-1019,APCDCONS,,,Void,case by case IA processes,TITLE V,"GE Appliances A Haier US Appliance Solutions, Inc.",4000 BUECHEL BANK RD,LOUISVILLE,40225-0000,358
259,C-0066-1001,APCDCONS,2018-03-21 10:30:00,2019-03-31 00:00:00,Open,Additional Milling equipment,FEDOOP,CONSOLIDATED GRAIN AND BARGE,1047 S 15TH ST,LOUISVILLE,40210-0000,359
