Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_St,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,27,68302.592593,19216.259259,17344.37037
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,58,45563.172414,12965.62069,11374.706897
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,14,97104.928571,19897.071429,17900.0
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,33,49150.818182,14014.060606,11276.333333
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,14,41838.785714,10904.285714,8899.2857143
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",543,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,19,23620.631579,6819.6842105,5123.8947368
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",552,MEDICAL BACK PROBLEMS WITHOUT MCC,18,23545.444444,6226.1666667,4850.6111111
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",603,CELLULITIS WITHOUT MCC,21,22833.857143,6359.3809524,3993.4285714
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",637,DIABETES WITH MCC,16,27139.3125,8543.3125,7432.0
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",638,DIABETES WITH CC,17,19532.882353,5900.3529412,4506.8235294
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",42,31656.833333,8096.9761905,6680.8571429
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",23,17043.173913,5132.2173913,3570.4782609
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",643,ENDOCRINE DISORDERS WITH MCC,11,39892.545455,11062.636364,9293.1818182
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,67,41812.940299,9693.2985075,8175.8358209
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,48,24362.875,6130.7083333,4294.1041667
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,35,22408.085714,7323.4857143,5775.1714286
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,20,22052.1,5829.0,3986.6
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,49,60805.367347,10968.530612,8740.2653061
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",811,RED BLOOD CELL DISORDERS WITH MCC,21,40341.333333,9222.2380952,7632.0
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",812,RED BLOOD CELL DISORDERS WITHOUT MCC,14,24978.857143,6039.7857143,4466.8571429
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,53,125862.96226,31624.660377,27876.264151
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,33,201382.21212,45805.939394,43232.0
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,339,59756.035398,13235.610619,10967.300885
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,40,33781.325,7150.2,5315.675
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,16,38139.5625,9598.1875,8058.9375
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,19,128593.10526,27980.052632,26085.157895
10007,Mizell Memorial Hospital,Opp,702 N Main St,1,36467,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,60,20340.8,15492.25,13387.216667
10007,Mizell Memorial Hospital,Opp,702 N Main St,1,36467,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,16,14885.8125,10078.25,8449.1875
10007,Mizell Memorial Hospital,Opp,702 N Main St,1,36467,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,16,11267.125,6471.125,5084.125
10007,Mizell Memorial Hospital,Opp,702 N Main St,1,36467,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",17,12183.705882,5839.0588235,4335.5294118
10007,Mizell Memorial Hospital,Opp,702 N Main St,1,36467,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,14,30765.285714,13263.0,11841.0
10007,Mizell Memorial Hospital,Opp,702 N Main St,1,36467,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,24,9490.875,5815.5,4294.75
10007,Mizell Memorial Hospital,Opp,702 N Main St,1,36467,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,27,22328.0,13804.777778,12194.814815
10007,Mizell Memorial Hospital,Opp,702 N Main St,1,36467,AL,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,21,11983.47619,7287.952381,5764.8571429
10008,Crenshaw Community Hospital,Luverne,101 Hospital Circle,1,36049,AL,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,22,34418.954545,17485.545455,15401.681818
10008,Crenshaw Community Hospital,Luverne,101 Hospital Circle,1,36049,AL,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,13,18657.076923,6723.3846154,5471.3846154
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",14,372686.0,85159.0,81231.642857
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,27,83441.888889,14190.518519,11928.555556
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,15,49543.6,9649.2666667,5991.2
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,139,47199.395683,15020.482014,12907.179856
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,11,32402.909091,10173.545455,9007.8181818
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,18,39280.611111,9683.0,7698.4444444
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,15,51620.733333,10254.6,8409.0666667
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,39,38015.25641,10140.102564,8401.5384615
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,13,27155.230769,6920.2307692,5562.2307692
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",202,BRONCHITIS AND ASTHMA WITH CC/MCC,12,26381.583333,7883.8333333,5931.5833333
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,19,85418.736842,18495.157895,16436.578947
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,18,187713.61111,21756.055556,20137.5
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,23,139294.82609,14509.565217,11296.173913
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,11,177443.63636,25622.181818,20582.818182
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,37,74351.540541,21488.027027,19457.972973
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",25,62903.04,11834.12,10229.92
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",18,44627.444444,7664.1666667,5941.4444444
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",16,77206.375,15441.75,13191.25
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",23,69472.26087,9961.0,6124.0
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,99,49318.787879,10404.646465,8653.3434343
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,15,43187.266667,9604.8666667,8297.8
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,19,32219.105263,6705.5789474,5419.5789474
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,12,15678.25,5384.0833333,3979.6666667
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,18,32174.055556,8492.0,5225.7777778
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",313,CHEST PAIN,15,22035.8,6315.4,4760.9333333
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,11,63792.909091,15466.090909,14072.0
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,11,47384.454545,13126.909091,9697.0909091
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,26,75201.884615,13680.923077,11925.730769
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,29,33261.793103,8138.7586207,6775.2758621
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",35,27266.028571,6625.7714286,4898.8285714
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,23,49917.913043,15081.652174,8733.5652174
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,29,53785.0,14850.172414,12583.517241
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,13,110364.69231,23158.0,21001.076923
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,17,51224.882353,15524.764706,12662.0
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",621,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,22,41249.727273,11459.636364,9467.2272727
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",638,DIABETES WITH CC,19,24537.578947,7397.0526316,5817.6842105
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",18,34493.444444,9351.1666667,7995.1666667
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",14,21825.357143,6574.1428571,5075.0714286
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,17,45016.411765,10865.647059,8787.9411765
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,12,30387.916667,7520.0,6183.1666667
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,43,39661.604651,9021.1395349,7344.8837209
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,21,25615.190476,7022.6666667,5145.7142857
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,22,44633.772727,11793.863636,9739.9090909
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",811,RED BLOOD CELL DISORDERS WITH MCC,13,34427.230769,10419.0,9199.6923077
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",812,RED BLOOD CELL DISORDERS WITHOUT MCC,13,36511.461538,7428.3076923,5921.6153846
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,41,137359.46341,31173.97561,29247.97561
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,29,198233.37931,43394.62069,39911.896552
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,182,69951.357143,14480.571429,11731.043956
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,19,30998.210526,8328.1578947,6946.2631579
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,14,42529.428571,11156.071429,9051.1428571
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",885,PSYCHOSES,175,39131.445714,10046.611429,8136.4171429
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,13,60588.384615,11124.538462,8552.8461538
10011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,13,130612.76923,30009.153846,28140.0
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,9.0,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,60,93947.95,14079.533333,11672.85
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,9.0,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,33,50460.909091,8397.1818182,7407.8484848
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,9.0,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",17,67928.823529,10253.882353,9053.5882353
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,9.0,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",291,HEART FAILURE AND SHOCK WITH MCC,37,82060.162162,10056.756757,7353.6216216
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,9.0,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,23,172088.73913,12365.73913,10180.173913
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,9.0,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",603,CELLULITIS WITHOUT MCC,11,39099.636364,5663.0,4583.7272727
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,9.0,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,11,38960.727273,7216.2727273,5867.1818182
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,9.0,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,89,84987.910112,12995.235955,11955.123596
10012,Dekalb Regional Medical Center,Fort Payne,200 Med Center Drive,1,35968,AL,9.0,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,15,51435.466667,6760.3333333,5771.0
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,16,76021.5,11603.9375,10214.125
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,25,59696.44,6872.08,5638.16
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",70,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,18,82623.944444,10656.222222,9406.1111111
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",71,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,12,56729.0,7021.5833333,5776.8333333
10016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,99,88832.69697,14059.323232,11789.848485
