Agency Number,OCP_AGNCY_NAME,Account - Major Class,Account Description - Major Class,Account - Sub-Class,Account Description - Sub-Class,Account,Account Description,Fiscal Year,Accounting Period,Amount
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423432,SPECIAL MOVEMENT FEE,2008,5,$8500.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423432,SPECIAL MOVEMENT FEE,2008,6,$10000.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423432,SPECIAL MOVEMENT FEE,2008,7,$9250.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423432,SPECIAL MOVEMENT FEE,2008,8,$9000.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423432,SPECIAL MOVEMENT FEE,2008,9,$9500.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423432,SPECIAL MOVEMENT FEE,2008,10,$11250.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423432,SPECIAL MOVEMENT FEE,2008,11,$11750.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423432,SPECIAL MOVEMENT FEE,2008,12,$18500.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423439,SPECIAL COMBINATION VEHICLE,2008,2,$1080.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423439,SPECIAL COMBINATION VEHICLE,2008,3,$2520.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423439,SPECIAL COMBINATION VEHICLE,2008,4,$1320.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423439,SPECIAL COMBINATION VEHICLE,2008,5,$4200.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423439,SPECIAL COMBINATION VEHICLE,2008,6,$6240.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423439,SPECIAL COMBINATION VEHICLE,2008,7,$10800.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423439,SPECIAL COMBINATION VEHICLE,2008,8,$2400.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423439,SPECIAL COMBINATION VEHICLE,2008,9,$2160.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423439,SPECIAL COMBINATION VEHICLE,2008,10,$15120.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423439,SPECIAL COMBINATION VEHICLE,2008,11,$5640.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423439,SPECIAL COMBINATION VEHICLE,2008,12,$8160.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423442,LONG COMBINATION VEHICLE,2008,2,$140.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423442,LONG COMBINATION VEHICLE,2008,3,$2220.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423442,LONG COMBINATION VEHICLE,2008,4,$680.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423442,LONG COMBINATION VEHICLE,2008,5,$720.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423442,LONG COMBINATION VEHICLE,2008,6,$1120.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423442,LONG COMBINATION VEHICLE,2008,7,$1940.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423442,LONG COMBINATION VEHICLE,2008,8,$580.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423442,LONG COMBINATION VEHICLE,2008,9,$280.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423442,LONG COMBINATION VEHICLE,2008,10,$2540.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423442,LONG COMBINATION VEHICLE,2008,11,$1280.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423442,LONG COMBINATION VEHICLE,2008,12,$1580.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423443,WRECKER PERMITS,2008,2,$270.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423443,WRECKER PERMITS,2008,3,$720.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423443,WRECKER PERMITS,2008,4,$450.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423443,WRECKER PERMITS,2008,5,$1170.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423443,WRECKER PERMITS,2008,6,$15100.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423443,WRECKER PERMITS,2008,7,$15160.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423443,WRECKER PERMITS,2008,8,$4110.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423443,WRECKER PERMITS,2008,9,$900.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423443,WRECKER PERMITS,2008,10,$810.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423443,WRECKER PERMITS,2008,11,$1170.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423443,WRECKER PERMITS,2008,12,$630.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423445,TRANSPORT.& RECLAMATION PERMIT,2008,1,$1247.10
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423445,TRANSPORT.& RECLAMATION PERMIT,2008,2,$2065.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423445,TRANSPORT.& RECLAMATION PERMIT,2008,3,$915.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423445,TRANSPORT.& RECLAMATION PERMIT,2008,4,$6550.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423445,TRANSPORT.& RECLAMATION PERMIT,2008,5,$9189.73
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423445,TRANSPORT.& RECLAMATION PERMIT,2008,6,$460.27
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423445,TRANSPORT.& RECLAMATION PERMIT,2008,7,$895.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423445,TRANSPORT.& RECLAMATION PERMIT,2008,8,$6960.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423445,TRANSPORT.& RECLAMATION PERMIT,2008,9,$14622.34
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423445,TRANSPORT.& RECLAMATION PERMIT,2008,10,$4021.72
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423445,TRANSPORT.& RECLAMATION PERMIT,2008,11,$5295.87
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423445,TRANSPORT.& RECLAMATION PERMIT,2008,12,$8733.36
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423447,BUYERS ID CARD FEE,2008,2,$343.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423447,BUYERS ID CARD FEE,2008,3,$106.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423447,BUYERS ID CARD FEE,2008,5,$89.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423447,BUYERS ID CARD FEE,2008,7,$2.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423455,MOBILE HOME LICENSE,2008,2,$-40.50
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423455,MOBILE HOME LICENSE,2008,3,$221.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423455,MOBILE HOME LICENSE,2008,5,$42.50
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423455,MOBILE HOME LICENSE,2008,7,$7976.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423455,MOBILE HOME LICENSE,2008,8,$751.80
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423455,MOBILE HOME LICENSE,2008,9,$160.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423455,MOBILE HOME LICENSE,2008,10,$560.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423455,MOBILE HOME LICENSE,2008,11,$125.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,423400,VEHICLE RELATED               ,423455,MOBILE HOME LICENSE,2008,12,$160.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424207,EMPLOYMENT AGENCY LICENSE,2008,1,$250.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424207,EMPLOYMENT AGENCY LICENSE,2008,4,$500.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424207,EMPLOYMENT AGENCY LICENSE,2008,6,$250.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424207,EMPLOYMENT AGENCY LICENSE,2008,9,$4400345.22
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424207,EMPLOYMENT AGENCY LICENSE,2008,10,$6797489.11
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424207,EMPLOYMENT AGENCY LICENSE,2008,11,$704003.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424207,EMPLOYMENT AGENCY LICENSE,2008,12,$676530.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424212,FIREWORKS LICENSE,2008,1,$9521.03
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424212,FIREWORKS LICENSE,2008,2,$1200.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424212,FIREWORKS LICENSE,2008,8,$8760.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424212,FIREWORKS LICENSE,2008,9,$14870.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424212,FIREWORKS LICENSE,2008,10,$4515.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424212,FIREWORKS LICENSE,2008,11,$3210.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424212,FIREWORKS LICENSE,2008,12,$4280.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424222,RURAL ELECTRIC CO-OP LICENSE,2008,1,$1571.70
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424222,RURAL ELECTRIC CO-OP LICENSE,2008,2,$2034.15
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424222,RURAL ELECTRIC CO-OP LICENSE,2008,3,$1142.11
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424222,RURAL ELECTRIC CO-OP LICENSE,2008,5,$16.81
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424222,RURAL ELECTRIC CO-OP LICENSE,2008,6,$263.61
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424232,COIN OPERATED DISTRIBN PERMIT,2008,4,$200.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424232,COIN OPERATED DISTRIBN PERMIT,2008,5,$1600.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424232,COIN OPERATED DISTRIBN PERMIT,2008,12,$200.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424238,SAFETY FEE,2008,1,$84870.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424238,SAFETY FEE,2008,2,$60595.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424238,SAFETY FEE,2008,3,$63265.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424238,SAFETY FEE,2008,4,$78870.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424238,SAFETY FEE,2008,5,$69605.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424238,SAFETY FEE,2008,6,$72930.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424238,SAFETY FEE,2008,7,$41110.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424238,SAFETY FEE,2008,8,$57221.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424238,SAFETY FEE,2008,9,$69460.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424238,SAFETY FEE,2008,10,$65430.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424238,SAFETY FEE,2008,11,$143325.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424238,SAFETY FEE,2008,12,$72065.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424253,SALES TAX PERMIT,2008,1,$67323.22
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424253,SALES TAX PERMIT,2008,2,$54933.79
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424253,SALES TAX PERMIT,2008,3,$83500.32
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424253,SALES TAX PERMIT,2008,4,$86150.58
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424253,SALES TAX PERMIT,2008,5,$59926.93
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424253,SALES TAX PERMIT,2008,6,$50686.50
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424253,SALES TAX PERMIT,2008,7,$47867.13
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424253,SALES TAX PERMIT,2008,8,$55234.11
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424253,SALES TAX PERMIT,2008,9,$56825.10
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424253,SALES TAX PERMIT,2008,10,$70059.99
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424253,SALES TAX PERMIT,2008,11,$51246.59
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424200,BUSINESS                      ,424253,SALES TAX PERMIT,2008,12,$49215.78
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,424600,INSURANCE AGENTS              ,424601,INSURANCE AGENT LICENSE,2008,9,$1102412.50
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425411,CHIROPRACTIC EXAMINER LIC&FEE,2008,1,$1094.61
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425411,CHIROPRACTIC EXAMINER LIC&FEE,2008,2,$740.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425411,CHIROPRACTIC EXAMINER LIC&FEE,2008,4,$2519.93
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425411,CHIROPRACTIC EXAMINER LIC&FEE,2008,7,$11387.54
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425411,CHIROPRACTIC EXAMINER LIC&FEE,2008,9,$3739.44
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425416,PODIATRY BOARD LICENSE AND FEE,2008,1,$478.50
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425416,PODIATRY BOARD LICENSE AND FEE,2008,2,$73.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425416,PODIATRY BOARD LICENSE AND FEE,2008,3,$17.50
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425416,PODIATRY BOARD LICENSE AND FEE,2008,4,$2.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425416,PODIATRY BOARD LICENSE AND FEE,2008,5,$71.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425416,PODIATRY BOARD LICENSE AND FEE,2008,6,$60.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425416,PODIATRY BOARD LICENSE AND FEE,2008,7,$95.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425416,PODIATRY BOARD LICENSE AND FEE,2008,8,$272.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425416,PODIATRY BOARD LICENSE AND FEE,2008,9,$6.21
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425416,PODIATRY BOARD LICENSE AND FEE,2008,10,$60.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425416,PODIATRY BOARD LICENSE AND FEE,2008,11,$10.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425416,PODIATRY BOARD LICENSE AND FEE,2008,12,$301.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425421,"DENTAL REGIS, EXAM & OTHER FEE",2008,1,$1825.48
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425421,"DENTAL REGIS, EXAM & OTHER FEE",2008,2,$526.18
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425421,"DENTAL REGIS, EXAM & OTHER FEE",2008,3,$697.02
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425421,"DENTAL REGIS, EXAM & OTHER FEE",2008,4,$369.88
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425421,"DENTAL REGIS, EXAM & OTHER FEE",2008,5,$15540.25
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425421,"DENTAL REGIS, EXAM & OTHER FEE",2008,6,$8046.70
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425421,"DENTAL REGIS, EXAM & OTHER FEE",2008,7,$10440.70
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425421,"DENTAL REGIS, EXAM & OTHER FEE",2008,8,$6999.90
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425421,"DENTAL REGIS, EXAM & OTHER FEE",2008,9,$1657.31
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425421,"DENTAL REGIS, EXAM & OTHER FEE",2008,10,$1567.28
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425421,"DENTAL REGIS, EXAM & OTHER FEE",2008,11,$1503.53
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425421,"DENTAL REGIS, EXAM & OTHER FEE",2008,12,$2452.22
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425426,EMBALMERS&FUNERAL DIR.LIC/FEE,2008,1,$412.36
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425426,EMBALMERS&FUNERAL DIR.LIC/FEE,2008,2,$350.38
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425426,EMBALMERS&FUNERAL DIR.LIC/FEE,2008,3,$334.97
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425426,EMBALMERS&FUNERAL DIR.LIC/FEE,2008,4,$238.50
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425426,EMBALMERS&FUNERAL DIR.LIC/FEE,2008,5,$2698.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425426,EMBALMERS&FUNERAL DIR.LIC/FEE,2008,6,$5348.82
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425426,EMBALMERS&FUNERAL DIR.LIC/FEE,2008,7,$14637.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425426,EMBALMERS&FUNERAL DIR.LIC/FEE,2008,12,$9401.89
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425436,PHYSICIANS LICENSE & FEE,2008,1,$26240.72
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425436,PHYSICIANS LICENSE & FEE,2008,2,$18071.00
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425436,PHYSICIANS LICENSE & FEE,2008,3,$16858.04
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425436,PHYSICIANS LICENSE & FEE,2008,4,$13834.27
0,STATE OF OKLAHOMA,400600,LIC/PERMITS/TUITION/FEES/OTH,425400,MEDICAL PROFESSIONAL          ,425436,PHYSICIANS LICENSE & FEE,2008,5,$20154.24
