OBJECTID,QUAD,SEGMENT,SRC_MAP,SRC_SCALE,SRC_YEAR,HELP_MAP,HELP_SCALE,HELP_DATE,FPR_TRAIL_,JUR,MAINT,MAINT2,CLASS,LONG_,LTS,AT_,ATS,ALTS,CAT,VAST,VAST_1,VAST_2,VAFD,SFT,LRP,PCT,ATV,OT,ID,NOTES,MILES,SHAPElen
2434,506,13, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,506013,FR  to map edge,0.984,1584.72463893688
2435,506,14, ,0,0, ,0, ,0,FD,GM,FS,OT,T,T,T, , , , , , , , , , , , ,506014,parking lot up old road to end of road,0.827,1331.44652644382
2436,506,15, ,0,0, ,0, ,0,FD,GM,FS,OT,T,T,T, , , , , , , , , , , , ,506015,end of road to trail intersection,1.103,1776.230567887
2437,506,16, ,0,0, ,0, ,0,FD,GM,FS,OT,T,T,T, , , , , , , , , , , , ,506016,trail to Baker Peak,1.302,2096.59396360655
2438,506,17, ,0,0, ,0, ,0,FD,VA,CT,FR, , , , , , ,T, , , , , , , , ,506017,Rte. 7F1 Corr.,4.276,6884.83375469756
2439,506,18, ,0,0, ,0, ,0,FD,VA,CA,FR, , , , , , ,T, , , , , , , , ,506018,Rte. 7 Corr. from ski trail intersect FR10,0.928,1493.90262713211
2440,506,19, ,0,0, ,0, ,0,FD,VA,CA,OT, , , , , , , , , ,T, , , , , ,506019,along 10 Kiln trail to trail intersection,0.362,582.853416098101
2441,506,20, ,0,0, ,0, ,0,FD,VA,CA,OT, , , , , , , , , ,T, , , , , ,506020,along 10 Kiln trail to map edge,0.585,941.421654161986
2442,506,21, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,506021,map edge to trail intersection along FR 21 Rte 7 C,0.095,153.215258775108
2443,506,22, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,506022,along FR 21 to intersection with FR 58 Rte. 7 Corr,2.236,3599.26617101416
2444,506,23, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,506023,north along FR 58 to the end Rte. 7 Corr,1.981,3188.7493233711
2445,506,24, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,506024,to north of Griffith lake and ATLT intersection,3.256,5242.30458159657
2446,506,25, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,506025,along Old Job trail north to FR 30 Rte. 7 Corr.,2.21,3558.56269060937
2447,506,26, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,506026,along FR 30 to FR 10 Rte. 7F1 Corr.,0.537,864.501503707131
2448,506,27, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,506027,west to FR 31 Rte. 7F1 Corr.,1.326,2134.47019540506
2449,506,28, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,506028,west from FR 31 to road intersection,0.673,1083.08517304023
2450,506,29, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,506029,Rte. 7f1 FR31,1.602,2578.47778866611
2451,506,30, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,506030,Rte. 7f1 FR31,1.188,1911.89928135677
2452,506,31, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , ,T, , , , , , , , ,506031,Rte. 7f1 FR31 town road,1.088,1752.29042241568
2453,506,32, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,506032,Secondary trail,0.351,565.179636141453
2454,506,33, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,506033,Secondary trail,0.344,554.557795671905
2455,506,34, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,506034,Rte. 7F2 Corr.,1.536,2472.99326131263
2456,506,35, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,506035,Rte. 7F2 Corr.,0.038,60.5875520378366
2457,506,36, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,506036,Secondary trail,0.127,203.834770756425
2458,506,37, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,506037,Secondary trail,0.168,270.612923179314
2459,506,38, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,506038,Rte. 7F2 Corr.,1.357,2184.15343424046
2460,506,39, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,506039,Rte. 7F2 Corr.,0.902,1452.89175349573
2461,506,40, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,506040,Secondary trail,0.823,1324.88519287112
2462,506,41, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,506041,Secondary trail,0.169,272.359335564397
2463,506,42, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,506042,Secondary trail FR21,0.532,856.097713750092
2464,506,43, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,506043,Secondary trail,1.098,1767.46560007145
2465,506,44, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , , , , ,T, , , , , ,506044,Secondary trail town road,1.005,1617.92297043011
2466,506,45, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,506045,Secondary trail,0.328,527.557648444084
2467,506,46, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,506046,Secondary trail,0.055,87.8079886918061
2468,506,47, ,0,0, ,0, ,0,FD,CT,FS,FR, , , , , ,T, , , , , , , , , ,506047,FR21,1.443,2322.97544753331
2469,506,48, ,0,0, ,0, ,0,FD,SK,FS,OT, , , , , , , , , , ,T, , , , ,506048,WROC Ski trail,1.074,1728.8037381353
2470,506,49, ,0,0, ,0, ,0,FD,SK,FS,OT, , , , , , , , , , ,T, , , , ,506049,WROC Ski trail,0.271,437.037612618384
2471,506,50, ,0,0, ,0, ,0,FD,SK,FS,OT, , , , , , , , , , ,T, , , , ,506050,WROC Ski trail,1.533,2468.8197452024
2472,506,51, ,0,0, ,0, ,0,FD,SK,FS,OT, , , , , , , , , , ,T, , , , ,506051,WROC Ski trail,0.182,292.297603040365
2473,506,52, ,0,0, ,0, ,0,FD,SK,FS,OT, , , , , , , , , , ,T, , , , ,506052,WROC Ski trail,0.535,860.697127424957
2474,506,53, ,0,0, ,0, ,0,FD,SK,FS,OT, , , , , , , , , , ,T, , , , ,506053,WROC Ski trail,1.27,2044.32626918264
2475,506,54, ,0,0, ,0, ,0,FD,SK,FS,OT, , , , , , , , , , ,T, , , , ,506054,WROC Ski trail,1.702,2740.34461886849
2476,506,55, ,0,0, ,0, ,0,FD,SK,FS,OT, , , , , , , , , , ,T, , , , ,506055,WROC Ski trail,0.924,1487.72656946435
2477,506,56, ,0,0, ,0, ,0,FD,SK,FS,OT, , , , , , , , , , ,T, , , , ,506056,WROC Ski trail,0.922,1483.62888633409
2478,506,57, ,0,0, ,0, ,0,FD,SK,FS,OT, , , , , , , , , , ,T, , , , ,506057,WROC Ski trail,0.176,283.819877069449
2479,506,58, ,0,0, ,0, ,0,FD,SK,FS,OT, , , , , , , , , , ,T, , , , ,506058,WROC Ski trail,0.433,696.351250189998
2480,506,59, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,506059,Old Job hiking trail,1.888,3040.25146926755
2481,607,1, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,607001,Connects FR244 Corridor Trail,0.161,259.741145916689
2482,607,2, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,607002,corridor thru woods to old road/trail section,2.079,3347.68924302014
2483,607,3, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,607003,along road to map edge,0.32,515.872783832766
2484,607,4, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,607004,map edge to camp on private land,1.24,1996.79109917931
2485,607,5, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,607005,along FR 244 toward Rt 155 to property line,0.158,255.075985456114
2486,607,6, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,607006,along FR 244 to trail intersection,0.144,231.455980009052
2487,607,7, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,607007,along FR 244 to property line,0.123,197.493422829687
2488,607,8, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,607008,property line to road intersection,0.35,564.13451508534
2489,607,9, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,607009,road intersection to Rt 155,0.212,341.729370744855
2490,607,10, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,607010,map edge to trail intersection,0.682,1098.39383966158
2491,607,11, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,607011,trail intersection to trail intersection,0.35,563.711573602802
2492,607,12, ,0,0, ,0, ,0,FD,VA, ,OT, , , , , , , , , ,T, , , , , ,607012,west of old road to map edge,0.26,418.289361830676
2493,607,13, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,607013,map edge along FR 76 to property line,0.878,1413.72202248974
2494,607,14, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,607014,FR 76 from property line to road intersection,0.068,109.48300303844
2495,607,15, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,607015,FR 76 west to map edge,0.898,1445.01462709393
2496,607,16, ,0,0, ,0, ,0,PV,VA, ,PR, , , , , , , , , ,T, , , , , ,607016,segment off FR 244 west,0.42,676.788525344053
2497,607,17, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,607017,south off road to GMNF property line,0.55,884.821868995228
2498,607,18, ,0,0, ,0, ,0,FD,VA, ,OT, , , , , , , , , ,T, , , , , ,607018,south to corridor trail,0.347,559.220349629017
2499,607,19, ,0,0, ,0, ,0,ST,VA,ST,SF, , , , , , ,T, , , , , , , , ,607019,RT 155 along Yale Forest Rd to trail intersection,0.266,429.022648478889
2500,607,20, ,0,0, ,0, ,0,ST,VA,ST,SF, , , , , , ,T, , , , , , , , ,607020,trail intersection to trail/road intersection,0.227,365.454958761856
2501,607,21, ,0,0, ,0, ,0,ST,VA,ST,SF, , , , , , ,T, , , , , , , , ,607021,trail intersection to property line,0.23,369.683424455823
2502,607,22, ,0,0, ,0, ,0,ST,VA,ST,SF, , , , , , ,T, , , , , , , , ,607022,along truck road to trail intersection (Okemo SF),0.129,208.037473629955
2503,607,23, ,0,0, ,0, ,0,ST,VA,ST,SF, , , , , , ,T, , , , , , , , ,607023,from road intersection to road intersection,0.362,582.097363989573
2504,607,24, ,0,0, ,0, ,0,ST,VA,ST,SF, , , , , , ,T, , , , , , , , ,607024,between 2 road intersections,0.267,429.538937751539
2505,607,25, ,0,0, ,0, ,0,ST,VA, ,OT, , , , , , ,T, , , , , , , , ,607025,along skid roads to Okemo property line,4.18,6730.4704457013
2506,607,26, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,607026,west off Yale Rd thru woods to old jeep trail,0.286,460.150443164096
2507,607,27, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,607027,north along jeep trail to end of road,1.334,2148.19621156799
2508,607,28, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,607028,west thru woods to road end @ meadow,1.009,1624.04968999834
2509,607,29, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,607029,west from Healdville to road intersection,2.643,4254.53002948733
2510,607,30, ,0,0, ,0, ,0,UT,VA, ,UC, , , , , , ,T, , , , , , , , ,607030,along powerline to edge of swamp,0.465,748.19177767846
2511,607,31, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,607031,from swamp to RR tracks and Rt 103,0.103,166.251611062494
2512,607,32, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,607032,from RR tracks & Rt 103 to TH,0.128,205.52437325805
2513,607,33, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,607033,segment between TH's,1.477,2378.6678938014
2514,607,34, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,607034,TH to powerline,0.247,397.566579956643
2515,607,35, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,607035,powerline to old road intersection,1.181,1901.38578044911
2516,607,36, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,607036,to class 4 TH,0.875,1408.79072084079
2517,607,37, ,0,0, ,0, ,0,PV,VA, ,TH, , , , , , ,T, , , , , , , , ,607037,toward lake Ninevah to road intersection,0.825,1328.34156704159
2518,607,38, ,0,0, ,0, ,0,MU,VA, ,TH, , , , , , , , , ,T, , , , , ,607038,east to map edge along TH,0.496,798.0360326543
2519,606,1, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,606001,map edge to road intersection,0.952,1533.48952242096
2520,606,2, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,606002,road intersection to road intersection,0.978,1574.61349697205
2521,606,3, ,0,0, ,0, ,0,UK,CT, ,FR, , , , , ,T, , , , , , , , , ,606003,FR 12 to intersection w/ FR10,0.273,439.082294063106
2522,606,4, ,0,0, ,0, ,0,UK,CT, ,FR, , , , , ,T, , , , , , , , , ,606004,north of FR 10 to ski touring trail,0.166,267.635994977576
2523,606,5, ,0,0, ,0, ,0,UK,VA, ,FR, , , , , , ,T, , , , , , , , ,606005,ski trail on FR 10 to GMNF line,0.524,842.954504812369
2524,606,6, ,0,0, ,0, ,0,FD,VA,CA,FR, , , , , , ,T, , , , , , , , ,606006,property line along FR 10 to map edge,0.354,570.144745882033
2525,606,7, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,606007,map edge to end of FR 279,0.836,1345.61471314162
2526,606,8, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,606008,from end of FR 279 to GMNF property line,0.511,822.486201805484
2527,606,9, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,606009,across private land to road intersection & end,0.332,535.092053856455
2528,606,10, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,606010,north on road/trail to GMNF line,0.424,682.120546990734
2529,606,11, ,0,0, ,0, ,0,FD,VA, ,OT, , , , , , , , , ,T, , , , , ,606011, ,0.504,811.276205956321
2530,606,12, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,606012,to trail intersection,0.634,1020.59947751366
2531,606,13, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,606013,to trail intersection,0.618,994.550270051562
2532,606,14, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,606014,to trail end,0.748,1204.33672235173
2533,606,15, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,606015,to ski trail intersection,0.66,1062.82969903757
2534,606,16, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,606016,West River Outing Club,0.528,849.452669718614
2535,606,17, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,606017,up to end of FR 29,0.539,867.458596779376
2536,606,18, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,606018,ski trail up to end of FR 29 WROK,0.559,900.496460587021
2537,606,19, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,606019,trail division to road intersection,0.113,181.334898015176
2538,606,20, ,0,0, ,0, ,0,FD,OT,FS,OT, , , , , , , , , , ,T, , , , ,606020,ski trail NW to trail intersection WROK,1.572,2531.24216335196
2539,606,22, ,0,0, ,0, ,0,FD,OT,FS,OT, , , , , , , , , , ,T, , , , ,606022,north/south back to close loop WROK,1.97,3171.00937201194
2540,606,21, ,0,0, ,0, ,0,FD,OT,FS,OT, , , , , , , , , , ,T, , , , ,606021,ski trail north to trail end WROK,1.173,1888.18625981365
2541,606,23, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,606023,FR 29 SE to where plowed,1.057,1701.26915050647
2542,606,24, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,606024,along FR 17A,0.612,985.851941447674
2543,606,25, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,606025,on FR 17 NW to trail intersection and end road,0.322,518.658594528518
2544,606,26, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,606026,trail to west from end of FR 17,0.785,1264.62028722052
2545,606,27, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,606027,along FR 17-from FR 17A to trail intersection,0.238,383.624666534438
2546,606,28, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,606028,trail intersection to GMNF line,0.793,1276.53451621764
2547,606,29, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,606029,along portion of FR 18,0.804,1294.53539753363
2548,606,30, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,606030,on private land north to map edge,0.599,964.9582609041
2549,606,31, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,606031,along road between 2 road intersections,1.193,1920.91102796564
2550,606,32, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,606032,to trail intersection,0.469,754.286130509427
2551,606,33, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,606033,between old road/trail intersect and FR 299,0.273,439.600224278045
2552,606,34, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,606034,from Rt 155 north along FR 299 to end of trail,0.429,691.021752341854
2553,606,35, ,0,0, ,0, ,0,FD,OT, ,OT, , , , , , , , , , ,T, , , , ,606035,ski trail from map edge to GMNF line WROK,0.447,719.052716302136
2554,606,36, ,0,0, ,0, ,0,PV,OT, ,OT, , , , , , , , , , , , ,T, , ,606036,ski trail from GMNF line SE to TH  WROK,1.137,1831.31996165722
2555,606,37, ,0,0, ,0, ,0,FD,OT, ,OT, , , , , , , , , , ,T, , , , ,606037,ski trail from map edge to GMNF line WROK,0.422,678.770704439402
2556,606,38, ,0,0, ,0, ,0,PV,OT, ,OT, , , , , , , , , , , , ,T, , ,606038,ski trail from GMNF line to FR 10 WROK,0.301,485.077635319973
2557,606,39, ,0,0, ,0, ,0,PV,OT, ,OT, , , , , , , , , , , , ,T, , ,606039,ski trail from FR 12 south to GMNF line WROK,0.345,556.189194024389
2558,606,40, ,0,0, ,0, ,0,FD,OT, ,OT, , , , , , , , , , ,T, , , , ,606040,ski trail from GMNF line west to map edge WROK,0.596,959.462869842984
2559,505,1, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,505001,nap edge north to intersection w/ Branch Pond trai,2.213,3562.96292231402
2560,505,2, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,505002,Branch Pond trail west to VAST trail,0.105,168.279475653955
2561,505,3, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,505003,map edge north to VAST trail intersection,1.804,2903.78687420756
2562,505,4, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,505004,between VAST trail intersections,1.14,1835.30266505146
2563,505,5, ,0,0, ,0, ,0,FD,GM,VA,OT,T, ,T, , , ,T, , , , , , , , ,505005, ,0.382,614.79994921872
2564,505,6, ,0,0, ,0, ,0,FD,GM,VA,OT,T, ,T, , , ,T, , , , , , , , ,505006,trail intersection to Rt 11/30,0.143,230.416342361542
2565,505,7, ,0,0, ,0, ,0,FD,GM,VA,OT,T, ,T, , , ,T, , , , , , , , ,505007,Rt 11/30 to powerline along road system,0.096,154.874360703307
2566,505,8, ,0,0, ,0, ,0,FD,GM,VA,OT,T, ,T, , , ,T, , , , , , , , ,505008,powerline to VAST trail intersection,0.745,1199.45428054973
2567,505,9, ,0,0, ,0, ,0,FD,GM,VA,OT,T, ,T, , , ,T, , , , , , , , ,505009,to trail intersection @ Hapgood Pond SF,1.489,2396.80486571358
2568,505,10, ,0,0, ,0, ,0,ST,GM,VA,OT,T, ,T, , , ,T, , , , , , , , ,505010,Hapgood SF to GMNF line,0.254,409.3802953488
2569,505,12, ,0,0, ,0, ,0,FD,GM,ST,OT, , , , , , , , , , ,T, , , , ,505012,Branch Pond trail to map edge,1.802,2900.43162301949
2570,505,11, ,0,0, ,0, ,0,FD,GM,VA,OT,T, ,T, , , ,T, , , , , , , , ,505011,thru GMNF lands to map edge,1.421,2287.29405881321
2571,505,13, ,0,0, ,0, ,0,UK,VA,CT,OT, , , , , ,T,T, , , , , , , , ,505013,map edge to trail intersection,0.201,323.523346446063
2572,505,14, ,0,0, ,0, ,0,UK,VA,CT,OT, , , , , ,T,T, , , , , , , , ,505014,upper portionof loop trail,3.244,5222.89305376221
2573,505,15, ,0,0, ,0, ,0,UK,VA,CT,OT, , , , , ,T,T, , , , , , , , ,505015,trail intersection to road intersection,0.174,280.079411491737
2574,505,16, ,0,0, ,0, ,0,MU,VA,CT,TH, , , , , ,T,T, , , , , , , , ,505016,along road,0.645,1038.60791311239
2575,505,17, ,0,0, ,0, ,0,UK,VA,CT,TH, , , , , ,T,T, , , , , , , , ,505017,road intersection to Rt 30,1.421,2287.82394421755
2576,505,18, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,505018,Rt 30 to TH at Red Fox Inn,0.601,967.446658216242
2577,505,19, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,505019, ,1.605,2584.30498033127
2578,505,20, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,505020,to powerline,1.13,1819.98997711209
2579,505,22, ,0,0, ,0, ,0,UK,VA, ,SH, , , , , , ,T, , , , , , , , ,505022,along highway from AT/LT to intersection,0.171,275.831726389527
2580,505,23, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,505023, ,0.719,1157.30016043252
2581,505,24, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,505024,to end of FR 21,1.372,2208.14077502455
2582,505,25, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,505025,along FR 21 to map edge,1.181,1901.47681796769
2583,505,26, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,505026,map edge to Mad Tom Brook @ end old road,0.875,1408.58917492531
2584,505,27, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,505027,"end road, north to map edge",0.453,728.900945383904
2585,505,28, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,505028,segment between 2 corridor trails,1.323,2129.39308237288
2586,505,29, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,505029,segment between 2 corridor trails,0.093,149.980721490808
2587,505,30, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,505030,trail intersection to map edge,0.895,1441.54045161939
2588,505,31, ,0,0, ,0, ,0,UT,VA, ,UC, , , , , , , , , ,T, , , , , ,505031,along powerline to trail intersection,0.824,1327.20521593165
2589,505,32, ,0,0, ,0, ,0,UT,VA, ,UC, , , , , , , , , ,T, , , , , ,505032,along powerline to trail intersection,1.633,2628.88080564564
2590,505,33, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,505033,connect road and Rt 30 to powerline,0.384,618.451444603838
2591,505,34, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,505034,from road intersection to Rt 30,0.092,148.643267518473
2592,505,35, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,505035,"along road, west to intersection",1.248,2010.0263966969
2593,505,36, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,505036, ,1.451,2335.56134463163
2594,505,21, ,0,0, ,0, ,0,UT,VA, ,UC, , , , , , ,T, , , , , , , , ,505021,along powerline to NW,1.915,3083.04295118461
2595,505,37, ,0,0, ,0, ,0,UT,VA, ,UC, , , , , , ,T, , , , , , , , ,505037,along powerline between 2 trail intersections,0.43,692.62399739211
2596,505,38, ,0,0, ,0, ,0,ER, , , , , , , , , , , , , , , , , , ,505038, ,1.093,1760.3959356511
2597,505,39, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,505039,powerline to property line,1.611,2592.91879012707
2598,505,40, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,505040,property line to trail intersection,0.296,477.051789403637
2599,505,41, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,505041,across GMNF lands to intersect with ATLT,0.711,1144.60816891091
2600,505,42, ,0,0, ,0, ,0,FD,VA,FS,OT,T, ,T, , , ,T, , , , , , , , ,505042,west on old road to map edge,0.293,472.364074890437
2601,505,43, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,505043,trail intersection to property line,0.558,898.446490551473
2602,505,44, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,505044,from Corridor 7 west to GMNF line,1.43,2302.72572193723
2603,505,45, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,505045,from powerline to ATLT intersect and property line,0.141,227.495634836989
2604,505,46, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,505046,RT 7 corridor to intersect 7F3 Corridor,0.684,1101.21606805024
2605,505,47, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,505047,to intersect w/ ATLT,1.257,2023.1456870054
2606,505,48, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,505048,7F3 corridor trail west to intersect with  Rt 30,0.144,232.486199690147
2607,505,49, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,505049,7F3 corridor trail between Rt 30 and TH,0.134,215.397657437341
2608,505,50, ,0,0, ,0, ,0,MU,VA, ,TH, , , , , , ,T, , , , , , , , ,505050,along TH,0.107,172.553678149559
2609,505,51, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,505051,7F3 from TH to map edge,0.127,204.650238507963
2610,504,1, ,0,0, ,0, ,0,PV,GM, ,OT,T, ,T, , , , , , , , , , , , ,504001,map edge to GMNF line,0.249,400.435435271679
2611,504,2, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,504002,GMNF line to trail intersection,0.323,520.430895826457
