SECTION_NUMBER,ON_STREET,FROM_STREET,TO_STREET,LENGTH,COUNT_,CURRENT_PQI,MEASURED_PQI,PQI_DATE,CLASS,YEAR,ObjectId
39480,CONCORDA DR,COTTONWOOD DR,EVERGREEN RD,660,2.0,69.2,69.2,2023/02/22 07:00:00+00,Local,2023.0,3939
40960,ALBERT AV,END,FAIRMONT DR,106,2.0,30.1,30.1,2023/02/23 07:00:00+00,Local,2023.0,3940
42080,PALM DR,ERIE DR,LOYOLA DR,220,2.0,67.7,67.7,2023/02/19 07:00:00+00,Local,2023.0,3941
41550,CUTLER DR,BROADWAY RD,18TH ST,724,2.0,38.0,38.0,2023/02/24 07:00:00+00,Local,2023.0,3942
40470,FAIR LN,GENEVA DR,FAIRMONT DR,354,2.0,80.4,80.4,2023/02/17 07:00:00+00,Local - Industrial,2023.0,3943
39490,COUNTRY CLUB WY,HERMOSA DR,RIVIERA DR,285,2.0,75.7,75.7,2023/02/18 07:00:00+00,Local,2023.0,3944
40970,ALBERT AV,FAIRMONT DR,GENEVA DR,391,2.0,32.7,32.7,2023/02/23 07:00:00+00,Local,2023.0,3945
42090,DEL RIO DR,DROMEDARY DR,DEL RIO DR,529,2.0,87.1,87.1,2023/02/19 07:00:00+00,Local,2023.0,3946
41560,CUTLER DR,18TH ST,17TH ST,564,2.0,34.4,34.4,2023/02/24 07:00:00+00,Local,2023.0,3947
40480,FAIR LN,FAIRMONT DR,PARK DR,304,2.0,79.4,79.4,2023/02/17 07:00:00+00,Local - Industrial,2023.0,3948
39500,RIVIERA DR,COUNTRY CLUB WY,RIVER DR,880,2.0,79.0,79.0,2023/02/18 07:00:00+00,Local,2023.0,3949
40980,GENEVA DR,ALBERT AV,PRIEST DR,583,2.0,32.2,32.2,2023/02/23 07:00:00+00,Local,2023.0,3950
42100,DEL RIO DR,DEL RIO DR,MILL AV,446,2.0,90.6,90.6,2023/02/19 07:00:00+00,Local,2023.0,3951
41570,17TH ST,CUTLER DR,POLLEY ANN DR,145,2.0,34.3,34.3,2023/02/24 07:00:00+00,Local,2023.0,3952
40490,FAIR LN,PARK DR,CAMPUS DR,603,2.0,77.4,77.4,2023/02/17 07:00:00+00,Local - Industrial,2023.0,3953
40500,FAIR LN,CAMPUS DR,ALAMEDA DR,492,2.0,78.7,78.7,2023/02/17 07:00:00+00,Local - Industrial,2023.0,3954
39510,RIVER DR,END,RIVIERA DR,169,2.0,75.6,75.6,2023/02/18 07:00:00+00,Local,2023.0,3955
42110,DEL RIO DR,MILL AV,END,932,2.0,73.1,73.1,2023/02/20 07:00:00+00,Local,2023.0,3956
40990,FAIRMONT DR,55TH ST,PRIEST DR,975,3.0,81.4,81.4,2023/02/23 07:00:00+00,Local - Industrial,2023.0,3957
41580,POLLEY ANN DR,17TH ST,16TH ST,157,2.0,30.3,30.3,2023/02/24 07:00:00+00,Local,2023.0,3958
41000,FAIRMONT DR,PRIEST DR,MARGO DR,789,2.0,87.2,87.2,2023/02/23 07:00:00+00,Local - Industrial,2023.0,3959
39520,RIVER DR,RIVIERA DR,HERMOSA DR,285,2.0,77.0,77.0,2023/02/18 07:00:00+00,Local,2023.0,3960
42120,DEL RIO DR CDS,DEL RIO DR,END,188,2.0,85.8,85.8,2023/02/19 07:00:00+00,Local,2023.0,3961
40510,FAIRMONT DR,48TH ST,FAIR LN,440,1.0,61.9,61.9,2023/02/17 07:00:00+00,Local - Industrial,2023.0,3962
41590,POLLEY ANN DR,16TH ST,15TH ST,314,2.0,34.4,34.4,2023/02/24 07:00:00+00,Local,2023.0,3963
41010,FAIRMONT DR,MARGO DR,HARDY DR,1860,2.0,93.7,93.7,2023/02/23 07:00:00+00,Local - Industrial,2023.0,3964
39530,RIVER DR,HERMOSA DR,MANHATTON DR,306,2.0,79.1,79.1,2023/02/18 07:00:00+00,Local,2023.0,3965
42130,BALBOA DR,DROMEDARY DR,END,448,2.0,77.7,77.7,2023/02/19 07:00:00+00,Local,2023.0,3966
40511,FAIRMONT DR,FAIR LN,48TH ST,444,1.0,90.5,90.5,2021/07/06 07:00:00+00,Local - Industrial,2021.0,3967
41600,POLLEY ANN DR,15TH ST,14TH ST,311,2.0,37.5,37.5,2023/02/24 07:00:00+00,Local,2023.0,3968
41020,FAIRMONT DR,HARDY DR,ROOSEVELT ST,1319,2.0,93.2,93.2,2023/02/23 07:00:00+00,Local - Industrial,2023.0,3969
39540,RIVER DR,MANHATTON DR,LA JOLLA DR,299,2.0,82.8,82.8,2023/02/18 07:00:00+00,Local,2023.0,3970
42140,ALAMEDA DR,END,DROMEDARY DR,186,3.0,78.9,78.9,2023/02/20 07:00:00+00,Collector,2023.0,3971
40520,GENEVA DR,FAIR LN,PARK DR,852,2.0,80.1,80.1,2023/02/17 07:00:00+00,Local - Industrial,2023.0,3972
41610,POLLEY ANN DR,14TH ST,13TH ST,557,2.0,42.9,42.9,2023/02/24 07:00:00+00,Local,2023.0,3973
41030,FAIRMONT DR,ROOSEVELT ST,WILSON ST,874,2.0,93.1,93.1,2023/02/23 07:00:00+00,Local - Industrial,2023.0,3974
39550,RIVER DR,LA JOLLA DR,PEBBLE BEACH DR,291,2.0,78.6,78.6,2023/02/18 07:00:00+00,Local,2023.0,3975
42150,ALAMEDA DR,DROMEDARY DR,MAPLE AV,554,3.0,89.2,89.2,2023/02/20 07:00:00+00,Collector,2023.0,3976
40530,HUNTINGTON DR,FAIR LN,PARK DR,653,2.0,79.7,79.7,2023/02/17 07:00:00+00,Local - Industrial,2023.0,3977
41620,DROMEDARY DR,END,GENEVA DR,402,2.0,86.9,86.9,2023/02/19 07:00:00+00,Local,2023.0,3978
41040,MARGO DR,FAIRMONT DR,GENEVA DR,577,2.0,91.6,91.6,2023/02/23 07:00:00+00,Local - Industrial,2023.0,3979
39560,RIVER DR,PEBBLE BEACH DR,LAGUNA DR,297,2.0,85.6,85.6,2023/02/18 07:00:00+00,Local,2023.0,3980
42160,ALAMEDA DR,MAPLE AV,MILL AV,325,3.0,91.2,91.2,2023/02/20 07:00:00+00,Collector,2023.0,3981
40540,HUNTINGTON DR,PARK DR,POTTER RD,519,2.0,83.5,83.5,2023/02/17 07:00:00+00,Local - Industrial,2023.0,3982
41050,GENEVA DR,MARGO DR,HARDY DR,1855,2.0,91.4,91.4,2023/02/23 07:00:00+00,Local - Industrial,2023.0,3983
39570,RIVER DR,LAGUNA DR,MALIBU DR,293,2.0,85.6,85.6,2023/02/18 07:00:00+00,Local,2023.0,3984
42170,ALAMEDA DR,MILL AV,FOREST AV,673,3.0,85.2,85.2,2023/02/20 07:00:00+00,Collector,2023.0,3985
40550,52ND ST,POTTER RD,FAIRMONT DR,1221,2.0,80.1,80.1,2023/02/17 07:00:00+00,Local - Industrial,2023.0,3986
41060,GENEVA DR,HARDY DR,ROOSEVELT ST,1312,2.0,92.2,92.2,2023/02/23 07:00:00+00,Local - Industrial,2023.0,3987
39580,RIVER DR,MALIBU DR,SOUTHERN AV,442,2.0,73.2,73.2,2023/02/18 07:00:00+00,Local,2023.0,3988
40560,52ND ST,FAIRMONT DR,CAMPUS DR,934,2.0,81.7,81.7,2023/02/17 07:00:00+00,Local - Industrial,2023.0,3989
41070,GENEVA DR,ROOSEVELT ST,WILSON ST,831,2.0,92.8,92.8,2023/02/23 07:00:00+00,Local - Industrial,2023.0,3990
39590,RIVER DR,SOUTHERN AV,HUNTINGTON DR,191,2.0,39.2,39.2,2023/02/18 07:00:00+00,Local,2023.0,3991
40570,52ND ST,CAMPUS DR,ALAMEDA DR,465,2.0,82.1,82.1,2023/02/17 07:00:00+00,Local - Industrial,2023.0,3992
41080,WILSON ST,GENEVA DR,FAIRMONT DR,571,2.0,90.3,90.3,2023/02/23 07:00:00+00,Local - Industrial,2023.0,3993
39600,RIVER DR,HUNTINGTON DR,GENEVA DR,272,2.0,40.8,40.8,2023/02/18 07:00:00+00,Local,2023.0,3994
40580,PARK DR,FAIR LN,FAIRMONT DR,1066,2.0,82.4,82.4,2023/02/17 07:00:00+00,Local - Industrial,2023.0,3995
41090,55TH ST,FAIRMONT DR,ALAMEDA DR,1235,3.0,77.8,77.8,2023/02/23 07:00:00+00,Local - Industrial,2023.0,3996
39610,GENEVA DR,RIVER DR,END,450,2.0,43.0,43.0,2023/02/18 07:00:00+00,Local,2023.0,3997
40590,PARK DR,FAIRMONT DR,GENEVA DR,297,2.0,84.8,84.8,2023/02/17 07:00:00+00,Local - Industrial,2023.0,3998
39620,HUNTINGTON DR,RIVER DR,END,417,2.0,34.8,34.8,2023/02/18 07:00:00+00,Local,2023.0,3999
40600,PARK DR,GENEVA DR,HUNTINGTON DR,532,2.0,84.0,84.0,2023/02/17 07:00:00+00,Local - Industrial,2023.0,4000
43590,CONCORDA DR,DROMEDARY DR,MAPLE AV,759,2.0,69.4,69.4,2023/02/19 07:00:00+00,Local,2023.0,4001
45700,CAIRO DR,LOS FELIZ DR,KENWOOD LN,864,2.0,49.1,49.1,2023/02/22 07:00:00+00,Local,2023.0,4002
45210,EL PARQUE DR,BROADMOR DR,MCCLINTOCK DR,408,1.0,44.0,44.0,2023/02/20 07:00:00+00,Local,2023.0,4003
46200,FAIRFIELD DR,LOMA VISTA DR,END,495,2.0,41.8,41.8,2023/02/18 07:00:00+00,Local,2023.0,4004
44710,CONCORDA DR,STANLEY PL,DORSEY LN,653,2.0,49.3,49.3,2023/02/18 07:00:00+00,Local,2023.0,4005
45710,BALBOA DR,LOS FELIZ DR,KENWOOD LN,855,2.0,48.5,48.5,2023/02/22 07:00:00+00,Local,2023.0,4006
45720,BALBOA DR,KENWOOD LN,COUNTRY CLUB WY,277,2.0,45.0,45.0,2023/02/22 07:00:00+00,Local,2023.0,4007
45730,BALBOA DR,COUNTRY CLUB WY,CAIRO DR,977,2.0,44.9,44.9,2023/02/22 07:00:00+00,Local,2023.0,4008
45740,BALBOA DR,CAIRO DR,RIVER DR,344,2.0,40.0,40.0,2023/02/22 07:00:00+00,Local,2023.0,4009
45750,BALBOA DR,RIVER DR,BALA DR,644,2.0,71.9,71.9,2023/02/18 07:00:00+00,Local,2023.0,4010
45760,BALBOA DR,BALA DR,PRICE FR,655,2.0,62.5,62.5,2023/02/18 07:00:00+00,Local,2023.0,4011
45770,LOMA VISTA DR,MCCLINTOCK DR,KACHINA CR,651,2.0,52.7,52.7,2023/02/19 07:00:00+00,Local,2023.0,4012
45780,LOMA VISTA DR,KACHINA CR,TAYLOR DR,267,2.0,47.7,47.7,2023/02/19 07:00:00+00,Local,2023.0,4013
45790,LOMA VISTA DR,TAYLOR DR,LOS FELIZ DR,614,2.0,46.2,46.2,2023/02/19 07:00:00+00,Local,2023.0,4014
45800,TAYLOR DR,LOMA VISTA DR,FLORES DR,250,2.0,44.0,44.0,2023/02/22 07:00:00+00,Local,2023.0,4015
45810,TAYLOR DR,FLORES DR,ASPEN DR,252,2.0,45.3,45.3,2023/02/22 07:00:00+00,Local,2023.0,4016
45820,ASPEN DR,TAYLOR DR,LOS FELIZ DR,549,2.0,54.8,54.8,2023/02/22 07:00:00+00,Local,2023.0,4017
45830,FLORES DR,TAYLOR DR,LOS FELIZ DR,624,2.0,48.9,48.9,2023/02/22 07:00:00+00,Local,2023.0,4018
45840,KACHINA CR,LOMA VISTA DR,END,430,2.0,50.2,50.2,2023/02/22 07:00:00+00,Local,2023.0,4019
45850,CONCORDA DR,MCCLINTOCK DR,KACHINA DR,328,2.0,50.8,50.8,2023/02/26 07:00:00+00,Local,2023.0,4020
45860,CONCORDA DR,KACHINA DR,TAYLOR DR,471,2.0,49.9,49.9,2023/02/26 07:00:00+00,Local,2023.0,4021
45870,CONCORDA DR,TAYLOR DR,CONCORDA CR,302,2.0,36.2,36.2,2023/02/26 07:00:00+00,Local,2023.0,4022
45880,CONCORDA DR,CONCORDA CR,LOS FELIZ DR,311,2.0,55.0,55.0,2023/02/26 07:00:00+00,Local,2023.0,4023
45890,CONCORDA DR,LOS FELIZ DR,PALMCROFT DR,1079,2.0,46.2,46.2,2023/02/26 07:00:00+00,Local,2023.0,4024
45900,CONCORDA CR,CONCORDA DR,END,210,2.0,40.7,40.7,2023/02/19 07:00:00+00,Local,2023.0,4025
45910,KACHINA DR,CONCORDA DR,BROADMOR DR,340,2.0,37.0,37.0,2023/02/19 07:00:00+00,Local,2023.0,4026
45920,KACHINA DR,BROADMOR DR,PALMCROFT DR,301,2.0,36.3,36.3,2023/02/19 07:00:00+00,Local,2023.0,4027
45930,BROADMOR DR,KACHINA DR,TAYLOR DR,472,2.0,67.8,67.8,2023/02/19 07:00:00+00,Local,2023.0,4028
45940,TAYLOR DR,CONCORDA DR,BROADMOR DR,267,2.0,35.4,35.4,2023/02/19 07:00:00+00,Local,2023.0,4029
45950,TAYLOR DR,BROADMOR DR,PALMCROFT DR,272,2.0,44.5,44.5,2023/02/19 07:00:00+00,Local,2023.0,4030
45960,PALMCROFT DR,MCCLINTOCK DR,KACHINA DR,332,2.0,36.8,36.8,2023/02/19 07:00:00+00,Local,2023.0,4031
45970,PALMCROFT DR,KACHINA DR,TAYLOR DR,462,2.0,42.4,42.4,2023/02/19 07:00:00+00,Local,2023.0,4032
45980,PALMCROFT DR,TAYLOR DR,LOS FELIZ DR,574,2.0,51.6,51.6,2023/02/19 07:00:00+00,Local,2023.0,4033
45990,PALMCROFT DR,LOS FELIZ DR,LOS FELIZ DR,145,2.0,34.7,34.7,2023/02/19 07:00:00+00,Local,2023.0,4034
46000,PALMCROFT DR,LOS FELIZ DR,CONCORDA DR,564,2.0,76.7,76.7,2023/02/19 07:00:00+00,Local,2023.0,4035
46010,PALMCROFT DR,CONCORDA DR,COUNTRY CLUB WY,603,2.0,50.6,50.6,2023/02/19 07:00:00+00,Local,2023.0,4036
46020,COUNTRY CLUB WY,PALMCROFT DR,EL PARQUE DR,282,2.0,43.9,43.9,2023/02/19 07:00:00+00,Local,2023.0,4037
46030,COUNTRY CLUB WY,EL PARQUE DR,BROADWAY RD,334,2.0,42.3,42.3,2023/02/19 07:00:00+00,Local,2023.0,4038
46040,COUNTRY CLUB WY,BROADWAY RD,END,528,2.0,72.6,72.6,2023/02/19 07:00:00+00,Local - Industrial,2023.0,4039
46050,EL PARQUE DR,LOS FELIZ DR,COUNTRY CLUB WY,1121,2.0,58.7,58.7,2023/02/19 07:00:00+00,Local,2023.0,4040
46060,MEADOW DR,LOS FELIZ DR,COUNTRY CLUB WY,1155,2.0,37.8,37.8,2023/02/18 07:00:00+00,Local,2023.0,4041
46070,CLARK DR,COUNTRY CLUB WY,ASPEN DR,427,2.0,49.5,49.5,2023/02/18 07:00:00+00,Local,2023.0,4042
46080,ASPEN DR,CLARK DR,RIVER DR,743,2.0,50.5,50.5,2023/02/18 07:00:00+00,Local,2023.0,4043
46090,ASPEN DR,RIVER DR,END,288,2.0,36.9,36.9,2023/02/18 07:00:00+00,Local,2023.0,4044
46100,HOLBROOK DR,ALAMEDA DR,LOMA VISTA DR,371,2.0,40.9,40.9,2023/02/18 07:00:00+00,Local,2023.0,4045
46110,LOMA VISTA DR,HOLBROOK DR,COUNTRY CLUB WY,828,2.0,38.7,38.7,2023/02/18 07:00:00+00,Local,2023.0,4046
46120,LOMA VISTA DR,COUNTRY CLUB WY,FAIRFIELD DR,253,2.0,41.6,41.6,2023/02/18 07:00:00+00,Local,2023.0,4047
46130,LOMA VISTA DR,FAIRFIELD DR,FAIRFIELD DR,188,2.0,38.8,38.8,2023/02/18 07:00:00+00,Local,2023.0,4048
46140,LOMA VISTA DR,FAIRFIELD DR,RIVER DR,719,2.0,35.4,35.4,2023/02/18 07:00:00+00,Local,2023.0,4049
46150,LOMA VISTA DR,RIVER DR,SHANNON DR,270,2.0,34.2,34.2,2023/02/18 07:00:00+00,Local,2023.0,4050
46160,LOMA VISTA DR,SHANNON DR,SHANNON DR,123,2.0,32.8,32.8,2023/02/18 07:00:00+00,Local,2023.0,4051
46170,LOMA VISTA DR,SHANNON DR,BALA DR,342,2.0,40.4,40.4,2023/02/18 07:00:00+00,Local,2023.0,4052
46180,ALAMEDA DR,ALAMEDA DR,BISHOP DR,236,2.0,68.5,68.5,2023/02/18 07:00:00+00,Local,2023.0,4053
46190,FAIRFIELD DR,BISHOP DR,LOMA VISTA DR,284,2.0,72.6,72.6,2023/02/18 07:00:00+00,Local,2023.0,4054
44200,CONCORDA DR,COLLEGE AV,VENTURA DR,1355,2.0,47.3,47.3,2023/02/20 07:00:00+00,Local,2023.0,4055
46890,BIRCHETTE DR,SOUTHERN AV,END,317,2.0,52.9,52.9,2023/02/22 07:00:00+00,Local,2023.0,4056
43090,DEL RIO DR,DORSEY LN,ELM ST,1075,2.0,82.0,82.0,2023/02/18 07:00:00+00,Local,2023.0,4057
43600,CONCORDA DR,MAPLE AV,MILL AV,248,2.0,34.9,34.9,2023/02/19 07:00:00+00,Local,2023.0,4058
44210,CONCORDA DR,VENTURA DR,PALM DR,983,2.0,47.4,47.4,2023/02/20 07:00:00+00,Local,2023.0,4059
5331,MILL AV,BONITA WY,BROADWAY RD,469,1.0,44.4,44.4,2023/02/20 07:00:00+00,Local,2023.0,4060
46900,ALLRED DR,SOUTHERN AV,END,233,2.0,36.4,36.4,2023/02/22 07:00:00+00,Local,2023.0,4061
46910,LEBANON LN,SOUTHERN AV,HUNTINGTON DR,397,2.0,39.3,39.3,2023/02/22 07:00:00+00,Local,2023.0,4062
43610,DROMEDARY DR,END,HU-ESTA DR,160,2.0,70.3,70.3,2023/02/23 07:00:00+00,Local,2023.0,4063
44720,BISHOP DR,TERRACE RD,DORSEY LN,1651,2.0,50.2,50.2,2023/02/19 07:00:00+00,Local,2023.0,4064
44220,VENTURA DR,ALAMEDA DR,BISHOP DR,305,2.0,42.0,42.0,2023/02/20 07:00:00+00,Local,2023.0,4065
43100,DEL RIO DR,ELM ST,JUNIPER ST,271,2.0,83.0,83.0,2023/02/18 07:00:00+00,Local,2023.0,4066
45220,DEL RIO DR,MCCLINTOCK DR,LOS FELIZ DR,1531,2.0,37.5,37.5,2023/02/19 07:00:00+00,Local,2023.0,4067
46920,GENEVA DR,END,COTTONWOOD DR,154,2.0,34.5,34.5,2023/02/22 07:00:00+00,Local,2023.0,4068
43110,DEL RIO DR,JUNIPER ST,BUTTE DR,594,2.0,87.5,87.5,2023/02/18 07:00:00+00,Local,2023.0,4069
46210,BISHOP DR,FAIRFIELD DR,ALAMEDA DR,950,2.0,70.1,70.1,2023/02/18 07:00:00+00,Local,2023.0,4070
43620,DROMEDARY DR,HU-ESTA DR,END,220,2.0,68.9,68.9,2023/02/23 07:00:00+00,Local,2023.0,4071
46930,GENEVA DR,COTTONWOOD DR,GEORGE DR,615,2.0,46.3,46.3,2023/02/22 07:00:00+00,Local,2023.0,4072
44730,BISHOP DR,DORSEY LN,ELM ST,814,2.0,45.1,45.1,2023/02/19 07:00:00+00,Local,2023.0,4073
43120,DEL RIO DR,BUTTE DR,END,211,2.0,81.3,81.3,2023/02/18 07:00:00+00,Local,2023.0,4074
45230,DEL RIO DR,LOS FELIZ DR,KENWOOD LN,755,2.0,53.3,53.3,2023/02/19 07:00:00+00,Local,2023.0,4075
43630,HU-ESTA DR,DROMEDARY DR,MILL AV,916,2.0,69.5,69.5,2023/02/23 07:00:00+00,Local,2023.0,4076
46940,GENEVA DR,GEORGE DR,LEBANON DR,298,2.0,46.2,46.2,2023/02/22 07:00:00+00,Local,2023.0,4077
46220,CAIRO DR,COUNTRY CLUB WY,BALBOA DR,1150,2.0,70.6,70.6,2023/02/18 07:00:00+00,Local,2023.0,4078
44230,VENTURA DR,BISHOP DR,LOMA VISTA DR,266,2.0,33.3,33.3,2023/02/20 07:00:00+00,Local,2023.0,4079
44740,BISHOP DR,ELM ST,ELM ST,218,2.0,46.0,46.0,2023/02/19 07:00:00+00,Local,2023.0,4080
43130,JUNIPER ST,DEL RIO DR,WESLEYAN DR,272,2.0,74.3,74.3,2023/02/18 07:00:00+00,Local,2023.0,4081
45240,DEL RIO DR,KENWOOD LN,COUNTRY CLUB WY,373,2.0,43.1,43.1,2023/02/19 07:00:00+00,Local,2023.0,4082
43640,DATELAND DR,PALMDALE DR,PALMCROFT DR,287,2.0,66.3,66.3,2023/02/23 07:00:00+00,Local,2023.0,4083
46950,GENEVA DR,LEBANON DR,EVERGREEN RD,1074,2.0,50.7,50.7,2023/02/22 07:00:00+00,Local,2023.0,4084
46240,GOLF AV,FAIRFIELD DR,GOLF DR,550,2.0,39.6,39.6,2023/02/19 07:00:00+00,Local,2023.0,4085
44240,VENTURA DR,LOMA VISTA DR,CONCORDA DR,303,2.0,31.2,31.2,2023/02/20 07:00:00+00,Local,2023.0,4086
44750,BISHOP DR,ELM ST,JUNIPER ST,266,2.0,41.8,41.8,2023/02/19 07:00:00+00,Local,2023.0,4087
43140,JUNIPER ST,WESLEYAN DR,END,154,2.0,65.7,65.7,2023/02/18 07:00:00+00,Local,2023.0,4088
45250,KACHINA DR,SOUTHERN AV,GENEVA DR,629,2.0,62.0,62.0,2023/02/22 07:00:00+00,Local,2023.0,4089
43650,DATELAND DR,PALMDALE DR,BROADWAY RD,272,2.0,80.9,80.9,2023/02/23 07:00:00+00,Local,2023.0,4090
46960,GENEVA DR,EVERGREEN RD,END,295,2.0,51.3,51.3,2023/02/22 07:00:00+00,Local,2023.0,4091
46250,GOLF AV,GOLF DR,FAIRWAY DR,377,2.0,40.1,40.1,2023/02/19 07:00:00+00,Local,2023.0,4092
44250,VENTURA DR,CONCORDA DR,BROADMOR DR,309,2.0,34.8,34.8,2023/02/20 07:00:00+00,Local,2023.0,4093
44760,BISHOP DR,JUNIPER ST,BISHOP CR,274,2.0,39.0,39.0,2023/02/19 07:00:00+00,Local,2023.0,4094
43150,WESLEYAN DR,JUNIPER ST,BUTTE DR,559,2.0,85.0,85.0,2023/02/18 07:00:00+00,Local,2023.0,4095
45260,KACHINA DR,GENEVA DR,END,302,2.0,54.6,54.6,2023/02/22 07:00:00+00,Local,2023.0,4096
43660,PALMDALE DR,DATELAND DR,DATELAND DR,197,2.0,54.5,54.5,2023/02/23 07:00:00+00,Local,2023.0,4097
46970,LOYOLA DR,COTTONWOOD DR,END,312,2.0,49.0,49.0,2023/02/22 07:00:00+00,Local,2023.0,4098
46260,GOLF AV,FAIRWAY DR,HANSEN CR,1031,2.0,40.7,40.7,2023/02/19 07:00:00+00,Local,2023.0,4099
44260,SIERRA VISTA DR,BROADMOR DR,LA DIOSA DR,291,2.0,50.0,50.0,2023/02/20 07:00:00+00,Local,2023.0,4100
44770,BISHOP DR,BISHOP CR,BUTTE AV,157,2.0,54.9,54.9,2023/02/19 07:00:00+00,Local,2023.0,4101
43160,WESLEYAN DR,BUTTE DR,END,266,2.0,67.8,67.8,2023/02/18 07:00:00+00,Local,2023.0,4102
45270,GENEVA DR,KACHINA DR,TAYLOR LN,288,2.0,49.7,49.7,2023/02/22 07:00:00+00,Local,2023.0,4103
43670,PALMDALE DR,DATELAND DR,DROMEDARY DR,277,2.0,58.2,58.2,2023/02/23 07:00:00+00,Local,2023.0,4104
46980,COTTONWOOD DR,GENEVA DR,LOYOLA DR,282,2.0,44.6,44.6,2023/02/22 07:00:00+00,Local,2023.0,4105
46270,GOLF AV,HANSEN CR,PRICE FR,259,2.0,39.0,39.0,2023/02/19 07:00:00+00,Local,2023.0,4106
44270,SIERRA VISTA DR,LA DIOSA DR,PALMCROFT DR,291,2.0,40.3,40.3,2023/02/20 07:00:00+00,Local,2023.0,4107
44780,BUTTE AV,BISHOP DR,VERLEA DR,274,2.0,52.9,52.9,2023/02/19 07:00:00+00,Local,2023.0,4108
43170,BUTTE DR,DEL RIO DR,WESLEYAN DR,289,2.0,51.4,51.4,2023/02/18 07:00:00+00,Local,2023.0,4109
45280,GENEVA DR,TAYLOR LN,LOS FELIZ DR,274,2.0,68.6,68.6,2023/02/22 07:00:00+00,Local,2023.0,4110
43680,DROMEDARY DR,PALMDALE DR,PALMCROFT DR,302,2.0,66.2,66.2,2023/02/23 07:00:00+00,Local,2023.0,4111
46990,COTTONWOOD DR,LOYOLA DR,CAIRO DR,1091,2.0,73.4,73.4,2023/02/22 07:00:00+00,Local,2023.0,4112
46280,HANSEN CR,END,GOLF AV,414,2.0,40.0,40.0,2023/02/22 07:00:00+00,Local,2023.0,4113
44280,SIERRA VISTA DR,PALMCROFT DR,AEPLI DR,300,2.0,42.0,42.0,2023/02/20 07:00:00+00,Local,2023.0,4114
44790,BUTTE AV,VERLEA DR,PALMCROFT DR,284,2.0,45.6,45.6,2023/02/19 07:00:00+00,Local,2023.0,4115
43180,BUTTE DR,WESLEYAN DR,CAMPUS DR,317,2.0,71.1,71.1,2023/02/18 07:00:00+00,Local,2023.0,4116
45290,TAYLOR LN,GENEVA DR,END,249,2.0,38.6,38.6,2023/02/22 07:00:00+00,Local,2023.0,4117
43690,PALMCROFT DR,DROMEDARY DR,DATELAND DR,464,2.0,68.7,68.7,2023/02/23 07:00:00+00,Local,2023.0,4118
47000,CAIRO DR,COTTONWOOD DR,GEORGE DR,271,2.0,62.3,62.3,2023/02/22 07:00:00+00,Local,2023.0,4119
46290,GOLF DR,GOLF AV,END,224,2.0,31.6,31.6,2023/02/22 07:00:00+00,Local,2023.0,4120
46300,FAIRWAY DR,GOLF AV,CAIRO DR,1681,2.0,49.8,49.8,2023/02/22 07:00:00+00,Local,2023.0,4121
46310,FAIRWAY DR,CAIRO DR,BALA DR,428,2.0,48.1,48.1,2023/02/22 07:00:00+00,Local,2023.0,4122
46320,CAIRO DR,FAIRWAY DR,CAIRO CR,313,2.0,48.9,48.9,2023/02/18 07:00:00+00,Local,2023.0,4123
46330,CAIRO DR,CAIRO CR,PRICE FR,530,2.0,44.0,44.0,2023/02/18 07:00:00+00,Local,2023.0,4124
46340,CAIRO CR,CAIRO DR,END,178,2.0,43.9,43.9,2023/02/18 07:00:00+00,Local,2023.0,4125
46350,BALA DR,END,FAIRWAY DR,685,2.0,38.6,38.6,2023/02/18 07:00:00+00,Local,2023.0,4126
46360,BALA DR,FAIRWAY DR,BALBOA DR,669,2.0,57.6,57.6,2023/02/18 07:00:00+00,Local,2023.0,4127
46370,RIVER DR,BALBOA DR,BALBOA DR,96,2.0,31.0,31.0,2023/02/22 07:00:00+00,Local,2023.0,4128
46380,RIVER DR,BALBOA DR,ALAMEDA DR,131,2.0,32.3,32.3,2023/02/22 07:00:00+00,Local,2023.0,4129
46390,RIVER DR,ALAMEDA DR,ALAMEDA DR,142,2.0,31.2,31.2,2023/02/22 07:00:00+00,Local,2023.0,4130
46400,RIVER DR,ALAMEDA DR,LOMA VISTA DR,587,2.0,35.9,35.9,2023/02/22 07:00:00+00,Local,2023.0,4131
46410,RIVER DR,LOMA VISTA DR,ASPEN DR,361,2.0,53.9,53.9,2023/02/22 07:00:00+00,Local,2023.0,4132
46420,RIVER DR,ASPEN DR,ASPEN DR,189,2.0,55.0,55.0,2023/02/22 07:00:00+00,Local,2023.0,4133
46430,RIVER DR,ASPEN DR,CONCORDA DR,151,2.0,39.9,39.9,2023/02/22 07:00:00+00,Local,2023.0,4134
46440,RIVER DR,CONCORDA DR,EL PARQUE DR,743,2.0,37.1,37.1,2023/02/22 07:00:00+00,Collector,2023.0,4135
46450,RIVER DR,EL PARQUE DR,BROADWAY RD,586,2.0,39.5,39.5,2023/02/22 07:00:00+00,Collector,2023.0,4136
46610,BALA DR,ALAMEDA DR,BISHOP DR,235,2.0,29.4,29.4,2023/02/18 07:00:00+00,Local,2023.0,4137
46620,BALA DR,BISHOP DR,LOMA VISTA DR,402,2.0,46.9,46.9,2023/02/18 07:00:00+00,Local,2023.0,4138
46630,BALA DR,LOMA VISTA DR,END,278,2.0,39.1,39.1,2023/02/18 07:00:00+00,Local,2023.0,4139
