Year,Renewal Due Month,Renewal Processing Timeframe,County,SAWS,Eligibility Financial Method,Renewals Due ,Renewals Completed,Renewals Completed by Due Date,Continued Medi-Cal Eligibility, Auto Ex-Parte, Manual Ex-Parte,Discontinued - Failure to Respond,Discontinued - Over Income (MAGI) / Over property (Non-MAGI),Discontinued - Other Reasons,Reinstated,Annotation Code,Annotation Code Description
2019,2019-03,March 2019 - June 2019,Imperial,C-IV,NON-MAGI,800,788,588,694,0,67,72,0,22,,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Inyo,C-IV,NON-MAGI,56,54,29,49,0,11,,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Kern,C-IV,NON-MAGI,"1,738","1,680","1,322","1,509",0,140,86,0,85,17,,
2019,2019-03,March 2019 - June 2019,Kings,C-IV,NON-MAGI,264,264,202,229,0,15,14,0,21,,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Lake,C-IV,NON-MAGI,329,316,242,302,0,32,5,0,9,,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Lassen,C-IV,NON-MAGI,62,56,42,49,0,5,5,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Madera,C-IV,NON-MAGI,251,249,154,216,0,16,20,0,13,,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Marin,C-IV,NON-MAGI,393,378,290,342,0,28,25,0,11,,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Mariposa,C-IV,NON-MAGI,41,38,28,38,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Mendocino,C-IV,NON-MAGI,245,234,156,227,0,24,,0,5,,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Merced,C-IV,NON-MAGI,760,742,485,691,0,57,28,0,23,5,,
2019,2019-03,March 2019 - June 2019,Modoc,C-IV,NON-MAGI,29,29,20,28,0,0,,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Mono,C-IV,NON-MAGI,15,13,9,8,0,,5,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Monterey,C-IV,NON-MAGI,"1,385","1,249","1,000","1,223",0,185,5,0,21,13,,
2019,2019-03,March 2019 - June 2019,Napa,C-IV,NON-MAGI,199,188,152,183,0,18,0,0,5,,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Nevada,C-IV,NON-MAGI,183,178,112,175,0,,,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Plumas,C-IV,NON-MAGI,43,42,31,39,0,,,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Riverside,C-IV,NON-MAGI,"5,177","4,902","3,796","4,100",0,291,456,0,346,67,,
2019,2019-03,March 2019 - June 2019,San Benito,C-IV,NON-MAGI,117,116,82,112,0,15,0,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,San Bernardino,C-IV,NON-MAGI,"6,034","5,573","3,738","5,126",0,352,175,0,272,45,,
2019,2019-03,March 2019 - June 2019,San Joaquin,C-IV,NON-MAGI,"1,665","1,661","1,341","1,384",0,128,181,0,96,10,,
2019,2019-03,March 2019 - June 2019,Shasta,C-IV,NON-MAGI,452,430,357,394,0,8,15,0,21,5,,
2019,2019-03,March 2019 - June 2019,Sierra,C-IV,NON-MAGI,12,10,8,10,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Siskiyou,C-IV,NON-MAGI,94,92,68,88,0,10,,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Stanislaus,C-IV,NON-MAGI,"1,543","1,495","1,137","1,357",0,150,68,0,70,10,,
2019,2019-03,March 2019 - June 2019,Sutter,C-IV,NON-MAGI,501,498,356,478,0,46,,0,16,,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Tehama,C-IV,NON-MAGI,209,207,167,198,0,11,,0,5,0,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Trinity,C-IV,NON-MAGI,66,66,45,64,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Tuolumne,C-IV,NON-MAGI,161,153,101,134,0,,10,0,9,0,1.0,Cell Suppressed For Small Numbers
2019,2019-03,March 2019 - June 2019,Yuba,C-IV,NON-MAGI,259,259,185,231,0,9,12,0,16,8,,
2019,2019-03,March 2019 - June 2019,Los Angeles,LRS,MAGI,"191,337","183,892","160,691","152,669","98,423",0,"25,711",0,"5,512","6,797",,
2019,2019-03,March 2019 - June 2019,Los Angeles,LRS,NON-MAGI,"24,585","22,217","16,330","15,343",0,0,"5,327",0,"1,547","1,738",,
2019,2019-04,April 2019 - July 2019,Alameda,CalWIN,MAGI,"20,811","19,233","17,697","13,545","9,195",17,"4,103",82,"1,505","1,702",,
2019,2019-04,April 2019 - July 2019,Contra Costa,CalWIN,MAGI,"12,986","11,387","9,133","8,203","5,261",47,"2,051",45,"1,089",855,,
2019,2019-04,April 2019 - July 2019,Fresno,CalWIN,MAGI,"20,430","20,278","19,332","16,554","9,884",71,492,140,"3,097","1,007",,
2019,2019-04,April 2019 - July 2019,Orange,CalWIN,MAGI,"44,357","41,919","33,856","32,148","18,640",92,"5,600",154,"4,020","2,374",,
2019,2019-04,April 2019 - July 2019,Placer,CalWIN,MAGI,"3,011","2,790","2,597","2,221","1,392",80,354,14,201,128,,
2019,2019-04,April 2019 - July 2019,Sacramento,CalWIN,MAGI,"26,859","26,058","23,066","20,094","13,566",30,"3,878",168,"1,926","1,471",,
2019,2019-04,April 2019 - July 2019,San Diego ,CalWIN,MAGI,"38,367","37,878","33,090","28,211","17,402",88,"5,549",271,"3,852","1,775",,
2019,2019-04,April 2019 - July 2019,San Francisco,CalWIN,MAGI,"9,318","9,298","9,057","7,523","4,759",24,"1,083",35,658,330,,
2019,2019-04,April 2019 - July 2019,San Luis Obispo,CalWIN,MAGI,"2,813","2,735","2,434","2,083","1,177",,396,25,231,174,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,San Mateo,CalWIN,MAGI,"7,294","7,226","6,037","5,215","2,703",47,"1,242",32,737,563,,
2019,2019-04,April 2019 - July 2019,Santa Barbara,CalWIN,MAGI,"5,548","4,651","4,100","3,497","2,151",18,693,21,440,269,,
2019,2019-04,April 2019 - July 2019,Santa Clara,CalWIN,MAGI,"20,474","20,396","19,001","15,978","8,569",69,"2,689",159,"1,570",925,,
2019,2019-04,April 2019 - July 2019,Santa Cruz,CalWIN,MAGI,"3,030","2,851","2,563","2,158","1,349",19,479,28,186,210,,
2019,2019-04,April 2019 - July 2019,Solano,CalWIN,MAGI,"5,934","5,758","5,264","4,299","2,745",29,993,32,436,485,,
2019,2019-04,April 2019 - July 2019,Sonoma,CalWIN,MAGI,"5,646","4,690","4,256","3,456","2,415",20,855,31,348,280,,
2019,2019-04,April 2019 - July 2019,Tulare,CalWIN,MAGI,"11,350","10,207","8,730","7,771","4,864",41,"1,534",49,855,778,,
2019,2019-04,April 2019 - July 2019,Ventura,CalWIN,MAGI,"10,184","10,113","7,826","7,673","4,326",37,"1,358",46,"1,040",453,,
2019,2019-04,April 2019 - July 2019,Yolo,CalWIN,MAGI,"2,713","2,690","2,254","1,924",991,11,474,21,271,141,,
2019,2019-04,April 2019 - July 2019,Alameda,CalWIN,NON-MAGI,"2,536","2,005","1,530","1,184",0,0,570,9,242,303,,
2019,2019-04,April 2019 - July 2019,Contra Costa,CalWIN,NON-MAGI,"1,607","1,088",533,695,0,,226,8,159,87,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Fresno,CalWIN,NON-MAGI,"1,970","1,853","1,406","1,257",0,67,135,23,438,120,,
2019,2019-04,April 2019 - July 2019,Orange,CalWIN,NON-MAGI,"5,411","5,063","2,857","3,574",0,,700,47,742,353,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Placer,CalWIN,NON-MAGI,439,399,358,293,0,,62,,42,39,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Sacramento,CalWIN,NON-MAGI,"2,820","2,591","1,768","1,765",0,10,403,53,370,183,,
2019,2019-04,April 2019 - July 2019,San Diego ,CalWIN,NON-MAGI,"4,102","3,977","2,714","2,713",0,11,549,53,662,277,,
2019,2019-04,April 2019 - July 2019,San Francisco,CalWIN,NON-MAGI,"1,844","1,830","1,580","1,377",0,,178,16,259,123,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,San Luis Obispo,CalWIN,NON-MAGI,396,377,278,278,0,0,37,8,54,29,,
2019,2019-04,April 2019 - July 2019,San Mateo,CalWIN,NON-MAGI,"1,240","1,215",783,773,0,,241,18,183,92,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Santa Barbara,CalWIN,NON-MAGI,667,513,386,337,0,,84,5,87,39,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Santa Clara,CalWIN,NON-MAGI,"3,639","3,611","2,992","2,672",0,8,480,44,415,199,,
2019,2019-04,April 2019 - July 2019,Santa Cruz,CalWIN,NON-MAGI,304,265,192,165,0,0,43,,56,30,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Solano,CalWIN,NON-MAGI,730,672,501,440,0,5,135,7,90,84,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Sonoma,CalWIN,NON-MAGI,630,393,263,202,0,0,115,5,71,59,,
2019,2019-04,April 2019 - July 2019,Tulare,CalWIN,NON-MAGI,"1,060",768,500,542,0,0,102,10,114,55,,
2019,2019-04,April 2019 - July 2019,Ventura,CalWIN,NON-MAGI,"1,447","1,426",759,"1,019",0,0,179,33,195,79,,
2019,2019-04,April 2019 - July 2019,Yolo,CalWIN,NON-MAGI,359,357,239,226,0,,55,11,65,20,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Alpine,C-IV,NON-MAGI,,,,,0,0,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Alpine,C-IV,MAGI,18,16,15,13,12,5,0,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Amador,C-IV,MAGI,484,465,414,435,182,120,21,0,9,0,,
2019,2019-04,April 2019 - July 2019,Butte,C-IV,MAGI,"4,544","3,355","2,975","3,192","1,735",554,21,0,142,16,,
2019,2019-04,April 2019 - July 2019,Calaveras,C-IV,MAGI,624,535,480,496,269,70,18,0,21,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Colusa,C-IV,MAGI,461,289,263,288,138,96,0,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Del Norte,C-IV,MAGI,515,473,408,435,205,126,26,0,12,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,El Dorado,C-IV,MAGI,"2,241","2,015","1,750","1,807","1,022",283,130,0,78,5,,
2019,2019-04,April 2019 - July 2019,Glenn,C-IV,MAGI,"1,008",881,807,853,297,126,,0,25,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Humboldt,C-IV,MAGI,"3,643","2,984","2,801","2,890","1,036",405,11,0,83,17,,
2019,2019-04,April 2019 - July 2019,Imperial,C-IV,MAGI,"6,039","5,945","5,371","5,407","1,979",442,419,0,119,34,,
2019,2019-04,April 2019 - July 2019,Inyo,C-IV,MAGI,242,227,170,195,81,64,24,0,8,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Kern,C-IV,MAGI,"23,768","20,191","16,619","19,037","9,766","3,952",664,0,490,107,,
2019,2019-04,April 2019 - July 2019,Kings,C-IV,MAGI,"3,154","3,037","2,661","2,876","1,241",697,54,0,107,13,,
2019,2019-04,April 2019 - July 2019,Lake,C-IV,MAGI,"1,638","1,339","1,092","1,274",667,258,36,0,29,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Lassen,C-IV,MAGI,294,274,238,228,135,44,42,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Madera,C-IV,MAGI,"5,387","4,916","4,478","4,602","1,457",624,184,0,130,12,,
2019,2019-04,April 2019 - July 2019,Marin,C-IV,MAGI,"2,914","2,545","2,056","2,370",919,852,114,0,61,6,,
2019,2019-04,April 2019 - July 2019,Mariposa,C-IV,MAGI,232,177,148,175,97,52,0,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Mendocino,C-IV,MAGI,"2,120","1,690","1,269","1,667","1,027",390,0,0,23,5,,
2019,2019-04,April 2019 - July 2019,Merced,C-IV,MAGI,"7,701","7,220","5,860","6,711","2,491","1,175",305,0,204,42,,
2019,2019-04,April 2019 - July 2019,Modoc,C-IV,MAGI,158,154,137,142,87,26,,0,8,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Mono,C-IV,MAGI,238,209,159,187,82,37,12,0,10,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Monterey,C-IV,MAGI,"13,514","11,459","10,123","11,259","2,284","2,056",32,0,168,60,,
2019,2019-04,April 2019 - July 2019,Napa,C-IV,MAGI,"1,661","1,112",998,"1,084",515,247,7,0,21,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Nevada,C-IV,MAGI,"1,277",970,881,919,492,229,11,0,40,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Plumas,C-IV,MAGI,262,172,147,165,122,26,,0,5,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Riverside,C-IV,MAGI,"51,014","48,662","43,725","43,702","21,216","4,509","3,338",,"1,621",329,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,San Benito,C-IV,MAGI,"1,034",892,733,866,393,271,,0,24,7,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,San Bernardino,C-IV,MAGI,"53,772","44,997","37,679","42,414","23,117","7,476","1,844",0,739,149,,
2019,2019-04,April 2019 - July 2019,San Joaquin,C-IV,MAGI,"16,084","15,925","14,176","13,553","6,767","2,650","1,668",0,704,92,,
2019,2019-04,April 2019 - July 2019,Shasta,C-IV,MAGI,"3,295","2,611","2,330","2,502","1,347",309,21,0,88,10,,
2019,2019-04,April 2019 - July 2019,Sierra,C-IV,MAGI,43,38,38,37,21,10,0,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Siskiyou,C-IV,MAGI,891,732,619,702,374,168,6,0,24,5,,
2019,2019-04,April 2019 - July 2019,Stanislaus,C-IV,MAGI,"15,039","13,405","11,922","12,264","5,246","2,490",845,0,296,34,,
2019,2019-04,April 2019 - July 2019,Sutter,C-IV,MAGI,"3,053","2,943","2,506","2,874",885,322,22,0,47,5,,
2019,2019-04,April 2019 - July 2019,Tehama,C-IV,MAGI,"1,732","1,606","1,418","1,457",372,158,90,0,59,21,,
2019,2019-04,April 2019 - July 2019,Trinity,C-IV,MAGI,251,227,193,221,100,16,0,0,6,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Tuolumne,C-IV,MAGI,717,636,562,569,243,76,37,0,30,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Yuba,C-IV,MAGI,"1,850","1,732","1,497","1,607",651,232,69,0,56,13,,
2019,2019-04,April 2019 - July 2019,Amador,C-IV,NON-MAGI,79,79,58,73,0,5,,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Butte,C-IV,NON-MAGI,773,740,562,704,0,45,5,0,31,0,,
2019,2019-04,April 2019 - July 2019,Calaveras,C-IV,NON-MAGI,89,86,59,82,0,,,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Colusa,C-IV,NON-MAGI,49,47,35,44,0,,0,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Del Norte,C-IV,NON-MAGI,110,110,92,96,0,17,10,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,El Dorado,C-IV,NON-MAGI,335,326,239,303,0,12,11,0,12,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Glenn,C-IV,NON-MAGI,134,133,107,130,0,5,,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Humboldt,C-IV,NON-MAGI,473,441,364,435,0,13,,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Imperial,C-IV,NON-MAGI,901,894,659,779,0,26,85,0,30,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Inyo,C-IV,NON-MAGI,32,31,22,29,0,,,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Kern,C-IV,NON-MAGI,"1,782","1,718","1,324","1,601",0,122,70,0,47,11,,
2019,2019-04,April 2019 - July 2019,Kings,C-IV,NON-MAGI,266,261,218,235,0,17,16,0,10,9,,
2019,2019-04,April 2019 - July 2019,Lake,C-IV,NON-MAGI,369,356,270,344,0,29,,0,8,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Lassen,C-IV,NON-MAGI,76,74,54,54,0,7,17,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Madera,C-IV,NON-MAGI,280,276,182,243,0,0,25,0,8,0,,
2019,2019-04,April 2019 - July 2019,Marin,C-IV,NON-MAGI,382,358,254,328,0,40,22,0,8,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Mariposa,C-IV,NON-MAGI,28,28,16,28,0,0,0,0,0,0,,
2019,2019-04,April 2019 - July 2019,Mendocino,C-IV,NON-MAGI,239,229,138,227,0,13,0,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Merced,C-IV,NON-MAGI,688,674,398,616,0,23,33,0,25,6,,
2019,2019-04,April 2019 - July 2019,Modoc,C-IV,NON-MAGI,23,23,20,20,0,0,,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Mono,C-IV,NON-MAGI,18,17,13,17,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Monterey,C-IV,NON-MAGI,"1,547","1,440","1,061","1,405",0,121,7,0,28,12,,
2019,2019-04,April 2019 - July 2019,Napa,C-IV,NON-MAGI,229,215,185,211,0,12,,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Nevada,C-IV,NON-MAGI,190,178,130,174,0,5,0,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Plumas,C-IV,NON-MAGI,48,41,37,39,0,,,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Riverside,C-IV,NON-MAGI,"4,860","4,664","3,655","3,955",0,154,429,0,280,62,,
2019,2019-04,April 2019 - July 2019,San Benito,C-IV,NON-MAGI,121,119,94,117,0,9,0,0,,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,San Bernardino,C-IV,NON-MAGI,"5,950","5,495","3,641","5,123",0,172,215,0,157,22,,
2019,2019-04,April 2019 - July 2019,San Joaquin,C-IV,NON-MAGI,"1,598","1,594","1,324","1,367",0,111,175,0,52,13,,
2019,2019-04,April 2019 - July 2019,Shasta,C-IV,NON-MAGI,457,439,347,417,0,8,,0,18,6,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Sierra,C-IV,NON-MAGI,10,10,7,10,0,0,0,0,0,0,,
2019,2019-04,April 2019 - July 2019,Siskiyou,C-IV,NON-MAGI,115,108,83,104,0,10,,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Stanislaus,C-IV,NON-MAGI,"1,594","1,530","1,188","1,394",0,59,73,0,63,,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Sutter,C-IV,NON-MAGI,505,501,383,456,0,21,26,0,19,10,,
2019,2019-04,April 2019 - July 2019,Tehama,C-IV,NON-MAGI,243,235,180,223,0,11,,0,9,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Trinity,C-IV,NON-MAGI,38,38,23,37,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Tuolumne,C-IV,NON-MAGI,104,103,56,96,0,,7,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Yuba,C-IV,NON-MAGI,207,204,152,193,0,,5,0,6,0,1.0,Cell Suppressed For Small Numbers
2019,2019-04,April 2019 - July 2019,Los Angeles,LRS,MAGI,"200,025","191,855","167,336","158,691","99,038",0,"27,638",0,"5,526","7,554",,
2019,2019-04,April 2019 - July 2019,Los Angeles,LRS,NON-MAGI,"25,954","23,311","17,293","16,218",0,0,"5,586",0,"1,507","1,817",,
2019,2019-05,May 2019 - August 2019,Alameda,CalWIN,MAGI,"19,459","18,221","16,683","12,959","8,497",27,"3,502",118,"1,642","1,388",,
2019,2019-05,May 2019 - August 2019,Contra Costa,CalWIN,MAGI,"12,713","11,035","8,453","8,037","4,740",45,"1,810",69,"1,119",627,,
2019,2019-05,May 2019 - August 2019,Fresno,CalWIN,MAGI,"20,911","20,773","19,845","16,835","10,140",122,543,184,"3,211","1,051",,
2019,2019-05,May 2019 - August 2019,Orange,CalWIN,MAGI,"44,615","42,358","33,655","32,136","18,058",147,"5,519",192,"4,511","2,526",,
2019,2019-05,May 2019 - August 2019,Placer,CalWIN,MAGI,"2,991","2,851","2,640","2,183","1,322",73,338,38,292,127,,
2019,2019-05,May 2019 - August 2019,Sacramento,CalWIN,MAGI,"26,127","25,522","22,353","18,956","12,679",54,"3,781",259,"2,526","1,526",,
2019,2019-05,May 2019 - August 2019,San Diego ,CalWIN,MAGI,"36,734","36,404","32,115","26,793","16,244",149,"5,590",240,"3,781","1,436",,
2019,2019-05,May 2019 - August 2019,San Francisco,CalWIN,MAGI,"9,493","9,474","9,060","7,888","4,884",29,919,30,637,294,,
2019,2019-05,May 2019 - August 2019,San Luis Obispo,CalWIN,MAGI,"2,635","2,589","2,270","1,925","1,094",20,371,9,284,159,,
2019,2019-05,May 2019 - August 2019,San Mateo,CalWIN,MAGI,"6,911","6,848","5,811","4,925","2,634",39,"1,111",45,767,544,,
2019,2019-05,May 2019 - August 2019,Santa Barbara,CalWIN,MAGI,"5,531","4,531","3,886","3,377","2,031",27,653,30,471,209,,
2019,2019-05,May 2019 - August 2019,Santa Clara,CalWIN,MAGI,"18,843","18,824","17,542","14,658","7,631",99,"2,416",101,"1,649",804,,
2019,2019-05,May 2019 - August 2019,Santa Cruz,CalWIN,MAGI,"2,839","2,755","2,570","2,105","1,266",42,432,19,199,178,,
2019,2019-05,May 2019 - August 2019,Solano,CalWIN,MAGI,"5,757","5,493","4,830","4,027","2,347",25,910,34,522,379,,
2019,2019-05,May 2019 - August 2019,Sonoma,CalWIN,MAGI,"5,164","4,335","3,895","3,148","2,183",33,694,42,451,237,,
2019,2019-05,May 2019 - August 2019,Tulare,CalWIN,MAGI,"11,436","10,136","8,496","7,638","4,673",74,"1,291",53,"1,154",708,,
2019,2019-05,May 2019 - August 2019,Ventura,CalWIN,MAGI,"9,673","9,596","7,784","7,282","4,007",55,"1,168",55,"1,091",394,,
2019,2019-05,May 2019 - August 2019,Yolo,CalWIN,MAGI,"2,601","2,582","2,291","1,872","1,069",7,453,26,231,128,,
2019,2019-05,May 2019 - August 2019,Alameda,CalWIN,NON-MAGI,"2,520","1,994","1,530","1,206",0,11,481,24,283,217,,
2019,2019-05,May 2019 - August 2019,Contra Costa,CalWIN,NON-MAGI,"1,639","1,169",542,733,0,,228,13,195,89,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Fresno,CalWIN,NON-MAGI,"2,048","1,960","1,560","1,302",0,109,184,23,451,143,,
2019,2019-05,May 2019 - August 2019,Orange,CalWIN,NON-MAGI,"5,282","4,987","2,757","3,406",0,19,636,56,889,470,,
2019,2019-05,May 2019 - August 2019,Placer,CalWIN,NON-MAGI,497,448,381,345,0,5,55,,44,37,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Sacramento,CalWIN,NON-MAGI,"2,645","2,484","1,671","1,563",0,20,381,43,497,265,,
2019,2019-05,May 2019 - August 2019,San Diego ,CalWIN,NON-MAGI,"4,418","4,355","2,949","2,868",0,20,540,54,893,397,,
2019,2019-05,May 2019 - August 2019,San Francisco,CalWIN,NON-MAGI,"2,004","1,996","1,740","1,571",0,5,164,17,244,95,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,San Luis Obispo,CalWIN,NON-MAGI,392,368,275,273,0,0,47,,44,25,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,San Mateo,CalWIN,NON-MAGI,"1,259","1,245",853,793,0,11,180,25,247,142,,
2019,2019-05,May 2019 - August 2019,Santa Barbara,CalWIN,NON-MAGI,611,452,322,311,0,,61,5,75,28,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Santa Clara,CalWIN,NON-MAGI,"3,614","3,603","3,023","2,651",0,10,465,54,433,203,,
2019,2019-05,May 2019 - August 2019,Santa Cruz,CalWIN,NON-MAGI,363,316,242,198,0,10,58,,58,21,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Solano,CalWIN,NON-MAGI,764,693,518,434,0,6,132,9,118,74,,
2019,2019-05,May 2019 - August 2019,Sonoma,CalWIN,NON-MAGI,653,447,228,260,0,,60,6,121,45,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Tulare,CalWIN,NON-MAGI,"1,083",839,563,505,0,5,144,10,180,98,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Ventura,CalWIN,NON-MAGI,"1,382","1,374",870,"1,009",0,7,169,27,169,64,,
2019,2019-05,May 2019 - August 2019,Yolo,CalWIN,NON-MAGI,306,301,224,209,0,7,46,,42,16,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Alpine,C-IV,NON-MAGI,,,,,0,0,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Sierra,C-IV,NON-MAGI,13,11,5,11,0,0,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Alpine,C-IV,MAGI,11,11,8,11,,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2019,2019-05,May 2019 - August 2019,Amador,C-IV,MAGI,434,429,399,391,199,97,25,0,13,0,,
2019,2019-05,May 2019 - August 2019,Butte,C-IV,MAGI,"4,879","3,806","3,423","3,668","2,072",553,23,0,115,18,,
2019,2019-05,May 2019 - August 2019,Calaveras,C-IV,MAGI,737,614,503,587,282,90,10,0,17,,1.0,Cell Suppressed For Small Numbers
