NDC1,NDC2,NDC3,NDC-11,FDA Name(Product Name),COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Unit Type,UPPS,Line Extension,TEC Code,FDA Approval Date,Market Date,Date Transferred From DDR to MDR,Termination Date
70377.0,62.0,12.0,70377006212.0,Labetalol Hydrochloride Tablet 300mg,1.0,0209603,N,1.0,TAB,100.0,,AB,06/20/2018,06/01/2021,07/29/2021,
70436.0,151.0,57.0,70436015157.0,Arformoterol Tartrate Inh Sol 15mcg/2mL,1.0,0213762,N,1.0,EA ,30.0,,AN,06/22/2021,06/23/2021,07/28/2021,
70436.0,151.0,58.0,70436015158.0,Arformoterol Tartrate Inh Sol 15mcg/2mL,1.0,0213762,N,1.0,EA ,60.0,,AN,06/22/2021,06/23/2021,07/28/2021,
70436.0,167.0,2.0,70436016702.0,"Metoprolol Succinate Extended-Release Tablets USP, 200mg",1.0,0213854,N,1.0,TAB,500.0,,AB,02/12/2021,06/03/2021,07/28/2021,
70510.0,2201.0,1.0,70510220101.0,Exservan,3.0,0212640,S,1.0,EA ,1.0,,NR,11/22/2019,06/24/2021,07/30/2021,
70594.0,34.0,2.0,70594003402.0,Daptomycin 500mg prx 1x1,1.0,0206005,N,1.0,EA ,1.0,,AP,06/15/2016,09/12/2016,07/29/2021,
70594.0,36.0,1.0,70594003601.0,micafungin sodium 10mg/ml 1 5ml vial,1.0,0211713,N,1.0,EA ,1.0,,NR,06/02/2021,06/08/2021,07/29/2021,
70594.0,37.0,1.0,70594003701.0,micafungin sodium 20mg/ml 1 5ml vial,1.0,0211713,N,1.0,EA ,1.0,,NR,06/02/2021,06/08/2021,07/29/2021,
70954.0,151.0,10.0,70954015110.0,NAPROXEN 125 MG / 5 ML,1.0,0211910,N,1.0,ML ,500.0,,AB,03/12/2021,05/24/2021,07/29/2021,
70954.0,504.0,10.0,70954050410.0,SELEGILINE HYDROCHLORIDE 5 MG,1.0,0075352,N,1.0,CAP,60.0,,AB,04/01/2021,05/08/2021,07/29/2021,
70954.0,504.0,20.0,70954050420.0,SELEGILINE HYDROCHLORIDE 5 MG,1.0,0075352,N,1.0,CAP,1000.0,,AB,04/01/2021,05/08/2021,07/29/2021,
71258.0,22.0,1.0,71258002201.0,PYLARIFY,3.0,0214793,S,1.0,EA ,1.0,,NR,05/26/2021,05/26/2021,07/28/2021,
72237.0,102.0,2.0,72237010202.0,XPOVIO,3.0,0212306,S,1.0,TAB,8.0,,NR,04/15/2021,06/01/2021,07/28/2021,
72237.0,102.0,6.0,72237010206.0,XPOVIO,3.0,0212306,S,1.0,TAB,8.0,,NR,04/15/2021,06/01/2021,07/28/2021,
72237.0,102.0,7.0,72237010207.0,XPOVIO,3.0,0212306,S,1.0,TAB,4.0,,NR,04/15/2021,06/01/2021,07/28/2021,
72237.0,102.0,12.0,72237010212.0,XPOVIO,3.0,0212306,S,1.0,TAB,2.0,,NR,04/15/2021,06/01/2021,07/28/2021,
72237.0,102.0,16.0,72237010216.0,XPOVIO,3.0,0212306,S,1.0,TAB,2.0,,NR,04/15/2021,06/01/2021,07/28/2021,
72237.0,102.0,17.0,72237010217.0,XPOVIO,3.0,0212306,S,1.0,TAB,1.0,,NR,04/15/2021,06/01/2021,07/28/2021,
72237.0,103.0,15.0,72237010315.0,XPOVIO,3.0,0212306,S,1.0,TAB,2.0,,NR,04/15/2021,06/01/2021,07/28/2021,
72237.0,104.0,1.0,72237010401.0,XPOVIO,3.0,0212306,S,1.0,TAB,4.0,,NR,04/15/2021,06/01/2021,07/28/2021,
72237.0,104.0,11.0,72237010411.0,XPOVIO,3.0,0212306,S,1.0,TAB,1.0,,NR,04/15/2021,06/01/2021,07/28/2021,
72266.0,103.0,41.0,72266010341.0,"Labetalol Hydrochloride Injection USP, 200mg/40mL (5mg/mL) Nova",1.0,0090699,N,1.0,ML ,1.0,,AP,04/03/2012,04/18/2017,07/27/2021,
72485.0,107.0,10.0,72485010710.0,TRANEXAMIC ACID INJ SOL 1000MG/10ML,1.0,0206713,N,1.0,ML ,100.0,,AP,06/27/2017,06/29/2021,07/31/2021,
72572.0,226.0,1.0,72572022601.0,GLYCOPYRROLATE INJECTION USP 0.2 MG/ML,1.0,0089335,N,1.0,ML ,1.0,,AP,09/30/1990,09/30/1990,07/27/2021,
72572.0,226.0,25.0,72572022625.0,GLYCOPYRROLATE INJECTION USP 0.2 MG/ML,1.0,0089335,N,1.0,ML ,25.0,,AP,09/30/1990,09/30/1990,07/27/2021,
72888.0,30.0,1.0,72888003001.0,"Oxybutynin Chloride ER, 5mg 100",1.0,0214415,N,1.0,TAB,100.0,,AB,10/27/2020,06/04/2021,07/30/2021,
72888.0,73.0,1.0,72888007301.0,"Diclofenac Potassium, 50mg 100",1.0,0075229,N,1.0,TAB,100.0,,AB,11/20/1998,06/07/2021,07/30/2021,
,,,,,,,,,,,,,,,,
