UID,SITE_ID.x,BENT_MMI_COND,MMI_BENT,VISIT_NO.x,AGGR_ECO9_2015,STRAHLERORDER,CHIRDOM1PIND,CHIRDOM3PIND,CHIRDOM5PIND,DOM1PIND,DOM3PIND,DOM5PIND,EPT_NTAX,EPT_PIND,EPT_PTAX,LRBS_USE,L_XFC_NAT,L_XCMGW,W1_HALL,MAFLOWU,MAFLOWV,NHDWAT_NADP2009_MEAN_NH4,NHDWAT_NADP2009_MEAN_NO3,NHDWAT_NADP2009_MEAN_SO4,NHDWAT_NADP2009_MEAN_TOTALN,NHDWAT_ELEV,NHDWAT_SLOPE,NHDWAT_PCT_CANOPY,NHDWAT_PCT_IMPERV,NHDWAT_POPDENKM,RDDEN,NHDWAT_PCT_SAND,TMAX_ANN,TMIN_ANN,WSAREA_NARS,PCT_AG,PCT_URB,PCT_FOR,PCT_WET,PCT_SHRUB_GRASS
13901,FW08AR084,Fair,41.93,1,CPL,2nd,46.32,69.47,78.95,48.16,69.85,76.47,6,50.0,16.67,0.07014639,-0.435549146,-0.095186131,1.848559091,3.3944,-9999.0,3.4934444,9.4890194,12.820796,4.856194,125.712,1.09,55.012,0.438,0.0,1.254,46.723,23.25,10.37,5.298480034,18.622,5.296,73.808,0.0,2.274
15797,FW08AZ007,Fair,55.25,1,XER,3rd,43.75,93.75,100.0,43.0,67.92,79.86,7,56.33,36.84,-0.715001647,-0.348105528,-0.628932138,1.45455,3.40839,28.64771,0.572645432,2.048841238,1.192062904,0.907486722,2272.83,20.797,40.773,0.225,0.0,0.303,46.046,25.46,8.98,173.1410065,0.0,0.875,62.667,0.06,30.33
15370,FW08TN068,Fair,43.32,1,CPL,2nd,33.75,67.92,83.33,30.45,61.28,75.19,5,4.33,17.86,-1.206558308,-0.641718964,-0.001346329,1.037913636,3.45991,-9999.0,3.846163988,10.45794678,13.16659164,5.348958015,124.352,2.156,19.343,0.233,16.908,1.531,6.15,20.56,8.25,5.151249886,60.412,6.953,25.052,7.373,0.0
11138,FW08VT008,Fair,41.97,1,NAP,2nd,88.14,95.36,98.45,57.77,71.62,77.03,13,24.67,40.62,-0.68697295,-0.515053408,0.126957455,0.795486364,3.68085,3.44082,1.8136175,8.0577993,8.5771103,3.2285128,415.738,10.241,85.58,0.137,1.534,0.941,71.074,12.71,0.06,4.741559982,2.162,2.579,94.178,0.0,0.322
13052,FW08AR073,Fair,42.45,1,SAP,2nd,43.48,73.04,88.7,18.87,46.42,59.62,12,30.0,37.5,0.511223252,-0.483885483,0.069953856,0.0,3.704,-9999.0,3.991192579,8.983167648,9.455554008,5.128418446,365.698,12.815,57.349,0.367,29.218,1.259,16.1,20.75,7.38,9.548959732,28.18,3.241,65.423,0.0,3.09
15066,FW08WI011,Fair,29.77,1,TPL,2nd,29.69,73.44,85.16,27.03,50.0,68.92,5,4.67,15.62,-0.811575819,-0.300241086,-0.539991054,1.151540909,3.81524,-9999.0,3.910051167,8.861131191,9.140886784,5.037845135,332.866,2.903,7.25,1.835,15.692,1.625,29.677,13.28,1.9,17.32019997,77.835,8.629,7.246,5.515,0.774
12076,FW08NM001,Fair,48.57,1,WMT,3rd,23.81,66.67,80.95,13.5,33.76,46.41,12,30.67,30.0,-0.702241789,-0.302216053,-1.911058926,1.5,4.03277,31.84497,0.836589761,2.798779888,1.670938706,1.281848011,2779.13,11.785,47.556,0.003,0.0,1.198,57.133,13.59,-3.82,153.7630005,0.064,0.0,66.564,2.753,30.525
14927,FW08PA046,Fair,54.32,1,NAP,1st,18.37,44.9,67.35,15.81,39.32,48.72,18,47.33,39.13,0.269953677,0.038150322,0.413223539,0.0,4.09386,4.6718,2.77033329,11.1995182,11.97893524,4.681107044,540.614,2.711,82.604,0.038,7.82,0.606,32.805,13.24,1.56,4.360499859,1.342,1.816,96.842,0.0,0.0
14140,FW08NH099,Fair,42.03,1,NAP,2nd,55.17,72.41,82.76,21.97,43.94,58.33,9,14.0,30.0,0.76312634,-0.269805204,-0.280028744,0.750013636,4.63112,5.43222,1.629894972,7.673244476,8.451568604,2.998983145,153.406,3.667,73.302,0.551,23.172,1.388,65.214,14.44,1.99,6.464739799,1.601,5.682,85.016,4.122,2.047
11835,FW08ME020,Fair,53.77,1,NAP,1st,25.0,66.67,91.67,38.35,50.9,61.29,18,40.33,47.37,-0.032338255,0.27740082,0.043987098,0.030304545,4.81547,4.59814,1.072711587,4.130139828,4.866677284,1.765948296,379.666,4.685,84.405,0.0,0.0,0.0,35.0,8.44,-2.85,6.984899998,0.0,0.0,70.043,3.131,21.312
14885,FW08VA046,Fair,39.95,1,SAP,1st,25.45,72.73,83.64,11.16,31.87,45.42,13,25.0,26.53,0.224937302,-0.224488846,-0.118537529,2.70995974,4.87299,4.52849,2.631425619,7.489291668,9.834033012,3.735106707,954.371,15.936,90.354,0.094,0.0,1.025,57.74,16.59,4.2,8.241900444,0.0,2.4,97.404,0.0,0.142
13938,FW08IL005,Fair,34.65,1,TPL,2nd,55.56,85.19,93.83,43.86,71.93,80.35,6,19.0,24.0,0.712094537,-1.22184875,-0.027607794,0.500018182,4.87985,-9999.0,5.601261616,10.327528,12.00457954,6.682312012,201.33,0.372,1.494,1.135,15.117,1.292,14.414,16.78,5.58,16.23889923,94.347,3.696,1.807,0.033,0.116
14392,FW08OK099,Fair,26.02,1,SPL,3rd,26.37,63.74,81.32,22.06,50.74,63.24,4,8.67,12.9,-0.897614708,-0.92412139,-0.26432853,0.33335,4.9267,-9999.0,3.579347229,8.096079254,8.62941227,4.608231544,260.718,3.328,31.054,0.053,7.543,0.297,22.746,22.35,9.09,36.89609909,16.926,2.708,46.013,0.0,33.672
15636,FW08VA021,Fair,43.37,1,SAP,3rd,14.29,40.0,60.0,14.52,26.21,36.69,13,24.0,26.53,-0.118417504,-0.570100974,0.141093298,1.189395455,4.98578,-9999.0,2.799086332,7.565022945,9.904226303,3.882401228,696.32,14.842,64.068,2.105,30.346,3.705,54.4,19.28,6.13,8.941690445,12.623,17.998,66.438,0.081,2.859
11898,FW08SD041,Fair,49.82,1,NPL,3rd,40.0,90.0,4.67,66.55,90.78,94.2,6,74.0,42.86,0.125020403,-0.197226275,-0.724898146,2.1667,4.99008,35.49231,1.616679311,3.681241207,2.39456672,2.086927719,1497.14,8.198,53.578,0.78,15.944,1.195,28.623,15.38,1.43,383.2139893,0.892,2.538,83.151,0.666,12.63
11942,FW08CA012,Fair,43.77,1,WMT,4th,50.0,67.86,82.14,28.46,50.56,62.17,17,63.67,48.57,-0.279082255,-0.29553749,0.081560049,0.0,5.20065,21.20209,0.858923581,1.741677365,1.005035474,1.060390534,1461.83,19.421,32.806,0.082,0.019,0.692,47.462,21.61,4.47,157.4100037,0.0,2.169,45.674,0.111,51.848
14791,FW08SD035,Fair,50.63,1,NPL,5th,31.17,70.13,79.22,47.93,63.1,74.14,6,60.0,20.69,1.580883941,-0.877039828,-1.378634852,1.431818182,5.58229,26.32906,2.207523202,3.977285042,2.370399847,2.61258849,707.227,3.771,1.517,0.2,0.14,0.296,16.789,15.95,1.07,921.9329834,14.497,1.62,0.62,1.221,81.481
15369,FW08TN051,Fair,35.27,1,SAP,2nd,31.18,68.82,82.8,14.57,42.21,60.8,6,5.67,16.22,0.619093419,-0.288576254,0.140379467,0.74245,5.65393,-9999.0,2.7087615,8.7529058,11.774862,4.0806079,414.772,9.403,32.599,5.135,33.893,3.162,26.917,19.99,6.77,7.636779785,26.998,21.764,33.247,0.0,16.836
11508,FW08MT007,Fair,49.33,1,WMT,2nd,75.0,2.04,2.04,38.43,55.79,67.77,14,59.52,58.33,-0.885000228,0.036338494,0.051064777,0.424259091,5.66313,30.31274,0.822508991,2.156684081,1.507272561,1.125864943,1657.59,17.235,56.475,0.954,0.0,0.442,62.531,11.63,-2.83,24.96680069,0.0,3.273,78.75,0.0,17.977
11902,FW08SD054,Fair,44.25,1,NPL,5th,66.67,11.76,11.76,36.17,76.6,85.11,4,74.51,40.0,0.223060843,-0.570100974,-0.208245573,0.560631818,5.73705,32.46619,2.207439694,4.073624269,2.453046672,2.634286672,915.232,3.901,3.999,0.379,0.787,0.96,24.309,16.71,1.81,1139.829956,12.304,1.624,4.523,1.935,77.456
9920,FW08DE001,Fair,53.9,1,CPL,2nd,44.6,61.15,73.38,21.75,41.4,51.58,6,2.67,11.54,-1.402765196,-0.180456064,-0.400662867,0.0,5.82296,5.06103,3.227832794,9.254190445,12.69925117,4.596901417,19.637,0.776,40.48,0.346,30.48,1.36,29.0,18.76,7.12,9.556539536,43.981,5.054,38.616,11.228,1.12
11234,FW08IA009,Fair,37.98,1,TPL,2nd,56.69,87.26,91.72,30.27,68.37,80.61,3,30.67,10.71,-0.853818254,-1.037071311,-0.453401258,0.0,6.02293,-9999.0,5.250395775,8.735816797,7.805258354,6.050300598,317.985,0.681,2.318,0.922,4.264,1.209,39.554,13.71,2.31,31.57640076,89.072,7.325,1.848,0.122,1.632
15061,FW08WI006,Fair,34.08,1,UMW,1st,32.47,50.65,63.64,18.18,31.27,41.82,10,16.33,21.74,0.271377839,-0.616511048,-0.382427842,0.0,6.10608,-9999.0,3.182725191,6.238251209,5.329324484,3.88057518,437.394,1.455,57.921,0.26,1.5,1.053,48.359,11.2,-1.37,17.33069992,17.802,3.323,55.139,23.181,0.555
15472,FW08NC120,Fair,44.9,1,SAP,3rd,23.0,50.0,71.0,8.46,23.9,34.93,13,24.67,20.97,-0.149491949,-0.380053345,0.00627151,0.265154545,6.78945,7.66901,2.73291564,7.855982304,10.5073843,3.896748185,95.078,2.579,56.138,0.38,13.341,1.165,36.334,21.65,8.26,16.42000008,17.601,3.234,61.19,1.705,16.176
13055,FW08AR114,Fair,32.38,1,SAP,2nd,56.9,72.41,81.03,43.22,63.37,72.89,12,28.0,28.57,0.296376983,-0.862415739,-0.136406804,0.098486364,6.83445,-9999.0,3.929341674,9.511888027,12.7405591,5.199829817,157.832,4.456,73.512,0.204,8.182,1.101,17.08,22.94,9.94,12.93959999,0.973,1.925,87.319,0.0,9.781
13796,FW08AL008,Fair,39.48,1,SAP,2nd,21.74,47.83,73.91,17.8,43.22,60.17,11,54.0,28.95,0.22989974,-0.322475999,0.034974646,3.08335,7.14509,-9999.0,2.262138844,6.672231913,9.781068325,3.263785481,325.426,10.185,73.269,0.289,24.546,1.798,55.191,22.45,9.2,10.91829967,3.518,2.876,89.183,0.041,4.301
14760,FW08KY008,Fair,37.85,1,SAP,1st,41.67,75.0,83.33,36.5,58.76,70.07,10,70.0,29.41,0.189886682,-0.246556227,0.02716421,1.174272727,7.16989,8.04388,2.172758818,8.353871346,9.691271782,3.574265003,602.417,20.52,74.248,0.51,2.963,1.187,27.156,19.35,5.86,11.35439968,0.0,4.827,67.795,0.0,14.64
14913,FW08PA007,Fair,45.55,1,NAP,1st,22.09,52.33,70.93,10.43,26.52,40.87,14,46.33,31.82,0.865024913,-0.229482704,0.094852117,0.462136364,7.28031,6.80348,2.819365501,9.882499695,14.29788494,4.421665668,432.743,2.833,47.383,0.322,12.562,1.75,28.787,14.26,2.23,10.02439976,41.381,4.904,50.551,0.0,2.698
14902,FW08KY050,Fair,38.67,1,SAP,3rd,20.69,41.38,58.62,18.88,44.98,61.45,8,51.67,23.53,-0.415236913,-0.343727523,0.077450494,0.0,7.40939,7.15519,3.075663209,8.303815365,11.74636459,4.264053345,271.394,7.076,39.308,0.449,19.07,1.195,11.096,18.22,6.1,13.17490005,32.614,5.054,56.075,0.0,6.257
13399,FW08MS058,Fair,42.53,1,CPL,3rd,39.58,64.58,77.08,42.34,62.77,70.8,6,39.13,19.35,-0.023107308,-0.65489372,-0.067803062,0.0,7.57102,-9999.0,2.807934999,8.150124868,10.56225332,4.021446705,132.719,3.801,69.065,0.223,4.214,0.675,44.973,24.78,11.71,12.87749958,1.279,2.495,79.953,0.112,16.056
11880,FW08SD005,Fair,47.03,1,NPL,3rd,37.16,64.68,83.94,30.11,52.42,68.03,5,5.9,21.74,0.179686709,-0.511834012,-0.976934698,2.523132035,7.59211,92.11578,3.889623849,5.427265094,3.943298974,4.246273145,497.131,0.667,0.218,0.274,1.798,1.131,22.83,15.56,2.06,1542.300049,91.594,3.81,0.356,1.476,2.333
11327,FW08GA003,Fair,35.43,1,SAP,2nd,62.1,72.58,82.26,27.21,43.46,56.54,14,22.33,26.92,1.277568655,-0.46620484,0.21742412,0.060609091,7.73795,-9999.0,2.504010439,8.124097824,11.2992301,3.779572725,489.41,7.846,68.917,0.26,12.127,0.789,44.795,20.61,7.59,10.67910004,0.877,3.894,81.399,0.0,13.796
15692,FW08GA115,Fair,31.07,1,SAP,2nd,31.25,56.25,81.25,22.03,44.07,57.63,5,8.57,16.67,-0.057180324,-0.677780705,-0.413259297,1.4243,7.97283,-9999.0,2.630279303,8.467599551,12.28526052,3.955216169,288.771,9.383,63.577,0.609,40.713,1.528,32.469,21.43,8.57,10.86089993,16.973,6.108,71.724,0.846,3.128
9924,FW08DE021,Fair,36.57,1,SAP,2nd,60.0,80.0,100.0,25.96,49.04,59.62,8,41.38,28.57,-0.355091263,-0.677780705,-0.491470281,1.522731818,8.22395,7.99648,4.6773417,10.49678564,13.85570669,6.003133059,76.459,4.426,21.693,11.494,1104.096,8.412,30.507,18.23,6.97,15.94939995,5.135,66.086,24.666,0.79,3.295
11250,FW08IA054,Fair,28.13,1,UMW,4th,18.03,44.26,63.93,28.14,45.51,58.08,6,54.67,20.69,-0.797901396,-1.293204657,-0.493003268,1.227272727,8.23218,-9999.0,5.525052945,9.016462644,7.928618987,6.32696716,321.364,4.589,15.183,0.423,5.874,1.134,11.022,13.92,2.32,38.75719833,71.462,4.078,14.292,0.072,9.971
11806,FW08ME001,Fair,51.62,1,NAP,1st,42.86,71.43,100.0,15.12,31.4,44.19,12,37.08,36.36,0.236096451,-0.018758145,-0.104502114,0.333345455,8.23794,8.00705,1.063002706,4.719847918,4.482147217,1.89162463,443.07,5.398,82.929,0.005,0.265,0.0,38.883,9.39,-3.07,10.8980999,0.0,0.083,90.066,3.088,6.764
11013,FW08OR005,Fair,45.78,1,WMT,2nd,41.38,72.41,86.21,29.52,53.14,65.31,17,67.0,40.48,-0.758738113,-0.802093205,0.003343012,1.674259091,8.37464,7.88157,0.499626106,1.503656626,1.043705201,0.727630723,1255.95,8.738,18.481,0.033,0.587,1.232,45.454,14.83,1.48,23.82180023,0.0,0.0,25.939,0.888,73.173
14116,FW08MI080,Fair,26.2,1,UMW,1st,33.78,63.51,78.38,41.2,60.52,70.39,4,3.0,11.43,0.802583989,-0.528175086,-0.396954096,0.0,8.56586,-9999.0,1.689483523,5.047156572,4.727836847,2.452019691,218.664,1.166,51.247,0.569,4.567,0.907,58.925,11.15,-0.38,17.24399948,11.278,3.605,36.111,35.379,5.903
11239,FW08IA017,Fair,31.83,1,UMW,3rd,33.33,63.33,86.67,49.61,64.73,74.03,5,31.67,23.81,0.376396184,-0.892173573,-0.610431231,0.250009091,8.74117,-9999.0,5.374318886,8.960007668,8.036987686,6.197170353,337.769,5.208,16.693,0.77,9.026,1.09,11.788,13.75,2.42,34.90359879,65.793,5.986,16.142,0.0,11.982
14091,FW08MI006,Fair,29.35,1,UMW,2nd,40.32,88.71,97.58,21.35,55.52,74.02,4,32.67,15.38,0.625897643,-0.209842833,0.011108878,0.6667,8.85896,-9999.0,2.513169765,6.259998639,7.884643475,3.365585049,262.858,1.38,30.336,0.532,29.317,1.465,62.57,14.08,2.93,33.03919983,53.26,4.704,28.144,11.691,1.372
15349,FW08MA016,Fair,47.2,1,NAP,2nd,18.37,45.58,57.82,9.96,29.52,39.85,16,18.67,25.4,-0.413454432,-0.288576254,0.161980212,1.706352381,9.23419,10.79969,1.854896665,8.485960484,8.988881588,3.357287169,536.625,4.566,74.377,1.108,25.473,2.308,58.033,12.17,0.82,13.65009975,4.148,8.039,72.116,3.805,2.433
14779,FW08KY040,Fair,38.48,1,SAP,2nd,28.38,57.43,75.68,20.85,43.82,55.83,6,24.67,14.29,0.496903248,-0.216778788,-0.303206915,1.5,9.69264,9.07553,3.396331668,8.974208832,11.72084761,4.664491177,191.831,3.288,18.634,0.366,20.416,1.446,17.577,19.96,7.34,16.01110077,60.969,6.464,31.201,0.0,1.197
15069,FW08WI014,Fair,26.88,1,UMW,2nd,32.0,80.0,92.0,25.33,69.0,80.67,7,29.33,29.17,0.77175602,-0.486903525,0.079510133,0.060609091,9.79957,-9999.0,2.403371572,4.801177502,4.17052412,2.950779915,236.308,1.512,71.668,0.785,16.748,1.398,11.142,9.35,-0.26,17.72030067,4.083,7.49,83.273,3.661,1.492
14893,FW08IL020,Fair,39.83,1,TPL,2nd,23.6,45.96,62.73,14.67,30.12,42.47,5,8.67,12.82,0.485770508,-0.515053408,-0.155748813,0.71215,10.27632,-9999.0,4.281333256,10.18636017,14.26532116,5.625511074,190.057,0.331,0.272,0.67,1.742,1.478,5.7,17.39,5.76,39.12239838,94.858,4.701,0.4,0.0,0.0
13166,FW08MI017,Fair,23.0,1,UMW,2nd,21.3,56.8,74.56,13.85,36.92,54.23,5,8.67,14.71,0.825669151,-0.154338307,-0.000592624,0.500018182,10.6972,-9999.0,3.648265771,9.680972236,11.1792608,5.01977362,281.808,1.201,14.347,1.337,33.912,1.674,43.892,14.04,2.97,46.35430145,72.684,6.298,12.253,7.721,0.372
14214,FW08AZ024,Fair,46.73,1,XER,5th,38.96,79.22,88.31,32.48,59.12,77.01,5,56.33,22.73,-0.449454596,-0.46046771,-0.169382173,0.181822727,11.17966,89.48886,0.537991339,1.807251467,1.506928463,0.826002998,1960.65,3.151,37.068,0.609,15.939,2.088,34.811,20.91,2.65,1960.0,0.96,3.152,48.827,0.206,46.504
12083,FW08NM013,Fair,26.57,1,SPL,4th,50.0,100.0,40.0,20.0,56.0,76.0,2,20.0,22.22,-0.950953317,-0.877039828,-0.127049528,1.431818182,11.27172,8.73931,1.12092358,3.281131325,2.269330955,1.611593529,1753.85,3.993,5.909,0.107,0.045,0.248,40.45,22.65,5.08,1141.550049,0.028,0.193,9.265,0.071,90.376
13164,FW08MI010,Fair,28.15,1,UMW,2nd,22.97,59.46,74.32,17.07,39.37,55.05,7,8.33,17.95,-0.983042524,-0.706938935,-0.145970139,0.787890909,11.76721,-9999.0,4.027129292,10.10571969,11.79941177,5.409907818,203.288,0.812,27.579,1.099,22.596,2.023,74.161,14.12,4.51,36.0868988,53.53,7.159,13.851,19.663,5.565
14537,FW08WY010,Fair,40.23,1,WMT,1st,46.67,76.67,88.89,35.0,61.67,74.17,9,9.0,45.0,-0.297890366,-0.534887652,-0.292429824,1.5,12.09604,25.22277,0.922003895,2.348849773,1.656816065,1.246531963,2754.56,20.781,17.952,0.0,0.0,0.0,53.404,8.93,-5.1,11.79850006,0.0,0.0,32.515,0.0,64.572
14931,FW08PA066,Fair,32.27,1,SAP,2nd,35.0,70.0,82.5,32.07,51.48,62.87,8,64.0,20.0,1.277008724,-0.508638306,-0.030850444,1.3788,12.141,10.83484,1.902695775,7.823515177,10.52159595,3.244756401,490.071,7.521,45.454,0.287,15.28,1.697,32.51,16.0,3.54,22.12439919,33.007,5.294,61.597,0.0,0.0
11938,FW08CA006,Fair,45.08,1,WMT,3rd,55.94,73.76,84.65,38.97,53.79,62.07,13,15.67,33.33,-0.227168186,-0.56644835,-0.198783445,0.071428571,12.45672,52.96218,0.551953767,0.799470569,0.514556749,0.609186981,2441.98,13.193,28.6,0.248,0.0,0.699,68.408,12.84,-1.0,35.27320099,0.0,0.0,39.398,1.091,50.95
14094,FW08MI009,Fair,28.97,1,UMW,2nd,20.57,46.81,59.57,12.19,34.41,47.67,9,22.33,18.75,0.708120542,-0.83456681,-0.20034622,0.303045455,13.33278,-9999.0,2.490358734,6.265126419,7.482059193,3.349030781,251.777,0.561,22.048,0.895,2.019,0.966,27.664,12.99,0.42,36.60219955,51.41,4.257,20.947,14.526,7.358
13798,FW08AL009,Fair,35.5,1,SAP,3rd,25.0,66.67,83.33,36.46,54.17,64.58,9,10.0,26.47,-0.664293989,-0.68250648,0.062325536,0.068181818,13.40623,13.83021,2.086161931,7.64454476,10.73955663,3.346786579,169.951,7.276,72.809,0.26,2.558,0.94,43.283,23.44,10.06,18.37450027,0.132,2.355,80.269,1.099,14.251
15071,FW08WI017,Fair,25.47,1,UMW,3rd,20.69,48.28,65.52,29.45,53.42,63.36,5,33.33,11.63,-0.391923528,-0.697000411,-0.348105528,0.227281818,13.65914,-9999.0,3.265548604,6.959433556,6.884096759,4.10780171,360.688,0.805,21.899,0.819,15.988,1.481,38.305,12.58,0.3,44.4992981,65.53,5.464,28.25,0.315,0.4
14351,FW08NE022,Fair,29.52,1,SPL,5th,60.0,88.89,95.56,38.03,66.2,78.87,5,31.51,35.71,-0.189224125,-1.016086822,-0.02813402,0.212131818,13.8909,205.90481,4.464185394,6.958431442,5.894815609,5.038304918,605.057,1.352,1.655,0.781,8.14,1.508,14.03,17.27,4.04,2548.350098,73.347,5.073,0.836,0.848,19.458
14538,FW08WY012,Fair,56.03,1,XER,1st,38.46,73.08,92.31,31.9,64.76,74.29,8,32.0,28.57,-0.77840508,-0.596567486,-0.539991054,1.825772727,15.21981,6.03213,1.267870319,2.268967175,1.999069464,1.497048312,1928.58,14.786,23.289,0.142,0.051,0.52,31.236,15.28,-0.42,138.3289948,0.031,0.0,34.421,1.358,62.642
12710,FW08MO001,Fair,40.2,1,TPL,3rd,34.63,62.34,74.46,28.07,54.04,64.56,2,13.0,8.0,0.223263441,-0.771879741,-0.169382173,0.6667,16.13372,-9999.0,3.964217353,9.728579235,11.4004693,5.275861073,229.073,1.029,4.491,0.614,2.22,1.431,9.546,18.2,5.94,61.63219833,89.043,4.56,4.584,1.014,0.096
14814,FW08SD091,Fair,50.73,1,NPL,6th,20.0,56.67,78.33,27.72,60.35,68.77,6,43.67,24.0,0.885333532,-0.612448395,-2.0,1.5,16.40768,78.29494,1.418486604,2.830413877,2.1342627,1.740831198,866.243,2.393,0.266,0.348,1.054,0.784,39.386,13.87,-0.32,3141.080078,40.163,3.331,0.368,0.422,55.155
13204,FW08IL004,Fair,38.7,1,TPL,3rd,25.0,75.0,26.32,16.67,44.44,61.11,3,36.84,25.0,1.567482386,-0.777756616,-0.548632296,0.250009091,17.40756,-9999.0,5.596476425,10.49765188,12.53277545,6.717027577,207.685,2.946,28.436,0.74,5.113,1.061,16.358,16.46,4.9,66.24810028,57.444,4.405,37.871,0.016,0.167
13610,FW08SD018,Fair,46.48,1,NPL,6th,38.06,69.64,78.95,33.45,62.99,72.6,5,9.67,20.0,-0.094900586,-0.659375643,-0.269805204,1.477309091,17.80596,91.98012,2.209428596,3.974578796,2.350743447,2.613456688,726.193,2.895,0.451,0.335,0.865,0.522,17.142,16.22,1.18,4635.549805,11.903,2.131,0.109,1.315,83.079
11897,FW08SD043,Fair,46.38,1,NPL,5th,30.0,65.0,75.0,36.0,54.0,66.0,7,53.75,26.92,1.135993005,-0.958607315,-1.837272689,1.431818182,18.61688,85.74586,1.548083327,3.084978932,2.207710151,1.898968,882.805,3.344,0.398,0.161,0.239,0.402,47.006,14.01,-0.36,3840.370117,13.692,1.007,0.68,0.256,83.911
12027,FW08ND024,Fair,51.3,1,NPL,5th,39.13,82.61,91.3,35.68,62.11,75.77,6,16.3,20.0,0.143243533,-0.83456681,-0.29827506,1.5,19.33967,104.41376,1.407127313,2.772601579,2.118023691,1.718951026,777.534,1.986,0.336,0.297,0.877,1.087,35.382,12.88,-0.9,3772.5,65.849,3.63,0.23,0.867,29.121
12247,FW08UT005,Fair,56.17,1,XER,3rd,77.27,90.91,100.0,55.74,93.58,96.96,6,59.33,46.15,-0.922881835,-0.65489372,-0.722286625,0.242436364,19.70042,7.49726,0.728170297,2.386677273,1.689390352,1.104567347,2484.96,12.768,30.948,0.112,0.0,0.32,48.269,17.76,2.39,196.720993,0.185,0.568,66.107,0.258,28.482
14103,FW08MI032,Fair,27.52,1,UMW,1st,67.84,91.63,96.92,54.8,74.02,81.14,5,5.67,18.52,0.949957233,-0.092735253,-0.068958408,0.0,19.89535,-9999.0,2.613690996,7.526598787,6.495988178,3.729763508,226.488,1.922,50.853,0.479,8.295,1.249,74.912,11.43,1.92,55.79150009,16.815,4.077,38.3,20.317,15.415
14776,FW08KY035,Fair,41.47,1,SAP,2nd,29.03,67.74,82.26,16.39,38.66,53.78,12,35.0,28.57,1.122159877,-0.356996206,-0.098888579,0.969704545,21.87013,21.93984,3.331147154,8.957701524,11.84950447,4.610147079,280.895,4.631,30.255,0.244,10.642,1.53,16.007,20.05,7.63,36.40999985,45.671,4.819,44.932,0.0,4.578
13162,FW08MI001,Fair,30.55,1,UMW,3rd,29.01,52.67,72.52,15.71,36.4,47.13,5,4.67,11.36,1.485295576,-0.562826189,-0.12771126,0.0,22.86794,25.38847,3.897684996,9.672167338,10.8067569,5.211456152,279.96,1.549,25.945,0.696,14.571,1.492,46.94,14.53,3.14,74.21890259,59.914,5.11,16.852,17.237,0.542
13506,FW08VT015,Fair,54.25,1,NAP,3rd,56.07,75.72,84.97,32.66,48.48,57.91,21,18.33,38.18,-0.553160181,-0.216291273,-0.048618321,1.287927273,23.39129,40.86292,1.915810347,7.910546223,8.468026797,3.274599989,597.22,10.292,82.912,0.035,0.504,0.316,68.932,11.11,-1.11,41.69329834,0.913,0.784,87.835,1.735,0.641
15428,FW08AR001,Fair,48.4,1,CPL,4th,36.0,70.67,85.33,36.42,62.35,77.78,5,14.02,26.32,-0.670751155,-0.472018776,-0.263422428,0.939422727,23.89952,-9999.0,3.188770628,9.235546494,10.69692698,4.562358427,110.358,2.314,41.463,0.306,34.453,1.575,11.641,21.28,9.53,50.61909866,48.782,5.275,41.012,4.011,0.039
15689,FW08GA091,Fair,33.33,1,SAP,3rd,40.0,90.0,91.67,36.36,81.82,100.0,1,8.33,20.0,1.427287942,-0.320406941,-0.358120449,4.810681818,23.9804,16.26199,2.214511454,5.750471592,8.800687075,3.018577516,307.955,3.417,35.608,34.268,1089.03,8.922,44.544,21.82,9.37,24.7493,0.156,85.009,13.042,0.069,0.404
11821,FW08ME008,Fair,50.75,1,NAP,2nd,22.22,55.56,77.78,14.29,31.87,40.66,12,53.04,37.5,0.333565611,-0.060934793,0.089262664,0.121218182,24.34662,23.31145,1.107302785,4.635587633,4.900147498,1.906988785,393.472,3.497,59.594,0.0,0.0,0.26,34.923,9.11,-3.1,37.08129883,0.0,0.0,57.39,5.639,36.672
15406,FW08MN010,Fair,34.02,1,UMW,3rd,22.22,48.89,61.11,14.61,38.2,51.69,11,20.0,23.4,-0.739547572,-0.351196606,-0.766081332,2.008688312,25.04794,41.99004,2.371759176,4.862789994,3.967534962,2.940151487,422.746,1.271,61.139,0.316,2.915,0.713,37.504,9.87,-2.62,130.4819946,12.675,2.783,53.352,26.461,1.803
11326,FW08GA001,Fair,33.55,1,SAP,3rd,51.79,76.79,87.5,12.89,36.89,48.0,11,28.84,23.91,-0.031988852,-0.534887652,0.130991293,0.121218182,27.42642,24.65302,2.381980228,7.106081676,10.31657047,3.454847622,392.871,9.693,75.6,0.091,15.668,0.214,27.008,21.6,9.19,34.48519897,0.624,1.253,89.21,0.606,8.277
13777,FW08MD030,Fair,52.12,1,CPL,3rd,39.52,72.58,83.06,30.95,62.24,76.19,8,3.33,20.0,-0.819362282,-0.324554962,0.034063028,0.068181818,27.65175,26.13256,2.733526349,8.697039413,12.01162853,4.087217045,47.896,2.503,50.132,5.955,207.771,3.815,51.255,19.5,8.0,61.69850159,13.355,26.615,50.975,6.255,2.058
