HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Tot_Benes_2017,Avg_Spndng_Per_Dsg_Unt_2017,Avg_Spndng_Per_Clm_2017,Avg_Spndng_Per_Bene_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spndng_Per_Dsg_Unt_2018,Avg_Spndng_Per_Clm_2018,Avg_Spndng_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spndng_Per_Dsg_Unt_2019,Avg_Spndng_Per_Clm_2019,Avg_Spndng_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spndng_Per_Dsg_Unt_2020,Avg_Spndng_Per_Clm_2020,Avg_Spndng_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spndng_Per_Dsg_Unt_2021,Avg_Spndng_Per_Clm_2021,Avg_Spndng_Per_Bene_2021,Outlier_Flag_2021,Avg_DY21_ASP_Price,Chg_Avg_Spndng_Per_Dsg_Unt_20_21,CAGR_Avg_Spnd_Per_Dsg_Unt_17_21
J0517,"Inj., benralizumab, 1 mg",Fasenra,Benralizumab,,,,,,,,,,,,,,,,,129927452.6,789334.0,27067.0,6314.0,164.60389721,4800.2162264,20577.677003,0.0,180874312.3,1069614.0,36494.0,7663.0,169.10241667,4956.2753411,23603.590278,0.0,197482083.69,1214610.9,41352,8456,162.58876294,4775.6356087,23354.078014,0,170.9405,-0.038518987,-0.006140012
J3111,"Injection, romosozumab-aqqg 1 mg",Evenity (2 Syringes),Romosozumab-Aqqg,,,,,,,,,,,,,,,,,11989056.54,1364830.0,6931.0,3251.0,8.784285618,1729.7729823,3687.8057644,0.0,118074130.11,13127714.0,63868.0,11257.0,8.9942643563,1848.7212706,10488.951773,0.0,195888958.64,21387556.1,103241,19410,9.159015538,1897.395014,10092.166854,0,9.1595,0.0183173604,0.0211068127
J9354,"Inj, ado-trastuzumab emt 1mg",Kadcyla,Ado-Trastuzumab Emtansine,115989169.87,3990487.0,14604.0,2222.0,29.06641968,7942.2877205,52200.346476,0.0,113562036.52,4160587.4,15273.0,2331.0,27.294712405,7435.4767577,48718.162385,0.0,147481859.9,5302043.9,19620.0,3040.0,27.816039,7516.914368,48513.769704,0.0,175822575.58,6073797.0,22498.0,3496.0,28.947720113,7815.0313619,50292.498736,0.0,182463588.6,6081919.8,22695,3501,30.000985643,8039.8144349,52117.563153,0,33.52125,0.0363850944,0.0079430527
J7605,Arformoterol non-comp unit,Arformoterol Tartrate*,Arformoterol Tartrate*,218668173.27,23813185.0,399992.0,62154.0,9.182651261,546.6813668,3518.1673467,0.0,211251085.37,22293988.0,372923.0,55484.0,9.4756974557,566.47373686,3807.4234981,0.0,207354048.21,20978458.0,350008.0,53498.0,9.8841415422,592.42659656,3875.9214963,0.0,213287728.82,19717241.0,327204.0,47346.0,10.817321187,651.8493931,4504.8732484,0.0,181314390.26,16624292.0,274147,41127,10.906593211,661.37652522,4408.6461512,0,10.915,0.0082526923,0.04395134
J9119,"Injection, cemiplimab-rwlc 1 mg",Libtayo,Cemiplimab-Rwlc,,,,,,,,,,,,,,,,,30585393.47,1136007.0,3176.0,1080.0,26.923595955,9630.1616719,28319.808769,0.0,155476304.89,5716845.0,15748.0,2442.0,27.19617287,9872.765106,63667.61052,0.0,179470040.87,6543761.0,17945,2704,27.426130152,10001.116794,66372.056535,0,27.4765,0.0084555016,0.0092894511
J7170,"Inj., emicizumab-kxwh 0.5 mg",Hemlibra,Emicizumab-Kxwh,,,,,,,,,,,,,,,,,95734819.66,1731499.4,2544.0,239.0,55.290125807,37631.611502,400564.099,1.0,147878934.4,2621301.6,3760.0,313.0,56.414315087,39329.50383,472456.65942,1.0,178638412.82,3214322.0,4344,358,55.575767711,41123.023209,498989.97994,1,48.23725,-0.014864089,0.0025797909
J0881,"Injection, darbepoetin alfa, 1 microgram",Aranesp (J0881),Darbepoetin Alfa In Polysorbat,268182113.52,70170462.0,300062.0,52081.0,3.821866151,893.7556689,5149.3272695,0.0,241282505.82,69203868.0,293395.0,50410.0,3.4865465297,822.38111017,4786.4016231,0.0,231112653.15,65435147.0,275658.0,47938.0,3.5319344992,838.40357672,4821.0741614,0.0,211362428.15,61319588.8,248875.0,44218.0,3.446898981,849.27143405,4780.0087781,0.0,177670287.29,58638081.2,239620,41577,3.0299471547,741.46685289,4273.283,0,3.30325,-0.12096433,-0.056395735
J1303,"Injection, ravulizumab-cwvz 10 mg",Ultomiris,Ravulizumab-Cwvz,,,,,,,,,,,,,,,,,20963334.39,94872.0,373.0,187.0,220.96439824,56201.968874,112103.39246,0.0,146656849.17,652213.5,2487.0,427.0,224.86018638,58969.380446,343458.66316,0.0,177654131.06,789107.0,2892,510,225.13313285,61429.505899,348341.43345,0,225.62175,0.0012138497,0.0093889695
Q5118,"Inj., zirabev, 10 mg",Zirabev,Bevacizumab-Bvzr,,,,,,,,,,,,,,,,,,,,,,,,,33154537.62,534912.0,7283.0,1759.0,61.981293409,4552.3187725,18848.514849,0.0,172471886.31,3124306.0,41679,7335,55.20326316,4138.1003937,23513.549599,0,56.092,-0.109356063,-0.109356063
J9042,Brentuximab vedotin inj,Adcetris,Brentuximab Vedotin,92352212.27,687699.0,4870.0,1072.0,134.29161925,18963.493279,86149.451744,0.0,117142528.37,904406.0,6629.0,1429.0,129.52427159,17671.221658,81975.177306,0.0,155007733.92,1104174.0,8428.0,1741.0,140.38343044,18391.995007,89033.735738,0.0,161368351.24,1052351.0,7856.0,1701.0,153.34080667,20540.777907,94866.755579,0.0,164383359.56,994211.0,7501,1660,165.34051581,21914.859293,99026.120217,0,185.65925,0.0782551585,0.0533739995
J1439,Inj ferric carboxymaltos 1mg,Injectafer,Ferric Carboxymaltose,114114930.84,109495328.0,135823.0,66415.0,1.0421899539,840.17383536,1718.2102061,0.0,140612425.59,145773930.5,179302.0,88696.0,0.9645924008,784.22117762,1585.3299539,0.0,159538667.63,163207195.0,200003.0,99458.0,0.9775222693,797.68137293,1604.0807942,0.0,149772045.03,149707544.0,182753.0,89817.0,1.0004308469,819.5326207,1667.5244667,0.0,161942227.74,159511820.0,195857,96072,1.015236537,826.83911088,1685.6339801,0,1.1225,0.0147993138,-0.006529241
J2507,Pegloticase injection,Krystexxa,Pegloticase,44967319.07,24463.0,2879.0,408.0,1838.1768005,15619.075745,110214.01733,0.0,72284678.29,36200.0,4322.0,620.0,1996.8143174,16724.821446,116588.19079,0.0,112717932.64,49769.0,6069.0,828.0,2264.822131,18572.735647,136132.76889,0.0,142198168.11,56167.0,6932.0,858.0,2531.7031016,20513.296034,165732.13066,0.0,160197748.46,59022.0,7234,907,2714.2039995,22145.113141,176623.75795,0,2858.0695,0.0720862165,0.1023355192
Q5111,"Injection, udenyca 0.5 mg",Udenyca,Pegfilgrastim-Cbqv,,,,,,,,,,,,,,,,,143662624.96,417453.0,33317.0,11528.0,344.14083732,4311.9916247,12462.059764,0.0,228090346.5,740515.0,58389.0,18132.0,308.0158356,3906.3924112,12579.436714,0.0,160042879.71,642976.2,50751,15627,248.90949262,3153.4921422,10241.433398,0,248.2995,-0.191893845,-0.149542483
Q5117,"Injection, kanjinti, 10 mg",Kanjinti,Trastuzumab-Anns,,,,,,,,,,,,,,,,,18019180.62,206552.0,4856.0,1598.0,87.237986657,3710.704411,11276.082991,0.0,176494796.46,2164270.8,49982.0,6950.0,81.549312803,3531.1671494,25394.934742,0.0,159309828.7,2528609.0,58327,7550,63.002950911,2731.3221784,21100.639563,0,62.828,-0.227425116,-0.150178668
J1817,Insulin for insulin pump use,Fiasp Penfill*,Insulin Aspart (Niacinamide)*,91956712.58,9726110.0,95923.0,21360.0,9.4546239535,958.65134097,4305.0895403,0.0,121466519.56,11756875.0,111650.0,25821.0,10.331531088,1087.9222531,4704.1756539,0.0,150901471.24,14295676.0,133450.0,30849.0,10.555742257,1130.7716091,4891.6163,0.0,161240120.92,15998944.0,145683.0,33313.0,10.078172717,1106.7874832,4840.1561228,0.0,156744155.68,15353851.0,137486,32751,10.208784472,1140.0735761,4785.934954,0,10.894,0.0129598648,0.019371398
J3285,Treprostinil injection,Remodulin*,Treprostinil Sodium*,174848455.98,2900612.0,10417.0,1195.0,60.279849901,16784.914657,146316.69956,0.0,174773764.86,2858960.0,10677.0,1194.0,61.131937789,16369.18281,146376.68749,0.0,176894000.02,2748781.0,11707.0,1175.0,64.35361712,15110.105067,150548.08512,0.0,163468435.2,2646708.0,12693.0,1097.0,61.762927833,12878.628788,149014.07037,0.0,155903547.62,2522868.0,12447,1058,61.796157239,12525.391469,147356.8503,0,61.3045,0.0005380154,0.0062301517
J9177,Inj enfort vedo-ejfv 0.25mg,Padcev,Enfortumab Vedotin-Ejfv,,,,,,,,,,,,,,,,,,,,,,,,,63345399.9,2267598.0,6246.0,890.0,27.935021948,10141.754707,71174.606629,0.0,154355577.11,5311452.0,14703,1664,29.060900317,10498.236898,92761.76509,0,29.05875,0.0403034718,0.0403034718
Q2043,Sipuleucel-t auto cd54+,Provenge,Sipuleucel-T/Lactated Ringers,202485909.05,5230.0,5085.0,1926.0,38716.235,39820.237768,105132.87074,0.0,188526960.94,4785.0,4661.0,1759.0,39399.573864,40447.749612,107178.48831,0.0,176936557.15,4195.0,4108.0,1533.0,42177.963564,43071.216444,115418.49781,0.0,146412891.44,3200.0,3133.0,1178.0,45754.028575,46732.490086,124289.38153,0.0,153583746.72,3108.0,3042,1136,49415.619923,50487.753688,135196.96014,0,51435.80275,0.0800277366,0.0629009193
J3245,"Inj., tildrakizumab, 1 mg",Ilumya,Tildrakizumab-Asmn,,,,,,,,,,,,,,,,,15771056.82,119490.0,1249.0,555.0,131.98641577,12626.947014,28416.318595,0.0,66825098.4,496376.0,5033.0,1742.0,134.6259658,13277.388913,38361.135706,0.0,144583755.7,1079400.9,10889,3590,133.94815189,13277.964524,40274.026657,0,134.47775,-0.005034793,0.0074041725
90732,Ppsv23 vacc 2 yrs+ subq/im,Pneumovax 23,Pneumococcal 23-Val P-Sac Vac,158317949.36,1779851.4,1779521.0,1768277.0,88.950094015,88.966609196,89.532324044,0.0,186378938.89,1888765.0,1888462.0,1874731.0,98.677675038,98.693507676,99.416363677,0.0,197941166.94,1890633.0,1890436.0,1875532.0,104.6957114,104.70662161,105.53867752,0.0,220991915.53,1956242.5,1956075.0,1944655.0,112.96754647,112.97721996,113.64067947,0.0,142689613.9,1204786.0,1204705,1200530,118.43565073,118.44361391,118.85551706,0,124.41875,0.0484042048,0.0741971846
J9043,Cabazitaxel injection,Jevtana,Cabazitaxel,92640871.85,604293.0,10161.0,2454.0,153.30455896,9117.2986763,37750.966524,0.0,97176724.33,657626.0,11079.0,2618.0,147.76898166,8771.2541141,37118.687674,0.0,104353610.96,674946.0,11454.0,2778.0,154.61031099,9110.6697189,37564.294802,0.0,129980962.58,802511.0,13570.0,3106.0,161.96782671,9578.5528799,41848.345969,0.0,141653448.28,835336.0,14007,3146,169.57661142,10113.046925,45026.5252,0,187.03175,0.0469771366,0.025540275
J9055,Cetuximab injection,Erbitux,Cetuximab,203518736.89,3640563.9,54663.0,7039.0,55.903080534,3723.1534473,28913.018453,0.0,182346364.14,3394945.5,50555.0,6476.0,53.711131486,3606.890795,28157.252029,0.0,152914507.71,2794657.0,41886.0,5084.0,54.716735438,3650.7307384,30077.597897,0.0,144716157.58,2529371.0,36739.0,4429.0,57.214286706,3939.0336585,32674.679968,0.0,138532657.53,2342362.0,33710,3960,59.142292067,4109.5419024,34982.994326,0,65.91825,0.0336979708,0.01418131
J7677,Revefenacin inh non-com 1mcg,Yupelri,Revefenacin,,,,,,,,,,,,,,,,,,,,,,,,,123252920.97,608771003.0,115619.0,20677.0,0.2024618787,1066.0265265,5960.8705794,0.0,138164554.55,727813610.0,137728,24246,0.1898350795,1003.1696863,5698.4473542,0,0.18975,-0.062366304,-0.062366304
J9301,Obinutuzumab inj,Gazyva,Obinutuzumab,81218384.51,1443626.0,14699.0,2898.0,56.259990129,5525.4360508,28025.667533,0.0,95639692.13,1710556.0,17372.0,3407.0,55.91146512,5505.393284,28071.526895,0.0,107491982.15,1886756.0,19036.0,3797.0,56.971851236,5646.7735948,28309.713497,0.0,132781688.11,2292003.0,23188.0,4524.0,57.932597867,5726.3105102,29350.505771,0.0,137669766.84,2365324.0,24018,4694,58.203344168,5731.941329,29328.880878,0,63.89475,0.0046734707,0.0085259369
J2785,Regadenoson injection,Lexiscan,Regadenoson,126791153.22,2334705.3,595685.0,589242.0,54.307133847,212.84933013,215.17670706,0.0,130749115.18,2355275.0,600378.0,594382.0,55.513311685,217.77799183,219.97489019,0.0,134612251.0,2347019.4,595708.0,590157.0,57.354554035,225.97019177,228.09566098,0.0,120995780.36,2058164.5,521587.0,516758.0,58.788197134,231.97621942,234.14399073,0.0,131961555.79,2224787.4,563067,557917,59.314231909,234.36208442,236.52542545,0,59.48325,0.0089479658,0.0222932824
J7606,"Formoterol fumarate, inh",Formoterol Fumarate*,Formoterol Fumarate*,103672339.39,9994716.0,166662.0,28242.0,10.372714882,622.05145378,3670.8568582,0.0,113660276.86,10313179.0,171323.0,29209.0,11.020876963,663.42684205,3891.2758691,0.0,129799804.26,11245322.0,185551.0,32875.0,11.542560032,699.53707746,3948.2830193,0.0,141414754.03,12009605.0,198322.0,32349.0,11.775137819,713.05631261,4371.5340205,0.0,131017582.5,11479143.0,188831,32212,11.413533441,693.83513565,4067.3532379,0,11.426,-0.030709142,0.0241932724
90670,Pcv13 vaccine im,Prevnar 13,Pneumococcal 13-Valent Vaccine,477149944.87,2679109.7,2678876.0,2660076.0,178.10018935,178.11572647,179.37455353,0.0,432793749.75,2282736.6,2282657.0,2267575.0,189.59425706,189.60086853,190.86193389,0.0,389175950.56,1947666.0,1947580.0,1931368.0,199.81657561,199.82539899,201.50274342,0.0,282415079.15,1292799.1,1292762.0,1284782.0,218.45241008,218.45867928,219.81556338,0.0,129033793.77,559938.0,559848,555013,230.44300221,230.48004774,232.48787645,0,238.5725,0.0548888068,0.0665341989
J9034,"Inj., bendeka 1 mg",Bendeka,Bendamustine HCL,231552754.37,10027814.0,54964.0,9697.0,23.091049991,4212.8075535,23878.803173,0.0,233169546.32,10025045.5,55439.0,9870.0,23.25870205,4205.8757611,23624.06751,0.0,207478491.39,8938214.0,49996.0,8822.0,23.212522254,4149.9018199,23518.30553,0.0,148574711.51,7574092.0,42166.0,7482.0,19.616174653,3523.5666535,19857.619822,0.0,120158191.31,6572257.0,36827,6368,18.282637351,3262.7743588,18869.062706,0,19.76,-0.067981517,-0.056702267
J9308,"Injection, ramucirumab",Cyramza,Ramucirumab,105936795.17,1927227.6,14210.0,3095.0,54.968492133,7455.0876263,34228.366775,0.0,100254747.23,1935984.0,14039.0,3070.0,51.784904849,7141.1601417,32656.269456,0.0,114940594.05,2202745.0,15685.0,3485.0,52.180617389,7328.0582754,32981.519096,0.0,130097674.99,2396220.0,17053.0,3677.0,54.292875859,7629.01982,35381.472665,0.0,116423796.95,2071940.0,15053,3186,56.190718336,7734.2587491,36542.309149,0,62.02325,0.0349556447,0.0055130005
J0256,Alpha 1 proteinase inhibitor,Aralast NP*,Alpha-1-Proteinase Inhibitor*,104221729.89,22198002.8,26538.0,1217.0,4.6950949069,3927.2639193,85638.23327,0.0,96005577.8,24055174.5,30678.0,1319.0,3.9910572172,3129.4601278,72786.639727,0.0,104283076.25,25593552.7,33994.0,1382.0,4.0745838404,3067.6906586,75458.087012,0.0,102288299.19,25897881.6,34833.0,1380.0,3.9496782312,2936.5342976,74121.955935,0.0,111472532.14,27384416.8,37430,1399,4.0706556928,2978.1600892,79680.151637,0,4.534,0.0306297006,-0.035049582
J9358,Inj fam-trastu deru-nxki 1mg,Enhertu,Fam-Trastuzumab Deruxtecn-Nxki,,,,,,,,,,,,,,,,,,,,,,,,,37181509.47,1547669.0,4188.0,864.0,24.024199923,8878.1063682,43034.154479,0.0,109118974.39,4536106.0,11566,1904,24.055649138,9434.4608672,57310.385709,0,24.1655,0.001309064,0.001309064
J7503,Tacrol envarsus ex rel oral,Envarsus Xr,Tacrolimus,11061840.65,9122337.0,14086.0,1931.0,1.2126103925,785.30744356,5728.5554894,0.0,23024145.99,18760620.0,30314.0,3687.0,1.2272593331,759.52187075,6244.6829373,0.0,43971878.5,34145138.0,60143.0,8031.0,1.2877932577,731.12213391,5475.2681484,0.0,84668890.18,62168089.0,117863.0,12603.0,1.3619349017,718.36700389,6718.1536285,0.0,102552113.0,70977599.0,143032,13838,1.4448518187,716.98719867,7410.9056945,0,1.449,0.0608817036,0.0447815765
J0490,Belimumab injection,Benlysta,Belimumab,85483995.84,2065145.4,24606.0,3136.0,41.393693558,3474.1118361,27258.927245,0.0,84899148.6,2146394.6,25634.0,3278.0,39.554305904,3311.9742764,25899.679256,0.0,91968250.9,2277569.9,27341.0,3331.0,40.379990489,3363.7486156,27609.802131,0.0,92972318.57,2201102.6,26825.0,3229.0,42.238975398,3465.8832645,28792.913772,0.0,102382337.11,2326672.2,28528,3406,44.003765167,3588.8368308,30059.40608,0,47.21325,0.0417810743,0.0154041044
J7192,Factor viii recombinant nos,Advate*,"Antihemophil.FVIII,full Length*",192983188.94,44853725.5,6489.0,839.0,4.3025007798,29740.050692,230015.71983,1.0,180050688.26,68966719.2,6102.0,768.0,2.6106894796,29506.831901,234441.00034,1.0,150184452.44,78908067.6,5670.0,726.0,1.9032838721,26487.55775,206865.63697,0.0,117861747.99,61654425.2,4330.0,629.0,1.9116510714,27219.803231,187379.56755,0.0,102319393.2,54619299.8,3846,623,1.8733193866,26604.106396,164236.5862,0,1.384,-0.020051612,-0.187688283
J9303,Panitumumab injection,Vectibix,Panitumumab,88775239.58,871686.0,16417.0,2641.0,101.84314028,5407.5190096,33614.252018,0.0,93716500.94,921519.8,17769.0,2747.0,101.69776161,5274.157293,34115.945009,0.0,97201913.57,933626.0,18451.0,2734.0,104.11226077,5268.110865,35553.004232,0.0,100540390.74,925883.0,18480.0,2684.0,108.58865617,5440.4973344,37459.161975,0.0,100065715.7,877721.0,17571,2525,114.00629095,5694.9357293,39629.986416,0,126.75025,0.0498913512,0.0286064864
J9395,"Injection, fulvestrant",Faslodex*,Fulvestrant*,254010621.37,2688455.0,134422.0,18470.0,94.482005974,1889.6506626,13752.60538,0.0,249195363.69,2835416.0,141339.0,18966.0,87.886702935,1763.1040526,13139.057455,0.0,261476863.38,2990326.0,149341.0,19728.0,87.440922287,1750.8712502,13254.098914,0.0,169167367.66,3072951.0,153550.0,20319.0,55.050460505,1101.708679,8325.5754545,1.0,99529826.37,3076780.0,153458,19829,32.348697785,648.58023935,5019.4072505,0,35.8605,-0.412380978,-0.235060788
J9176,"Injection, elotuzumab, 1mg",Empliciti,Elotuzumab,75286220.16,12273671.0,13958.0,1435.0,6.1339610749,5393.7684597,52464.26492,0.0,84704011.36,13537787.0,15199.0,1541.0,6.2568580345,5572.998971,54966.911979,0.0,116374151.18,19470480.3,20437.0,2078.0,5.9769532845,5694.2873798,56002.960144,0.0,110020250.18,18124613.0,17387.0,1847.0,6.0702123781,6327.7304986,59567.000639,0.0,97730345.81,15815039.0,14729,1554,6.1795829786,6635.2329289,62889.540418,0,6.72225,0.0180175904,0.0018542345
J9317,Sacituzumab govitecan-hziy,Trodelvy,Sacituzumab Govitecan-Hziy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96029680.51,3209914.8,10881,1376,29.916582368,8825.4462375,69789.011999,0,29.928,,
J9223,"Inj. lurbinectedin, 0.1 mg",Zepzelca,Lurbinectedin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88260767.99,505268.0,6975,1878,174.68109595,12653.873547,46997.214052,0,174.31633333,,
Q5106,"Injection, epoetin alfa, biosimilar, (retacrit) (for non-esrd use), 1000 units",Retacrit (Q5106),Epoetin Alfa-Epbx,,,,,,,,,261027.51,23067.0,581.0,340.0,11.316058005,449.27282272,767.72797059,0.0,38390295.91,3792844.0,97916.0,18126.0,10.121770342,392.0737766,2117.9684382,0.0,68132580.71,8027965.9,207016.0,31342.0,8.4869045981,329.11746295,2173.8427895,0.0,87251749.98,10088980.1,266216,37266,8.6482230231,327.74795647,2341.3231895,0,8.75425,0.0190079225,-0.08572417
Q0138,"Ferumoxytol, non-esrd",Feraheme (Q0138),Ferumoxytol,49615146.8,56430159.0,102907.0,45526.0,0.8792310296,482.13578085,1089.8200325,0.0,61123990.84,68939325.0,127540.0,56133.0,0.8866345999,479.25349569,1088.9136665,0.0,81052211.76,87749217.0,163648.0,70278.0,0.923680171,495.28385168,1153.3084573,0.0,85050786.33,87334099.0,162963.0,68598.0,0.9738554276,521.90243387,1239.8435279,0.0,86557906.39,95763866.0,178909,75175,0.903868129,483.80968196,1151.4187747,0,0.9625,-0.07186621,0.0069328666
Q5120,Inj pegfilgrastim-bmez 0.5mg,Ziextenzo,Pegfilgrastim-Bmez,,,,,,,,,,,,,,,,,,,,,,,,,16097120.53,52038.0,4357.0,1579.0,309.33395845,3694.5422378,10194.503186,0.0,85195357.75,318302.0,25840,7991,267.65574125,3297.0339687,10661.413809,0,272.69425,-0.134735344,-0.134735344
J0222,"Inj., patisiran, 0.1 mg",Onpattro,"Patisiran Sodium,lipid Complex",,,,,,,,,,,,,,,,,,,,,,,,,60532021.65,621134.0,2340.0,215.0,97.454046389,25868.385321,281544.28674,0.0,82896518.89,851191.0,3170,279,97.388857366,26150.321416,297120.13939,0,97.64,-0.000668921,-0.000668921
J1555,"Inj cuvitru, 100 mg",Cuvitru,Immun Glob G(Igg)/Gly/Iga Ov50,,,,,,,,,49216544.88,3701058.0,9884.0,1002.0,13.297966387,4979.4157102,49118.308263,0.0,54379655.0,4065523.0,11629.0,1073.0,13.375807983,4676.2107662,50680.013979,0.0,73911993.41,5330907.0,13018.0,1231.0,13.864806385,5677.6765563,60042.236726,0.0,81924221.42,5791029.0,14132,1359,14.146746877,5797.0719941,60282.723635,0,14.16375,0.0203349751,0.0208386802
J9023,"Injection, avelumab, 10 mg",Bavencio,Avelumab,,,,,,,,,33977994.9,429277.0,4641.0,550.0,79.151678054,7321.2658694,61778.172545,0.0,39262481.81,486584.0,5402.0,525.0,80.690038739,7268.1380618,74785.679638,0.0,44264264.61,537019.0,5983.0,755.0,82.425881784,7398.3393966,58628.165046,0.0,79095180.38,1005855.0,11473,1323,78.63477378,6894.0277504,59784.716841,0,85.601,-0.045994146,-0.002181607
J7518,Mycophenolic acid,Mycophenolic Acid*,Mycophenolate Sodium*,111383644.8,41600229.0,254662.0,30280.0,2.6774767225,437.37834777,3678.4559049,0.0,122547838.71,44040750.0,274073.0,32438.0,2.7826010844,447.13575839,3777.909819,0.0,139998861.59,44612034.0,283857.0,33846.0,3.1381411928,493.20207566,4136.3488031,0.0,103231208.93,43377705.0,276578.0,33113.0,2.3798218216,373.24446966,3117.5432286,0.0,75697918.43,41637235.0,266482,32505,1.818034229,284.06390837,2328.8084427,0,1.831,-0.23606288,-0.092244084
Q5108,"Injection, pegfilgrastim-jmdb, biosimilar, (fulphila), 0.5 mg",Fulphila,Pegfilgrastim-Jmdb,,,,,,,,,16806704.15,46350.0,3880.0,1723.0,362.60418878,4331.6247809,9754.3262623,0.0,89767370.23,266542.0,22168.0,7084.0,336.78508539,4049.4122262,12671.847859,0.0,74247739.7,254665.0,20538.0,6623.0,291.55062415,3615.1397264,11210.590322,0.0,75403320.91,330735.0,26371,8069,227.98712235,2859.3273258,9344.8160751,0,229.51625,-0.218018747,-0.143305787
J0485,Belatacept injection,Nulojix,Belatacept,36434031.01,9556611.0,19199.0,2146.0,3.8124426128,1897.7046206,16977.647255,0.0,36533956.73,11578054.0,22516.0,2640.0,3.1554488112,1622.5775773,13838.619973,0.0,49352809.39,15921796.0,30439.0,3667.0,3.0997011512,1621.3676333,13458.633594,0.0,62796412.91,20073721.5,38345.0,4547.0,3.1282895356,1637.6688723,13810.515265,0.0,74281398.69,23514413.6,45217,5174,3.1589730432,1642.7759181,14356.667702,0,3.797,0.0098083976,-0.045918112
Q5103,"Injection, infliximab-dyyb, biosimilar, (inflectra), 10 mg",Inflectra,Infliximab-Dyyb,,,,,,,,,65048864.59,1021568.0,21514.0,5510.0,63.675511165,3023.559756,11805.601559,0.0,84097835.37,1616025.0,33322.0,6805.0,52.039934636,2523.7931508,12358.241788,0.0,71257473.61,1603717.0,32294.0,6533.0,44.432698294,2206.5236146,10907.31266,0.0,71993954.76,1914283.9,37215,7268,37.608817981,1934.5413075,9905.6074243,0,41.2275,-0.153577896,-0.160979804
J9311,"Inj rituximab, hyaluronidase",Rituxan Hycela,"Rituximab/Hyaluronidase,human",,,,,,,,,,,,,,,,,117595637.92,2667688.0,18783.0,4962.0,44.081481013,6260.7484385,23699.241822,0.0,97461480.72,2333437.0,16321.0,4336.0,41.767350359,5971.5385528,22477.278764,0.0,68338781.28,1878514.0,13051,3580,36.3791706,5236.2869726,19089.04505,0,38.72675,-0.129004586,-0.091555692
J0775,"Collagenase, clost hist inj",Xiaflex,Collagenase Clostridium Hist.,41814444.04,1038742.0,10950.0,7118.0,40.254889125,3818.6706886,5874.4653049,0.0,47829975.59,1144586.0,12054.0,7601.0,41.788013823,3967.9754098,6292.5898684,0.0,60508779.97,1342638.0,14099.0,8535.0,45.06708433,4291.7072111,7089.4879871,0.0,55722963.08,1137034.4,11948.0,7021.0,49.007279885,4663.7900134,7936.6134568,0.0,68178745.64,1291639.8,13512,7931,52.784642932,5045.7923061,8596.4879133,0,54.528,0.0770775904,0.0700947622
J0179,"Inj, brolucizumab-dbll, 1 mg",Beovu,Brolucizumab-Dbll,,,,,,,,,,,,,,,,,,,,,,,,,110733938.3,355193.0,54382.0,17584.0,311.75709628,2036.224087,6297.4259725,0.0,66538895.91,214275.0,32474,7377,310.5303741,2048.9898353,9019.777133,0,312.7675,-0.003934865,-0.003934865
J7325,Synvisc or synvisc-one,Synvisc*,Hylan G-F 20*,132684339.45,10693350.0,248532.0,150048.0,12.408117143,533.87225568,884.27929362,0.0,107171714.02,9184760.4,211771.0,127287.0,11.668427847,506.07360791,841.96904648,0.0,90907656.18,8131796.1,185318.0,112297.0,11.179283772,490.54952126,809.52880469,0.0,63075224.94,5910068.3,130501.0,81260.0,10.672503555,483.33135332,776.21492665,0.0,64832002.15,6141733.6,133725,83641,10.555977574,484.81586951,775.12227436,0,10.739,-0.010918336,-0.039608863
J1575,Hyqvia 100mg immuneglobulin,Hyqvia,"Igg/Hyaluronidase,recombinant",38369844.81,2969473.0,8153.0,909.0,12.92143246,4706.224066,42211.050396,0.0,45755322.63,3314680.0,9106.0,944.0,13.803843095,5024.7444136,48469.62143,0.0,54359445.72,3903000.0,10807.0,1144.0,13.927605872,5030.0218118,47516.998007,0.0,63605948.18,4487129.0,12112.0,1145.0,14.175199371,5251.4818511,55551.046445,0.0,63952848.89,4357219.0,11645,1102,14.67744653,5491.8719528,58033.438194,0,14.76425,0.0354313999,0.0323690147
J3304,Inj triamcinolone ace xr 1mg,Zilretta,Triamcinolone Acetonide,,,,,,,,,,,,,,,,,37267493.81,2009331.6,52569.0,38489.0,18.547209336,708.92529456,968.26349892,0.0,51631192.65,2809433.4,70754.0,46193.0,18.377795555,729.7282507,1117.7276351,0.0,63872984.1,3588391.5,89035,56615,17.799892821,717.39185826,1128.1989596,0,17.90925,-0.031445705,-0.020353465
