OBJECTID,DFIRM_ID,XS_LN_ID,XS_LTR,START_ID,STREAM_STN,XS_LN_TYP,WTR_NM,WSEL_REG,LEN_UNIT,V_DATUM,SOURCE_CIT,BED_ELEV,TOP_WIDTH,XS_AREA,AREA_UNIT,VELOCITY,VEL_UNIT
20805,50025C,50025C_967,AB,50025C_107,19525.0,"LETTERED, MAPPED",BALL MOUNTAIN BROOK,1109.6,Feet,NAVD88,50025C_FIS1,,,,,,
20806,50025C,50025C_1002,AD,50025C_114,100250.0,"LETTERED, MAPPED",CONNECTICUT RIVER,239.8,Feet,NAVD88,50025C_FIS1,,,,,,
20807,50025C,50025C_1003,C,50025C_102,3760.0,"LETTERED, MAPPED",WILLIAMS RIVER,301.4,Feet,NAVD88,50025C_FIS1,,,,,,
20808,50025C,50025C_1005,BA,50025C_107,46548.0,"LETTERED, MAPPED",WARDSBORO BROOK,1422.1,Feet,NAVD88,50025C_FIS1,,,,,,
20809,50025C,50025C_1007,AN,50025C_114,132250.0,"LETTERED, MAPPED",CONNECTICUT RIVER,244.6,Feet,NAVD88,50025C_FIS1,,,,,,
20810,50025C,50025C_1009,AI,50025C_114,117750.0,"LETTERED, MAPPED",CONNECTICUT RIVER,242.4,Feet,NAVD88,50025C_FIS1,,,,,,
20811,50025C,50025C_1011,AB,50025C_114,90755.0,"LETTERED, MAPPED",CONNECTICUT RIVER,237.8,Feet,NAVD88,50025C_FIS1,,,,,,
20812,50025C,50025C_597,A,50025C_108,325.0,"LETTERED, MAPPED",AMES HILL BROOK,457.6,Feet,NAVD88,50025C_FIS1,,,,,,
20813,50025C,50025C_598,R,50025C_107,15000.0,"LETTERED, MAPPED",WARDSBORO BROOK,831.7,Feet,NAVD88,50025C_FIS1,,,,,,
20814,50025C,50025C_599,AP,50025C_102,14211.0,"LETTERED, MAPPED",WHETSTONE BROOK,419.8,Feet,NAVD88,50025C_FIS1,,,,,,
20815,50025C,50025C_1024,W,50025C_102,39940.0,"LETTERED, MAPPED",WEST RIVER,320.3,Feet,NAVD88,50025C_FIS1,,,,,,
20816,50025C,50025C_1025,Y,50025C_104,21750.0,"LETTERED, MAPPED",BEAVER BROOK,1798.7,Feet,NAVD88,50025C_FIS1,,,,,,
20817,50025C,50025C_992,AG,50025C_102,11153.0,"LETTERED, MAPPED",WHETSTONE BROOK,370.3,Feet,NAVD88,50025C_FIS1,,,,,,
20818,50021C,50021C_3420,M,50021C_2408,16760.0,"LETTERED, MAPPED",Castleton River,338.7,Feet,NAVD88,50021C_FIS1,,,,,,
20819,50021C,50021C_3421,AA,50021C_2407,26938.0,"LETTERED, MAPPED",East Creek,678.0,Feet,NAVD88,50021C_FIS2,,,,,,
20820,50021C,50021C_3422,C,50021C_2407,3205.0,"LETTERED, MAPPED",Moon Brook,534.0,Feet,NAVD88,50021C_FIS2,,,,,,
20821,50021C,50021C_3423,U,50021C_2405,28580.0,"LETTERED, MAPPED",Wells Brook,804.5,Feet,NAVD88,50021C_FIS1,,,,,,
20822,50021C,50021C_3424,J,50021C_2402,5873.0,"LETTERED, MAPPED",Urban Lateral,490.8,Feet,NAVD88,50021C_FIS1,,,,,,
20823,50021C,50021C_3367,B,50021C_2405,475.0,"LETTERED, MAPPED",Flower Brook,635.2,Feet,NAVD88,50021C_FIS1,,,,,,
20824,50021C,50021C_3368,A,50021C_2419,0.0,"LETTERED, MAPPED",South Branch Tenny Brook,622.3,Feet,NAVD88,50021C_FIS1,,,,,,
20825,50021C,50021C_3369,BI,50021C_2417,203125.0,"LETTERED, MAPPED",Otter Creek,580.1,Feet,NAVD88,50021C_FIS2,,,,,,
20826,50021C,50021C_3370,B,50021C_2411,1360.0,"LETTERED, MAPPED",Mill Brook 1,445.2,Feet,NAVD88,50021C_FIS1,,,,,,
20827,50021C,50021C_3371,AG,50021C_2408,48637.0,"LETTERED, MAPPED",Castleton River,394.4,Feet,NAVD88,50021C_FIS1,,,,,,
20828,50027C,50027C_2591,AS,50027C_2704,79820.0,"LETTERED, MAPPED",WILLIAMS RIVER,673.7,Feet,NAVD88,50027C_FIS1,,,,,,
20829,50027C,50027C_2592,B,50027C_2710,11800.0,"LETTERED, MAPPED",SPENCER BROOK,436.4,Feet,NAVD88,50027C_FIS1,,,,,,
20830,50027C,50027C_2593,E,50027C_2709,11600.0,"LETTERED, MAPPED",WEST BRANCH WHITE RIVER,905.6,Feet,NAVD88,50027C_FIS1,,,,,,
20831,50027C,50027C_2594,C,50027C_2707,1265.0,"LETTERED, MAPPED",KEDRON BROOK,698.2,Feet,NAVD88,50027C_FIS1,,,,,,
20832,50027C,50027C_2595,AS,50027C_2717,43434.0,"LETTERED, MAPPED",OTTAUQUECHEE RIVER,683.4,Feet,NAVD88,50027C_FIS1,,,,,,
20833,50027C,50027C_2596,DL,50027C_2714,47061.0,"LETTERED, MAPPED",BLACK RIVER,946.2,Feet,NAVD88,50027C_FIS1,,,,,,
20834,50027C,50027C_2597,C,50027C_2709,6000.0,"LETTERED, MAPPED",THIRD BRANCH WHITE RIVER,568.5,Feet,NAVD88,50027C_FIS1,,,,,,
20835,50027C,50027C_2598,BG,50027C_2704,89250.0,"LETTERED, MAPPED",WILLIAMS RIVER,754.4,Feet,NAVD88,50027C_FIS1,,,,,,
20836,50021C,50021C_3378,N,50021C_2407,16101.0,"LETTERED, MAPPED",Neshobe River,433.7,Feet,NAVD88,50021C_FIS1,,,,,,
20837,50021C,50021C_3379,F,50021C_2407,4758.0,"LETTERED, MAPPED",Moon Brook,546.7,Feet,NAVD88,50021C_FIS2,,,,,,
20838,500027,500027_2958,BD,500027_2003,46452.0,"LETTERED, MAPPED",LAMOILLE RIVER,1013.7,Feet,NGVD29,500027_FIS1,,,,,,
20839,500027,500027_2959,G,500027_2003,5495.0,"LETTERED, MAPPED",LAMOILLE RIVER,788.2,Feet,NGVD29,500027_FIS1,,,,,,
20840,500027,500027_2960,AZ,500027_2003,42537.0,"LETTERED, MAPPED",LAMOILLE RIVER,974.7,Feet,NGVD29,500027_FIS1,,,,,,
20841,500027,500027_2961,BN,500027_2003,53922.0,"LETTERED, MAPPED",LAMOILLE RIVER,1106.2,Feet,NGVD29,500027_FIS1,,,,,,
20842,50021C,50021C_3343,J,50021C_2407,11650.0,"LETTERED, MAPPED",Neshobe River,429.2,Feet,NAVD88,50021C_FIS1,,,,,,
20843,50021C,50021C_3344,T,50021C_2407,20608.0,"LETTERED, MAPPED",East Creek,628.4,Feet,NAVD88,50021C_FIS2,,,,,,
20844,50021C,50021C_3345,AR,50021C_2417,162783.0,"LETTERED, MAPPED",Otter Creek,546.2,Feet,NAVD88,50021C_FIS2,,,,,,
20845,50021C,50021C_3346,H,50021C_2419,8250.0,"LETTERED, MAPPED",South Branch Tenny Brook,696.7,Feet,NAVD88,50021C_FIS1,,,,,,
20846,50021C,50021C_3347,R,50021C_2407,19212.0,"LETTERED, MAPPED",Neshobe River,449.5,Feet,NAVD88,50021C_FIS1,,,,,,
20847,50025C,50025C_594,AA,50025C_107,24537.0,"LETTERED, MAPPED",WARDSBORO BROOK,986.9,Feet,NAVD88,50025C_FIS1,,,,,,
20848,50025C,50025C_606,G,50025C_107,3815.0,"LETTERED, MAPPED",BALL MOUNTAIN BROOK,744.6,Feet,NAVD88,50025C_FIS1,,,,,,
20849,50025C,50025C_607,AT,50025C_107,31820.0,"LETTERED, MAPPED",BALL MOUNTAIN BROOK,1419.7,Feet,NAVD88,50025C_FIS1,,,,,,
20850,50027C,50027C_4209,R,50027C_2704,5550.0,"LETTERED, MAPPED",MILL BROOK,351.7,Feet,NAVD88,50027C_FIS1,,,,,,
20851,50027C,50027C_4210,J,50027C_2704,53130.0,"LETTERED, MAPPED",WILLIAMS RIVER,553.3,Feet,NAVD88,50027C_FIS1,,,,,,
20852,50027C,50027C_4211,BO,50027C_2718,26090.0,"LETTERED, MAPPED",WHITE RIVER,490.8,Feet,NAVD88,50027C_FIS1,,,,,,
20853,50025C,50025C_893,BN,50025C_114,207253.0,"LETTERED, MAPPED",CONNECTICUT RIVER,297.2,Feet,NAVD88,50025C_FIS1,,,,,,
20854,50025C,50025C_894,AU,50025C_110,39870.0,"LETTERED, MAPPED",WEST RIVER,1153.9,Feet,NAVD88,50025C_FIS1,,,,,,
20855,50027C,50027C_4067,AE,50027C_2720,5290.0,"LETTERED, MAPPED",MILL BROOK,663.2,Feet,NAVD88,50027C_FIS1,,,,,,
20856,50027C,50027C_4068,R,50027C_2705,19645.0,"LETTERED, MAPPED",SOUTH BRANCH WILLIAMS RIVER,959.6,Feet,NAVD88,50027C_FIS1,,,,,,
20857,50027C,50027C_4069,BA,50027C_2719,176707.0,"LETTERED, MAPPED",CONNECTICUT RIVER,352.43,Feet,NAVD88,50027C_FIS1,,,,,,
20858,50027C,50027C_4070,AD,50027C_2704,21316.0,"LETTERED, MAPPED",BLACK RIVER,337.8,Feet,NAVD88,50027C_FIS1,,,,,,
20859,50027C,50027C_4071,BH,50027C_2712,290.0,"LETTERED, MAPPED",BLACK RIVER,534.0,Feet,NAVD88,50027C_FIS1,,,,,,
20860,50027C,50027C_3814,CN,50027C_2714,30139.0,"LETTERED, MAPPED",BLACK RIVER,895.7,Feet,NAVD88,50027C_FIS1,,,,,,
20861,50027C,50027C_3815,I,50027C_2702,2733.0,"LETTERED, MAPPED",CARLEY ROAD BROOK,532.5,Feet,NAVD88,50027C_FIS1,,,,,,
20862,50027C,50027C_3816,AL,50027C_2720,9060.0,"LETTERED, MAPPED",MILL BROOK,701.5,Feet,NAVD88,50027C_FIS1,,,,,,
20863,50027C,50027C_3817,DQ,50027C_2717,124170.0,"LETTERED, MAPPED",OTTAUQUECHEE RIVER,1055.8,Feet,NAVD88,50027C_FIS1,,,,,,
20864,50027C,50027C_3818,T,50027C_2702,6168.0,"LETTERED, MAPPED",CHESTER ROAD BROOK,551.8,Feet,NAVD88,50027C_FIS1,,,,,,
20865,50027C,50027C_3819,AP,50027C_2717,37771.0,"LETTERED, MAPPED",OTTAUQUECHEE RIVER,668.3,Feet,NAVD88,50027C_FIS1,,,,,,
20866,50027C,50027C_3820,BK,50027C_2717,74211.0,"LETTERED, MAPPED",OTTAUQUECHEE RIVER,780.5,Feet,NAVD88,50027C_FIS1,,,,,,
20867,50027C,50027C_3890,S,50027C_2704,16053.0,"LETTERED, MAPPED",BLACK RIVER,325.3,Feet,NAVD88,50027C_FIS1,,,,,,
20868,50027C,50027C_3891,O,50027C_2702,5258.0,"LETTERED, MAPPED",GREAT BROOK,555.2,Feet,NAVD88,50027C_FIS1,,,,,,
20869,50021C,50021C_3272,BT,50021C_2417,221349.0,"LETTERED, MAPPED",Otter Creek,638.9,Feet,NAVD88,50021C_FIS2,,,,,,
20870,50021C,50021C_3273,S,50021C_2405,27060.0,"LETTERED, MAPPED",Wells Brook,783.2,Feet,NAVD88,50021C_FIS1,,,,,,
20871,50021C,50021C_3274,B,50021C_2407,2362.0,"LETTERED, MAPPED",Moon Brook,533.3,Feet,NAVD88,50021C_FIS2,,,,,,
20872,50021C,50021C_3275,AU,50021C_2408,64609.0,"LETTERED, MAPPED",Castleton River,440.8,Feet,NAVD88,50021C_FIS1,,,,,,
20873,50021C,50021C_3276,AN,50021C_2417,151357.0,"LETTERED, MAPPED",Otter Creek,541.5,Feet,NAVD88,50021C_FIS2,,,,,,
20874,50021C,50021C_3277,B,50021C_2402,1469.0,"LETTERED, MAPPED",Urban Lateral,484.4,Feet,NAVD88,50021C_FIS1,,,,,,
20875,50021C,50021C_3278,A,50021C_2404,570.0,"LETTERED, MAPPED",Creed Brook,633.4,Feet,NAVD88,50021C_FIS1,,,,,,
20876,50021C,50021C_3159,E,50021C_2419,7300.0,"LETTERED, MAPPED",South Branch Tenny Brook,662.4,Feet,NAVD88,50021C_FIS1,,,,,,
20877,50021C,50021C_3160,P,50021C_2407,12215.0,"LETTERED, MAPPED",Moon Brook,606.1,Feet,NAVD88,50021C_FIS2,,,,,,
20878,50021C,50021C_3161,D,50021C_2407,850.0,"LETTERED, MAPPED",Homer Stone Brook,650.8,Feet,NAVD88,50021C_FIS1,,,,,,
20879,50021C,50021C_3562,I,50021C_2407,10933.0,"LETTERED, MAPPED",East Creek,567.6,Feet,NAVD88,50021C_FIS2,,,,,,
20880,50021C,50021C_3348,B,50021C_2412,16900.0,"LETTERED, MAPPED",Tweed River,807.4,Feet,NAVD88,50021C_FIS1,,,,,,
20881,50021C,50021C_3349,E,50021C_2408,8608.0,"LETTERED, MAPPED",Castleton River,310.0,Feet,NAVD88,50021C_FIS1,,,,,,
20882,50021C,50021C_3350,V,50021C_2417,96235.0,"LETTERED, MAPPED",Otter Creek,493.6,Feet,NAVD88,50021C_FIS2,,,,,,
20883,50021C,50021C_3351,G,50021C_2417,58665.0,"LETTERED, MAPPED",Otter Creek,484.2,Feet,NAVD88,50021C_FIS1,,,,,,
20884,50021C,50021C_3353,K,50021C_2407,2975.0,"LETTERED, MAPPED",Mill Brook 2,714.3,Feet,NAVD88,50021C_FIS1,,,,,,
20885,50021C,50021C_3354,J,50021C_2415,18100.0,"LETTERED, MAPPED",Mill River,975.2,Feet,NAVD88,50021C_FIS1,,,,,,
20886,50027C,50027C_3781,C,50027C_2702,1970.0,"LETTERED, MAPPED",SEAVER BROOK,376.2,Feet,NAVD88,50027C_FIS1,,,,,,
20887,50027C,50027C_3782,AO,50027C_2719,139467.0,"LETTERED, MAPPED",CONNECTICUT RIVER,337.33,Feet,NAVD88,50027C_FIS1,,,,,,
20888,50027C,50027C_3783,A,50027C_2709,2200.0,"LETTERED, MAPPED",WEST BRANCH WHITE RIVER,830.3,Feet,NAVD88,50027C_FIS1,,,,,,
20889,50027C,50027C_3784,D,50027C_2705,1655.0,"LETTERED, MAPPED",SOUTH BRANCH WILLIAMS RIVER,589.9,Feet,NAVD88,50027C_FIS1,,,,,,
20890,50027C,50027C_3785,E,50027C_2704,9800.0,"LETTERED, MAPPED",BLOODY BROOK,517.6,Feet,NAVD88,50027C_FIS1,,,,,,
20891,50027C,50027C_3786,CE,50027C_2714,22267.0,"LETTERED, MAPPED",BLACK RIVER,754.6,Feet,NAVD88,50027C_FIS1,,,,,,
20892,50027C,50027C_3787,D,50027C_2709,7435.0,"LETTERED, MAPPED",SECOND BRANCH WHITE RIVER,506.6,Feet,NAVD88,50027C_FIS1,,,,,,
20893,50027C,50027C_3788,I,50027C_2711,26850.0,"LETTERED, MAPPED",WEST RIVER,1319.7,Feet,NAVD88,50027C_FIS1,,,,,,
20894,50027C,50027C_3789,T,50027C_2702,2935.0,"LETTERED, MAPPED",VALLEY STREET BROOK,499.4,Feet,NAVD88,50027C_FIS1,,,,,,
20895,50027C,50027C_3790,CM,50027C_2714,29149.0,"LETTERED, MAPPED",BLACK RIVER,895.5,Feet,NAVD88,50027C_FIS1,,,,,,
20896,50027C,50027C_3791,C,50027C_2704,2575.0,"LETTERED, MAPPED",BLACK RIVER,306.0,Feet,NAVD88,50027C_FIS1,,,,,,
20897,50027C,50027C_3792,AU,50027C_2704,42860.0,"LETTERED, MAPPED",WHITE RIVER,400.0,Feet,NAVD88,50027C_FIS1,,,,,,
20898,50025C,50025C_1016,A,50025C_102,1900.0,"LETTERED, MAPPED",WILLIAMS RIVER,301.4,Feet,NAVD88,50025C_FIS1,,,,,,
20899,50025C,50025C_1017,AH,50025C_114,114754.0,"LETTERED, MAPPED",CONNECTICUT RIVER,242.1,Feet,NAVD88,50025C_FIS1,,,,,,
20900,50025C,50025C_1018,AA,50025C_114,88602.0,"LETTERED, MAPPED",CONNECTICUT RIVER,237.2,Feet,NAVD88,50025C_FIS1,,,,,,
20901,50025C,50025C_1020,B,50025C_102,3400.0,"LETTERED, MAPPED",WILLIAMS RIVER,301.4,Feet,NAVD88,50025C_FIS1,,,,,,
20902,50025C,50025C_1022,M,50025C_102,15280.0,"LETTERED, MAPPED",WEST RIVER,247.0,Feet,NAVD88,50025C_FIS1,,,,,,
20903,50025C,50025C_1023,K,50025C_107,6960.0,"LETTERED, MAPPED",WARDSBORO BROOK,681.3,Feet,NAVD88,50025C_FIS1,,,,,,
20904,50025C,50025C_827,K,50025C_102,23630.0,"LETTERED, MAPPED",WILLIAMS RIVER,442.5,Feet,NAVD88,50025C_FIS1,,,,,,
20905,50025C,50025C_828,T,50025C_102,5370.0,"LETTERED, MAPPED",WHETSTONE BROOK,287.2,Feet,NAVD88,50025C_FIS1,,,,,,
20906,50025C,50025C_829,J,50025C_102,1885.0,"LETTERED, MAPPED",WHETSTONE BROOK,261.8,Feet,NAVD88,50025C_FIS1,,,,,,
20907,50025C,50025C_601,AL,50025C_102,13453.0,"LETTERED, MAPPED",WHETSTONE BROOK,412.8,Feet,NAVD88,50025C_FIS1,,,,,,
20908,50025C,50025C_602,U,50025C_102,34960.0,"LETTERED, MAPPED",WEST RIVER,306.1,Feet,NAVD88,50025C_FIS1,,,,,,
20909,50025C,50025C_603,AC,50025C_107,19855.0,"LETTERED, MAPPED",BALL MOUNTAIN BROOK,1118.8,Feet,NAVD88,50025C_FIS1,,,,,,
20910,50025C,50025C_604,N,50025C_107,12700.0,"LETTERED, MAPPED",SMITH BROOK,578.4,Feet,NAVD88,50025C_FIS1,,,,,,
20911,50025C,50025C_595,AX,50025C_107,45725.0,"LETTERED, MAPPED",WARDSBORO BROOK,1389.9,Feet,NAVD88,50025C_FIS1,,,,,,
20912,50025C,50025C_783,BS,50025C_114,221835.0,"LETTERED, MAPPED",CONNECTICUT RIVER,303.53,Feet,NAVD88,50025C_FIS1,,,,,,
20913,50027C,50027C_4409,AA,50027C_2720,2200.0,"LETTERED, MAPPED",MILL BROOK,634.7,Feet,NAVD88,50027C_FIS1,,,,,,
20914,50021C,50021C_3293,E,50021C_2407,4673.0,"LETTERED, MAPPED",East Creek,539.8,Feet,NAVD88,50021C_FIS2,,,,,,
20915,50021C,50021C_3294,H,50021C_2415,16330.0,"LETTERED, MAPPED",Mill River,957.9,Feet,NAVD88,50021C_FIS1,,,,,,
20916,50021C,50021C_3297,Y,50021C_2417,97030.0,"LETTERED, MAPPED",Otter Creek,516.1,Feet,NAVD88,50021C_FIS2,,,,,,
20917,50021C,50021C_3633,AK,50021C_2417,128142.0,"LETTERED, MAPPED",Otter Creek,535.5,Feet,NAVD88,50021C_FIS2,,,,,,
20918,50021C,50021C_3634,AG,50021C_2417,111869.0,"LETTERED, MAPPED",Otter Creek,534.3,Feet,NAVD88,50021C_FIS2,,,,,,
20919,50021C,50021C_3635,U,50021C_2408,24820.0,"LETTERED, MAPPED",Castleton River,369.8,Feet,NAVD88,50021C_FIS1,,,,,,
20920,500027,500027_2867,AL,500027_2003,31707.0,"LETTERED, MAPPED",LAMOILLE RIVER,926.4,Feet,NGVD29,500027_FIS1,,,,,,
20921,500027,500027_2868,BQ,500027_2003,56522.0,"LETTERED, MAPPED",LAMOILLE RIVER,1123.3,Feet,NGVD29,500027_FIS1,,,,,,
20922,500027,500027_2893,P,500027_2002,8603.0,"LETTERED, MAPPED",COOPER BROOK,825.0,Feet,NGVD29,500027_FIS1,,,,,,
20923,500027,500027_2894,H,500027_2002,5950.0,"LETTERED, MAPPED",COOPER BROOK,815.7,Feet,NGVD29,500027_FIS1,,,,,,
20924,500027,500027_2895,Z,500027_2003,21927.0,"LETTERED, MAPPED",LAMOILLE RIVER,819.5,Feet,NGVD29,500027_FIS1,,,,,,
20925,500027,500027_2896,M,500027_2003,10050.0,"LETTERED, MAPPED",LAMOILLE RIVER,790.4,Feet,NGVD29,500027_FIS1,,,,,,
20926,500027,500027_2897,J,500027_2003,7455.0,"LETTERED, MAPPED",LAMOILLE RIVER,789.3,Feet,NGVD29,500027_FIS1,,,,,,
20927,500027,500027_2898,Q,500027_2003,14778.0,"LETTERED, MAPPED",LAMOILLE RIVER,802.8,Feet,NGVD29,500027_FIS1,,,,,,
20928,500027,500027_2899,AB,500027_2003,22420.0,"LETTERED, MAPPED",LAMOILLE RIVER,828.4,Feet,NGVD29,500027_FIS1,,,,,,
20929,500027,500027_2900,I,500027_2003,6365.0,"LETTERED, MAPPED",LAMOILLE RIVER,788.8,Feet,NGVD29,500027_FIS1,,,,,,
20930,50021C,50021C_3374,Z,50021C_2408,33405.0,"LETTERED, MAPPED",Castleton River,372.7,Feet,NAVD88,50021C_FIS1,,,,,,
20931,50021C,50021C_3179,G,50021C_2407,10575.0,"LETTERED, MAPPED",Neshobe River,373.9,Feet,NAVD88,50021C_FIS1,,,,,,
20932,50021C,50021C_3180,I,50021C_2403,152682.0,"LETTERED, MAPPED",Mettawee River,625.4,Feet,NAVD88,50021C_FIS1,,,,,,
20933,50021C,50021C_3181,F,50021C_2412,21100.0,"LETTERED, MAPPED",South Branch Tweed River,840.9,Feet,NAVD88,50021C_FIS1,,,,,,
20934,50021C,50021C_3182,J,50021C_2405,14620.0,"LETTERED, MAPPED",Wells Brook,526.0,Feet,NAVD88,50021C_FIS1,,,,,,
20935,50021C,50021C_3183,D,50021C_2411,2690.0,"LETTERED, MAPPED",Mill Brook 1,456.3,Feet,NAVD88,50021C_FIS1,,,,,,
20936,50027C,50027C_3097,B,50027C_2704,450.0,"LETTERED, MAPPED",WHITE RIVER,354.3,Feet,NAVD88,50027C_FIS1,,,,,,
20937,50027C,50027C_3098,AT,50027C_2719,160727.0,"LETTERED, MAPPED",CONNECTICUT RIVER,345.73,Feet,NAVD88,50027C_FIS1,,,,,,
20938,50027C,50027C_3099,AW,50027C_2707,31010.0,"LETTERED, MAPPED",KEDRON BROOK,1057.2,Feet,NAVD88,50027C_FIS1,,,,,,
20939,50027C,50027C_3100,DI,50027C_2717,116133.0,"LETTERED, MAPPED",OTTAUQUECHEE RIVER,999.9,Feet,NAVD88,50027C_FIS1,,,,,,
20940,50027C,50027C_3101,BC,50027C_2720,26540.0,"LETTERED, MAPPED",MILL BROOK,769.2,Feet,NAVD88,50027C_FIS1,,,,,,
20941,500027,500027_2962,AQ,500027_2003,34870.0,"LETTERED, MAPPED",LAMOILLE RIVER,953.6,Feet,NGVD29,500027_FIS1,,,,,,
20942,500027,500027_2963,AM,500027_2003,32920.0,"LETTERED, MAPPED",LAMOILLE RIVER,938.7,Feet,NGVD29,500027_FIS1,,,,,,
20943,500027,500027_2964,V,500027_2003,19845.0,"LETTERED, MAPPED",LAMOILLE RIVER,806.2,Feet,NGVD29,500027_FIS1,,,,,,
20944,500027,500027_2965,K,500027_2003,8050.0,"LETTERED, MAPPED",LAMOILLE RIVER,789.5,Feet,NGVD29,500027_FIS1,,,,,,
20945,500027,500027_2966,AX,500027_2003,41162.0,"LETTERED, MAPPED",LAMOILLE RIVER,974.0,Feet,NGVD29,500027_FIS1,,,,,,
20946,500027,500027_2967,I,500027_2002,6103.0,"LETTERED, MAPPED",COOPER BROOK,817.9,Feet,NGVD29,500027_FIS1,,,,,,
20947,500027,500027_2968,BL,500027_2003,51577.0,"LETTERED, MAPPED",LAMOILLE RIVER,1083.4,Feet,NGVD29,500027_FIS1,,,,,,
20948,50025C,50025C_608,S,50025C_102,31000.0,"LETTERED, MAPPED",WEST RIVER,277.5,Feet,NAVD88,50025C_FIS1,,,,,,
20949,50025C,50025C_609,AF,50025C_113,9915.0,"LETTERED, MAPPED",WEST RIVER,588.8,Feet,NAVD88,50025C_FIS1,,,,,,
20950,50025C,50025C_610,AJ,50025C_107,25260.0,"LETTERED, MAPPED",BALL MOUNTAIN BROOK,1247.9,Feet,NAVD88,50025C_FIS1,,,,,,
20951,50025C,50025C_611,V,50025C_104,20540.0,"LETTERED, MAPPED",BEAVER BROOK,1784.6,Feet,NAVD88,50025C_FIS1,,,,,,
20952,50025C,50025C_612,BU,50025C_102,27899.0,"LETTERED, MAPPED",HALLADAY BROOK,528.8,Feet,NAVD88,50025C_FIS1,,,,,,
20953,50025C,50025C_613,D,50025C_104,1100.0,"LETTERED, MAPPED",BINNEY BROOK,1503.8,Feet,NAVD88,50025C_FIS1,,,,,,
20954,50025C,50025C_614,D,50025C_106,534.0,"LETTERED, MAPPED",SOUTH WARDSBORO BROOK,1017.1,Feet,NAVD88,50025C_FIS1,,,,,,
20955,50025C,50025C_615,AB,50025C_113,6270.0,"LETTERED, MAPPED",WEST RIVER,567.4,Feet,NAVD88,50025C_FIS1,,,,,,
20956,50025C,50025C_616,N,50025C_102,24970.0,"LETTERED, MAPPED",WILLIAMS RIVER,453.0,Feet,NAVD88,50025C_FIS1,,,,,,
20957,50027C,50027C_4206,AP,50027C_2710,31660.0,"LETTERED, MAPPED",MIDDLE BRANCH WILLIAMS RIVER,929.8,Feet,NAVD88,50027C_FIS1,,,,,,
20958,50027C,50027C_4207,U,50027C_2702,6393.0,"LETTERED, MAPPED",CHESTER ROAD BROOK,554.8,Feet,NAVD88,50027C_FIS1,,,,,,
20959,50027C,50027C_4208,DC,50027C_2714,41761.0,"LETTERED, MAPPED",BLACK RIVER,931.3,Feet,NAVD88,50027C_FIS1,,,,,,
20960,50027C,50027C_4072,BQ,50027C_2717,81753.0,"LETTERED, MAPPED",OTTAUQUECHEE RIVER,816.9,Feet,NAVD88,50027C_FIS1,,,,,,
20961,50027C,50027C_4073,G,50027C_2702,6020.0,"LETTERED, MAPPED",SEAVER BROOK,534.9,Feet,NAVD88,50027C_FIS1,,,,,,
20962,50027C,50027C_4074,B,50027C_2702,765.0,"LETTERED, MAPPED",GREAT BROOK,461.3,Feet,NAVD88,50027C_FIS1,,,,,,
20963,50027C,50027C_4075,L,50027C_2704,6360.0,"LETTERED, MAPPED",OTTAUQUECHEE RIVER,356.4,Feet,NAVD88,50027C_FIS1,,,,,,
20964,50027C,50027C_4076,BI,50027C_2712,585.0,"LETTERED, MAPPED",BLACK RIVER,536.0,Feet,NAVD88,50027C_FIS1,,,,,,
20965,50027C,50027C_4077,J,50027C_2702,3453.0,"LETTERED, MAPPED",CARLEY ROAD BROOK,559.5,Feet,NAVD88,50027C_FIS1,,,,,,
20966,50027C,50027C_4078,EJ,50027C_2714,62429.0,"LETTERED, MAPPED",BLACK RIVER,1003.7,Feet,NAVD88,50027C_FIS1,,,,,,
20967,50027C,50027C_4079,AM,50027C_2704,38705.0,"LETTERED, MAPPED",WHITE RIVER,393.5,Feet,NAVD88,50027C_FIS1,,,,,,
20968,50027C,50027C_4401,J,50027C_2702,8265.0,"LETTERED, MAPPED",SEAVER BROOK,643.4,Feet,NAVD88,50027C_FIS1,,,,,,
20969,50027C,50027C_4402,AO,50027C_2707,26320.0,"LETTERED, MAPPED",KEDRON BROOK,979.0,Feet,NAVD88,50027C_FIS1,,,,,,
20970,50027C,50027C_4403,V,50027C_2707,10120.0,"LETTERED, MAPPED",KEDRON BROOK,723.3,Feet,NAVD88,50027C_FIS1,,,,,,
20971,50027C,50027C_4404,P,50027C_2715,13695.0,"LETTERED, MAPPED",NORTH BRANCH BLACK RIVER,609.7,Feet,NAVD88,50027C_FIS1,,,,,,
20972,50027C,50027C_4405,AF,50027C_2716,19090.0,"LETTERED, MAPPED",LULLS BROOK,650.1,Feet,NAVD88,50027C_FIS1,,,,,,
20973,50027C,50027C_4406,K,50027C_2709,6485.0,"LETTERED, MAPPED",TWEED RIVER,756.6,Feet,NAVD88,50027C_FIS1,,,,,,
20974,50027C,50027C_4407,N,50027C_2711,53950.0,"LETTERED, MAPPED",WEST RIVER,1747.1,Feet,NAVD88,50027C_FIS1,,,,,,
20975,50027C,50027C_4408,S,50027C_2716,11015.0,"LETTERED, MAPPED",LULLS BROOK,596.0,Feet,NAVD88,50027C_FIS1,,,,,,
20976,50021C,50021C_3411,C,50021C_2407,600.0,"LETTERED, MAPPED",Homer Stone Brook,642.7,Feet,NAVD88,50021C_FIS1,,,,,,
