OBJECTID,DIST_ID,ORG_NAME,NAME,ADDR,ADDR2,CITY,ZIP,PHONE,FAX,COLOR,EMAIL,URL,MAPURL,URL2,Shape__Area,Shape__Length
83,239SSA,Lake Forest Special Service Area 38,LAKE FOREST SSA #38,220 E Deerpath Rd, ,Lake Forest,60045.0,(847) 234-2600,(847) 615-4289 fax,0.0, ,https://www.cityoflakeforest.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeForestSpecialServiceArea38.pdf,,31062.92578125,782.293942294783
84,240SSA,Lake Forest Special Service Area 39,LAKE FOREST SSA #39,220 E Deerpath Rd, ,Lake Forest,60045.0,(847) 234-2600,(847) 615-4289 fax,0.0, ,https://www.cityoflakeforest.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeForestSpecialServiceArea39.pdf,,29810.86328125,973.073596804015
85,241SSA,Lake Forest Special Service Area 40,LAKE FOREST SSA #40,220 E Deerpath Rd, ,Lake Forest,60045.0,(847) 234-2600,(847) 615-4289 fax,0.0, ,https://www.cityoflakeforest.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeForestSpecialServiceArea40.pdf,,360921.90234375,3466.11104172099
86,247SSA,Lakemoor Special Service Area 97-1,LAKEMOOR SSA #97-1,28581 IL Route 120, ,Lakemoor,60050.0,(815) 385-1117,(815) 385-8206 fax,2.0,villagehall@lakemoor.net,http://www.lakemoor.net/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakemoorSpecialServiceArea97-1.pdf,,1372517.61328125,6676.45418599521
87,248SSA,Lake Zurich Special Service Area 10,LAKE ZURICH SSA #10,70 E Main St, ,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,6.0, ,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichSpecialServiceArea10.pdf,,60244.140625,1147.7909967287
88,249SSA,Lake Zurich Special Service Area 11,LAKE ZURICH SSA #11,70 E Main St, ,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,4.0, ,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichSpecialServiceArea11.pdf,,71296.4921875,1408.84846990428
89,250SSA,Lake Zurich Special Service Area 12,LAKE ZURICH SSA #12,70 E Main St, ,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,0.0, ,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichSpecialServiceArea12.pdf,,28612.65234375,694.750534868326
90,251SSA,Lake Zurich Special Service Area 13,LAKE ZURICH SSA #13,70 E Main St, ,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,2.0, ,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichSpecialServiceArea13.pdf,,311065.47265625,2735.52339602939
91,252SSA,Lake Zurich Special Service Area 15,LAKE ZURICH SSA #15,70 E Main St, ,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,0.0, ,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichSpecialServiceArea15.pdf,,6918.73046875,369.992010015251
92,253SSA,Lake Zurich Special Service Area 16,LAKE ZURICH SSA #16,70 E Main St, ,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,0.0, ,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichSpecialServiceArea16.pdf,,1939.66796875,175.12154663751
93,256SSA,Lake Zurich Special Service Area 8,LAKE ZURICH SSA #8,70 E Main St, ,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,3.0, ,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichSpecialServiceArea8.pdf,,253073.296875,2345.06349184969
94,257SSA,Lake Zurich Special Service Area 9,LAKE ZURICH SSA #9,70 E Main St, ,Lake Zurich,60047.0,(847) 438-5141,(847) 540-1768 fax,4.0, ,https://lakezurich.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeZurichSpecialServiceArea9.pdf,,360322.71484375,3432.61575099261
95,259SSA,Long Grove Special Service Area 2,LONG GROVE SSA #2--COMMONS,3110 Old McHenry Rd, ,Long Grove,60047.0,(847) 634-9440,(847) 634-9408 fax,1.0, ,https://www.longgroveil.gov/,https://maps.lakecountyil.gov/output/districtmaps/spec/LongGroveSpecialServiceArea2.pdf,,143431.96484375,2496.97895192967
96,265SSA,Lincolnshire Special Service Area 1,LINCOLNSHIRE SSA #1,1 Olde Half Day Rd, ,Lincolnshire,60069.0,(847) 883-8600,(847) 883-8608 fax,1.0, ,https://www.lincolnshireil.gov/,https://maps.lakecountyil.gov/output/districtmaps/spec/LincolnshireSpecialServiceArea1.pdf,,677351.09765625,3579.36802029096
97,280SSA,Mettawa Special Service Area 7,METTAWA SSA #7,26225 N Riverwoods Blvd, ,Mettawa,60045.0,(847) 573-1460,(224) 218-2242 fax,0.0, ,http://www.mettawa.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MettawaSpecialServiceArea7.pdf,,548289.7578125,5985.96214962119
98,281SSA,Mettawa Special Service Area 9,METTAWA SSA #9,26225 N Riverwoods Blvd, ,Mettawa,60045.0,(847) 573-1460,(224) 218-2242 fax,3.0, ,http://www.mettawa.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MettawaSpecialServiceArea9.pdf,,458996.76953125,6858.36144716012
99,282SSA,Mettawa Special Service Area 10,METTAWA SSA #10,26225 N Riverwoods Blvd, ,Mettawa,60045.0,(847) 573-1460,(224) 218-2242 fax,0.0, ,http://www.mettawa.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MettawaSpecialServiceArea10.pdf,,277494.1875,2187.11524095328
100,283SSA,Mettawa Special Service Area 11,METTAWA SSA #11,26225 N Riverwoods Blvd, ,Mettawa,60045.0,(847) 573-1460,(224) 218-2242 fax,0.0, ,http://www.mettawa.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MettawaSpecialServiceArea11.pdf,,277494.1875,2187.11524095328
101,284SSA,Mettawa Special Service Area 13,METTAWA SSA #13,26225 N Riverwoods Blvd, ,Mettawa,60045.0,(847) 573-1460,(224) 218-2242 fax,0.0, ,http://www.mettawa.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MettawaSpecialServiceArea13.pdf,,37858.1953125,1478.2864697014
102,285SSA,Mettawa Special Service Area 14,METTAWA SSA #14,26225 N Riverwoods Blvd, ,Mettawa,60045.0,(847) 573-1460,(224) 218-2242 fax,0.0, ,http://www.mettawa.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MettawaSpecialServiceArea14.pdf,,37858.1953125,1478.2864697014
103,286SSA,Mettawa Special Service Area 15,METTAWA SSA #15,26225 N Riverwoods Blvd, ,Mettawa,60045.0,(847) 573-1460,(224) 218-2242 fax,0.0, ,http://www.mettawa.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MettawaSpecialServiceArea15.pdf,,779163.21484375,4607.22258192652
104,330SSA,Mettawa Special Service Area 2,METTAWA SSA #2,26225 N Riverwoods Blvd, ,Mettawa,60045.0,(847) 573-1460,(224) 218-2242 fax,6.0, ,http://www.mettawa.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MettawaSpecialServiceArea2.pdf,,773.21875,320.816541170049
105,331SSA,Mettawa Special Service Area 3,METTAWA SSA #3,26225 N Riverwoods Blvd, ,Mettawa,60045.0,(847) 573-1460,(224) 218-2242 fax,2.0, ,http://www.mettawa.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MettawaSpecialServiceArea3.pdf,,342669.65234375,3190.0171852131
106,332SSA,Mettawa Special Service Area 4,METTAWA SSA #4,26225 N Riverwoods Blvd, ,Mettawa,60045.0,(847) 573-1460,(224) 218-2242 fax,1.0, ,http://www.mettawa.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MettawaSpecialServiceArea4.pdf,,929247.54296875,4271.46903642785
107,333SSA,Mettawa Special Service Area 5,METTAWA SSA #5,26225 N Riverwoods Blvd, ,Mettawa,60045.0,(847) 573-1460,(224) 218-2242 fax,0.0, ,http://www.mettawa.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/MettawaSpecialServiceArea5.pdf,,238122.59765625,2338.79070725455
108,334SSA,North Barrington Special Service Area 17,NORTH BARRINGTON SSA #17,111 Old Barrington Rd, ,North Barrington,60010.0,(847) 381-6000,(847) 381-3303 fax,0.0,northbarrington@comcast.net,https://www.northbarrington.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/NorthBarringtonSpecialServiceArea17.pdf,,5593752.734375,12670.2828694272
109,335SSA,North Barrington Special Service Area 5,NORTH BARRINGTON SSA #5,111 Old Barrington Rd, ,North Barrington,60010.0,(847) 381-6000,(847) 381-3303 fax,4.0,northbarrington@comcast.net,https://www.northbarrington.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/NorthBarringtonSpecialServiceArea5.pdf,,317795.84375,2704.26604516978
110,336SSA,North Barrington Special Service Area 6,NORTH BARRINGTON SSA #6,111 Old Barrington Rd, ,North Barrington,60010.0,(847) 381-6000,(847) 381-3303 fax,3.0,northbarrington@comcast.net,https://www.northbarrington.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/NorthBarringtonSpecialServiceArea6.pdf,,269321.5078125,2705.68307584243
111,337SSA,North Barrington Special Service Area 7,NORTH BARRINGTON SSA #7,111 Old Barrington Rd, ,North Barrington,60010.0,(847) 381-6000,(847) 381-3303 fax,2.0,northbarrington@comcast.net,https://www.northbarrington.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/NorthBarringtonSpecialServiceArea7.pdf,,213557.0546875,1873.00445553384
112,338SSA,North Barrington Special Service Area 13,NORTH BARRINGTON SSA #13,111 Old Barrington Rd, ,North Barrington,60010.0,(847) 381-6000,(847) 381-3303 fax,0.0,northbarrington@comcast.net,https://www.northbarrington.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/NorthBarringtonSpecialServiceArea13.pdf,,121925.0078125,2313.66478087285
113,339SSA,North Barrington Special Service Area 14,NORTH BARRINGTON SSA #14,111 Old Barrington Rd, ,North Barrington,60010.0,(847) 381-6000,(847) 381-3303 fax,3.0,northbarrington@comcast.net,https://www.northbarrington.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/NorthBarringtonSpecialServiceArea14.pdf,,58224.88671875,1204.62670241641
114,340SSA,North Barrington Special Service Area 15,NORTH BARRINGTON SSA #15,111 Old Barrington Rd, ,North Barrington,60010.0,(847) 381-6000,(847) 381-3303 fax,3.0,northbarrington@comcast.net,https://www.northbarrington.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/NorthBarringtonSpecialServiceArea15.pdf,,73998.71484375,1088.21574076544
115,341SSA,North Barrington Special Service Area 18,NORTH BARRINGTON SSA #18,111 Old Barrington Rd, ,North Barrington,60010.0,(847) 381-6000,(847) 381-3303 fax,0.0,northbarrington@comcast.net,https://www.northbarrington.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/NorthBarringtonSpecialServiceArea18.pdf,,353896.8515625,3263.91523493374
116,342SSA,Lake County Special Service Area 9 NLFPA,LAKE COUNTY SSA NLFPA (#9),18 N County St, ,Waukegan,60085.0,(847) 377-2000, ,0.0, ,https://www.lakecountyil.gov,https://maps.lakecountyil.gov/output/districtmaps/spec/LakeCountySpecialServiceArea9NLFPA.pdf,,67657203.3867188,90660.1186440921
117,343SSA,Port Barrington Special Service Area 2,PORT BARRINGTON SSA #2,69 S Circle Ave, ,Port Barrington,60010.0,(847) 639-7595,(847) 639-8694 fax,2.0, ,https://www.portbarrington.net/,https://maps.lakecountyil.gov/output/districtmaps/spec/PortBarringtonSpecialServiceArea2.pdf,,302218.546875,2269.83015841512
118,344SSA,Port Barrington Special Service Area 1,PORT BARRINGTON SSA #1,69 S Circle Ave, ,Port Barrington,60010.0,(847) 639-7595,(847) 639-8694 fax,2.0, ,https://www.portbarrington.net/,https://maps.lakecountyil.gov/output/districtmaps/spec/PortBarringtonSpecialServiceArea1.pdf,,480615.86328125,3057.36345055787
119,346SSA,Round Lake Heights Special Service Area 1,ROUND LAKE HEIGHTS SSA #1,619 Pontiac Ct, ,Round Lake Heights,60073.0,(847) 546-1206,(847) 546-9728 fax,6.0, ,http://www.villageofroundlakeheights.org,https://maps.lakecountyil.gov/output/districtmaps/spec/RoundLakeHeightsSpecialServiceArea1.pdf,,288928.88671875,11717.889791638
120,347SSA,Round Lake Heights Special Service Area 2,ROUND LAKE HEIGHTS SSA #2,619 Pontiac Ct, ,Round Lake Heights,60073.0,(847) 546-1206,(847) 546-9728 fax,5.0, ,http://www.villageofroundlakeheights.org,https://maps.lakecountyil.gov/output/districtmaps/spec/RoundLakeHeightsSpecialServiceArea2.pdf,,513634.53515625,7978.26013744065
121,348SSA,Round Lake Special Service Area 1 Madrona Village,ROUND LAKE SSA #1 - MADRONA VILLAGE,442 N Cedar Lake Rd, ,Round Lake,60073.0,(847) 546-5400,(847) 546-5405 fax,0.0, ,https://www.eroundlake.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RoundLakeSpecialServiceArea1MadronaVillage.pdf,,1815090.7421875,8217.07920355408
122,349SSA,Round Lake Special Service Area 1 Bright Meadows,ROUND LAKE SSA #1 - BRIGHT MEADOWS,442 N Cedar Lake Rd, ,Round Lake,60073.0,(847) 546-5400,(847) 546-5405 fax,2.0, ,https://www.eroundlake.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RoundLakeSpecialServiceArea1BrightMeadows.pdf,,746539.3828125,5068.27526893161
123,350SSA,Round Lake Special Service Area 1 Lakewood Grove,ROUND LAKE SSA #1 - LAKEWOOD GROVE,442 N Cedar Lake Rd, ,Round Lake,60073.0,(847) 546-5400,(847) 546-5405 fax,0.0, ,https://www.eroundlake.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RoundLakeSpecialServiceArea1LakewoodGrove.pdf,,1304745.41796875,6389.86122097811
124,351SSA,Round Lake Special Service Area 2 Lakewood Grove,ROUND LAKE SSA #2 - LAKEWOOD GROVE,442 N Cedar Lake Rd, ,Round Lake,60073.0,(847) 546-5400,(847) 546-5405 fax,5.0, ,https://www.eroundlake.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RoundLakeSpecialServiceArea2LakewoodGrove.pdf,,1755513.80859375,6006.05178824819
125,352SSA,Round Lake Special Service Area 2 Prairie Walk,ROUND LAKE SSA #2 - PRAIRIE WALK,442 N Cedar Lake Rd, ,Round Lake,60073.0,(847) 546-5400,(847) 546-5405 fax,4.0, ,https://www.eroundlake.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RoundLakeSpecialServiceArea2PrairieWalk.pdf,,750155.79296875,4741.8874857787
126,353SSA,Round Lake Special Service Area 3 Lakewood Grove,ROUND LAKE SSA #3 - LAKEWOOD GROVE,442 N Cedar Lake Rd, ,Round Lake,60073.0,(847) 546-5400,(847) 546-5405 fax,3.0, ,https://www.eroundlake.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RoundLakeSpecialServiceArea3LakewoodGrove.pdf,,470601.52734375,4764.78599044903
127,354SSA,Round Lake Special Service Area 4 Lakewood Grove,ROUND LAKE SSA #4 - LAKEWOOD GROVE,442 N Cedar Lake Rd, ,Round Lake,60073.0,(847) 546-5400,(847) 546-5405 fax,5.0, ,https://www.eroundlake.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RoundLakeSpecialServiceArea4LakewoodGrove.pdf,,607703.90625,3301.36150799151
128,357SSA,Riverwoods Special Service Area 5,RIVERWOODS SSA #5,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,1.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea5.pdf,,154651.3125,1581.16103027109
129,359SSA,Riverwoods Special Service Area 7,RIVERWOODS SSA #7,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,3.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea7.pdf,,215305.671875,4352.7057168019
130,362SSA,Riverwoods Special Service Area 10,RIVERWOODS SSA #10,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,0.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea10.pdf,,68867.4375,1624.21490640535
131,367SSA,Riverwoods Special Service Area 16,RIVERWOODS SSA #16,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,1.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea16.pdf,,92102.5234375,1897.80714548697
132,370SSA,Riverwoods Special Service Area 19,RIVERWOODS SSA #19,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,2.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea19.pdf,,324751.4765625,2852.16040304133
133,372SSA,Riverwoods Special Service Area 21,RIVERWOODS SSA #21,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,3.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea21.pdf,,433393.421875,3260.41470311214
134,373SSA,Riverwoods Special Service Area 22,RIVERWOODS SSA #22,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,4.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea22.pdf,,303820.6953125,2682.17218657541
135,374SSA,Riverwoods Special Service Area 23,RIVERWOODS SSA #23,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,5.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea23.pdf,,114101.8828125,1627.27776545029
136,375SSA,Riverwoods Special Service Area 24,RIVERWOODS SSA #24,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,0.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea24.pdf,,686341.46484375,4027.6588866596
137,376SSA,Riverwoods Special Service Area 25,RIVERWOODS SSA #25,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,1.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea25.pdf,,293351.51171875,3200.72456437199
138,377SSA,Riverwoods Special Service Area 26,RIVERWOODS SSA #26,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,2.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea26.pdf,,715283.33203125,5697.15125934528
139,378SSA,Riverwoods Special Service Area 27,RIVERWOODS SSA #27,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,3.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea27.pdf,,69655.734375,1286.84461549729
140,379SSA,Riverwoods Special Service Area 28,RIVERWOODS SSA #28,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,4.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea28.pdf,,266294.65625,2718.47753480267
141,380SSA,Riverwoods Special Service Area 29,RIVERWOODS SSA #29,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,5.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea29.pdf,,91001.4921875,1842.8939010513
142,381SSA,Riverwoods Special Service Area 30,RIVERWOODS SSA #30,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,0.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea30.pdf,,80086.109375,1324.10908790835
143,382SSA,Riverwoods Special Service Area 31,RIVERWOODS SSA #31,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,4.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea31.pdf,,176178.81640625,2421.44671597829
144,384SSA,Tower Lakes Special Service Area 3,TOWER LAKES SSA #3,400 N Route 59, ,Tower Lakes,60010.0,(847) 526-0488,(847) 526-0489 fax,0.0, ,http://www.towerlakes-il.gov/,https://maps.lakecountyil.gov/output/districtmaps/spec/TowerLakesSpecialServiceArea3.pdf,,4110968.88671875,11426.00816559
145,391SSA,Volo Special Service Area 10,VOLO SSA #10,500 S Fish Lake Rd, ,Volo,60050.0,(847) 740-6982,(847) 740-6802 fax,0.0, ,http://www.villageofvolo.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/VoloSpecialServiceArea10.pdf,,194203.41015625,1888.51559916887
146,392SSA,Volo Special Service Area 11,VOLO SSA #11,500 S Fish Lake Rd, ,Volo,60050.0,(847) 740-6982,(847) 740-6802 fax,0.0, ,http://www.villageofvolo.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/VoloSpecialServiceArea11.pdf,,331130.13671875,2474.85651763021
147,393SSA,Volo Special Service Area 14,VOLO SSA #14,500 S Fish Lake Rd, ,Volo,60050.0,(847) 740-6982,(847) 740-6802 fax,0.0, ,http://www.villageofvolo.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/VoloSpecialServiceArea14.pdf,,725605.2578125,4646.06650630858
148,394SSA,Volo Special Service Area 15,VOLO SSA #15,500 S Fish Lake Rd, ,Volo,60050.0,(847) 740-6982,(847) 740-6802 fax,0.0, ,http://www.villageofvolo.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/VoloSpecialServiceArea15.pdf,,546394.0234375,3668.43560860033
149,395SSA,Volo Special Service Area 16,VOLO SSA #16,500 S Fish Lake Rd, ,Volo,60050.0,(847) 740-6982,(847) 740-6802 fax,0.0, ,http://www.villageofvolo.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/VoloSpecialServiceArea16.pdf,,16944.1171875,591.448780790007
150,396SSA,Volo Special Service Area 2,VOLO SSA #2,500 S Fish Lake Rd, ,Volo,60050.0,(847) 740-6982,(847) 740-6802 fax,0.0, ,http://www.villageofvolo.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/VoloSpecialServiceArea2.pdf,,908110.1875,4880.04626494448
151,397SSA,Volo Special Service Area 3,VOLO SSA #3,500 S Fish Lake Rd, ,Volo,60050.0,(847) 740-6982,(847) 740-6802 fax,0.0, ,http://www.villageofvolo.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/VoloSpecialServiceArea3.pdf,,2400959.36328125,11180.3436943098
152,399SSA,Volo Special Service Area 5,VOLO SSA #5,500 S Fish Lake Rd, ,Volo,60050.0,(847) 740-6982,(847) 740-6802 fax,5.0, ,http://www.villageofvolo.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/VoloSpecialServiceArea5.pdf,,912842.19921875,4872.98759748548
153,400SSA,Volo Special Service Area 6,VOLO SSA #6,500 S Fish Lake Rd, ,Volo,60050.0,(847) 740-6982,(847) 740-6802 fax,4.0, ,http://www.villageofvolo.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/VoloSpecialServiceArea6.pdf,,1203700.2734375,6396.88924972065
154,402SSA,Volo Special Service Area 9,VOLO SSA #9,500 S Fish Lake Rd, ,Volo,60050.0,(847) 740-6982,(847) 740-6802 fax,0.0, ,http://www.villageofvolo.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/VoloSpecialServiceArea9.pdf,,1043563.75390625,4201.58175735095
155,403SSA,Wauconda Special Service Area Number 1,WAUCONDA SSA #1,101 N Main St, ,Wauconda,60084.0,(847) 526-9600,(847) 526-8809 fax,1.0, ,https://www.wauconda-il.gov/,https://maps.lakecountyil.gov/output/districtmaps/spec/WaucondaSpecialServiceAreaNumber1.pdf,,3387864.12109375,15002.9177234352
156,408SSA,Riverwoods Special Service Area 32,RIVERWOODS SSA #32,300 Portwine Rd, ,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,1.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea32.pdf,,121856.1328125,1577.48241955617
157,409SSA,Volo Special Service Area 17,VOLO SSA #17,500 S Fish Lake Rd, ,Volo,60050.0,(847) 740-6982,(847) 740-6802 fax,1.0, ,http://www.villageofvolo.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/VoloSpecialServiceArea17.pdf,,1059587.7421875,5809.29156054416
158,410SSA,Volo Special Service Area 18,VOLO SSA #18,500 S Fish Lake Rd, ,Volo,60050.0,(847) 740-6982,(847) 740-6802 fax,5.0, ,http://www.villageofvolo.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/VoloSpecialServiceArea18.pdf,,790634.95703125,10513.8388966277
159,411SSA,Long Grove Special Service Area 6 - Downtown Water,LONG GROVE SSA #6--DOWNTOWN WATER,3110 Old McHenry Rd,,Long Grove,60047.0,(847) 634-9440,(847) 634-9408 fax,0.0,,https://www.longgroveil.gov/,https://maps.lakecountyil.gov/output/districtmaps/spec/LongGroveSpecialServiceArea6DowntownWater.pdf,,76447.375,2001.33693915119
160,412SSA,Highland Park Special Service Area 19,HIGHLAND PARK SSA #19,1707 St Johns Ave,,Highland Park,60035.0,(847) 432-0800,(847) 432-2624 fax,0.0,,https://www.cityhpil.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/HighlandParkSpecialServiceArea19.pdf,,711285.21875,7274.92988149944
161,413SSA,North Barrington Special Service Area 19,NORTH BARRINGTON SSA #19,111 Old Barrington Rd,,North Barrington,60010.0,(847) 381-6000,(847) 381-3303 fax,,northbarrington@comcast.net,https://www.northbarrington.org/,https://maps.lakecountyil.gov/output/districtmaps/spec/NorthBarringtonSpecialServiceArea19.pdf,,5593752.734375,12670.2828694272
162,414SSA,Riverwoods Special Service Area 33,RIVERWOODS SSA #33,300 Portwine Rd,,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,2.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea33.pdf,,87235.078125,1825.98700055886
163,415SSA,Beach Park Special Service Area 14,BEACH PARK SSA #14,11270 W Wadsworth Rd, ,Beach Park,60099.0,(847) 746-1770,(847) 746-1797 fax,,,http://www.villageofbeachpark.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/BeachParkSpecialServiceArea14.pdf,,18868.65625,625.818989060214
164,416SSA,Riverwoods Special Service Area 34,RIVERWOODS SSA #34,300 Portwine Rd,,Riverwoods,60015.0,(847) 945-3990,(847) 945-4059 fax,5.0,info@riverwoods-il.net,https://villageofriverwoods.com/,https://maps.lakecountyil.gov/output/districtmaps/spec/RiverwoodsSpecialServiceArea34.pdf,,73295.41796875,1067.50348067045
