Prscrbr_Geo_Lvl,Prscrbr_Geo_Cd,Prscrbr_Geo_Desc,Brnd_Name,Gnrc_Name,Tot_Prscrbrs,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Tot_Benes,GE65_Sprsn_Flag,GE65_Tot_Clms,GE65_Tot_30day_Fills,GE65_Tot_Drug_Cst,GE65_Bene_Sprsn_Flag,GE65_Tot_Benes,LIS_Bene_Cst_Shr,NonLIS_Bene_Cst_Shr,Opioid_Drug_Flag,Opioid_LA_Drug_Flag,Antbtc_Drug_Flag,Antpsyct_Drug_Flag
National,,National,Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,152920.0,1683486.0,4208268.2,43800097.34,413164.0,,1553160.0,3928562.1,41131807.97,,382880.0,466255.77,12223560.44,N,N,N,N
National,,National,Amlodipine-Atorvastatin,Amlodipine/Atorvastatin,22784.0,96167.0,235234.1,26059424.54,24699.0,,89363.0,222084.5,24623636.25,,23030.0,33484.91,1418822.0,N,N,N,N
National,,National,Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,34496.0,196523.0,467104.2,19222156.56,50781.0,,183866.0,439635.5,18103169.52,,47495.0,85641.57,4325953.91,N,N,N,N
National,,National,Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,48922.0,290552.0,701318.2,19555612.86,74812.0,,268579.0,655238.2,18251277.11,,69269.0,113762.21,4009346.27,N,N,N,N
National,,National,Amlodipine-Valsartan-Hctz,Amlodipine/Valsartan/Hcthiazid,6644.0,12123.0,24161.8,1884587.96,7592.0,,11077.0,22324.3,1723931.85,,6960.0,6684.96,158572.55,N,N,N,N
National,,National,Ammonium Lactate,Ammonium Lactate,86004.0,1077017.0,1206241.7,27424145.47,446132.0,,889627.0,998797.6,22505019.42,,373564.0,553412.7,3037897.35,N,N,N,N
National,,National,Amnesteem,Isotretinoin,880.0,2264.0,2290.0,480559.67,872.0,,1162.0,1182.0,206971.06,,447.0,1766.21,74878.96,N,N,N,N
National,,National,Amondys-45,Casimersen,6.0,66.0,66.0,4432004.25,,,0.0,0.0,0.0,#,,4.0,0.0,N,N,N,N
National,,National,Amoxapine,Amoxapine,522.0,2271.0,3514.4,192816.21,462.0,,1686.0,2807.5,144402.36,,349.0,2257.26,45249.19,N,N,N,N
National,,National,Amoxicillin,Amoxicillin,598852.0,7696447.0,7776351.3,29658121.75,5287043.0,,6680280.0,6753201.7,25032743.0,,4585164.0,1687385.76,14318545.16,N,N,Y,N
National,,National,Amoxicillin-Clavulanate Pot Er,Amoxicillin/Potassium Clav,9738.0,12980.0,13034.5,1938958.66,11403.0,,10682.0,10728.7,1549347.93,,9477.0,10206.58,417178.39,N,N,Y,N
National,,National,Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,641567.0,4759953.0,4782784.0,57958445.0,3634743.0,,3862001.0,3881515.8,46071703.99,,2981456.0,2198689.27,21391156.18,N,N,Y,N
National,,National,Amphetamine Sulfate,Amphetamine Sulfate,157.0,656.0,689.7,178588.5,148.0,,307.0,325.0,78324.85,,71.0,692.64,19502.21,N,N,N,N
National,,National,Amphotericin B,Amphotericin B,93.0,379.0,388.0,87641.35,112.0,,265.0,272.0,68083.46,,77.0,428.41,10047.38,N,N,N,N
National,,National,Ampicillin Sodium,Ampicillin Sodium,3319.0,21370.0,21378.3,4089808.12,3699.0,,17943.0,17951.3,3399359.47,,3083.0,18490.41,889888.27,N,N,Y,N
National,,National,Ampicillin Trihydrate,Ampicillin Trihydrate,38881.0,99490.0,104795.1,1450899.23,75069.0,,86768.0,91532.8,1247870.58,,66008.0,35468.87,449020.32,N,N,Y,N
National,,National,Ampicillin-Sulbactam,Ampicillin Sodium/Sulbactam Na,2887.0,15983.0,15983.1,2275978.86,3431.0,,11044.0,11044.1,1518405.83,,2444.0,16009.53,404848.31,N,N,Y,N
National,,National,Ampyra,Dalfampridine,1424.0,12987.0,17005.8,55939976.4,2275.0,,4719.0,6407.1,20815893.81,,906.0,38141.44,1750817.54,N,N,N,N
National,,National,Amrix,Cyclobenzaprine Hcl,93.0,370.0,462.8,844797.58,78.0,,174.0,243.0,403377.68,,38.0,804.61,13921.84,N,N,N,N
National,,National,Amzeeq,Minocycline Hcl,326.0,687.0,719.0,358831.31,400.0,,409.0,433.0,214222.83,,245.0,1020.4,24631.63,N,N,N,N
National,,National,Anafranil,Clomipramine Hcl,75.0,341.0,464.7,1302136.99,54.0,,219.0,288.4,650123.44,,34.0,230.17,23661.48,N,N,N,N
National,,National,Anagrelide Hcl,Anagrelide Hcl,4862.0,27252.0,45316.0,11739274.95,5437.0,,25816.0,43162.8,10935153.0,,5173.0,23674.46,1358543.6,N,N,N,N
National,,National,Analpram Hc,Hydrocortisone/Pramoxine,44.0,55.0,63.9,21196.32,45.0,#,,,,#,,17.4,4921.1,N,N,N,N
National,,National,Anaspaz,Hyoscyamine Sulfate,64.0,175.0,186.8,3406.57,62.0,,126.0,134.5,2512.41,,42.0,84.62,951.07,N,N,N,N
National,,National,Anastrozole,Anastrozole,75050.0,1537272.0,3474378.1,41930099.02,378047.0,,1429984.0,3263628.4,39379647.49,,352930.0,441581.37,10020905.59,N,N,N,N
National,,National,Androderm,Testosterone,6138.0,23882.0,34789.4,19371913.11,5863.0,,15908.0,24792.6,13641737.31,,4114.0,31586.25,1507797.7,N,N,N,N
National,,National,Androgel,Testosterone,2361.0,9537.0,12916.0,11136663.33,2177.0,,6553.0,9378.0,8011920.42,,1573.0,17065.5,623460.37,N,N,N,N
National,,National,Angeliq,Drospirenone/Estradiol,272.0,915.0,1804.5,351623.78,255.0,,818.0,1615.8,313149.17,,226.0,1018.53,119600.39,N,N,N,N
National,,National,Annovera,Segesterone Ac/Ethin Estradiol,54.0,59.0,440.2,127233.95,57.0,,0.0,0.0,0.0,,0.0,170.8,1245.13,N,N,N,N
National,,National,Anoro Ellipta,Umeclidinium Brm/Vilanterol Tr,119026.0,1592801.0,2063789.4,912156831.39,338632.0,,1352126.0,1768115.9,779741145.35,,285219.0,3773571.25,76111577.58,N,N,N,N
National,,National,Antara,"Fenofibrate,micronized",241.0,809.0,1667.3,743233.02,226.0,,676.0,1404.0,619645.63,,184.0,882.13,45420.23,N,N,N,N
National,,National,Antivert,Meclizine Hcl,28.0,39.0,47.0,5874.65,29.0,#,,,,#,,96.3,609.51,N,N,N,N
National,,National,Anucort-Hc,Hydrocortisone Acetate,46.0,51.0,51.0,11546.0,48.0,#,,,,#,,1.3,0.0,N,N,N,N
National,,National,Anusol-Hc,Hydrocortisone,98.0,139.0,151.5,23747.42,102.0,,125.0,135.5,21929.83,,89.0,65.61,1938.98,N,N,N,N
National,,National,Apexicon E,Diflorasone Diacet/Emollient,131.0,222.0,245.7,223447.25,128.0,,208.0,231.7,210002.97,#,,41.5,10164.28,N,N,N,N
National,,National,Apidra,Insulin Glulisine,1032.0,3666.0,5910.5,3769626.75,930.0,,2580.0,4380.5,2719399.28,,671.0,9689.18,203225.88,N,N,N,N
National,,National,Apidra Solostar,Insulin Glulisine,3125.0,10376.0,18361.4,10318488.0,2946.0,,7874.0,14647.5,7801085.12,,2247.0,20626.47,578944.51,N,N,N,N
National,,National,Aplenzin,Bupropion Hbr,563.0,3477.0,4393.5,15275568.29,575.0,,1705.0,2284.8,7373162.94,,298.0,4509.71,163546.25,N,N,N,N
National,,National,Apokyn,Apomorphine Hcl,572.0,3688.0,3742.8,91670090.42,884.0,,2878.0,2921.5,70766461.22,,714.0,103425.32,3324639.96,N,N,N,N
National,,National,Apraclonidine Hcl,Apraclonidine Hcl,1245.0,4060.0,5994.3,389748.73,1692.0,,3670.0,5481.4,353161.66,,1512.0,2599.8,103143.37,N,N,N,N
National,,National,Aprepitant,Aprepitant,1796.0,9227.0,9466.6,7124383.11,3800.0,,6612.0,6746.9,3637003.47,,2732.0,11854.29,337467.64,N,N,N,N
National,,National,Apri,Desogestrel-Ethinyl Estradiol,1787.0,7004.0,12862.0,203598.88,1549.0,,24.0,56.8,805.87,*,,5486.78,9567.28,N,N,N,N
National,,National,Apriso,Mesalamine,3886.0,17892.0,29372.8,13562250.78,4185.0,,15395.0,25888.1,11868677.65,,3647.0,26292.62,1687275.33,N,N,N,N
National,,National,Aptensio Xr,Methylphenidate Hcl,60.0,271.0,283.7,82078.43,50.0,,40.0,46.7,22587.35,,13.0,552.58,3243.19,N,N,N,N
National,,National,Aptiom,Eslicarbazepine Acetate,6000.0,86168.0,94693.6,123964203.66,8331.0,,28244.0,31173.0,32960185.15,,2691.0,100254.51,1417911.91,N,N,N,N
National,,National,Aptivus,Tipranavir,103.0,840.0,881.0,1661841.33,89.0,,396.0,433.0,825136.34,,45.0,1824.56,29666.24,N,N,N,N
National,,National,Aralast Np,Alpha-1-Proteinase Inhibitor,351.0,3811.0,3841.8,39351752.95,361.0,,2387.0,2410.6,23777380.08,,221.0,10308.3,1204036.85,N,N,N,N
National,,National,Aranelle,Norethindrone-Ethin. Estradiol,133.0,622.0,971.7,26430.58,105.0,,13.0,27.4,606.02,*,,524.45,1821.3,N,N,N,N
National,,National,Aranesp,Darbepoetin Alfa In Polysorbat,3300.0,22266.0,24250.8,50710078.64,5129.0,,19734.0,21421.8,45508084.96,,4470.0,56359.75,2230593.97,N,N,N,N
National,,National,Arava,Leflunomide,106.0,395.0,622.3,852155.43,94.0,,316.0,514.3,682282.4,,79.0,765.22,21786.61,N,N,N,N
National,,National,Arazlo,Tazarotene,158.0,242.0,254.5,112085.43,189.0,,160.0,168.5,73734.11,,133.0,599.18,13276.41,N,N,N,N
National,,National,Arcalyst,Rilonacept,40.0,187.0,201.4,4181082.0,41.0,,137.0,151.4,3140176.9,#,,56.8,94226.3,N,N,N,N
National,,National,Arestin,Minocycline Hcl Microspheres,713.0,1354.0,1354.0,5500961.13,1262.0,,1253.0,1253.0,4810756.91,,1165.0,1069.0,153509.5,N,N,N,N
National,,National,Arformoterol Tartrate,Arformoterol Tartrate,1201.0,3655.0,3675.6,1550312.0,1346.0,,3167.0,3187.6,1342129.81,,1177.0,4821.64,48163.86,N,N,N,N
National,,National,Aricept,Donepezil Hcl,671.0,2454.0,4497.5,2194176.85,616.0,,2273.0,4253.5,2075703.99,,588.0,4440.24,164009.8,N,N,N,N
National,,National,Arikayce,Amikacin Liposomal/Neb.Accessr,1143.0,8063.0,8342.7,102776816.0,1729.0,,7178.0,7420.1,91449207.84,,1543.0,56401.86,5294845.69,N,N,Y,N
National,,National,Arimidex,Anastrozole,451.0,1853.0,3235.5,4961362.12,410.0,,1757.0,3097.4,4744973.98,,392.0,1362.88,135186.18,N,N,N,N
National,,National,Aripiprazole,Aripiprazole,176913.0,3405458.0,4574156.7,360873542.39,561345.0,,1460068.0,2082202.4,133576683.61,,255386.0,3050010.83,20017969.74,N,N,N,Y
National,,National,Aripiprazole Odt,Aripiprazole,1225.0,6248.0,6535.3,5515615.02,1243.0,,1878.0,1995.0,1618008.52,,372.0,10815.49,44798.45,N,N,N,Y
National,,National,Aristada,Aripiprazole Lauroxil,8135.0,82069.0,97672.8,229733158.73,12772.0,,9467.0,11195.4,25251555.66,,1428.0,204161.86,536483.38,N,N,N,Y
National,,National,Aristada Initio,"Aripiprazole Lauroxil,submicr.",831.0,1437.0,1459.2,3222869.75,1327.0,,141.0,142.0,316364.21,,121.0,7212.38,15675.0,N,N,N,Y
National,,National,Arixtra,Fondaparinux Sodium,22.0,109.0,121.1,431028.18,21.0,,58.0,62.1,204524.62,#,,886.39,6549.33,N,N,N,N
National,,National,Armodafinil,Armodafinil,15848.0,106014.0,135460.6,11061953.06,20262.0,,61376.0,83452.8,6179447.66,,12790.0,78285.43,1923792.72,N,N,N,N
National,,National,Armonair Digihaler,Fluticasone Propionate,85.0,156.0,161.0,41810.35,86.0,,132.0,136.0,34778.15,,67.0,523.21,7401.93,N,N,N,N
National,,National,Armour Thyroid,"Thyroid,pork",48773.0,293758.0,607866.9,21204289.37,67062.0,,259333.0,544731.8,18793299.86,,60097.0,294952.25,11965544.69,N,N,N,N
National,,National,Arnuity Ellipta,Fluticasone Furoate,39493.0,295676.0,396616.5,84987215.67,68795.0,,245995.0,335020.2,71638476.67,,57072.0,452656.44,12517820.54,N,N,N,N
National,,National,Aromasin,Exemestane,248.0,1050.0,1739.2,1845636.26,216.0,,971.0,1621.2,1721074.86,,192.0,862.3,102949.5,N,N,N,N
National,,National,Arthrotec 50,Diclofenac Sodium/Misoprostol,90.0,369.0,563.2,260099.95,85.0,,350.0,527.2,246124.97,#,,1004.54,24074.8,N,N,N,N
National,,National,Arthrotec 75,Diclofenac Sodium/Misoprostol,289.0,1072.0,1811.5,846830.82,253.0,,975.0,1647.2,768902.52,,225.0,1520.73,72774.81,N,N,N,N
National,,National,Asa-Butalb-Caffeine-Codeine,Codeine/Butalbital/Asa/Caffein,3233.0,14649.0,14921.0,1846822.64,2681.0,,11688.0,11945.3,1436424.68,,2191.0,14427.43,391609.75,Y,N,N,N
National,,National,Asacol Hd,Mesalamine,935.0,2995.0,4288.4,4565855.17,869.0,,2382.0,3490.8,3670575.07,,668.0,5427.08,332693.51,N,N,N,N
National,,National,Ascomp With Codeine,Codeine/Butalbital/Asa/Caffein,2165.0,9603.0,9752.3,1290770.12,1829.0,,7789.0,7924.1,1031181.35,,1511.0,7418.17,272574.05,Y,N,N,N
National,,National,Asenapine Maleate,Asenapine Maleate,8881.0,55528.0,66202.5,24050061.44,10514.0,,13547.0,16972.1,5435083.12,,2516.0,68540.03,521876.33,N,N,N,Y
National,,National,Ashlyna,L-Norgest/E.Estradiol-E.Estrad,550.0,1148.0,3451.6,117247.6,505.0,*,,,,*,,1168.4,3901.44,N,N,N,N
National,,National,Asmanex,Mometasone Furoate,13344.0,51191.0,83599.6,18223123.19,14825.0,,45987.0,76699.8,16655676.91,,13204.0,50886.75,3252854.54,N,N,N,N
National,,National,Asmanex Hfa,Mometasone Furoate,9359.0,30726.0,47218.1,8427781.68,10804.0,,26773.0,41869.7,7426371.87,,9457.0,36895.71,1530200.61,N,N,N,N
National,,National,Aspirin-Dipyridamole Er,Aspirin/Dipyridamole,32122.0,163433.0,299590.5,53518701.14,32663.0,,150250.0,277174.4,49227024.05,,30097.0,160084.62,6081232.91,N,N,N,N
National,,National,Assure Id Insulin Safety,"Syringe,needle,insuln,safe,1ml",11.0,23.0,36.8,566.56,12.0,,23.0,36.8,566.56,,12.0,0.0,130.41,N,N,N,N
National,,National,Assure Id Insulin Safety,"Syringe,needle,insuln,sf 0.5ml",12.0,42.0,50.8,1135.67,13.0,,42.0,50.8,1135.67,,13.0,64.92,218.83,N,N,N,N
National,,National,Assure Id Pen Needle,"Pen Needle, Diabetic, Safety",108.0,268.0,417.4,17386.76,116.0,,228.0,362.3,14504.53,,97.0,176.69,3178.14,N,N,N,N
National,,National,Astagraf Xl,Tacrolimus,129.0,652.0,1011.1,512143.84,109.0,,407.0,648.0,262548.29,,68.0,2246.21,32556.31,N,N,N,N
National,,National,Atacand,Candesartan Cilexetil,1187.0,4650.0,9505.9,2636638.64,1013.0,,4551.0,9271.6,2573727.0,,982.0,4407.45,474500.75,N,N,N,N
National,,National,Atacand Hct,Candesartan/Hydrochlorothiazid,394.0,1588.0,3122.2,829717.67,329.0,,1535.0,3057.2,810969.35,#,,2842.54,145246.96,N,N,N,N
National,,National,Atazanavir Sulfate,Atazanavir Sulfate,2474.0,21569.0,26733.5,10899806.69,2880.0,,10500.0,13556.6,5556063.43,,1431.0,21029.2,357354.09,N,N,N,N
National,,National,Atelvia,Risedronate Sodium,192.0,912.0,1453.0,398803.89,198.0,,872.0,1394.3,382022.08,,186.0,1597.54,49970.04,N,N,N,N
National,,National,Atenolol,Atenolol,304609.0,7679235.0,18721729.8,73987661.99,1796035.0,,7000985.0,17339583.2,68365346.13,,1653438.0,1755649.89,21417821.54,N,N,N,N
National,,National,Atenolol-Chlorthalidone,Atenolol/Chlorthalidone,69099.0,425724.0,1069266.1,17870383.27,107836.0,,387752.0,988148.2,16474962.76,,98919.0,185753.46,3643076.95,N,N,N,N
National,,National,Ativan,Lorazepam,1314.0,6718.0,7651.0,23741082.54,1073.0,,5091.0,5887.5,16579033.44,,826.0,6474.98,553144.97,N,N,N,N
National,,National,Atomoxetine Hcl,Atomoxetine Hcl,32737.0,213176.0,282463.1,33520229.59,40891.0,,49535.0,79828.4,8108065.07,,11770.0,220956.98,2182923.65,N,N,N,N
National,,National,Atorvastatin Calcium,Atorvastatin Calcium,552083.0,61087156.0,147133581.3,836020935.54,14952712.0,,53602221.0,131777850.3,741839790.48,,13274537.0,15800870.94,190152455.43,N,N,N,N
National,,National,Atovaquone,Atovaquone,13982.0,62458.0,65043.9,48258254.57,17652.0,,39273.0,41284.3,28927701.0,,11724.0,71490.96,3276771.27,N,N,N,N
National,,National,Atovaquone-Proguanil Hcl,Atovaquone/Proguanil Hcl,6772.0,14953.0,18476.2,1921934.43,12988.0,,13409.0,16394.3,1628066.01,,11941.0,5947.2,563375.34,N,N,N,N
National,,National,Atralin,Tretinoin,9.0,21.0,23.0,13636.74,,*,,,,*,,949.16,302.0,N,N,N,N
National,,National,Atripla,Efavirenz/Emtricit/Tenofovr Df,1965.0,12923.0,13372.7,40557414.18,2231.0,,6639.0,6939.0,20792606.05,,1150.0,37066.87,1160585.54,N,N,N,N
National,,National,Atropine Sulfate,Atropine Sulfate,33714.0,164179.0,221669.0,9481378.32,100348.0,,133103.0,180266.1,7510026.37,,87104.0,132271.2,2069426.23,N,N,N,N
National,,National,Atrovent Hfa,Ipratropium Bromide,56031.0,244720.0,307171.3,133624135.36,69462.0,,184588.0,233684.8,101534051.55,,54382.0,683612.59,6906785.38,N,N,N,N
National,,National,Aubagio,Teriflunomide,3944.0,75326.0,85997.5,724494717.9,9675.0,,30427.0,35320.0,295516867.79,,3943.0,348114.44,16098128.42,N,N,N,N
National,,National,Aubra Eq,Levonorgestrel/Ethin.Estradiol,56.0,224.0,303.7,6017.19,51.0,,0.0,0.0,0.0,,0.0,157.98,276.08,N,N,N,N
National,,National,Augmentin,Amoxicillin/Potassium Clav,13.0,13.0,13.0,433.04,13.0,*,,,,*,,15.85,58.86,N,N,Y,N
National,,National,Aurovela,Norethindrone Ac-Eth Estradiol,422.0,1061.0,2060.9,50775.47,396.0,,19.0,35.2,553.35,*,,1074.16,3062.21,N,N,N,N
National,,National,Aurovela 24 Fe,Norethindrone-E.Estradiol-Iron,442.0,1217.0,2521.9,80354.68,413.0,,0.0,0.0,0.0,,0.0,1567.25,4341.71,N,N,N,N
National,,National,Aurovela Fe,Norethindrone-E.Estradiol-Iron,2640.0,7892.0,16331.5,279391.49,2442.0,,55.0,131.2,1955.95,,24.0,8428.42,21167.85,N,N,N,N
National,,National,Auryxia,Ferric Citrate,9403.0,129702.0,163344.6,199029312.43,29180.0,,50835.0,61899.3,64095084.72,,11332.0,657555.69,3141840.75,N,N,N,N
National,,National,Austedo,Deutetrabenazine,9567.0,111650.0,113136.8,665738597.08,12690.0,,53892.0,54987.3,317163256.34,,6002.0,420686.07,11205333.18,N,N,N,N
National,,National,Autoshield Duo Pen Needle,"Pen Needle,dual Safety,diabetc",25723.0,221175.0,258605.4,18188577.69,52183.0,,184927.0,216314.2,15060325.45,,43983.0,119189.92,1460031.12,N,N,N,N
National,,National,Autoshield Pen Needle,"Pen Needle, Diabetic, Safety",29.0,75.0,99.8,4359.48,26.0,,53.0,75.3,3318.48,#,,104.0,892.08,N,N,N,N
National,,National,Auvi-Q,Epinephrine,421.0,558.0,583.0,3079706.22,488.0,,401.0,420.0,2101297.19,,374.0,671.86,39692.43,N,N,N,N
National,,National,Avalide,Irbesartan/Hydrochlorothiazide,638.0,2314.0,4999.5,1371162.13,547.0,,2253.0,4882.5,1339258.46,,536.0,2459.5,189188.59,N,N,N,N
National,,National,Avandia,Rosiglitazone Maleate,283.0,657.0,1102.0,238965.17,306.0,,585.0,999.3,216927.47,,278.0,1565.84,49470.95,N,N,N,N
National,,National,Avapro,Irbesartan,2055.0,7858.0,17292.1,4168422.28,1780.0,,7677.0,16938.1,4079919.27,,1740.0,6078.33,701782.39,N,N,N,N
National,,National,Avastin,Bevacizumab,265.0,3153.0,3159.6,19162538.59,596.0,,2740.0,2746.6,16901393.25,,518.0,8467.94,348027.78,N,N,N,N
National,,National,Aveed,Testosterone Undecanoate,168.0,682.0,1282.6,987039.26,189.0,,553.0,1029.3,795802.59,,156.0,1397.37,88450.86,N,N,N,N
National,,National,Aviane,Levonorgestrel/Ethin.Estradiol,948.0,3622.0,5780.5,92349.43,855.0,,21.0,54.1,600.91,*,,2907.94,6517.76,N,N,N,N
National,,National,Avita,Tretinoin,13.0,36.0,39.0,3245.75,13.0,#,,,,#,,5.0,1143.17,N,N,N,N
National,,National,Avodart,Dutasteride,1569.0,7469.0,14893.0,3027223.04,1582.0,,7354.0,14634.0,2975224.65,,1554.0,8194.85,429333.44,N,N,N,N
National,,National,Avonex,Interferon Beta-1a,2540.0,25035.0,27862.5,209146165.92,2961.0,,16639.0,18835.7,140832837.99,,1977.0,120469.39,6385269.36,N,N,N,N
National,,National,Avonex Pen,Interferon Beta-1a,2857.0,31034.0,34524.8,259342985.04,3637.0,,19029.0,21474.7,160562491.34,,2235.0,137649.53,8274152.67,N,N,N,N
National,,National,Avsola,Infliximab-Axxq,18.0,59.0,77.6,146337.48,18.0,,26.0,36.4,67223.48,*,,113.9,4501.2,N,N,N,N
National,,National,Avycaz,Ceftazidime/Avibactam,871.0,3749.0,3749.0,15488474.29,873.0,,2178.0,2178.0,8407572.21,,540.0,5995.66,472991.02,N,N,Y,N
National,,National,Aygestin,Norethindrone Acetate,7.0,22.0,35.7,4450.86,,*,,,,*,,2.27,672.09,N,N,N,N
National,,National,Ayvakit,Avapritinib,128.0,420.0,420.0,15536747.39,123.0,,309.0,309.0,11462547.96,,92.0,237.78,248201.47,N,N,N,N
National,,National,Azacitidine,Azacitidine,128.0,972.0,974.6,3154267.39,192.0,,946.0,948.6,3072695.6,#,,2816.23,205075.74,N,N,N,N
National,,National,Azactam,Aztreonam,286.0,697.0,697.0,338838.83,312.0,,560.0,560.0,271441.52,,260.0,3215.99,13403.71,N,N,Y,N
National,,National,Azasan,Azathioprine,564.0,1795.0,2857.0,1468725.81,519.0,,1210.0,2043.5,1057328.63,,351.0,1686.68,76268.43,N,N,N,N
National,,National,Azasite,Azithromycin,3667.0,11810.0,13285.8,3443251.46,5804.0,,10915.0,12311.3,3202920.07,,5366.0,15926.15,480978.01,N,N,N,N
National,,National,Azathioprine,Azathioprine,46864.0,406701.0,792862.2,25646093.9,92096.0,,308698.0,622994.6,19018895.17,,70484.0,215529.88,5078466.53,N,N,N,N
National,,National,Azelaic Acid,Azelaic Acid,14725.0,51838.0,58448.2,8899429.31,29400.0,,45713.0,51914.5,7615113.69,,26694.0,15979.3,1699989.05,N,N,N,N
National,,National,Azelastine Hcl,Azelastine Hcl,186922.0,2280811.0,3331293.3,96853280.41,955124.0,,1927751.0,2838921.8,80490598.11,,828055.0,1193837.84,32005913.61,N,N,N,N
National,,National,Azelastine-Fluticasone,Azelastine/Fluticasone,21673.0,90696.0,124417.2,18021239.48,35122.0,,80520.0,111852.7,16149513.26,,31437.0,33795.5,2583072.88,N,N,N,N
National,,National,Azelex,Azelaic Acid,1077.0,2085.0,2308.0,1375672.44,1142.0,,1556.0,1754.7,1046009.68,,926.0,2824.72,101462.76,N,N,N,N
National,,National,Azesco,Prenatal 147/Iron/Folic Acid,263.0,773.0,1158.0,2532373.37,333.0,,601.0,867.2,1823710.11,,248.0,663.64,37366.93,N,N,N,N
National,,National,Azilect,Rasagiline Mesylate,403.0,1832.0,3336.4,3058965.35,377.0,,1684.0,3070.4,2789974.1,,346.0,2844.51,287140.88,N,N,N,N
National,,National,Azithromycin,Azithromycin,572412.0,5979655.0,6242628.3,53333286.24,4272471.0,,4882610.0,5104198.8,42766741.98,,3537263.0,2496772.07,18040931.19,N,N,Y,N
National,,National,Azopt,Brinzolamide,21871.0,180119.0,317885.4,82828564.32,59030.0,,170213.0,301199.6,78530866.62,,56004.0,276824.06,9488984.58,N,N,N,N
National,,National,Azor,Amlodipine Bes/Olmesartan Med,1334.0,6701.0,12249.7,4352589.49,1256.0,,6431.0,11745.4,4170610.95,,1199.0,11329.62,427621.96,N,N,N,N
National,,National,Azstarys,Serdexmethylphen/Dexmethylphen,7.0,12.0,12.0,4249.19,,*,,,,*,,4.0,305.13,N,N,N,N
National,,National,Aztreonam,Aztreonam,1399.0,4538.0,4555.3,3150846.09,1577.0,,3145.0,3149.9,2038895.35,,1160.0,5047.44,281045.43,N,N,Y,N
National,,National,Azulfidine,Sulfasalazine,744.0,1982.0,2947.9,579870.87,735.0,,1678.0,2562.9,509753.53,,613.0,2561.36,97138.97,N,N,N,N
National,,National,Azurette,Desog-E.Estradiol/E.Estradiol,160.0,646.0,1028.1,29157.44,147.0,,38.0,54.3,1192.38,*,,874.81,1956.91,N,N,N,N
National,,National,B-D Single Use Alcohol Swab,Alcohol Antiseptic Pads,396.0,1699.0,2135.0,6386.46,550.0,,1406.0,1781.0,5177.28,,455.0,1112.5,310.14,N,N,N,N
National,,National,Bacitracin,Bacitracin,15271.0,39230.0,40186.1,3796951.83,29161.0,,34690.0,35533.1,3339132.84,,26125.0,24149.29,756091.39,N,N,N,N
National,,National,Bacitracin-Polymyxin,Bacitracin/Polymyxin B Sulfate,13922.0,36518.0,37196.9,566167.53,26281.0,,31743.0,32362.2,489694.56,,23199.0,13371.82,189527.41,N,N,N,N
National,,National,Baclofen,Baclofen,278372.0,4828742.0,6437130.6,140424050.4,1235935.0,,2852528.0,3845674.4,71681539.64,,842469.0,2753473.42,19399466.04,N,N,N,N
National,,National,Bactrim,Sulfamethoxazole/Trimethoprim,8.0,17.0,42.0,1861.27,,#,,,,*,,29.84,484.39,N,N,Y,N
National,,National,Bactrim Ds,Sulfamethoxazole/Trimethoprim,137.0,208.0,293.5,19870.05,139.0,,157.0,227.7,15738.97,,112.0,94.46,3671.39,N,N,Y,N
National,,National,Bafiertam,Monomethyl Fumarate,35.0,112.0,131.7,767710.26,39.0,,24.0,28.2,166857.68,*,,118.8,19055.81,N,N,N,N
National,,National,Balcoltra,Levonorgest/Eth.Estradiol/Iron,42.0,108.0,137.2,32971.18,40.0,,0.0,0.0,0.0,,0.0,372.4,302.22,N,N,N,N
National,,National,Balsalazide Disodium,Balsalazide Disodium,16418.0,119126.0,213918.7,25725928.07,26441.0,,108179.0,197285.1,23654131.15,,24193.0,60126.15,5858679.08,N,N,N,N
National,,National,Balversa,Erdafitinib,270.0,800.0,809.5,14992684.51,245.0,,738.0,744.9,13932568.37,,227.0,953.89,525942.14,N,N,N,N
National,,National,Balziva,Norethindrone-Ethin. Estradiol,365.0,1472.0,2533.2,68717.56,317.0,,34.0,65.6,1561.82,*,,1547.91,3329.57,N,N,N,N
National,,National,Band-Aid Gauze Pads,Gauze Bandage,261.0,534.0,557.9,2609.64,421.0,,438.0,448.4,1887.71,,352.0,134.03,148.13,N,N,N,N
National,,National,Banzel,Rufinamide,2075.0,20366.0,21694.8,79802168.9,2450.0,,1312.0,1369.4,4404226.91,,160.0,15118.67,102121.32,N,N,N,N
National,,National,Baqsimi,Glucagon,7737.0,27990.0,30315.2,14334350.63,20491.0,,17573.0,19195.9,8835610.09,,14010.0,44864.71,871794.42,N,N,N,N
National,,National,Baraclude,Entecavir,322.0,1922.0,2641.6,3454379.63,293.0,,1638.0,2278.3,3022946.02,,238.0,5529.6,112935.84,N,N,N,N
