OBJECTID,ID305B,CYCLE,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPTION,DRINKING_WATER_SUPPLY,IMPAIRED,Shape__Length
277,CT5206-00_03,2012,Harbor Brook (Meriden)-03,"From culvert entrance (just US of Fire Station, and US of Mill Street crossing), US to Baldwins Pond outlet dam (just US of Westfield Road crossing), Meriden.",1.48,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7811.33543362716
278,CT5207-00_01,2012,Wharton Brook-01,"From mouth at confluence with Quinnipiac River (DS of Route 5 and RailRoad crossing), Wallingford/North Haven town borders, US to Simpson Pond outlet dam (US of Center Street (Route 150) crossing), Wallingford.",3.97,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,20982.8447928067
279,CT5207-00_02,2012,Wharton Brook-02,"From inlet to Simpson Pond, US to North Farms Reservoir outlet dam (just US of Church Street (Route 68) crossing), Wallingford.",2.94,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,15549.1182281019
280,CT5207-02_01,2012,Allen Brook-01,"From mouth at confluence with Wharton Brook (east of Route 5, south of exit 13 on/off ramp, I91), US to Allen Brook Pond outlet dam, Wallingford.",0.05,1100004,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,270.351109415891
281,CT5207-02_02,2012,Allen Brook-02,"From inlet to Allen Brook Pond (south of exit 13 on/off ramp, I91), Wallingford/North Haven town borders, US to headwaters (under I91, and then parallel along east side, stays to west side of RailRoad track), Wallingford.",1.8,1100004,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,9509.95449617195
283,CT7300-00_02,2012,Norwalk River-02,"From confluence with Bryant Brook (DS of Wolfpit Road crossing), US to Old Mill Road crossing (between Danbury Road (Route 7) and RialRoad tracks southeast of Georgetown), Wilton.",5.61,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,29634.4094569155
285,CT5112-00_01,2012,Farm River (East Haven)-01,"From saltwater limit at marsh (just DS of MAin Street Anx. crossing, southwest of Lake Saltonstall outflow), East Haven, US (parallel to lake, around west side) to confluence with Burrs Brook (DS of Route 80 crossing), North Branford.",6.14,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,32430.9806664071
286,CT5112-00_02,2012,Farm River (East Haven)-02,"From confluence with Burrs Brook (DS of Route 80 crossing), US to Pages Mill Pond outlet dam, US side of Mill Road crossing, North Branford.",1.24,1100004,Not Supporting,Not Supporting,Fully Supporting,Not Supporting,Yes,6558.49233803379
288,CT5112-10_01,2012,Burrs Brook-01,"From mouth at confluence with Farm River (just DS of Totoket Road crossing), US to Vic's Pond (on Tomasso property) outlet (part of hyro missing from NHD). Brook contributes to drinking water supply, Lake Saltonstall.",1.35,1100004,Not Supporting,Not Assessed,Fully Supporting,Not Assessed,Yes,7130.11852266963
289,CT5200-00_01,2012,Quinnipiac River-01,"From Sackett Point Road crossing (west of I91, and east of Route 15), North Haven, US to Toelles Road crossing (head of tide), Wallingford/North Haven town border.",5.05,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,26663.6804276581
290,CT5200-00_02,2012,Quinnipiac River-02,"From Toelles Road crossing (head of tide, just east of Route 15), Wallingford/North Haven town border, US to Hanover Pond outlet dam, Meriden. (Segment includes Community Lake portion)",8.5,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,44896.8199436712
291,CT5200-00_03,2012,Quinnipiac River-03,"From Hanover Pond inlet (at Oregon Road crossing, DS enr of Quinnipiac Gorge), Meriden, US (through Gorge) to Waterworks (breached dam), just DS of Cheshire/Meriden town border (parallel to River Road (Route 70)).",1.29,1100004,Not Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,Yes,6829.24606619251
292,CT5200-00_04,2012,Quinnipiac River-04,"From Waterworks (breached dam), just DS of Cheshire/Meriden town border (parallel to River Road (Route 70)), US to confluence with Tenmile River (US of Route 322 crossing, and US of Southington WPCF).",4.78,1100004,Not Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,Yes,25224.0194443353
293,CT5200-00_05,2012,Quinnipiac River-05,"From confluence with Tenmile River (US of Route 322 crossing, and US of Southington WPCF), US to Queen Street (Route 10) crossing (US of RailRoad crossing, North of I-84 crossing), Southington.",8.32,1100004,Not Supporting,Not Assessed,Not Supporting,Water Not Classified For Drinking Supply,Yes,43945.1178107306
294,CT5200-00_06,2012,Quinnipiac River-06,"From Queen Street (Route 10) crossing (US of RailRoad crossing, North of I-84 crossing), Southington, US to Hamlin Pond outlet dam (US of Pine Street crossing), Plainville.",3.0,1100004,Not Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,Yes,15816.1134258624
295,CT5200-00_07,2012,Quinnipiac River-07,"From Hamlin Pond inlet (northeast corner, just south of Route 72 and I84 connection and RailRoad), Plainville, US to headwaters at Dead Wood Swamp (west side of I84, near exit 37, just south of Route 6), Farmington.",3.5,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,18471.8322641387
296,CT5200-02_01,2012,Patton Brook-01,"From mouth at confluence with Quinnipiac River (just DS of River Road crossing), US to headwaters at unnamed pond (US of confluence with Mill Pond tributary, just US of Malcein Drive crossing), Southington.",2.84,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,14984.1791723086
298,CT5200-23_01,2012,Hemingway Creek-01,"From saltwater limit (200m DS of Quinipiac Avenue crossing, just DS of RailRoad crossing), New Haven, US to Golf Pond outlet dam, East Haven.",0.74,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3890.7893099416
299,CT5201-00_01,2012,Eightmile River (Southington)-01,"From mouth at confluence with Quinnipiac River (DS of West Main Street crossing and just DS of RailRoad crossing), US to Grannis Pond outlet dam (just US of Churchhill Street crossing), Southington.",3.39,1100004,Fully Supporting,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,Yes,17899.9726728238
300,CT6904-00_01,2012,West Branch Naugatuck River-01,"From mouth at confluence with East Branch Naugatuck River, above Naugatuck River (US of East Albert Street crossing), US to Old Brass Mill Pond outlet dam (1st impoundment on river), just US of Church Street crossing, Torrington.",0.97,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5114.84159193104
302,CT4100-00_03,2012,Stony Brook (Suffield)-03,"From confluence with DeGrayes Brook (just northwest of airport), US to headwaters (the confluence of Rocky Gutter Brook and Rattlesnake Brook), Suffield.",4.27,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,22523.7559055678
304,CT4319-00_01b,2012,"Salmon Brook, West Branch (Granby)-01b","From confluence with Bissell Brook (US of Route 10/202 crossing), US to headwaters (just US of Route 179 (South Road) crossing), Hartland.",11.29,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,59607.8825605898
305,CT6902-00_01,2012,Hart Brook-01,"From mouth at confluence with Hall Meadow Brook, above West Branch Naugatuck River (just US of Norfolk Road (Route 272) crossing), US to Reuben Hart Reservoir outlet dam, Torrington.",0.64,1100005,Not Supporting,Not Assessed,Fully Supporting,Not Assessed,Yes,3397.75627760957
307,CT4602-00_01,2012,Willow Brook (New Britain)-01,"From mouth at Mattabasset River, US to outlet of conduit under Buell Street, near intersection with Route 71A (Kensington Ave, east of Hart Park), New Britain.",3.43,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,18125.5332190188
309,CT5203-00_01,2012,Misery Brook-01,"From mouth at Quinnipiac River (just DS of Meriden Waterbury Turnpike (Route 322) crossing), Cheshire/Southington border, US to Slopers Pond outlet dam( just US of East Street crossing), Southington.",4.23,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,22326.8934683984
311,CT5205-00_01,2012,Sodom Brook-01,"From mouth at confluence with Quinnipiac River (flows into north side of Hanover Pond portion of river), US to headwaters (just US of second Hicks Avenue crossing, due to river changing direction), Meriden.",4.16,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,21970.0195778246
312,CT5206-00_01,2012,Harbor Brook (Meriden)-01,"From mouth at confluence with Quinnipiac River (flows into north side of Hanover Pond portion of river, DS of Bradley Avenue crossing), US to exit of box culvert (just DS of RailRoad and Main Street (Route 71) crossings), Meriden.",2.02,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,10666.674496163
313,CT5206-00_02,2012,Harbor Brook (Meriden)-02,"From exit of box culvert (just DS of RailRoad and Main Street (Route 71) crossings), US to culvert entrance (just US of Fire Station, and US of Mill Street crossing), Meriden.",0.4,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,2125.94851641219
315,CT5208-00_02a,2012,Muddy River (North Haven)-02a,"From Muddy River Pond inlet (east side of I91), North Haven, US to confluence with unnnamed tributary (outlet for Tamarac Swamp),  just DS of Tyler Mill Road crossing, Wallingford.",8.1,1100004,Insufficient Information,Not Supporting,Fully Supporting,Not Assessed,Yes,42749.9873036236
316,CT5208-00_02b,2012,Muddy River (Wallingford)-02b,"From confluence with unnnamed tributary (outlet for Tamarac Swamp), just DS of Tyler Mill Road crossing, Wallingford, US to  MacKenzie Reservoir outlet dam (US of Northford Road crossing), Wallingford.",1.81,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,9558.20237312485
321,CT4309-00_01,2012,Cherry Brook (Canton)-01,"From mouth at confluence with Farmington River (just DS of Albany Turnpike (Route 44) crossing), US to Barbourtown Road crossing, Canton.",2.05,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,10833.4701437449
322,CT4312-00_01,2012,Roaring Brook (Farmington)-01,"From mouth at confluence with Farmington River (just DS of Farmington Avenue (Route 4) crossing), Farmington, US to Paparrazzo Dam outlet (just US of Mallard Drive crossing), Avon.",1.17,1080207,Not Supporting,Fully Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,6192.95858839624
325,CT4316-00_01,2012,Thompson Brook (Avon)-01,"From mouth at confluence with Farmington River (DS of Old Farms Road crossing), US to INLET of Beaverdam Pond (DS of old RailRoad crossing which is now a bike path), Avon.",1.91,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,10085.9464905085
328,CT5305-00_01,2012,West River (New Haven/Woodbridge)-01,"From head of tide (tide gates) at Chapel Street crossing (just DS of Edgewood Park Pond), New Haven, US to Konolds Pond outlet dam (just US of Bradley Road crossing), Woodbridge.",3.23,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,17071.9062380282
330,CT5307-00_01,2012,Wepawaug River-01,"From wepawaug Pond outlet dam (head of tide) at New Haven Avenue (Route 162) crossing, US to Route 1 crossing, Milford.  Segment includes Wepawaug Pond and City Pond portions on river.",0.77,1100004,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,4078.84310069747
331,CT5307-00_02,2012,Wepawaug River-02,"From Route 1 crossing, Milford, US to Lake Wepawaug inlet, Orange.  Segment includes Lake Wepawaug portion on river.",4.2,1100004,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,22151.2843337215
332,CT5307-00_03,2012,Wepawaug River-03,"From inlet to Lake Wepawaug, US to inlet to Wepawaug Reservoir (US of Route 34 crossing), Orange.  Segment includes Wepawaug Reservoir portion of river.",2.33,1100004,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,12298.0919502638
333,CT6000-00_06,2012,Housatonic River-06,"From confluence with Mauwee Brook (between River Road on west side, and RailRoad tracks on east), Kent, US to Great Falls outlet dam, Salisbury/Canaan (Amesville) town border. (Segment follows river channel, not concrete passage from dam).",18.23,1100005,Fully Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,Yes,96232.9000724076
334,CT6000-00_07,2012,Housatonic River-07,"From Great Falls outlet dam, Salisbury/Canaan (Amesville) town border (river channel, not concrete passage from dam), US alon Salisbury/North Canaan town border to Massachusetts border.",7.34,1100005,Not Assessed,Not Assessed,Not Supporting,Water Not Classified For Drinking Supply,Yes,38767.3899843171
341,CT1004-00_01,2012,Shunock River-01,"From mouth at Pawcatuck River, US to Side Pond dam at outlet of Ripley Parks Pond (just south of Babcock Road), North Stonington Center.",4.37,1090005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,23054.4017590016
344,CT3200-00_01,2012,Natchaug River-01,"From mouth at confluence with Willimantic River, above Shetucket River (DS of Brick Top Road (Route 14) crossing), Windham, US to Willimantic Reservoir outlet dam (Natchaug River Dam), southwest of Windam Airport, Windham/Mansfield town border.",3.38,1100002,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,17832.04811162
350,CT4709-04_02,2012,Pocotopaug Creek-02,"From Old Chestnut Hill Road crossing, East Hamption, US to Pocotopaug Lake outlet dam (just US of Route 66 crossing).",2.66,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,14047.1355078686
351,CT4800-00_01,2012,Eightmile River (Lyme)-01,"From mouth at Connecticut River, Hamburg Cove (part of Connecticut River tidal area), US to headwaters at Peck Meadow Pond outlet dam.",12.22,1080205,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,64534.7030216016
356,CT5307-00_04,2012,Wepawaug River-04,"From inlet to Wepawaug Reservoir, Orange, US to area east of Racebrook Road (Route 114), perpendicular to Milan Road, Woodbridge.",3.05,1100004,Insufficient Information,Not Supporting,Fully Supporting,Not Assessed,Yes,16127.7764347531
357,CT5307-00_05,2012,Wepawaug River-05,"From area east of Racebrook Road (Route 114), perpendicular to Milan Road, US to headwaters at Center Street Pond outlet dam (on Keenes Ice Pond), just US of Center Road (Route 14) crossing, Woodbridge,",0.99,1100004,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,Yes,5251.15237910252
358,CT6000-00_01,2012,Housatonic River-01,"From end of saltwater influence, at southern most portion of Wooster Island, Orange, US to confluence with Naugatuck River, Shelton/Derby town border.",3.17,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,16735.8121166938
359,CT6000-00_02,2012,Housatonic River-02,"From confluence with Naugatuck River, US to Lake Housatonic outlet dam (Derby Dam), Shelton/Derby town border. (Between segment 02 and 03, are Lake Housatonic, Lake Zoar, and Lake Lillinonah, all independent waterbodies).",1.5,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7921.16394670912
364,CT6019-00_01,2012,Deep Brook-01,"From mouth at confluence with Pootatuck River (south side of I84, near exit 10), US to headwaters at Deep Brook Pond outlet dam, parallel to Head of Meadow Road), Newtown.",5.25,1100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,27729.5039253149
367,CT6025-00_02,2012,Farmill River-02,"From River Road (Route 110) crossing (Wilson Gardens Dog Pond outlet dam), Shelton/Stratford town border, US to confluence with Means Brook (US of Sycamore Drive crossing), Shelton.",3.99,1100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,21076.8668882884
368,CT6914-00_01,2012,Mad River (Waterbury)-01,"From mouth at confluence with Naugatuck River (behind Roller Magic, off of Harvester Road), US to Route 69 crossing (US of I84 crossing, exit 22 area, and just US of Brass City Mall), Waterbury.",1.77,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,9371.2379572125
369,CT6914-00_02,2012,Mad River (Waterbury)-02,"From Route 69 crossing (US of I84 crossing, exit 22 area, and just US of Brass City Mall), US to confluence with Beaver Pond Brook, just US of I84 crossing (Scovill Pond no longer exists), Waterbury.",1.01,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5327.69037841468
372,CT6900-22_01,2012,Great Brook (Waterbury)-01,"From mouth at confluence with Naugatuck River (east bank, DS of West Liberty Street crossing), US to Great Brook Reservoir at Belleview Lake outlet dam (Reservoir in 2 sections, split bt Lakewood Drive), Waterbury. Most of segment in culvert under city.",1.98,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,10475.0848469139
374,CT6900-28_01,2012,Hockanum Brook (Beacon Falls)-01,"From mouth at confluence with Naugatuck River (just DS of Main Street (Route 42) crossing), Beacon Falls, US to headwaters at Simpson Lake outlet dam (parallel to Beacon Road (Route 42)), Bethany.",3.17,1100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,16713.2042865267
375,CT7401-00_03,2012,Fivemile River (New Canaan)-03,"From confluence with New Canaan POTW outfall, US to confluence with unnamed tributary (US of New Norwalk Road (Route 123) crossing, on northeastern side of Parade Hill Road, near Cemetary), New Canaan.",1.82,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,9602.98082352152
377,CT7403-00_01,2012,Noroton River-01,"From Post Road (Route 1) crossing (saltwater limit at head of Holly Pond), US to southwestern corner of St. John's Cemetary (river bend to west), Stamford/Darien town border.",2.3,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,12119.474888656
378,CT7403-00_02,2012,Noroton River-02,"From southwestern corner of St. John's Cemetary (river bend to west), Stamford/Darien town border, US to Merritt Parkway (Route 15) crossing (US of Raymonds Pond), New Canaan.",2.61,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,13759.6110144372
381,CT4603-00_01,2012,Webster Brook-01,"From mouth at Mattabasset River, US to headwaters between Railroad track and Stamm Road, just US of Route 174 crossing, Newington.",3.42,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,18061.2401298027
382,CT4604-00_01,2012,Sawmill Brook (Middletown)-01,"From mouth at Mattabasset River, US to headwater above Atkin Street Pond (Highland Pond) Middletown.",4.18,1080205,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,22064.6407252519
384,CT4607-00_02,2012,Coginchaug River-02,"From downstream side of Route 3 crossing, US to downstream side of Route 66 crossing (just US of Veterans Memorial Park), Middletown.",0.75,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3936.45517483884
385,CT4607-00_03,2012,Coginchaug River-03,"From downstream side of Route 66 crossing (just US of Veterans Memorial Park), US to Starr Mill Pond dam, Middletown.",0.6,1080205,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3183.58220704186
386,CT4205-00_01,2012,Buckhorn Brook (Enfield)-01,"From mouth at confluence with Scantic River, US to marsh (US of Town Farm Road crossing) near inlet from Tobacco Pond No 2, Enfield.",2.02,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,10680.3845369063
387,CT4300-44_01,2012,Munnisunk Brook (Simsbury)-01,"From mouth at confluence with Farmington River, US to Lake Basile outlet dam (US of Wolcott Road and RailRoad crossings), Simsbury.",0.89,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,4680.17839832846
388,CT4309-00_02,2012,Cherry Brook (Canton)-02,"From Barbourtown road crossing (segment-01), US to confluence with unnamed tributary (outlet stream for Linsey Pond), just US of Meadow Road crossing, Canton.",0.66,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3501.08132434867
389,CT4319-00_01a,2012,"Salmon Brook, West Branch (Granby)-01a","From mouth at confluence with East Branch Salmon Brook (part of Salmon Brook mainstem), DS of Route 10/202 crossing, just to West of Route 189, Granby, US to Bissell Brook (just US of Route 10/202 crossing), Granby.",1.4,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7404.3610447004
390,CT6601-00_01,2012,Miry Brook (Danbury)-01,"From mouth at confluence with Still River (just DS of Backus Avenue crossing), Danbury, US to HW at North Ridgebury Pond outlet dam (just US of Aarons Court crossing), Ridgefield.",3.42,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,18049.6346059446
394,CT5304-00_01,2012,Wintergreen Brook (New Haven)-01,"Mouth on West River, DS of Blake Street crossing, US to confluence with Wilmot Brook, US of Wilmot Road crossing, New Haven.",1.42,1100004,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7514.64210315762
398,CT4703-01_01a,2012,Cabin Brook (Colchester)-01,"Mouth at confluence with Nelkin Brook above Meadow Brook (in marsh DS of Cabin Road crossing), US to just above storm water discharge form subdivision, near Lynn Lane and Kennedy Drive, Colchester.",0.6,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3148.28678780456
403,CT3710-11_01,2012,Abington Brook (Pomfret)-01,"Mouth at confluence with Mashamoquet Brook, between Route 97 and Mashamoquet Brook crossing of Covell Road, US to confluence with unnamed tributary, just US of 2nd Route 44 crossing (DS of Abington Pond), Pomfret.",1.75,1100001,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,9231.22683559845
405,CT6914-00_03a,2012,Mad River (Waterbury)-03a,"From confluence with Beaver Pond Brook, (just US of I84 crossing and DS of Plank Road crossing, in former Scovill Ponds section), Waterbury, US to confluence with Lily Brook (CT6914-06 Gazetteer, and called Finch Brook in NHD), Wolcott.",3.46,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,18252.8358092161
408,CT7300-02_01,2012,Ridgefield Brook-01,"From confluence with Norwalk River (DS of headwaters at Little Pond outlet dam, west side of Route 7), US to Taylors Pond outlet dam (US of Limestone Road crossing), Ridgefield.",1.05,1100006,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5544.92030044489
409,CT7300-02_02,2012,Ridgefield Brook-02,"From INLET to Taylor Pond (on southwest portion of pond, east of Barrow Mountain), US (south) to headwaters at outlet of Lounsebury Pond in southwest portion of Great Swamp, Ridgefield. (Segment includes outfall of Ridgefield POTW, upper Great Swamp area)",3.22,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,16999.0605475809
412,CT7302-00_01,2012,Silvermine River-01,"From Mouth at confluence with Norwalk River (northwest INLET to Deering Pond portion of river), US to Merritt Parkway (Route 15) crossing), Norwalk. (Segment includes Davis Pond)",0.98,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5173.68983421977
413,CT4305-00_02,2012,Morgan Brook-02,"From confluence with tributary 4305-04 (end of seg-01) east side of Route 44, US to East West Hill Road crossing area (50 meters US of East West Hill Road crossing, entrance of 9/12/05 home heating fuel spill), Barkhamsted.",1.41,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7455.16784094598
415,CT4305-00_04,2012,Morgan Brook-04,"From confluence with Mallory Brook, US to West Hill Pond outlet dam, Barkhamsted.",1.52,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,8045.67626276461
418,CT7411-00_01,2012,Byram River-01,"From head of tide (US of Route 1 crossing, at INLET to ponded portion of river, just DS of Upland Street East area), US to Pemberwick outlet dam (US of Comly Avenue crossing, and US of confluence with Pemberwick Brook, Greenwich.",0.49,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,2604.5696551716
421,CT8104-00_01,2012,Titicus River-01,"From New York state border (in large marsh along north side of North Salem Road (Route 116)), US to headwaters (at unnamed marsh, US of Old West Mountain Road crossing), Ridgefield. (Segment includes several ponds and marshes) ",6.34,2030101,Fully Supporting,Not Supporting,Fully Supporting,Not Assessed,Yes,33474.3824546986
422,CT7000-22_01,2012,Indian River (Westport)-01,"From mouth at Saugatuck River (head of Burritt Cove, Saugatuck River Estuary, just DS of Saugatuck Avenue (Route 136) crossing), US to I95 crossing, Westport.",0.53,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,2788.78073226702
423,CT4403-00_02,2012,Trout Brook-02,"From US side of Route 84 Exit 42 (Trout Brook) ramp, West Hartford, US to Park Road crossing (Entire segment flows through concrete channel).",0.88,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,4667.95300028606
424,CT4403-00_03,2012,Trout Brook-03,"From Park Road crossing (just DS of Boulevard road crossing), US to Woodbridge Lake outlet dam, West Hartford.",5.95,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,31422.9723160442
425,CT4404-00_01,2012,North Branch Park River-01,"From mouth at confluence with Park River just DS of I84 crossing, US to entrance of conduit (entire segment in pipe) near Farmingotn Avenue, Hartford.",0.51,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,2684.19087338557
426,CT4404-00_02,2012,North Branch Park River-02,"From DS side of Farmington Avenue (at entrance of conduit), US to confluence with Wash Brook (just DS of confluence of Wash Brook and Beamans Brook), Bloomfield.",5.39,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,28465.6401229213
427,CT4500-00_01,2012,Hockanum River-01,"From mouth at Connecticut River, East Hartford, US to Cellu Company Dam, the first dam at Scotland Impoundment (two dams just DS of this dam), includes impounded water behind East Hartford town hall.",4.26,1080205,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,Yes,22496.9061096226
428,CT4500-00_02,2012,Hockanum River-02,"From Cellu Company dam (first dam at Scotland Impoundment), US to confluence with South Fork Hockanum (AKA Hop) River, just US of ""Laurel Lake"", Manchester.",3.6,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,18983.848544441
429,CT4500-00_03,2012,Hockanum River-03,"From confluence with South Fork Hockanum (AKA Hop) River (just US of ""Laurel Lake""), US to Union Pond outlet dam, Manchester.",3.42,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,18069.8416329138
430,CT4500-00_04a,2012,Hockanum River-04a,"From inlet to Union Pond, Manchester, US to confluence with Tankerhoosen River, Vernon.",1.44,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7606.50305344037
431,CT4500-00_04b,2012,Hockanum river-04b,"From confluence with Tankerhoosen River, Vernon, US to marsh (approximatly one mile DS of Dart Hill Road crossing, parallel to Route 83, near Neak Road), Vernon.",1.67,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,8802.05322977154
432,CT7200-22_01,2012,Beaver Brook (Weston)-01,"From mouth at confluence with Saugatuck River (DS Slumber Lane crossing), US to confluence with Davidge Brook (adjacent to Glenwood Road), Weston.",1.02,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5381.07642441239
433,CT7200-24_01,2012,Kettle Creek (Weston)-01,"From mouth at confluence with Saugatuck River (DS of Good Hill Road crossing), US to confluence with unnamed tributary (DS of Kettle Creek Road crossing), Weston.",0.62,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3283.42134613632
