date,failure,Smart 194: Temperature_Celsius (Raw Value),Smart 1: Raw_Read_Error_Rate (Raw Value),Smart 12: Power_Cycle_Count (Raw Value),Smart 4: Start_Stop_Count (Raw Value),Smart 10: Spin_Retry_Count (Raw Value),Smart 192: Power-Off_Retract_Count (Raw Value),Smart 9: Power_On_Hours (Raw Value),Smart 7: Seek_Error_Rate (Raw Value),Smart 193: Load_Cycle_Count (Raw Value),Smart 3: Spin_Up_Time (Raw Value),Smart 11: Calibration_Retry_Count (Raw Value),Smart 200: Multi_Zone_Error_Rate (Raw Value),Smart 5: Reallocated_Sector_Ct (Raw Value),Smart 197: Current_Pending_Sector (Raw Value),Smart 198: Offline_Uncorrectable (Raw Value),Smart 199: UDMA_CRC_Error_Count (Raw Value),Smart 196: Reallocated_Event_Count (Raw Value)
2014-04-28,0,29,5,32.0,34.0,0.0,13.0,39584,0.0,34.0,6858.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-04-29,0,28,5,32.0,34.0,0.0,13.0,39608,0.0,34.0,6858.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-04-30,0,28,5,32.0,34.0,0.0,13.0,39632,0.0,34.0,6858.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-11-24,0,34,5,49.0,51.0,0.0,21.0,40122,0.0,51.0,4950.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-11-25,0,34,5,49.0,51.0,0.0,21.0,40146,0.0,51.0,4950.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-11-26,0,32,5,49.0,51.0,0.0,21.0,40169,0.0,51.0,4950.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-11-27,0,32,5,49.0,51.0,0.0,21.0,40193,0.0,51.0,4950.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-11-28,0,32,5,49.0,51.0,0.0,21.0,40218,0.0,51.0,4950.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-11-29,0,31,5,49.0,51.0,0.0,21.0,40241,0.0,51.0,4950.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-11-30,0,32,5,49.0,51.0,0.0,21.0,40265,0.0,51.0,4950.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-01,0,32,5,49.0,51.0,0.0,21.0,40290,0.0,51.0,4950.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-02,0,32,5,50.0,52.0,0.0,21.0,40313,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-03,0,34,5,50.0,52.0,0.0,21.0,40337,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-04,0,34,5,50.0,52.0,0.0,21.0,40360,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-05,0,34,5,50.0,52.0,0.0,21.0,40384,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-06,0,32,5,50.0,52.0,0.0,21.0,40408,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-07,0,32,5,50.0,52.0,0.0,21.0,40432,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-08,0,32,5,50.0,52.0,0.0,21.0,40455,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-09,0,31,5,50.0,52.0,0.0,21.0,40479,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-10,0,32,5,50.0,52.0,0.0,21.0,40504,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-11,0,32,5,50.0,52.0,0.0,21.0,40527,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-12,0,32,5,50.0,52.0,0.0,21.0,40551,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-13,0,32,5,50.0,52.0,0.0,21.0,40576,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-14,0,32,5,50.0,52.0,0.0,21.0,40599,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-15,0,32,5,50.0,52.0,0.0,21.0,40623,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-16,0,32,5,50.0,52.0,0.0,21.0,40648,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-17,0,32,5,50.0,52.0,0.0,21.0,40671,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-18,0,32,5,50.0,52.0,0.0,21.0,40695,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-19,0,32,5,50.0,52.0,0.0,21.0,40719,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-20,0,32,5,50.0,52.0,0.0,21.0,40743,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-21,0,30,5,50.0,52.0,0.0,21.0,40767,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2014-12-22,0,32,5,50.0,52.0,0.0,21.0,40790,0.0,52.0,4933.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-01-24,0,25,5,61.0,63.0,0.0,28.0,40810,0.0,63.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-05,0,26,5,65.0,67.0,0.0,28.0,41008,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-06,0,26,5,65.0,67.0,0.0,28.0,41032,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-07,0,26,5,65.0,67.0,0.0,28.0,41055,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-08,0,27,5,65.0,67.0,0.0,28.0,41080,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-09,0,27,5,65.0,67.0,0.0,28.0,41103,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-10,0,26,5,65.0,67.0,0.0,28.0,41127,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-11,0,26,5,65.0,67.0,0.0,28.0,41152,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-12,0,26,5,65.0,67.0,0.0,28.0,41175,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-13,0,26,5,65.0,67.0,0.0,28.0,41199,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-14,0,26,5,65.0,67.0,0.0,28.0,41223,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-15,0,26,5,65.0,67.0,0.0,28.0,41247,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-16,0,26,5,65.0,67.0,0.0,28.0,41271,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-17,0,26,5,65.0,67.0,0.0,28.0,41294,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-18,0,26,5,65.0,67.0,0.0,28.0,41319,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-19,0,26,5,65.0,67.0,0.0,28.0,41343,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-20,0,26,5,65.0,67.0,0.0,28.0,41366,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-21,0,26,5,65.0,67.0,0.0,28.0,41391,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-22,0,26,5,65.0,67.0,0.0,28.0,41414,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-23,0,26,5,65.0,67.0,0.0,28.0,41438,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-24,0,25,5,65.0,67.0,0.0,28.0,41462,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-25,0,26,5,65.0,67.0,0.0,28.0,41486,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-26,0,25,5,65.0,67.0,0.0,28.0,41510,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-27,0,26,5,65.0,67.0,0.0,28.0,41534,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-02-28,0,27,5,65.0,67.0,0.0,28.0,41558,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-01,0,26,5,65.0,67.0,0.0,28.0,41582,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-02,0,25,5,65.0,67.0,0.0,28.0,41606,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-03,0,26,5,65.0,67.0,0.0,28.0,41630,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-04,0,26,5,65.0,67.0,0.0,28.0,41654,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-05,0,26,5,65.0,67.0,0.0,28.0,41677,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-06,0,26,5,65.0,67.0,0.0,28.0,41702,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-07,0,26,5,65.0,67.0,0.0,28.0,41726,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-08,0,26,5,65.0,67.0,0.0,28.0,41749,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-09,0,26,5,65.0,67.0,0.0,28.0,41774,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-10,0,26,5,65.0,67.0,0.0,28.0,41797,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-11,0,25,5,65.0,67.0,0.0,28.0,41821,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-12,0,26,5,65.0,67.0,0.0,28.0,41844,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-13,0,26,5,65.0,67.0,0.0,28.0,41868,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-21,0,26,5,65.0,67.0,0.0,28.0,42059,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-22,0,26,5,65.0,67.0,0.0,28.0,42083,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-23,0,28,5,65.0,67.0,0.0,28.0,42107,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-24,0,26,5,65.0,67.0,0.0,28.0,42130,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-25,0,26,5,65.0,67.0,0.0,28.0,42154,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-26,0,27,5,65.0,67.0,0.0,28.0,42178,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-27,0,27,5,65.0,67.0,0.0,28.0,42202,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-28,0,27,5,65.0,67.0,0.0,28.0,42226,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-29,0,26,5,65.0,67.0,0.0,28.0,42250,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-30,0,26,5,65.0,67.0,0.0,28.0,42273,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-03-31,0,27,5,65.0,67.0,0.0,28.0,42297,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-01,0,27,5,65.0,67.0,0.0,28.0,42321,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-02,0,27,5,65.0,67.0,0.0,28.0,42344,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-03,0,27,5,65.0,67.0,0.0,28.0,42368,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-04,0,27,5,65.0,67.0,0.0,28.0,42392,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-05,0,27,5,65.0,67.0,0.0,28.0,42415,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-06,0,27,5,65.0,67.0,0.0,28.0,42439,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-07,0,27,5,65.0,67.0,0.0,28.0,42463,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-08,0,27,5,65.0,67.0,0.0,28.0,42487,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-09,0,29,5,65.0,67.0,0.0,28.0,42510,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-10,0,28,5,65.0,67.0,0.0,28.0,42534,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-11,0,27,5,65.0,67.0,0.0,28.0,42558,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-12,0,27,5,65.0,67.0,0.0,28.0,42582,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-13,0,27,5,65.0,67.0,0.0,28.0,42605,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-14,0,28,5,65.0,67.0,0.0,28.0,42629,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-15,0,27,5,65.0,67.0,0.0,28.0,42653,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-16,0,27,5,65.0,67.0,0.0,28.0,42676,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-17,0,29,5,65.0,67.0,0.0,28.0,42700,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-18,0,26,5,65.0,67.0,0.0,28.0,42724,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-19,0,30,5,65.0,67.0,0.0,28.0,42748,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-20,0,30,5,65.0,67.0,0.0,28.0,42771,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-21,0,29,5,65.0,67.0,0.0,28.0,42795,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-22,0,30,5,65.0,67.0,0.0,28.0,42819,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-23,0,30,5,65.0,67.0,0.0,28.0,42842,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-24,0,30,5,65.0,67.0,0.0,28.0,42866,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-25,0,29,5,65.0,67.0,0.0,28.0,42890,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-26,0,30,5,65.0,67.0,0.0,28.0,42914,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-27,0,30,5,65.0,67.0,0.0,28.0,42937,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-28,0,30,5,65.0,67.0,0.0,28.0,42961,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-29,0,31,5,65.0,67.0,0.0,28.0,42985,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-04-30,0,30,5,65.0,67.0,0.0,28.0,43009,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-01,0,29,5,65.0,67.0,0.0,28.0,43032,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-02,0,26,5,65.0,67.0,0.0,28.0,43056,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-03,0,27,5,65.0,67.0,0.0,28.0,43080,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-04,0,27,5,65.0,67.0,0.0,28.0,43104,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-05,0,26,5,65.0,67.0,0.0,28.0,43127,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-06,0,26,5,65.0,67.0,0.0,28.0,43151,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-07,0,27,5,65.0,67.0,0.0,28.0,43175,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-08,0,30,5,65.0,67.0,0.0,28.0,43198,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-09,0,30,5,65.0,67.0,0.0,28.0,43223,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-10,0,30,5,65.0,67.0,0.0,28.0,43246,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-11,0,30,5,65.0,67.0,0.0,28.0,43270,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-12,0,30,5,65.0,67.0,0.0,28.0,43294,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-13,0,30,5,65.0,67.0,0.0,28.0,43317,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-14,0,29,5,65.0,67.0,0.0,28.0,43341,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-15,0,30,5,65.0,67.0,0.0,28.0,43364,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-16,0,29,5,65.0,67.0,0.0,28.0,43388,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-17,0,28,5,65.0,67.0,0.0,28.0,43412,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-18,0,29,5,65.0,67.0,0.0,28.0,43436,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-19,0,29,5,65.0,67.0,0.0,28.0,43460,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-20,0,28,5,65.0,67.0,0.0,28.0,43483,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-21,0,29,5,65.0,67.0,0.0,28.0,43507,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-22,0,28,5,65.0,67.0,0.0,28.0,43531,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-23,0,27,5,65.0,67.0,0.0,28.0,43554,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-24,0,29,5,65.0,67.0,0.0,28.0,43578,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-25,0,29,5,65.0,67.0,0.0,28.0,43602,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-26,0,29,5,65.0,67.0,0.0,28.0,43626,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-27,0,28,5,65.0,67.0,0.0,28.0,43649,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-28,0,28,5,65.0,67.0,0.0,28.0,43673,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-29,0,28,5,65.0,67.0,0.0,28.0,43696,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-30,0,29,5,65.0,67.0,0.0,28.0,43720,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-05-31,0,29,5,65.0,67.0,0.0,28.0,43744,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-01,0,28,5,65.0,67.0,0.0,28.0,43768,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-02,0,29,5,65.0,67.0,0.0,28.0,43792,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-03,0,29,5,65.0,67.0,0.0,28.0,43815,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-04,0,27,5,65.0,67.0,0.0,28.0,43839,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-05,0,29,5,65.0,67.0,0.0,28.0,43863,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-06,0,28,5,65.0,67.0,0.0,28.0,43886,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-07,0,27,5,65.0,67.0,0.0,28.0,43910,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-08,0,28,5,65.0,67.0,0.0,28.0,43934,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-09,0,28,5,65.0,67.0,0.0,28.0,43958,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-10,0,26,5,65.0,67.0,0.0,28.0,43981,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-11,0,27,5,65.0,67.0,0.0,28.0,44005,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-12,0,28,5,65.0,67.0,0.0,28.0,44029,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-13,0,28,5,65.0,67.0,0.0,28.0,44052,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-14,0,28,5,65.0,67.0,0.0,28.0,44077,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-15,0,28,5,65.0,67.0,0.0,28.0,44100,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-16,0,29,5,65.0,67.0,0.0,28.0,44124,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-17,0,27,5,65.0,67.0,0.0,28.0,44147,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-18,0,28,5,65.0,67.0,0.0,28.0,44171,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-19,0,28,5,65.0,67.0,0.0,28.0,44195,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-20,0,29,5,65.0,67.0,0.0,28.0,44219,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-21,0,26,5,65.0,67.0,0.0,28.0,44243,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-22,0,28,5,65.0,67.0,0.0,28.0,44266,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-23,0,28,5,65.0,67.0,0.0,28.0,44290,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-24,0,29,5,65.0,67.0,0.0,28.0,44314,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-25,0,27,5,65.0,67.0,0.0,28.0,44337,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-26,0,27,5,65.0,67.0,0.0,28.0,44361,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-27,0,27,5,65.0,67.0,0.0,28.0,44385,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-28,0,28,5,65.0,67.0,0.0,28.0,44408,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-29,0,27,5,65.0,67.0,0.0,28.0,44432,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-06-30,0,27,5,65.0,67.0,0.0,28.0,44456,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-01,0,27,5,65.0,67.0,0.0,28.0,44479,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-02,0,28,5,65.0,67.0,0.0,28.0,44504,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-03,0,28,5,65.0,67.0,0.0,28.0,44527,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-04,0,27,5,65.0,67.0,0.0,28.0,44551,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-05,0,28,5,65.0,67.0,0.0,28.0,44574,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-06,0,28,5,65.0,67.0,0.0,28.0,44598,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-07,0,26,5,65.0,67.0,0.0,28.0,44622,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-08,0,28,5,65.0,67.0,0.0,28.0,44646,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-09,0,31,5,65.0,67.0,0.0,28.0,44669,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-10,0,32,5,65.0,67.0,0.0,28.0,44693,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-11,0,32,5,65.0,67.0,0.0,28.0,44717,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-12,0,32,5,65.0,67.0,0.0,28.0,44741,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-13,0,31,5,65.0,67.0,0.0,28.0,44764,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-14,0,31,5,65.0,67.0,0.0,28.0,44788,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-15,0,32,5,65.0,67.0,0.0,28.0,44812,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-16,0,28,5,65.0,67.0,0.0,28.0,44835,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-17,0,27,5,65.0,67.0,0.0,28.0,44859,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-18,0,27,5,65.0,67.0,0.0,28.0,44883,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-19,0,27,5,65.0,67.0,0.0,28.0,44906,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-20,0,27,5,65.0,67.0,0.0,28.0,44930,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-21,0,27,5,65.0,67.0,0.0,28.0,44954,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-22,0,29,5,65.0,67.0,0.0,28.0,44978,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-23,0,26,5,65.0,67.0,0.0,28.0,45002,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
2015-07-24,0,27,5,65.0,67.0,0.0,28.0,45025,0.0,67.0,6516.0,0.0,0.0,0,0,0.0,0.0,0.0
