OBJECTID,PLSSID,TWNSHPLAB,STEWARD,REVISEDDATE,STATEABBR,STWRDPLYID,STWRDPLYTP,STWRDLAB,SHAPE_Length,SHAPE_Area
15749,MO050590N0370W0,59N 37W,State of Missouri,,MO,,,,0.399423813913349,0.0091820384653246
15750,MO050520N0270W0,52N 27W,State of Missouri,,MO,,,,0.397698656432046,0.0096728518715211
15751,MO050390N0220W0,39N 22W,State of Missouri,,MO,,,,0.446692766089601,0.0124537701436326
15752,MO050580N0120W0,58N 12W,State of Missouri,,MO,,,,0.396562682848577,0.0096933667142328
15753,MO050340N0140W0,34N 14W,State of Missouri,,MO,,,,0.437230419840866,0.0119782671131654
15754,MO050620N0390W0,62N 39W,State of Missouri,,MO,,,,0.401876780429408,0.0098966984564133
15755,MO050270N0220W0,27N 22W,State of Missouri,,MO,,,,0.395918653686883,0.0096629651293137
15756,MO050620N0210W0,62N 21W,State of Missouri,,MO,,,,0.400944643243862,0.0098762844870149
15757,MO050340N0230W0,34N 23W,State of Missouri,,MO,,,,0.437155840137943,0.0119293027480301
15758,MO050300N0110E0,30N 11E,State of Missouri,,MO,,,,0.907450440274445,0.0056170739382499
15759,MO050470N0140W0,47N 14W,State of Missouri,,MO,,,,0.541194907853555,0.0086246529846797
15760,MO050350N0300W0,35N 30W,State of Missouri,,MO,,,,0.395511891898109,0.0096390674796365
15761,MO050480N0020W0,48N 2W,State of Missouri,,MO,,,,0.412233931864876,0.0104604859180011
15762,MO050230N0110E0,23N 11E,State of Missouri,,MO,,,,0.392828389125977,0.0095240385281769
15763,MO050260N0220W0,26N 22W,State of Missouri,,MO,,,,0.395029679680579,0.0096423506202247
15764,MO050420N0220W0,42N 22W,State of Missouri,,MO,,,,0.383565467567148,0.0089509751985555
15765,MO050640N0350W0,64N 35W,State of Missouri,,MO,,,,0.401192533616586,0.0098842075608512
15766,MO050570N0320W0,57N 32W,State of Missouri,,MO,,,,0.399757752021884,0.0098237312718389
15767,MO050520N0080W0,52N 8W,State of Missouri,,MO,,,,0.410807432288179,0.0103061172412782
15768,MO050260N0150W0,26N 15W,State of Missouri,,MO,,,,0.392874331258663,0.0095281153646998
15769,MO050670N0390W0,67N 39W,State of Missouri,,MO,,,,0.254158617619841,0.0013960241819611
15770,MO050360N0100E0,36N 10E,State of Missouri,,MO,,,,0.713612365403541,0.0039700528251545
15771,MO050580N0270W0,58N 27W,State of Missouri,,MO,,,,0.402476668522602,0.0099473980994957
15772,MO050560N0050W0,56N 5W,State of Missouri,,MO,,,,0.397856496508262,0.0097396468676238
15773,MO050220N0110W0,22N 11W,State of Missouri,,MO,,,,0.391785117024507,0.009459061352733
15774,MO050380N0250W0,38N 25W,State of Missouri,,MO,,,,0.394692899599969,0.009596074907803
15775,MO050510N0300W0,51N 30W,State of Missouri,,MO,,,,0.624969910677568,0.0074819561635308
15776,MO050350N0280W0,35N 28W,State of Missouri,,MO,,,,0.394895294926501,0.0096111707884843
15777,MO050280N0090E0,28N 9E,State of Missouri,,MO,,,,0.405482260692386,0.0101046880320076
15778,MO050580N0170W0,58N 17W,State of Missouri,,MO,,,,0.401095014030302,0.0098946529901173
15779,MO050480N0050E0,48N 5E,State of Missouri,,MO,,,,0.478900481154612,0.0086497107718544
15780,MO050360N0050W0,36N 5W,State of Missouri,,MO,,,,0.394315526010206,0.0095960226647061
15781,MO050560N0230W0,56N 23W,State of Missouri,,MO,,,,0.401455715092379,0.0099371435025658
15782,MO050520N0250W0,52N 25W,State of Missouri,,MO,,,,0.401858754642967,0.0099069870157183
15783,MO050410N0080W0,41N 8W,State of Missouri,,MO,,,,0.39962336950634,0.0098753813127907
15784,MO050640N0260W0,64N 26W,State of Missouri,,MO,,,,0.406528447292236,0.0101147320031052
15785,MO050560N0220W0,56N 22W,State of Missouri,,MO,,,,0.406084904182272,0.0101263438217413
15786,MO050600N0390W0,60N 39W,State of Missouri,,MO,,,,0.351174169502615,0.0071516792926764
15787,MO050490N0120W0,49N 12W,State of Missouri,,MO,,,,0.410892512258249,0.0103499024230407
15788,MO050290N0160W0,29N 16W,State of Missouri,,MO,,,,0.435163572995094,0.0118194581639433
15789,MO050350N0060E0,35N 6E,State of Missouri,,MO,,,,0.463359464626945,0.0090804288301175
15790,MO050650N0180W0,65N 18W,State of Missouri,,MO,,,,0.39987642070061,0.0098268829955328
15791,MO050610N0380W0,61N 38W,State of Missouri,,MO,,,,0.400677441644259,0.0098393519748842
15792,MO050430N0200W0,43N 20W,State of Missouri,,MO,,,,0.400715395927554,0.0099041684563434
15793,MO050250N0300W0,25N 30W,State of Missouri,,MO,,,,0.392214424342678,0.0095139485256663
15794,MO050230N0160E0,23N 16E,State of Missouri,,MO,,,,0.385888848711449,0.0065539027401548
15795,MO050310N0150W0,31N 15W,State of Missouri,,MO,,,,0.393196305773823,0.0095351555062067
15796,MO050380N0180W0,38N 18W,State of Missouri,,MO,,,,0.391102131425655,0.0094420168748694
15797,MO050350N0070W0,35N 7W,State of Missouri,,MO,,,,0.396784088886247,0.0097067264289243
15798,MO050340N0100E0,34N 10E,State of Missouri,,MO,,,,0.395849058076354,0.0096927588627345
15799,MO050620N0120W0,62N 12W,State of Missouri,,MO,,,,0.411103818790599,0.0104525663650409
15800,MO050650N0270W0,65N 27W,State of Missouri,,MO,,,,0.394724065653187,0.0096587827743273
15801,MO050630N0070W0,63N 7W,State of Missouri,,MO,,,,0.399622989890177,0.0098033460777728
15802,MO050630N0130W0,63N 13W,State of Missouri,,MO,,,,0.395222509610224,0.0096052724494965
15803,MO050420N0030E0,42N 3E,State of Missouri,,MO,,,,0.535443670560739,0.0088873728551824
15804,MO050380N0220W0,38N 22W,State of Missouri,,MO,,,,0.397042591635011,0.0097168073110861
15805,MO050450N0030W0,45N 3W,State of Missouri,,MO,,,,0.66941131790996,0.0100596890340432
15806,MO050590N0380W0,59N 38W,State of Missouri,,MO,,,,0.395376527573626,0.0076201083464879
15807,MO050250N0140E0,25N 14E,State of Missouri,,MO,,,,0.577519756284981,0.0081350938207612
15808,MO050410N0210W0,41N 21W,State of Missouri,,MO,,,,0.392029561173018,0.0094692547624111
15809,MO050310N0050E0,31N 5E,State of Missouri,,MO,,,,0.713570803046342,0.0085858768776178
15810,MO050530N0340W0,53N 34W,State of Missouri,,MO,,,,0.399231918099146,0.0097900527333376
15811,MO050500N0180W0,50N 18W,State of Missouri,,MO,,,,0.380685129881078,0.0042163946047559
15812,MO050220N0010E0,22N 1E,State of Missouri,,MO,,,,0.403141355836211,0.0100953093672239
15813,MO050490N0020E0,49N 2E,State of Missouri,,MO,,,,0.610692913001165,0.0080426259262783
15814,MO050650N0320W0,65N 32W,State of Missouri,,MO,,,,0.390578991698389,0.0093369635646561
15815,MO050320N0180W0,32N 18W,State of Missouri,,MO,,,,0.390911483583195,0.0094191645644526
15816,MO050220N0020E0,22N 2E,State of Missouri,,MO,,,,0.403098089218482,0.0101015026676017
15817,MO050650N0250W0,65N 25W,State of Missouri,,MO,,,,0.410173034360853,0.0104278009833757
15818,MO050330N0190W0,33N 19W,State of Missouri,,MO,,,,0.393400673550271,0.0095535811654415
15819,MO050640N0370W0,64N 37W,State of Missouri,,MO,,,,0.400958248760483,0.0098718205722459
15820,MO050210N0280W0,21N 28W,State of Missouri,,MO,,,,0.361333090331742,0.0078698308218098
15821,MO050450N0040W0,45N 4W,State of Missouri,,MO,,,,0.39976141045857,0.0098978514951502
15822,MO050590N0140W0,59N 14W,State of Missouri,,MO,,,,0.398099773794651,0.0097545756887571
15823,MO050300N0010E0,30N 1E,State of Missouri,,MO,,,,0.398130600480135,0.0097255051208357
15824,MO050330N0330W0,33N 33W,State of Missouri,,MO,,,,0.419291256206585,0.0106614691812143
15825,MO050380N0070W0,38N 7W,State of Missouri,,MO,,,,0.405072897070606,0.0100544865455712
15826,MO050550N0120W0,55N 12W,State of Missouri,,MO,,,,0.432840030081979,0.0116058002037408
15827,MO050300N0270W0,30N 27W,State of Missouri,,MO,,,,0.395599069728447,0.0096535002972025
15828,MO050640N0250W0,64N 25W,State of Missouri,,MO,,,,0.397960281748019,0.0097642125239149
15829,MO050380N0080W0,38N 8W,State of Missouri,,MO,,,,0.393365179460364,0.009525593182614
15830,MO050400N0010W0,40N 1W,State of Missouri,,MO,,,,0.416028556885152,0.0105007857568194
15831,MO050480N0250W0,48N 25W,State of Missouri,,MO,,,,0.401193309024912,0.0098516810960053
15832,MO050470N0260W0,47N 26W,State of Missouri,,MO,,,,0.397404613578357,0.009658976786256
15833,MO050560N0320W0,56N 32W,State of Missouri,,MO,,,,0.398101633263704,0.0097568680994673
15834,MO050480N0040W0,48N 4W,State of Missouri,,MO,,,,0.41850693310988,0.0099033413909083
15835,MO050320N0070W0,32N 7W,State of Missouri,,MO,,,,0.392939014511298,0.0095512784717809
15836,MO050520N0150W0,52N 15W,State of Missouri,,MO,,,,0.39658864695652,0.0096656599590492
15837,MO050620N0090W0,62N 9W,State of Missouri,,MO,,,,0.405509329991131,0.0101421647304987
15838,MO050420N0330W0,42N 33W,State of Missouri,,MO,,,,0.363495174989871,0.0080735142540395
15839,MO050530N0080W0,53N 8W,State of Missouri,,MO,,,,0.410868344607172,0.0103044631212084
15840,MO050370N0140W0,37N 14W,State of Missouri,,MO,,,,0.397734454157985,0.0097513553382031
15841,MO050460N0130W0,46N 13W,State of Missouri,,MO,,,,0.505505661298444,0.0062271535069331
15842,MO050660N0180W0,66N 18W,State of Missouri,,MO,,,,0.402817906120891,0.0099429155925257
15843,MO050630N0060W0,63N 6W,State of Missouri,,MO,,,,0.396540194006047,0.0095282171724832
15844,MO050580N0260W0,58N 26W,State of Missouri,,MO,,,,0.397091900391224,0.0097350868988799
15845,MO050640N0230W0,64N 23W,State of Missouri,,MO,,,,0.403278240758532,0.0099835950519397
15846,MO050560N0240W0,56N 24W,State of Missouri,,MO,,,,0.399285960662324,0.0098113693094943
15847,MO050350N0170W0,35N 17W,State of Missouri,,MO,,,,0.397273305837722,0.0097020190182462
15848,MO050360N0210W0,36N 21W,State of Missouri,,MO,,,,0.396043716710006,0.0096505746684454
15849,MO050300N0050E0,30N 5E,State of Missouri,,MO,,,,0.536842290891927,0.0090927340110155
15850,MO050650N0060W0,65N 6W,State of Missouri,,MO,,,,0.40403093074509,0.0074668860239128
15851,MO050250N0150E0,25N 15E,State of Missouri,,MO,,,,0.39329788549967,0.0095287348891362
15852,MO050580N0070W0,58N 7W,State of Missouri,,MO,,,,0.399978847185285,0.0098242062709335
15853,MO050570N0270W0,57N 27W,State of Missouri,,MO,,,,0.401359735566287,0.0098753639013057
15854,MO050240N0230W0,24N 23W,State of Missouri,,MO,,,,0.385425445509251,0.0091554869579397
15855,MO050530N0330W0,53N 33W,State of Missouri,,MO,,,,0.395854299948466,0.009646225216425
15856,MO050670N0380W0,67N 38W,State of Missouri,,MO,,,,0.251656744463691,0.0013502045143897
15857,MO050540N0180W0,54N 18W,State of Missouri,,MO,,,,0.396106220901274,0.0096666429339646
15858,MO050490N0260W0,49N 26W,State of Missouri,,MO,,,,0.396511359505827,0.0096919771912884
15859,MO050250N0270W0,25N 27W,State of Missouri,,MO,,,,0.393028669360293,0.0095386023042313
15860,MO050220N0080E0,22N 8E,State of Missouri,,MO,,,,0.397171951376646,0.0098119524820456
15861,MO050250N0280W0,25N 28W,State of Missouri,,MO,,,,0.392179446065674,0.0095010465386665
15862,MO050170N0100E0,17N 10E,State of Missouri,,MO,,,,0.388909092745611,0.0093639537979104
15863,MO050280N0260W0,28N 26W,State of Missouri,,MO,,,,0.389951871003259,0.0093983432931288
15864,MO050530N0070W0,53N 7W,State of Missouri,,MO,,,,0.400882748135081,0.0098861398857912
15865,MO050660N0060W0,66N 6W,State of Missouri,,MO,,,,0.101320545879474,0.0005236383991874
15866,MO050240N0210W0,24N 21W,State of Missouri,,MO,,,,0.381699641452761,0.0090473058294339
15867,MO050310N0020E0,31N 2E,State of Missouri,,MO,,,,0.399487459139613,0.0098173500509328
15868,MO050510N0270W0,51N 27W,State of Missouri,,MO,,,,0.566228092275818,0.0116336324533286
15869,MO050210N0210W0,21N 21W,State of Missouri,,MO,,,,0.334715001520982,0.0062928709295763
15870,MO050330N0200W0,33N 20W,State of Missouri,,MO,,,,0.391805363764652,0.0094599969747159
15871,MO050510N0060W0,51N 6W,State of Missouri,,MO,,,,0.398045174782093,0.0097577109895951
15872,MO050610N0290W0,61N 29W,State of Missouri,,MO,,,,0.401167099840193,0.0098863845735334
15873,MO050220N0190W0,22N 19W,State of Missouri,,MO,,,,0.294235738434946,0.0051776074928854
15874,MO050210N0030E0,21N 3E,State of Missouri,,MO,,,,0.219054446724952,0.0002351959232972
15875,MO050450N0280W0,45N 28W,State of Missouri,,MO,,,,0.404073511705351,0.0100565571508806
15876,MO050190N0140E0,19N 14E,State of Missouri,,MO,,,,0.19699018091582,0.0019282985336473
15877,MO050410N0140W0,41N 14W,State of Missouri,,MO,,,,0.398813897005997,0.0097886570551713
15878,MO050230N0070W0,23N 7W,State of Missouri,,MO,,,,0.396819793774832,0.0097020090963867
15879,MO050490N0240W0,49N 24W,State of Missouri,,MO,,,,0.405109030813872,0.0100928471159575
15880,MO050430N0150W0,43N 15W,State of Missouri,,MO,,,,0.398834513925187,0.0098000515525872
15881,MO050290N0190W0,29N 19W,State of Missouri,,MO,,,,0.433520785612508,0.0117411871126876
15882,MO050360N0240W0,36N 24W,State of Missouri,,MO,,,,0.397618790771819,0.0097268177236489
15883,MO050510N0140W0,51N 14W,State of Missouri,,MO,,,,0.39695428768087,0.0096932769192996
15884,MO050530N0350W0,53N 35W,State of Missouri,,MO,,,,0.39761345147237,0.0096415258252727
15885,MO050320N0240W0,32N 24W,State of Missouri,,MO,,,,0.394225104083703,0.0095832747348904
15886,MO050360N0280W0,36N 28W,State of Missouri,,MO,,,,0.396093952378227,0.0096535259175769
15887,MO050410N0040E0,41N 4E,State of Missouri,,MO,,,,0.602122401015347,0.0090238194597809
15888,MO050650N0070W0,65N 7W,State of Missouri,,MO,,,,0.401909057184775,0.0099018098147531
15889,MO050340N0060W0,34N 6W,State of Missouri,,MO,,,,0.430153549321927,0.0115823412615497
15890,MO050630N0360W0,63N 36W,State of Missouri,,MO,,,,0.404044563225815,0.0100087612935359
15891,MO050360N0120W0,36N 12W,State of Missouri,,MO,,,,0.395710932535511,0.0096409435953915
15892,MO050670N0320W0,67N 32W,State of Missouri,,MO,,,,0.253461338783407,0.0013914079647147
15893,MO050600N0090W0,60N 9W,State of Missouri,,MO,,,,0.399098699451262,0.0097954498375346
15894,MO050470N0060E0,47N 6E,State of Missouri,,MO,,,,0.347457303790047,0.0008681032785813
15895,MO050600N0210W0,60N 21W,State of Missouri,,MO,,,,0.358352669959052,0.0074549287588788
15896,MO050570N0140W0,57N 14W,State of Missouri,,MO,,,,0.398050504275402,0.0097306369657846
15897,MO050310N0080E0,31N 8E,State of Missouri,,MO,,,,0.409824641930284,0.0100536809749979
15898,MO050620N0280W0,62N 28W,State of Missouri,,MO,,,,0.401888437572663,0.0099248103557974
15899,MO050260N0210W0,26N 21W,State of Missouri,,MO,,,,0.389306475982908,0.0093881026677538
15900,MO050430N0190W0,43N 19W,State of Missouri,,MO,,,,0.398829279740163,0.0097829569179025
15901,MO050410N0320W0,41N 32W,State of Missouri,,MO,,,,0.392419741994723,0.0094936255066634
15902,MO050490N0160W0,49N 16W,State of Missouri,,MO,,,,0.996952479966344,0.0075706110163145
15903,MO050320N0210W0,32N 21W,State of Missouri,,MO,,,,0.39153728517032,0.0094771944223115
15904,MO050600N0240W0,60N 24W,State of Missouri,,MO,,,,0.356224171612746,0.0075097675570598
15905,MO050480N0020E0,48N 2E,State of Missouri,,MO,,,,0.73012010080305,0.0028159134298283
15906,MO050250N0110E0,25N 11E,State of Missouri,,MO,,,,0.388809694065481,0.0093428565424634
15907,MO050240N0140W0,24N 14W,State of Missouri,,MO,,,,0.40274536795266,0.010035968191528
15908,MO050560N0280W0,56N 28W,State of Missouri,,MO,,,,0.394305329397223,0.0095604303899808
15909,MO050240N0090E0,24N 9E,State of Missouri,,MO,,,,0.39326552876844,0.0095572214838519
15910,MO050300N0130W0,30N 13W,State of Missouri,,MO,,,,0.391722219506283,0.0094577867920843
15911,MO050210N0010E0,21N 1E,State of Missouri,,MO,,,,0.233579201752509,0.0007447185137404
15912,MO050330N0230W0,33N 23W,State of Missouri,,MO,,,,0.394566233023224,0.0095883910731326
15913,MO050620N0140W0,62N 14W,State of Missouri,,MO,,,,0.406898069181167,0.0102019195736745
15914,MO050320N0020E0,32N 2E,State of Missouri,,MO,,,,0.399046855928627,0.0097996353089723
15915,MO050310N0330W0,31N 33W,State of Missouri,,MO,,,,0.407384399923636,0.0101498581154891
15916,MO050290N0280W0,29N 28W,State of Missouri,,MO,,,,0.438105168179631,0.0119933969468241
15917,MO050450N0240W0,45N 24W,State of Missouri,,MO,,,,0.397672474572142,0.0097370170326077
15918,MO050420N0170W0,42N 17W,State of Missouri,,MO,,,,0.386801084842362,0.0091931735394221
15919,MO050210N0220W0,21N 22W,State of Missouri,,MO,,,,0.333209369624454,0.0063580022838722
15920,MO050630N0260W0,63N 26W,State of Missouri,,MO,,,,0.404736002663303,0.0100399352350738
15921,MO050610N0390W0,61N 39W,State of Missouri,,MO,,,,0.400149895346994,0.0098899723325525
15922,MO050270N0190W0,27N 19W,State of Missouri,,MO,,,,0.392359098570578,0.0095421636480999
15923,MO050340N0330W0,34N 33W,State of Missouri,,MO,,,,0.48754208192188,0.0148345684388927
15924,MO050600N0320W0,60N 32W,State of Missouri,,MO,,,,0.370533209568252,0.0081694351561621
15925,MO050560N0340W0,56N 34W,State of Missouri,,MO,,,,0.398565686833996,0.0097718077493709
15926,MO050300N0040W0,30N 4W,State of Missouri,,MO,,,,0.392828303933509,0.0095215252250364
15927,MO050330N0320W0,33N 32W,State of Missouri,,MO,,,,0.396204105844641,0.0096687523495177
15928,MO050540N0280W0,54N 28W,State of Missouri,,MO,,,,0.397859940930332,0.0097216520101017
15929,MO050250N0210W0,25N 21W,State of Missouri,,MO,,,,0.390159153260017,0.0094011756161889
15930,MO050250N0030E0,25N 3E,State of Missouri,,MO,,,,0.390591785620728,0.0094130959740868
15931,MO050500N0240W0,50N 24W,State of Missouri,,MO,,,,0.405350868136586,0.0100653112458131
15932,MO050300N0130E0,30N 13E,State of Missouri,,MO,,,,0.721858134187382,0.0043368140175543
15933,MO050280N0230W0,28N 23W,State of Missouri,,MO,,,,0.394002980900999,0.0095816962062122
15934,MO050560N0300W0,56N 30W,State of Missouri,,MO,,,,0.400317485098427,0.0098724940838389
15935,MO050440N0210W0,44N 21W,State of Missouri,,MO,,,,0.402137749681704,0.0099777979353522
15936,MO050410N0060E0,41N 6E,State of Missouri,,MO,,,,0.373753971926083,0.0022049787275856
15937,MO050220N0090E0,22N 9E,State of Missouri,,MO,,,,0.392872421427944,0.0095476080443345
15938,MO050390N0050W0,39N 5W,State of Missouri,,MO,,,,0.43095989206167,0.0115678924345629
15939,MO050440N0320W0,44N 32W,State of Missouri,,MO,,,,0.430573835977683,0.0115497068403546
15940,MO050340N0120E0,34N 12E,State of Missouri,,MO,,,,0.400201074225065,0.0092468196209104
15941,MO050400N0250W0,40N 25W,State of Missouri,,MO,,,,0.395921473645088,0.0096570390806901
15942,MO050370N0170W0,37N 17W,State of Missouri,,MO,,,,0.399022289844648,0.0097844270548095
15943,MO050660N0330W0,66N 33W,State of Missouri,,MO,,,,0.401836970662531,0.0099180478678929
15944,MO050320N0090E0,32N 9E,State of Missouri,,MO,,,,0.439845194698453,0.0099571678477587
15945,MO050350N0050W0,35N 5W,State of Missouri,,MO,,,,0.39427661290474,0.0096006686929165
15946,MO050630N0170W0,63N 17W,State of Missouri,,MO,,,,0.39845248070253,0.0097589593572091
15947,MO050620N0080W0,62N 8W,State of Missouri,,MO,,,,0.395476458227717,0.0096735275646475
15948,MO050220N0010W0,22N 1W,State of Missouri,,MO,,,,0.40140931975443,0.010014995606196
15949,MO050560N0190W0,56N 19W,State of Missouri,,MO,,,,0.40221505533574,0.00997029271328
15950,MO050350N0210W0,35N 21W,State of Missouri,,MO,,,,0.396252098454336,0.0096823462969361
15951,MO050530N0360W0,53N 36W,State of Missouri,,MO,,,,0.362708661166419,0.0033208460299795
15952,MO050220N0120E0,22N 12E,State of Missouri,,MO,,,,0.389892091842678,0.0094350853429562
15953,MO050540N0080W0,54N 8W,State of Missouri,,MO,,,,0.410677151600416,0.0103702908937915
15954,MO050360N0220W0,36N 22W,State of Missouri,,MO,,,,0.394197477804518,0.0095796752441442
15955,MO050300N0210W0,30N 21W,State of Missouri,,MO,,,,0.393639131599167,0.0095419650937627
15956,MO050390N0050E0,39N 5E,State of Missouri,,MO,,,,0.455223445329154,0.0108193752970462
15957,MO050280N0200W0,28N 20W,State of Missouri,,MO,,,,0.390348000739569,0.0094140987244715
15958,MO050300N0200W0,30N 20W,State of Missouri,,MO,,,,0.393442838564749,0.0095504722832013
15959,MO050260N0080E0,26N 8E,State of Missouri,,MO,,,,0.392021347496207,0.0094647684747726
15960,MO050240N0030E0,24N 3E,State of Missouri,,MO,,,,0.39211859281902,0.0094784229088591
15961,MO050610N0140W0,61N 14W,State of Missouri,,MO,,,,0.400525514513929,0.009880286869012
15962,MO050470N0310W0,47N 31W,State of Missouri,,MO,,,,0.39701413785151,0.0097167235277341
15963,MO050560N0030W0,56N 3W,State of Missouri,,MO,,,,0.378439539578272,0.0031142495821126
15964,MO050520N0260W0,52N 26W,State of Missouri,,MO,,,,0.397310160411985,0.0097027763685778
15965,MO050460N0230W0,46N 23W,State of Missouri,,MO,,,,0.39777820079126,0.009768714033243
15966,MO050430N0250W0,43N 25W,State of Missouri,,MO,,,,0.395952806334468,0.0096652775774414
15967,MO050480N0330W0,48N 33W,State of Missouri,,MO,,,,0.38518194315879,0.0091769696106898
15968,MO050650N0150W0,65N 15W,State of Missouri,,MO,,,,0.400371787568197,0.0098532242704553
15969,MO050310N0040W0,31N 4W,State of Missouri,,MO,,,,0.393468194114749,0.0095989225436353
15970,MO050530N0300W0,53N 30W,State of Missouri,,MO,,,,0.397711055023943,0.0097528072663802
15971,MO050370N0060E0,37N 6E,State of Missouri,,MO,,,,0.490209706570318,0.0077772128515651
15972,MO050420N0290W0,42N 29W,State of Missouri,,MO,,,,0.376867368655154,0.0085996839784432
15973,MO050250N0070W0,25N 7W,State of Missouri,,MO,,,,0.392898275882317,0.0095266188511905
15974,MO050520N0190W0,52N 19W,State of Missouri,,MO,,,,0.61653349529946,0.0076374129385529
15975,MO050670N0190W0,67N 19W,State of Missouri,,MO,,,,0.28014389877696,0.0030284388887535
15976,MO050210N0020W0,21N 2W,State of Missouri,,MO,,,,0.238071347756022,0.0011573880618577
15977,MO050330N0150W0,33N 15W,State of Missouri,,MO,,,,0.39307485777954,0.0095011266869582
15978,MO050510N0340W0,51N 34W,State of Missouri,,MO,,,,0.390331484972248,0.0094694852607048
15979,MO050670N0360W0,67N 36W,State of Missouri,,MO,,,,0.255308151733984,0.0013730680795753
15980,MO050280N0160W0,28N 16W,State of Missouri,,MO,,,,0.390945374789848,0.0094380035364858
15981,MO050660N0140W0,66N 14W,State of Missouri,,MO,,,,0.40346896242753,0.0099308513619307
15982,MO050360N0040W0,36N 4W,State of Missouri,,MO,,,,0.395934519981706,0.0096449687932037
15983,MO050410N0250W0,41N 25W,State of Missouri,,MO,,,,0.397265201569149,0.009725272308187
15984,MO050320N0220W0,32N 22W,State of Missouri,,MO,,,,0.392546925780555,0.0095108954921116
15985,MO050670N0120W0,67N 12W,State of Missouri,,MO,,,,0.297163255396587,0.0039595750450491
15986,MO050260N0140E0,26N 14E,State of Missouri,,MO,,,,0.428796258716248,0.0087640070886393
15987,MO050260N0150E0,26N 15E,State of Missouri,,MO,,,,0.393464353926624,0.0095805546158893
15988,MO050300N0070W0,30N 7W,State of Missouri,,MO,,,,0.392685585558774,0.0094567205959649
15989,MO050550N0160W0,55N 16W,State of Missouri,,MO,,,,0.40891024269434,0.0103570515367218
15990,MO050220N0060E0,22N 6E,State of Missouri,,MO,,,,0.402442904852986,0.0100217730450047
15991,MO050260N0170W0,26N 17W,State of Missouri,,MO,,,,0.391767305456672,0.0094832974298936
15992,MO050320N0150W0,32N 15W,State of Missouri,,MO,,,,0.392130135648927,0.0094854744044474
15993,MO050490N0090W0,49N 9W,State of Missouri,,MO,,,,0.402245971076432,0.0098825016881896
15994,MO050340N0260W0,34N 26W,State of Missouri,,MO,,,,0.445806597729541,0.0124311633260593
15995,MO050450N0180W0,45N 18W,State of Missouri,,MO,,,,0.398288560154037,0.0097541248872277
15996,MO050570N0230W0,57N 23W,State of Missouri,,MO,,,,0.403625450674662,0.0100011667525179
15997,MO050290N0030E0,29N 3E,State of Missouri,,MO,,,,0.408423746869597,0.0102808851373431
15998,MO050260N0100E0,26N 10E,State of Missouri,,MO,,,,0.398401051556634,0.0097593482584453
15999,MO050240N0080W0,24N 8W,State of Missouri,,MO,,,,0.404664026839411,0.0101439646550268
16000,MO050440N0250W0,44N 25W,State of Missouri,,MO,,,,0.415856361153933,0.0107600545723088
16001,MO050430N0330W0,43N 33W,State of Missouri,,MO,,,,0.380651154638906,0.0090058742043571
16002,MO050530N0220W0,53N 22W,State of Missouri,,MO,,,,0.393856283738336,0.0095551978368568
16003,MO050670N0330W0,67N 33W,State of Missouri,,MO,,,,0.25036384325245,0.001333765960582
16004,MO050220N0310W0,22N 31W,State of Missouri,,MO,,,,0.388463843340707,0.0093235127701516
16005,MO050600N0400W0,60N 40W,State of Missouri,,MO,,,,0.147847503712363,0.0008100440203139
16006,MO050420N0040W0,42N 4W,State of Missouri,,MO,,,,0.40458494859325,0.0100837810908986
16007,MO050370N0050W0,37N 5W,State of Missouri,,MO,,,,0.393419412026223,0.0095506297869597
16008,MO050400N0070W0,40N 7W,State of Missouri,,MO,,,,0.402692807094476,0.010069632157642
16009,MO050420N0230W0,42N 23W,State of Missouri,,MO,,,,0.383741216110007,0.0089626448551183
16010,MO050660N0220W0,66N 22W,State of Missouri,,MO,,,,0.403530098407676,0.0099820396569292
16011,MO050250N0140W0,25N 14W,State of Missouri,,MO,,,,0.390749319797554,0.0094335353769951
16012,MO050360N0270W0,36N 27W,State of Missouri,,MO,,,,0.393968544231368,0.0095538291897428
16013,MO050220N0030W0,22N 3W,State of Missouri,,MO,,,,0.401985174200354,0.0100576113905523
16014,MO050290N0310W0,29N 31W,State of Missouri,,MO,,,,0.44466359465629,0.0123692351204383
16015,MO050260N0270W0,26N 27W,State of Missouri,,MO,,,,0.392142079672958,0.0094984776462271
16016,MO050300N0090W0,30N 9W,State of Missouri,,MO,,,,0.395782246387445,0.0096445397297026
16017,MO050460N0020E0,46N 2E,State of Missouri,,MO,,,,1.04100578715152,0.0055539412457947
16018,MO050380N0270W0,38N 27W,State of Missouri,,MO,,,,0.392512701402828,0.0095019214090926
16019,MO050180N0110E0,18N 11E,State of Missouri,,MO,,,,0.39029234171652,0.0093526976793987
16020,MO050500N0230W0,50N 23W,State of Missouri,,MO,,,,0.399875115761147,0.009823167611561
16021,MO050390N0110W0,39N 11W,State of Missouri,,MO,,,,0.421127149597156,0.0110943352574717
16022,MO050600N0130W0,60N 13W,State of Missouri,,MO,,,,0.394417141560232,0.009479527844471
16023,MO050500N0120W0,50N 12W,State of Missouri,,MO,,,,0.409799440599334,0.0103017311460398
16024,MO050310N0230W0,31N 23W,State of Missouri,,MO,,,,0.396393721738341,0.0096902504639507
16025,MO050230N0090E0,23N 9E,State of Missouri,,MO,,,,0.392990165680175,0.0094976836198799
16026,MO050470N0240W0,47N 24W,State of Missouri,,MO,,,,0.399586452649778,0.0098406133010975
