OBJECTID,ADMIN_ST,NLCS_ID,NLCS_NAME,CASEFILE_NO,WSA_RCMND,ROD_DATE,WSA_AUTH,WSA_TYPE,WSA_NUMBER,WSA_SUITABILITY,WSA_VALUES,GlobalID,Shape__Area,Shape__Length
278,UT,NLCS000903,Fish Creek Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-204,4,Wilderness Study Area,{2B123FC1-B0B3-42CA-97C9-2BE11A88759B},186569508.676431,139593.945639374
284,UT,NLCS000892,Death Ridge,UNK,No recommendation,1983/11/30 00:00:00+00,603,WSA,UT-040-078,4,Wilderness Study Area,{613C35D8-7068-4692-8179-EF6235F4E71B},720.217839355,134.86500200766
285,UT,NLCS000902,Fiftymile Mountain,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-040-080,4,Wilderness Study Area,{7A5BC9B1-E6FF-4E9D-986F-7F9F33D7B768},600982221.554401,369340.883769592
287,UT,NLCS000941,Scorpion,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-040-082,4,Wilderness Study Area,{DB6BC329-0962-4826-B58C-E64B7901FDDD},106868605.418726,70328.9575127247
290,UT,NLCS000935,Paria-Hackberry,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-040-247,4,Wilderness Study Area,{340E78FE-70CB-4B09-B4F9-652D5D3C396D},553733430.883669,450934.341527707
291,UT,NLCS000889,Cross Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-229,4,Wilderness Study Area,{4798E7B9-6307-4B3B-85E2-A8D540619B7D},3840660.80109493,10189.7523025378
293,UT,NLCS000909,Grand Gulch ISA Complex,UNK,No recommendation,1980/12/31 00:00:00+00,603,ISACLX,UT-ISA-001,4,Instant Study Area Complex,{5FF41C62-9B83-4ECF-8520-B6017938D386},425783573.292576,234387.533287746
307,UT,NLCS000881,Burning Hills,UNK,No recommendation,1983/11/30 00:00:00+00,603,WSA,UT-040-079,4,Wilderness Study Area,{CF306963-1864-4ACD-8E52-83D4FF6B4EFB},252991060.845239,278453.147754129
310,UT,NLCS000955,Wahweap,UNK,No recommendation,1983/11/30 00:00:00+00,603,WSA,UT-040-248,4,Wilderness Study Area,{314A3159-DC54-4ADB-B9CD-E9CF954CD9F3},541980450.708686,511399.930638356
314,UT,NLCS000938,Road Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-201,4,Wilderness Study Area,{10BFE144-80C9-49A5-9E63-CCEC83950B9E},212073042.61543,176543.68736397
321,UT,NLCS000900,Escalante Canyons Tract 5 ISA,UNK,No recommendation,1980/06/18 00:00:00+00,603,ISA,UT-ISA-005,4,Instant Study Area,{9454331D-6EDB-469C-8C28-950F5058DB44},3079632.15259866,8044.7100116278
323,UT,NLCS000931,North Fork Virgin River,UNK,No recommendation,1980/12/31 00:00:00+00,202,WSA,UT-040-150,4,Wilderness Study Area,{422C4087-4345-4B66-8F07-BAFCDBCC4127},4370877.50113569,10851.5762102145
345,UT,NLCS000934,Orderville Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,202,WSA,UT-040-145,4,Wilderness Study Area,{550CC3FE-959A-4E74-B5F8-3775F5A01EE5},7897558.9350633,20516.1014287788
347,UT,NLCS000935,Paria-Hackberry 202,UNK,No recommendation,1986/01/31 00:00:00+00,202,WSA,UT-040-247A,4,Wilderness Study Area,{1CC0C20B-4600-4D91-9AE1-C8D0426F780C},1624937.87409805,6448.82896993329
367,UT,NLCS000936,Parunuweap Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-040-230,4,Wilderness Study Area,{9B66CFF1-77D8-422C-A4DE-3FA0F4324064},125078094.845785,163883.094631822
378,UT,NLCS000952,The Cockscomb,UNK,No recommendation,1983/11/30 00:00:00+00,603,WSA,UT-040-275,4,Wilderness Study Area,{0BCE6F61-611A-41A4-9A20-30048342BA0F},40148463.93549,47080.0821197953
382,UT,NLCS000883,Canaan Mountain,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-040-143,4,Wilderness Study Area,{503064A1-0B66-4BA8-B5B1-1037539B2563},17723507.1105495,25214.7816688072
383,UT,NLCS000922,Moquith Mountain,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-040-217,4,Wilderness Study Area,{58B8E4A4-81D4-480E-A017-FF6C83B901B3},61710550.8647017,74719.8270192888
385,UT,NLCS000883,Canaan Mountain,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-040-143,0,Acquired Lands Managed as WSA,{224E7C5E-1262-46DC-8CE9-1EE5E7C8DAC3},2448182.32442148,9396.53481727567
388,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,1980/05/01 00:00:00+00,603,WSA,UT-020-060,4,Wilderness Study Area,{0E1BC201-92ED-4608-81C7-1C901C26F6A0},157355044.514959,116660.867353118
389,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-020-060,0,Acquired Lands Managed as WSA,{2092B0A3-A40F-4953-BFE7-2F7C94FB00AC},2585179.90602881,6431.65306856503
390,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-020-060,0,Acquired Lands Managed as WSA,{D3B22CDB-3A9C-4549-9061-8389A730225B},2574246.43297833,6425.93058410707
391,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-020-060,0,Acquired Lands Managed as WSA,{12618CD2-1F00-40D2-B082-BDA51C8D3022},2596105.64144588,6444.97652749317
392,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-020-060,0,Acquired Lands Managed as WSA,{0F9623D0-2CE3-4D7E-BBB1-300F85CFD215},1430345.84680767,5280.54143165719
393,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-020-060,0,Acquired Lands Managed as WSA,{29DC4D24-0857-4863-9364-91901833BC1D},2624871.34546181,6480.90183954387
394,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-020-060,0,Acquired Lands Managed as WSA,{E9A67617-41BF-4A6C-9A49-F3428A8A9E36},2592401.00976525,6440.3879151835
395,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-020-060,0,Acquired Lands Managed as WSA,{61AF2E6C-2654-443A-82BC-8B7680AC762F},2587084.10135482,6434.23937900708
396,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-020-060,0,Acquired Lands Managed as WSA,{97CB3B20-7DE3-4873-B097-82A517510036},622103.60336881,4359.82398624409
397,UT,NLCS000942,Scott's Basin,UNK,No recommendation,1983/08/30 00:00:00+00,202,WSA,UT-050-020A,4,Wilderness Study Area,{D3E77897-E9F4-4C39-AF78-A33DBD2417D0},2624508.53189301,6477.66766581041
398,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,1980/05/01 00:00:00+00,603,WSA,UT-050-020,4,Wilderness Study Area,{3CDD3E58-6797-454F-A355-FB17899D419A},2664089.10926478,8087.80430197083
399,UT,NLCS000942,Scott's Basin,UNK,No recommendation,2000/10/13 00:00:00+00,202,ALMWSA,UT-050-020A,0,Acquired Lands Managed as WSA,{BCBDECA5-37D1-4512-BDF5-21751584B81B},2624322.31329658,6481.00209801948
400,UT,NLCS000942,Scott's Basin,UNK,No recommendation,1983/08/30 00:00:00+00,202,WSA,UT-050-020A,4,Wilderness Study Area,{A39EA0B5-879D-49F3-AD02-13D08A044165},1290880.09790096,4818.95512881117
401,UT,NLCS000942,Scott's Basin,UNK,No recommendation,1983/08/30 00:00:00+00,202,WSA,UT-050-020A,4,Wilderness Study Area,{C5210C30-3423-47F7-9C72-FEA6A9DA603C},1289863.68897296,4817.34525045971
402,UT,NLCS000942,Scott's Basin,UNK,No recommendation,1983/08/30 00:00:00+00,202,WSA,UT-050-020A,4,Wilderness Study Area,{D7E1BE90-67A6-45D3-92E7-BD0A0C781310},161956.68889135,1609.76119200905
403,UT,NLCS000942,Scott's Basin,UNK,No recommendation,1983/08/30 00:00:00+00,202,WSA,UT-050-020A,4,Wilderness Study Area,{2C51EC36-E695-4F62-91CD-A4660E5E70CA},2586217.91702951,6432.68923813794
404,UT,NLCS000942,Scott's Basin,UNK,No recommendation,1983/08/30 00:00:00+00,202,WSA,UT-050-020A,4,Wilderness Study Area,{3F301105-747E-4481-8B87-CEB09091695F},2583473.96954334,6429.28934656329
405,UT,NLCS000942,Scott's Basin,UNK,No recommendation,1983/08/30 00:00:00+00,202,WSA,UT-050-020A,4,Wilderness Study Area,{E9D93AC9-285F-49C3-A277-6D01E84B09DB},161422.12351773,1607.10307502267
406,UT,NLCS000942,Scott's Basin,UNK,No recommendation,2000/10/13 00:00:00+00,202,ALMWSA,UT-050-020A,0,Acquired Lands Managed as WSA,{F958D9F4-AAE8-40E0-85A2-8027735F3AC0},2584644.60035929,6430.75517120033
408,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-050-020,0,Acquired Lands Managed as WSA,{04AB920A-7999-4647-8C54-2334A4FB2581},2585389.12211768,6431.70699157916
409,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-050-020,0,Acquired Lands Managed as WSA,{36C4D9A7-2263-4501-9493-9F065AB54D79},2093385.78427307,5821.29462538557
410,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-050-020,0,Acquired Lands Managed as WSA,{17A5B05B-242B-42F0-95BE-B16AA5B99881},3666237.1329414,7778.74944444399
411,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-050-020,0,Acquired Lands Managed as WSA,{BEAA5978-8083-45D3-AE52-3AD13635F796},2732854.76300306,6615.46204229228
412,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-020-060,0,Acquired Lands Managed as WSA,{F3AE7456-A227-4E80-985B-0CA8DF035E1A},1598208.15020772,5968.62585312289
413,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-050-020,0,Acquired Lands Managed as WSA,{00D40872-7FD1-472E-B81E-AA5B42D7917A},2620241.1747495,9375.74168622322
414,UT,NLCS000942,Scott's Basin,UNK,No recommendation,2000/10/13 00:00:00+00,202,WSA,UT-050-020A,4,Wilderness Study Area,{BE570796-7794-44E6-99C5-DC58ED3B9813},2258080.60507592,7227.58624406487
415,UT,NLCS000942,Scott's Basin,UNK,No recommendation,2000/10/13 00:00:00+00,202,WSA,UT-050-020A,4,Wilderness Study Area,{B8DC01B4-D544-4A12-BC8D-E414DD7A5467},15601242.4484177,30371.796857287
416,UT,NLCS000893,Deep Creek Mountains,UNK,No recommendation,1980/05/01 00:00:00+00,603,WSA,UT-050-020,4,Wilderness Study Area,{34851D64-F905-43CF-94EB-182E69A77B2E},126903890.35142,112088.753014407
417,UT,NLCS000894,Desolation Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-068A,4,Wilderness Study Area,{5F26B434-5133-480C-AEBC-3A4E62AAEB87},331454344.211984,195569.77058509
418,UT,NLCS000947,Spruce Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-100C1,4,Wilderness Study Area,{C8EAE362-84AB-41DB-BF92-7512D67D3672},82363865.0755139,73049.046330476
419,UT,NLCS000886,Coal Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-100C2,4,Wilderness Study Area,{A4E4D376-595D-40DA-9401-B63C66C8F99C},245866649.705388,175426.829903315
420,UT,NLCS000906,Flume Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-100B,4,Wilderness Study Area,{C7C4962F-A7F1-485B-89FA-404EC33FCE8D},1.35562176,299.512732106259
421,UT,NLCS000906,Flume Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-100B,4,Wilderness Study Area,{2DD08D3F-A4C8-4486-892D-DA6850655F33},204869427.027352,124449.435056374
422,UT,NLCS000933,Notch Peak,UNK,No recommendation,9999/09/09 00:00:00+00,603,WSA,UT-050-078,4,Wilderness Study Area,{1ADC0B5F-5507-48E2-839F-74AF58D77D02},208295683.294419,174840.478570632
423,UT,NLCS000933,Notch Peak,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-050-078,0,Acquired Lands Managed as WSA,{3D958ADE-B68A-4748-961E-AA2F1CD4886F},1360130.90077849,4944.40937568688
424,UT,NLCS000915,King Top,UNK,No recommendation,9999/09/09 00:00:00+00,603,WSA,UT-050-070,4,Wilderness Study Area,{48552CBC-9D53-4AE0-B374-EDD35B799D98},339357662.535119,219986.492068726
425,UT,NLCS000957,Westwater Canyon,UNK,Suitable,1980/12/31 00:00:00+00,603,WSA,UT-060-118,4,Wilderness Study Area,{B00D659E-58DA-4DDA-8B3F-E432E9B95DBB},121673702.976401,75458.9534799612
426,UT,NLCS000933,Notch Peak,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-050-078,0,Acquired Lands Managed as WSA,{B76EF54B-B5D6-4048-86DE-0CE5CF57A682},1313125.6313449,4867.82270793175
427,UT,NLCS000957,Westwater Canyon,UNK,No recommendation,2014/02/07 00:00:00+00,603,ALMWSA,UT-060-118,0,Acquired Lands Managed as WSA,{1FA8AA3C-D703-4F6B-90B8-E26366CC50C2},2589896.11816092,6438.48488267734
428,UT,NLCS000915,King Top,UNK,No recommendation,2000/10/13 00:00:00+00,603,ALMWSA,UT-050-070,0,Acquired Lands Managed as WSA,{CF0596D9-403D-4A05-A16C-8231243642D4},951865.537157555,4712.39327046906
429,UT,NLCS000957,Westwater Canyon,UNK,No recommendation,2014/02/07 00:00:00+00,603,ALMWSA,UT-060-118,0,Acquired Lands Managed as WSA,{21928341-53E5-4F10-B28E-940A6CEFA76D},1935837.58846993,6397.62419132073
430,UT,NLCS000875,Behind the Rocks,UNK,No recommendation,2014/02/07 00:00:00+00,603,ALMWSA,UT-060-140A,0,Acquired Lands Managed as WSA,{65CC43D6-66DD-43C1-BE6C-345AE87176C2},2557637.4524337,6425.71552516558
431,UT,NLCS000921,Mill Creek Canyon,UNK,No recommendation,2014/02/07 00:00:00+00,603,ALMWSA,UT-060-139A,0,Acquired Lands Managed as WSA,{CDD5AF8C-EAAF-4EE9-A7FC-BC9915ECCE76},2640779.18091798,6513.7244247884
432,UT,NLCS000921,Mill Creek Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-139A,4,Wilderness Study Area,{71EC0C3F-4598-49F3-BE6B-3DD89EB99A62},39924494.6954825,65592.9059426144
433,UT,NLCS000875,Behind the Rocks,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-140A,4,Wilderness Study Area,{E04A2EC3-EEEE-4E5F-8021-D2F5A6F40BFC},52870235.8232207,60216.0221520457
436,UT,NLCS000905,Floy Canyon,UNK,No recommendation,1983/11/30 00:00:00+00,603,WSA,UT-060-068B,4,Wilderness Study Area,{3D209F43-6E89-4772-8225-4032280302A9},292515898.220257,189364.053506701
440,UT,NLCS000918,Lost Spring Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,202,WSA,UT-060-131B,4,Wilderness Study Area,{0165DD22-2C60-48CA-8D94-42AEADB90F6C},4877817.25844853,20541.1600011282
441,UT,NLCS000918,Lost Spring Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,202,WSA,UT-060-131B,4,Wilderness Study Area,{11374184-534C-40E0-B2A1-FBF16576FF25},1635872.64761708,7411.38032321261
445,UT,NLCS000929,Negro Bill Canyon,UNK,No recommendation,1982/09/14 00:00:00+00,603,WSA,UT-060-138,4,Wilderness Study Area,{C02383C9-136C-4C8C-9E3C-9D7F7F2D410A},30593791.7733461,48506.143344803
447,UT,NLCS000898,Dirty Devil,UNK,No recommendation,1983/11/30 00:00:00+00,603,WSA,UT-050-236A,4,Wilderness Study Area,{947533ED-5D1F-4902-95EF-4A19EDC9E45C},290901435.576099,266237.211898494
449,UT,NLCS000913,Indian Creek,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-164,4,Wilderness Study Area,{41E83BAE-9AA5-4465-A34D-C445ACF4864D},26524398.3741407,29117.4003509794
450,UT,NLCS000908,French Spring-Happy Canyon,UNK,No recommendation,1983/11/30 00:00:00+00,603,WSA,UT-050-236B,4,Wilderness Study Area,{FEB0461B-B5EC-4036-8D7A-C6636429668D},98361069.3208971,79293.9772550654
452,UT,NLCS000901,Fiddler Butte,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-050-241,4,Wilderness Study Area,{D36FC036-A86F-4EF1-9F61-19CA021303C5},296877512.542119,221778.321435337
453,UT,NLCS000878,Bridger Jack Mesa,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-167,4,Wilderness Study Area,{53B7D6FD-F9D7-4489-8F86-03F17CE72945},20708266.2353772,59493.850268095
454,UT,NLCS000891,Dark Canyon ISA Complex,UNK,No recommendation,1980/12/31 00:00:00+00,603,ISACLX,UT-ISA-002,4,Instant Study Area Complex,{753EFA9F-CF17-42D4-ABB7-1BAD0119D161},8025344.24505682,20331.2486884275
1655,UT,NLCS000911,Horseshoe Canyon (South),UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-050-237,4,Wilderness Study Area,{C4C6A2CD-ABE6-46E3-87C1-803EFB01FC0E},161238177.340378,95979.7178332008
1662,UT,NLCS000880,Bull Mountain,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-050-242,4,Wilderness Study Area,{B76619CD-0A41-4A53-A7A0-D744E45D0C44},52841192.2442526,42868.748676332
1663,UT,NLCS000923,Mt. Ellen-Blue Hills,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-050-238,4,Wilderness Study Area,{5887DD23-0D11-48CE-91BC-46D3EC24A61D},329587717.706621,253532.48212845
1682,UT,NLCS000910,Horseshoe Canyon (North),UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-045,4,Wilderness Study Area,{61956709-2110-472B-A4BB-DF31AB2F1502},8267341.08774836,18064.0453215468
1683,UT,NLCS000894,Desolation Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-068A,4,Wilderness Study Area,{EFE6243B-BA3B-4156-8E08-8568132CF35B},311067389.575201,274141.519861196
1684,UT,NLCS000894,Desolation Canyon,UNK,No recommendation,1980/12/31 00:00:00+00,603,WSA,UT-060-068A,4,Wilderness Study Area,{EF860B05-10E6-4A73-92F8-64610E72EB08},14982082.9615781,21706.7986447398
