id,bite_date,SpeciesIDDesc,BreedIDDesc,breed,GenderIDDesc,color,vaccination_yrs,vaccination_date,victim_zip,AdvIssuedYNDesc,WhereBittenIDDesc,quarantine_date,DispositionIDDesc,head_sent_date,release_date,ResultsIDDesc,FollowupYNDesc,ObjectId
684103,2019/09/25 00:00:00,CAT,,,FEMALE,BRN BLK,0,,40216,,BODY,,,,,,NO,2406
685583,2019/10/14 00:00:00,DOG,,,,,0,,40059,,UNKNOWN,,,,,,YES,2407
684985,2019/10/05 00:00:00,DOG,,,,,0,,0,,BODY,,,,,,NO,2408
686709,2019/11/03 00:00:00,DOG,PIT BULL,,FEMALE,TAN,0,,40299,,BODY,,,,,,NO,2409
684103,2019/09/25 00:00:00,CAT,,,FEMALE,BRN BLK,0,,40216,,BODY,,,,,,YES,2410
685584,2019/10/15 00:00:00,DOG,GERM SHEPHERD,,,,0,,40272,,BODY,,,,,,NO,2411
684985,2019/10/05 00:00:00,DOG,,,,,0,,0,,BODY,,,,,,YES,2412
686709,2019/11/03 00:00:00,DOG,PIT BULL,,FEMALE,TAN,0,,40299,,BODY,,,,,,YES,2413
685584,2019/10/15 00:00:00,DOG,GERM SHEPHERD,,,,0,,40272,,BODY,,,,,,YES,2414
686100,2019/10/20 00:00:00,DOG,SIBERAN HUSKY,,MALE,TAN BLK,0,2019/03/20 00:00:00,40213,,BODY,,,,2019/10/30 00:00:00,,NO,2415
684272,2019/09/26 00:00:00,DOG,ENGLISH BULLDOG,,MALE,WHT GRY,0,,40258,,BODY,,,,,,NO,2416
685095,2019/10/07 00:00:00,DOG,,,FEMALE,BLACK,0,,40258,,UNKNOWN,,,,,,NO,2417
687047,2019/11/08 00:00:00,DOG,COCKER SPAINEL,,FEMALE,BUFF,1,2019/11/22 00:00:00,47131,,BODY,,,,2019/11/18 00:00:00,,NO,2418
684479,2019/09/24 00:00:00,CAT,,,FEMALE,TORTIE,0,,40212,,BODY,,,,,,NO,2419
686710,2019/11/03 00:00:00,DOG,,,,,0,,40219,,BODY,,,,,,NO,2420
686710,2019/11/03 00:00:00,DOG,,,,,0,,40219,,BODY,,,,,,YES,2421
686711,2019/11/02 00:00:00,DOG,,,,BRN WHT,0,,40211,,BODY,,,,,,NO,2422
686711,2019/11/02 00:00:00,DOG,,,,BRN WHT,0,,40211,,BODY,,,,,,YES,2423
686712,2019/11/02 00:00:00,DOG,PIT BULL,,,,0,,40211,,UNKNOWN,,,,,,NO,2424
686712,2019/11/02 00:00:00,DOG,PIT BULL,,,,0,,40211,,UNKNOWN,,,,,,YES,2425
686714,2019/11/03 00:00:00,DOG,MIN PIN,,MALE,BLK TAN,3,2019/11/11 00:00:00,40229,,UNKNOWN,,,,2019/11/13 00:00:00,,NO,2426
686714,2019/11/03 00:00:00,DOG,MIN PIN,,MALE,BLK TAN,3,2019/11/11 00:00:00,40229,,UNKNOWN,,,,2019/11/13 00:00:00,,YES,2427
686715,,DOG,DACHSHUND,,FEMALE,BLK TAN,0,,0,,BODY,,,2019/10/24 00:00:00,,NEGATIVE,NO,2428
686715,,DOG,DACHSHUND,,FEMALE,BLK TAN,0,,0,,BODY,,,2019/10/24 00:00:00,,NEGATIVE,YES,2429
686776,2019/11/04 00:00:00,DOG,,,FEMALE,BROWN,0,,40291,,BODY,,,,,,NO,2430
686776,2019/11/04 00:00:00,DOG,,,FEMALE,BROWN,0,,40291,,BODY,,,,,,YES,2431
686777,2019/11/04 00:00:00,DOG,,RIDGEBACK MIX,MALE,BROWN,1,2019/12/04 00:00:00,40220,,BODY,,,,2019/11/14 00:00:00,,NO,2432
686777,2019/11/04 00:00:00,DOG,,RIDGEBACK MIX,MALE,BROWN,1,2019/12/04 00:00:00,40220,,BODY,,,,2019/11/14 00:00:00,,YES,2433
686778,2019/11/04 00:00:00,DOG,,WEST HIGHLAND,,WHITE,0,,40299,,BODY,,,,,,NO,2434
686778,2019/11/04 00:00:00,DOG,,WEST HIGHLAND,,WHITE,0,,40299,,BODY,,,,,,YES,2435
686779,2019/11/04 00:00:00,DOG,,,,,0,,40215,,UNKNOWN,,,,,,NO,2436
686779,2019/11/04 00:00:00,DOG,,,,,0,,40215,,UNKNOWN,,,,,,YES,2437
686782,2019/10/30 00:00:00,DOG,SHIH TZU,,MALE,GRY WHT,0,,40207,,BODY,,,,,,NO,2438
686782,2019/10/30 00:00:00,DOG,SHIH TZU,,MALE,GRY WHT,0,,40207,,BODY,,,,,,YES,2439
686783,2019/10/31 00:00:00,DOG,CHICHAUHUA,MIX,FEMALE,RED,0,,40218,,BODY,,,,,,NO,2440
686783,2019/10/31 00:00:00,DOG,CHICHAUHUA,MIX,FEMALE,RED,0,,40218,,BODY,,,,,,YES,2441
686862,2019/11/05 00:00:00,DOG,,,FEMALE,,0,,40272,,BODY,,,,,,NO,2442
686862,2019/11/05 00:00:00,DOG,,,FEMALE,,0,,40272,,BODY,,,,,,YES,2443
686908,2019/11/03 00:00:00,DOG,GERM SHEPHERD,MIX,FEMALE,BROWN,0,,40203,,BODY,,,,,,NO,2444
686908,2019/11/03 00:00:00,DOG,GERM SHEPHERD,MIX,FEMALE,BROWN,0,,40203,,BODY,,,,,,YES,2445
686910,2019/11/06 00:00:00,DOG,SHIH TZU,MIX,MALE,BRN WHT,1,2018/12/28 00:00:00,40241,,UNKNOWN,,,,2019/11/21 00:00:00,,NO,2446
686910,2019/11/06 00:00:00,DOG,SHIH TZU,MIX,MALE,BRN WHT,1,2018/12/28 00:00:00,40241,,UNKNOWN,,,,2019/11/21 00:00:00,,YES,2447
686911,,CAT,,,,,0,,47150,,,,,2019/10/30 00:00:00,,NEGATIVE,NO,2448
686911,,CAT,,,,,0,,47150,,,,,2019/10/30 00:00:00,,NEGATIVE,YES,2449
686963,2019/11/06 00:00:00,DOG,POMERANIAN,,FEMALE,BROWN,1,2019/01/15 00:00:00,40299,,BODY,,,,2019/11/26 00:00:00,,NO,2450
686963,2019/11/06 00:00:00,DOG,POMERANIAN,,FEMALE,BROWN,1,2019/01/15 00:00:00,40299,,BODY,,,,2019/11/26 00:00:00,,YES,2451
686965,2019/11/07 00:00:00,DOG,GERM SHEPHERD,,,BRN CREAM,0,,40245,,BODY,,,,,,NO,2452
686965,2019/11/07 00:00:00,DOG,GERM SHEPHERD,,,BRN CREAM,0,,40245,,BODY,,,,,,YES,2453
687022,2019/11/10 00:00:00,CAT,,,UNKNOWN,,0,,40222,,BODY,,,,2019/11/21 00:00:00,,NO,2454
687022,2019/11/10 00:00:00,CAT,,,UNKNOWN,,0,,40222,,BODY,,,,2019/11/21 00:00:00,,YES,2455
687023,2019/11/09 00:00:00,DOG,PIT BULL,MIX,FEMALE,BLK WHT,1,2019/03/07 00:00:00,40245,,UNKNOWN,,,,2019/11/25 00:00:00,,NO,2456
687023,2019/11/09 00:00:00,DOG,PIT BULL,MIX,FEMALE,BLK WHT,1,2019/03/07 00:00:00,40245,,UNKNOWN,,,,2019/11/25 00:00:00,,YES,2457
687024,2019/11/08 00:00:00,CAT,,,MALE,GREY,1,2019/12/19 00:00:00,40220,,BODY,,,,2019/11/19 00:00:00,,NO,2458
687024,2019/11/08 00:00:00,CAT,,,MALE,GREY,1,2019/12/19 00:00:00,40220,,BODY,,,,2019/11/19 00:00:00,,YES,2459
687025,2019/11/08 00:00:00,DOG,,GOLDEN DOODLE,FEMALE,LIGHT BRWN,1,2019/02/01 00:00:00,40213,,UNKNOWN,,,,2019/11/19 00:00:00,,NO,2460
687025,2019/11/08 00:00:00,DOG,,GOLDEN DOODLE,FEMALE,LIGHT BRWN,1,2019/02/01 00:00:00,40213,,UNKNOWN,,,,2019/11/19 00:00:00,,YES,2461
687468,2019/11/15 00:00:00,DOG,,,,BLACK,0,,40207,,BODY,,,,,,NO,2462
687042,2019/11/12 00:00:00,DOG,BULL DOG,,UNKNOWN,,0,,40212,,BODY,,,,,,NO,2463
687042,2019/11/12 00:00:00,DOG,BULL DOG,,UNKNOWN,,0,,40212,,BODY,,,,,,YES,2464
687044,2019/11/12 00:00:00,DOG,SIBERAN HUSKY,,FEMALE,GRAY/WHT,1,2018/07/07 00:00:00,40272,,BODY,,,,2019/11/22 00:00:00,,NO,2465
687044,2019/11/12 00:00:00,DOG,SIBERAN HUSKY,,FEMALE,GRAY/WHT,1,2018/07/07 00:00:00,40272,,BODY,,,,2019/11/22 00:00:00,,YES,2466
687045,2019/11/10 00:00:00,DOG,,AUSTRIAN SHEPHE,MALE,BLK/WHT,0,,40204,,BODY,,,,,,NO,2467
687045,2019/11/10 00:00:00,DOG,,AUSTRIAN SHEPHE,MALE,BLK/WHT,0,,40204,,BODY,,,,,,YES,2468
685095,2019/10/07 00:00:00,DOG,,,FEMALE,BLACK,0,,40258,,UNKNOWN,,,,,,YES,2469
686100,2019/10/20 00:00:00,DOG,SIBERAN HUSKY,,MALE,TAN BLK,0,2019/03/20 00:00:00,40213,,BODY,,,,2019/10/30 00:00:00,,YES,2470
687468,2019/11/15 00:00:00,DOG,,,,BLACK,0,,40207,,BODY,,,,,,YES,2471
685105,2019/10/06 00:00:00,DOG,,JACK RUS MIX,MALE,BLK WHT,1,2019/09/20 00:00:00,40228,,BODY,,,,2019/10/17 00:00:00,,NO,2472
684479,2019/09/24 00:00:00,CAT,,,FEMALE,TORTIE,0,,40212,,BODY,,,,,,YES,2473
686101,2019/10/22 00:00:00,DOG,PUG,BEAGLE MIX,FEMALE,BROWN,3,2019/03/25 00:00:00,40202,,BODY,,,,2019/11/06 00:00:00,,NO,2474
687521,2019/11/21 00:00:00,DOG,PIT BULL,,,,0,,40211,,HEAD,,,,,,NO,2475
685641,2019/10/16 00:00:00,DOG,BEAGLE,MIX,MALE,BRN WHT,1,2019/07/02 00:00:00,40229,,BODY,,,,2019/10/28 00:00:00,,NO,2476
685105,2019/10/06 00:00:00,DOG,,JACK RUS MIX,MALE,BLK WHT,1,2019/09/20 00:00:00,40228,,BODY,,,,2019/10/17 00:00:00,,YES,2477
686101,2019/10/22 00:00:00,DOG,PUG,BEAGLE MIX,FEMALE,BROWN,3,2019/03/25 00:00:00,40202,,BODY,,,,2019/11/06 00:00:00,,YES,2478
684272,2019/09/26 00:00:00,DOG,ENGLISH BULLDOG,,MALE,WHT GRY,0,,40258,,BODY,,,,,,YES,2479
685641,2019/10/16 00:00:00,DOG,BEAGLE,MIX,MALE,BRN WHT,1,2019/07/02 00:00:00,40229,,BODY,,,,2019/10/28 00:00:00,,YES,2480
684645,2019/09/30 00:00:00,DOG,,,,BLACK,0,,40216,,BODY,,,,2019/10/10 00:00:00,,NO,2481
687521,2019/11/21 00:00:00,DOG,PIT BULL,,,,0,,40211,,HEAD,,,,,,YES,2482
687524,2019/11/20 00:00:00,CAT,,TABBY,MALE,BROWN,0,,40217,,BODY,,,,,,NO,2483
687047,2019/11/08 00:00:00,DOG,COCKER SPAINEL,,FEMALE,BUFF,1,2019/11/22 00:00:00,47131,,BODY,,,,2019/11/18 00:00:00,,YES,2484
685108,2019/10/05 00:00:00,CAT,,DSH,MALE,WHT BLK,0,,40219,,BODY,,,,,,NO,2485
684289,,CAT,,,,,0,,40220,,,,,2019/09/23 00:00:00,,NEGATIVE,NO,2486
686102,2019/10/22 00:00:00,DOG,,TERRIER,,WHITE,0,,40299,,UNKNOWN,,,,,,NO,2487
687524,2019/11/20 00:00:00,CAT,,TABBY,MALE,BROWN,0,,40217,,BODY,,,,,,YES,2488
685740,2019/10/16 00:00:00,DOG,,STAFFORDSHIRE,MALE,CREAM,0,,40228,,BODY,,,,,,NO,2489
684645,2019/09/30 00:00:00,DOG,,,,BLACK,0,,40216,,BODY,,,,2019/10/10 00:00:00,,YES,2490
687169,2019/11/09 00:00:00,DOG,BULL DOG,,,BLK/WHT,0,,40299,,BODY,,,,,,NO,2491
685108,2019/10/05 00:00:00,CAT,,DSH,MALE,WHT BLK,0,,40219,,BODY,,,,,,YES,2492
684289,,CAT,,,,,0,,40220,,,,,2019/09/23 00:00:00,,NEGATIVE,YES,2493
686102,2019/10/22 00:00:00,DOG,,TERRIER,,WHITE,0,,40299,,UNKNOWN,,,,,,YES,2494
687526,2019/11/18 00:00:00,DOG,,,,,0,,40214,,BODY,,,,,,NO,2495
685740,2019/10/16 00:00:00,DOG,,STAFFORDSHIRE,MALE,CREAM,0,,40228,,BODY,,,,,,YES,2496
684648,2019/09/29 00:00:00,CAT,,DSH,MALE,GREY,1,2019/04/01 00:00:00,40219,,BODY,,,,2019/10/11 00:00:00,,NO,2497
687169,2019/11/09 00:00:00,DOG,BULL DOG,,,BLK/WHT,0,,40299,,BODY,,,,,,YES,2498
685109,2019/10/06 00:00:00,DOG,CHICHAUHUA,,MALE,BLK BRN,0,,0,,BODY,,,,,,NO,2499
684372,2019/09/26 00:00:00,DOG,GERM SHEPHERD,,MALE,WHITE,1,2018/10/11 00:00:00,40215,,BODY,,,,2019/10/07 00:00:00,,NO,2500
686186,2019/10/24 00:00:00,DOG,SIBERAN HUSKY,,MALE,RED/WHITE,0,,40216,,BODY,,,,,,NO,2501
687526,2019/11/18 00:00:00,DOG,,,,,0,,40214,,BODY,,,,,,YES,2502
685741,2019/10/17 00:00:00,DOG,DOBERMAN,,MALE,BRN RED,1,2019/11/21 00:00:00,40118,,BODY,,,,2019/10/28 00:00:00,,NO,2503
684648,2019/09/29 00:00:00,CAT,,DSH,MALE,GREY,1,2019/04/01 00:00:00,40219,,BODY,,,,2019/10/11 00:00:00,,YES,2504
687246,2019/11/14 00:00:00,DOG,GERM SHEPHERD,,MALE,BROWN,0,,40210,,BODY,,,,,,NO,2505
685109,2019/10/06 00:00:00,DOG,CHICHAUHUA,,MALE,BLK BRN,0,,0,,BODY,,,,,,YES,2506
684372,2019/09/26 00:00:00,DOG,GERM SHEPHERD,,MALE,WHITE,1,2018/10/11 00:00:00,40215,,BODY,,,,2019/10/07 00:00:00,,YES,2507
686186,2019/10/24 00:00:00,DOG,SIBERAN HUSKY,,MALE,RED/WHITE,0,,40216,,BODY,,,,,,YES,2508
687562,2018/11/22 00:00:00,DOG,HUSKY,,MALE,BRN WHT,0,,40299,,HEAD,,,,,,NO,2509
687246,2019/11/14 00:00:00,DOG,GERM SHEPHERD,,MALE,BROWN,0,,40210,,BODY,,,,,,YES,2510
685741,2019/10/17 00:00:00,DOG,DOBERMAN,,MALE,BRN RED,1,2019/11/21 00:00:00,40118,,BODY,,,,2019/10/28 00:00:00,,YES,2511
687247,2019/11/13 00:00:00,DOG,,CHOW/BOXER/MIX,FEMALE,RED,0,,0,,BODY,,,,,,NO,2512
684650,2019/09/30 00:00:00,CAT,,,,GRAY,0,,40218,,UNKNOWN,,,,,,NO,2513
684374,2019/09/29 00:00:00,DOG,HUSKY,,,BLK WHTE,1,2019/11/14 00:00:00,40229,,HEAD,,,,2019/10/08 00:00:00,,NO,2514
687562,2018/11/22 00:00:00,DOG,HUSKY,,MALE,BRN WHT,0,,40299,,HEAD,,,,,,YES,2515
686261,2019/10/25 00:00:00,DOG,,,MALE,TAN,1,2019/10/10 00:00:00,40207,,BODY,,,,2019/11/04 00:00:00,,NO,2516
684374,2019/09/29 00:00:00,DOG,HUSKY,,,BLK WHTE,1,2019/11/14 00:00:00,40229,,HEAD,,,,2019/10/08 00:00:00,,YES,2517
687563,2019/11/23 00:00:00,DOG,,CAIRN TERRIER,FEMALE,BRINDLE,1,2019/09/23 00:00:00,40207,,HEAD,,,,2019/12/03 00:00:00,,NO,2518
684650,2019/09/30 00:00:00,CAT,,,,GRAY,0,,40218,,UNKNOWN,,,,,,YES,2519
685743,2019/10/03 00:00:00,BAT,,,,,0,,47112,,BODY,,,2019/10/03 00:00:00,,NEGATIVE,NO,2520
687247,2019/11/13 00:00:00,DOG,,CHOW/BOXER/MIX,FEMALE,RED,0,,0,,BODY,,,,,,YES,2521
685112,2019/10/03 00:00:00,DOG,AAUST. TERR.,,FEMALE,BRN WHT,1,2019/10/17 00:00:00,40118,,BODY,,,,2019/10/15 00:00:00,,NO,2522
685743,2019/10/03 00:00:00,BAT,,,,,0,,47112,,BODY,,,2019/10/03 00:00:00,,NEGATIVE,YES,2523
684652,2019/09/10 00:00:00,DOG,PIT BULL,,FEMALE,SILVER TAN,0,,40219,,BODY,,,,,,NO,2524
687248,2019/11/14 00:00:00,DOG,PIT BULL,,MALE,BLACK,0,,0,,BODY,,,,2019/11/26 00:00:00,,NO,2525
686261,2019/10/25 00:00:00,DOG,,,MALE,TAN,1,2019/10/10 00:00:00,40207,,BODY,,,,2019/11/04 00:00:00,,YES,2526
684375,2019/09/29 00:00:00,DOG,,MIX,,TRI,0,,40258,,HEAD,,,,,,NO,2527
687563,2019/11/23 00:00:00,DOG,,CAIRN TERRIER,FEMALE,BRINDLE,1,2019/09/23 00:00:00,40207,,HEAD,,,,2019/12/03 00:00:00,,YES,2528
685112,2019/10/03 00:00:00,DOG,AAUST. TERR.,,FEMALE,BRN WHT,1,2019/10/17 00:00:00,40118,,BODY,,,,2019/10/15 00:00:00,,YES,2529
685796,2019/10/18 00:00:00,CAT,,,FEMALE,WHT GRY,0,,40215,,BODY,,,,,,NO,2530
684652,2019/09/10 00:00:00,DOG,PIT BULL,,FEMALE,SILVER TAN,0,,40219,,BODY,,,,,,YES,2531
687248,2019/11/14 00:00:00,DOG,PIT BULL,,MALE,BLACK,0,,0,,BODY,,,,2019/11/26 00:00:00,,YES,2532
686262,2019/10/21 00:00:00,DOG,,,,,0,,40229,,BODY,,,,,,NO,2533
684375,2019/09/29 00:00:00,DOG,,MIX,,TRI,0,,40258,,HEAD,,,,,,YES,2534
687568,2019/11/23 00:00:00,DOG,AKITA,,MALE,TRI,1,2019/12/16 00:00:00,40245,,HEAD,,,,2019/12/05 00:00:00,,NO,2535
685116,2019/10/04 00:00:00,CAT,,DSH,FEMALE,CALICO,0,,40219,,BODY,,,,2019/10/14 00:00:00,,NO,2536
685796,2019/10/18 00:00:00,CAT,,,FEMALE,WHT GRY,0,,40215,,BODY,,,,,,YES,2537
684653,,OTHER,,CALD,,,0,,47122,,,,,2019/09/25 00:00:00,,NEGATIVE,NO,2538
687294,2019/11/15 00:00:00,DOG,ROTTWEILER,,,,0,,40210,,HEAD,,,,,,NO,2539
686262,2019/10/21 00:00:00,DOG,,,,,0,,40229,,BODY,,,,,,YES,2540
684378,2019/09/29 00:00:00,DOG,PIT BULL,,FEMALE,WHT GRY,3,2019/10/07 00:00:00,40291,,HEAD,,,,2019/10/10 00:00:00,,NO,2541
687568,2019/11/23 00:00:00,DOG,AKITA,,MALE,TRI,1,2019/12/16 00:00:00,40245,,HEAD,,,,2019/12/05 00:00:00,,YES,2542
685116,2019/10/04 00:00:00,CAT,,DSH,FEMALE,CALICO,0,,40219,,BODY,,,,2019/10/14 00:00:00,,YES,2543
685798,2019/10/19 00:00:00,DOG,FRENCH BULLDOG,,MALE,BRINDLE,3,2019/06/14 00:00:00,47122,,BODY,,,,2019/10/29 00:00:00,,NO,2544
684653,,OTHER,,CALD,,,0,,47122,,,,,2019/09/25 00:00:00,,NEGATIVE,YES,2545
687294,2019/11/15 00:00:00,DOG,ROTTWEILER,,,,0,,40210,,HEAD,,,,,,YES,2546
686263,2019/10/26 00:00:00,DOG,GERM SHEPHERD,,,TAN BLK,1,2019/03/21 00:00:00,40214,,BODY,,,,2019/11/05 00:00:00,,NO,2547
684378,2019/09/29 00:00:00,DOG,PIT BULL,,FEMALE,WHT GRY,3,2019/10/07 00:00:00,40291,,HEAD,,,,2019/10/10 00:00:00,,YES,2548
687571,2019/11/24 00:00:00,DOG,COCKER SPAINEL,,MALE,BROWN,0,,40299,,HEAD,,,,,,NO,2549
685315,2019/10/04 00:00:00,DOG,FOX TERRIER,,MALE,WHT BLK,0,,40272,,BODY,,,2019/10/04 00:00:00,,NEGATIVE,NO,2550
684655,,BAT,,,,,0,,40204,,,,,2019/09/25 00:00:00,,NEGATIVE,NO,2551
687297,2019/11/08 00:00:00,DOG,COCKER SPAINEL,,FEMALE,TAN,1,2019/12/03 00:00:00,40215,,BODY,,,,2019/11/18 00:00:00,,NO,2552
686263,2019/10/26 00:00:00,DOG,GERM SHEPHERD,,,TAN BLK,1,2019/03/21 00:00:00,40214,,BODY,,,,2019/11/05 00:00:00,,YES,2553
684379,2019/09/26 00:00:00,DOG,BOXER,,FEMALE,FAWN,3,2018/12/02 00:00:00,40207,,BODY,,,,2019/10/07 00:00:00,,NO,2554
685798,2019/10/19 00:00:00,DOG,FRENCH BULLDOG,,MALE,BRINDLE,3,2019/06/14 00:00:00,47122,,BODY,,,,2019/10/29 00:00:00,,YES,2555
687297,2019/11/08 00:00:00,DOG,COCKER SPAINEL,,FEMALE,TAN,1,2019/12/03 00:00:00,40215,,BODY,,,,2019/11/18 00:00:00,,YES,2556
684655,,BAT,,,,,0,,40204,,,,,2019/09/25 00:00:00,,NEGATIVE,YES,2557
687571,2019/11/24 00:00:00,DOG,COCKER SPAINEL,,MALE,BROWN,0,,40299,,HEAD,,,,,,YES,2558
685315,2019/10/04 00:00:00,DOG,FOX TERRIER,,MALE,WHT BLK,0,,40272,,BODY,,,2019/10/04 00:00:00,,NEGATIVE,YES,2559
687301,2019/11/08 00:00:00,DOG,BEAGLE,MIX,MALE,BRINDLE,1,2018/11/29 00:00:00,40204,,BODY,,,,2019/11/18 00:00:00,,NO,2560
684754,2019/09/30 00:00:00,DOG,,,,BRN WHT,0,,40243,,BODY,,,,,,NO,2561
687572,2019/11/24 00:00:00,DOG,PIT BULL,,FEMALE,BROWNISH,0,,40218,,BODY,,,,,,NO,2562
686264,2019/10/25 00:00:00,CAT,,DSH,,BLAK,0,,40206,,UNKNOWN,,,,,,NO,2563
684379,2019/09/26 00:00:00,DOG,BOXER,,FEMALE,FAWN,3,2018/12/02 00:00:00,40207,,BODY,,,,2019/10/07 00:00:00,,YES,2564
685800,2019/10/20 00:00:00,DOG,,,,GRY WHT,1,2019/11/22 00:00:00,40291,,BODY,,,,2019/10/30 00:00:00,,NO,2565
685441,2019/10/11 00:00:00,DOG,LABRADOR RETRIV,,FEMALE,BLACK,1,2019/10/05 00:00:00,40219,,HEAD,,,,2019/10/24 00:00:00,,NO,2566
687301,2019/11/08 00:00:00,DOG,BEAGLE,MIX,MALE,BRINDLE,1,2018/11/29 00:00:00,40204,,BODY,,,,2019/11/18 00:00:00,,YES,2567
684754,2019/09/30 00:00:00,DOG,,,,BRN WHT,0,,40243,,BODY,,,,,,YES,2568
687572,2019/11/24 00:00:00,DOG,PIT BULL,,FEMALE,BROWNISH,0,,40218,,BODY,,,,,,YES,2569
686264,2019/10/25 00:00:00,CAT,,DSH,,BLAK,0,,40206,,UNKNOWN,,,,,,YES,2570
684381,2019/09/26 00:00:00,DOG,,,,,0,,40208,,BODY,,,,,,NO,2571
685800,2019/10/20 00:00:00,DOG,,,,GRY WHT,1,2019/11/22 00:00:00,40291,,BODY,,,,2019/10/30 00:00:00,,YES,2572
685441,2019/10/11 00:00:00,DOG,LABRADOR RETRIV,,FEMALE,BLACK,1,2019/10/05 00:00:00,40219,,HEAD,,,,2019/10/24 00:00:00,,YES,2573
687302,2019/11/10 00:00:00,DOG,SHAR-PEI,MIX,FEMALE,BLACK,0,,40210,,BODY,,,,2019/11/21 00:00:00,,NO,2574
684758,2019/09/30 00:00:00,DOG,BOXER,MIXED,FEMALE,BRN WHT,1,2019/10/11 00:00:00,40245,,BODY,,,,2019/10/11 00:00:00,,NO,2575
687573,2019/11/24 00:00:00,DOG,GOLD RETRIEVER,,,BROWN,0,,40205,,BODY,,,,,,NO,2576
686265,2019/10/27 00:00:00,DOG,,MIX,FEMALE,BROWN,0,,40214,,HEAD,,,,2019/11/06 00:00:00,,NO,2577
684381,2019/09/26 00:00:00,DOG,,,,,0,,40208,,BODY,,,,,,YES,2578
685802,2019/10/20 00:00:00,DOG,,,,TAN,0,,40206,,UNKNOWN,,,,,,NO,2579
685446,2019/10/11 00:00:00,CAT,,,FEMALE,WHT BRN,1,2019/08/28 00:00:00,40242,,UNKNOWN,,,,2019/10/22 00:00:00,,NO,2580
687302,2019/11/10 00:00:00,DOG,SHAR-PEI,MIX,FEMALE,BLACK,0,,40210,,BODY,,,,2019/11/21 00:00:00,,YES,2581
684758,2019/09/30 00:00:00,DOG,BOXER,MIXED,FEMALE,BRN WHT,1,2019/10/11 00:00:00,40245,,BODY,,,,2019/10/11 00:00:00,,YES,2582
687573,2019/11/24 00:00:00,DOG,GOLD RETRIEVER,,,BROWN,0,,40205,,BODY,,,,,,YES,2583
686265,2019/10/27 00:00:00,DOG,,MIX,FEMALE,BROWN,0,,40214,,HEAD,,,,2019/11/06 00:00:00,,YES,2584
684383,2019/09/27 00:00:00,DOG,,KOMONDOR,FEMALE,WHITE,1,2019/01/11 00:00:00,40241,,BODY,,,,2019/10/07 00:00:00,,NO,2585
685802,2019/10/20 00:00:00,DOG,,,,TAN,0,,40206,,UNKNOWN,,,,,,YES,2586
685446,2019/10/11 00:00:00,CAT,,,FEMALE,WHT BRN,1,2019/08/28 00:00:00,40242,,UNKNOWN,,,,2019/10/22 00:00:00,,YES,2587
687303,2019/11/09 00:00:00,DOG,MALTASE,MIX,MALE,WHITE,0,,40272,,BODY,,,,,,NO,2588
684763,2019/09/30 00:00:00,DOG,BERNESEN MT.,,MALE,TRI,3,2019/03/04 00:00:00,40206,,BODY,,,,2019/10/11 00:00:00,,NO,2589
687574,2019/11/24 00:00:00,DOG,,,,GRY WHT,0,,40218,,UNKNOWN,,,,,,NO,2590
684383,2019/09/27 00:00:00,DOG,,KOMONDOR,FEMALE,WHITE,1,2019/01/11 00:00:00,40241,,BODY,,,,2019/10/07 00:00:00,,YES,2591
685803,2019/10/18 00:00:00,DOG,,,MALE,BRINDLE,1,2019/11/13 00:00:00,40258,,UNKNOWN,,,,2019/10/30 00:00:00,,NO,2592
685449,2019/10/10 00:00:00,DOG,SHIH TZU,,FEMALE,BLK WHT,1,2019/11/08 00:00:00,40214,,BODY,,,,2019/10/21 00:00:00,,NO,2593
684763,2019/09/30 00:00:00,DOG,BERNESEN MT.,,MALE,TRI,3,2019/03/04 00:00:00,40206,,BODY,,,,2019/10/11 00:00:00,,YES,2594
685803,2019/10/18 00:00:00,DOG,,,MALE,BRINDLE,1,2019/11/13 00:00:00,40258,,UNKNOWN,,,,2019/10/30 00:00:00,,YES,2595
686267,2019/10/27 00:00:00,FERRET,BOXER,,MALE,BROWN,0,,0,,BODY,,,,2019/11/06 00:00:00,,NO,2596
684385,2019/09/28 00:00:00,DOG,,POINTER,MALE,BLK WHT,0,2019/08/01 00:00:00,40216,,BODY,,,,,,NO,2597
687303,2019/11/09 00:00:00,DOG,MALTASE,MIX,MALE,WHITE,0,,40272,,BODY,,,,,,YES,2598
687574,2019/11/24 00:00:00,DOG,,,,GRY WHT,0,,40218,,UNKNOWN,,,,,,YES,2599
684385,2019/09/28 00:00:00,DOG,,POINTER,MALE,BLK WHT,0,2019/08/01 00:00:00,40216,,BODY,,,,,,YES,2600
687304,2019/11/14 00:00:00,DOG,PIT BULL,,FEMALE,GRY WHT,0,,40206,,BODY,,,,,,NO,2601
685449,2019/10/10 00:00:00,DOG,SHIH TZU,,FEMALE,BLK WHT,1,2019/11/08 00:00:00,40214,,BODY,,,,2019/10/21 00:00:00,,YES,2602
684765,2019/09/30 00:00:00,DOG,FOX TERRIER,,MALE,WHT BLK,0,,40258,,BODY,,,2019/10/04 00:00:00,,NEGATIVE,NO,2603
685804,2019/10/17 00:00:00,DOG,,,MALE,WHIT BLK,0,,40228,,BODY,,,,,,NO,2604
686267,2019/10/27 00:00:00,FERRET,BOXER,,MALE,BROWN,0,,0,,BODY,,,,2019/11/06 00:00:00,,YES,2605
