X,Y,OBJECTID,Loc_name,Status,Score,Match_type,Match_addr,User_fld,Addr_type,Side,ARC_Street,ARC_City,ARC_State,ARC_ZIP,Facility_Name,Notification_ID,Facility_Address,Abatement_Contractor,Demo_Contractor,DateStartActual,MonthStart,DayStart,YearStart,DateEndActual,MonthEnd,DayEnd,YearEnd,GEOID10_Tract,ZCTA5CE10,DRPS_ResStr,D3_SurveyParcelID
13451114.8480971,281013.885170609,3498,ParcelLocator_,M,100.0,A,"2959 S DEACON ST, DETROIT, MI, 48217",20012241.,StreetAddress,,2959 S. DEACON ST,DETROIT,MI,482,VACANT,20123309,2959 S. DEACON,,"1 WAY SERVICE, INC.",2012/06/18 00:00:00+00,6,18,2012,2012/06/18 00:00:00+00,6.0,18,2012,26163524800.0,48217.0,1.0,20012241.72
13448351.3720472,279555.340879261,3499,ParcelLocator_,M,100.0,A,"3626 ELECTRIC AVE, DETROIT, MI, 48217",20014041.,StreetAddress,,3626 ELECTRIC AVE,Detroit,MI,482,VACANT,20123308,3626 ELECTRIC,,"1 WAY SERVICE, INC.",2012/06/04 00:00:00+00,6,4,2012,2012/06/05 00:00:00+00,6.0,5,2012,26163524800.0,48217.0,1.0,20014041.33
13470007.7142389,317749.532152236,3500,ParcelLocator_,M,100.0,A,"6406 TRUMBULL ST, DETROIT, MI, 48202",06006075.,StreetAddress,,6406 TRUMBULL ST,Detroit,MI,482,VACANT,20123299,6406 TRUMBULL,,WARM TRAINING CENTER,2012/06/05 00:00:00+00,6,5,2012,2012/06/08 00:00:00+00,6.0,8,2012,26163522400.0,48202.0,1.0,06006075.8392
13434842.3074147,317308.433727041,3501,ParcelLocator_,M,90.87,A,"17049 W CHICAGO ST, DETROIT, MI, 48228",22003747-8,StreetAddress,,17049 CHICAGO ST,DETROIT,MI,482,ABANDONED,20117213,17049 CHICAGO,PROFESSIONAL ABATEME,"1 WAY SERVICE, INC.",2011/06/06 00:00:00+00,6,6,2011,2011/09/09 00:00:00+00,9.0,9,2011,26163545300.0,48228.0,1.0,22003747-8
13454658.3864829,287051.054461941,3502,ParcelLocator_,M,100.0,A,"11930 PLEASANT ST, DETROIT, MI, 48217",20017710.002L,StreetAddress,,11930 PLEASANT ST,Detroit,MI,482,PATTERSON LABORATORIES,20116156,11930 PLEASANT,,RJ TORCHING,2011/06/15 00:00:00+00,6,15,2011,2011/06/27 00:00:00+00,6.0,27,2011,26163524500.0,48217.0,,20017710.002L
13469703.6154856,309257.33431758,3503,ParcelLocator_,M,100.0,A,"2432 SELDEN ST, DETROIT, MI, 48208",10006691.002L,StreetAddress,,2432 SELDEN ST,Detroit,MI,482,VACANT STRUCTURE,20115998,2432 SELDEN,,DMC CONSULTANTS INC,2011/06/30 00:00:00+00,6,30,2011,2011/07/07 00:00:00+00,7.0,7,2011,26163522000.0,48208.0,1.0,10006691.002L
13483099.6269685,314936.090551183,3504,ParcelLocator_,M,100.0,A,"2265 MACK AVE, DETROIT, MI, 48207",09001816.,StreetAddress,,2265 MACK AVE,Detroit,MI,482,RESIDENCE,20115832,2265 MACK,,DMC CONSULTANTS,2011/06/28 00:00:00+00,6,28,2011,2011/06/30 00:00:00+00,6.0,30,2011,26163518800.0,48207.0,,09001816.6372
13482811.265748,314619.809383199,3505,ParcelLocator_,M,100.0,A,"2174 MACK AVE, DETROIT, MI, 48207",09001777.,StreetAddress,,2174 MACK AVE,Detroit,MI,482,ABANDONED SCHEUDLED FOR D,20115814,2174 MACK,,DMC CONSULTANTS INC,2011/06/17 00:00:00+00,6,17,2011,2011/06/24 00:00:00+00,6.0,24,2011,26163518800.0,48207.0,,09001777.6178
13507352.8149606,329974.518044621,3506,ParcelLocator_,M,100.0,A,"4603 BALFOUR RD, DETROIT, MI, 48224",21068802.,StreetAddress,,4603 BALFOUR RD,Detroit,MI,482,VACANT STRUCTURE,20115805,4603 BALFOUR,,ABLE DEMOLITION INC,2011/06/24 00:00:00+00,6,24,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163502000.0,48224.0,1.0,21068802.15973
13488388.6866798,310318.444225729,3507,ParcelLocator_,M,100.0,A,"3200 E LAFAYETTE BLVD, DETROIT, MI, 48207",13000172-420,StreetAddress,,3200 EAST LAFAYETTE BLVD,DETROIT,MI,482,FORMER MARTIN LUTHER KING,20115653,3200 EAST LAFAY,PROFESSIONAL ABATEME,ADAMO DEMOLITION CO,2011/06/22 00:00:00+00,6,22,2011,2011/09/09 00:00:00+00,9.0,9,2011,26163516600.0,48207.0,,13000172-420
13488296.3208661,335254.362204731,3508,ParcelLocator_,M,100.0,A,"8487 KENNEY ST, DETROIT, MI, 48234",17003005-6,StreetAddress,,8487 KENNEY ST,Detroit,MI,482,ABANDONED STRUCTURE,20115523,8487 KENNEY,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/20 00:00:00+00,6,20,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163504800.0,48234.0,1.0,17003005-6
13488188.2654199,335651.962270334,3509,ParcelLocator_,M,100.0,A,"8456 ELGIN ST, DETROIT, MI, 48234",17003205.,StreetAddress,,8456 ELGIN ST,Detroit,MI,482,ABANDONED STRUCTURE,20115521,8456 ELGIN,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/20 00:00:00+00,6,20,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163504800.0,48234.0,,17003205.19313
13488157.1489501,335635.853346452,3510,ParcelLocator_,M,100.0,A,"8450 ELGIN ST, DETROIT, MI, 48234",17003206.,StreetAddress,,8450 ELGIN ST,Detroit,MI,482,ABANDONED STRUCTURE,20115520,8450 ELGIN,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/20 00:00:00+00,6,20,2011,2011/06/20 00:00:00+00,6.0,20,2011,26163504800.0,48234.0,1.0,17003206.19313
13488327.3421916,335579.509186357,3511,ParcelLocator_,M,100.0,A,"8499 MONTLIEU ST, DETROIT, MI, 48234",17003183.,StreetAddress,,8499 MONTLIEU ST,Detroit,MI,482,ABANDONED STRUCTURE,20115519,8499 MONTLIEU,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/15 00:00:00+00,6,15,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163504800.0,48234.0,1.0,17003183.19220
13488207.7870735,335517.018044621,3512,ParcelLocator_,M,100.0,A,"8469 MONTLIEU ST, DETROIT, MI, 48234",17003179.,StreetAddress,,8469 MONTLIEU ST,Detroit,MI,482,ABANDONED STRUCTURE,20115518,8469 MONTLIEU,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/15 00:00:00+00,6,15,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163504800.0,48234.0,1.0,17003179.19220
13488437.1604331,335469.136811018,3513,ParcelLocator_,M,100.0,A,"8506 MONTLIEU ST, DETROIT, MI, 48234",17003033.,StreetAddress,,8506 MONTLIEU ST,Detroit,MI,482,ABANDONED STRUCTURE,20115517,8506 MONTLIEU,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/15 00:00:00+00,6,15,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163504800.0,48234.0,1.0,17003033.19134
13488383.960958,335441.214566931,3514,ParcelLocator_,M,100.0,A,"8494 MONTLIEU ST, DETROIT, MI, 48234",17003035.,StreetAddress,,8494 MONTLIEU ST,Detroit,MI,482,ABANDONED STRUCTURE,20115516,8494 MONTLIEU,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/15 00:00:00+00,6,15,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163504800.0,48234.0,,17003035.19134
13488264.4708005,335378.432086617,3515,ParcelLocator_,M,100.0,A,"8472 MONTLIEU ST, DETROIT, MI, 48234",17003039-40,StreetAddress,,8472 MONTLIEU ST,Detroit,MI,482,ABANDONED STRUCTURE,20115515,8472 MONTLIEU,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/15 00:00:00+00,6,15,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163504800.0,48234.0,1.0,17003039-40
13488420.4146982,335628.226706043,3516,ParcelLocator_,M,100.0,A,"8517 MONTLIEU ST, DETROIT, MI, 48234",17003186.,StreetAddress,,8517 MONTLIEU ST,Detroit,MI,482,ABANDONED STRUCTURE,20115514,8517 MONTLIEU,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/15 00:00:00+00,6,15,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163504800.0,48234.0,,17003186.19220
13488393.8717192,335614.290354326,3517,ParcelLocator_,M,100.0,A,"8511 MONTLIEU ST, DETROIT, MI, 48234",17003185.,StreetAddress,,8511 MONTLIEU ST,Detroit,MI,482,ABANDONED STRUCTURE,20115513,8511 MONTLIEU,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/15 00:00:00+00,6,15,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163504800.0,48234.0,1.0,17003185.19220
13488367.2037402,335600.422572181,3518,ParcelLocator_,M,100.0,A,"8505 MONTLIEU ST, DETROIT, MI, 48234",17003184.,StreetAddress,,8505 MONTLIEU ST,Detroit,MI,482,ABANDONED STRUCTURE,20115512,8505 MONTLIEU,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/15 00:00:00+00,6,15,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163504800.0,48234.0,1.0,17003184.19220
13488181.1879921,335503.137467191,3519,ParcelLocator_,M,100.0,A,"8461 MONTLIEU ST, DETROIT, MI, 48234",17003178.,StreetAddress,,8461 MONTLIEU ST,Detroit,MI,482,ABANDONED STRUCTURE,20115511,8461 MONTLIEU,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/15 00:00:00+00,6,15,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163504800.0,48234.0,1.0,17003178.19220
13488154.6433727,335489.202427819,3520,ParcelLocator_,M,100.0,A,"8457 MONTLIEU ST, DETROIT, MI, 48234",17003177.,StreetAddress,,8457 MONTLIEU ST,Detroit,MI,482,ABANDONED STRUCTURE,20115510,8457 MONTLIEU,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/15 00:00:00+00,6,15,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163504800.0,48234.0,1.0,17003177.19220
13488128.1003937,335475.266076118,3521,ParcelLocator_,M,100.0,A,"8451 MONTLIEU ST, DETROIT, MI, 48234",17003176.,StreetAddress,,8451 MONTLIEU ST,Detroit,MI,482,ABANDONED STRUCTURE,20115509,8451 MONTLIEU,LAKESHORE ENG SERVIC,ABLE DEMOLITION INC,2011/06/15 00:00:00+00,6,15,2011,2011/07/15 00:00:00+00,7.0,15,2011,26163504800.0,48234.0,1.0,17003176.19220
13482352.5600394,313401.835301831,3522,ParcelLocator_,M,100.0,A,"1909 ERSKINE ST, DETROIT, MI, 48207",09005097.,StreetAddress,,1909 ERSKINE ST ,DETROIT,MI,482,FORMER HIGH SCHOOL & SILO,20115490,1909 ESKINE ST,,ADAMO DEMOLITION CO,2011/06/14 00:00:00+00,6,14,2011,2011/07/01 00:00:00+00,7.0,1,2011,26163518900.0,48207.0,,09005097.5885
13501370.2447506,344123.186679795,3523,ParcelLocator_,M,90.87,A,"15085 E SEVEN MILE RD, DETROIT, MI, 48205",21021191-2,StreetAddress,,15085 7 MILE RD,DETROIT,MI,482,VACANT BUILDING,20115483,15085 7 MILE,,AGGRESSIVE DEMOLITIO,2011/06/02 00:00:00+00,6,2,2011,2011/06/21 00:00:00+00,6.0,21,2011,26163500300.0,48205.0,,21021191-2
13504248.503937,329343.117454067,3524,ParcelLocator_,M,100.0,A,"4837 PHILIP ST, DETROIT, MI, 48215",21060539.,StreetAddress,,4837 PHILIP ST,Detroit,MI,482,ABANDONED SCHEDULED FOR D,20115392,4837 PHILIP,PROFESSIONAL ABATEME,BROWN ENV CONSTRUCTI,2011/06/08 00:00:00+00,6,8,2011,2011/06/20 00:00:00+00,6.0,20,2011,26163512400.0,48215.0,1.0,21060539.15378
13435383.5075459,316497.617125988,3525,ParcelLocator_,M,100.0,A,"9205 MEMORIAL ST, DETROIT, MI, 48228",22067885.001,StreetAddress,,9205 MEMORIAL ST,Detroit,MI,482,ABANDONED SCHEDULED FOR D,20113889,9205 MEMORIAL,LAKESHORE ENG SERVIC,"1 WAY SERVICE, INC.",2011/06/04 00:00:00+00,6,4,2011,2011/07/11 00:00:00+00,7.0,11,2011,26163545300.0,48228.0,1.0,22067885.001
13463183.9494751,344821.845144361,3526,ParcelLocator_,M,100.0,A,"411 W STATE FAIR, DETROIT, MI, 48203",01007867-8,StreetAddress,,411 W STATE FAIR,DETROIT,MI,482,VACANT RESIDENCE,20104098,411 W STATE FAI,ENVIRONMENTAL MAINTE,ADAMO DEMOLITION CO,2010/06/30 00:00:00+00,6,30,2010,2010/07/02 00:00:00+00,7.0,2,2010,26163508000.0,48203.0,1.0,01007867-8
13464465.2791995,310233.7683727,3527,ParcelLocator_,M,100.0,A,"3840 SYLVAN ST, DETROIT, MI, 48208",14001049.,StreetAddress,,3840 SYLVAN ST,Detroit,MI,482,VACANT RESIDENCE,20104097,3840 SYLVAN,ENVIRONMENTAL MAINTE,ADAMO DEMOLITION CO,2010/06/30 00:00:00+00,6,30,2010,2010/07/02 00:00:00+00,7.0,2,2010,26163522100.0,48208.0,1.0,14001049.4129
13494209.175853,340400.881561682,3528,ParcelLocator_,M,100.0,A,"17230 GOULBURN ST, DETROIT, MI, 48205",21032065.,StreetAddress,,17230 GOULBURN ST,Detroit,MI,482,VACANT RESIDENCE,20104096,17230 GOULBURN,ENVIRONMENTAL MAINTE,ADAMO DEMOLITION CO,2010/06/30 00:00:00+00,6,30,2010,2010/07/02 00:00:00+00,7.0,2,2010,26163503600.0,48205.0,1.0,21032065.22698
13462108.5639764,341844.078740165,3529,ParcelLocator_,M,100.0,A,"645 W BRENTWOOD ST, DETROIT, MI, 48203",01006826.,StreetAddress,,645 W BRENTWOOD ST,DETROIT,MI,482,VACANT RESIDENCE,20104094,645 W BRENTWOOD,ENVIRONMENTAL MAINTE,ADAMO DEMOLITION CO,2010/06/30 00:00:00+00,6,30,2010,2010/07/02 00:00:00+00,7.0,2,2010,26163507900.0,48203.0,1.0,01006826.23524
13463787.9816273,343081.828740165,3530,ParcelLocator_,M,100.0,A,"19309 EXETER ST, DETROIT, MI, 48203",01009107.,StreetAddress,,19309 EXETER ST,Detroit,MI,482,VACANT RESIDENCE,20104093,19309 EXETER,ENVIRONMENTAL MAINTE,ADAMO DEMOLITION CO,2010/06/30 00:00:00+00,6,30,2010,2010/07/02 00:00:00+00,7.0,2,2010,26163508000.0,48203.0,1.0,01009107.24943
13481937.6197506,321685.284776896,3531,ParcelLocator_,M,100.0,A,"3146 MEDBURY AVE, DETROIT, MI, 48211",13003682.,StreetAddress,,3146 MEDBURY AVE,Detroit,MI,482,VACANT RESIDENCE,20104092,3146 MEDBURY,ENVIRONMENTAL MAINTE,ADAMO DEMOLITION CO,2010/06/30 00:00:00+00,6,30,2010,2010/07/02 00:00:00+00,7.0,2,2010,26163518500.0,48211.0,1.0,13003682.10854
13492365.7782152,326420.884514436,3532,ParcelLocator_,M,100.0,A,"5709 CADILLAC, DETROIT, MI, 48213",19005236.,StreetAddress,,5709 CADILLAC  ,Detroit,MI,482,VACANT RESIDENCE,20104091,5709 CADILLAC,ENVIRONMENTAL MAINTE,ADAMO DEMOLITION CO,2010/06/30 00:00:00+00,6,30,2010,2010/07/02 00:00:00+00,7.0,2,2010,26163514300.0,48213.0,1.0,19005236.13787
13491266.0803806,323220.455380574,3533,ParcelLocator_,M,100.0,A,"4851 CRANE ST, DETROIT, MI, 48214",19010140.,StreetAddress,,4851 CRANE ST,Detroit,MI,482,VACANT RESIDENCE,20104089,4851 CRANE,ENVIRONMENTAL MAINTE,ADAMO DEMOLITION CO,2010/06/30 00:00:00+00,6,30,2010,2010/07/02 00:00:00+00,7.0,2,2010,26163514500.0,48214.0,1.0,19010140.11665
13492429.3599081,321133.186023623,3534,ParcelLocator_,M,100.0,A,"4121 CRANE ST, DETROIT, MI, 48214",19010212.,StreetAddress,,4121 CRANE ST,Detroit,MI,482,VACANT RESIDENCE,20104084,4121 CRANE,ENVIRONMENTAL MAINTE,ADAMO DEMOLITION CO,2010/06/30 00:00:00+00,6,30,2010,2010/07/02 00:00:00+00,7.0,2,2010,26163514500.0,48214.0,1.0,19010212.10855
13452747.8690945,336000.921916008,3535,ParcelLocator_,M,100.0,A,"16850 LILAC ST, DETROIT, MI, 48221",16026223-4,StreetAddress,,16850 LILAC ST,Detroit,MI,482,RESIDENTIAL,20104036,16850 LILAC,,GLO WRECKING COMPANY,2010/06/30 00:00:00+00,6,30,2010,2010/07/05 00:00:00+00,7.0,5,2010,26163536100.0,48221.0,1.0,16026223-4
13420511.265748,330818.257545933,3536,ParcelLocator_,M,100.0,A,"15422 WEST PARKWAY ST, DETROIT, MI, 48223",22119214.,StreetAddress,,15422 WEST PARKWAY ST,DETROIT,MI,482,RESIDENTIAL,20103967,15422 WEST PARK,,GLO WRECKING COMPANY,2010/06/28 00:00:00+00,6,28,2010,2010/07/02 00:00:00+00,7.0,2,2010,26163544200.0,48223.0,1.0,22119214.16440
13421130.1633858,331027.57152231,3537,ParcelLocator_,M,100.0,A,"15464 BRAMELL ST, DETROIT, MI, 48223",22117646.,StreetAddress,,15464 BRAMELL ST,Detroit,MI,482,RESIDENTIAL,20103937,15464 BRAMELL,,JOY CONSTRUCTION LEA,2010/06/28 00:00:00+00,6,28,2010,2010/07/12 00:00:00+00,7.0,12,2010,26163544200.0,48223.0,1.0,22117646.16449
13424542.2214567,329794.059383199,3538,ParcelLocator_,M,100.0,A,"15112 BENTLER, DETROIT, MI, 48223",22110549.,StreetAddress,,15112 BENTLER  ,Detroit,MI,482,RESIDENTIAL,20103936,15112 BENTLER,,JOY CONSTRUCTION LEA,2010/06/28 00:00:00+00,6,28,2010,2010/07/12 00:00:00+00,7.0,12,2010,26163543600.0,48223.0,1.0,22110549.15581
13424650.8001969,323281.539370075,3539,ParcelLocator_,M,100.0,A,"12819 BENTLER, DETROIT, MI, 48223",22111101.,StreetAddress,,12819 BENTLER  ,Detroit,MI,482,RESIDENTIAL,20103935,12819 BENTLER,,JOY CONSTRUCTION LEA,2010/06/28 00:00:00+00,6,28,2010,2010/07/12 00:00:00+00,7.0,12,2010,26163543900.0,48223.0,1.0,22111101.12025
13464378.6135171,308172.397637799,3540,ParcelLocator3,M,100.0,A,"4108-10 BUCHANAN ST, DETROIT, MI, 48210",14000865.,StreetAddress,,4108-10 BUCHANAN ST,DETROIT,MI,482,RESIDENTIAL,20103934,4108-10 BUCHANA,,JOY CONSTRUCTION LEA,2010/06/28 00:00:00+00,6,28,2010,2010/07/12 00:00:00+00,7.0,12,2010,26163525400.0,48210.0,1.0,14000865.3325
13484942.9206037,324807.519685045,3541,ParcelLocator_,M,100.0,A,"6246 CANTON ST, DETROIT, MI, 48211",15010227.,StreetAddress,,6246 CANTON ST,Detroit,MI,482,RESIDENTIAL,20103933,6246 CANTON,,JOY CONSTRUCTION LEA,2010/06/28 00:00:00+00,6,28,2010,2010/07/12 00:00:00+00,7.0,12,2010,26163516100.0,48211.0,,15010227.12604
13462449.0354331,342870.445538059,3542,ParcelLocator_,M,100.0,A,"19219 HAVANA ST, DETROIT, MI, 48203",01009523.,StreetAddress,,19219 HAVANA ST,Detroit,MI,482,RESIDENTIAL,20103932,19219 HAVANA,,JOY CONSTRUCTION LEA,2010/06/28 00:00:00+00,6,28,2010,2010/07/12 00:00:00+00,7.0,12,2010,26163508000.0,48203.0,1.0,01009523.24263
13462447.9534121,342900.481299207,3543,ParcelLocator3,M,100.0,A,"19223-25 HAVANA ST, DETROIT, MI, 48203",01009522.,StreetAddress,,19223-25 HAVANA ST,Detroit,MI,482,RESIDENTIAL,20103931,19223-25 HAVANA,,JOY CONSTRUCTION LEA,2010/06/28 00:00:00+00,6,28,2010,2010/07/12 00:00:00+00,7.0,12,2010,26163508000.0,48203.0,1.0,01009522.24263
13462577.9927821,343254.434383199,3544,ParcelLocator_,M,100.0,A,"19350 HAVANA ST, DETROIT, MI, 48203",01009491.,StreetAddress,,19350 HAVANA ST,Detroit,MI,482,RESIDENTIAL,20103930,19350 HAVANA,,JOY CONSTRUCTION LEA,2010/06/28 00:00:00+00,6,28,2010,2010/07/12 00:00:00+00,7.0,12,2010,26163508000.0,48203.0,1.0,01009491.24703
13461578.0725066,344044.319881886,3545,ParcelLocator_,M,100.0,A,"968 W LANTZ ST, DETROIT, MI, 48203",01007524.,StreetAddress,,968 W. LANTZ ST,DETROIT,MI,482,RESIDENTIAL,20103929,968 W. LANTZ,,JOY CONSTRUCTION LEA,2010/06/28 00:00:00+00,6,28,2010,2010/07/12 00:00:00+00,7.0,12,2010,26163508000.0,48203.0,1.0,01007524.25042
13464500.4504593,306742.622375324,3546,ParcelLocator_,M,100.0,A,"3858 LOVETT ST, DETROIT, MI, 48210",14010665.,StreetAddress,,3858 LOVETT ST,Detroit,MI,482,RESIDENTIAL,20103928,3858 LOVETT,,JOY CONSTRUCTION LEA,2010/06/28 00:00:00+00,6,28,2010,2010/07/12 00:00:00+00,7.0,12,2010,26163525500.0,48210.0,1.0,14010665.2837
13425543.8713911,329485.732939631,3547,ParcelLocator_,M,100.0,A,"15044 TRINITY ST, DETROIT, MI, 48223",22108464.,StreetAddress,,15044 TRINITY ST,Detroit,MI,482,RESIDENTIAL,20103927,15044 TRINITY,,JOY CONSTRUCTION LEA,2010/06/28 00:00:00+00,6,28,2010,2010/07/12 00:00:00+00,7.0,12,2010,26163543600.0,48223.0,1.0,22108464.15609
13424838.4025591,326381.11811024,3548,ParcelLocator_,M,100.0,A,"14219 WESTBROOK ST, DETROIT, MI, 48223",22110274.,StreetAddress,,14219 WESTBROOK ST,Detroit,MI,482,RESIDENTIAL,20103833,14219 WESTBROOK,,GLO WRECKING COMPANY,2010/06/23 00:00:00+00,6,23,2010,2010/06/30 00:00:00+00,6.0,30,2010,26163543800.0,48223.0,1.0,22110274.13569
13419292.9445538,330672.074146986,3549,ParcelLocator_,M,100.0,A,"15400 VIRGIL ST, DETROIT, MI, 48223",22121028.,StreetAddress,,15400 VIRGIL ST,Detroit,MI,482,RESIDENTIAL,20103832,15400 VIRGIL,,GLO WRECKING COMPANY,2010/06/23 00:00:00+00,6,23,2010,2010/06/30 00:00:00+00,6.0,30,2010,26163544300.0,48223.0,1.0,22121028.16414
13425049.7106299,326044.312335953,3550,ParcelLocator_,M,100.0,A,"14150 WESTBROOK ST, DETROIT, MI, 48223",22109647.,StreetAddress,,14150 WESTBROOK ST,Detroit,MI,482,RESIDENTIAL,20103831,14150 WESTBROOK,,GLO WRECKING COMPANY,2010/06/23 00:00:00+00,6,23,2010,2010/06/30 00:00:00+00,6.0,30,2010,26163543800.0,48223.0,,22109647.13575
13425536.3323491,329689.545275584,3551,ParcelLocator_,M,100.0,A,"15084 TRINITY ST, DETROIT, MI, 48223",22108470.,StreetAddress,,15084 TRINITY ST,Detroit,MI,482,RESIDENTIAL,20103830,15084 TRINITY,,GLO WRECKING COMPANY,2010/06/23 00:00:00+00,6,23,2010,2010/06/30 00:00:00+00,6.0,30,2010,26163543600.0,48223.0,,22108470.15609
13482847.6181102,320945.300524935,3552,ParcelLocator_,M,100.0,A,"3351 E FERRY ST, DETROIT, MI, 48211",13003335.,StreetAddress,,3351 E. FERRY ST,DETROIT,MI,482,DWELLING,20103823,3351 E. FERRY,,"FARROW GROUP, INC.",2010/06/30 00:00:00+00,6,30,2010,2010/07/15 00:00:00+00,7.0,15,2010,26163518500.0,48211.0,1.0,13003335.10414
13462273.7362205,314235.900590554,3553,ParcelLocator_,M,100.0,A,"6807 SCOTTEN ST, DETROIT, MI, 48210",14009805.,StreetAddress,,6807 SCOTTEN ST,Detroit,MI,482,ABANDONED DWELLING,20103807,6807 SCOTTEN,,"FARROW GROUP, INC.",2010/06/30 00:00:00+00,6,30,2010,2010/07/15 00:00:00+00,7.0,15,2010,26163527200.0,48210.0,1.0,14009805.5933
13437286.3192257,318546.227034122,3554,ParcelLocator_,M,98.72,A,"9925 ST MARYS ST, DETROIT, MI, 48227",22059332.,StreetAddress,,9925 ST. MARY'S ST,DETROIT,MI,482,ABANDONED DWELLING,20103806,9925 ST. MARY'S,,"FARROW GROUP, INC.",2010/06/29 00:00:00+00,6,29,2010,2010/07/15 00:00:00+00,7.0,15,2010,26163545200.0,48227.0,1.0,22059332.9024
13422859.2280184,325194.296259835,3555,ParcelLocator_,M,100.0,A,"13969 ROCKDALE ST, DETROIT, MI, 48223",22114511.,StreetAddress,,13969 ROCKDALE ST,Detroit,MI,482,RESIDENTIAL,20103761,13969 ROCKDALE,,GLO WRECKING COMPANY,2010/06/18 00:00:00+00,6,18,2010,2010/06/25 00:00:00+00,6.0,25,2010,26163543800.0,48223.0,1.0,22114511.13012
13427409.0495407,327949.334645674,3556,ParcelLocator_,M,100.0,A,"14560 STOUT ST, DETROIT, MI, 48223",22101220.,StreetAddress,,14560 STOUT ST,Detroit,MI,482,RESIDENTIAL,20103760,14560 STOUT,,GLO WRECKING COMPANY,2010/06/18 00:00:00+00,6,18,2010,2010/06/25 00:00:00+00,6.0,25,2010,26163543600.0,48223.0,1.0,22101220.14771
13419544.5098425,331445.98326771,3557,ParcelLocator_,M,100.0,A,"15714 RIVERDALE DR, DETROIT, MI, 48223",22120683.,StreetAddress,,15714 RIVERDALE DR,Detroit,MI,482,RESIDENTIAL,20103759,15714 RIVERDALE,,GLO WRECKING COMPANY,2010/06/18 00:00:00+00,6,18,2010,2010/06/25 00:00:00+00,6.0,25,2010,26163544300.0,48223.0,1.0,22120683.16767
13458801.7598425,296509.301181108,3558,ParcelLocator_,M,100.0,A,"8118 LANE ST, DETROIT, MI, 48209",20003451.,StreetAddress,,8118 LANE ST,Detroit,MI,482,VACANT RESIDENCE,20103748,8118 LANE,,UPRIGHT WRECKING,2010/06/29 00:00:00+00,6,29,2010,2010/07/02 00:00:00+00,7.0,2,2010,26163524200.0,48209.0,1.0,20003451.886
13456555.9927821,333329.513451442,3559,ParcelLocator_,M,100.0,A,"15805 WILDEMERE ST, DETROIT, MI, 48238",12005919.,StreetAddress,,15805 WILDEMERE ST,Detroit,MI,482,RESIDENTIAL,20103685,15805 WILDEMERE,,ADAMO DEMOLITION CO,2010/06/28 00:00:00+00,6,28,2010,2010/07/28 00:00:00+00,7.0,28,2010,26163530200.0,48238.0,1.0,12005919.18002
13460025.480315,327787.05905512,3560,ParcelLocator_,M,100.0,A,"2497 WAVERLY ST, DETROIT, MI, 48238",10004160.,StreetAddress,,2497 WAVERLY ST,Detroit,MI,482,RESIDENTIAL,20103684,2497 WAVERLY,,ADAMO DEMOLITION CO,2010/06/28 00:00:00+00,6,28,2010,2010/07/28 00:00:00+00,7.0,28,2010,26163531800.0,48238.0,1.0,10004160.14516
13457787.144357,332920.47604987,3561,ParcelLocator_,M,100.0,A,"15714 PRINCETON ST, DETROIT, MI, 48238",12010981.,StreetAddress,,15714 PRINCETON ST,Detroit,MI,482,VACANT RESIDENCE,20103682,15714 PRINCETON,,ADAMO DEMOLITION CO,2010/06/28 00:00:00+00,6,28,2010,2010/07/28 00:00:00+00,7.0,28,2010,26163530200.0,48238.0,1.0,12010981.18047
