OBJECTID,ALLOT_NO,ALLOT_NAME,GIS_ACRES,ADMIN_ST,ST_ALLOT,ACTIVE_DT,ADM_UNIT_CD,created_date,last_edited_date,created_user,last_edited_user,GlobalID,SHAPE_Length,SHAPE_Area
4803,06341,Banta,809.60409639,CO,CO06341,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{196C952C-BD5F-42EC-B845-3BA4367BA5EF},10946.5537887043,3279614.63089136
4804,06623,Anderson Ind,4281.24392307,CO,CO06623,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{F042D7EE-952F-4140-9E6D-B6764195ED3F},27233.4996537943,17325579.4659211
4805,06005,N Dry Fork,21471.59079634,CO,CO06005,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{F2DCC758-62A7-435E-BF03-B9E9CC86C466},52248.8429613406,87005265.3094242
4806,06811,Moore WC,1913.07716679,CO,CO06811,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{221BC347-CDE8-4EA8-943B-826ACC0CE8F8},16677.9850174172,7741948.61966403
4807,06813,Theos N,5433.05364423,CO,CO06813,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{6278E425-BB20-498A-91D0-BD20C6467C90},40712.6900571193,21986788.0333993
4808,06033,E Fork Spring Cr,4267.06513763,CO,CO06033,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{DF157581-F787-4E4D-A276-85FBE89FB81D},20198.0866531109,17268199.9570304
4809,06343,Banta Flats,16089.71480785,CO,CO06343,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{70394AA2-28C9-4CED-9328-0FDE8DC2198A},41721.4249917589,65109815.3033436
4810,06622,Windy Gulch,2431.35566808,CO,CO06622,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{878B70F8-46D0-4A75-93FA-89299BB527F6},14703.6310599096,9839347.30050286
4811,06814,Smith C,739.55869132,CO,CO06814,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{65C7E517-5BD1-4B50-9827-0DC51CB1F56E},10059.7662886513,2992887.83969174
4812,06815,Brown P & D,241.0335677,CO,CO06815,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{58E50174-4C06-4651-B323-66F93B9B08DF},6180.25301055076,975428.241469939
4813,06031,Duck Cr,25322.98069118,CO,CO06031,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{1B29EADF-5A26-4CDB-84FB-1EDE1AD5B464},53890.0704041426,102478467.044422
4814,06818,J Dodo,1164.36033052,,CO06818,9999/09/09 00:00:00+00,,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{90C4C3CE-CCDC-4FAF-A091-571B834F393E},9675.12280661577,4711999.25920802
4815,06003,Wood Road Gulch,1234.32217802,CO,CO06003,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{4B8005CD-4FEE-4167-82AB-F7C40B55C867},12322.8739745214,4995124.63341812
4816,06819,Big Beaver,1884.74352555,CO,CO06819,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{2CE6B199-A04A-42F5-9982-9AF532B73835},18296.2877159647,7627286.44094742
4817,06004,Powerline,859.87406997,CO,CO06004,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{C9CCBD50-B263-455C-8102-8C8B40EE1ECC},9471.47753304639,3479786.90251109
4819,06002,Pine Knott Gulch,1199.09393778,CO,CO06002,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{E5ECAE3F-91D3-454F-86B4-40B3075F7EEB},11276.4289869219,4852561.00315758
4820,06838,County R & PP,379.31775071,CO,CO06838,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{9B62B059-17D4-4B11-B12A-CB6FFBB8B1FF},5655.75635559365,1535044.47560116
4822,06027,Square S,78425.89885617,CO,CO06027,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{409F792B-E9E0-421F-A4F2-0FB9C8AB38E1},231036.47922675,312288009.297926
4823,06344,Hells Hole,1964.46305896,CO,UT08819,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{CF66DF22-B015-471D-9948-F11A21D3116F},13923.9090234767,7933282.02782501
4824,06825,LaGrange R,1401.95576249,CO,CO06825,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{F3ECFB18-F701-4057-A526-10EC25E40412},12792.2594325701,5673513.64906486
4825,02936,Amick W,1050.03313963,CO,CO02936,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{699E3BFD-1FAC-4B51-A7AE-C7EDAC06E6F4},10734.821516418,4249333.35486426
4826,06028,Hatch Gulch,9440.97066021,CO,CO06028,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{9F8B80DB-5CCD-491F-83E4-827FDCE7A23E},28004.1035627206,38206252.7499743
4827,06817,South Fork,6993.24319495,CO,CO06817,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{153A6BEA-A041-47C4-9CCB-55F40F50909A},39426.1038799077,28300651.1368974
4830,06007,Main Dry Fork,11382.38919776,CO,CO06007,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{A1C8B8E2-C07A-4538-BCC7-55330034C27D},38970.1025713184,46062894.8272053
4831,06001,Puckett Gulch,3631.79991146,CO,CO06001,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{413483A8-9C3E-4469-94BA-F97CB0062134},25710.527308607,14774594.3713639
4832,06020,Brush Hole,1757.09414464,CO,CO06020,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{AD60241A-2B04-45B9-B414-FF9F000F8CA3},12627.0578445633,5835230.54967442
4833,06816,Flag Cr,4208.35215585,CO,CO06816,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{CB02AE40-2702-40B5-AF90-EAA334891E49},28024.4747236229,17030596.9496038
4834,06804,Lo7 Hill,3060.59732374,CO,CO06804,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{5C6F5D58-D645-467D-AF14-356E71A8D9B0},23278.6865710377,12385797.9618376
4835,06829,Dry Cr,1566.33793223,CO,CO06829,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{BA58FD0C-8D14-400B-9049-E51105803A39},11684.699701556,6338744.72069241
4836,06026,Reagles,26161.6294676,CO,CO06026,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{F89F556D-0349-4968-80F1-AAC2F87863AF},65356.9114909767,105872358.113416
4837,00020,West Miller Creek,8226.42548955,CO,CO00020,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{1466309B-FE48-4C0A-AC91-3E9272DA7EA4},34012.8092205361,33291162.8257689
4838,06356,E Douglas Cr,46815.63574588,CO,CO06356,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{2171D259-C9EC-458E-8E6A-4B8188704CF7},100845.458845451,189456156.18697
4839,06830,Jensen W,999.36418995,CO,CO06830,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{652BBE30-DFEC-4563-93A1-17F6BE916975},11115.4557779703,4044283.39042781
4840,06008,Segar Gulch,13618.07170514,CO,CO06008,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{FC40CDFE-3E7B-4767-8BFC-63A5087BFCD6},51602.1384550576,55110380.9406488
4841,06006,Little Hills,34536.22234994,CO,CO06006,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{C07856AA-C126-4347-A0CF-8D60BAB48604},62851.3228534197,139763133.222283
4842,06010,Little Rancho,2046.2028456,CO,CO06010,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{50B4DAFC-9E54-4445-9F19-6D90222FBB54},16858.8344241046,8280689.12724561
4843,06009,Hyberger,1893.4923635,CO,CO06009,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{452C471D-3FC1-4991-977B-4E25392706BC},15098.7472883623,7662691.73197615
4844,02823,Oldland Gulch,11094.26099094,CO,CO02823,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{D16C3811-FB7A-49AB-B703-7D23A6C30346},31635.7281970024,44896881.34298
4845,06346,Twin Buttes,158944.87709768,CO,CO06346,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{83D081A4-040D-420D-8188-F67E049F409C},186095.572481406,643233827.326105
4846,06023,Slash EV,44680.96475954,CO,CO06023,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{AF6BB136-B8D5-4208-BC24-2A088059F149},116015.375246979,180817449.19618
4847,06823,Raley R,281.10731199,CO,CO06823,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{FEABC662-D9B6-4CBE-91F8-3A03D84FAC1B},4857.89945575536,1137600.93092726
4849,06011,Thirteen Mile,7983.02279139,CO,CO06011,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{0BC7BF94-44AC-4B9B-9488-050A75CE2AFD},32678.8375059919,32306147.0535141
4850,06012,Upper Thirteen Mile,1919.46270952,CO,CO06012,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{8126BCF6-CA93-493F-9510-FF0845CE4177},17224.4944022002,7767789.99356824
4852,06832,Karl Cox,2392.6294252,CO,CO06832,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{4ADAD7B8-F92A-4F90-8FC2-5262208EF27B},16138.842349813,10259937.9645964
4853,02822,W Stewart Gulch,49882.19795208,CO,CO02822,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{3453EBFF-028B-46EA-873F-E89E3EAA04E2},88390.9893842575,201866093.145805
4854,06013,Fourteen Mile,2969.60673243,CO,CO06013,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{BAEF298B-C631-4BA0-854D-B3CA06C74F9C},25384.374586128,12017572.0771544
4855,06014,Lower Fourteen Mile,3883.49880294,CO,CO06014,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{44297FDD-A706-44A7-932B-1B3DC7E821B4},24313.3388176705,15715962.0720522
4856,06833,Jewell Et Al,763.52044444,CO,CO06833,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{2578920D-11FE-44FF-8317-E5C5B74ADEFC},8881.45174978359,3089857.61419747
4857,06015,Gordon Gulch,4767.1581081,CO,CO06015,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{1FEDCD70-4D3D-424E-B149-4F18B05A137D},28070.7952400078,19292004.4063727
4858,06834,Robinson J,2807.2685565,CO,CO06834,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{E0E2D560-2DA6-441B-86E7-72F93AB90557},18884.1856120132,11360612.787255
4859,06018,Schutte Gulch,6144.32566301,CO,CO06018,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{B2BE9EED-629F-43C7-BE15-47E9D0402272},40397.1126510969,24865203.7706793
4860,06836,Wilcoxson F,2413.36221886,CO,CO06836,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{4939C9B6-601B-45FB-A4F1-1CCE43D0C624},20029.0416592626,9766530.39498335
4861,02935,MTW,27511.82899597,CO,CO02935,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{1172D90E-A8A9-40B7-B0B2-D4D37934BDDC},110066.667642129,111336421.864318
4862,06837,Big Mtn,954.40125752,CO,CO06837,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{635F7AE4-D64C-400E-88A0-D6C0F0D0C681},10421.3533853173,3862324.85854984
4863,06024,Fawn Cr,37896.17678903,CO,CO06024,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{53220F79-EA2C-4FBB-BB1F-920577D0A8DF},94130.0298419276,153360386.42309
4864,00021,Robinson,653.82084712,CO,CO00021,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{1F2F8089-28B0-4D7B-9F14-C84AA17E95C5},8808.70190440136,2645919.094266
4865,00011,Mullen Gulch,1603.56120395,CO,CO00011,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{B86370F7-7806-4809-88E1-AF5EE0A72D3E},14325.816978646,6489381.95689866
4866,06835,Woodward T,1279.99365835,CO,CO06835,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{A39E7864-E06E-49E4-844F-D9C4BFB9ED37},14488.379150083,5179950.55691358
4867,06016,Davis Cr,5837.21849701,CO,CO06016,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{6AD5C724-37D0-4375-B5BD-3F0C3F2E7F57},27942.1744741203,23622385.1635799
4868,06361,Foundation Cr,4454.88174146,CO,CO06361,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{ABBD359B-9D4E-4DE4-AAA4-496069EA29F3},24128.4675619881,18028266.7864503
4869,06022,McCarthy Gulch,3896.05290362,CO,CO06022,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{4FF8F9D3-2735-41E7-BB50-0A8901BE79BC},17979.0776922998,15766766.7150216
4870,06699,White River Trail,932.07104398,CO,CO06699,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{D9503655-DC2C-4E8B-8360-8A90D0138AA8},30265.3785674898,3771957.69046956
4872,02789,Piceance Cr,32221.41352922,CO,CO02789,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{4FCA1D56-0EB1-477D-BFD7-FF9B6A3D648D},66088.9812162163,130395434.279528
4873,06349,Cathedral Bluffs,108039.57339399,CO,CO06349,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{4517AB10-8781-4267-A2A7-B82860DCF7F4},230163.46833173,437220641.462827
4876,06019,Cow Creek,12749.13323356,CO,CO06019,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{B9576E51-3AFE-4809-AEDD-B2CB9A771C36},35149.0797740783,52240585.4606259
4877,06625,Smith/Crawford,23649.3451216,CO,CO06625,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{9321CF74-DAC8-4AF6-84A0-1A270341668B},105311.258440344,95705504.1908898
4878,06628,E Strawberry,1382.842237,CO,CO06628,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{2F071AFF-036D-498C-BFE5-73727A9F012D},10495.3576485807,5596163.98796446
4880,06029,Black Sulphur,20081.39192937,CO,CO06029,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{8E374A80-2369-4FD8-A67F-5674D31D2CA0},61965.0778830731,86392730.1627859
4883,06026,Reagles,658.21961415,CO,CO06026,9999/09/09 00:00:00+00,CON05000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{D5432CCF-1672-4375-A3AE-218FBEDD5CA4},8513.39773498632,2060430.15131898
4886,08076,Adam Lewy,1441.83515594,CO,CO08076,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{D16BA4BE-6A71-49B8-B7E3-C7978484298F},14446.4660197497,5674504.71387864
4887,08014,Alkali,2574.39365321,CO,CO08014,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{E6347396-5A39-4E24-8803-916577ACB88C},16159.139675055,10439855.9668136
4889,08447,Archuleta Mesa,315.33496203,CO,CO08447,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{C69FC19C-D486-443E-8FB6-C4E073FEB783},5610.50585181712,1276036.29692754
4890,08025,Aztec Canyon,2620.15696952,CO,CO08025,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{6CF2ED17-1D91-46A2-A106-92A5A349BAC2},20613.3967547643,10622279.7831848
4897,17059,Beards Corner,1628.61936084,CO,CO17059,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{C205A539-A50D-4171-B27D-7538581B607D},11852.3628820182,6602007.29761236
4901,08003,Big Canyon,4874.6305233,CO,CO08003,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{0C1B0E62-C780-4BC3-9B4F-BE34DB8C45F3},28209.3924002976,19767079.7967515
4906,08036,Blue/Littlewater,518.43371829,CO,CO08036,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{D41A24E9-D7F0-45C6-8E80-65477B9EF218},8285.96446941645,2102627.53420124
4911,17053,Bull Canyon,35213.81504404,CO,CO17053,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{8528EC27-F39D-40F8-97D4-5E6697E16597},114591.930758072,142811584.520454
4912,17058,Bull Lake,526.54213912,CO,CO17058,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{059ADD7D-7431-4860-8BEF-01A772DBBABD},11549.1958268052,2133907.84579655
4915,08041,Burro Ind,797.32364034,CO,CO08041,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{5F3EED26-D863-4E8E-BFC1-5C2186A11DAF},7473.02673377273,3233450.65723884
4916,08000,Burro Pt Community,19255.55243397,CO,CO08000,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{846FB5E7-FE07-484D-A90D-BDCD35E5B341},81515.29647538,77519040.9660086
4917,17015,Bush Canyon,4667.36796294,CO,CO17015,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{0C36041B-6FDE-4EAD-921A-5ED0C53F7478},31930.7839179432,18927866.9802175
4918,08012,Cahone Mesa,23644.04046315,CO,CO08012,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{B312BA39-A4C2-4DF8-8968-36BDFD9660A0},72264.1597377091,95895470.1583656
4920,08019,Cannon Ball,2093.61946272,CO,CO08019,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{391B6ED5-9825-46BC-B528-4F2FB2428CBF},18937.9505449095,8407049.41858309
4926,08074,Chico Cr,357.60463297,CO,CO08074,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{088724F1-D6DE-4FF3-BE43-A237B3AFC867},6420.24122444809,1450242.02981727
4929,08452,Chromo Mtn,494.87964959,CO,CO08452,9999/09/09 00:00:00+00,COS01000,2023/04/17 21:11:17+00,2023/04/17 21:11:17+00,msarhan@blm.gov_BLM_EGIS,msarhan@blm.gov_BLM_EGIS,{149B1D3C-4CFF-490A-A305-290B898BFE7E},8536.84218367192,2002488.42484618
