X,Y,OBJECTID,ODF_FPD,LO_NAME,SPOT,OFFSETA,OFFSETB,AZANGLE,RADIUS2,COUNTY,GlobalID,last_edited_user,last_edited_date,LMClass,LOType
-13529688.2848,5609920.8415,123,BIA,Sidwalter,3604.0,0.0,0.0,0.725,84480.0,WASCO,{8DC5FFBF-D1B9-42A5-B833-9D9877F7C53D},GIS,2014/07/16 00:31:11+00,0,2.0
-13733023.7243,5251287.3732,124,Southwest Oregon,Sexton Mountain,3805.0,46.8,0.0,2.0,84480.0,JOSEPHINE,{93C01D59-492F-44E5-A295-E99ABC0E2F22},GIS,2014/07/16 00:32:50+00,4,1.0
-13052134.27,5798862.4563,125,Umatilla NF,Big Butte,4672.0,67.0,0.0,-2.268,84480.0,ASOTIN,{39C40A1D-E2BB-4EBB-85F2-DC0913A00A1E},LZWART,2014/07/21 18:24:40+00,0,2.0
-13540527.8245,5527559.3899,126,Deschutes NF,Black Butte,6363.0,65.0,0.0,0.793,105600.0,JEFFERSON,{A9446EFC-41D0-476F-97A0-8354EF122352},GIS,2014/07/16 00:31:29+00,0,2.0
-13643670.4303,5365259.5963,127,DFPA,Illahee Rock,,30.0,,,,,{31FB99B1-1A56-4BE2-8AAC-E54305E1AD86},ENILE,2020/04/28 23:11:53+00,0,2.0
-13452169.54,5405384.5555,128,Deschutes NF,Fox Butte,6093.0,0.0,0.0,0.239,84480.0,LAKE,{7CE49A32-EC55-4366-A6AD-866533225A1A},GIS,2014/07/16 00:31:29+00,0,2.0
-13182373.6473,5472017.4535,129,Malheur NF,Antelope,6422.0,0.0,0.0,-1.452,84480.0,GRANT,{D0D97219-336F-4F0E-B2FC-80E138D65506},CBULLOCK,2014/07/28 17:18:38+00,0,2.0
-13737221.9803,5395525.7211,130,Douglas FPA,Yellow Butte,2426.0,55.0,0.0,2.026,84480.0,DOUGLAS,{BFB81612-BEA5-463F-AC12-2E8B6C5B573B},GIS,2014/07/16 00:31:41+00,4,1.0
-13182662.501,5691900.3344,131,Northeast Oregon,Tiptop,4569.0,47.0,0.0,0.0,84480.0,UMATILLA,{B83722DD-FAEA-45F3-91A7-AC2444069BD6},GIS,2014/07/16 00:32:37+00,4,1.0
-13597185.5045,5238209.5685,132,Winema NF,Pelican Butte,8011.0,40.0,,,,Klamath,{D11B0977-05F6-4E50-9DCC-6D2FB4735F1A},CBULLOCK,2014/07/28 18:07:06+00,0,2.0
-13817924.1009,5250402.7066,133,Siskiyou NF,Lake of The Woods,,,,,,Curry,{AE3B0AFB-AD89-4238-BA57-D032010B6C36},ENILE,2020/04/28 23:12:07+00,0,2.0
-13593186.8607,5348723.5232,134,Umpqua NF,Cinnamon Butte,6388.0,5.0,0.0,1.123,84480.0,DOUGLAS,{90F738E0-66CC-4CC8-975B-77CF6120E21A},CBULLOCK,2014/07/28 17:52:43+00,0,2.0
-13537659.2492,5581471.6645,135,BIA,Shitike,5070.0,0.0,0.0,0.775,84480.0,JEFFERSON,{DDF7A70B-4FE3-4639-BB6C-DEA60E64AC07},GIS,2014/07/16 00:31:11+00,0,2.0
-13508378.1657,5391966.8503,136,Deschutes NF,Spring Butte,5415.0,41.0,0.0,0.592,84480.0,KLAMATH,{B7B8F795-FB5E-4207-993C-3309120078FE},GIS,2014/07/16 00:31:29+00,0,2.0
-13170937.3141,5517274.0623,137,Wallowa Whit Malheur NF,Table Rock,7774.0,0.0,0.0,-1.524,84480.0,BAKER,{5F9CDF45-DF35-4AEC-9531-61484AF38AF2},LZWART,2014/07/21 21:57:56+00,0,2.0
-13747814.3024,5131454.4841,138,Klamath NF,Baldy Mountain,0.0,0.0,0.0,2.093,84480.0,SISKIYOU,{7144D15C-26A2-4004-ABDA-DF15D60807A9},GIS,2014/07/16 00:32:17+00,0,2.0
-13297180.9581,5524011.9552,139,Ochoco NF,Aldrich Mountain,6924.0,37.0,0.0,-0.732,84480.0,GRANT,{F44CFD53-1242-489E-B984-AD483C2C5531},CBULLOCK,2014/07/25 23:37:53+00,0,2.0
-13544216.1977,5502845.7556,140,Deschutes NF,Trout Creek Butte,5519.0,0.0,0.0,0.816,84480.0,DESCHUTES,{D601B2F8-CF73-477F-8D82-8EFE84BDAC7C},GIS,2014/07/16 00:31:29+00,0,2.0
-13055355.3969,5560155.5259,141,Bureau of Land Management,Big Lookout Mtn.,7071.0,0.0,0.0,-2.248,84480.0,BAKER,{8D27829D-7BAA-4309-91F5-597510F8739C},ENILE,2020/04/28 21:41:42+00,0,2.0
-13499686.8433,5210015.9132,142,Klamath FPA,Yainax,7216.0,,,,,,{546FF897-54CE-4AF0-9986-DF8FC9FDE68A},CBULLOCK,2014/07/28 18:05:48+00,4,1.0
-13756994.91,5353047.5376,143,Douglas FPA,Baughman,2857.0,55.0,0.0,2.151,84480.0,DOUGLAS,{0B404244-63D9-4289-8ABB-9E40E96E831A},GIS,2014/07/16 00:31:41+00,4,1.0
-13821463.0222,5231796.7723,144,Siskiyou NF,Wildhorse,3779.0,53.0,0.0,2.554,84480.0,CURRY,{369591C5-1D4D-4FC6-AF72-74307673D2C0},CBULLOCK,2014/07/28 16:19:35+00,0,2.0
-13619733.7516,5254203.9252,145,Rogue River NF,Rustler Peak,6182.0,5.0,0.0,1.29,84480.0,JACKSON,{DF94AB07-3B28-4E62-A481-51FEEDD1C9A4},CBULLOCK,2014/07/28 16:15:11+00,0,2.0
-13250392.3263,5619234.1362,146,Central Oregon,Bone Point,4457.0,40.0,0.0,-1.026,84480.0,GRANT,{09A2DFC9-9233-4DF9-8194-25963E45CFD9},CDSWANSON,2019/04/08 20:45:50+00,4,1.0
-13207837.0073,5480007.0404,147,Malheur NF,Frazier Point,6252.0,0.0,0.0,-1.292,84480.0,GRANT,{DADF31C8-D5AF-40F2-8FFC-0C960ABF8EDB},LZWART,2014/07/21 18:35:43+00,0,2.0
-13438291.0114,5178740.8903,148,Fremont NF,Dog Mountain,6878.0,21.0,0.0,0.152,84480.0,LAKE,{D031FF43-36B4-48DE-9115-F6228370CC69},GIS,2014/07/16 00:31:54+00,0,2.0
-13414197.9308,5557187.5618,149,Ochoco NF,Stephenson Mountain,5751.0,28.0,0.0,0.001,84480.0,JEFFERSON,{3CB3DC3F-FDF8-49B5-88D9-D4745512860C},CBULLOCK,2014/07/25 23:16:06+00,0,2.0
-13320655.324,5601673.5342,150,Umatilla NF,Tamarack Mountain,4988.0,96.0,0.0,-0.585,84480.0,GRANT,{A0C52CE8-9754-420A-B2E2-992B9194C835},LZWART,2014/07/21 22:37:09+00,0,2.0
