ObjectId,Permit_Number,Application_Type,Effective_Date,Expiration_Date,Application_Status,Project_Name,Permit_Type,Applicant,Street_Address,City,Zip,ID
131,C-0060-1001,APCDCONS,2011-01-05 00:00:00,2012-01-31 00:00:00,Open,Baghouse,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,331
132,C-1556-1002,APCDCONS,2005-10-15 00:00:00,2006-10-31 00:00:00,Open,"wet blending, mixing and packaging process",MINOR,BLUEGRASS PACKAGING INDUSTRIES,3651 COLLINS LN,LOUISVILLE,40245-0000,332
133,C-1404-1001,APCDCONS,2015-10-26 15:59:00,2016-10-31 00:00:00,Open,Powder coating system and 2 laser cutters,FEDOOPSE,FABRICATED METALS,6300 KENJOY DR,LOUISVILLE,40214-0000,333
134,C-0079-1000,APCDCONS,2006-03-10 00:00:00,2007-03-31 00:00:00,Open,VAC-U-MAX Cleaning Unit,FEDOOPSE,GENERAL SHALE BRICK INC,209 SOUTH PARK RD,LOUISVILLE,40118-0000,334
135,C-0740-1000,APCDCONS,2008-10-31 00:00:00,2009-10-31 00:00:00,Open,Ethanol Transfer,FEDOOPSE,FRONTIER LOGISTICAL SERVICES,3601 RALPH AVE,LOUISVILLE,40211-0000,335
136,C-1264-1002,APCDCONS,2005-09-30 00:00:00,2006-09-30 00:00:00,Open,Ribbon Blender,FEDOOPSE,ZEOCHEM,1314 S 12TH ST,LOUISVILLE,40210-0000,336
137,C-1264-1004,APCDCONS,2007-06-15 00:00:00,2008-06-30 00:00:00,Open,2 Dust Collectors for silos,FEDOOPSE,ZEOCHEM,1314 S 12TH ST,LOUISVILLE,40210-0000,337
138,C-1317-1000,APCDCONS,2011-12-02 00:00:00,2012-12-31 00:00:00,Open,baghouse,MINOR,"ATLAS MACHINE & SUPPLY, INC.",7000 GLOBAL DR,LOUISVILLE,40258-0000,338
139,C-0438-1000,APCDCONS,2009-10-31 00:00:00,2010-10-31 00:00:00,Open,one NG boiler,MINOR,DAWN FOOD PRODUCTS,6303 KENJOY DR,LOUISVILLE,40214-0000,339
140,C-0493-1000,APCDCONS,,,Open,diesel engines for welding,FEDOOPSE,U.S. ARMY CORPS OF ENGRS. REPA,2605 SHIPPINGPORT DR,LOUISVILLE,40212-0000,340
141,C-1662-1000,APCDCONS,2008-03-31 00:00:00,2009-03-31 00:00:00,Open,Car crusher and torches,MINOR,INDUSTRIAL SERVICES OF AMERICA,7100 GRADE LN,LOUISVILLE,40213-0000,341
142,C-1662-1001,APCDCONS,2008-03-31 00:00:00,2009-03-31 00:00:00,Open,Parts washers,MINOR,INDUSTRIAL SERVICES OF AMERICA,7100 GRADE LN,LOUISVILLE,40213-0000,342
143,C-1662-1002,APCDCONS,2008-07-09 00:00:00,2009-07-31 00:00:00,Open,Shredder and conveyor system,MINOR,INDUSTRIAL SERVICES OF AMERICA,7100 GRADE LN,LOUISVILLE,40213-0000,343
144,C-0011-1014,APCDCONS,2016-02-16 00:00:00,2017-02-28 00:00:00,Open,Replacement of #5 Crumb Tank,TITLE V,AMERICAN SYNTHETIC RUBBER CORP,4500 CAMP GROUND RD,LOUISVILLE,40216-0000,344
145,C-0126-1010,APCDCONS,,,Open,3 engines,TITLE V,LOUISVILLE GAS & ELECTRIC COMPANY,5252 CANE RUN RD,LOUISVILLE,40216-0000,345
146,C-1258-1000,APCDCONS,2007-10-31 00:00:00,2008-10-31 00:00:00,Open,Fiber Mat Line,MINOR,LOUISVILLE BEDDING COMPANY,10400 BUNSEN WAY,JEFFERSONTOWN,40299-0000,346
147,C-0034-1001,APCDCONS,2011-03-31 00:00:00,2012-03-31 00:00:00,Open,tank fabrication,TITLE V,CALDWELL TANKS,4000 TOWER RD,LOUISVILLE,40219-0000,347
148,C-1568-1006,APCDCONS,2013-09-10 00:00:00,2014-09-30 00:00:00,Void,2 small edge grinders,FEDOOP,NHK SPRING PRECISION AMERICA,10600 FREEPORT DR,LOUISVILLE,40258-0000,348
149,C-1568-1008,APCDCONS,2015-10-30 09:57:00,2016-10-31 00:00:00,Void,Revise PM limits for 2006 construction,FEDOOP,NHK SPRING PRECISION AMERICA,10600 FREEPORT DR,LOUISVILLE,40258-0000,349
150,C-0185-1002,APCDCONS,,,Open,K6 Reactor System,TITLE V,"NUPLEX RESINS, LLC",4730 CRITTENDEN DR,LOUISVILLE,40209-0000,350
151,C-1679-1000,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Void,Emergency Generator,MINOR,"AT&T Communications South Central States, LLC",521 W CHESTNUT ST,LOUISVILLE,40202-0000,51
152,C-1679-1001,APCDCONS,2011-04-07 00:00:00,2012-04-30 00:00:00,Void,Cooling Towers,MINOR,"AT&T Communications South Central States, LLC",521 W CHESTNUT ST,LOUISVILLE,40202-0000,52
153,C-0336-1000,APCDCONS,2009-11-30 00:00:00,2010-11-30 00:00:00,Void,one bindery process,MINOR,"WELCH PRINTING CO., INC.",350 BOXLEY AVE,LOUISVILLE,40209-0000,53
154,C-0148-1005,APCDCONS,,,Void,Remove 5 boiler limitation from Construction Perm,TITLE V,LOU. MED. CENTER INC STEAM & CHILLED WATER PLANT,235 ABRAHAM FLEXNER WAY,LOUISVILLE,40202-0000,54
155,C-0066-1000,APCDCONS,2009-11-30 00:00:00,2010-11-30 00:00:00,Open,new baghouse,MINOR,CONSOLIDATED GRAIN AND BARGE,1047 S 15TH ST,LOUISVILLE,40210-0000,55
156,C-0135-1000,APCDCONS,,,Void,complete,EXEMPT,LOUISVILLE STONEWARE CO,731 BRENT ST,LOUISVILLE,40204-0000,56
157,C-0186-1003,APCDCONS,,,Open,Ink Jet Printers,TITLE V,REYNOLDS CONSUMER PRODUCTS LLC-LOUISVILLE FOIL PLT,2827 HALE AVE,LOUISVILLE,40211-0000,57
158,C-1679-1003,APCDCONS,,,Void,Emergency Generator,MINOR,"AT&T Communications South Central States, LLC",521 W CHESTNUT ST,LOUISVILLE,40202-0000,58
159,C-0126-1005,APCDCONS,2012-06-13 00:00:00,2012-06-30 00:00:00,Void,HEPA filter for pug mill mixer,TITLE V,LOUISVILLE GAS & ELECTRIC COMPANY,5252 CANE RUN RD,LOUISVILLE,40216-0000,59
160,C-0126-1006,APCDCONS,2007-11-30 00:00:00,2008-11-30 00:00:00,Void,Three (3) mixer tank vent scrubbers,TITLE V,LOUISVILLE GAS & ELECTRIC COMPANY,5252 CANE RUN RD,LOUISVILLE,40216-0000,60
161,C-0367-1000,APCDCONS,2011-11-01 00:00:00,2012-11-30 00:00:00,Open,Electrostatic Paint System,MINOR,LOUISVILLE PACKAGING CO,7745 NATIONAL TPKE,LOUISVILLE,40214-0000,61
162,C-0060-1020,APCDCONS,2000-07-12 00:00:00,2001-04-30 00:00:00,Open,One (1) fine coal bin.,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,62
163,C-0060-1021,APCDCONS,2000-07-12 00:00:00,2001-04-30 00:00:00,Open,Fine coal bin dust collector,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,63
164,C-0060-1022,APCDCONS,2000-07-12 00:00:00,2001-04-30 00:00:00,Open,Kiln feed conveying and handling system.,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,64
165,C-0060-1026,APCDCONS,2002-08-23 00:00:00,2003-08-31 00:00:00,Open,Secondary crusher make Hazemag model # APSM-1320/S,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,65
166,C-0060-1027,APCDCONS,2002-08-23 00:00:00,2003-08-31 00:00:00,Open,One (1) dust collector,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,66
167,C-0060-1028,APCDCONS,2004-07-25 00:00:00,2005-07-31 00:00:00,Open,One (1) 6-pack cement silo withdrawal system,TITLE V,KOSMOS CEMENT CO INC,15301 DIXIE HWY,LOUISVILLE,40272-0000,67
168,C-0419-1000,APCDCONS,2010-08-04 00:00:00,2011-08-31 00:00:00,Open,2 Abrasive Blasting Cabinets,MINOR,"IVAN WARE & SON, INC.",4005 PRODUCE RD,LOUISVILLE,40218-0000,68
169,C-0870-1002,APCDCONS,2014-08-14 00:00:00,2015-08-31 00:00:00,Open,Metallic Powder Coating,TITLE V,"HAIER US APPLIANCE SOLUTIONS, INC.",4000 BUECHEL BANK RD,LOUISVILLE,40225-0000,69
170,C-0086-1003,APCDCONS,2005-06-10 00:00:00,2006-06-30 00:00:00,Open,Dispersions Baghouse,FEDOOPSE,BASF CORPORATION,3400 BANK ST,LOUISVILLE,40212-0000,70
171,C-1710-1001,APCDCONS,2009-11-30 00:00:00,2010-11-30 00:00:00,Void,Tub Washer,MINOR,HOSTMANN-STEINBERG,6021 FERN VALLEY RD,LOUISVILLE,40228-0000,71
172,C-0463-1000,APCDCONS,2007-04-30 00:00:00,2008-04-30 00:00:00,Open,Spray Booth,FEDOOPSE,SMI COLLISION,4164 WESTPORT RD,ST MATTHEWS,40207-0000,72
173,C-0463-1001,APCDCONS,,,Open,Blast Cabinet,FEDOOPSE,SMI COLLISION,4164 WESTPORT RD,ST MATTHEWS,40207-0000,73
174,C-1714-1000,APCDCONS,2009-09-30 00:00:00,2010-09-30 00:00:00,Void,Combustion,MINOR,"ECO POWER SOLUTIONS, INC.",6101 STRAWBERRY LN,LOUISVILLE,40214-0000,74
175,C-1763-1000,APCDCONS,,,Void,Boiler,MINOR,LOUISVILLE MEDICAL CENTER LAUNDRY,1400 STORY AVE,LOUISVILLE,40206-0000,75
176,C-1776-1000,APCDCONS,,,Void,Coating Operation,MINOR,HOTMIX ASPHALT,1100 INDUSTRIAL BLVD,LOUISVILLE,40219-0000,76
177,C-0776-1001,APCDCONS,2007-11-30 00:00:00,2008-11-30 00:00:00,Open,Pyrolysis Oven,FEDOOP,"ZOELLER PUMP COMPANY, LLC",3649 CANE RUN RD,LOUISVILLE,40211-0000,77
178,C-1847-1000,APCDCONS,2015-07-30 09:02:00,2016-07-31 00:00:00,Open,Printing Wallpaper - Rotogravure,FEDOOP,KOROSEAL INTERIOR PRODUCTS,7929 NATIONAL TPKE,LOUISVILLE,40214-0000,78
179,C-0186-1000,APCDCONS,2012-05-09 00:00:00,2013-05-31 00:00:00,Open,Heavy Oil Scrubber System,TITLE V,REYNOLDS CONSUMER PRODUCTS LLC-LOUISVILLE FOIL PLT,2827 HALE AVE,LOUISVILLE,40211-0000,79
180,C-0870-1006,APCDCONS,,,Open,Backup Generator with fuel tank,TITLE V,"HAIER US APPLIANCE SOLUTIONS, INC.",4000 BUECHEL BANK RD,LOUISVILLE,40225-0000,80
181,C-1679-1002,APCDCONS,,,Void,Emergency Generators,MINOR,"AT&T Communications South Central States, LLC",521 W CHESTNUT ST,LOUISVILLE,40202-0000,81
182,C-0020-1000,APCDCONS,2003-07-15 00:00:00,2004-07-31 00:00:00,Open,"One (1) pulse-jet baghouse rated at 17,000 acfm",FEDOOP,QUIKRETE KENTUCKY,3130 MILLERS LN,SHIVELY,40216-0000,82
183,C-1305-1000,APCDCONS,2010-03-31 00:00:00,2011-03-31 00:00:00,Open,Aerosol spray touch-up operation.,MINOR,"GREENLEE TEXTRON, INC.",4601 E INDIAN TRL,WATTERSON PARK,40213-0000,83
184,C-1305-1001,APCDCONS,2010-03-31 00:00:00,2011-03-31 00:00:00,Open,powder paint booths,MINOR,"GREENLEE TEXTRON, INC.",4601 E INDIAN TRL,WATTERSON PARK,40213-0000,84
185,C-1305-1003,APCDCONS,,,Open,Laser cutting machine,MINOR,"GREENLEE TEXTRON, INC.",4601 E INDIAN TRL,WATTERSON PARK,40213-0000,85
186,C-0193-1005,APCDCONS,,,Open,Cyrel Digitial Imager (CDI),FEDOOP,"MONDI BAGS USA, LLC",6820 ENTERPRISE DR,LOUISVILLE,40214-0000,86
187,C-0015-1002,APCDCONS,,,Void,Laminator #10 modification,TITLE V,"LLFLEX,LLC",1225 W BURNETT AVE,LOUISVILLE,40210-0000,87
188,C-0323-1000,APCDCONS,,,Void,Dust Collectors,FEDOOPSE,KENTUCKY-INDIANA LUMBER CO,227 E LEE ST,LOUISVILLE,40208-0000,88
189,C-0150-1000,APCDCONS,2007-03-31 00:00:00,2008-03-31 00:00:00,Open,Mod HMA prod increase,FEDOOP,RIVERSIDE PAVING & CONTRACTING,263 EILER AVE,LOUISVILLE,40214-0000,89
190,C-0150-1001,APCDCONS,2007-03-31 00:00:00,2008-03-31 00:00:00,Open,HMA baghouse control,FEDOOP,RIVERSIDE PAVING & CONTRACTING,263 EILER AVE,LOUISVILLE,40214-0000,90
191,C-0189-1002,APCDCONS,,,Open,barge unloading line cleaning,TITLE V,ROHM AND HAAS CHEMICALS LLC,4300 CAMP GROUND RD,LOUISVILLE,40216-0000,91
192,C-0776-1002,APCDCONS,2008-04-30 00:00:00,2009-04-30 00:00:00,Open,Blast Cabinet,FEDOOP,"ZOELLER PUMP COMPANY, LLC",3649 CANE RUN RD,LOUISVILLE,40211-0000,92
193,C-1575-1003,APCDCONS,2011-10-21 00:00:00,2012-10-31 00:00:00,Open,Emergency generator,MINOR,UPS SUPPLY CHAIN SOLUTIONS,1920 OUTER LOOP,LOUISVILLE,40219-0000,93
194,C-1553-1030,APCDCONS,2012-05-30 00:00:00,2013-05-31 00:00:00,Open,change to water based paint,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,94
195,C-1553-1031,APCDCONS,,,Open,COOLANT FOR MILLS AND TREADLINES&nbsp; DM# 61613,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,95
196,C-0465-1004,APCDCONS,2016-06-13 14:46:00,2017-06-30 00:00:00,Open,Powerscreen Chieftain Screener,FEDOOPSE,UNIVERSAL MINERALS KENTUCKY INC.,8250 PORT RD,LOUISVILLE,40258-0000,96
197,C-0870-1008,APCDCONS,,,Open,Ultrasonic cleaner,TITLE V,"HAIER US APPLIANCE SOLUTIONS, INC.",4000 BUECHEL BANK RD,LOUISVILLE,40225-0000,97
198,C-0186-1004,APCDCONS,,,Open,U6 Core Winder Replacement,TITLE V,REYNOLDS CONSUMER PRODUCTS LLC-LOUISVILLE FOIL PLT,2827 HALE AVE,LOUISVILLE,40211-0000,98
199,C-0028-1002,APCDCONS,2015-02-24 09:50:00,2016-02-29 09:50:00,Open,modification of monitoring for metal oxide oxidize,TITLE V,MOMENTIVE SPECIALTY CHEMICALS,6200 CAMP GROUND RD,LOUISVILLE,40216-0000,99
200,C-0233-1001,APCDCONS,2008-08-31 00:00:00,2009-08-31 00:00:00,Void,lift manufacturer,FEDOOPSE,CHALLENGER LIFTS,200 CABEL ST,LOUISVILLE,40206-0000,100
201,C-0465-1002,APCDCONS,2008-08-31 00:00:00,2009-08-31 00:00:00,Void,Dust Collector,FEDOOPSE,UNIVERSAL MINERALS KENTUCKY INC.,8250 PORT RD,LOUISVILLE,40258-0000,251
202,C-0711-1000,APCDCONS,2010-06-02 00:00:00,2011-06-30 00:00:00,Open,Storage Tanks,FEDOOP,PALMER PRODUCTS CORP.,146 ST MATTHEWS AVE,ST MATTHEWS,40207-0000,252
203,C-1562-1001,APCDCONS,2008-07-31 00:00:00,2009-07-31 00:00:00,Void,Atmospheric Evaporator,FEDOOPSE,CORAL GRAPHIC SERVICES OF KY,4700 COMMERCE CROSSINGS DR,LOUISVILLE,40229-0000,253
204,C-0193-1004,APCDCONS,2014-12-16 10:49:00,2015-12-31 00:00:00,Open,PEAD Bag Machine,FEDOOP,GRAPHICS PACKAGING,6820 ENTERPRISE DR,LOUISVILLE,40214-0000,254
205,C-0193-1007,APCDCONS,,,Open,bag forming line,FEDOOP,"MONDI BAGS USA, LLC",6820 ENTERPRISE DR,LOUISVILLE,40214-0000,255
206,C-1264-1011,APCDCONS,,,Void,Dust collector,FEDOOPSE,ZEOCHEM,1314 S 12TH ST,LOUISVILLE,40210-0000,256
207,C-0149-1000,APCDCONS,2012-06-05 00:00:00,2013-06-30 00:00:00,Open,Biotrickling Scrubbers,FEDOOP,METROPOLITAN SEWER DISTRICT,4522 ALGONQUIN PKY,LOUISVILLE,40211-0000,257
208,C-0628-1000,APCDCONS,2004-10-31 00:00:00,2005-10-31 00:00:00,Void,Concrete batch plant,FEDOOPSE,"IMI SOUTH, LLC - OUTER LOOP 832",2001 OUTER LOOP,LOUISVILLE,40219-0000,258
209,C-0628-1002,APCDCONS,2005-01-31 00:00:00,2006-01-31 00:00:00,Void,Hot mix asphalt plant,FEDOOPSE,"IMI SOUTH, LLC - OUTER LOOP 832",2001 OUTER LOOP,LOUISVILLE,40219-0000,259
210,C-0628-1003,APCDCONS,,,Void,HMA dust collector,FEDOOPSE,"IMI SOUTH, LLC - OUTER LOOP 832",2001 OUTER LOOP,LOUISVILLE,40219-0000,260
211,C-0586-1002,APCDCONS,2012-02-29 00:00:00,2013-02-28 00:00:00,Open,Installation of four (4) printers,MINOR,VIVID IMPACT,10116 BUNSEN WAY,JEFFERSONTOWN,40299-0000,261
212,C-1796-1000,APCDCONS,,,Void,emergency generator,MINOR,METROPOLITAN SEWER DISTRICT,1100 BLUE HERON RD,LOUISVILLE,40245-0000,262
213,C-1804-1000,APCDCONS,,,Void,ink manufacturer,MINOR,DYNAMIC DISPERSIONS LLC,10051 BUNSEN WAY,JEFFERSONTOWN,40299-0000,263
214,C-1334-1000,APCDCONS,2012-02-29 00:00:00,2013-02-28 00:00:00,Open,emergency generator,MINOR,UPS SUPPLY CHAIN,2200 OUTER LOOP,LOUISVILLE,40219-0000,264
215,C-0036-1003,APCDCONS,,,Open,,TITLE V,CLARIANT CORPORATION WEST PLAN,1227 S 12TH ST,LOUISVILLE,40210-0000,265
216,C-1264-1000,APCDCONS,2014-09-03 00:00:00,,Void,Dust Collector,FEDOOPSE,ZEOCHEM,1314 S 12TH ST,LOUISVILLE,40210-0000,266
217,C-1264-1001,APCDCONS,,,Open,,FEDOOPSE,ZEOCHEM,1314 S 12TH ST,LOUISVILLE,40210-0000,267
218,C-1762-1000,APCDCONS,,,Void,Plastic Pellet Handling,MINOR,LASTIQUE INTERNATIONAL CORP,8331 CANE RUN RD,LOUISVILLE,40258-0000,268
219,C-1763-1001,APCDCONS,,,Void,Boiler,MINOR,LOUISVILLE MEDICAL CENTER LAUNDRY,1400 STORY AVE,LOUISVILLE,40206-0000,269
220,C-1784-1000,APCDCONS,,,Open,Waste Water Treatment,MINOR,METROPOLITAN SEWER DISTRICT,11621 LOWER RIVER RD,LOUISVILLE,40272-0000,270
221,C-1649-1000,APCDCONS,2007-12-31 00:00:00,2008-12-31 00:00:00,Open,Shot Blast booths,MINOR,DANT CLAYTON,1550 BERNHEIM LN,SHIVELY,40210-0000,271
222,C-1649-1001,APCDCONS,2007-12-31 00:00:00,2008-12-31 00:00:00,Open,Powder coating system,MINOR,DANT CLAYTON,1550 BERNHEIM LN,SHIVELY,40210-0000,272
223,C-1649-1002,APCDCONS,2007-12-31 00:00:00,2008-12-31 00:00:00,Open,Dust Collector for painting,MINOR,DANT CLAYTON,1550 BERNHEIM LN,SHIVELY,40210-0000,273
224,C-1649-1003,APCDCONS,2007-12-31 00:00:00,2007-12-31 00:00:00,Open,Spray can painting operation,MINOR,DANT CLAYTON,1550 BERNHEIM LN,SHIVELY,40210-0000,274
225,C-1575-1000,APCDCONS,2006-06-30 00:00:00,2007-06-30 00:00:00,Open,Emergency generator,MINOR,UPS SUPPLY CHAIN SOLUTIONS,1920 OUTER LOOP,LOUISVILLE,40219-0000,275
226,C-1575-1001,APCDCONS,2006-08-31 00:00:00,2007-08-31 00:00:00,Open,Emergency generator,MINOR,UPS SUPPLY CHAIN SOLUTIONS,1920 OUTER LOOP,LOUISVILLE,40219-0000,276
227,C-1575-1002,APCDCONS,2011-10-21 00:00:00,2012-10-31 00:00:00,Open,Emergency generator,MINOR,UPS SUPPLY CHAIN SOLUTIONS,1920 OUTER LOOP,LOUISVILLE,40219-0000,277
228,C-1717-1000,APCDCONS,2009-10-30 00:00:00,2010-10-30 00:00:00,Open,Spray booth,MINOR,CLM PALLET RECYCLING,6431 NEW CUT RD,LOUISVILLE,40118-0000,278
229,C-1717-1001,APCDCONS,2010-02-01 00:00:00,2011-01-31 00:00:00,Open,Spray booth,MINOR,CLM PALLET RECYCLING,6431 NEW CUT RD,LOUISVILLE,40118-0000,279
230,C-1553-1012,APCDCONS,2009-03-31 00:00:00,2010-03-31 00:00:00,Open,Storage Tanks,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,280
231,C-1553-1013,APCDCONS,2008-08-31 00:00:00,2009-08-31 00:00:00,Open,(3) existing Weld Mills,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,281
232,C-1553-1017,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Open,535 BHP (399 kW-hr) emergency generator,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,282
233,C-1553-1018,APCDCONS,2008-09-10 00:00:00,2009-09-30 00:00:00,Open,Mist Eliminator  from the Passivation process,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,283
234,C-1553-1019,APCDCONS,2008-10-31 00:00:00,2009-10-31 00:00:00,Open,Three (3) storage tanks,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,284
235,C-1553-1020,APCDCONS,2008-10-13 00:00:00,2009-10-31 00:00:00,Open,Aerosol touch up coating operation,FEDOOP,REPUBLIC CONDUIT MANUFACTURING,7301 LOGISTICS DR,LOUISVILLE,40258-0000,285
236,C-0143-1004,APCDCONS,2009-05-31 00:00:00,2010-05-31 00:00:00,Open,"Storage tank, Gasoline Terminal",FEDOOP,MARATHON ASHLAND PETROLEUM LLC,3920 KRAMERS LN,LOUISVILLE,40216-0000,286
237,C-1448-1000,APCDCONS,2003-11-30 00:00:00,2004-11-30 00:00:00,Open,One (1) paint booth,MINOR,AST/ACME COATINGS & LININGS,100 ROCHESTER DR,LOUISVILLE,40214-0000,287
238,C-1448-1001,APCDCONS,2003-11-30 00:00:00,2004-11-30 00:00:00,Open,One (1) blast cabinet,MINOR,AST/ACME COATINGS & LININGS,100 ROCHESTER DR,LOUISVILLE,40214-0000,288
239,C-1448-1002,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Open,parts washers with no secondary reservoir,MINOR,AST/ACME COATINGS & LININGS,100 ROCHESTER DR,LOUISVILLE,40214-0000,289
240,C-1293-1001,APCDCONS,2009-11-30 00:00:00,2010-11-30 00:00:00,Void,Four baghouses,FEDOOPSE,ERNST CONCRETE CO.,4121 ALGONQUIN PKY,LOUISVILLE,40211-0000,290
241,C-1568-1003,APCDCONS,2007-11-30 00:00:00,2008-11-30 00:00:00,Void,Six baghouses,FEDOOP,NHK SPRING PRECISION AMERICA,10600 FREEPORT DR,LOUISVILLE,40258-0000,291
242,C-1568-1005,APCDCONS,2013-09-10 00:00:00,2014-09-30 00:00:00,Void,"2 edge grinder, 1 chamfer",FEDOOP,NHK SPRING PRECISION AMERICA,10600 FREEPORT DR,LOUISVILLE,40258-0000,292
243,C-0082-1033,APCDCONS,,,Open,TempRite Resin Mfg,TITLE V,LUBRIZOL ADVANCED MATERIALS,4200 BELLS LN,LOUISVILLE,40211-0000,293
244,C-0127-1003,APCDCONS,,,Open,Fuel Additive Facility,TITLE V,LOUISVILLE GAS & ELECTRIC COMPANY,14660 DIXIE HWY,LOUISVILLE,40272-0000,294
245,C-1584-1004,APCDCONS,,,Open,Disconnecting scrubber for spray dryers,FEDOOP,BYK Additives Inc.,1335 S 13TH ST,LOUISVILLE,40210-0000,295
246,C-0870-1011,APCDCONS,,,Open,Enamel Furnace (HEWH) modification,TITLE V,"HAIER US APPLIANCE SOLUTIONS, INC.",4000 BUECHEL BANK RD,LOUISVILLE,40225-0000,296
247,C-0243-1001,APCDCONS,2014-09-25 00:00:00,2015-09-30 00:00:00,Open,99 MMBtu/hr “Victory” boiler,FEDOOP,"HEAVEN HILL DISTILLERIES, INC.",1701 W BRECKINRIDGE ST,LOUISVILLE,40210-0000,297
248,C-0628-1001,APCDCONS,2004-10-31 00:00:00,2005-10-31 00:00:00,Void,Concrete plant baghouses,FEDOOPSE,"IMI SOUTH, LLC - OUTER LOOP 832",2001 OUTER LOOP,LOUISVILLE,40219-0000,298
249,C-0980-1000,APCDCONS,2007-10-31 00:00:00,2008-10-31 00:00:00,Void,auto body shop,FEDOOPSE,BOB MONTGOMERY CHEVROLET/HONDA,5340 DIXIE HWY,LOUISVILLE,40216-0000,299
250,C-0628-1004,APCDCONS,2003-06-10 00:00:00,2004-06-30 00:00:00,Void,Dry additive silo/baghouse,FEDOOPSE,"IMI SOUTH, LLC - OUTER LOOP 832",2001 OUTER LOOP,LOUISVILLE,40219-0000,300
251,C-1715-1000,APCDCONS,2009-12-20 00:00:00,2010-12-31 00:00:00,Void,Woodworking w/ controls,MINOR,MASTERBRAND CABINETS,6401 NEW CUT RD,LOUISVILLE,40118-0000,101
252,C-1715-1001,APCDCONS,2010-12-29 00:00:00,2011-12-31 00:00:00,Void,Woodworking w/ controls,MINOR,MASTERBRAND CABINETS,6401 NEW CUT RD,LOUISVILLE,40118-0000,102
253,C-0923-1000,APCDCONS,2009-10-31 00:00:00,2010-10-31 00:00:00,Open,One (1) dry cleaning dryer,MINOR,HIGHLAND CLEANERS,2455 BARDSTOWN RD,LOUISVILLE,40205-0000,103
254,C-0189-1001,APCDCONS,2014-12-19 13:10:00,2015-12-31 00:00:00,Open,distillation column uncontrolled for 22 minutes,TITLE V,ROHM AND HAAS CHEMICALS LLC,4300 CAMP GROUND RD,LOUISVILLE,40216-0000,104
255,C-1568-1007,APCDCONS,2015-10-30 10:01:00,2016-10-31 00:00:00,Void,4 production lines,FEDOOP,NHK SPRING PRECISION AMERICA,10600 FREEPORT DR,LOUISVILLE,40258-0000,105
256,C-0011-1015,APCDCONS,,,Open,part washer,TITLE V,AMERICAN SYNTHETIC RUBBER CORP,4500 CAMP GROUND RD,LOUISVILLE,40216-0000,106
257,C-1562-1003,APCDCONS,2016-05-31 09:20:00,2017-05-31 00:00:00,Open,UV printer,FEDOOPSE,CORAL GRAPHIC SERVICES OF KY,4700 COMMERCE CROSSINGS DR,LOUISVILLE,40229-0000,107
258,C-1710-1000,APCDCONS,2009-11-30 00:00:00,2010-11-30 00:00:00,Void,"Mixing, Milling, Dissolving",MINOR,HOSTMANN-STEINBERG,6021 FERN VALLEY RD,LOUISVILLE,40228-0000,108
259,C-1719-1000,APCDCONS,2009-11-30 00:00:00,2010-11-30 00:00:00,Open,Automobile Refinishing,MINOR,LAMBERT'S PAINT & BODY SHOP,4124 RESERVOIR AVE,LOUISVILLE,40213-0000,109
260,C-0243-1000,APCDCONS,2015-08-25 00:00:00,2016-08-31 00:00:00,Open,Add new distillation tanks,FEDOOP,"HEAVEN HILL DISTILLERIES, INC.",1701 W BRECKINRIDGE ST,LOUISVILLE,40210-0000,110
261,C-1749-1000,APCDCONS,2010-11-30 00:00:00,2011-11-30 00:00:00,Open,Laminator Press,MINOR,INFINIUM PRINTING,7625 NATIONAL TPKE,LOUISVILLE,40214-0000,111
262,C-1749-1002,APCDCONS,2011-05-31 00:00:00,2012-05-31 00:00:00,Open,Flexographic Press,MINOR,INFINIUM PRINTING,7625 NATIONAL TPKE,LOUISVILLE,40214-0000,112
