OBJECTID,AV_LEGEND,CLASS,ACREAGE,SOURCE,SHAPE_Length,SHAPE_Area
660,Tidal Wetland,111,0.091,OLISP 1995 Air Photos,483.586110574684,3982.532257797
661,Upland,0,0.187, ,338.584217378798,8153.99532269465
662,Tidal Wetland,111,0.593,OLISP 1995 Air Photos,1927.83371290266,25829.5189942329
663,Tidal Wetland,111,2.316,OLISP 1995 Air Photos,3032.83956835197,100871.70782467
664,Tidal Wetland,111,0.905,OLISP 1995 Air Photos,1041.94181591169,39404.1478614276
665,Tidal Wetland,111,0.6,OLISP 1995 Air Photos,722.278978351244,26156.1054726074
666,Tidal Wetland,111,23.571,OLISP 1995 Air Photos,10392.5954890645,1026766.3598203
667,Tidal Wetland,111,0.044,OLISP 1995 Air Photos,327.046623276486,1906.92823171325
668,Tidal Wetland,111,0.043,OLISP 1995 Air Photos,227.306582098452,1872.41979887163
669,Tidal Wetland,111,1.709,OLISP 1995 Air Photos,2433.91041096232,74432.2427572947
670,Tidal Wetland,111,0.12,OLISP 1995 Air Photos,369.227474499453,5236.65927365682
671,Tidal Wetland,111,0.03,OLISP 1995 Air Photos,187.35731845309,1321.09455560948
672,Tidal Wetland,111,2.112,OLISP 1995 Air Photos,2335.69916982819,91997.2127070225
673,Upland,0,0.126, ,292.151011426108,5468.91947943023
674,Tidal Wetland,111,9.928,OLISP 1995 Air Photos,4203.45050632356,432443.586041974
675,Tidal Wetland,111,6.183,OLISP 1995 Air Photos,3006.3687529143,269323.879602038
676,Tidal Wetland,111,0.361,OLISP 1995 Air Photos,488.608568036383,15733.1127777303
677,Tidal Wetland,111,0.021,OLISP 1995 Air Photos,227.10580185873,922.15645824883
678,Tidal Wetland,111,2.51,OLISP 1995 Air Photos,2104.42690339655,109331.26290893
679,Tidal Wetland,111,0.027,OLISP 1995 Air Photos,124.960395030306,1165.45531182961
680,Tidal Wetland,111,0.218,OLISP 1995 Air Photos,770.58205055356,9494.40683200844
681,Tidal Wetland,111,2.446,OLISP 1995 Air Photos,1803.27043918405,106541.229387278
682,Tidal Wetland,111,3.813,OLISP 1995 Air Photos,4340.11868920252,166083.625136991
683,Upland,0,0.06, ,193.662090789769,2606.90375738916
684,Tidal Wetland,111,0.827,OLISP 1995 Air Photos,1083.27404456456,36013.3106401366
685,Upland,0,0.285, ,570.239252739345,12423.1637269046
686,Tidal Wetland,111,0.051,OLISP 1995 Air Photos,282.089970580445,2213.71869211304
687,Upland,0,0.141, ,284.570051431472,6122.6705454146
688,Tidal Wetland,111,0.195,OLISP 1995 Air Photos,356.271108234933,8484.23374808885
689,Tidal Wetland,111,1.86,OLISP 1995 Air Photos,2715.02496936533,81036.6703893019
690,Tidal Wetland,111,83.458,OLISP 1995 Air Photos,16112.141360097,3635421.86597689
691,Upland,0,0.856, ,980.022768840664,37294.5121061973
692,Tidal Wetland,111,1.608,OLISP 1995 Air Photos,2038.65556577399,70065.3490544562
693,Tidal Wetland,111,0.109,OLISP 1995 Air Photos,319.942176743278,4757.4205616742
694,Tidal Wetland,111,3.271,OLISP 1995 Air Photos,2524.61531332172,142477.372745881
695,Tidal Wetland,111,0.076,OLISP 1995 Air Photos,408.471585588971,3299.58178225814
696,Tidal Wetland,111,0.216,OLISP 1995 Air Photos,905.724235308912,9425.96284900778
697,Tidal Wetland,111,5.556,OLISP 1995 Air Photos,3375.86052181803,241998.172670274
698,Tidal Wetland,111,19.426,OLISP 1995 Air Photos,11229.8529129198,846213.698437388
699,Upland,0,0.116, ,257.777014063047,5047.77791403615
700,Upland,0,0.096, ,470.200933212146,4178.57904534158
701,Tidal Wetland,111,0.358,OLISP 1995 Air Photos,638.899543283825,15607.0993269685
702,Tidal Wetland,111,1.018,OLISP 1995 Air Photos,1263.95165228826,44357.8511139757
703,Tidal Wetland,111,0.2,OLISP 1995 Air Photos,733.112020474943,8701.53231775769
704,Tidal Wetland,111,2.237,OLISP 1995 Air Photos,1990.89309107397,97426.323805964
705,Tidal Wetland,111,0.179,OLISP 1995 Air Photos,854.455142699021,7795.31134911582
706,Upland,0,0.149, ,291.50539777861,6498.30986204881
707,Tidal Wetland,111,0.2,OLISP 1995 Air Photos,370.903156411761,8726.97222787218
708,Tidal Wetland,111,1.389,OLISP 1995 Air Photos,1609.20820464705,60496.592381629
709,Tidal Wetland,111,0.038,OLISP 1995 Air Photos,175.240323373406,1665.74356242957
710,Tidal Wetland,111,0.056,OLISP 1995 Air Photos,245.310693106028,2439.32002849936
711,Tidal Wetland,111,0.711,OLISP 1995 Air Photos,1062.07323254991,30981.7818196248
712,Tidal Wetland,111,0.242,OLISP 1995 Air Photos,825.787814505006,10558.2245955756
713,Tidal Wetland,111,0.151,OLISP 1995 Air Photos,399.030959247471,6576.07503286714
714,Tidal Wetland,111,3.192,OLISP 1995 Air Photos,6086.00942397106,139043.42636892
715,Tidal Wetland,111,0.105,OLISP 1995 Air Photos,317.61234245313,4561.98942076153
716,Tidal Wetland,111,0.048,OLISP 1995 Air Photos,177.383096884293,2107.99288029571
717,Tidal Wetland,111,0.07,OLISP 1995 Air Photos,415.378684186307,3032.19548740852
718,Tidal Wetland,111,0.319,OLISP 1995 Air Photos,559.864560624842,13900.5603758425
719,Tidal Wetland,111,0.123,OLISP 1995 Air Photos,454.149482040216,5351.16787897407
720,Tidal Wetland,111,1.924,OLISP 1995 Air Photos,2311.44266490905,83791.1175394117
721,Tidal Wetland,111,1.094,OLISP 1995 Air Photos,2617.51978800952,47676.2989088366
722,Tidal Wetland,111,0.435,OLISP 1995 Air Photos,682.099886067641,18957.4255132569
723,Tidal Wetland,111,0.356,OLISP 1995 Air Photos,719.185338225642,15494.2659412891
724,Tidal Wetland,111,0.365,OLISP 1995 Air Photos,598.938617509797,15882.5982464453
725,Tidal Wetland,111,5.228,OLISP 1995 Air Photos,3654.93602350361,227734.8783067
726,Tidal Wetland,111,1.201,OLISP 1995 Air Photos,1617.67296960235,52304.2744100756
727,Tidal Wetland,111,2.873,OLISP 1995 Air Photos,3189.37062822079,125133.349038978
728,Tidal Wetland,111,3.204,OLISP 1995 Air Photos,1703.77349477859,139566.922905918
729,Tidal Wetland,111,0.036,OLISP 1995 Air Photos,214.829267738444,1569.64523434109
730,Tidal Wetland,111,2.904,OLISP 1995 Air Photos,1658.37895813142,126488.946942806
731,Tidal Wetland,111,0.467,OLISP 1995 Air Photos,782.989708400953,20344.027711143
732,Tidal Wetland,111,0.177,OLISP 1995 Air Photos,733.495024862585,7729.83227978387
733,Tidal Wetland,111,0.051,OLISP 1995 Air Photos,447.5958586759,2210.16839706708
734,Tidal Wetland,111,0.302,OLISP 1995 Air Photos,598.255863848736,13145.8481095938
735,Tidal Wetland,111,1.857,OLISP 1995 Air Photos,3028.3714669499,80876.74910665
736,Tidal Wetland,111,18.989,OLISP 1995 Air Photos,3757.23177569807,827144.475297644
737,Tidal Wetland,111,0.763,OLISP 1995 Air Photos,779.849309008048,33216.5522240976
738,Tidal Wetland,111,0.18,OLISP 1995 Air Photos,380.693734913684,7829.01194046061
739,Tidal Wetland,111,2.199,OLISP 1995 Air Photos,3212.75798538618,95767.1990012854
740,Tidal Wetland,111,0.152,OLISP 1995 Air Photos,762.893686334188,6624.13242869283
741,Tidal Wetland,111,1.739,OLISP 1995 Air Photos,1639.63535501491,75740.5681472988
742,Tidal Wetland,111,2.643,OLISP 1995 Air Photos,1516.25117588649,115143.88071359
743,Tidal Wetland,111,0.195,OLISP 1995 Air Photos,772.370022396187,8493.24097118139
744,Tidal Wetland,111,15.874,OLISP 1995 Air Photos,7155.64794440247,691471.604178535
745,Tidal Wetland,111,2.648,OLISP 1995 Air Photos,3871.88291345955,115349.029856379
746,Tidal Wetland,111,0.555,OLISP 1995 Air Photos,2024.41374863366,24180.8534493346
747,Tidal Wetland,111,0.108,OLISP 1995 Air Photos,492.121799917476,4718.46053889045
748,Tidal Wetland,111,1.237,OLISP 1995 Air Photos,1570.15767802681,53871.9509741042
749,Tidal Wetland,111,2.844,OLISP 1995 Air Photos,3011.7437825738,123902.044940307
750,Tidal Wetland,111,2.181,OLISP 1995 Air Photos,5080.28309303334,95016.0230849267
751,Tidal Wetland,111,0.164,OLISP 1995 Air Photos,668.568172560303,7143.94945237911
752,Tidal Wetland,111,1.098,OLISP 1995 Air Photos,1090.91695562251,47828.0074066876
753,Tidal Wetland,111,1.615,OLISP 1995 Air Photos,1778.03979844398,70355.874065874
754,Tidal Wetland,111,1.093,OLISP 1995 Air Photos,1423.03143700107,47594.5889950422
755,Tidal Wetland,111,0.512,OLISP 1995 Air Photos,1146.39442789336,22294.0568804402
756,Tidal Wetland,111,0.081,OLISP 1995 Air Photos,432.570021576603,3532.17002905074
757,Tidal Wetland,111,7.571,OLISP 1995 Air Photos,3095.61417143058,329784.634377341
758,Tidal Wetland,111,1.639,OLISP 1995 Air Photos,4002.29671758104,71402.5685251657
759,Tidal Wetland,111,0.496,OLISP 1995 Air Photos,1148.25468389433,21609.4979814148
760,Tidal Wetland,111,42.56,OLISP 1995 Air Photos,12046.5416830685,1853907.43285983
761,Tidal Wetland,111,6.419,OLISP 1995 Air Photos,4904.73021205654,279609.811951307
762,Tidal Wetland,111,1.182,OLISP 1995 Air Photos,1434.40546509196,51485.7554451062
763,Tidal Wetland,111,20.972,OLISP 1995 Air Photos,7582.29872071008,913556.100154458
764,Tidal Wetland,111,0.166,OLISP 1995 Air Photos,495.432432190434,7222.46493868276
765,Tidal Wetland,111,10.469,OLISP 1995 Air Photos,10369.9177011902,456013.391987985
766,Upland,0,2.026, ,1139.20487312464,88245.0088343244
767,Tidal Wetland,111,0.547,OLISP 1995 Air Photos,1581.26661341463,23833.0486654822
768,Upland,0,0.167, ,324.011825262171,7289.77128394739
769,Tidal Wetland,111,2.946,OLISP 1995 Air Photos,4939.45381363294,128347.837648687
770,Tidal Wetland,111,0.083,OLISP 1995 Air Photos,291.067841854114,3636.49429137971
771,Tidal Wetland,111,1.213,OLISP 1995 Air Photos,1396.63437142605,52851.1197037544
772,Upland,0,0.119, ,274.37398125104,5183.46273915173
773,Tidal Wetland,111,0.955,OLISP 1995 Air Photos,1344.84973377834,41578.2206404947
774,Tidal Wetland,111,0.062,OLISP 1995 Air Photos,301.715423887878,2701.47263631556
775,Upland,0,0.066, ,213.246333212685,2877.56470797988
776,Tidal Wetland,111,5.01,OLISP 1995 Air Photos,2648.05934981393,218221.453694503
777,Tidal Wetland,111,0.744,OLISP 1995 Air Photos,1302.84734815525,32428.6086173032
778,Upland,0,0.087, ,235.010026865692,3783.78446630733
779,Tidal Wetland,111,0.181,OLISP 1995 Air Photos,476.256049167392,7887.95456531498
780,Tidal Wetland,111,0.748,OLISP 1995 Air Photos,761.990698498087,32573.1120178595
781,Tidal Wetland,111,1.112,OLISP 1995 Air Photos,1489.01787313152,48444.7018005957
782,Upland,0,0.342, ,493.154165486113,14892.54311935
783,Tidal Wetland,111,0.241,OLISP 1995 Air Photos,510.300934996518,10491.9146222525
784,Tidal Wetland,111,0.177,OLISP 1995 Air Photos,547.470063557685,7701.68603624939
785,Tidal Wetland,111,0.111,OLISP 1995 Air Photos,379.790655709789,4817.50537771984
786,Tidal Wetland,111,0.122,OLISP 1995 Air Photos,380.565330129609,5301.47032509347
787,Tidal Wetland,111,1.679,OLISP 1995 Air Photos,1874.05730827747,73155.2637488207
788,Tidal Wetland,111,1.374,OLISP 1995 Air Photos,1217.91844246445,59861.2839719381
789,Tidal Wetland,111,0.958,OLISP 1995 Air Photos,909.776911801241,41728.6286469397
790,Upland,0,0.2, ,341.801834890582,8722.87400342783
791,Tidal Wetland,111,3.631,OLISP 1995 Air Photos,3370.3783011278,158163.815762608
792,Tidal Wetland,111,0.627,OLISP 1995 Air Photos,663.379044318802,27304.5234419851
793,Tidal Wetland,111,1.173,OLISP 1995 Air Photos,1318.01997600897,51106.0187423411
794,Tidal Wetland,111,18.245,OLISP 1995 Air Photos,5257.02253828222,794755.387673813
795,Tidal Wetland,111,0.088,OLISP 1995 Air Photos,254.225543580865,3849.1198557957
796,Upland,0,0.091, ,231.314954372256,3955.89374797664
797,Tidal Wetland,111,0.786,OLISP 1995 Air Photos,2334.10302822096,34253.3358690039
798,Tidal Wetland,111,0.281,OLISP 1995 Air Photos,798.02133761653,12236.3243427885
799,Tidal Wetland,111,0.491,OLISP 1995 Air Photos,691.087861486968,21400.2850101505
800,Tidal Wetland,111,92.738,OLISP 1995 Air Photos,20402.577870461,4039646.58649998
801,Tidal Wetland,111,0.338,OLISP 1995 Air Photos,481.620249266258,14705.8206266497
802,Tidal Wetland,111,0.049,OLISP 1995 Air Photos,255.540768576735,2144.58771419367
803,Upland,0,0.063, ,189.749717387169,2731.74430169797
804,Upland,0,0.12, ,263.901947780062,5238.69863613304
805,Tidal Wetland,111,2.039,OLISP 1995 Air Photos,3400.38939513567,88805.1394790936
806,Upland,0,0.184, ,326.712585101642,8018.87023819564
807,Tidal Wetland,111,0.066,OLISP 1995 Air Photos,247.990039694081,2890.83710788813
808,Tidal Wetland,111,0.396,OLISP 1995 Air Photos,532.372891976341,17270.2684353175
809,Tidal Wetland,111,0.825,OLISP 1995 Air Photos,1047.07958617287,35953.229270684
810,Tidal Wetland,111,0.063,OLISP 1995 Air Photos,246.293662239943,2743.06502006009
811,Tidal Wetland,111,0.495,OLISP 1995 Air Photos,632.66494228206,21552.2447870695
812,Tidal Wetland,111,0.145,OLISP 1995 Air Photos,346.461309475065,6302.2966619492
813,Tidal Wetland,111,0.58,OLISP 1995 Air Photos,845.374655175791,25285.3675767728
814,Upland,0,0.076, ,210.31886141764,3310.06001476012
815,Tidal Wetland,111,0.105,OLISP 1995 Air Photos,477.121663841117,4582.00910796609
816,Tidal Wetland,111,34.372,OLISP 1995 Air Photos,5418.10619855541,1497222.84783276
817,Tidal Wetland,111,0.296,OLISP 1995 Air Photos,652.529408243453,12908.4349242269
818,Tidal Wetland,111,1.242,OLISP 1995 Air Photos,2381.50090720974,54100.9254214373
819,Tidal Wetland,111,5.108,OLISP 1995 Air Photos,5201.42460406485,222522.083238087
820,Tidal Wetland,111,0.729,OLISP 1995 Air Photos,752.396532799116,31744.4507575307
821,Tidal Wetland,111,2.109,OLISP 1995 Air Photos,1526.71101807067,91854.4052397205
822,Tidal Wetland,111,4.642,OLISP 1995 Air Photos,5792.74896465709,202199.830606479
823,Tidal Wetland,111,2.141,OLISP 1995 Air Photos,2006.27850305109,93277.4779799865
824,Tidal Wetland,111,0.062,OLISP 1995 Air Photos,280.969745835467,2717.93074979249
825,Tidal Wetland,111,33.036,OLISP 1995 Air Photos,22775.6969228472,1439062.65828628
826,Tidal Wetland,111,0.181,OLISP 1995 Air Photos,477.70136369081,7897.3898648581
827,Tidal Wetland,111,2.697,OLISP 1995 Air Photos,3558.10776868742,117465.384960293
828,Tidal Wetland,111,1.023,OLISP 1995 Air Photos,2485.92712706174,44576.8853905878
829,Tidal Wetland,111,0.147,OLISP 1995 Air Photos,465.360334444555,6417.0257175586
830,Tidal Wetland,111,0.798,OLISP 1995 Air Photos,861.387688935324,34775.5435380246
831,Tidal Wetland,111,0.076,OLISP 1995 Air Photos,438.645484933208,3315.17867896147
832,Tidal Wetland,111,0.19,OLISP 1995 Air Photos,544.43745955587,8279.92776527825
833,Tidal Wetland,111,0.382,OLISP 1995 Air Photos,1250.61852140935,16661.439207949
834,Tidal Wetland,111,0.094,OLISP 1995 Air Photos,279.780210560237,4085.8929820947
835,Tidal Wetland,111,7.861,OLISP 1995 Air Photos,3280.99738085605,342415.8698873
836,Tidal Wetland,111,0.116,OLISP 1995 Air Photos,411.388681256476,5058.99128254507
837,Tidal Wetland,111,25.339,OLISP 1995 Air Photos,12076.4811190448,1103769.34927579
838,Tidal Wetland,111,0.912,OLISP 1995 Air Photos,2146.30909119992,39710.6450438389
839,Tidal Wetland,111,0.068,OLISP 1995 Air Photos,292.92212317023,2979.80587065938
840,Tidal Wetland,111,0.707,OLISP 1995 Air Photos,3258.33399305987,30809.4028381891
841,Tidal Wetland,111,0.994,OLISP 1995 Air Photos,873.062263486322,43279.8224218134
842,Tidal Wetland,111,2.555,OLISP 1995 Air Photos,3252.39842296331,111298.145481049
843,Tidal Wetland,111,2.297,OLISP 1995 Air Photos,1456.68540476998,100042.653437998
844,Tidal Wetland,111,0.627,OLISP 1995 Air Photos,1154.10650805082,27311.671634133
845,Tidal Wetland,111,0.512,OLISP 1995 Air Photos,864.989725383631,22290.0404628875
846,Tidal Wetland,111,3.328,OLISP 1995 Air Photos,2139.72107194236,144969.115219657
847,Upland,0,1.259, ,1038.84664211816,54833.5946935782
848,Tidal Wetland,111,1.344,OLISP 1995 Air Photos,1322.82505161561,58531.0317667779
849,Tidal Wetland,111,0.011,OLISP 1995 Air Photos,139.434337790885,487.380862625403
850,Tidal Wetland,111,0.944,OLISP 1995 Air Photos,872.072432622412,41122.2844510829
851,Tidal Wetland,111,4.846,OLISP 1995 Air Photos,1791.44531833223,211108.790126939
852,Tidal Wetland,111,0.347,OLISP 1995 Air Photos,767.509419642942,15095.1645625654
853,Tidal Wetland,111,1.957,OLISP 1995 Air Photos,1771.17500279672,85230.0858234418
854,Tidal Wetland,111,0.402,OLISP 1995 Air Photos,563.942943905713,17514.7666157305
855,Tidal Wetland,111,0.676,OLISP 1995 Air Photos,746.544518565623,29434.2867796581
856,Tidal Wetland,111,1.892,OLISP 1995 Air Photos,1520.47395289684,82406.7216571872
857,Tidal Wetland,111,0.311,OLISP 1995 Air Photos,479.983548513606,13548.794054817
858,Upland,0,0.704, ,1126.68847760764,30678.7099100103
859,Tidal Wetland,111,0.086,OLISP 1995 Air Photos,239.976005646615,3761.41829150226
860,Tidal Wetland,111,5.532,OLISP 1995 Air Photos,3381.59038997444,240958.381354476
861,Tidal Wetland,111,24.945,OLISP 1995 Air Photos,12285.5635921905,1086583.01439436
862,Tidal Wetland,111,0.059,OLISP 1995 Air Photos,216.029874673423,2558.15309126956
863,Tidal Wetland,111,0.723,OLISP 1995 Air Photos,1295.19693416311,31487.7132412681
864,Tidal Wetland,111,0.437,OLISP 1995 Air Photos,822.849654653911,19042.7989610777
865,Tidal Wetland,111,0.776,OLISP 1995 Air Photos,847.904763377462,33816.4085642065
866,Tidal Wetland,111,11.188,OLISP 1995 Air Photos,6146.7360461952,487341.15710414
867,Tidal Wetland,111,0.982,OLISP 1995 Air Photos,807.210102173676,42797.3987110507
868,Tidal Wetland,111,0.902,OLISP 1995 Air Photos,920.780859896569,39293.0550569631
869,Tidal Wetland,111,0.459,OLISP 1995 Air Photos,1227.42839104862,19988.1797057132
870,Tidal Wetland,111,0.083,OLISP 1995 Air Photos,395.398058378497,3625.62140674214
871,Tidal Wetland,111,0.28,OLISP 1995 Air Photos,765.197536381202,12194.3429024746
872,Tidal Wetland,111,1.082,OLISP 1995 Air Photos,1179.98626063662,47140.1500979516
873,Tidal Wetland,111,0.061,OLISP 1995 Air Photos,246.966365030783,2656.68398848199
874,Tidal Wetland,111,0.502,OLISP 1995 Air Photos,768.540147819219,21861.1328938758
875,Tidal Wetland,111,0.044,OLISP 1995 Air Photos,167.43087891313,1918.97234190651
876,Tidal Wetland,111,0.567,OLISP 1995 Air Photos,1651.16275753763,24689.4083787601
877,Tidal Wetland,111,8.554,OLISP 1995 Air Photos,3106.70964356907,372612.294859643
878,Tidal Wetland,111,13.63,OLISP 1995 Air Photos,6018.2879571549,593736.291408395
879,Tidal Wetland,111,0.038,OLISP 1995 Air Photos,178.655320548634,1654.52290946212
880,Tidal Wetland,111,0.214,OLISP 1995 Air Photos,393.840633920939,9313.57029609988
881,Tidal Wetland,111,0.4,OLISP 1995 Air Photos,558.652987773678,17409.5747906047
882,Tidal Wetland,111,0.147,OLISP 1995 Air Photos,505.254246440748,6396.01317601616
883,Tidal Wetland,111,0.76,OLISP 1995 Air Photos,927.942309636204,33114.8826727215
884,Upland,0,0.312, ,580.564146653847,13587.3152889758
885,Tidal Wetland,111,8.469,OLISP 1995 Air Photos,7525.08242879054,368908.3637363
886,Tidal Wetland,111,0.053,OLISP 1995 Air Photos,218.082080399287,2307.726394718
887,Tidal Wetland,111,0.299,OLISP 1995 Air Photos,751.117510646206,13041.1655493771
888,Tidal Wetland,111,30.206,OLISP 1995 Air Photos,8214.64885117451,1315771.98274867
889,Tidal Wetland,111,0.588,OLISP 1995 Air Photos,1508.51832317784,25596.8782351924
890,Tidal Wetland,111,0.245,OLISP 1995 Air Photos,480.844524564983,10690.3006198957
891,Tidal Wetland,111,0.209,OLISP 1995 Air Photos,609.774124309991,9096.31181465608
892,Tidal Wetland,111,0.515,OLISP 1995 Air Photos,841.835884456101,22448.9510921917
893,Tidal Wetland,111,7.082,OLISP 1995 Air Photos,4617.90578021548,308498.884764646
894,Tidal Wetland,111,0.148,OLISP 1995 Air Photos,533.727035911516,6441.59407678438
895,Tidal Wetland,111,0.799,OLISP 1995 Air Photos,919.361229337017,34782.7611420361
896,Tidal Wetland,111,0.288,OLISP 1995 Air Photos,526.512624203301,12529.8478057729
897,Tidal Wetland,111,0.745,OLISP 1995 Air Photos,809.322259739924,32437.4134949275
898,Tidal Wetland,111,12.564,OLISP 1995 Air Photos,4831.62447001334,547294.255964246
899,Tidal Wetland,111,0.019,OLISP 1995 Air Photos,118.991023928846,826.920433563684
900,Tidal Wetland,111,0.312,OLISP 1995 Air Photos,454.373892574157,13569.977575267
901,Tidal Wetland,111,15.24,OLISP 1995 Air Photos,4202.21012878153,663841.706732177
902,Tidal Wetland,111,0.7,OLISP 1995 Air Photos,1777.28166351965,30481.899617022
903,Tidal Wetland,111,0.03,OLISP 1995 Air Photos,198.698405885528,1316.60533880682
904,Tidal Wetland,111,0.06,OLISP 1995 Air Photos,306.220871158391,2598.14774422843
905,Tidal Wetland,111,44.81,OLISP 1995 Air Photos,15464.4695456964,1951913.46818719
906,Tidal Wetland,111,0.187,OLISP 1995 Air Photos,768.304150705638,8153.3835297994
907,Tidal Wetland,111,7.557,OLISP 1995 Air Photos,5434.94125635008,329162.988580511
908,Tidal Wetland,111,0.693,OLISP 1995 Air Photos,706.340147781538,30203.9281705298
909,Tidal Wetland,111,0.584,OLISP 1995 Air Photos,1514.51665031171,25434.8139014651
910,Tidal Wetland,111,27.847,OLISP 1995 Air Photos,16450.4876527593,1213022.54138942
911,Tidal Wetland,111,14.687,OLISP 1995 Air Photos,4721.73786558543,639778.307804225
912,Tidal Wetland,111,0.077,OLISP 1995 Air Photos,379.886570939107,3339.25861417215
913,Tidal Wetland,111,0.501,OLISP 1995 Air Photos,872.250238067419,21831.5448811223
914,Tidal Wetland,111,13.69,OLISP 1995 Air Photos,4515.25823369876,596326.644983524
915,Tidal Wetland,111,0.748,OLISP 1995 Air Photos,1457.26802846244,32593.4360715613
916,Tidal Wetland,111,0.059,OLISP 1995 Air Photos,350.963024897573,2562.982961099
917,Tidal Wetland,111,0.54,OLISP 1995 Air Photos,813.250522965493,23501.3206506206
918,Tidal Wetland,111,2.541,OLISP 1995 Air Photos,1817.43445285068,110705.514354378
919,Tidal Wetland,111,0.281,OLISP 1995 Air Photos,942.687457510388,12257.1821782746
920,Tidal Wetland,111,0.047,OLISP 1995 Air Photos,298.392965566109,2065.15443863402
921,Tidal Wetland,111,24.92,OLISP 1995 Air Photos,8655.72668582066,1085509.76178772
922,Tidal Wetland,111,7.161,OLISP 1995 Air Photos,3642.59852354744,311922.16747985
923,Tidal Wetland,111,0.152,OLISP 1995 Air Photos,548.333357198532,6635.46916319872
924,Tidal Wetland,111,0.922,OLISP 1995 Air Photos,1034.01157383257,40166.2970368987
925,Tidal Wetland,111,0.491,OLISP 1995 Air Photos,1208.0540806856,21376.3488436323
926,Tidal Wetland,111,2.243,OLISP 1995 Air Photos,2272.05604177067,97723.5842519383
927,Tidal Wetland,111,3.676,OLISP 1995 Air Photos,1967.0747936241,160126.220478476
928,Tidal Wetland,111,0.764,OLISP 1995 Air Photos,1342.27402467926,33301.3238577943
929,Tidal Wetland,111,0.239,OLISP 1995 Air Photos,511.953655330338,10408.5801049329
930,Tidal Wetland,111,4.406,OLISP 1995 Air Photos,2813.42733026585,191911.041419455
931,Upland,0,0.597, ,611.018959709759,26018.7857554598
932,Upland,0,0.037, ,150.663808962115,1619.38826923351
933,Tidal Wetland,111,0.191,OLISP 1995 Air Photos,553.343106911419,8338.04404499983
934,Tidal Wetland,111,0.044,OLISP 1995 Air Photos,205.585544179491,1896.56789393091
935,Tidal Wetland,111,9.171,OLISP 1995 Air Photos,3075.20687809403,399470.886600278
936,Tidal Wetland,111,0.61,OLISP 1995 Air Photos,2033.46050571839,26576.9441856185
937,Tidal Wetland,111,0.638,OLISP 1995 Air Photos,810.338193888242,27783.5004251319
938,Tidal Wetland,111,0.045,OLISP 1995 Air Photos,203.447562890672,1981.90607315538
939,Tidal Wetland,111,0.174,OLISP 1995 Air Photos,330.3448040185,7586.96598149668
940,Tidal Wetland,111,0.116,OLISP 1995 Air Photos,392.798314925212,5033.03389915707
941,Tidal Wetland,111,0.127,OLISP 1995 Air Photos,486.466565591667,5547.17533873359
942,Tidal Wetland,111,5.747,OLISP 1995 Air Photos,5715.62981289993,250332.80509421
943,Tidal Wetland,111,0.137,OLISP 1995 Air Photos,334.240966127056,5960.63892740693
944,Tidal Wetland,111,0.125,OLISP 1995 Air Photos,324.374171624752,5446.23639608137
945,Tidal Wetland,111,0.935,OLISP 1995 Air Photos,1264.13796351429,40740.8942974035
946,Tidal Wetland,111,2.971,OLISP 1995 Air Photos,2925.1925494958,129437.702978994
947,Tidal Wetland,111,4.766,OLISP 1995 Air Photos,6410.68098524149,207601.484592774
948,Tidal Wetland,111,4.326,OLISP 1995 Air Photos,2181.6505814531,188433.256108489
949,Tidal Wetland,111,2.59,OLISP 1995 Air Photos,1365.84066458825,112837.681070014
950,Tidal Wetland,111,0.429,OLISP 1995 Air Photos,618.091120201302,18688.1784160938
951,Tidal Wetland,111,11.296,OLISP 1995 Air Photos,6358.49499301072,492045.497284055
952,Tidal Wetland,111,22.21,OLISP 1995 Air Photos,6792.47634626522,967472.281288975
953,Tidal Wetland,111,0.337,OLISP 1995 Air Photos,931.528920346965,14682.0120159195
954,Tidal Wetland,111,0.025,OLISP 1995 Air Photos,158.467631472426,1084.79149004917
955,Tidal Wetland,111,16.631,OLISP 1995 Air Photos,4055.73394925602,724442.488228162
956,Tidal Wetland,111,0.502,OLISP 1995 Air Photos,1544.80420988336,21849.1061104758
957,Tidal Wetland,111,0.157,OLISP 1995 Air Photos,837.12336740684,6854.67869972511
958,Tidal Wetland,111,11.694,OLISP 1995 Air Photos,5336.92818139048,509373.230074176
959,Tidal Wetland,111,0.049,OLISP 1995 Air Photos,240.237257289088,2145.26691677457
960,Tidal Wetland,111,0.106,OLISP 1995 Air Photos,383.916890393802,4619.35030993055
961,Tidal Wetland,111,0.036,OLISP 1995 Air Photos,201.58052334635,1572.70349793985
962,Tidal Wetland,111,0.133,OLISP 1995 Air Photos,680.923575616124,5797.57523548544
963,Tidal Wetland,111,0.114,OLISP 1995 Air Photos,282.99438153846,4977.02901742203
964,Tidal Wetland,111,0.441,OLISP 1995 Air Photos,1349.1756605116,19207.6451686096
965,Tidal Wetland,111,4.377,OLISP 1995 Air Photos,2423.1506162643,190649.781987616
966,Tidal Wetland,111,0.234,OLISP 1995 Air Photos,1027.59547181705,10173.3639465409
967,Tidal Wetland,111,0.51,OLISP 1995 Air Photos,1366.23307628483,22209.5910651241
968,Tidal Wetland,111,1.597,OLISP 1995 Air Photos,1310.8104727636,69548.2542245936
969,Tidal Wetland,111,0.084,OLISP 1995 Air Photos,380.002122044811,3644.61762405717
970,Tidal Wetland,111,0.355,OLISP 1995 Air Photos,607.164953833386,15454.6971727289
