OBJECTID,LANDUSE_TYPE,LANDUSE_SUBTYPE,LANDUSE_KEY,SHAPE_Length,SHAPE_Area
434,1,204,2-3 DU/AC,9315.82874134157,-4507505.00682119
435,1,204,2-3 DU/AC,5462.63043974749,-1344449.94225038
436,1,204,2-3 DU/AC,3560.59242427908,-584893.381204676
437,1,204,2-3 DU/AC,2258.95327361359,-240459.768488407
438,1,204,2-3 DU/AC,2585.95457212023,-340465.172571385
439,1,204,2-3 DU/AC,3540.46500842668,-691434.502963706
440,1,204,2-3 DU/AC,2579.33460892939,-297212.201820886
441,1,204,2-3 DU/AC,27234.5795010391,-16955433.0004765
442,1,204,2-3 DU/AC,8035.75934850831,-1226583.85326593
443,1,204,2-3 DU/AC,6441.66854884659,-1881369.55709067
444,1,204,2-3 DU/AC,29310.9851743656,-16263105.3621252
445,1,204,2-3 DU/AC,1755.38147538969,-192603.948799755
446,1,204,2-3 DU/AC,143860.257018374,-93057723.7565257
447,1,204,2-3 DU/AC,3743.14517804081,-651665.710214984
448,1,204,2-3 DU/AC,2788.23501687093,-449053.783022042
449,1,204,2-3 DU/AC,11167.2525114921,-6216226.5291232
450,1,204,2-3 DU/AC,27373.3899571727,-13906964.6156536
451,1,204,2-3 DU/AC,15938.428285921,-7507778.61453551
452,1,204,2-3 DU/AC,7531.73224176565,-1352314.9313776
453,1,204,2-3 DU/AC,49780.03588318,-35021437.2580204
454,1,204,2-3 DU/AC,1531.25264566565,-138162.954483753
455,1,204,2-3 DU/AC,8964.11115233983,-2160479.43314384
456,1,204,2-3 DU/AC,17321.7870601915,-9498398.23550442
457,1,204,2-3 DU/AC,2294.20733815602,-83491.6803601934
458,1,204,2-3 DU/AC,10026.5855628577,-2973607.36843315
459,1,204,2-3 DU/AC,1228.94665915838,-86845.9048497842
460,1,204,2-3 DU/AC,1542.90101262209,-122413.844647302
461,1,204,2-3 DU/AC,8229.56212238657,-2638303.4417842
462,1,204,2-3 DU/AC,6061.71460170677,-1985555.16327642
463,1,204,2-3 DU/AC,2100.03139456387,-272106.470932551
464,1,204,2-3 DU/AC,3484.50202882286,-746957.008363152
465,1,204,2-3 DU/AC,3878.22651355033,-873754.370358722
466,1,204,2-3 DU/AC,61877.0860443026,-37608098.1707791
467,1,204,2-3 DU/AC,10815.5570819011,-2016225.60934975
468,1,204,2-3 DU/AC,73265.8096655835,-39955479.6931724
469,1,204,2-3 DU/AC,116434.431135648,-96842204.4251574
470,1,204,2-3 DU/AC,17843.3235759494,-6646067.19134767
471,1,204,2-3 DU/AC,4340.95689814914,-1092457.88551476
472,1,204,2-3 DU/AC,1456.02139976498,-95702.1009468698
473,1,204,2-3 DU/AC,6862.95616696155,-1745244.10571789
474,1,204,2-3 DU/AC,11696.3555260521,-2471452.45388704
475,1,204,2-3 DU/AC,30156.3906614284,-12865436.1927825
476,1,204,2-3 DU/AC,2092.53429235534,-189625.443798708
477,1,204,2-3 DU/AC,6505.01958853303,-1507502.7976687
478,1,204,2-3 DU/AC,792.230447029463,-39120.0138933577
479,1,204,2-3 DU/AC,2953.59520212376,-230646.662494035
480,1,204,2-3 DU/AC,2554.51647371093,-133642.878385306
481,1,204,2-3 DU/AC,22559.6545720041,-8717215.12718741
482,1,204,2-3 DU/AC,10697.227645666,-2192788.66612218
483,1,204,2-3 DU/AC,8738.26359807529,-3078631.19810958
484,1,204,2-3 DU/AC,27087.0320139272,-9706749.24928386
485,1,204,2-3 DU/AC,5274.56212288222,-1686475.0718405
486,1,204,2-3 DU/AC,7896.88940790288,-2455112.09204712
487,1,204,2-3 DU/AC,107769.7876002,-53617359.7559865
488,1,204,2-3 DU/AC,2239.56449597436,-246891.084064237
489,1,204,2-3 DU/AC,52903.4569411074,-38649799.1018528
490,1,204,2-3 DU/AC,16814.9647025403,-7635121.46041352
491,1,204,2-3 DU/AC,24107.3786702711,-9209255.26561479
492,1,204,2-3 DU/AC,2881.06454684948,-296162.596198891
493,1,204,2-3 DU/AC,9443.97670420809,-4677655.80256929
494,1,204,2-3 DU/AC,525.249268862308,-11534.1156167264
495,1,204,2-3 DU/AC,10598.4852011163,-2374501.73351045
496,1,204,2-3 DU/AC,5922.25057611427,-1993256.93833197
497,1,204,2-3 DU/AC,33021.7523435371,-17177046.3844056
498,1,204,2-3 DU/AC,23830.7607261443,-12590343.8567422
499,1,204,2-3 DU/AC,14093.911728884,-7177097.44087402
500,1,204,2-3 DU/AC,112205.033564133,-77520105.0317704
501,1,205,3-4 DU/AC,1569.94272150748,-132676.004279511
502,1,205,3-4 DU/AC,832.983576260222,-43359.4488306543
503,1,204,2-3 DU/AC,7976.07453281423,-2040381.30212593
504,1,204,2-3 DU/AC,488.499311656679,-12943.6164356719
505,1,204,2-3 DU/AC,1263.5798485861,-57169.7307441868
506,1,204,2-3 DU/AC,1779.20222974362,-168410.518205195
507,1,205,3-4 DU/AC,6538.38414952403,-1337181.25761245
508,1,204,2-3 DU/AC,1066.31297010771,-65092.9300679387
509,1,204,2-3 DU/AC,23311.5372003031,-13289046.1793471
510,1,204,2-3 DU/AC,19365.4359315919,-8478819.28697492
511,1,205,3-4 DU/AC,7379.63579952373,-1427600.4944621
512,1,204,2-3 DU/AC,30561.8773778905,-23043213.9038872
513,1,204,2-3 DU/AC,20445.5953344344,-9381553.0892442
514,1,204,2-3 DU/AC,1963.22891985825,-231210.020712717
515,1,204,2-3 DU/AC,16955.2001074486,-7002185.59391165
516,1,204,2-3 DU/AC,2406.85016166663,-175306.460852653
517,1,204,2-3 DU/AC,4385.64269268387,-1189430.93285433
518,1,204,2-3 DU/AC,53832.8825570283,-24966880.2118258
519,1,204,2-3 DU/AC,5321.50869954004,-1032223.2768862
520,1,204,2-3 DU/AC,28760.2516521364,-18575811.6726402
521,1,204,2-3 DU/AC,2559.98998839375,-355281.28093072
522,1,204,2-3 DU/AC,22160.5984044226,-11715885.2344317
523,1,204,2-3 DU/AC,2958.61888642877,-442819.475349866
524,1,204,2-3 DU/AC,142905.747532436,-92464631.945859
525,1,204,2-3 DU/AC,5146.69649945356,-765532.316920216
528,1,204,2-3 DU/AC,137946.318599598,-62115192.0958569
531,1,204,2-3 DU/AC,13054.3134516586,-5879702.33508778
532,1,204,2-3 DU/AC,2934.06711472522,-520406.952712947
534,1,204,2-3 DU/AC,4264.38123539168,-1143037.02528999
535,1,204,2-3 DU/AC,2041.70713692324,-244689.451642746
537,1,204,2-3 DU/AC,16402.2950933338,-8261046.73123587
538,1,204,2-3 DU/AC,1477.43253751886,-112189.328272791
540,1,204,2-3 DU/AC,12726.101669928,-5914140.78053527
541,1,204,2-3 DU/AC,24546.0779936908,-10842828.0217224
542,1,204,2-3 DU/AC,3155.7960230477,-416467.101292426
544,1,204,2-3 DU/AC,8314.07347637584,-2123571.37367238
549,1,204,2-3 DU/AC,3790.68629395027,-626267.346020275
553,1,204,2-3 DU/AC,36473.8164185448,-18485868.7672952
554,1,204,2-3 DU/AC,22496.6028697428,-6696336.72063327
555,1,204,2-3 DU/AC,7990.80134692676,-1319137.07049844
557,1,204,2-3 DU/AC,9379.5445940091,-3568369.38112145
558,1,204,2-3 DU/AC,2063.96007176792,-197766.733621719
559,1,204,2-3 DU/AC,12635.9195762264,-7439779.21572438
560,1,204,2-3 DU/AC,3112.10616610055,-463502.43515752
561,1,204,2-3 DU/AC,2355.96589000724,-288237.847321586
562,1,204,2-3 DU/AC,1146.16692262251,-74585.7882209597
563,1,204,2-3 DU/AC,9424.56290785726,-2050631.49172144
564,1,204,2-3 DU/AC,22670.3007254884,-8190502.2805798
565,1,204,2-3 DU/AC,6171.08243983819,-825813.954056802
568,1,204,2-3 DU/AC,1089.44404995391,-72378.8290296018
569,1,204,2-3 DU/AC,1563.84792850164,-92518.2030789683
570,1,204,2-3 DU/AC,21069.5912794889,-7065688.01750044
571,1,204,2-3 DU/AC,2081.47877572742,-245281.354401554
572,1,204,2-3 DU/AC,12107.4254341615,-5077140.28757672
573,1,204,2-3 DU/AC,4782.50956823643,-949877.073609614
574,1,204,2-3 DU/AC,17101.0237964403,-7965368.83042467
575,1,204,2-3 DU/AC,3150.83906503126,-292937.846118799
576,1,204,2-3 DU/AC,63555.4007052242,-39576473.6358797
577,1,204,2-3 DU/AC,9030.46818366412,-2361696.84531726
578,1,204,2-3 DU/AC,9146.86954774342,-3355830.56394029
579,1,204,2-3 DU/AC,10924.3795903458,-3922125.64086177
580,1,204,2-3 DU/AC,29769.3783732567,-20090406.5040452
581,1,204,2-3 DU/AC,9302.40068932637,-3377488.96918915
582,1,204,2-3 DU/AC,7300.44422894959,-2246186.32790614
583,1,204,2-3 DU/AC,383.909183073177,-33.6112242974355
584,1,204,2-3 DU/AC,10032.7390771939,-2826756.32046274
586,1,204,2-3 DU/AC,9473.33691499537,-4183797.11819176
587,1,204,2-3 DU/AC,11464.0666474904,-4026776.03103955
588,1,204,2-3 DU/AC,3238.97777713499,-413951.945407411
589,1,204,2-3 DU/AC,9288.67730044451,-3527031.58642803
590,1,204,2-3 DU/AC,3667.27469228411,-760538.887768593
591,1,204,2-3 DU/AC,53634.9634107873,-31112121.3668345
592,1,204,2-3 DU/AC,85553.6682381104,-42881780.1796147
593,1,204,2-3 DU/AC,7419.108543884,-2480467.39227663
594,1,204,2-3 DU/AC,3451.67135037775,-454719.156432138
595,1,204,2-3 DU/AC,7746.3624631778,-1398877.59964767
596,1,204,2-3 DU/AC,7412.08540447157,-1819949.85213999
597,1,204,2-3 DU/AC,10648.0507044014,-4051758.23103358
598,1,204,2-3 DU/AC,7746.25003485119,-1744290.48004882
599,1,204,2-3 DU/AC,1488.04753585432,-112032.775920068
600,1,204,2-3 DU/AC,2011.70232633379,-222068.564225941
601,1,204,2-3 DU/AC,2540.6308202056,-279012.162915186
602,1,204,2-3 DU/AC,47125.3282079411,-25141049.1946598
603,1,204,2-3 DU/AC,7566.7920329562,-2202148.97309902
604,1,204,2-3 DU/AC,54361.1593831055,-23150774.3120901
605,1,204,2-3 DU/AC,8.38175869605674,-0.279469242184879
606,1,204,2-3 DU/AC,7630.6609656365,-2011653.66452267
607,1,204,2-3 DU/AC,8945.9111394605,-4472458.28278079
608,1,204,2-3 DU/AC,2195.26384486942,-243287.511795261
609,1,204,2-3 DU/AC,7366.20809664105,-1929719.19297703
611,1,204,2-3 DU/AC,15263.1279282438,-4062005.42467176
612,1,204,2-3 DU/AC,16622.4428322292,-8694864.37195145
613,1,204,2-3 DU/AC,3553.19493688395,-655452.860470082
614,1,204,2-3 DU/AC,6264.54442797582,-2081858.4747271
615,1,204,2-3 DU/AC,11028.2877202934,-6740797.47378813
616,1,204,2-3 DU/AC,7823.58091751661,-2178981.16820789
617,1,204,2-3 DU/AC,13988.7438478824,-3642934.97984106
618,1,204,2-3 DU/AC,8936.59230089334,-3688977.94274371
619,1,204,2-3 DU/AC,434.920833259184,-3498.72653828307
620,1,204,2-3 DU/AC,1288.34221430069,-98357.0207464845
621,1,204,2-3 DU/AC,27048.6776901702,-16569737.4229183
622,1,204,2-3 DU/AC,2564.14982187708,-271242.430625121
624,1,204,2-3 DU/AC,6058.47880296225,-2176384.80421266
626,1,204,2-3 DU/AC,16745.1918048107,-6212247.36020323
629,1,204,2-3 DU/AC,2059.49238599033,-172217.078499677
630,1,204,2-3 DU/AC,16200.4515808006,-6077884.21262137
635,1,204,2-3 DU/AC,5680.77486616169,-1527430.84315198
638,1,204,2-3 DU/AC,10428.6183540065,-4286257.88900398
643,1,204,2-3 DU/AC,7213.64418565863,-2317074.27245232
644,1,204,2-3 DU/AC,11963.735290652,-4924521.45388038
645,1,204,2-3 DU/AC,28474.725442409,-8069703.71148567
646,1,204,2-3 DU/AC,17197.0704346278,-7462272.03569691
653,1,204,2-3 DU/AC,5705.68589654451,-1759707.33070864
658,1,204,2-3 DU/AC,32357.2382264714,-21419501.3067943
659,1,204,2-3 DU/AC,825.510393355743,-111.420749221047
660,1,204,2-3 DU/AC,30362.8657746225,-22876752.224545
661,1,204,2-3 DU/AC,2602.00054742582,-335119.360922354
662,1,204,2-3 DU/AC,18501.8757264302,-7265465.34263226
663,1,204,2-3 DU/AC,22317.801185581,-10121803.4575168
664,1,204,2-3 DU/AC,32387.8714790421,-21336385.9950271
665,1,204,2-3 DU/AC,1913.93484381879,-165941.088026369
666,1,204,2-3 DU/AC,54707.5206576553,-33243462.6981477
667,1,204,2-3 DU/AC,5392.73012985493,-1289773.65726144
668,1,204,2-3 DU/AC,63951.7524084868,-39709336.470934
669,1,204,2-3 DU/AC,2915.31836174258,-404464.013122987
670,1,204,2-3 DU/AC,13199.1913634088,-4658913.85093615
671,1,204,2-3 DU/AC,22782.4239035803,-12468744.739286
672,1,204,2-3 DU/AC,3234.64090771237,-623463.313277387
673,1,204,2-3 DU/AC,4972.05394635882,-1053366.32500802
674,1,204,2-3 DU/AC,1478.43312636551,-134344.552267567
675,1,204,2-3 DU/AC,46636.5766673243,-38636277.0348148
676,1,204,2-3 DU/AC,26189.1171978318,-7669123.82755484
677,1,204,2-3 DU/AC,29168.3996578695,-18789863.3314595
678,1,204,2-3 DU/AC,4821.04909860878,-1448654.6870212
679,1,204,2-3 DU/AC,7774.90662528264,-2568476.40881301
680,1,204,2-3 DU/AC,8077.14670252164,-2928037.29354899
682,1,204,2-3 DU/AC,14158.4971146647,-5058571.33121874
683,1,204,2-3 DU/AC,23191.7774297517,-11445442.7447302
684,1,204,2-3 DU/AC,37137.3727284355,-27398228.6379378
685,1,204,2-3 DU/AC,4167.5685970108,-809232.795885625
686,1,205,3-4 DU/AC,4367.96730403025,-1144838.46736485
687,1,205,3-4 DU/AC,2966.86743431297,-233764.982398432
688,1,205,3-4 DU/AC,1835.77216087468,-191243.583558039
689,1,205,3-4 DU/AC,1195.14140174072,-64516.8700228733
690,1,205,3-4 DU/AC,6728.2621926249,-916772.220721498
691,1,205,3-4 DU/AC,8824.31821243451,-2010259.40841115
692,1,205,3-4 DU/AC,1071.69240927827,-49613.7506845696
693,1,205,3-4 DU/AC,7708.39735368307,-2737623.5169338
694,1,205,3-4 DU/AC,104.030921112512,-0.254736028130952
695,1,205,3-4 DU/AC,5903.32243362807,-1140232.50040722
696,1,205,3-4 DU/AC,5246.76935476743,-1084158.35286924
697,1,205,3-4 DU/AC,480.378253583666,-5489.01543290232
698,1,205,3-4 DU/AC,7665.6742494647,-2021769.21561957
699,1,205,3-4 DU/AC,3034.79813501173,-529764.848189912
700,1,205,3-4 DU/AC,14108.5521062024,-5946682.57738857
701,1,205,3-4 DU/AC,7676.35794505422,-1317690.1090833
702,1,205,3-4 DU/AC,4475.26099959613,-583056.806037491
703,1,205,3-4 DU/AC,3737.12037481495,-674404.085498985
704,1,205,3-4 DU/AC,6086.31311588002,-1369459.21802082
705,1,205,3-4 DU/AC,2011.95813148371,-197184.854969567
706,1,205,3-4 DU/AC,129849.544003384,-69146136.8291286
707,1,205,3-4 DU/AC,2914.02051230944,-297542.437524134
708,1,205,3-4 DU/AC,2723.28881098812,-426391.877362036
709,1,205,3-4 DU/AC,12055.3469556935,-6567180.21657782
710,1,205,3-4 DU/AC,50138.7791969121,-23003208.8326218
711,1,205,3-4 DU/AC,6470.11920117481,-2301838.3238518
712,1,205,3-4 DU/AC,41051.1787106266,-21255127.6517442
713,1,205,3-4 DU/AC,1219.97134842651,-62205.2973964284
714,1,205,3-4 DU/AC,3676.80038015884,-675358.813968412
715,1,205,3-4 DU/AC,20696.8430756842,-15443578.9463247
716,1,205,3-4 DU/AC,10067.9859869808,-1680879.43095751
717,1,205,3-4 DU/AC,5899.05432494163,-1154751.7117455
718,1,205,3-4 DU/AC,9191.65192026048,-2411774.00784746
719,1,205,3-4 DU/AC,17379.8619641334,-4851983.28244646
720,1,205,3-4 DU/AC,10806.1313464409,-4690677.23653021
721,1,205,3-4 DU/AC,6171.40709568324,-1057005.24008033
722,1,205,3-4 DU/AC,1463.34586451008,-75923.6873527255
723,1,205,3-4 DU/AC,12228.6615048967,-4060892.95847433
724,1,205,3-4 DU/AC,9446.77780965599,-2811493.10629519
725,1,205,3-4 DU/AC,6600.6136211182,-1620546.4083892
726,1,205,3-4 DU/AC,1637.95433838512,-139537.896737001
727,1,205,3-4 DU/AC,13415.6964571199,-4809868.33799903
728,1,205,3-4 DU/AC,7991.38516590019,-2517618.45727693
729,1,205,3-4 DU/AC,7330.27890169838,-2196815.5828123
730,1,205,3-4 DU/AC,3253.66986981938,-330024.726600823
731,1,205,3-4 DU/AC,3850.58461946274,-538770.113859554
732,1,205,3-4 DU/AC,3523.0775860331,-746023.735922339
733,1,205,3-4 DU/AC,2416.78360075504,-225604.76374693
734,1,205,3-4 DU/AC,2117.10654579138,-270362.056741794
735,1,205,3-4 DU/AC,4940.77865188533,-1414126.17343191
736,1,205,3-4 DU/AC,4527.40747100702,-1025642.41960759
737,1,205,3-4 DU/AC,52838.2872289485,-32610699.5766277
738,1,205,3-4 DU/AC,3684.41569590747,-521417.456596854
739,1,205,3-4 DU/AC,6045.84546586071,-1343845.53241714
740,1,205,3-4 DU/AC,4074.67292369503,-778979.104093662
741,1,205,3-4 DU/AC,4981.25681388909,-961258.271884248
742,1,205,3-4 DU/AC,3994.66827559948,-410826.944938834
743,1,205,3-4 DU/AC,9005.78417178853,-2546952.55713489
744,1,205,3-4 DU/AC,2496.40397828618,-280229.101549589
745,1,205,3-4 DU/AC,3020.99017592536,-546238.620790399
746,1,205,3-4 DU/AC,3234.06883875882,-414984.245626401
747,1,205,3-4 DU/AC,41455.0186070205,-24492558.3978919
748,1,205,3-4 DU/AC,8021.50510652245,-1346480.70116312
749,1,205,3-4 DU/AC,3961.97480343262,-811806.367352477
750,1,205,3-4 DU/AC,5108.08780047304,-1103390.67459252
751,1,205,3-4 DU/AC,12275.8017221679,-4188933.4920176
752,1,205,3-4 DU/AC,723.588710296186,-20653.3900332429
753,1,205,3-4 DU/AC,7355.31185200509,-2879013.31050653
754,1,205,3-4 DU/AC,19610.8840755409,-9498707.21809307
755,1,205,3-4 DU/AC,22582.7107567636,-7099225.53275518
756,1,205,3-4 DU/AC,6087.94578445467,-2185336.1977838
757,1,205,3-4 DU/AC,2488.82769218132,-395606.308324038
758,1,205,3-4 DU/AC,11282.7181943208,-5063671.92274024
759,1,205,3-4 DU/AC,14188.8647464372,-4940406.78336799
760,1,205,3-4 DU/AC,18813.8912867816,-11511040.2793669
761,1,205,3-4 DU/AC,7492.71980847336,-2091662.62678737
762,1,205,3-4 DU/AC,20230.4329299257,-14562076.3705101
763,1,205,3-4 DU/AC,11816.153717146,-4228818.15209258
764,1,205,3-4 DU/AC,38701.5987364124,-24040775.4705771
765,1,205,3-4 DU/AC,3408.84232423467,-571633.525374874
766,1,205,3-4 DU/AC,5888.02524992523,-1428848.91347575
767,1,205,3-4 DU/AC,5362.92695798663,-1094486.49191554
768,1,205,3-4 DU/AC,6685.11233343847,-1527540.73134818
769,1,205,3-4 DU/AC,2153.15252486396,-272542.766637948
770,1,205,3-4 DU/AC,2708.8230643688,-362402.407292258
771,1,205,5-8 DU/AC,3510.63018756996,-625763.508184763
772,1,206,4-5 DU/AC,2616.8228090858,-343724.7886013
773,1,206,4-5 DU/AC,8046.89376843182,-2387961.85196917
774,1,206,4-5 DU/AC,8852.29925328609,-2796077.3108787
775,1,206,4-5 DU/AC,3369.60361077946,-476343.874884802
776,1,206,4-5 DU/AC,8184.4895983772,-2893841.43413288
777,1,206,4-5 DU/AC,6972.63611746858,-2776225.70055067
778,1,206,4-5 DU/AC,5845.15553226397,-1582382.73731434
779,1,206,4-5 DU/AC,4604.53030657907,-792992.538065857
780,1,206,4-5 DU/AC,2327.05349807229,-288308.486254597
781,1,206,4-5 DU/AC,11099.220692892,-3350035.25922536
782,1,206,4-5 DU/AC,8563.86842805587,-2084743.06270708
783,1,206,4-5 DU/AC,5304.90458106161,-893419.545201379
784,1,206,4-5 DU/AC,7839.86076380909,-2573776.97761109
785,1,206,4-5 DU/AC,2111.78093091136,-289057.715355348
786,1,206,4-5 DU/AC,1349.27236126337,-78584.2745043806
787,1,206,4-5 DU/AC,5116.16912116973,-1054572.32057432
788,1,206,4-5 DU/AC,8942.45035249365,-1853053.91604584
789,1,206,4-5 DU/AC,6553.92349134473,-1200177.85760938
790,1,206,4-5 DU/AC,5477.80316065362,-1232648.38722865
791,1,206,4-5 DU/AC,3218.6640148668,-510759.107082965
793,1,206,4-5 DU/AC,783.780305531209,-35081.9301709329
794,1,206,4-5 DU/AC,2132.08657192808,-225505.562877869
795,1,206,4-5 DU/AC,2743.68653089436,-379573.633573028
796,1,206,4-5 DU/AC,4585.73607950454,-929699.499768389
797,1,206,4-5 DU/AC,11967.1591845889,-3451767.74379168
798,1,206,4-5 DU/AC,4818.50678789664,-1097540.7637235
799,1,206,4-5 DU/AC,5768.56504890208,-1546964.51582662
800,1,206,4-5 DU/AC,1541.34142295479,-102845.413249969
801,1,206,4-5 DU/AC,4228.45778871901,-446926.578369045
802,1,206,4-5 DU/AC,5535.71114556004,-936613.904690724
803,1,206,4-5 DU/AC,1698.71580721207,-144351.853021596
804,1,206,4-5 DU/AC,1897.30029259149,-172163.924742986
805,1,206,4-5 DU/AC,5149.99949073795,-1529276.63500382
806,1,206,4-5 DU/AC,2995.43928083424,-431471.184153846
807,1,206,4-5 DU/AC,9417.20373123686,-5116230.47779606
808,1,206,4-5 DU/AC,1108.7033578594,-62993.1685525002
809,1,206,4-5 DU/AC,7184.17774889012,-2050329.81588669
810,1,206,4-5 DU/AC,2444.82293182937,-244535.803194743
811,1,206,4-5 DU/AC,1202.97676504706,-79208.8760525694
812,1,206,4-5 DU/AC,5795.00809471078,-865043.297379637
813,1,206,4-5 DU/AC,2668.98031040562,-409701.956158053
814,1,206,4-5 DU/AC,1267.36227618507,-79631.5261197001
815,1,206,4-5 DU/AC,7013.56951184721,-736330.068980152
816,1,206,4-5 DU/AC,1654.6902072899,-151895.280587135
817,1,206,4-5 DU/AC,9429.69861242417,-2732772.94941757
818,1,206,4-5 DU/AC,3726.88851065256,-529171.585239336
819,1,206,4-5 DU/AC,1106.46700156051,-60561.2160127613
820,1,206,4-5 DU/AC,2533.03608784602,-268995.368343081
821,1,206,4-5 DU/AC,3621.81829100055,-544363.992032612
822,1,206,4-5 DU/AC,3809.59581531067,-538089.385328223
823,1,206,4-5 DU/AC,2557.91656405521,-388920.326873137
824,1,206,4-5 DU/AC,2293.52264890648,-281009.439740091
825,1,206,4-5 DU/AC,2480.3295296707,-288382.764885242
826,1,206,4-5 DU/AC,3974.33976850048,-855311.20749828
827,1,206,4-5 DU/AC,11687.0802198357,-3724915.58444035
834,1,206,4-5 DU/AC,3704.14271270732,-455920.039217853
835,1,206,4-5 DU/AC,3038.36212601808,-599563.872251092
836,1,206,4-5 DU/AC,4313.15422029495,-970333.487817709
837,1,206,4-5 DU/AC,7624.13297096348,-1271554.45648812
838,1,206,4-5 DU/AC,1770.48793854655,-182435.369443098
839,1,206,4-5 DU/AC,3205.57491415203,-431557.445922829
840,1,206,4-5 DU/AC,4728.7663054713,-1029638.44867595
841,1,207,5-8 DU/AC,9823.15728913966,-2776012.39376263
842,1,207,5-8 DU/AC,9060.99691048573,-1164190.95352787
843,1,207,5-8 DU/AC,1415.9374344873,-83552.647232718
844,1,207,5-8 DU/AC,3291.29184403498,-612255.046987707
845,1,207,5-8 DU/AC,1759.73218183883,-123356.390206497
846,1,207,5-8 DU/AC,2348.62256401083,-244313.000673199
847,1,207,5-8 DU/AC,2104.83216981659,-255307.904520824
848,1,207,5-8 DU/AC,13613.322394297,-8498783.76213101
849,1,207,5-8 DU/AC,6369.37341821912,-1968457.63289605
850,1,207,5-8 DU/AC,4002.67538992686,-503204.090447479
851,1,207,5-8 DU/AC,2540.10635726178,-388701.827784789
852,1,207,5-8 DU/AC,3750.52488232026,-888590.628186035
853,1,207,5-8 DU/AC,2219.36828673535,-139826.796067376
854,1,207,5-8 DU/AC,2362.0079039849,-187599.864362456
855,1,207,5-8 DU/AC,5624.08788505484,-1009083.01328318
856,1,207,5-8 DU/AC,8837.43255533617,-1960267.18215285
857,1,207,5-8 DU/AC,8896.2879705982,-2149197.07877164
858,1,207,5-8 DU/AC,13833.1484412215,-4374537.90924207
859,1,207,5-8 DU/AC,3293.91218655634,-565498.526885848
860,1,207,5-8 DU/AC,4621.3537108359,-814971.743821346
861,1,207,5-8 DU/AC,7644.99427411676,-2284973.5732171
862,1,207,5-8 DU/AC,3148.08985054465,-386708.191247247
863,1,207,5-8 DU/AC,4192.64538885106,-581518.879415609
864,1,207,5-8 DU/AC,18547.4956357128,-7457978.50968361
865,1,207,5-8 DU/AC,2112.64636825828,-202692.301134909
866,1,207,5-8 DU/AC,2459.23486762997,-354702.81773521
867,1,207,5-8 DU/AC,6241.33167759944,-875404.290713822
868,1,207,5-8 DU/AC,7231.05694748526,-2886283.84969545
869,1,207,5-8 DU/AC,1673.5441909919,-164886.788980108
870,1,207,5-8 DU/AC,2974.60887550677,-349702.820762002
871,1,207,5-8 DU/AC,1509.53496393906,-104268.533878029
872,1,207,5-8 DU/AC,6242.72219465906,-1891045.48240779
873,1,207,5-8 DU/AC,9369.20104771741,-1213779.32955823
874,1,207,5-8 DU/AC,11307.3968143703,-4616846.84138983
875,1,207,5-8 DU/AC,10473.2185557726,-2435338.03450022
876,1,207,5-8 DU/AC,2541.96216323202,-374175.26845298
877,1,207,5-8 DU/AC,8517.81686511485,-2023728.38745491
878,1,207,5-8 DU/AC,6489.66459584988,-904427.819242066
879,1,207,5-8 DU/AC,3317.44013520518,-441489.162770284
880,1,207,5-8 DU/AC,4091.16020391024,-709613.932911856
881,1,207,5-8 DU/AC,7142.78558838174,-2102838.87446426
882,1,207,5-8 DU/AC,9023.77227079961,-2317904.78481156
883,1,207,5-8 DU/AC,4776.28407685261,-1358646.37918315
884,1,207,5-8 DU/AC,3020.42022005041,-553775.165267632
885,1,207,5-8 DU/AC,12528.8576632767,-2202017.89627817
886,1,207,5-8 DU/AC,2847.41155755163,-375441.558136555
887,1,207,5-8 DU/AC,3597.58798595697,-675620.941736773
888,1,207,5-8 DU/AC,2247.74458691058,-266446.274476735
889,1,207,5-8 DU/AC,3280.51548359552,-431957.169867092
890,1,207,5-8 DU/AC,5515.15072462729,-967905.61448879
891,1,207,5-8 DU/AC,5211.38521717168,-973139.250243175
892,1,207,5-8 DU/AC,4425.41053948281,-730592.339026731
893,1,207,5-8 DU/AC,2128.57053655364,-223310.542340437
894,1,207,5-8 DU/AC,1746.6486454278,-175249.354575182
895,1,207,5-8 DU/AC,6641.64450875403,-2091304.04296837
896,1,207,5-8 DU/AC,7234.9208641786,-2947857.10060077
897,1,207,5-8 DU/AC,2796.79191482455,-420484.973081904
898,1,207,5-8 DU/AC,3351.60082311812,-572078.43374304
899,1,207,5-8 DU/AC,5388.159885337,-999973.473521018
900,1,207,5-8 DU/AC,8386.88465515497,-3524035.52286877
901,1,207,5-8 DU/AC,5613.67824883455,-1731141.63880997
902,1,207,5-8 DU/AC,20024.4206268918,-12012834.4882709
904,1,207,5-8 DU/AC,2296.131897894,-239075.42471467
905,1,207,5-8 DU/AC,3419.65192627343,-515175.034935593
906,1,207,5-8 DU/AC,2024.85120693652,-254744.100057865
907,1,207,5-8 DU/AC,3380.03373817599,-472241.597230662
909,1,207,5-8 DU/AC,23830.7234039532,-15502997.064537
910,1,207,5-8 DU/AC,9432.1466053717,-3094221.85167163
911,1,207,5-8 DU/AC,1795.37089829441,-110100.718826656
912,1,207,5-8 DU/AC,3020.18677315299,-485066.863921429
913,1,207,5-8 DU/AC,3227.18402905738,-462131.867327784
914,1,207,5-8 DU/AC,3204.33668804597,-409143.186950019
915,1,207,5-8 DU/AC,1766.78254704231,-149932.004738536
