Fiscal Year,Vendor Name,Street Address,Vendor Address City,Vendor Address State,Vendor Address Zip Code,Issue Date,Payment Amount,Department Description,Business Unit,Account Description
2007,HOST ANALYTICS INC,911 WASHINGTON AVE  STE 615,ST LOUIS,MO,63101,04/16/2007,$2468.76,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,HOST ANALYTICS INC,911 WASHINGTON AVE  STE 615,ST LOUIS,MO,63101,05/15/2007,$2710.35,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,HUBER ENGINEERED WOODS LLC,PO BOX 1250,BROKEN BOW,OK,74728,10/16/2006,$103524.90,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,HUBER ENGINEERED WOODS LLC,PO BOX 1250,BROKEN BOW,OK,74728,10/16/2006,$95965.32,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,HUBER ENGINEERED WOODS LLC,PO BOX 1250,BROKEN BOW,OK,74728,10/16/2006,$133259.33,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,HUBER ENGINEERED WOODS LLC,PO BOX 1250,BROKEN BOW,OK,74728,01/18/2007,$84911.70,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,HUBER ENGINEERED WOODS LLC,PO BOX 1250,BROKEN BOW,OK,74728,05/15/2007,$105799.92,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IC OF OKLAHOMA LLC,2322 N MINGO RD,TULSA,OK,74116,07/13/2006,$375009.16,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IC OF OKLAHOMA LLC,2322 N MINGO RD,TULSA,OK,74116,07/13/2006,$335802.50,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IC OF OKLAHOMA LLC,2322 N MINGO RD,TULSA,OK,74116,07/13/2006,$404924.16,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IC OF OKLAHOMA LLC,2322 N MINGO RD,TULSA,OK,74116,07/13/2006,$333665.27,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IC OF OKLAHOMA LLC,2322 N MINGO RD,TULSA,OK,74116,07/13/2006,$315268.57,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IC OF OKLAHOMA LLC,2322 N MINGO RD,TULSA,OK,74116,03/15/2007,$350489.14,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IC OF OKLAHOMA LLC,2322 N MINGO RD,TULSA,OK,74116,03/15/2007,$381638.13,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IC OF OKLAHOMA LLC,2322 N MINGO RD,TULSA,OK,74116,03/15/2007,$388496.57,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IC OF OKLAHOMA LLC,2322 N MINGO RD,TULSA,OK,74116,05/15/2007,$401757.29,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IMATION ENTERPRISES CORP,1 IMATION PL,OAKDALE,MN,55128,08/15/2006,$99540.65,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IMATION ENTERPRISES CORP,1 IMATION PL,OAKDALE,MN,55128,10/16/2006,$86517.11,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IMATION ENTERPRISES CORP,1 IMATION PL,OAKDALE,MN,55128,03/15/2007,$107541.63,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IMATION ENTERPRISES CORP,1 IMATION PL,OAKDALE,MN,55128,06/13/2007,$111993.59,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IMTEC IMAGING LLC,2401 N COMMERCE,ARDMORE,OK,73401,02/15/2007,$8583.51,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,IMTEC IMAGING LLC,2401 N COMMERCE,ARDMORE,OK,73401,05/15/2007,$8262.58,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERGENETICS INC,655 RESEARCH PKWY  STE 300,OKLAHOMA CITY,OK,73104,08/15/2006,$6849.51,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERGENETICS INC,655 RESEARCH PKWY  STE 300,OKLAHOMA CITY,OK,73104,11/16/2006,$6111.18,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERGENETICS INC,655 RESEARCH PKWY  STE 300,OKLAHOMA CITY,OK,73104,02/15/2007,$5275.50,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERGENETICS INC,655 RESEARCH PKWY  STE 300,OKLAHOMA CITY,OK,73104,05/15/2007,$5235.39,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERNATIONAL BUSINESS MACH #2,1301 K ST NW   STE 1200W,WASHINGTON,DC,20005,08/15/2006,$239251.35,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERNATIONAL BUSINESS MACH #2,1301 K ST NW   STE 1200W,WASHINGTON,DC,20005,11/16/2006,$245219.26,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERNATIONAL BUSINESS MACH #2,1301 K ST NW   STE 1200W,WASHINGTON,DC,20005,04/16/2007,$236578.83,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERNATIONAL BUSINESS MACH #2,1301 K ST NW   STE 1200W,WASHINGTON,DC,20005,05/15/2007,$263765.42,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERNATIONAL BUSINESS MACH #3,1301 K ST NW    STE 1200W,WASHINGTON,DC,20005,12/14/2006,$391.43,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERNATIONAL BUSINESS MACH #3,1301 K ST NW    STE 1200W,WASHINGTON,DC,20005,04/16/2007,$15083.02,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERNATIONAL BUSINESS MACH #3,1301 K ST NW    STE 1200W,WASHINGTON,DC,20005,05/15/2007,$24667.18,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERNATIONAL INS BROKERS LTD,303 REUNION CENTER  9 E 4TH ST,TULSA,OK,74103,10/16/2006,$29977.43,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERNATIONAL INS BROKERS LTD,303 REUNION CENTER  9 E 4TH ST,TULSA,OK,74103,02/15/2007,$42365.75,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERNATIONAL INS BROKERS LTD,303 REUNION CENTER  9 E 4TH ST,TULSA,OK,74103,05/15/2007,$28546.40,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,INTERNATIONAL INSURANCE BRK LT,303 REUNION CENTER  9 E 4TH ST,TULSA,OK,74103,08/15/2006,$29360.33,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,JASCO PRODUCTS CO LLC,311 NW 122ND,OKLAHOMA CITY,OK,73114,07/13/2006,$53421.99,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,JASCO PRODUCTS CO LLC,311 NW 122ND,OKLAHOMA CITY,OK,73114,09/15/2006,$80762.48,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,JASCO PRODUCTS CO LLC,311 NW 122ND,OKLAHOMA CITY,OK,73114,12/14/2006,$54324.90,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,JASCO PRODUCTS CO LLC,311 NW 122ND,OKLAHOMA CITY,OK,73114,02/15/2007,$66724.54,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,JASCO PRODUCTS CO LLC,311 NW 122ND,OKLAHOMA CITY,OK,73114,05/15/2007,$52251.10,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,KEMPER VALVE & FITTINGS CORP,PO BOX 400,WAUCONDA,IL,60084,05/15/2007,$3857.72,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,LABINAL INC #1,PO BOX 00,PRYOR CREEK,OK,74362,08/15/2006,$75681.32,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,LABINAL INC #1,PO BOX 00,PRYOR CREEK,OK,74362,10/16/2006,$76723.85,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,LABINAL INC #1,PO BOX 00,PRYOR CREEK,OK,74362,03/15/2007,$78707.50,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,LABINAL INC #1,PO BOX 00,PRYOR CREEK,OK,74362,06/13/2007,$80289.68,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,LEVEL 3 COMMUNICATIONS LLC #2,1025 ELDORADO BLVD,BROOMFIELD,CO,80021,01/18/2007,$349933.65,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,LEVEL 3 COMMUNICATIONS LLC #2,1025 ELDORADO BLVD,BROOMFIELD,CO,80021,01/18/2007,$296236.74,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,LEVEL 3 COMMUNICATIONS LLC #2,1025 ELDORADO BLVD,BROOMFIELD,CO,80021,02/15/2007,$453177.59,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,LEVEL 3 COMMUNICATIONS LLC #2,1025 ELDORADO BLVD,BROOMFIELD,CO,80021,05/15/2007,$476209.16,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,LINDE BOC PROCESS PLANTS LLC,6100 S YALE AVE    STE 1200,TULSA,OK,74136,05/15/2007,$14790.66,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,LUFTHANSA TECNIK NA HOLD CORP,5100 E SKELLY DR,TULSA,OK,74135,12/14/2006,$4274.38,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,LUFTHANSA TECNIK NA HOLD CORP,5100 E SKELLY DR,TULSA,OK,74135,05/15/2007,$14615.71,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,LUFTHANSA TECNIK NA HOLD CORP,5100 E SKELLY DR,TULSA,OK,74135,05/15/2007,$8570.78,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,LUFTHANSA TECNIK NA HOLD CORP,5100 E SKELLY DR,TULSA,OK,74135,05/15/2007,$7775.95,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,L3 COMMUNICATIONS AEROMET INC,PO BOX 701767,TULSA,OK,74170,08/15/2006,$14149.82,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,L3 COMMUNICATIONS AEROMET INC,PO BOX 701767,TULSA,OK,74170,11/16/2006,$16977.99,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,L3 COMMUNICATIONS AEROMET INC,PO BOX 701767,TULSA,OK,74170,03/15/2007,$12642.54,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,M & M ENGINEERED PRODUCTS LLC,522 N ASH ST,NOWATA,OK,74048,02/15/2007,$3680.11,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,M & M ENGINEERED PRODUCTS LLC,522 N ASH ST,NOWATA,OK,74048,02/15/2007,$3956.05,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,M & M ENGINEERED PRODUCTS LLC,522 N ASH ST,NOWATA,OK,74048,02/15/2007,$4397.56,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,M & M ENGINEERED PRODUCTS LLC,522 N ASH ST,NOWATA,OK,74048,02/15/2007,$2733.68,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MAGELLAN MIDSTREAM HOLD GP LLC,ONE WILLIAMS CENTER  MD 28-8,TULSA,OK,74172,07/13/2006,$71420.10,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MAGELLAN MIDSTREAM HOLD GP LLC,ONE WILLIAMS CENTER  MD 28-8,TULSA,OK,74172,08/15/2006,$65502.03,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MAGELLAN MIDSTREAM HOLD GP LLC,ONE WILLIAMS CENTER  MD 28-8,TULSA,OK,74172,02/15/2007,$72532.25,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MAGELLAN MIDSTREAM HOLD GP LLC,ONE WILLIAMS CENTER  MD 28-8,TULSA,OK,74172,02/15/2007,$66396.24,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MCLEOD USA INC,6400 C ST SW / PO BOX 3177,CEDAR RAPIDS,IA,52406,04/16/2007,$127346.94,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MCLEOD USA INC,6400 C ST SW / PO BOX 3177,CEDAR RAPIDS,IA,52406,04/16/2007,$152728.83,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MCLEOD USA INC,6400 C ST SW / PO BOX 3177,CEDAR RAPIDS,IA,52406,04/16/2007,$149909.69,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MCLEOD USA INC,6400 C ST SW / PO BOX 3177,CEDAR RAPIDS,IA,52406,05/15/2007,$175663.68,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MD WOOD LLC,1301 FORUM WAY SOUTH,FT WORTH,TX,76140,09/15/2006,$32122.06,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MD WOOD LLC,1301 FORUM WAY SOUTH,FT WORTH,TX,76140,02/15/2007,$35988.42,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MD WOOD LLC,1301 FORUM WAY SOUTH,FT WORTH,TX,76140,02/15/2007,$28378.22,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MD WOOD LLC,1301 FORUM WAY SOUTH,FT WORTH,TX,76140,05/15/2007,$28187.37,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MERTZ MANUFACTURING LLC,PO BOX 150,PONCA CITY,OK,74602,10/16/2006,$19688.06,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,METCRAFT INC,13910 KESSLER DR,GRANDVIEW,MO,64030,08/15/2006,$11883.92,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,METCRAFT INC,13910 KESSLER DR,GRANDVIEW,MO,64030,11/16/2006,$12462.21,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,METCRAFT INC,13910 KESSLER DR,GRANDVIEW,MO,64030,03/15/2007,$11591.97,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,METCRAFT INC,903 E 104TH ST   STE 130,KANSAS CITY,MO,64131,06/13/2007,$11002.81,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MID AMERICA STEEL & WIRE CO,799 HWY 70 S,MADILL,OK,73446,08/15/2006,$46707.02,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MID AMERICA STEEL & WIRE CO,799 HWY 70 S,MADILL,OK,73446,08/15/2006,$48843.39,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MID AMERICA STEEL & WIRE CO,799 HWY 70 S,MADILL,OK,73446,04/16/2007,$43864.82,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MID AMERICA STEEL & WIRE CO,799 HWY 70 S,MADILL,OK,73446,04/16/2007,$46545.79,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MID AMERICAN STEEL & WIRE LLC,799 HWY 70 S,MADILL,OK,73446,05/15/2007,$41059.35,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MIDCO FABRICATORS INC,3110 W NOBLE,GUTHRIE,OK,73044,02/15/2007,$3940.82,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,MIDCO FABRICATORS INC,3110 W NOBLE,GUTHRIE,OK,73044,05/15/2007,$5788.30,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,NATIONAL STEAK PROCESSORS #2,301 E 5TH,OWASSO,OK,74055,10/16/2006,$46715.23,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,NATIONAL STEAK PROCESSORS #2,301 E 5TH,OWASSO,OK,74055,11/16/2006,$33538.02,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,NATIONAL STEAK PROCESSORS #2,301 E 5TH,OWASSO,OK,74055,03/15/2007,$35858.62,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,NATIONAL STEAK PROCESSORS #2,301 E 5TH,OWASSO,OK,74055,06/13/2007,$38423.27,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,NOMACO INC,501 NMC DRIVE,ZEBULON,NC,27597,05/15/2007,$14039.51,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,NOMACO INC,501 NMC DRIVE,ZEBULON,NC,27597,05/15/2007,$15097.67,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,NOMACO INC,501 NMC DRIVE,ZEBULON,NC,27597,05/15/2007,$16842.92,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2007,NUFLO TECHNOLOGIES SALES CO,14450 JFK BLVD,HOUSTON,TX,77032,11/16/2006,$44736.10,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
