OBJECTID,VRI_CLASS,DISTANCE_ZONE,VRI_SCENIC,VRI_SENSITIVITY,VRI_AREA_ID,BLM_ORG_CD,GIS_ACRES,SHAPE_Length,SHAPE_Area
2850,III,FM,B,MOD,VRIORM000001281,ORM00,40.40054804,0.0231703712422366,1.79298972216201e-05
2851,II,FM,B,HIGH,VRIORM000000979,ORM00,0.04650327,0.0011811256316087,2.06382312317688e-08
2852,II,FM,B,HIGH,VRIORM000000984,ORM00,81.10613538,0.0270494178982685,3.59960464002822e-05
2853,III,FM,B,MOD,VRIORM000000934,ORM00,60.46958316,0.0271115678200609,2.68363584534148e-05
2854,IV,FM,C,MOD,VRIORM000000942,ORM00,190.79950547,0.0410498927925356,8.46696370363521e-05
2855,IV,SS,B,MOD,VRIORC000000305,ORC00,39.62182969,0.0173229200057162,1.75809123932783e-05
2856,III,FM,B,MOD,VRIORC000000429,ORC00,72.04368404,0.023856948731891,3.19661735118021e-05
2857,IV,SS,C,MOD,VRIORM000000543,ORM00,23.01045274,0.0152635044632438,1.02123759794233e-05
2858,IV,SS,B,MOD,VRIORM000000522,ORM00,0.00378425,0.0002576652471971,1.6795219738775602e-09
2859,III,FM,B,MOD,VRIORM000000934,ORM00,15.10895195,0.0128986565405388,6.70561239395334e-06
2860,IV,FM,C,MOD,VRIORM000000942,ORM00,38.0931947,0.0229964745657998,1.69062403171376e-05
2861,II,FM,A,HIGH,VRIORC000000433,ORC00,2.32387299,0.0048889262035369,1.03108278105712e-06
2862,IV,FM,C,LOW,VRIORM000001019,ORM00,157.76376994,0.0341779754568953,7.00162404502655e-05
2863,IV,FM,C,MOD,VRIORM000000942,ORM00,10.9112382,0.0106484945055721,4.84225728031718e-06
2864,II,FM,B,HIGH,VRIORM000000984,ORM00,238.24814652,0.0555323951156055,0.000105742304772
2865,II,FM,B,HIGH,VRIORM000001262,ORM00,4.12689271,0.0056803368359713,1.83159548663828e-06
2866,II,FM,B,HIGH,VRIORM000001040,ORM00,0.02404334,0.0023104505390687,1.06705384835391e-08
2867,II,FM,B,HIGH,VRIORM000001040,ORM00,0.03777839,0.0026664114466591,1.67666110660575e-08
2868,II,FM,N,HIGH,VRIORM000000948,ORM00,9.48621157,0.0155864982167818,4.21020071569898e-06
2869,IV,FM,B,LOW,VRIORM000000965,ORM00,274.11927285,0.0524325022949437,0.0001216613475682
2870,III,FM,B,MOD,VRIORM000001002,ORM00,40.36735573,0.0171228529928025,1.79163010646828e-05
2871,IV,SS,C,MOD,VRIORM000000543,ORM00,0.00333403,0.0002671182519751,1.47985961811087e-09
2872,IV,SS,C,MOD,VRIORM000000543,ORM00,13.60325106,0.0145077619897376,6.03729712734733e-06
2873,IV,FM,C,MOD,VRIORM000000942,ORM00,64.80636006,0.0227142150880684,2.87625858914683e-05
2874,III,FM,B,MOD,VRIORC000000429,ORC00,36.95568844,0.0163362632265533,1.63988958162962e-05
2875,IV,SS,B,LOW,VRIORC000000268,ORC00,60.31258033,0.0247564439226609,2.67638050495274e-05
2876,IV,SS,B,MOD,VRIORC000000305,ORC00,225.79011405,0.0692591236897609,0.0001001814129353
2877,IV,SS,B,MOD,VRIORC000000305,ORC00,9.13933798,0.0087031344622745,4.05491738587714e-06
2878,IV,SS,B,MOD,VRIORC000000305,ORC00,8.90938483,0.0145016627883674,3.95244022501083e-06
2879,III,FM,B,MOD,VRIORC000000429,ORC00,182.83657669,0.070430842849019,8.11204504838294e-05
2880,III,FM,B,MOD,VRIORC000000429,ORC00,66.98371217,0.0334727103128284,2.97180209934085e-05
2881,III,FM,B,MOD,VRIORM000001006,ORM00,41.3482965,0.0173152679963588,1.83526428552467e-05
2882,IV,SS,B,LOW,VRIORC000000268,ORC00,0.06285324,0.002901465954717,2.78916666714443e-08
2883,IV,FM,B,LOW,VRIORC000000399,ORC00,0.02300154,0.0017725673324581,1.02072513830068e-08
2884,IV,SS,B,MOD,VRIORC000000305,ORC00,1.55040231,0.0070730967699613,6.8802657991669e-07
2885,IV,SS,B,MOD,VRIORC000000305,ORC00,2.3907675,0.0042764735099973,1.06090089918967e-06
2886,III,FM,B,MOD,VRIORC000000429,ORC00,113.70507662,0.0358690226158158,5.04576050464795e-05
2887,IV,SS,B,MOD,VRIORM000000528,ORM00,4.90895423,0.006897255000194,2.17781915788716e-06
2888,IV,SS,B,MOD,VRIORM000000528,ORM00,21.77130864,0.0122718378271523,9.65779998841487e-06
2889,IV,SS,B,MOD,VRIORM000000528,ORM00,770.10970861,0.161469649702788,0.0003415143707381
2890,IV,SS,B,MOD,VRIORM000000528,ORM00,27.43448003,0.0176271453594043,1.21665595142004e-05
2891,IV,SS,B,MOD,VRIORM000000528,ORM00,0.03284156,0.001849076247529,1.45651512999586e-08
2892,IV,SS,B,MOD,VRIORM000000528,ORM00,1.60757737,0.0037592383889196,7.12805757751688e-07
2893,IV,SS,B,MOD,VRIORM000000528,ORM00,1.3720256,0.0039065626089508,6.08267545567389e-07
2894,IV,SS,B,MOD,VRIORM000000529,ORM00,137.69878703,0.0395469329081364,6.10842468863219e-05
2895,IV,SS,B,MOD,VRIORM000000529,ORM00,123.2892353,0.0332429283024413,5.46796099018462e-05
2896,IV,SS,B,MOD,VRIORM000000530,ORM00,0.47989472,0.0022028405121527,2.12822504906335e-07
2897,IV,SS,B,MOD,VRIORM000000530,ORM00,0.72269198,0.0025478873425859,3.20484742137939e-07
2898,IV,SS,C,MOD,VRIORM000000547,ORM00,84.17022649,0.0264160510041769,3.73230086202845e-05
2899,IV,SS,C,MOD,VRIORM000000548,ORM00,157.15788831,0.044091366679801,6.96812987869056e-05
2900,IV,FM,C,MOD,VRIORM000000311,ORM00,36.31520668,0.026716880153132,1.61017502018808e-05
2901,IV,SS,B,MOD,VRIORM000000524,ORM00,19.23877892,0.0135748643252015,8.53592674353406e-06
2902,IV,SS,B,MOD,VRIORM000000524,ORM00,5.81353725,0.0065602958511384,2.57923887073163e-06
2903,IV,SS,B,MOD,VRIORM000000525,ORM00,10.80797017,0.0106355199561295,4.79533840799177e-06
2904,IV,SS,B,MOD,VRIORM000000526,ORM00,34.22877614,0.0183146843561115,1.51883875413565e-05
2905,IV,SS,B,MOD,VRIORM000000527,ORM00,109.80385938,0.0344450428680145,4.87142050011651e-05
2906,IV,SS,B,MOD,VRIORM000000527,ORM00,194.18697789,0.0538398548623258,8.61323659294559e-05
2907,III,FM,B,MOD,VRIORM000000934,ORM00,9.65695093,0.0100676897925045,4.2865461529379e-06
2908,III,FM,B,MOD,VRIORM000000934,ORM00,2702.46516556,0.262419854043222,0.0011990210529761
2909,III,FM,B,MOD,VRIORM000000934,ORM00,306.13565016,0.0581034197304983,0.0001358143672092
2910,III,FM,B,MOD,VRIORM000000934,ORM00,805.9086439,0.154851161881009,0.0003574389334488
2911,III,FM,B,MOD,VRIORM000000935,ORM00,9.68885759,0.0122322727277193,4.29784860346852e-06
2912,III,FM,B,MOD,VRIORM000000936,ORM00,104.21067502,0.0269154394339757,4.62142042325183e-05
2913,III,FM,B,MOD,VRIORM000000938,ORM00,472.12075004,0.105545449165158,0.0002093366918934
2914,III,FM,B,MOD,VRIORM000000940,ORM00,0.71411446,0.0058517387509093,3.16953285398995e-07
2915,IV,FM,C,MOD,VRIORM000000944,ORM00,657.87613602,0.126356297475036,0.0002917254344848
2916,IV,FM,B,LOW,VRIORM000001011,ORM00,369.87580928,0.0638790814817613,0.0001641729071005
2917,IV,FM,B,LOW,VRIORM000001015,ORM00,0.41960365,0.0064025125997589,1.86236913256056e-07
2918,IV,BG,B,MOD,VRIORM000001169,ORM00,77.54996283,0.0285282882683014,3.43919965289929e-05
2919,IV,BG,B,MOD,VRIORM000001170,ORM00,7.47652208,0.0096687205111493,3.31511967794979e-06
2920,IV,BG,B,MOD,VRIORM000001170,ORM00,20.8288257,0.0127396194800845,9.23427004451235e-06
2921,III,FM,B,MOD,VRIORM000001258,ORM00,10.64329846,0.0137025197467381,4.72390530711206e-06
2922,III,FM,B,MOD,VRIORM000001266,ORM00,0.00713506,0.0003892898584939,3.1653866349253204e-09
2923,III,FM,B,MOD,VRIORM000001267,ORM00,900.02450751,0.151986350172784,0.0003991677420868
2924,III,FM,B,MOD,VRIORM000001294,ORM00,57.65404457,0.0256942671824821,2.55701212073531e-05
2925,II,FM,B,HIGH,VRIORM000000984,ORM00,80.74838676,0.0268660154992847,3.5843563502457e-05
2926,II,FM,B,HIGH,VRIORM000001271,ORM00,0.09468556,0.0010375517523103,4.20311598158312e-08
2927,IV,SS,B,LOW,VRIORM000000604,ORM00,123.27793305,0.0459667112516342,5.47184883856942e-05
2928,IV,SS,B,LOW,VRIORM000000604,ORM00,264.10554614,0.0443387601942376,0.0001172185627504
2929,IV,FM,B,LOW,VRIORM000000965,ORM00,0.41686007,0.0031376979529228,1.85044843138255e-07
2930,IV,FM,B,LOW,VRIORM000000965,ORM00,5.20255341,0.0111567481522985,2.3094932164169e-06
2931,IV,FM,B,LOW,VRIORM000000966,ORM00,32.06556769,0.0199936262258764,1.42328916319208e-05
2932,IV,FM,B,LOW,VRIORM000000966,ORM00,13.72217945,0.0130298521268971,6.09006571585457e-06
2933,IV,BG,B,LOW,VRIORM000001163,ORM00,181.62320429,0.0648381006780729,8.06156187401968e-05
2934,IV,FM,B,LOW,VRIORM000001261,ORM00,75.3149585,0.0277339883574497,3.34313204770448e-05
2935,III,FM,B,MOD,VRIORM000001031,ORM00,29.53006547,0.0268499028291156,1.31073829862481e-05
2936,III,FM,B,MOD,VRIORM000001037,ORM00,56.44248268,0.0251644355496937,2.50526229200143e-05
2937,III,FM,B,MOD,VRIORM000001002,ORM00,76.91394031,0.0348733400301962,3.41386781657919e-05
2938,III,FM,B,MOD,VRIORM000001002,ORM00,8.30483681,0.0095176277583468,3.68610117829914e-06
2939,III,FM,B,MOD,VRIORM000001006,ORM00,152.87606138,0.032676513023489,6.78571254885923e-05
2940,IV,SS,B,MOD,VRIORM000000778,ORM00,246.36715673,0.0423584369893171,0.0001093520773691
2941,III,FM,B,MOD,VRIORM000001037,ORM00,813.30043404,0.117563668424282,0.000360955703203
2942,III,FM,B,MOD,VRIORM000001006,ORM00,40.28755113,0.017116268785574,1.78828687212937e-05
2943,IV,SS,B,MOD,VRIORM000000522,ORM00,6.09270179,0.0074261449844036,2.70443488949258e-06
2944,III,FM,B,MOD,VRIORM000000934,ORM00,34.22967866,0.0176288460968649,1.5194023451176e-05
2945,IV,SS,B,MOD,VRIORM000000691,ORM00,15.89020107,0.0121963824194976,7.0534057728513e-06
2946,IV,SS,B,MOD,VRIORM000000691,ORM00,21.31477035,0.013255163085815,9.46069798097791e-06
2947,III,FM,B,MOD,VRIORM000001006,ORM00,120.98117927,0.0403599195195542,5.36995667553046e-05
2948,II,FM,N,HIGH,VRIORM000000948,ORM00,1.70670458,0.0067260614639503,7.57602936769451e-07
2949,IV,FM,C,LOW,VRIORM000001019,ORM00,199.06944388,0.0412060945874542,8.83570098297405e-05
2950,II,SS,A,HIGH,VRIORM000000572,ORM00,173.65390304,0.0407924237459137,7.70757194111536e-05
2951,II,SS,A,HIGH,VRIORM000000573,ORM00,18.95739418,0.0130633666285413,8.41321694307461e-06
2952,II,SS,A,HIGH,VRIORM000000573,ORM00,13.22157701,0.0188839739121358,5.86733443104259e-06
2953,II,SS,A,MOD,VRIORM000000495,ORM00,99.1435834,0.0249381260280903,4.39736532434518e-05
2954,II,SS,A,MOD,VRIORM000000496,ORM00,189.24057132,0.040257448141378,8.39322410468435e-05
2955,II,SS,A,MOD,VRIORM000000496,ORM00,1.43533668,0.0062254846786908,6.36498244091953e-07
2956,II,SS,A,MOD,VRIORM000000497,ORM00,67.48847801,0.0374165865258856,2.99381753319411e-05
2957,II,SS,A,MOD,VRIORM000000497,ORM00,61.14283398,0.0219220423405448,2.71195562169045e-05
2958,II,SS,A,MOD,VRIORM000000497,ORM00,18.83924994,0.013132092005489,8.3556573947941e-06
2959,II,SS,A,MOD,VRIORM000000497,ORM00,74.61568179,0.0260890244415387,3.3091568830056e-05
2960,II,SS,A,MOD,VRIORM000000497,ORM00,764.84857806,0.165391727523715,0.0003391539206999
2961,II,SS,A,MOD,VRIORM000000498,ORM00,317.80513476,0.0614744756604283,0.0001410206925576
2962,II,SS,A,MOD,VRIORM000000498,ORM00,678.34842383,0.100973781679475,0.0003009425199216
2963,II,FM,A,MOD,VRIORM000000922,ORM00,43.89522914,0.0312157348444397,1.94804560505023e-05
2964,II,FM,A,MOD,VRIORM000000922,ORM00,172.45872387,0.0494346049684866,7.65254748271991e-05
2965,II,FM,A,MOD,VRIORM000000922,ORM00,2238.35349799,0.2888625789436,0.0009930147472634
2966,II,FM,A,MOD,VRIORM000000922,ORM00,10.61808737,0.0113455567617704,4.710527386186e-06
2967,II,FM,A,MOD,VRIORM000000922,ORM00,7.39477551,0.0092505506137216,3.28035115905066e-06
2968,II,FM,A,MOD,VRIORM000000922,ORM00,365.51423901,0.0896259662453431,0.000162109979767
2969,II,FM,A,MOD,VRIORM000000922,ORM00,12.18735742,0.0107968150538634,5.40536122212264e-06
2970,II,FM,A,MOD,VRIORM000000922,ORM00,32.96195366,0.0183648917802748,1.46185224328032e-05
2971,II,FM,A,MOD,VRIORM000000922,ORM00,196.72980907,0.0438680995565282,8.72466255904321e-05
2972,II,FM,A,MOD,VRIORM000000922,ORM00,17.61517005,0.0167419895766417,7.81178985729975e-06
2973,II,BG,A,MOD,VRIORM000001174,ORM00,321.54622127,0.0764333263776245,0.0001426211614157
2974,II,BG,A,MOD,VRIORM000001174,ORM00,112.52730534,0.0312621598613026,4.99006916022092e-05
2975,II,BG,A,MOD,VRIORM000001175,ORM00,99.29716412,0.0595795881597186,4.40436360304601e-05
2976,II,BG,A,MOD,VRIORM000001176,ORM00,40.5727853,0.029453976652753,1.79936886402454e-05
2977,II,BG,A,MOD,VRIORM000001176,ORM00,8.97473109,0.0205201013591014,3.9798984152888e-06
2978,II,BG,A,MOD,VRIORM000001176,ORM00,11.60337683,0.0133687876368398,5.14516900361836e-06
2979,II,BG,A,MOD,VRIORM000001177,ORM00,83.54381668,0.0405801491725149,3.704383915912e-05
2980,II,BG,A,MOD,VRIORM000001177,ORM00,0.8263858,0.0039539058703665,3.66403742463059e-07
2981,II,BG,A,MOD,VRIORM000001178,ORM00,134.94623129,0.0495327702730053,5.98338990812609e-05
2982,II,FM,N,HIGH,VRIORM000000948,ORM00,227.22063547,0.0891644813346364,0.0001008499594858
2983,II,FM,N,HIGH,VRIORM000000948,ORM00,21.59562586,0.0126279227945925,9.57752010989896e-06
2984,II,FM,A,HIGH,VRIORM000000950,ORM00,58.85320802,0.0296871982030908,2.61231946560301e-05
2985,II,FM,A,HIGH,VRIORM000000950,ORM00,16.11670997,0.0103074263113697,7.1525607228053e-06
2986,II,FM,A,HIGH,VRIORM000000951,ORM00,896.25480516,0.114623214073717,0.0003977491852461
2987,II,BG,A,MOD,VRIORM000001187,ORM00,78.22684203,0.0254596705760633,3.46936522334095e-05
2988,II,FM,A,MOD,VRIORM000001272,ORM00,123.07982088,0.0528060148955796,5.45907523563266e-05
2989,II,FM,A,MOD,VRIORM000001272,ORM00,87.78910641,0.0488599351925208,3.89326078586895e-05
2990,II,FM,A,MOD,VRIORM000001273,ORM00,85.37069996,0.0325351602676472,3.78614202258715e-05
2991,II,FM,A,MOD,VRIORM000001273,ORM00,97.0127988,0.0414065862100191,4.30212985182505e-05
2992,II,FM,A,MOD,VRIORM000001273,ORM00,3.95257306,0.0067593185896445,1.75265608981741e-06
2993,II,FM,A,MOD,VRIORM000001274,ORM00,0.14148039,0.0022167870240684,6.27380113539518e-08
2994,II,FM,A,MOD,VRIORM000001274,ORM00,173.05398581,0.0420104514264493,7.67313174900518e-05
2995,II,FM,N,HIGH,VRIORM000000948,ORM00,8.1224357,0.0112424196651646,3.60545732535868e-06
2996,II,FM,N,HIGH,VRIORM000000948,ORM00,36.05203325,0.0203955087364608,1.60033936513837e-05
2997,IV,SS,B,LOW,VRIORM000000603,ORM00,21.00992305,0.0123196641121455,9.32569515762924e-06
2998,IV,SS,B,LOW,VRIORM000000605,ORM00,126.35355246,0.0406070013815327,5.60856356050478e-05
2999,IV,FM,B,LOW,VRIORM000000966,ORM00,54.48047984,0.0249513272171802,2.41843703471758e-05
3000,IV,FM,B,LOW,VRIORM000000966,ORM00,90.27024284,0.0325041723797811,4.00657022097334e-05
3001,IV,FM,B,LOW,VRIORM000000966,ORM00,0.84343886,0.0035369339373114,3.74365189158853e-07
3002,II,FM,B,HIGH,VRIORM000000984,ORM00,56.6238212,0.0210853192061404,2.5131975505479e-05
3003,II,FM,B,HIGH,VRIORM000000984,ORM00,107.93669011,0.0333260067809959,4.78965917213164e-05
3004,II,FM,B,HIGH,VRIORM000000985,ORM00,591.95963717,0.0882842683733487,0.0002626744999705
3005,III,BG,B,HIGH,VRIORM000001164,ORM00,58.79174109,0.0293441983005321,2.60932664698542e-05
3006,III,BG,B,HIGH,VRIORM000001164,ORM00,30.21093112,0.021205476261567,1.34067187274866e-05
3007,III,BG,B,HIGH,VRIORM000001165,ORM00,84.36308459,0.0245852317762295,3.74338746823004e-05
3008,II,FM,B,HIGH,VRIORM000001262,ORM00,104.06497504,0.0391500492830459,4.61777448532636e-05
3009,IV,FM,B,LOW,VRIORM000000965,ORM00,163.80927123,0.0443683206234161,7.27166912548951e-05
3010,II,FM,N,HIGH,VRIORM000000948,ORM00,6.09138712,0.0130933966533942,2.70398087222397e-06
3011,IV,SS,B,MOD,VRIORM000000778,ORM00,20.25917285,0.0134557097907562,8.99369362209668e-06
3012,IV,BG,B,MOD,VRIORM000000296,ORM00,0.35908507,0.0021353349762302,1.59414722534327e-07
3013,IV,SS,B,MOD,VRIORM000000778,ORM00,817.3391648,0.15492584452504,0.0003627886775072
3014,III,FM,B,MOD,VRIORM000001083,ORM00,31.93694551,0.0194160561235548,1.41765950604559e-05
3015,IV,SS,B,LOW,VRIORC000000268,ORC00,19.86869991,0.0140282140416798,8.81860072725467e-06
3016,IV,SS,B,LOW,VRIORC000000268,ORC00,0.522117,0.0027283217554578,2.31730488830696e-07
3017,IV,FM,B,LOW,VRIORC000000399,ORC00,8.02346801,0.011458658591836,3.56121689502814e-06
3018,IV,SS,B,MOD,VRIORC000000305,ORC00,75.08942436,0.033615006498751,3.33258321578348e-05
3019,IV,SS,B,MOD,VRIORC000000305,ORC00,1.1109925,0.003688431236597,4.93087563937937e-07
3020,III,FM,B,MOD,VRIORC000000429,ORC00,53.57938526,0.0443181017345512,2.37796821909714e-05
3021,IV,SS,C,LOW,VRIORM000000721,ORM00,0.01001578,0.0003856053796957,4.44659330067186e-09
3022,IV,FM,C,LOW,VRIORM000001019,ORM00,573.1500249,0.101000473618394,0.0002543946459533
3023,IV,SS,B,LOW,VRIORM000000611,ORM00,5.20776971,0.0091529241037713,2.31210012441704e-06
3024,IV,FM,B,LOW,VRIORM000000966,ORM00,0.24448987,0.0026865751805494,1.08543939520385e-07
3025,II,FM,B,HIGH,VRIORM000000984,ORM00,112.55326986,0.0331193115084721,4.99690853165623e-05
3026,IV,FM,B,LOW,VRIORM000000965,ORM00,40.46228008,0.017149180726587,1.79639762320095e-05
3027,IV,SS,B,LOW,VRIORM000000622,ORM00,6.27908719,0.0106326152229167,2.78772881437195e-06
3028,II,FM,A,LOW,VRIORM000000962,ORM00,0.01886285,0.0004793443678414,8.373303375467091e-09
3029,IV,FM,B,LOW,VRIORM000000965,ORM00,114.19460011,0.0309836974927268,5.06958363978931e-05
3030,IV,SS,B,LOW,VRIORM000000608,ORM00,5.27480656,0.0070087890033894,2.34189544010764e-06
3031,IV,FM,B,LOW,VRIORM000000965,ORM00,116.46964185,0.0309518913715851,5.17058063647031e-05
3032,IV,SS,B,MOD,VRIORM000000690,ORM00,130.90942081,0.0478514072395407,5.81151756419614e-05
3033,III,FM,B,MOD,VRIORM000001006,ORM00,148.22626805,0.0341134785989248,6.58011907683279e-05
3034,II,SS,A,HIGH,VRIORM000000573,ORM00,16.52819735,0.0127937782130706,7.33570816077227e-06
3035,II,SS,A,HIGH,VRIORM000000573,ORM00,3.33256502,0.0058201813887105,1.47912726558518e-06
3036,II,SS,A,HIGH,VRIORM000000573,ORM00,128.90255513,0.0393360527017125,5.72070184400954e-05
3037,II,SS,A,MOD,VRIORM000000498,ORM00,45.99346813,0.0278480417524346,2.04115591727804e-05
3038,II,FM,N,HIGH,VRIORM000000948,ORM00,148.40919793,0.0443476037477838,6.58860186539909e-05
3039,II,FM,N,HIGH,VRIORM000000948,ORM00,30.15425136,0.0170845349835244,1.33860502833427e-05
3040,II,FM,A,HIGH,VRIORM000000950,ORM00,294.75908493,0.077726253719925,0.000130839119488
3041,II,FM,A,HIGH,VRIORM000000950,ORM00,45.83233251,0.0202704484657085,2.03423366656002e-05
3042,IV,FM,C,LOW,VRIORM000001019,ORM00,552.84467201,0.0667382931419707,0.000245427152929
3043,IV,FM,C,LOW,VRIORM000001019,ORM00,443.25279256,0.0679284654872289,0.0001967742771713
3044,IV,SS,C,LOW,VRIORM000000723,ORM00,12.4304132,0.0095571968968764,5.51871805284736e-06
3045,IV,FM,C,LOW,VRIORM000001019,ORM00,236.15661302,0.0549111414446247,0.000104843541081
3046,III,FM,B,MOD,VRIORM000000934,ORM00,554.59667847,0.109207783480863,0.0002462000221535
3047,IV,SS,B,MOD,VRIORM000000523,ORM00,11.1068608,0.0110199193548292,4.92981256022504e-06
3048,IV,SS,B,MOD,VRIORM000000525,ORM00,4.56558102,0.0071679121953014,2.02621121868961e-06
3049,III,FM,B,MOD,VRIORM000000934,ORM00,982.38727165,0.116661911061378,0.0004360951271672
3050,III,FM,B,MOD,VRIORM000000934,ORM00,68.59834477,0.0225490589874207,3.04497360612759e-05
3051,III,FM,B,MOD,VRIORM000000934,ORM00,1.80541452,0.0052919581586274,8.01411518251523e-07
3052,III,FM,B,MOD,VRIORM000000934,ORM00,10.09612059,0.0126709731415913,4.48118603970132e-06
3053,III,FM,B,MOD,VRIORM000001258,ORM00,173.41000681,0.0652281354397261,7.69717556968777e-05
3054,IV,SS,C,LOW,VRIORM000000720,ORM00,116.3966673,0.0387801670148004,5.16767857270875e-05
3055,IV,FM,C,LOW,VRIORM000001019,ORM00,555.65684322,0.0775679979038497,0.0002466705894178
3056,IV,SS,B,LOW,VRIORM000000606,ORM00,0.2291245,0.0015508380218918,1.01715702040411e-07
3057,IV,SS,B,LOW,VRIORM000000609,ORM00,0.18303276,0.0021152121793985,8.12614251006845e-08
3058,IV,SS,B,LOW,VRIORM000000611,ORM00,2.43681558,0.0091699109380713,1.08194905779933e-06
3059,IV,FM,B,LOW,VRIORM000000965,ORM00,5.97828897,0.0079525677358706,2.65436365834002e-06
3060,IV,FM,B,LOW,VRIORM000000965,ORM00,66.2900445,0.0422163722444099,2.94318443181807e-05
3061,IV,FM,B,LOW,VRIORM000000966,ORM00,6.698357,0.008027229954716,2.97345000557817e-06
3062,IV,FM,B,LOW,VRIORM000000966,ORM00,18.20522744,0.0138543921007422,8.08110466716918e-06
3063,IV,BG,B,LOW,VRIORM000001162,ORM00,382.46072637,0.0584616491282088,0.0001697903805922
3064,IV,FM,B,LOW,VRIORM000001261,ORM00,149.30873066,0.0553802515204914,6.62910039962056e-05
3065,IV,FM,B,LOW,VRIORM000001261,ORM00,1.27246808,0.0052758758757845,5.64858046601013e-07
3066,IV,FM,B,LOW,VRIORM000001261,ORM00,0.13039109,0.0013072059417346,5.78813026952343e-08
3067,IV,FM,B,LOW,VRIORM000001261,ORM00,15.73540246,0.012509209867578,6.98487160017877e-06
3068,II,FM,B,HIGH,VRIORM000000984,ORM00,200.99598987,0.0439977536689569,8.92387604360057e-05
3069,IV,SS,B,MOD,VRIORM000000520,ORM00,94.98223368,0.0289802372138585,4.21680277725482e-05
3070,III,FM,B,MOD,VRIORM000000934,ORM00,288.69280116,0.0856686386235527,0.0001281609498306
3071,IV,FM,B,LOW,VRIORM000001011,ORM00,122.54784276,0.0375407240696407,5.44077562565399e-05
3072,IV,FM,B,LOW,VRIORM000001011,ORM00,18.35330237,0.0132592035617267,8.14725758711739e-06
3073,II,FM,B,HIGH,VRIORM000000984,ORM00,359.45571342,0.0687641673646256,0.0001595798354093
3074,II,FM,B,HIGH,VRIORM000001271,ORM00,2.87583415,0.0045143289859284,1.27660844955406e-06
3075,IV,SS,B,LOW,VRIORM000000604,ORM00,1.85926891,0.0057237201095263,8.25345790792764e-07
3076,IV,SS,B,LOW,VRIORM000000604,ORM00,2.4230832,0.0052963996582712,1.07556120578255e-06
3077,IV,SS,B,LOW,VRIORM000000604,ORM00,95.20203847,0.0349556907662934,4.22521180917279e-05
3078,IV,SS,B,LOW,VRIORM000000609,ORM00,214.40696885,0.0573812249166092,9.51851702551974e-05
3079,IV,FM,B,LOW,VRIORM000000965,ORM00,1028.93783455,0.187399129145695,0.0004567452014736
3080,IV,SS,B,LOW,VRIORM000000608,ORM00,22.74451595,0.0128920002716832,1.00985140241489e-05
3081,IV,FM,B,LOW,VRIORM000000965,ORM00,18.47486775,0.012878380113639,8.20273125526153e-06
3082,III,FM,B,MOD,VRIORM000000241,ORM00,47.69562574,0.0204344524024813,2.11570078285463e-05
3083,IV,SS,B,MOD,VRIORM000000778,ORM00,184.45425139,0.0578508580020771,8.18937212404976e-05
3084,IV,SS,B,MOD,VRIORM000000778,ORM00,247.76417579,0.060905977471116,0.0001099986734184
3085,IV,SS,B,MOD,VRIORM000000778,ORM00,371.21633211,0.0727031247802423,0.00016477354436
3086,IV,SS,B,MOD,VRIORM000000778,ORM00,49.42794574,0.0212165975933827,2.19328703770515e-05
3087,IV,SS,B,MOD,VRIORM000000778,ORM00,28.5889997,0.0150813134252375,1.26850863252205e-05
3088,IV,SS,B,MOD,VRIORM000000778,ORM00,539.01482609,0.121074168797009,0.0002391290910031
3089,IV,SS,B,MOD,VRIORM000000778,ORM00,0.01773932,0.0008887986207533,7.868881366979831e-09
3090,IV,SS,B,MOD,VRIORM000000778,ORM00,0.06141764,0.0022977466769829,2.72430953215643e-08
3091,IV,BG,B,MOD,VRIORM000000296,ORM00,54.73159684,0.0212301068342233,2.42973621753598e-05
3092,III,FM,B,MOD,VRIORM000001037,ORM00,903.90827994,0.12780031295786,0.000401223325024
3093,III,FM,B,MOD,VRIORM000001037,ORM00,23.21203066,0.0138725859117702,1.0301854885193e-05
3094,III,FM,B,MOD,VRIORM000001037,ORM00,0.24291773,0.0017293834679149,1.07781013050877e-07
3095,III,FM,B,MOD,VRIORM000001037,ORM00,140.83774258,0.037766791575243,6.24786363871562e-05
3096,IV,BG,B,MOD,VRIORM000001198,ORM00,191.77410984,0.054764665886515,8.50923047372174e-05
3097,IV,BG,B,MOD,VRIORM000001199,ORM00,478.54952438,0.108919420619119,0.0002124132532208
3098,III,FM,B,MOD,VRIORM000001083,ORM00,210.4016967,0.0533820759246628,9.34024041384632e-05
3099,III,FM,B,MOD,VRIORM000001083,ORM00,347.04807356,0.0644681237303566,0.0001540094957461
3100,III,FM,B,MOD,VRIORM000001084,ORM00,69.49992233,0.0245654826347055,3.08376962562834e-05
3101,III,FM,B,MOD,VRIORM000001084,ORM00,140.02245712,0.0364605999263089,6.21187940972561e-05
3102,III,FM,B,MOD,VRIORM000001304,ORM00,48.50864566,0.0253979463661824,2.15266237015794e-05
3103,II,SS,A,MOD,VRIORM000000762,ORM00,18.60854111,0.0214500322898019,8.26217012212467e-06
3104,II,FM,A,MOD,VRIORM000001033,ORM00,69.75657401,0.0270373423191485,3.09713887378833e-05
3105,IV,SS,B,MOD,VRIORM000000778,ORM00,66.51853261,0.0266449082640411,2.95329716820657e-05
