ObjectId,ID,Permit_Number,Permit_Subtype,Permit_Description,Street_Address,City,State,ZIP_Code,Date_Issued,Project_Start_Date,Project_End_Date,Permit_Type_Code,Subtype_Code
1777,1847,363080,Regulated Abatement Other,HOUSE IPL 3223 KIRBY AV.,3223 KIRBY AVE,LOUISVILLE,KY,40211,2013-05-22 11:01:27,2013-06-03 00:00:00,2013-06-28 00:00:00,ASBESTOS,OTHERABATE
1778,1848,363188,H7CONVR,15600 SHELBYVILLE RD.,, , , ,,2013-06-01 00:00:00,2013-06-10 00:00:00,ASBESTOS,H7CONVR
1779,1849,352582,H7CONVR,707 S. 24TH. ST.,707 S 24TH ST,LOUISVILLE,KY,40211,2013-03-01 09:10:00,2013-02-07 00:00:00,2013-04-07 00:00:00,ASBESTOS,H7CONVR
1780,1850,354304,Long-Term Abatement,NORTON HOSP SERVICE CTR-FRILT,200 E CHESTNUT ST,LOUISVILLE,KY,40202,2013-02-25 10:41:01,2013-02-28 00:00:00,2014-02-28 00:00:00,ASBESTOS,LONGTERM
1781,1661,246363,Regulated Abatement for Renov.,AMERICAN SYNTHETIC RUBBER CO.,4500 CAMP GROUND RD,LOUISVILLE,KY,40216,,2009-08-10 00:00:00,2009-10-02 00:00:00,ASBESTOS,RENOABATE
1782,1762,273047,Regulated Abatement for Renov.,ORACLE PROJECT HOUSE,2628 DUNCAN ST,LOUISVILLE,KY,40212,2010-07-27 11:03:00,2010-08-23 00:00:00,2010-09-23 00:00:00,ASBESTOS,RENOABATE
1783,1710,319214,H7CONVR,IPL 1430 HEMLOCK STREET,1430 HEMLOCK ST,LOUISVILLE,KY,40211,2012-02-02 12:28:20,2012-01-18 00:00:00,2012-02-18 00:00:00,ASBESTOS,H7CONVR
1784,1763,273486,Regulated Abatement Other,ABANDON-IPL 7017 KENTUCKY AVE.,7017 KENTUCKY AVE,LOUISVILLE,KY,40258,2010-08-17 12:12:00,2010-08-12 00:00:00,2010-08-20 00:00:00,ASBESTOS,OTHERABATE
1785,1711,321197,Blanket Abatement,LUBRIZOL FRIBLKT,4200 BELLS LN,LOUISVILLE,KY,40211,2012-02-14 13:50:00,2012-02-25 00:00:00,2013-02-25 00:00:00,ASBESTOS,BLANKET
1786,1764,275290,Long-Term Abatement,U OF L HOSPITAL,530 S JACKSON ST,LOUISVILLE,KY,40202,2011-09-20 14:17:04,2010-08-16 00:00:00,2010-12-31 00:00:00,ASBESTOS,LONGTERM
1787,1712,321625,Regulated Abatement for Renov.,AT&T,2404 BARDSTOWN RD,LOUISVILLE,KY,40205,2012-02-24 16:12:50,2012-03-05 00:00:00,2012-03-10 00:00:00,ASBESTOS,RENOABATE
1788,1765,275637,H7CONVR,RESIDENCE HOUSE 1019 S. SHELBY,1019 S SHELBY ST,LOUISVILLE,KY,40203,2010-08-23 12:37:00,2010-09-01 00:00:00,2010-09-01 00:00:00,ASBESTOS,H7CONVR
1789,1713,322202,Regulated Abatement for Renov.,DAIRY BUILDING,3941 BUECHEL BANK RD,LOUISVILLE,KY,40218,2012-02-28 09:30:00,2012-03-07 00:00:00,2012-05-31 00:00:00,ASBESTOS,RENOABATE
1790,1714,310680,Blanket Abatement,E.I. DUPONT NON-FRIABLE,4200 CAMP GROUND RD,LOUISVILLE,KY,40216,2011-10-04 10:43:24,2011-10-13 00:00:00,2012-10-13 00:00:00,ASBESTOS,BLANKET
1791,1715,311040,H7CONVR,"2722, 2724, 2726, 2728NEW HIGH",2722 NEW HIGH ST,LOUISVILLE,KY,40209,2011-11-01 16:24:12,2011-10-14 00:00:00,2011-10-28 00:00:00,ASBESTOS,H7CONVR
1792,1716,311942,Blanket Abatement,BROWN-FORMAN EARLY TIMES FRIBL,2921 DIXIE HWY,SHIVELY,KY,40216,2011-11-01 11:36:00,2011-10-23 00:00:00,2012-10-23 00:00:00,ASBESTOS,BLANKET
1793,1717,312627,Regulated Abatement Other,ABANDONED HOUSE IPL,713 LAMPTON ST,LOUISVILLE,KY,40203,2011-10-25 16:30:00,2011-11-07 00:00:00,2011-11-11 00:00:00,ASBESTOS,OTHERABATE
1794,1718,312629,H7CONVR,RETAIL SPACE,3922 SHELBYVILLE RD,LOUISVILLE,KY,40207,2011-10-25 15:28:56,2011-11-07 00:00:00,2011-11-09 00:00:00,ASBESTOS,H7CONVR
1795,1719,312770,H7CONVR,RESIDENCE 1307 EARL AVE.,1307 EARL AVE,LOUISVILLE,KY,40215,2011-11-01 11:16:10,2011-07-02 00:00:00,2011-07-04 00:00:00,ASBESTOS,H7CONVR
1796,1720,313294,Regulated Abatement for Renov.,STEPHENS DRUG STORE,4200 SHELBYVILLE RD,ST MATTHEWS,KY,40207,2011-11-01 10:52:00,2011-11-21 00:00:00,2015-11-02 00:00:00,ASBESTOS,RENOABATE
1797,1721,314065,H7CONVR,KENTUCKY TRANS CABINET #108,6306 SHADOW WOOD DR,LOUISVILLE,KY,40059,2011-11-10 13:14:32,2011-11-28 00:00:00,2011-12-09 00:00:00,ASBESTOS,H7CONVR
1798,1722,314073,Regulated Abatement Other,KENTUCKY TRANS CABINET #107,6315 SHADOW WOOD DR,LOUISVILLE,KY,40059,2011-11-10 13:21:25,2011-11-28 00:00:00,2011-12-09 00:00:00,ASBESTOS,OTHERABATE
1799,1723,314586,H7CONVR,JAMESTOWN APARTMENTS - CARPORT,900 MARKHAM LN,ST MATTHEWS,KY,40207,2011-11-17 14:16:00,2011-11-25 00:00:00,2011-12-02 00:00:00,ASBESTOS,H7CONVR
1800,1724,303640,Blanket Abatement,JCPS BLANKET FRBL ALL SCHOOLS,3001 CRITTENDEN DR,LOUISVILLE,KY,40209,2011-07-20 11:36:00,2011-07-13 00:00:00,2012-07-13 00:00:00,ASBESTOS,BLANKET
1801,1725,304750,H7CONVR,RAA -NTP #20 2312 SOUTH PARK,2312 SOUTH PARK RD,LOUISVILLE,KY,40219,2011-08-01 08:45:27,2011-07-11 00:00:00,2011-07-21 00:00:00,ASBESTOS,H7CONVR
1802,1726,305329,Regulated Abatement for Renov.,ST VINCENT DEPAUL,1201 S SHELBY ST,LOUISVILLE,KY,40203,2011-08-09 09:49:00,2011-08-18 00:00:00,2011-09-18 00:00:00,ASBESTOS,RENOABATE
1803,1727,307197,H7CONVR,JEWISH HOSPITAL CAFETERIA,217 E CHESTNUT ST,LOUISVILLE,KY,40202,2011-08-26 08:23:55,2011-09-02 00:00:00,2011-09-05 00:00:00,ASBESTOS,H7CONVR
1804,1728,308433,H7CONVR,HOUSE COMMONWEALTH OF KY PROJ,6202 TRANSYLVANIA BEACH RD,LOUISVILLE,KY,40059,2011-09-08 11:03:00,2011-09-16 00:00:00,2011-10-16 00:00:00,ASBESTOS,H7CONVR
1805,1729,309369,Regulated Abatement Other,U OF L CHEMISTRY BUILDING,2320 S BROOK ST,LOUISVILLE,KY,40208,2011-09-20 10:51:00,2011-10-05 00:00:00,2011-11-05 00:00:00,ASBESTOS,OTHERABATE
1806,1730,309372,Regulated Abatement Other,CRESCENT HILL PRESBYTERIAN CHU,142 CRESCENT AVE,LOUISVILLE,KY,40206,2011-09-20 10:58:00,2011-09-28 00:00:00,2011-10-28 00:00:00,ASBESTOS,OTHERABATE
1807,1731,310448,Regulated Abatement Other,JAMESTOWN APTS. CLUBHOUSE BLVD,900 MARKHAM LN,ST MATTHEWS,KY,40207,2011-09-30 10:37:00,2011-10-17 00:00:00,2011-10-21 00:00:00,ASBESTOS,OTHERABATE
1808,1732,295928,Long-Term Abatement,JCPS ATHERTON HS-EXPIRED,3000 DUNDEE RD,LOUISVILLE,KY,40205,2011-05-16 09:45:00,2011-05-21 00:00:00,2012-05-14 00:00:00,ASBESTOS,LONGTERM
1809,1733,295941,Regulated Abatement for Renov.,CHEVRON BLEND PLANT TANK FARM,4401 BELLS LN,LOUISVILLE,KY,40211,2011-05-04 13:54:07,2011-05-24 00:00:00,2011-07-01 00:00:00,ASBESTOS,RENOABATE
1810,1734,296892,Regulated Abatement for Renov.,TRINITY HS,4011 SHELBYVILLE RD,ST MATTHEWS,KY,40207,2011-05-16 16:47:00,2011-05-31 00:00:00,2011-06-15 00:00:00,ASBESTOS,RENOABATE
1811,1735,297869,Long-Term Abatement,JCPS MIDDLETOWN ELEM SC LTF,218 N MADISON AVE,MIDDLETOWN,KY,40243,2011-05-25 16:45:00,2011-06-22 00:00:00,2012-06-23 00:00:00,ASBESTOS,LONGTERM
1812,1736,299188,Regulated Abatement for Renov.,U OF L STRICKLER HALL,2010 S AVERY COURT WALK,LOUISVILLE,KY,40208,2011-06-09 14:17:54,2011-06-17 00:00:00,2011-06-19 00:00:00,ASBESTOS,RENOABATE
1813,1737,299713,Regulated Abatement Other,ABANDONED HOUSE IPL,1260 S SHELBY ST,LOUISVILLE,KY,40203,2011-06-15 16:56:00,2011-06-21 00:00:00,2011-06-29 00:00:00,ASBESTOS,OTHERABATE
1814,1738,300026,Regulated Abatement for Renov.,SOUTHERN BAPTIST THEOLOGICAL,2800 LEXINGTON RD,LOUISVILLE,KY,40206,2011-06-15 15:08:12,2011-06-27 00:00:00,2011-06-30 00:00:00,ASBESTOS,RENOABATE
1815,1739,300573,Long-Term Abatement,JEWISH HOSPITAL LT,217 E CHESTNUT ST,LOUISVILLE,KY,40202,2011-06-28 09:06:44,2011-06-30 00:00:00,2012-06-30 00:00:00,ASBESTOS,LONGTERM
1816,1740,290970,Regulated Abatement for Renov.,JEWISH HOSPITAL,201 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,2011-03-07 10:37:33,2011-03-11 00:00:00,2011-03-25 00:00:00,ASBESTOS,RENOABATE
1817,1741,291723,Regulated Abatement for Renov.,FORD LOUISVILLE ASSEMBLY PLANT,2000 FERN VALLEY RD,LOUISVILLE,KY,40213,2011-03-11 10:36:00,2011-03-11 00:00:00,2011-03-14 00:00:00,ASBESTOS,RENOABATE
1818,1742,294010,Regulated Abatement for Renov.,U OF L SERVICE COMPLEX,1800 ARTHUR ST,LOUISVILLE,KY,40208,2011-04-12 13:45:09,2011-04-25 00:00:00,2011-04-25 00:00:00,ASBESTOS,RENOABATE
1819,1743,294335,H7CONVR,ABANDONED HOUSE IPL,1139 S 8TH ST,LOUISVILLE,KY,40203,2011-05-16 09:41:21,2011-04-14 00:00:00,2011-04-23 00:00:00,ASBESTOS,H7CONVR
1820,1744,285484,Regulated Abatement for Renov.,JCPS BLUE LICK ELEMENTARY,9801 BLUE LICK RD,LOUISVILLE,KY,40229,2010-12-08 16:24:20,2010-12-18 00:00:00,2010-12-31 00:00:00,ASBESTOS,RENOABATE
1821,1745,286293,H7CONVR,VETERANS AFFAIRS MEDICAL CTR,800 ZORN AVE,LOUISVILLE,KY,40206,2010-12-21 15:25:41,2011-01-03 00:00:00,2011-01-06 00:00:00,ASBESTOS,H7CONVR
1822,1746,286728,Regulated Abatement for Renov.,PNC BANK 1200 S. 4TH,1200 S 4TH ST,LOUISVILLE,KY,40203,2012-05-02 10:20:39,2010-12-28 00:00:00,2011-02-12 00:00:00,ASBESTOS,RENOABATE
1823,1747,287392,H7CONVR,SINGLE FAMILY RESIDENCE,408 N 41ST ST,LOUISVILLE,KY,40212,2011-01-12 09:01:34,2011-01-17 00:00:00,2011-01-30 00:00:00,ASBESTOS,H7CONVR
1824,1748,288444,Regulated Abatement Other,ABANDON HOUSE IP&L DEMO,915 S HANCOCK ST,LOUISVILLE,KY,40203,2011-02-01 09:03:00,2011-02-01 00:00:00,2011-02-10 00:00:00,ASBESTOS,OTHERABATE
1825,1749,289072,Regulated Abatement for Renov.,MOMENTIVE SPECIALTY R & D LAB,6200 CAMP GROUND RD,LOUISVILLE,KY,40216,2011-02-03 09:13:35,2011-02-03 00:00:00,2011-02-11 00:00:00,ASBESTOS,RENOABATE
1826,1750,289807,Regulated Abatement for Renov.,ST. MICHAELS ORTHODOX CHURCH,3701 ST MICHAEL CHURCH DR,LOUISVILLE,KY,40220,2011-02-15 08:52:58,2011-02-14 00:00:00,2011-02-18 00:00:00,ASBESTOS,RENOABATE
1827,1662,358969,Regulated Abatement Other,HOUSE IPL,2011 S 41ST ST,LOUISVILLE,KY,40211,2013-04-15 15:29:00,2013-04-25 00:00:00,2013-05-10 00:00:00,ASBESTOS,OTHERABATE
1828,1766,275685,Regulated Abatement for Renov.,JCPS SCHAFFNER ELEM SCH,2701 CRUMS LN,SHIVELY,KY,40216,2010-08-23 16:04:33,2010-06-28 00:00:00,2010-07-14 00:00:00,ASBESTOS,RENOABATE
1829,1767,276013,Regulated Abatement for Renov.,"DIAGEO AMERICAS SUPPLY, INC",3860 FITZGERALD RD,SHIVELY,KY,40216,2010-08-25 16:19:00,2010-10-20 00:00:00,2010-11-19 00:00:00,ASBESTOS,RENOABATE
1830,1768,276163,H7CONVR,WAREHOUSE-4006 SOUTH BROOK,4006 S BROOK ST,LOUISVILLE,KY,40214,2010-08-27 12:14:31,,,ASBESTOS,H7CONVR
1831,1769,276987,Regulated Abatement for Renov.,LUBRIZOL,4200 BELLS LN,LOUISVILLE,KY,40211,2010-09-10 10:16:00,2010-09-20 00:00:00,2011-07-29 00:00:00,ASBESTOS,RENOABATE
1832,1770,277421,Regulated Abatement for Renov.,APARTMENT BUILDING METRO HOUSI,3600 MANSLICK RD,LOUISVILLE,KY,40215,2010-09-10 12:32:43,2010-09-20 00:00:00,2010-09-24 00:00:00,ASBESTOS,RENOABATE
1833,1771,277719,H7CONVR,HOUSE - 422 E KENTUCKY ST,422 E KENTUCKY ST,LOUISVILLE,KY,40203,2011-07-21 10:19:43,,,ASBESTOS,H7CONVR
1834,1772,277880,H7CONVR,HOUSE - 2638 ALFORD,2638 ALFORD AVE,LOUISVILLE,KY,40212,2011-11-01 16:11:45,2011-10-05 00:00:00,2011-10-05 00:00:00,ASBESTOS,H7CONVR
1835,1773,277962,Regulated Abatement Other,REGIONAL AIRPORT AUTH PROJECT,2213 SOUTH PARK RD,LOUISVILLE,KY,40219,2010-09-23 16:03:00,2010-09-23 00:00:00,2010-10-01 00:00:00,ASBESTOS,OTHERABATE
1836,1774,265325,Long-Term Abatement,JCPS ROOSEVELT PERRY ES LTF,1606 MAGAZINE ST,LOUISVILLE,KY,40203,2010-05-11 08:38:00,2010-05-28 00:00:00,2011-05-28 00:00:00,ASBESTOS,LONGTERM
1837,1775,267600,H7CONVR,HOUSE - 106 BOSTON COURT,106 BOSTON CT,LOUISVILLE,KY,40212,2010-08-25 15:07:49,,,ASBESTOS,H7CONVR
1838,1776,264091,H7CONVR,ROMANO MAZZOLI FEDERAL BLDG,600 DR MARTIN LUTHER KING PL,LOUISVILLE,KY,40202,2010-05-06 08:20:23,2010-05-07 00:00:00,2010-05-07 00:00:00,ASBESTOS,H7CONVR
1839,1777,335824,H7CONVR,RESIDENTIAL 10404 SHELBY STREE,10404 SHELBY ST,JEFFERSONTOWN,KY,40299,2013-05-14 15:28:10,2012-07-16 00:00:00,2012-08-17 00:00:00,ASBESTOS,H7CONVR
1840,1778,318444,H7CONVR,HOUSE IPL,4402 LEES LN,LOUISVILLE,KY,40216,2012-01-10 15:03:00,2012-01-09 00:00:00,2012-01-20 00:00:00,ASBESTOS,H7CONVR
1841,1779,313329,Regulated Abatement Other,QUIETER HOMES-1213 BOURBON,1213 BOURBON AVE,LOUISVILLE,KY,40213,2011-11-04 10:54:34,2011-10-31 00:00:00,2011-10-31 00:00:00,ASBESTOS,OTHERABATE
1842,1780,325684,Regulated Abatement for Renov.,SUD-CHEMIE BOILER BUILDING,4900 CRITTENDEN DR,LOUISVILLE,KY,40209,2012-04-11 13:11:22,2012-04-19 00:00:00,2012-05-05 00:00:00,ASBESTOS,RENOABATE
1843,1781,327489,Regulated Abatement Other,BISHOP LANE PLAZA,4314 BISHOP LN,WATTERSON PARK,KY,40218,2012-05-01 12:55:39,2012-05-14 00:00:00,2012-06-01 00:00:00,ASBESTOS,OTHERABATE
1844,1782,268023,Regulated Abatement for Renov.,ST. STEPHEN MARTYR SCHOOL,2931 PINDELL AVE,LOUISVILLE,KY,40217,2010-06-08 10:23:40,2010-06-14 00:00:00,2010-07-02 00:00:00,ASBESTOS,RENOABATE
1845,1783,268458,H7CONVR,HOUSE - MT. HOLLY ROAD,910 MOUNT HOLLY RD,LOUISVILLE,KY,40118,2010-08-25 15:02:42,,,ASBESTOS,H7CONVR
1846,1784,270013,H7CONVR,HOUSES - S. 5TH STREET,3010 S 5TH ST,LOUISVILLE,KY,40208,2011-11-01 16:08:39,,,ASBESTOS,H7CONVR
1847,1785,271549,Regulated Abatement for Renov.,ST. PIUS X CHURCH,3521 GOLDSMITH LN,LOUISVILLE,KY,40220,2010-07-12 17:49:55,2010-07-28 00:00:00,2010-08-21 00:00:00,ASBESTOS,RENOABATE
1848,1786,271686,Regulated Abatement for Renov.,OXMOOR MALL MEZZANINE,7900 SHELBYVILLE RD,LOUISVILLE,KY,40222,2010-07-14 09:34:48,2010-07-20 00:00:00,2010-07-21 00:00:00,ASBESTOS,RENOABATE
1849,1787,260322,Long-Term Abatement,JCPS SANDERS ELEM LONG TERM FL,8408 TERRY RD,LOUISVILLE,KY,40258,2010-03-23 09:13:05,2010-04-03 00:00:00,2011-04-04 00:00:00,ASBESTOS,LONGTERM
1850,1788,260886,Long-Term Abatement,JCPS DETRICK BUS COMPOUND,3686 PARTHENIA AVE,LOUISVILLE,KY,40215,2010-03-23 09:22:21,2010-04-03 00:00:00,2011-04-03 00:00:00,ASBESTOS,LONGTERM
1851,1789,262106,Blanket Abatement,U OF L BELKNAP CAMPUS FRIA BLK,2301 S 3RD ST,LOUISVILLE,KY,40208,2010-04-06 16:18:00,2010-04-01 00:00:00,2011-03-31 00:00:00,ASBESTOS,BLANKET
1852,1790,264230,Regulated Abatement Other,BROWN FORMAN COOPERAGE,402 MACLEAN AVE,LOUISVILLE,KY,40209,2010-04-28 15:46:00,2010-05-12 00:00:00,2010-05-25 00:00:00,ASBESTOS,OTHERABATE
1853,1791,264504,Long-Term Abatement,G E APPLIANCE PARK LONG TERM,4000 BUECHEL BANK RD,LOUISVILLE,KY,40225,2010-05-03 11:31:20,2010-05-13 00:00:00,2011-05-10 00:00:00,ASBESTOS,LONGTERM
1854,1663,359704,Regulated Abatement Other,KENWOOD DRIVE-IN THEATER,7001 SOUTHSIDE DR,LOUISVILLE,KY,40214,2013-04-24 10:07:00,2013-05-06 00:00:00,2013-05-09 00:00:00,ASBESTOS,OTHERABATE
1855,1792,264798,Long-Term Abatement,NORTON PAVILION HEALTH LNGTERM,315 E BROADWAY,LOUISVILLE,KY,40202,2010-05-05 14:09:34,2010-05-12 00:00:00,2011-05-12 00:00:00,ASBESTOS,LONGTERM
1856,1793,254466,Regulated Abatement for Renov.,VACANT BUILDING 1500 BANK,1500 BANK ST,LOUISVILLE,KY,40203,2009-12-22 13:46:27,2010-01-05 00:00:00,2010-02-01 00:00:00,ASBESTOS,RENOABATE
1857,1794,254812,H7CONVR,JC PENNY SHELBYVILLE ROAD,7900 SHELBYVILLE RD,LOUISVILLE,KY,40222,2009-12-31 15:57:00,2009-12-29 00:00:00,2009-12-29 00:00:00,ASBESTOS,H7CONVR
1858,1795,255001,H7CONVR,CABIN 3 CREEKSIDE DRIVE,3 CREEKSIDE CT,LOUISVILLE,KY,40059,2010-03-02 13:48:10,2009-12-29 00:00:00,2010-01-12 00:00:00,ASBESTOS,H7CONVR
1859,1796,255298,Regulated Abatement for Renov.,WAFFLE HOUSE FERN VALLEY RD,2809 FERN VALLEY RD,LOUISVILLE,KY,40213,2010-01-06 13:29:00,2010-01-21 00:00:00,2010-01-25 00:00:00,ASBESTOS,RENOABATE
1860,1797,256350,H7CONVR,HOUSE 547 RAWLINGS,547 RAWLINGS ST,LOUISVILLE,KY,40217,2011-06-07 10:28:22,,,ASBESTOS,H7CONVR
1861,1798,256465,Regulated Abatement for Renov.,UNITED BUILDING 600 S 7TH,600 S 7TH ST,LOUISVILLE,KY,40203,2010-01-21 14:44:00,2010-01-26 00:00:00,2010-09-30 00:00:00,ASBESTOS,RENOABATE
1862,1799,256633,Regulated Abatement Other,HOUSE 3238 W. JEFFERSON STREET,3238 W JEFFERSON ST,LOUISVILLE,KY,40212,2010-03-01 11:58:00,2010-02-08 00:00:00,2010-02-19 00:00:00,ASBESTOS,OTHERABATE
1863,1800,257449,Regulated Abatement for Renov.,RESTAURANT DEPOT 620 LOCUST LN,620 LOCUST LN,LOUISVILLE,KY,40217,2010-02-09 12:06:21,2010-02-09 00:00:00,2010-02-16 00:00:00,ASBESTOS,RENOABATE
1864,1664,360169,Regulated Abatement for Renov.,DERBY PARK FLEA MARKET,2900 7TH STREET RD,SHIVELY,KY,40216,2013-04-26 12:43:44,2013-05-07 00:00:00,2013-05-30 00:00:00,ASBESTOS,RENOABATE
1865,1665,361961,Regulated Abatement for Renov.,U OF L SCHOOL OF LAW,2219 S 3RD ST,LOUISVILLE,KY,40208,2013-05-15 15:07:58,2013-06-10 00:00:00,2013-06-28 00:00:00,ASBESTOS,RENOABATE
1866,1666,352580,H7CONVR,709 S. 24TH ST.,709 S 24TH ST,LOUISVILLE,KY,40211,,2013-02-07 00:00:00,2013-04-07 00:00:00,ASBESTOS,H7CONVR
1867,1667,352801,H7CONVR,RESIDENT- 2116 PORTLAND,2116 PORTLAND AVE,LOUISVILLE,KY,40212,2013-03-28 09:01:35,2013-02-05 00:00:00,2013-02-15 00:00:00,ASBESTOS,H7CONVR
1868,1668,353679,H7CONVR,2323 RALPH AVE.,2323 RALPH AVE,SHIVELY,KY,40216,2013-04-24 14:21:17,2013-01-28 00:00:00,2013-03-28 00:00:00,ASBESTOS,H7CONVR
1869,1669,354644,Regulated Abatement for Renov.,U OF L OPPENHEIMER HALL,2217 S 3RD ST,LOUISVILLE,KY,40208,2013-03-01 09:57:31,2013-03-12 00:00:00,2013-03-13 00:00:00,ASBESTOS,RENOABATE
1870,1670,354646,Regulated Abatement for Renov.,DANCE STUDIO,3041 BRECKENRIDGE LN,LOUISVILLE,KY,40220,2013-03-06 12:56:00,2013-03-05 00:00:00,2013-03-12 00:00:00,ASBESTOS,RENOABATE
1871,1671,347416,H7CONVR,ASRC-BLDG 31-07- DEMOLITION,4500 CAMP GROUND RD,LOUISVILLE,KY,40216,2013-05-14 15:29:52,2012-11-19 00:00:00,2012-12-07 00:00:00,ASBESTOS,H7CONVR
1872,1672,347705,H7CONVR,GENERAL WELDING,2603 S FLOYD ST,LOUISVILLE,KY,40209,2012-11-27 11:54:13,2012-12-05 00:00:00,2012-12-07 00:00:00,ASBESTOS,H7CONVR
1873,1673,348486,Regulated Abatement for Renov.,ABANDONED HOUSE IPL,4330 S BROOK ST,LOUISVILLE,KY,40214,2012-12-03 16:30:20,2012-12-12 00:00:00,2012-12-21 00:00:00,ASBESTOS,RENOABATE
1874,1674,349435,Regulated Abatement for Renov.,ATLAS MACHINE & SUPPLY,7000 GLOBAL DR,LOUISVILLE,KY,40258,2012-12-13 15:47:37,2012-12-15 00:00:00,2012-12-16 00:00:00,ASBESTOS,RENOABATE
1875,1675,351572,Regulated Abatement Other,"AAAK, INC-DEODORIZER TANK",2520 7TH STREET RD,SHIVELY,KY,40208,2013-01-22 12:46:59,2013-01-28 00:00:00,2013-01-31 00:00:00,ASBESTOS,OTHERABATE
1876,1676,351587,Regulated Abatement for Renov.,RHODIA FACILITY,1495 S 11TH ST,LOUISVILLE,KY,40210,2013-01-16 07:27:00,2013-01-16 00:00:00,2013-01-16 00:00:00,ASBESTOS,RENOABATE
1877,1677,352072,H7CONVR,HEAVEN HILL DISTILLERIES,1701 W BRECKINRIDGE ST,LOUISVILLE,KY,40210,2013-01-23 12:04:00,2013-01-31 00:00:00,2013-03-01 00:00:00,ASBESTOS,H7CONVR
1878,1678,339650,Regulated Abatement for Renov.,INGRID DESIGNS,1017 BAXTER AVE,LOUISVILLE,KY,40204,2012-08-31 12:49:00,2012-08-22 00:00:00,2012-08-24 00:00:00,ASBESTOS,RENOABATE
1879,1679,340073,Regulated Abatement Other,MEDICAL DENTAL RESEARCH BLDG,511 S FLOYD ST,LOUISVILLE,KY,40202,2012-09-06 08:55:00,2012-09-12 00:00:00,2012-10-12 00:00:00,ASBESTOS,OTHERABATE
1880,1680,340582,Long-Term Abatement,NORTON AUDUBON HOSPITAL,1 AUDUBON PLAZA DR,LOUISVILLE,KY,40217,2012-09-06 12:35:21,2012-09-17 00:00:00,2013-09-17 00:00:00,ASBESTOS,LONGTERM
1881,1681,342342,H7CONVR,URBAN GOV'T CENTER 5TH FLOOR,810 BARRET AVE,LOUISVILLE,KY,40204,2012-10-03 09:09:56,2012-10-08 00:00:00,2012-10-12 00:00:00,ASBESTOS,H7CONVR
1882,1682,329445,Regulated Abatement for Renov.,JCPS FERN CREEK HS,9115 FERN CREEK RD,LOUISVILLE,KY,40291,2012-05-23 10:23:26,2012-06-01 00:00:00,2012-08-01 00:00:00,ASBESTOS,RENOABATE
1883,1683,360704,H7CONVR,ABANDONED HOUSE IPL,824 W WHITNEY AVE,LOUISVILLE,KY,40215,2013-05-08 11:40:57,2013-05-13 00:00:00,2013-05-30 00:00:00,ASBESTOS,H7CONVR
1884,1684,356409,Regulated Abatement for Renov.,KY CHILDRENS HOME BLDG B,8711 LA GRANGE RD,LYNDON,KY,40242,2013-03-22 10:19:27,2013-04-01 00:00:00,2013-04-02 00:00:00,ASBESTOS,RENOABATE
1885,1685,348912,Long-Term Abatement,JCPS NORTON ES LTFLR,8101 BROWNSBORO RD,LOUISVILLE,KY,40241,2012-12-13 13:45:00,2012-12-22 00:00:00,2013-12-31 00:00:00,ASBESTOS,LONGTERM
1886,1686,338134,H7CONVR,RESIDENCE,2314 VILLAGE DR,LOUISVILLE,KY,40205,2012-08-10 12:12:17,2012-06-27 00:00:00,2012-08-24 00:00:00,ASBESTOS,H7CONVR
1887,1687,342600,Blanket Abatement,SAINTS MARY & ELIZABETH HOSP.,1850 BLUEGRASS AVE,LOUISVILLE,KY,40215,2012-10-03 11:55:00,2012-10-09 00:00:00,2013-10-09 00:00:00,ASBESTOS,BLANKET
1888,1688,342601,Blanket Abatement,SAINTS MARY & ELIZABETH HOSP.,1850 BLUEGRASS AVE,LOUISVILLE,KY,40215,2012-10-03 11:58:06,2012-10-09 00:00:00,2013-10-09 00:00:00,ASBESTOS,BLANKET
1889,1689,343118,Regulated Abatement Other,STERETT CANE,1615 S 16TH ST,LOUISVILLE,KY,40210,2012-10-03 12:07:00,2012-10-12 00:00:00,2012-10-19 00:00:00,ASBESTOS,OTHERABATE
1890,1690,343872,H7CONVR,"LG&E MILL CREEK DEMO, 6 BLDGS",14660 DIXIE HWY,LOUISVILLE,KY,40272,2013-04-19 10:19:20,2012-10-25 00:00:00,2012-12-31 00:00:00,ASBESTOS,H7CONVR
1891,1691,344253,H7CONVR,"DEPARTMENT STORE, FLEA MARKET",10383 DIXIE HWY,LOUISVILLE,KY,40272,2012-10-22 09:41:28,2012-10-22 00:00:00,2012-10-22 00:00:00,ASBESTOS,H7CONVR
1892,1692,328977,Regulated Abatement for Renov.,BROWN-FORMAN DISTILLERY,850 DIXIE HWY,LOUISVILLE,KY,40210,2012-05-17 15:17:49,2012-05-24 00:00:00,2012-10-15 00:00:00,ASBESTOS,RENOABATE
1893,1693,332293,Regulated Abatement Other,HOUSE IPL,3228 KIRBY AVE,LOUISVILLE,KY,40211,2012-06-19 08:58:00,2012-06-29 00:00:00,2012-07-13 00:00:00,ASBESTOS,OTHERABATE
1894,1694,332296,Regulated Abatement Other,HOUSE IPL,4408 EXLEY CT,LOUISVILLE,KY,40211,2012-06-19 08:57:00,2012-06-29 00:00:00,2012-07-13 00:00:00,ASBESTOS,OTHERABATE
