_Household_ID,Date_Added,Housing_Type,Household_Type,Household_Size,Annual_Income,ZIP_Code,OBJECTID
S1356157088HH,,Unknown,Single Person,1.0,"$9,528 ",40206.0,4689
S1356376367HH,,Unknown,Single Person,1.0,"$10,560 ",40206.0,4690
S1356408904HH,,Unknown,Single Person,1.0,,40206.0,4691
S1356660580HH,,Unknown,Single Person,1.0,"$11,400 ",40206.0,4692
S1356904475HH,,Unknown,Single Person,1.0,"$33,600 ",40206.0,4693
S1358226758HH,,Unknown,Single Person,1.0,"$10,914 ",40206.0,4694
S1358544278HH,,Unknown,Single Person,1.0,"$6,120 ",40206.0,4695
S1361289650HH,,Unknown,Single Person,1.0,"$15,600 ",40206.0,4696
S1362036746HH,,Unknown,Single Person,1.0,"$16,800 ",40206.0,4697
S1364432924HH,,Unknown,Single Person,1.0,"$7,800 ",40206.0,4698
S1365714824HH,,Unknown,Single Person,1.0,"$10,800 ",40206.0,4699
S1365819108HH,,Unknown,Single Person,1.0,"$11,988 ",40206.0,4700
S1366629081HH,,Unknown,Single Person,1.0,"$19,200 ",40206.0,4701
S1367471504HH,,Unknown,Single Person,1.0,,40206.0,4702
S1368206848HH,,Unknown,Single Person,1.0,,40206.0,4703
S1372552418HH,,Unknown,Single Person,1.0,"$9,528 ",40206.0,4704
S1373857092HH,,Unknown,Single Person,1.0,"$30,000 ",40206.0,4705
S1374931889HH,,Unknown,Single Person,1.0,"$15,912 ",40206.0,4706
S1376308637HH,,Unknown,Single Person,1.0,"$26,400 ",40206.0,4707
S1377471989HH,,Unknown,Single Person,1.0,"$30,000 ",40206.0,4708
S1378057181HH,,Unknown,Single Person,1.0,"$16,908 ",40206.0,4709
S1378131407HH,,Unknown,Single Person,1.0,,40206.0,4710
S1378563898HH,,Unknown,Single Person,1.0,"$16,800 ",40206.0,4711
S1380527138HH,,Unknown,Single Person,1.0,"$12,000 ",40206.0,4712
S1382016133HH,,Unknown,Single Person,1.0,"$12,000 ",40206.0,4713
S1385350423HH,,Unknown,Single Person,1.0,"$12,960 ",40206.0,4714
S1385675984HH,,Unknown,Single Person,1.0,"$12,000 ",40206.0,4715
S1386132090HH,,Unknown,Single Person,1.0,"$12,120 ",40206.0,4716
S1388597029HH,,Unknown,Single Person,1.0,"$18,000 ",40206.0,4717
S1390601002HH,,Unknown,Single Person,1.0,"$19,200 ",40206.0,4718
S1392125719HH,,Unknown,Single Person,1.0,"$9,600 ",40206.0,4719
S1392256484HH,,Unknown,Single Person,1.0,"$48,000 ",40206.0,4720
S1392603432HH,,Unknown,Single Person,1.0,"$9,768 ",40206.0,4721
S1393700718HH,,Unknown,Single Person,1.0,"$15,600 ",40206.0,4722
S1394828563HH,,Unknown,Single Person,1.0,"$24,000 ",40206.0,4723
S1399168940HH,,Unknown,Single Person,1.0,"$16,800 ",40206.0,4724
S1399265932HH,,Unknown,Single Person,1.0,"$20,160 ",40206.0,4725
S424414446HH,,Unknown,Single Person,1.0,"$4,500 ",40206.0,4726
S510331395HH,,Unknown,Single Person,1.0,"$40,800 ",40206.0,4727
S830295144HH,,Unknown,Single Person,1.0,"$13,488 ",40206.0,4728
104427,1/15/2019 13:51,Rent/Non-Subsidized,Single Parent Female,1.0,$0 ,40207.0,4729
108129,1/22/2019 22:58,Rent/Non-Subsidized,Single Parent Female,4.0,"$39,492 ",40207.0,4730
108467,1/23/2019 16:19,Rent/Non-Subsidized,Single Parent Female,2.0,"$23,568 ",40207.0,4731
109171,1/24/2019 16:16,Rent/Non-Subsidized,Single Parent Female,4.0,"$31,308 ",40207.0,4732
112072,1/30/2019 19:52,Rent/Subsidized,Single Parent Female,2.0,"$2,685.96 ",40207.0,4733
112631,1/31/2019 21:20,Rent/Subsidized,Single Parent Female,2.0,"$18,048 ",40207.0,4734
115130,2/7/2019 19:01,Owns Home,Single Parent Female,2.0,$900 ,40207.0,4735
118465,2/19/2019 23:39,Rent/Subsidized,Single Parent Female,3.0,"$13,225.08 ",40207.0,4736
119022,2/21/2019 15:26,Rent/Non-Subsidized,Two Adults No Children,2.0,"$18,492 ",40207.0,4737
121875,3/5/2019 16:18,Rent/Subsidized,Single Parent Female,3.0,"$13,100.40 ",40207.0,4738
123377,3/12/2019 18:54,Rent/Subsidized,Single Parent Female,5.0,"$20,811.24 ",40207.0,4739
124388,3/18/2019 18:12,Rent/Subsidized,Two Parent Household,3.0,"$1,140 ",40207.0,4740
125769,3/25/2019 19:45,Rent/Non-Subsidized,Single Parent Female,2.0,"$40,063.92 ",40207.0,4741
126914,4/1/2019 17:26,Rent/Subsidized,Single Parent Female,4.0,"$8,456.40 ",40207.0,4742
127116,4/2/2019 14:53,Rent/Subsidized,Two Parent Household,2.0,"$5,520 ",40207.0,4743
128784,4/5/2019 15:08,Other Residence (does not own or pay rent),Single Parent Female,2.0,"$10,092 ",40207.0,4744
129623,4/10/2019 18:38,Rent/Subsidized,Single Parent Female,2.0,"$22,986.84 ",40207.0,4745
139436,8/8/2019 12:49,Rent/Non-Subsidized,Single Parent Female,3.0,"$20,043.48 ",40207.0,4746
150270,10/22/2019 18:31,Owns Home,Single Parent Female,1.0,"$15,564 ",40207.0,4747
151398,10/23/2019 14:48,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40207.0,4748
164177,12/3/2019 19:52,Rent/Subsidized,Single Parent Female,5.0,$0 ,40207.0,4749
167947,12/12/2019 13:32,Rent/Non-Subsidized,Single Parent Female,3.0,"$28,261.20 ",40207.0,4750
168039,12/12/2019 14:52,Rent/Non-Subsidized,Two Parent Household,6.0,"$47,852.64 ",40207.0,4751
180113,2/4/2020 22:38,Rent/Non-Subsidized,Single Parent Female,3.0,"$11,400 ",40207.0,4752
180469,2/6/2020 15:10,Rent/Non-Subsidized,Single Parent Female,2.0,"$21,053.28 ",40207.0,4753
181278,2/11/2020 14:06,Rent/Subsidized,Single Parent Female,4.0,$0 ,40207.0,4754
181762,2/12/2020 18:35,Rent/Non-Subsidized,Single Parent Female,2.0,$600 ,40207.0,4755
185291,3/3/2020 21:51,Rent/Non-Subsidized,Single Parent Female,3.0,"$14,724 ",40207.0,4756
185372,3/4/2020 15:56,Rent/Non-Subsidized,Single Parent Male,2.0,"$13,944 ",40207.0,4757
188459,3/23/2020 18:24,Rent/Non-Subsidized,Single Parent Female,3.0,"$22,800 ",40207.0,4758
190607,4/10/2020 16:46,Rent/Non-Subsidized,Single Parent Male,3.0,$0 ,40207.0,4759
194481,5/5/2020 12:57,Rent/Non-Subsidized,Single Parent Female,2.0,"$16,249.32 ",40207.0,4760
202429,6/23/2020 13:55,Rent/Non-Subsidized,Single Parent Female,4.0,$0 ,40207.0,4761
207544,7/20/2020 20:13,Rent/Non-Subsidized,Single Parent Female,3.0,"$13,284 ",40207.0,4762
209186,7/30/2020 13:02,Rent/Non-Subsidized,Single Parent Female,3.0,"$17,244 ",40207.0,4763
210236,8/5/2020 13:19,Rent/Subsidized,Single Parent Female,3.0,"$14,136 ",40207.0,4764
215565,9/1/2020 19:20,Rent/Non-Subsidized,Multigenerational Household,7.0,"$20,280 ",40207.0,4765
215880,9/2/2020 21:30,Rent/Non-Subsidized,Single Parent Female,2.0,"$15,600 ",40207.0,4766
221627,10/6/2020 15:56,Rent/Non-Subsidized,Multigenerational Household,2.0,$0 ,40207.0,4767
223556,10/16/2020 11:59,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40207.0,4768
224128,10/20/2020 14:11,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40207.0,4769
22588,10/8/2018 17:37,Rent/Non-Subsidized,Single Parent Female,2.0,"$12,240 ",40207.0,4770
226333,10/30/2020 15:36,Rent/Non-Subsidized,Single Parent Female,4.0,"$33,600 ",40207.0,4771
24078,10/9/2018 21:14,Rent/Subsidized,Two Adults No Children,2.0,"$22,200 ",40207.0,4772
243265,2/3/2021 18:16,Rent/Non-Subsidized,Multigenerational Household,6.0,$0 ,40207.0,4773
245166,2/17/2021 20:27,Rent/Non-Subsidized,Other,5.0,$0 ,40207.0,4774
248646,3/8/2021 16:53,Rent/Non-Subsidized,Two Parent Household,3.0,"$30,435.60 ",40207.0,4775
256739,5/25/2021 19:35,Rent/Non-Subsidized,Multigenerational Household,4.0,"$56,400 ",40207.0,4776
260912,7/1/2021 15:09,Rent/Subsidized,Non-related Adults with Children,4.0,$0 ,40207.0,4777
264493,8/6/2021 14:32,Rent/Non-Subsidized,Two Parent Household,3.0,"$31,176 ",40207.0,4778
264675,8/9/2021 13:21,Rent/Non-Subsidized,Single Parent Female,4.0,"$18,000 ",40207.0,4779
264703,8/9/2021 14:04,Rent/Subsidized,Single Parent Female,3.0,"$16,692 ",40207.0,4780
264834,8/9/2021 19:04,Rent/Subsidized,Multigenerational Household,3.0,"$4,608 ",40207.0,4781
266145,8/17/2021 19:27,Rent/Non-Subsidized,Single Parent Female,4.0,"$26,970.36 ",40207.0,4782
266660,8/20/2021 14:58,Rent/Non-Subsidized,Two Adults No Children,2.0,"$29,280 ",40207.0,4783
267313,8/25/2021 13:43,Rent/Non-Subsidized,Two Parent Household,3.0,"$52,839 ",40207.0,4784
267679,8/26/2021 18:57,Rent/Non-Subsidized,Two Adults No Children,1.0,"$23,088 ",40207.0,4785
268319,8/31/2021 19:37,Rent/Non-Subsidized,Single Parent Male,2.0,$0 ,40207.0,4786
269821,9/13/2021 13:13,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40207.0,4787
272848,9/30/2021 19:02,Rent/Non-Subsidized,Single Parent Female,3.0,"$1,800 ",40207.0,4788
273775,10/7/2021 17:52,Rent/Non-Subsidized,Single Parent Female,3.0,"$5,160.96 ",40207.0,4789
278268,11/6/2021 16:51,Rent/Non-Subsidized,Two Adults No Children,2.0,"$15,552 ",40207.0,4790
278871,11/10/2021 17:34,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40207.0,4791
278930,11/10/2021 19:50,Rent/Non-Subsidized,Non-related Adults with Children,5.0,"$27,084 ",40207.0,4792
279098,11/12/2021 16:01,Owns Home,Single Parent Female,2.0,$0 ,40207.0,4793
279546,11/16/2021 14:37,Rent/Non-Subsidized,Single Parent Female,6.0,$0 ,40207.0,4794
283218,12/8/2021 14:47,Rent/Non-Subsidized,Single Parent Female,5.0,"$56,958 ",40207.0,4795
284869,12/21/2021 16:37,Rent/Non-Subsidized,Single Parent Female,4.0,"$20,172 ",40207.0,4796
287548,1/24/2022 14:26,Owns Home,Two Adults No Children,2.0,$0 ,40207.0,4797
288685,1/28/2022 19:50,Rent/Non-Subsidized,Single Parent Female,3.0,"$8,268 ",40207.0,4798
29247,10/17/2018 13:35,Rent/Subsidized,Single Parent Female,3.0,"$15,240 ",40207.0,4799
292890,2/24/2022 20:00,Rent/Non-Subsidized,Single Parent Female,3.0,$0 ,40207.0,4800
297829,3/28/2022 19:12,Rent/Non-Subsidized,Two Adults No Children,2.0,"$37,857.84 ",40207.0,4801
298337,3/31/2022 13:41,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40207.0,4802
30008,10/17/2018 18:47,Rent/Subsidized,Two Parent Household,6.0,"$44,148 ",40207.0,4803
304836,6/27/2022 18:56,Rent/Non-Subsidized,Two Adults No Children,2.0,"$12,626.64 ",40207.0,4804
307325,8/10/2022 18:52,Rent/Subsidized,Single Parent Female,4.0,$0 ,40207.0,4805
316444,12/8/2022 18:28,Rent/Non-Subsidized,Single Parent Female,2.0,"$10,092 ",40207.0,4806
316459,12/8/2022 18:49,Rent/Non-Subsidized,Single Parent Female,2.0,"$29,664 ",40207.0,4807
317282,12/14/2022 14:43,Rent/Non-Subsidized,Single Parent Male,3.0,"$20,160 ",40207.0,4808
318282,12/21/2022,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40207.0,4809
319230,1/11/2023 18:31,Rent/Subsidized,Single Parent Female,2.0,"$10,092 ",40207.0,4810
322563,2/3/2023 17:37,Rent/Non-Subsidized,Two Parent Household,4.0,"$54,000 ",40207.0,4811
323743,2/13/2023 16:00,Rent/Non-Subsidized,Two Parent Household,4.0,"$33,600 ",40207.0,4812
324296,2/16/2023 14:22,Rent/Non-Subsidized,Single Parent Female,5.0,$0 ,40207.0,4813
324622,2/17/2023 20:41,Rent/Non-Subsidized,Single Parent Female,4.0,"$2,623.92 ",40207.0,4814
328829,3/31/2023 18:45,Rent/Non-Subsidized,Single Parent Male,3.0,$0 ,40207.0,4815
329481,4/19/2023,Rent/Non-Subsidized,Single Parent Female,2.0,,40207.0,4816
330933,5/8/2023,Rent/Subsidized,Two Adults No Children,2.0,"$30,657.96 ",40207.0,4817
333027,6/5/2023,Owns Home,Multigenerational Household,5.0,"$52,899.36 ",40207.0,4818
334397,7/6/2023,Rent/Non-Subsidized,Single Parent Female,4.0,"$21,822.96 ",40207.0,4819
33657,10/22/2018 19:13,Rent/Subsidized,Two Parent Household,3.0,"$21,203.04 ",40207.0,4820
339671,9/8/2023,Rent/Non-Subsidized,Other,2.0,"$9,000 ",40207.0,4821
340018,9/12/2023,Rent/Non-Subsidized,Multigenerational Household,7.0,$0 ,40207.0,4822
340637,9/20/2023,Rent/Non-Subsidized,Two Adults No Children,2.0,"$25,512 ",40207.0,4823
37537,10/25/2018 14:08,Owns Home,Two Parent Household,4.0,$0 ,40207.0,4824
37923,10/25/2018 15:45,Rent/Subsidized,Two Adults No Children,2.0,"$16,464 ",40207.0,4825
43454,10/31/2018 15:13,Rent/Non-Subsidized,Single Parent Female,6.0,"$14,004 ",40207.0,4826
46471,11/5/2018 14:18,Rent/Non-Subsidized,Two Parent Household,6.0,$0 ,40207.0,4827
48018,11/6/2018 14:53,Rent/Subsidized,Single Parent Female,4.0,"$4,080 ",40207.0,4828
53058,11/8/2018 18:56,Rent/Non-Subsidized,Single Parent Female,2.0,"$11,208 ",40207.0,4829
55913,11/12/2018 16:10,Rent/Subsidized,Single Parent Female,2.0,"$10,968 ",40207.0,4830
55939,11/12/2018 16:36,Rent/Subsidized,Single Parent Female,3.0,"$15,048 ",40207.0,4831
61504,11/14/2018 20:49,Rent/Non-Subsidized,Two Parent Household,4.0,$0 ,40207.0,4832
67374,11/19/2018 20:29,Rent/Non-Subsidized,Single Parent Female,5.0,"$33,744 ",40207.0,4833
72939,11/26/2018 18:36,Rent/Non-Subsidized,Two Parent Household,4.0,$0 ,40207.0,4834
73482,11/26/2018 21:24,Rent/Non-Subsidized,Two Parent Household,5.0,"$18,000 ",40207.0,4835
74817,11/27/2018 19:49,Rent/Non-Subsidized,Single Parent Female,1.0,$0 ,40207.0,4836
76825,11/29/2018 13:51,Rent/Non-Subsidized,Two Parent Household,3.0,"$9,876 ",40207.0,4837
80317,12/3/2018 13:59,Rent/Subsidized,Single Parent Male,4.0,"$8,208 ",40207.0,4838
81924,12/3/2018 23:24,Rent/Non-Subsidized,Single Parent Female,1.0,$0 ,40207.0,4839
82258,12/4/2018 14:41,Rent/Non-Subsidized,Other,2.0,"$9,000 ",40207.0,4840
83576,12/4/2018 21:55,Owns Home,Two Parent Household,4.0,"$33,927.48 ",40207.0,4841
85642,12/6/2018 15:04,Rent/Subsidized,Single Parent Female,5.0,"$10,968 ",40207.0,4842
96053,12/14/2018 14:47,Rent/Non-Subsidized,Single Parent Female,4.0,$0 ,40207.0,4843
98817,1/2/2019 19:10,Rent/Subsidized,Single Parent Female,1.0,"$9,768 ",40207.0,4844
98925,1/3/2019 18:47,Rent/Subsidized,Single Parent Female,7.0,"$10,476 ",40207.0,4845
S1302266646HH,,Unknown,Lives with spouse,2.0,"$24,000 ",40207.0,4846
S1302807564HH,,Unknown,Lives with spouse,2.0,"$7,152 ",40207.0,4847
S1306787206HH,,Unknown,Unknown,,,40207.0,4848
S1308655858HH,,Unknown,Lives with spouse,2.0,"$18,000 ",40207.0,4849
S1310278600HH,,Unknown,Unknown,,,40207.0,4850
S1310826278HH,,Unknown,Spouse over 65,2.0,"$22,800 ",40207.0,4851
S1311141205HH,,Unknown,Lives with spouse,2.0,"$19,416 ",40207.0,4852
S1314043011HH,,Unknown,Lives with spouse,2.0,"$54,000 ",40207.0,4853
S1316277408HH,,Unknown,Lives with spouse,2.0,"$28,800 ",40207.0,4854
S1320059246HH,,Unknown,Lives with spouse,2.0,"$22,800 ",40207.0,4855
S1321743697HH,,Unknown,Lives with spouse,2.0,"$18,000 ",40207.0,4856
S1327952844HH,,Unknown,Unknown,,,40207.0,4857
S1332326138HH,,Unknown,Lives with spouse,2.0,"$18,000 ",40207.0,4858
S1333364182HH,,Unknown,Spouse over 65,2.0,"$26,340 ",40207.0,4859
S1334115433HH,,Unknown,Lives with children,3.0,"$36,000 ",40207.0,4860
S1343932306HH,,Unknown,Lives with spouse,2.0,"$12,000 ",40207.0,4861
S1344211068HH,,Unknown,With others,2.0,"$30,000 ",40207.0,4862
S1347306609HH,,Unknown,Lives with spouse,2.0,"$15,924 ",40207.0,4863
S1348016464HH,,Unknown,Unknown,1.0,$0 ,40207.0,4864
S1349695032HH,,Unknown,Lives with spouse,2.0,"$30,000 ",40207.0,4865
S1350280392HH,,Unknown,Spouse over 65,2.0,"$30,000 ",40207.0,4866
S1353973710HH,,Unknown,Spouse over 65,2.0,"$48,000 ",40207.0,4867
S1357008674HH,,Unknown,Lives with parent,2.0,"$9,420 ",40207.0,4868
S1367535596HH,,Unknown,Spouse over 65,2.0,"$36,000 ",40207.0,4869
S1369748437HH,,Unknown,Lives with spouse,2.0,"$18,000 ",40207.0,4870
S1373760038HH,,Unknown,Lives with spouse,2.0,"$12,000 ",40207.0,4871
S1374607264HH,,Unknown,Lives with nonrelative,2.0,"$18,000 ",40207.0,4872
S1375048577HH,,Unknown,Spouse over 65,2.0,"$36,000 ",40207.0,4873
S1375557285HH,,Unknown,Lives with spouse,2.0,"$21,600 ",40207.0,4874
S1388493001HH,,Unknown,Lives with spouse,2.0,"$12,000 ",40207.0,4875
S1389570724HH,,Unknown,Spouse over 65,2.0,"$7,672 ",40207.0,4876
S1391421547HH,,Unknown,Unknown,,,40207.0,4877
S1394556623HH,,Unknown,Lives with spouse,2.0,"$18,000 ",40207.0,4878
S1395190792HH,,Unknown,Lives with spouse,2.0,"$36,000 ",40207.0,4879
108888,1/23/2019 21:00,Rent/Non-Subsidized,Single Person,1.0,"$11,436 ",40207.0,4880
110926,1/28/2019 20:05,Rent/Non-Subsidized,Single Person,1.0,"$9,960 ",40207.0,4881
111990,1/30/2019 18:56,Rent/Subsidized,Single Person,2.0,"$10,092 ",40207.0,4882
117213,2/14/2019 15:02,Rent/Non-Subsidized,Single Person,1.0,"$10,092 ",40207.0,4883
118506,2/20/2019 14:23,Rent/Non-Subsidized,Single Person,1.0,"$14,400 ",40207.0,4884
121216,3/1/2019 16:11,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4885
12362,9/27/2018 15:27,Rent/Non-Subsidized,Single Person,2.0,"$43,421.52 ",40207.0,4886
124656,3/19/2019 17:16,Rent/Non-Subsidized,Single Person,1.0,"$2,124.60 ",40207.0,4887
129944,4/12/2019 17:27,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4888
132537,5/2/2019 14:07,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4889
146599,10/3/2019 17:09,Owns Home,Single Person,1.0,"$10,332 ",40207.0,4890
153808,11/4/2019 18:16,Rent/Subsidized,Single Person,2.0,$0 ,40207.0,4891
156953,11/13/2019 13:47,Rent/Non-Subsidized,Single Person,2.0,"$10,092 ",40207.0,4892
160722,11/21/2019 16:24,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4893
176067,1/28/2020 13:43,Rent/Non-Subsidized,Single Person,1.0,"$10,908 ",40207.0,4894
177734,2/3/2020 20:07,Rent/Non-Subsidized,Single Person,1.0,"$8,856 ",40207.0,4895
180343,2/5/2020 19:25,Rent/Subsidized,Single Person,2.0,"$15,084 ",40207.0,4896
181317,2/11/2020 15:05,Rent/Non-Subsidized,Single Person,4.0,$0 ,40207.0,4897
182105,2/13/2020 20:57,Rent/Subsidized,Single Person,1.0,"$2,352 ",40207.0,4898
190819,4/13/2020 20:08,Rent/Non-Subsidized,Single Person,1.0,"$24,000 ",40207.0,4899
191522,4/20/2020 14:37,Rent/Non-Subsidized,Single Person,1.0,"$17,556 ",40207.0,4900
191986,4/23/2020 13:50,Rent/Non-Subsidized,Single Person,2.0,$0 ,40207.0,4901
19290,10/3/2018 17:49,Owns Home,Single Person,1.0,"$17,664 ",40207.0,4902
194733,5/6/2020 15:15,Rent/Non-Subsidized,Single Person,1.0,"$42,396 ",40207.0,4903
195967,5/14/2020 20:00,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4904
197077,5/22/2020 15:07,Rent/Non-Subsidized,Single Person,2.0,"$14,376 ",40207.0,4905
199770,6/9/2020 11:58,Rent/Non-Subsidized,Single Person,4.0,$0 ,40207.0,4906
199778,6/9/2020 12:23,Rent/Non-Subsidized,Single Person,3.0,"$10,968 ",40207.0,4907
202857,6/25/2020 13:18,Rent/Non-Subsidized,Single Person,2.0,"$3,924 ",40207.0,4908
204238,7/2/2020 16:59,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4909
205550,7/14/2020 14:57,Rent/Non-Subsidized,Single Person,1.0,"$14,400 ",40207.0,4910
207120,7/17/2020 12:13,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4911
207627,7/21/2020 14:19,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4912
208471,7/27/2020 12:05,Rent/Non-Subsidized,Single Person,5.0,$600 ,40207.0,4913
210663,8/6/2020 18:26,Rent/Non-Subsidized,Single Person,3.0,$0 ,40207.0,4914
212961,8/19/2020 15:23,Owns Home,Single Person,1.0,"$3,504.48 ",40207.0,4915
213452,8/21/2020 14:11,Rent/Non-Subsidized,Single Person,1.0,"$13,320 ",40207.0,4916
213803,8/24/2020 17:29,Rent/Non-Subsidized,Single Person,3.0,"$30,602.64 ",40207.0,4917
218855,9/21/2020 15:03,Rent/Non-Subsidized,Single Person,4.0,"$49,092.36 ",40207.0,4918
218910,9/21/2020 17:15,Rent/Non-Subsidized,Single Person,1.0,"$18,207.60 ",40207.0,4919
223031,10/14/2020 12:46,Rent/Non-Subsidized,Single Person,1.0,"$16,571.64 ",40207.0,4920
223314,10/15/2020 11:59,Rent/Subsidized,Single Person,1.0,"$10,092 ",40207.0,4921
225693,10/28/2020 13:44,Rent/Non-Subsidized,Single Person,1.0,"$15,624 ",40207.0,4922
225957,10/29/2020 13:35,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4923
226967,11/3/2020 20:12,Rent/Subsidized,Single Person,1.0,$0 ,40207.0,4924
227869,11/9/2020 16:07,Rent/Non-Subsidized,Single Person,1.0,"$29,700 ",40207.0,4925
229349,11/17/2020 16:52,Rent/Non-Subsidized,Single Person,1.0,"$30,720 ",40207.0,4926
23068,10/9/2018 13:27,Rent/Subsidized,Single Person,1.0,$0 ,40207.0,4927
232672,12/4/2020 15:14,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4928
236959,12/17/2020 15:46,Rent/Non-Subsidized,Single Person,6.0,"$23,400 ",40207.0,4929
237664,12/23/2020 15:11,Rent/Non-Subsidized,Single Person,5.0,"$33,885.84 ",40207.0,4930
237982,12/29/2020 20:14,Rent/Non-Subsidized,Single Person,1.0,"$30,000 ",40207.0,4931
238696,1/6/2021 19:49,Rent/Subsidized,Single Person,5.0,"$18,718.92 ",40207.0,4932
24136,10/10/2018 12:36,Owns Home,Single Person,1.0,"$16,479.60 ",40207.0,4933
241885,1/27/2021 16:58,Rent/Non-Subsidized,Single Person,3.0,"$19,860.36 ",40207.0,4934
243324,2/3/2021 19:49,Rent/Non-Subsidized,Single Person,1.0,"$5,769.36 ",40207.0,4935
244873,2/15/2021 15:04,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4936
248217,3/4/2021 19:34,Rent/Non-Subsidized,Single Person,1.0,"$7,130.64 ",40207.0,4937
249706,3/12/2021 15:17,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4938
24988,10/10/2018 18:22,Rent/Non-Subsidized,Single Person,1.0,"$9,996 ",40207.0,4939
251661,3/26/2021 14:19,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4940
252226,3/31/2021 18:19,Rent/Non-Subsidized,Single Person,1.0,"$11,976 ",40207.0,4941
252299,4/1/2021 14:14,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4942
255853,5/17/2021 14:21,Rent/Non-Subsidized,Single Person,1.0,"$7,200 ",40207.0,4943
260920,7/1/2021 15:45,Rent/Non-Subsidized,Single Person,1.0,"$15,072 ",40207.0,4944
261231,7/8/2021 18:35,Rent/Non-Subsidized,Single Person,1.0,"$26,340 ",40207.0,4945
261611,7/14/2021 16:08,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4946
263273,7/29/2021 14:04,Rent/Non-Subsidized,Single Person,0.0,$0 ,40207.0,4947
263760,8/2/2021 19:13,Rent/Non-Subsidized,Single Person,3.0,$0 ,40207.0,4948
264332,8/5/2021 16:09,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4949
264562,8/6/2021 16:23,Rent/Non-Subsidized,Single Person,4.0,$0 ,40207.0,4950
264581,8/6/2021 17:42,Owns Home,Single Person,1.0,"$2,652 ",40207.0,4951
265816,8/16/2021 15:50,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4952
266283,8/18/2021 17:58,Rent/Non-Subsidized,Single Person,1.0,"$17,820 ",40207.0,4953
267059,8/24/2021 12:43,Rent/Non-Subsidized,Single Person,2.0,$0 ,40207.0,4954
268151,8/31/2021 13:44,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4955
268171,8/31/2021 14:10,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4956
268587,9/2/2021 13:41,Rent/Non-Subsidized,Single Person,1.0,"$13,822.92 ",40207.0,4957
268846,9/3/2021 14:47,Rent/Non-Subsidized,Single Person,1.0,"$9,648 ",40207.0,4958
269796,9/10/2021 20:10,Rent/Non-Subsidized,Single Person,1.0,"$30,300 ",40207.0,4959
269872,9/13/2021 14:40,Rent/Non-Subsidized,Single Person,4.0,$0 ,40207.0,4960
269923,9/13/2021 16:01,Rent/Non-Subsidized,Single Person,3.0,"$36,600 ",40207.0,4961
270555,9/16/2021 15:32,Rent/Non-Subsidized,Single Person,1.0,"$13,920 ",40207.0,4962
270815,9/17/2021 17:32,Rent/Non-Subsidized,Single Person,1.0,"$30,000 ",40207.0,4963
271486,9/22/2021 20:08,Rent/Non-Subsidized,Single Person,2.0,"$25,383.60 ",40207.0,4964
272022,9/27/2021 15:04,Rent/Non-Subsidized,Single Person,1.0,"$14,400 ",40207.0,4965
272604,9/29/2021 19:19,Rent/Non-Subsidized,Single Person,4.0,"$4,128 ",40207.0,4966
272605,9/29/2021 19:19,Rent/Non-Subsidized,Single Person,4.0,$0 ,40207.0,4967
273090,10/4/2021 14:02,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4968
273837,10/8/2021 12:52,Rent/Non-Subsidized,Single Person,2.0,"$5,635.32 ",40207.0,4969
275657,10/20/2021 19:38,Rent/Non-Subsidized,Single Person,1.0,"$19,500 ",40207.0,4970
276342,10/26/2021 14:01,Rent/Non-Subsidized,Single Person,3.0,"$45,900 ",40207.0,4971
27658,10/15/2018 17:27,Rent/Non-Subsidized,Single Person,1.0,"$10,968 ",40207.0,4972
276702,10/27/2021 19:57,Owns Home,Single Person,1.0,$0 ,40207.0,4973
276900,10/28/2021 18:27,Rent/Non-Subsidized,Single Person,1.0,$0 ,40207.0,4974
