Agency Number,Agency Name,Account - Major Class,Account Description - Major Class,Account - Sub-Class,Account Description - Sub-Class,Account,Account Description,Fiscal Year,Accounting Period,Amount
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2011,2,$-557873.24
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2011,3,$-4539519.64
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2011,4,$-1325521.71
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2011,5,$-694428.63
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2011,6,$-814434.66
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2011,7,$-3752431.74
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2011,10,$-858957.17
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2011,12,$-1086506.85
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,461100,TUITION & INSTRUCTION FEES    ,461125,REMEDIAL COURSE FEE,2011,1,$-4419.00
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,463600,OTHER FEE                     ,463638,"INSTRUCTION FAC,EQUIP&MATL USE",2011,1,$-55979.97
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,463600,OTHER FEE                     ,463641,APPLICATION FOR ADMISSION FEE,2011,1,$-6340.00
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,463600,OTHER FEE                     ,463663,SPECIAL TESTING FEE,2011,1,$-1525.00
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,463600,OTHER FEE                     ,463667,SPECL ENROLLMT FEE-PROCESSING,2011,1,$-6111.65
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,463600,OTHER FEE                     ,463681,GRADUATION FEES,2011,1,$-420.00
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,463600,OTHER FEE                     ,463683,STUDENT ASSESSMENT FEE,2011,1,$-41769.00
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,463600,OTHER FEE                     ,463684,STUDENT TECHNOLOGY SERVICE FEE,2011,1,$-191466.13
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,463600,OTHER FEE                     ,463699,OTHER STUDENT FEES,2011,1,$-40569.52
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,473100,SALES OF SERVICES             ,473101,CLERICAL SERVICES V.A.,2011,1,$-938.00
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,473100,SALES OF SERVICES             ,473111,PARKING REVENUE,2011,1,$-410.00
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,473100,SALES OF SERVICES             ,473199,SALE OF SERVICE,2011,1,$-174.40
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2011,1,$-955439.88
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2011,2,$-133565.65
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2011,3,$-1774478.71
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2011,4,$-423743.13
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2011,5,$-763215.69
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2011,7,$-1207168.46
10000,CAMERON UNIVERSITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488184,INTRA XFER FRM SPECIAL ACCOUNT,2011,12,$-283335.10
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,1,$-9152.06
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,2,$-10329.01
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,3,$-9495.70
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,4,$-9312.32
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,5,$-10444.25
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,6,$-11052.14
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,7,$-11507.69
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,8,$-11717.25
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,10,$-13130.98
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,12,$-13843.93
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,445100,OTHER INCOME SOURCES          ,445101,SEC 13 & NEW COLLEGE FDS-CLO,2011,1,$-68392.00
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,445100,OTHER INCOME SOURCES          ,445101,SEC 13 & NEW COLLEGE FDS-CLO,2011,2,$-89366.00
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,445100,OTHER INCOME SOURCES          ,445101,SEC 13 & NEW COLLEGE FDS-CLO,2011,3,$-64223.00
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,445100,OTHER INCOME SOURCES          ,445101,SEC 13 & NEW COLLEGE FDS-CLO,2011,4,$-75352.00
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,445100,OTHER INCOME SOURCES          ,445101,SEC 13 & NEW COLLEGE FDS-CLO,2011,5,$-85557.00
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,445100,OTHER INCOME SOURCES          ,445101,SEC 13 & NEW COLLEGE FDS-CLO,2011,6,$-54885.00
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,445100,OTHER INCOME SOURCES          ,445101,SEC 13 & NEW COLLEGE FDS-CLO,2011,7,$-158361.00
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,445100,OTHER INCOME SOURCES          ,445101,SEC 13 & NEW COLLEGE FDS-CLO,2011,10,$-63452.00
10000,CAMERON UNIVERSITY,400700,Taxes and Interest Income,445100,OTHER INCOME SOURCES          ,445101,SEC 13 & NEW COLLEGE FDS-CLO,2011,12,$-49183.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,3,$200.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,4,$1501353.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,3,$-1501553.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,10,$-138889.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,12,$-578489.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,421300,DEPARTMENT OF SECURITIES      ,421381,SECURITIES AGENTS FEES,2011,3,$-1626.03
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451101,INS.&OTH.REIMB.FOR DAMGD.PROP.,2011,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451101,INS.&OTH.REIMB.FOR DAMGD.PROP.,2011,10,$-138889.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451101,INS.&OTH.REIMB.FOR DAMGD.PROP.,2011,12,$-578489.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,451100,INSUR.&OTHER REIMB.FOR DAMAGES,451102,RECEIPTS FROM RE-INSURANCE,2011,3,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,452000,REIMB FOR GENERAL EXPENSES    ,452077,"REIM.-PROP,FURN,EQUIP,REL.DEBT",2011,1,$-300000.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,452000,REIMB FOR GENERAL EXPENSES    ,452077,"REIM.-PROP,FURN,EQUIP,REL.DEBT",2011,2,$-475000.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,452000,REIMB FOR GENERAL EXPENSES    ,452077,"REIM.-PROP,FURN,EQUIP,REL.DEBT",2011,4,$-422500.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,452000,REIMB FOR GENERAL EXPENSES    ,452077,"REIM.-PROP,FURN,EQUIP,REL.DEBT",2011,6,$-600000.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,454100,RECEIPTS FROM LOCAL GOVERNMENT,454102,REIMBURSEMENT OF FUNDS SPENT,2011,5,$-2266898.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,454100,RECEIPTS FROM LOCAL GOVERNMENT,454102,REIMBURSEMENT OF FUNDS SPENT,2011,6,$1501353.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,456000,INTER AGENCY GRANTS,456001,INTER AGENCY GRANTS - NON-FED.,2011,4,$-1501353.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488172,OTHER INTER XFER FRM OPTG FD.,2011,1,$-18615.72
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488172,OTHER INTER XFER FRM OPTG FD.,2011,2,$-52848.29
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488172,OTHER INTER XFER FRM OPTG FD.,2011,3,$-35120.64
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488172,OTHER INTER XFER FRM OPTG FD.,2011,4,$-68569.30
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488172,OTHER INTER XFER FRM OPTG FD.,2011,5,$-34820.58
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488172,OTHER INTER XFER FRM OPTG FD.,2011,6,$-21508.94
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488172,OTHER INTER XFER FRM OPTG FD.,2011,7,$-48316.41
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488172,OTHER INTER XFER FRM OPTG FD.,2011,8,$-4007.38
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488172,OTHER INTER XFER FRM OPTG FD.,2011,10,$-71635.16
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488172,OTHER INTER XFER FRM OPTG FD.,2011,12,$-10421.52
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488174,OTHER INTER XFER FRM CONST.FD.,2011,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488174,OTHER INTER XFER FRM CONST.FD.,2011,4,$-422500.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2011,1,$-85016.14
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2011,2,$-85016.14
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2011,3,$-82301.91
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2011,4,$-85016.14
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2011,6,$-85016.14
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2011,7,$-85016.14
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2011,8,$-85016.14
10500,CAPITOL IMPROVEMENT AUTHORITY,400600,Lic/Permits/Tuition/Fees/Oth,488100,INTER/INTRA AGY XFERS OF FDS  ,488181,INTRA XFER FRM OPTG FUND,2011,10,$-170032.28
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441101,INTEREST ON BANK DEPOSITS,2011,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441101,INTEREST ON BANK DEPOSITS,2011,4,$-100866.04
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,1,$-555289.07
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,2,$-529064.16
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,3,$-483764.74
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,4,$-595000.69
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,5,$-812900.94
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,6,$-787468.69
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,7,$-761307.55
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,8,$-744907.22
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,10,$-614172.32
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,12,$-547160.89
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441199,OTHER INVESTMENT INCOME,2011,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,442100,INCOME FROM BONDS             ,442101,PREMIUMS ON SALE OF BOND,2011,2,$-131415159.70
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,442100,INCOME FROM BONDS             ,442101,PREMIUMS ON SALE OF BOND,2011,3,$-215203339.20
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,443100,INCOME FROM RENT              ,443173,INTER AGENCY - RENT FROM BUILD,2011,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,443100,INCOME FROM RENT              ,443173,INTER AGENCY - RENT FROM BUILD,2011,2,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,444100,INCOME FROM ROYALTIES         ,444199,"OTHER ROY.(PUBL.,PATENTS,ETC.)",2011,4,$-2714583.33
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,445100,OTHER INCOME SOURCES          ,445101,SEC 13 & NEW COLLEGE FDS-CLO,2011,4,$-32270.48
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,445100,OTHER INCOME SOURCES          ,445199,OTHER INCOME FROM MONEY& PROP.,2011,2,$-0.02
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,445100,OTHER INCOME SOURCES          ,445199,OTHER INCOME FROM MONEY& PROP.,2011,3,$3000.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,445100,OTHER INCOME SOURCES          ,445199,OTHER INCOME FROM MONEY& PROP.,2011,4,$-1507893.13
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446100,PRINCIPAL INCOME FROM LEASES,446100,PRINCIPAL INCOME FROM LEASES,2011,1,$-2517889.98
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446100,PRINCIPAL INCOME FROM LEASES,446100,PRINCIPAL INCOME FROM LEASES,2011,2,$-8716187.10
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446100,PRINCIPAL INCOME FROM LEASES,446100,PRINCIPAL INCOME FROM LEASES,2011,3,$-5037838.10
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446100,PRINCIPAL INCOME FROM LEASES,446100,PRINCIPAL INCOME FROM LEASES,2011,4,$-9189431.44
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446100,PRINCIPAL INCOME FROM LEASES,446100,PRINCIPAL INCOME FROM LEASES,2011,5,$-4674441.15
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446100,PRINCIPAL INCOME FROM LEASES,446100,PRINCIPAL INCOME FROM LEASES,2011,6,$-1699042.44
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446100,PRINCIPAL INCOME FROM LEASES,446100,PRINCIPAL INCOME FROM LEASES,2011,7,$-8168439.96
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446100,PRINCIPAL INCOME FROM LEASES,446100,PRINCIPAL INCOME FROM LEASES,2011,8,$-655456.38
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446100,PRINCIPAL INCOME FROM LEASES,446100,PRINCIPAL INCOME FROM LEASES,2011,10,$-10339023.00
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446100,PRINCIPAL INCOME FROM LEASES,446100,PRINCIPAL INCOME FROM LEASES,2011,12,$-1701144.30
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446200,INTEREST INCOME FROM LEASES,446200,INTEREST INCOME FROM LEASES,2011,1,$-2671840.85
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446200,INTEREST INCOME FROM LEASES,446200,INTEREST INCOME FROM LEASES,2011,2,$-5213242.48
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446200,INTEREST INCOME FROM LEASES,446200,INTEREST INCOME FROM LEASES,2011,3,$-4406030.81
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446200,INTEREST INCOME FROM LEASES,446200,INTEREST INCOME FROM LEASES,2011,4,$-6973970.58
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446200,INTEREST INCOME FROM LEASES,446200,INTEREST INCOME FROM LEASES,2011,5,$-3571163.57
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446200,INTEREST INCOME FROM LEASES,446200,INTEREST INCOME FROM LEASES,2011,6,$-2352477.89
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446200,INTEREST INCOME FROM LEASES,446200,INTEREST INCOME FROM LEASES,2011,7,$-5249955.38
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446200,INTEREST INCOME FROM LEASES,446200,INTEREST INCOME FROM LEASES,2011,8,$-403234.46
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446200,INTEREST INCOME FROM LEASES,446200,INTEREST INCOME FROM LEASES,2011,10,$-7555266.80
10500,CAPITOL IMPROVEMENT AUTHORITY,400700,Taxes and Interest Income,446200,INTEREST INCOME FROM LEASES,446200,INTEREST INCOME FROM LEASES,2011,12,$-1266013.72
10800,CARL ALBERT STATE COLLEGE,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,2,$98570.00
10800,CARL ALBERT STATE COLLEGE,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,7,$10000.00
10800,CARL ALBERT STATE COLLEGE,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,1,$-1224178.00
10800,CARL ALBERT STATE COLLEGE,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,2,$-1243687.66
10800,CARL ALBERT STATE COLLEGE,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,3,$-743167.71
10800,CARL ALBERT STATE COLLEGE,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,4,$-934516.00
10800,CARL ALBERT STATE COLLEGE,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,5,$-798578.00
10800,CARL ALBERT STATE COLLEGE,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,6,$-473045.79
10800,CARL ALBERT STATE COLLEGE,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,7,$-540197.84
10800,CARL ALBERT STATE COLLEGE,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,10,$-422955.00
10800,CARL ALBERT STATE COLLEGE,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,12,$-594435.78
10800,CARL ALBERT STATE COLLEGE,400500,Federal Grants,455100,FEDERAL GRANTS-IN-AID         ,455101,FEDERAL GRANTS-IN-AID,2011,1,$-146868.00
10800,CARL ALBERT STATE COLLEGE,400500,Federal Grants,455100,FEDERAL GRANTS-IN-AID         ,455101,FEDERAL GRANTS-IN-AID,2011,2,$-331522.74
10800,CARL ALBERT STATE COLLEGE,400500,Federal Grants,455100,FEDERAL GRANTS-IN-AID         ,455101,FEDERAL GRANTS-IN-AID,2011,3,$-1967816.54
10800,CARL ALBERT STATE COLLEGE,400500,Federal Grants,455100,FEDERAL GRANTS-IN-AID         ,455101,FEDERAL GRANTS-IN-AID,2011,4,$-1167374.93
10800,CARL ALBERT STATE COLLEGE,400500,Federal Grants,455100,FEDERAL GRANTS-IN-AID         ,455101,FEDERAL GRANTS-IN-AID,2011,5,$-1407422.38
10800,CARL ALBERT STATE COLLEGE,400500,Federal Grants,455100,FEDERAL GRANTS-IN-AID         ,455101,FEDERAL GRANTS-IN-AID,2011,6,$-386914.45
10800,CARL ALBERT STATE COLLEGE,400500,Federal Grants,455100,FEDERAL GRANTS-IN-AID         ,455101,FEDERAL GRANTS-IN-AID,2011,7,$-321283.36
10800,CARL ALBERT STATE COLLEGE,400500,Federal Grants,455100,FEDERAL GRANTS-IN-AID         ,455101,FEDERAL GRANTS-IN-AID,2011,8,$-51679.13
10800,CARL ALBERT STATE COLLEGE,400500,Federal Grants,455100,FEDERAL GRANTS-IN-AID         ,455101,FEDERAL GRANTS-IN-AID,2011,10,$-214848.78
10800,CARL ALBERT STATE COLLEGE,400500,Federal Grants,455100,FEDERAL GRANTS-IN-AID         ,455101,FEDERAL GRANTS-IN-AID,2011,12,$-850813.05
