OBJECTID,PARKNAME,ORDINANCENUMBER,TYPEOFEASEMENT,RECORDINGNUMBER,SUB_PARCEL,ACQ_DATE,PIN,SE_ANNO_CAD_DATA,GLOBALID,GIS_CRT,GIS_CRT_DT,GIS_EDT,GIS_EDT_DT,SDQL,SHAPE_Length,SHAPE_Area
961,Kingfisher Natural Area on Thornton Creek,,KC Sewer,7512230627.0,,1975/12/23 07:59:59+00,,,{129C7776-37C5-4E84-A2CF-9EAD0E8E0347},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,230.117010218316,1703.97093082953
962,Kingfisher Natural Area on Thornton Creek,,KC Sewer,7512230627.0,,1975/12/23 07:59:59+00,,,{55709B8E-D214-4F5F-A3C0-3EAE1B96B303},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,414.3295459162,3373.08439715268
963,Meadowbrook Playfield,,KC Sewer,7512230627.0,,1975/12/23 07:59:59+00,,,{E396AB0E-F88B-42B0-81CD-3AE9676C6CE6},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,2567.47534817994,25087.9722229844
964,Thornton Creek: Victory Creek,,KC Sewer,7512230627.0,,1975/12/23 07:59:59+00,,,{9999FD00-889A-44F3-9633-BC3EC0675DFB},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,149.902983743537,742.246832264542
965,Beaver Pond Natural Area on Thorton Creek,,KC Sewer,7512230627.0,,1975/12/23 07:59:59+00,,,{EC6BFB54-CCC1-470A-B9E1-39651A943B81},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,114.566277764082,784.900012894267
966,Thornton Creek: Victory Creek,,KC Sewer,7512230627.0,,1975/12/23 07:59:59+00,,,{A3E2D811-03BA-4771-BBC1-741A15C32FB2},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,174.307867271286,1174.77386675213
967,Homewood Park,,KC Sewer,7512230627.0,,1975/12/23 07:59:59+00,,,{1824DD75-6D05-48C0-BEFB-F157948B79D9},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,180.271323839901,1326.9100069324
968,Homewood Park,,KC Sewer,7512230627.0,,1975/12/23 07:59:59+00,,,{EB20A315-C9A4-4BDF-A39C-44640C7734C0},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,366.093020082016,2852.46020374732
969,Homewood Park,,KC Sewer,7512230627.0,,1975/12/23 07:59:59+00,,,{D2399B0A-7CD0-466A-BADC-079B18F04A8E},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,207.523250924771,1310.69579078111
1281,Lowman Beach Park,123423.0,KC Sewer,,,2010/10/13 06:59:59+00,,,{9E3D12B7-AA48-40ED-BF18-C3890E059B2A},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,1220.06038514796,10717.7926427533
1601,Westlake Park,124014.0,Egress,20120921001121.0,22687.0,2012/11/08 08:00:00+00,1975700175.0,,{39B4FB1A-BAC4-4D0D-8B34-86600CD631CF},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,214.61918760901,1193.69273222979
1921,Smith Cove Park,,Pipeline Access,20131114001274.0,22884.0,2013/11/14 08:00:00+00,7666201151.0,,{A5F93EEA-C38D-470F-BABC-BA148C4A8280},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,744.242529229956,4529.33024645153
1922,Smith Cove Park,,Surface & Aerial,20131114001275.0,22883.0,2013/11/14 08:00:00+00,7666201151.0,,{2C428BD2-AA0C-4AD6-9791-57A5FB395EFD},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,701.244799827639,16690.7889673673
1923,Smith Cove Park,,Surface & Aerial ,20131114001275.0,22883.0,2013/11/14 08:00:00+00,7666201151.0,,{DDB5C2DF-CD33-4ED3-B9AF-084D05EAB34B},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,241.703701246207,2990.56754109847
1924,Warren G. Magnuson Park,,Water Intake Supply Line,,22891.0,1977/05/27 07:00:00+00,,,{C89A1995-F96F-498B-BEC0-E01688904CA9},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,2507.55354281892,32092.7943291103
2241,Warren G. Magnuson Park,110480.0,Access,8212060759.0,,1982/06/11 07:00:00+00,,,{03116877-10E6-4586-9A97-3E36DB88667B},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,4990.81217135387,81662.6623750738
2242,Warren G. Magnuson Park,110480.0,Utilities,8212060760.0,,0982/06/10 17:00:00+00,,,{FF536686-4542-4634-A057-C0F5A829EA04},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,2447.62365409129,12296.5064187144
2565,Lake Union Park,124500.0,Utility,20131031000244.0,22922.0,2013/10/31 06:59:59+00,,,{D72091C1-F4BE-45E1-9F5F-36679C0F3A3B},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,1232.95590456337,1802.95548048274
2566,Lake Union Park,124500.0,Utility,20131031000244.0,22922.0,2013/10/31 06:59:59+00,,,{2149B632-A0D0-4D7E-9EC6-73F7DC7893DA},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,1244.5282664202,1920.16451110963
2569,Kubota Gardens Natural Area,,Sewer,8003110506.0,,,7131300345.0,,{C8108392-2CDD-4157-A01D-2ED3CF665E02},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,641.029675613159,2873.62447846759
2570,Kubota Gardens Natural Area,,Drainage,9701171006.0,,,7131300345.0,,{5853E121-7DEF-40B4-87A3-1207677FCFC7},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,370.696110382759,1294.10438234981
2571,Kubota Gardens Natural Area,,Drainage,9701171006.0,,,7131300345.0,,{4165B051-5AD0-444B-91D5-F517940666FB},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,176.259160015275,766.391625271182
2572,Kubota Gardens Natural Area,,Utility,5108995.0,,,7131300345.0,,{6B1E1FB1-5C4F-4DC3-A798-397E66C46DBC},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,1336.75858414655,19307.8018254208
2881,Seward Park,124491.0,PTOJ,,33350.0,2014/06/09 06:59:59+00,2324049007.0,,{0D2C7A44-0C70-46C8-90C3-146FDF21EFC3},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,1858.00675049186,45935.2575875216
2882,Garfield Playfield Auxiliary Parking,124549.0,PTOJ,,23049.0,2014/09/05 06:59:59+00,7544800095.0,,{011CACEF-21D5-45D1-A1DD-F85896710CD5},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,53.5547423544737,112.334599902844
2883,Discovery Park,124581.0,Access,20150206000316.0,,2015/02/06 08:00:00+00,1525039012.0,,{ADC3F915-F2DD-4B80-A881-80F96FC7F0F5},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,264.616631517893,3130.63944420891
3202,Rainier Beach Community Center,,Access,20151229001147.0,23301.0,2015/12/29 08:00:00+00,2123700240.0,,{D705C7D7-76AC-4693-9469-74DECC9280E9},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,1094.34519685635,6639.18103974671
3203,Rainier Beach Community Center,,Access,2015122900147.0,23302.0,2015/12/29 08:00:00+00,2123700240.0,,{040CA563-A574-459C-A03F-E913F15035B5},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,1019.44359730133,6193.99668832741
3205,Rainier Beach Community Center,,Fire and Pedestrian,20151229001147.0,23303.0,2015/12/29 08:00:00+00,2123700240.0,,{A6FF5975-B686-448C-A327-82F2C05F0CD1},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,220.957985090122,1751.29092818298
3537,Discovery Park,125766.0,PTJO,,,2019/01/28 08:00:00+00,1525039012.0,,{7FB50E01-806C-4BB6-9BCA-98BCCBE5C827},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,5074.65927753903,55327.8221627758
3538,Discovery Park,,Utility,,,,,,{4B8460D2-19D2-41D0-BA96-242063898917},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,9035.80460532434,79456.8570327305
3539,West Ewing Mini Park,125798.0,Utilities,,15839.0,2019/03/29 06:59:59+00,1972204165.0,,{DE23D4CC-6C8B-47ED-954D-AFEF075DDDFE},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,66.1476159630494,267.059187108069
3841,Discovery Park,1258770.0,Utility,20191113000709.0,,2019/11/13 08:00:00+00,1625039001.0,,{37FAB380-EA2A-4EDB-B557-CB167BBB03F6},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,1019.90729846356,10429.0727499017
3842,Genesee Park and Playfield,125329.0,Storm Drainage,,16416.0,2017/11/13 08:00:00+00,4154300585.0,,{06AF36B8-8F5C-4346-8E51-AF572F14CFCC},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,262.27289144618,1302.0395670812
3851,Discovery Park,,Underground Water Storage Tank Site,6165044.0,,,,,{2B6EFEF0-D4FF-47EB-8A82-B8E588BFAC97},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,404.230594760813,7984.56263585556
4161,Magnuson Park,125281.0,Fire Emergency Vehicle Access,20170915000226.0,23779.0,2017/09/15 06:59:59+00,225049062.0,,{C3AA9868-294D-4B45-9879-3277BD1A7296},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,259.068261929642,2404.21326870722
4178,Magnuson Park,125281.0,Fire Emergency Vehicle Access,20170915000226.0,23780.0,2017/09/15 06:59:59+00,1179000000.0,,{A5926768-2385-43A4-A286-6A973173C992},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,190.439811141989,1220.2351484961
4179,,,,,,,,,{C9B7C4B4-97EF-4276-9AB9-38E08F47AF13},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,0.0,0.0
4180,Magnuson Park,125281.0,Fire Emergency Vehicle Access,20170915000226.0,23779.0,2017/09/15 06:59:59+00,225049062.0,,{D963494A-D7D4-422F-A021-9C0A33DC4C88},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL-D3,77.7877184483133,259.804888087858
4483,Beacon Hill Knopf Turner House Easement,126668.0,"Open Space, Recreation Use, Public Access",20221031001218.0,24402.0,2022/10/31 06:59:59+00,9122000345.0,,{101BDB45-A459-4F8F-9BE3-8923BC47D2C6},SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,SeattleParks_SeattleCityGIS,2023/08/08 18:43:50+00,QL_D,736.231615996221,10655.7121005988
