OBJECTID,ID,SURFACE_MATERIAL,MAINTENANCE_RESPONSIBILITY,WIDTH,COMMENTS,GLOBALID,PLAN_NUM,MAPNUM,DEEDBOOK,DEEDPAGE,TRAIL_NAME,ADDITION_TRAIL_NAME,TRAILOWNER,TRAILNAME,SOURCEDATE,SOURCETYPE,ADA,SIGNAGE,RESTRICTION,PARK_REGISTRY_ID,TRIRIGA_ID,SENSITIVE_RESOURCE,DIFFICULTY,STEPS,PARK_NAME,SUPERVISOR_DISTRICT,PLANNING_DISTRICT,MAINTENANCE_AREA,CreationDate,Creator,EditDate,Editor,Shape__Length
3814,800713,Asphalt,Fairfax County Park Authority,6.0,CCT,9ef681a3-2f7e-4512-b3f2-b1205643bde6,,0193,,,Cross County Trail,,,,2007/03/06 00:00:00+00,GPS,,,,66.0,PA66-TRL-A,, ,F,Difficult Run Stream Valley,Hunter Mill,McLean,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,2554.59641929323
3815,801036,Stonedust,Fairfax County Park Authority,6.0,,19ea6a8f-5838-4322-b455-ad696f487c52,,0251,,,,,,,2007/03/15 00:00:00+00,GPS,,,,109.0,PA109-TRL-SD,, ,F,Frying Pan Farm,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,80.3979096858199
3816,802506,Asphalt,Fairfax County Park Authority,8.0,,a073eb38-56da-42b1-aedb-c54e3b78cc28,,0781,,,,,,,2007/03/28 00:00:00+00,GPS,,,,279.0,PA279-TRL-A,, ,F,Royal Lake,Braddock,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,142.395695145693
3817,804950,Stonedust,Fairfax County Park Authority,6.0,,e93c844e-9b5a-4cc5-bff0-d51be5337ec6,,0481,,,,,,,2007/04/19 00:00:00+00,GPS,,,,232.0,PA232-TRL-SD,, ,F,Nottoway,Providence,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,70.0201857470298
3818,803220,Stonedust,Fairfax County Park Authority,6.0,,9167dab1-ca6c-4236-aec8-b00f43539160,,0923,,,,,,,2007/04/06 00:00:00+00,GPS,,,,148.0,PA148-TRL-SD,, ,F,Huntley Meadows,Franconia,Rose Hill,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,500.528110107603
3819,801343,Asphalt,Fairfax County Park Authority,6.0,,a802e009-63f2-48f1-a1a3-a88658416b1d,,0562,,,,,,,2007/03/22 00:00:00+00,GPS,,,,394.0,PA394-TRL-A,, ,F,Carney,Braddock,Fairfax,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,245.890469258898
3820,804514,Gravel,Fairfax County Park Authority,4.0,,7905780f-e44e-4f86-a3b6-235f3a4a2d2a,,0402,,,,,,,2007/04/20 00:00:00+00,GPS,,,,365.0,PA365-TRL-G,, ,F,Kent Gardens Greenway Stream Valley,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,69.3081823976044
3821,804050,Asphalt,Fairfax County Park Authority,6.0,,ae15bbab-98fa-40b4-b041-02af0f8ac32d,,0701,,,,,,,2007/04/17 00:00:00+00,GPS,,,,329.0,PA329-TRL-A,, ,F,The Wakefield Chapel,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,37.7558603896096
3822,805405,Asphalt,Fairfax County Park Authority,8.0,,5a7dabf8-53a7-44bd-8689-103bf774cfe9,009237-SAB -002-2 ,0671,,,,,,,2011/06/06 00:00:00+00,GPS,,,,393.0,PA393-TRL-A,,EASY,F,Patriot,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,606.005239116097
3823,802206,Asphalt,Fairfax County Park Authority,8.0,,a6b2103c-8228-4816-bf39-fb65bbf83875,,0894,,,,,,,2007/04/02 00:00:00+00,GPS,,,,259.0,PA259-TRL-A,, ,F,Pohick Stream Valley,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,375.892853224415
3824,801828,Natural,Fairfax County Park Authority,8.0,,6006abf9-6c1c-487d-8d7a-99f84f7a8850,,0342,,,,,,,2007/03/19 00:00:00+00,GPS,,,,305.0,PA305-TRL-N,, ,F,Sully Historic Site,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,705.298372624119
3826,802090,Asphalt,Fairfax County Park Authority,6.0,,4fe53b86-33c5-45f7-96d1-310a3c2b7234,,0463,,,,,,,2007/03/22 00:00:00+00,GPS,,,,79.0,PA79-TRL-A,, ,F,Fair Ridge,Springfield,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,95.6700460663699
3827,802217,Asphalt,Fairfax County Park Authority,8.0,CCT,c1561b6d-e891-4d4f-8894-e892c2d16d8d,,0894,,,Cross County Trail,,,,2007/04/02 00:00:00+00,GPS,,,,259.0,PA259-TRL-A,, ,F,Pohick Stream Valley,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,1312.67346422665
3828,803218,Stonedust,Fairfax County Park Authority,6.0,,fd72b07c-21cc-4f72-a432-36eb3c6aafbb,,0923,,,,,,,2007/04/06 00:00:00+00,GPS,,,,148.0,PA148-TRL-SD,, ,F,Huntley Meadows,Franconia,Rose Hill,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,86.2002346490962
3829,802295,Asphalt,Fairfax County Park Authority,6.0,,a639de0b-9c82-4e32-aea0-875f5d522509,,0891,,,,,,,2007/03/29 00:00:00+00,GPS,,,,259.0,PA259-TRL-A,, ,F,Pohick Stream Valley,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,292.693039265844
3830,804537,Asphalt,Fairfax County Park Authority,6.0,,18bce0a0-85de-4d89-b7f7-8dae13d6b683,,0302,,,,,,,2007/04/20 00:00:00+00,GPS,,,,209.0,PA209-TRL-A,, ,F,McLean Central,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,71.9067797353471
3832,804643,Concrete,Fairfax County Park Authority,6.0,,21f744e9-a3fc-47a3-ad72-90a0f1817f98,,0302,,,,,,,2007/04/20 00:00:00+00,GPS,,,,209.0,PA209-TRL-C,, ,F,McLean Central,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,143.203756509709
3833,805403,Asphalt,Fairfax County Park Authority,8.0,,b5b699dc-061a-487b-aee7-0e2afa4792be,009237-SAB -002-2 ,0671,,,,,,,2001/06/06 00:00:00+00,GPS,,,,393.0,PA393-TRL-A,,,F,Patriot,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,494.565299369699
3834,804099,Natural,Fairfax County Park Authority,6.0,,0251d41d-66ba-483c-999f-141305cdf93c,,0702,,,,,,,2007/04/18 00:00:00+00,GPS,,,,328.0,PA328-TRL-N,, ,F,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,41.1758857294676
3835,803089,Natural,Fairfax County Park Authority,8.0,,d880249a-146c-4d0c-b653-117e5a89dc8f,,0921,,,,,,,2011/06/24 00:00:00+00,GPS,,,,68.0,PA68-TRL-N,,,F,Dogue Creek Stream Valley,Franconia,Rose Hill,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,2086.37110775111
3836,805519,Concrete,Fairfax County Park Authority,5.0,,d37e239a-798d-41f7-bd61-9a0edb2e8130,,0154,,,,,,,2012/08/16 00:00:00+00,AERIAL PHOTO,,,,421.0,PA421-TRL-C,,EASY,F,Dulles Corner,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,124.630380895705
3837,800542,Asphalt,Fairfax County Park Authority,6.0,,51bea0e5-571e-4e95-ab4e-b722e3d88d28,,0443,,,,,,,2007/03/20 00:00:00+00,GPS,,,,89.0,PA89-TRL-A,, ,F,Flatlick Run Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,277.374900831121
3838,801687,Bridge,Fairfax County Park Authority,6.0,,96aa712c-bdc4-43e0-9672-bd5a68e43ce0,,0542,,,,,,,2007/03/28 00:00:00+00,GPS,,,,77.0,PA77-TRL-BG,, ,F,Ellanor C. Lawrence,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,19.0625223414207
3839,800912,Gravel,Fairfax County Park Authority,6.0,,2f085fd9-009a-4356-9c2b-e4ac3255235d,,0181,,,Lakeside Trail,,,,2007/03/02 00:00:00+00,GPS,,,,169.0,PA169-TRL-G,, ,F,Lake Fairfax,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,760.382668128003
3840,804945,Asphalt,Fairfax County Park Authority,6.0,,2846d912-3f38-4947-9e87-a037848bb6c7,,0481,,,,,,,2007/04/19 00:00:00+00,GPS,,,,232.0,PA232-TRL-A,, ,F,Nottoway,Providence,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,398.977505327216
3841,803692,Brick,Fairfax County Park Authority,6.0,,79d94bb0-4c0e-4920-8f22-02b333307d67,,0721,,,,,,,2011/06/21 00:00:00+00,GPS,,,,120.0,PA120-TRL-B,,,F,Green Spring Gardens,Mason,Lincolnia,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,64.820817099894
3842,801692,Asphalt,Fairfax County Park Authority,4.0,,7263ecfd-9b1e-40c4-954d-999337bb0481,,0454,,,,,,,2007/03/27 00:00:00+00,GPS,,,,273.0,PA273-TRL-A,, ,F,Rocky Run Stream Valley,Springfield,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,30.1104544604138
3843,800249,Natural,Fairfax County Park Authority,4.0,,86250ae0-ee4f-46b1-b921-a596e62c38bc,,0791,,,,,,,2007/02/08 00:00:00+00,GPS,,,,167.0,PA167-TRL-N,, ,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,155.773595928005
3844,801531,Woodchip,Fairfax County Park Authority,6.0,,195a2fe4-facb-404e-9aa6-789fa5b40a1a,,0444,,,,,,,2007/03/28 00:00:00+00,GPS,,,,77.0,PA77-TRL-W,, ,F,Ellanor C. Lawrence,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,705.152483332999
3846,804770,Natural,Fairfax County Park Authority,6.0,,473cc4ff-ca01-4d8f-a22a-abf62a8314e9,,0311,,,,,,,2007/04/23 00:00:00+00,GPS,,,,248.0,PA248-TRL-N,, ,F,Pimmit Run Stream Valley,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,3071.11953005044
3847,803225,Gravel,Fairfax County Park Authority,8.0,,380729cc-4d57-4124-9573-376d771023f8,,0923,,,,,,,2007/04/06 00:00:00+00,GPS,,,,342.0,PA342-TRL-G,, ,F,Wickford,Franconia,Rose Hill,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,208.023080318994
3848,801202,Asphalt,Fairfax County Park Authority,6.0,,f5983108-0a91-4ed4-bed1-67803201f0bb,,0113,,,,,,,2007/03/08 00:00:00+00,GPS,,,,303.0,PA303-TLR-A,, ,F,Stuart Road,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,392.596599989799
3849,802335,Asphalt,Fairfax County Park Authority,6.0,,d4572567-4bce-4750-8223-785c8a276402,,0894,,,,,,,2007/04/03 00:00:00+00,GPS,,,,276.0,PA276-TRL-A,, ,F,Rollingwood,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,61.132061684302
3850,803342,Concrete,Fairfax County Park Authority,6.0,,f8001cce-da46-4573-a800-ac6bd871cf57,,0921,,,,,,,2007/04/06 00:00:00+00,GPS,,,,177.0,PA177-TRL-C,, ,F,Franconia,Franconia,Rose Hill,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,652.247386055924
3851,805107,Bridge,Fairfax County Park Authority,6.0, ,24cb4305-4779-41b8-9d40-d38224f6dc06,,0703,,,,,,,2007/12/17 00:00:00+00,GPS,,,,167.0,PA167-TRL-BG,,,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,40.3627498153441
3852,802363,Asphalt,Fairfax County Park Authority,8.0,,a687efe6-8446-428e-9d6d-8ce3ff53038d,,0903,,,,,,,2007/04/03 00:00:00+00,GPS,,,,1.0,PA1-TRL-A,, ,F,Accotink Stream Valley,Franconia,Springfield,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,424.763238545002
3853,801075,Asphalt,Fairfax County Park Authority,6.0,,e5fb4762-aa86-48d2-8ab3-6c7f4c4a252f,,0284,,,,,,,2007/03/07 00:00:00+00,GPS,,,,333.0,PA333-TRL-A,, ,F,Waverly,Hunter Mill,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,444.68277161775
3854,805049,Asphalt,Fairfax County Park Authority,4.0,,855d9852-4f7f-4478-b252-f7678a02b0df,,0223,,,,,,,2007/08/29 00:00:00+00,GPS,,,,173.0,PA173-TRL-A,, ,F,Langley Fork,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,96.7882592028313
3855,805557,Asphalt,Fairfax County Park Authority,6.0,,04180e0b-12bb-4840-8704-5019fe50df12,,0921,,,,,,,,,,,,,,,,,Franconia,Franconia,Rose Hill,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,643.059962654508
3856,801152,Asphalt,Fairfax County Park Authority,4.0,,e21e991a-db80-4f3d-96ca-db0b5909973e,,0284,,,,,,,2007/03/07 00:00:00+00,GPS,,,,99.0,PA99-TRL-A,, ,F,Foxstone,Hunter Mill,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,227.265243645596
3857,800544,Asphalt,Fairfax County Park Authority,6.0,,a73559f3-1893-4567-b90d-a4a1146ba802,,0172,,,,,,,2007/03/01 00:00:00+00,GPS,,,,269.0,PA269-TRL-A,, ,F,Reston North,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,473.560288669339
3858,801192,Asphalt,Fairfax County Park Authority,6.0,,11144f35-1984-4789-9d51-a6884ded2807,,0102,,,,,,,2007/03/08 00:00:00+00,GPS,,,,92.0,PA92-TRL-A,, ,F,Folly Lick Stream Valley,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,126.308105186146
3859,801129,Stonedust,Fairfax County Park Authority,8.0,,9576b9e6-abff-45ce-84b2-0bc5198870ad,,0251,,,,,,,2007/03/15 00:00:00+00,GPS,,,,109.0,PA109-TRL-SD,, ,F,Frying Pan Farm,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,617.239607606374
3860,800964,Natural,Fairfax County Park Authority,4.0,,211faa31-72c2-4fb8-92a0-49d6025ee77e,,0361,,,,,,,2007/03/15 00:00:00+00,GPS,,,,189.0,PA189-TRL-N,, ,F,Little Difficult Run Stream Valley,Sully,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,966.366991281803
3861,801976,Stonedust,Fairfax County Park Authority,6.0,,c3259793-767b-43ae-8ea6-97063bad684f,,0363,,,,,,,2007/03/22 00:00:00+00,GPS,,,,112.0,PA112-TRL-SD,, ,F,Garnchayne,Sully,Upper Potomac,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,1592.6357849079
3862,805121,Asphalt,Fairfax County Park Authority,8.0,SSA/DEWBERRY 200904,856440f9-036c-464f-940b-83c23477b4c4,,0454,,,,,,,,,,,,,,,,,Rocky Run Stream Valley,Springfield,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,828.864445524421
3863,804492,Natural,Fairfax County Park Authority,6.0,,ecc11bc1-ba35-4527-9841-c732b63c26bf,,0294,,,,,,,2007/04/19 00:00:00+00,GPS,,,,398.0,PA398-TRL-N,, ,F,Westgate,Providence,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,662.688119777716
3864,802643,Asphalt,Fairfax County Park Authority,6.0,,bb0a61e7-b6c8-4822-98bb-c2be5123fbb7,,0892,,,,,,,2007/04/02 00:00:00+00,GPS,,,,1.0,PA1-TRL-A,, ,F,Accotink Stream Valley,Franconia,Springfield,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,132.831708936799
3865,802956,Natural,Fairfax County Park Authority,6.0,,392e4598-c569-4a13-94c9-719fefb24222,,0781,,,,,,,2007/03/28 00:00:00+00,GPS,,,,279.0,PA279-TRL-N,, ,F,Royal Lake,Braddock,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,8.01151481216778
3866,800201,Natural,Fairfax County Park Authority,4.0,,e202fdd3-9002-46cd-80b9-e118a8c2beb0,,0791,,,,,,,2007/02/08 00:00:00+00,GPS,,,,167.0,PA167-TRL-N,, ,F,,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,55.917100674942
3867,801248,Natural,Fairfax County Park Authority,8.0,,cd7f21f5-deb9-4274-82cc-3152bc822696,,0251,,,,,,,2007/03/15 00:00:00+00,GPS,,,,109.0,PA109-TRL-N,, ,F,Frying Pan Farm,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,35.3812013566992
3868,805729,Boardwalk,Fairfax County Park Authority,8.0,Board walk ,036e1465-1763-4bb9-ab32-1e3491db30e5,,0163,,,,,,,,,,,,,,,,,Arrowbrook,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,384.304425548681
3869,805591,Asphalt,Fairfax County Park Authority,6.0,,16c3fe4c-9a77-49f5-b98f-85eaa1866f4b,,0481,,,,,,,,,,,,,,,,,Nottoway,Providence,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,120.472408832916
3870,803343,Asphalt,Fairfax County Park Authority,6.0,,2147824a-6a5e-41a6-bb0b-2b8ba77ff893,,0911,,,,,,,2011/06/24 00:00:00+00,GPS,,,,297.0,PA297-TRL-A,,,F,Springfield Forest,Franconia,Springfield,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,208.341645548423
3871,800667,Asphalt,Fairfax County Park Authority,6.0,,16ac3d30-cb33-466d-9088-e14d81c5dcb7,,0284,,,,,,,2007/03/07 00:00:00+00,GPS,,,,333.0,PA333-TRL-A,, ,F,Waverly,Hunter Mill,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,314.633544741879
3872,800918,Asphalt,Fairfax County Park Authority,6.0,,3fccc65a-2883-4f7e-91f5-b2c034aab3ce,,0261,,,,,,,2007/03/09 00:00:00+00,GPS,,,,291.0,PA291-TRL-A,, ,F,South Lakes Drive,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,257.78521551048
3873,802883,Natural,Fairfax County Park Authority,6.0,,bc229f1b-ce47-4a0c-a705-7761db5b69e5,,0571,,,,,,,2007/04/24 00:00:00+00,GPS,,,,83.0,PA83-TRL-N,, ,F,Fairfax Villa,Braddock,Fairfax,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,326.125230512335
3874,802833,Concrete,Fairfax County Park Authority,6.0,,c8013923-5834-46e8-94e0-334ad8801953,,0681,,,,,,,2007/03/29 00:00:00+00,GPS,,,,59.0,PA59-TRL-C,, ,F,Country Club View,Braddock,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,228.239441935336
3875,802935,Bridge,Fairfax County Park Authority,6.0,,88d0df4d-f816-4b70-aec6-62f8b72096f8,,0781,,,,,,,2007/03/28 00:00:00+00,GPS,,,,279.0,PA279-TRL-BG,, ,F,Royal Lake,Braddock,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,14.0981164127588
3876,801881,Asphalt,Fairfax County Park Authority,6.0,,1b98f801-5a1c-48be-b99a-8ed360e33481,,0542,,,,,,,2007/03/28 00:00:00+00,GPS,,,,77.0,PA77-TRL-W,, ,F,Ellanor C. Lawrence,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,764.732901923356
3878,801724,Asphalt,Fairfax County Park Authority,6.0,,978f63d2-79c3-4828-9701-8288567ea4fa,,0253,,,,,,,2007/12/17 00:00:00+00,GPS,,,,143.0,PA143-TRL-A,,,F,Horsepen Run Stream Valley,Hunter Mill,Upper Potomac,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,1301.89358914672
3879,804788,Natural,Fairfax County Park Authority,4.0,CCT,81274fc7-bb4f-4a91-b614-043c2895bb4c,,0471,,,Cross County Trail,,,,2007/03/09 00:00:00+00,GPS,,,,311.0,PA311-TRL-N,, ,F,Tattersall,Providence,Fairfax,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,767.498516316331
3880,802882,Asphalt,Fairfax County Park Authority,6.0,,6db878b9-f179-42e5-b763-e6615f1da2e1,,0673,,,,,,,2007/04/24 00:00:00+00,GPS,,,,261.0,PA261-TRL-A,, ,F,Popes Head,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,109.300629913351
3881,800883,Asphalt,Fairfax County Park Authority,6.0,,b05d06a4-3bbc-4f29-8af2-d8cf05cdc2d6,,0063,,,,,,,2007/03/08 00:00:00+00,GPS,,,,304.0,PA304-TRL-A,, ,F,Sugarland Run Stream Valley,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,719.935243585298
3882,804110,Natural,Fairfax County Park Authority,4.0,,c653b51e-0b14-4796-a793-fec5e02d14c5,,0704,,,,,,,2007/04/18 00:00:00+00,GPS,,,,328.0,PA328-TRL-N,, ,F,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,928.398740391375
3883,804182,Gravel,Fairfax County Park Authority,6.0,,c4e3bef7-0c5f-4069-927a-8d1279d172c8,,0601,,,,,,,2011/06/20 00:00:00+00,GPS,,,,278.0,PA278-TRL-G,,,F,Roundtree,Mason,Jefferson,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,455.514164146001
3884,804498,Bridge,Fairfax County Park Authority,4.0,,77140724-9e7c-42be-986f-b58dd0bc30fc,,0304,,,,,,,2007/04/20 00:00:00+00,GPS,,,,365.0,PA365-TRL-BG,, ,F,Kent Gardens Greenway Stream Valley,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,25.928627875125
3885,800998,Gravel,Fairfax County Park Authority,8.0,,dbb27f6f-37d8-4170-97dc-d1eb79401b6f,,0114,,,,,,,2007/03/01 00:00:00+00,GPS,,,,14.0,PA14-TRL-G,, ,F,Baron Cameron,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,38.0451461200799
3886,801870,Gravel,Fairfax County Park Authority,8.0,,9056ee85-dacc-4527-a7d0-f349133e6ed5,,0661,,,,,,,2007/03/28 00:00:00+00,GPS,,,,21.0,PA21-TRL-G,, ,F,Braddock,Springfield,Pohick,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,89.1260158651523
3887,805242,Natural,Fairfax County Park Authority,4.0, ,45cf3a65-a9c4-4a62-bd35-f9f9093debfe,,1073,,,,,,,2008/01/28 00:00:00+00,GPS,,,,392.0,PA392-TRL-N,,,F,Laurel Hill,Mount Vernon,Lower Potomac,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,202.680066222934
3888,803031,Asphalt,Fairfax County Park Authority,6.0,,d7330b46-9aa1-4d67-ae84-c08c6a087b04,,0971,,,,,,,2007/04/05 00:00:00+00,GPS,,,,292.0,PA292-TRL-A,, ,F,South Run District,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,470.648964762608
3889,804579,Natural,Fairfax County Park Authority,4.0,,89d7be39-13fd-4a9e-ac8a-300551069e7b,,0401,,,,,,,2007/04/20 00:00:00+00,GPS,,,,181.0,PA181-TRL-N,, ,F,Lemon Road,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,236.121518671508
3890,800063,Natural,Fairfax County Park Authority,4.0,,b0a7d262-b240-453b-95da-bf54c3cc4aac,,0791,,,,,,,2007/02/08 00:00:00+00,GPS,,,,167.0,PA167-TRL-N,, ,F,,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,97.2428240722879
