OBJECTID,GNLCCCODE,NORWEST,PATCH_ID,MEANTEMPC,SLOPE,LENGTH_KM,CT_0BRK,CT_25BRK,CT_50BRK,CT_75BRK,CT_100BRK,NHDVERSION,SHAPELEN
319686,CO_3795,CO,3795,10.1623,8.3093,7.4817,0.922233,0.891083,0.849491,0.795658,0.72872,2,0.073467480814849
319687,CO_3796,CO,3796,8.8944,7.5535,17.4213,0.966476,0.94255,0.903258,0.84161,0.751484,2,0.178991822580333
319688,CO_3797,CO,3797,10.745,14.9533,2.0,0.536714,0.536714,0.536714,0.536714,0.536714,2,0.022917716306751
319689,CO_3798,CO,3798,10.3225,13.7753,4.0,0.683155,0.683155,0.683155,0.683155,0.683155,2,0.0386774831542803
319690,CO_3799,CO,3799,9.948,12.0584,5.0,0.755623,0.755623,0.755623,0.755623,0.755623,2,0.0492842153402936
319691,CO_3800,CO,3800,8.067,10.9794,10.9911,0.767657,0.767657,0.767657,0.767657,0.767657,2,0.121004153788338
319692,CO_3801,CO,3801,8.643,12.8567,2.0865,0.285068,0.285068,0.285068,0.285068,0.285068,2,0.0199637638458037
319693,CO_3802,CO,3802,8.7998,7.6786,13.2211,0.944955,0.911406,0.860429,0.786977,0.688849,2,0.136938013437871
319694,CO_3803,CO,3803,10.32,11.7062,2.0,0.620806,0.620806,0.620806,0.620806,0.620806,2,0.0195264626797912
319695,CO_3805,CO,3805,9.8002,6.2952,15.9852,0.977218,0.953201,0.90629,0.821179,0.685585,2,0.156764262912493
319696,CO_3806,CO,3806,10.605,8.981,4.0,0.843972,0.809449,0.769375,0.723748,0.672933,2,0.0413878734167688
319697,CO_3807,CO,3807,10.2625,9.6421,4.0,0.816812,0.79482,0.770929,0.745148,0.717528,2,0.0387107748980449
319698,CO_3808,CO,3808,9.1697,8.7015,10.5763,0.927562,0.901545,0.867519,0.824029,0.770047,2,0.117207401821483
319699,CO_3809,CO,3809,10.1525,8.3185,4.0,0.850189,0.801108,0.74085,0.669859,0.590178,2,0.040733639279468
319700,CO_3811,CO,3811,10.015,7.6856,4.0,0.866314,0.806782,0.729031,0.63418,0.52764,2,0.0395144002571527
319701,CO_3812,CO,3812,10.66,13.295,2.0,0.591182,0.591182,0.591182,0.591182,0.591182,2,0.0222085343348829
319702,CO_3814,CO,3814,10.5267,13.5779,3.0,0.646047,0.646047,0.646047,0.646047,0.646047,2,0.03008029624171
319703,CO_3815,CO,3815,8.5421,9.4869,19.3739,0.96177,0.949867,0.934509,0.914869,0.890032,2,0.205447903874799
319704,CO_3816,CO,3816,10.8468,9.1236,2.699,0.795513,0.759273,0.71888,0.674614,0.626995,2,0.0277228367121899
319705,CO_3817,CO,3817,9.4517,4.8852,8.0254,0.953444,0.892922,0.772496,0.580294,0.3602,2,0.0810974612447909
319706,CO_3819,CO,3819,7.8853,10.2826,5.7472,0.650925,0.650925,0.650925,0.650925,0.650925,2,0.0590014074798743
319707,CO_3821,CO,3821,9.277,12.7273,7.5512,0.757852,0.757852,0.757852,0.757852,0.757852,2,0.0777386894218873
319708,CO_3822,CO,3822,8.7473,6.3046,52.726,0.995353,0.987116,0.964793,0.907423,0.778072,2,0.546623570702672
319709,CO_3823,CO,3823,10.0025,11.6102,4.0,0.72319,0.72319,0.72319,0.72319,0.72319,2,0.0391510593449575
319710,CO_3824,CO,3824,9.9469,7.2309,12.4102,0.96651,0.942039,0.901511,0.837531,0.743801,2,0.118898669029457
319711,CO_3825,CO,3825,10.0866,7.803,8.4722,0.936763,0.903723,0.856072,0.79031,0.704859,2,0.0870732884494432
319712,CO_3826,CO,3826,10.3175,12.5895,4.0,0.726732,0.726732,0.726732,0.726732,0.726732,2,0.04169859867103
319713,CO_3828,CO,3828,10.0033,12.6882,3.0,0.593634,0.593634,0.593634,0.593634,0.593634,2,0.0346826073187231
319714,CO_3829,CO,3829,8.7309,8.3301,24.5402,0.982858,0.972042,0.954715,0.92745,0.885734,2,0.248972762582101
319715,CO_3830,CO,3830,10.335,4.2022,2.0,0.908005,0.791403,0.593218,0.359201,0.17727,2,0.0190270037387579
319716,CO_3831,CO,3831,9.7102,9.5885,4.5743,0.812847,0.788399,0.761694,0.732761,0.701692,2,0.0499598399169964
319717,CO_3833,CO,3833,8.4031,13.2566,7.7275,0.521241,0.521241,0.521241,0.521241,0.521241,2,0.0812550392992044
319718,CO_3834,CO,3834,8.8837,8.994,18.3651,0.970205,0.958201,0.94165,0.9191,0.888863,2,0.193862371485759
319719,CO_3835,CO,3835,10.3012,5.1663,8.671,0.948507,0.88624,0.767161,0.582197,0.370808,2,0.0857990141858611
319720,CO_3836,CO,3836,8.2206,12.957,2.1364,0.221042,0.221042,0.221042,0.221042,0.221042,2,0.0233783502670091
319721,CO_3837,CO,3837,10.0582,9.7824,5.6016,0.858106,0.84131,0.822935,0.802931,0.781268,2,0.0619951662204774
319722,CO_3838,CO,3838,9.6838,13.7662,3.1697,0.467035,0.467035,0.467035,0.467035,0.467035,2,0.0302112521859977
319723,CO_3840,CO,3840,9.23,6.7571,4.0,0.900833,0.835507,0.739587,0.613602,0.470318,2,0.0424931194118998
319724,CO_3841,CO,3841,9.5766,6.0065,4.7086,0.920564,0.851767,0.740204,0.585533,0.411935,2,0.0498465588157012
319725,CO_3842,CO,3842,9.137,13.5318,8.6351,0.752617,0.752617,0.752617,0.752617,0.752617,2,0.0962853140218867
319726,CO_3844,CO,3844,10.42,11.2738,3.0,0.722611,0.722611,0.722611,0.722611,0.722611,2,0.0305997782852443
319727,CO_3846,CO,3846,9.3002,6.0,5.6528,0.93071,0.868508,0.764592,0.61496,0.439893,2,0.0603225830354113
319728,CO_3847,CO,3847,9.1552,13.3766,4.89,0.513135,0.513135,0.513135,0.513135,0.513135,2,0.04779792440275
319729,CO_3848,CO,3848,9.9833,9.9093,6.0,0.863238,0.84904,0.833653,0.817035,0.799157,2,0.0596057846148962
319730,CO_3849,CO,3849,8.3173,12.4723,7.7908,0.576353,0.576353,0.576353,0.576353,0.576353,2,0.0770501458483445
319731,CO_3850,CO,3850,8.8844,13.4938,1.753,0.241444,0.241444,0.241444,0.241444,0.241444,2,0.0178786126665164
319732,CO_3851,CO,3851,10.38,14.0505,2.0,0.495335,0.495335,0.495335,0.495335,0.495335,2,0.0226275882659301
319733,CO_3853,CO,3853,9.6483,10.7392,3.7556,0.71724,0.71724,0.71724,0.71724,0.71724,2,0.0389138377678461
319734,CO_3854,CO,3854,10.967,12.1476,1.8255,0.666739,0.666739,0.666739,0.666739,0.666739,2,0.0178691496146691
319735,CO_3855,CO,3855,8.6135,9.0847,3.8742,0.773902,0.732166,0.685852,0.635517,0.582031,2,0.0378973934008978
319736,CO_3856,CO,3856,9.9898,8.36,19.9992,0.992838,0.988697,0.982204,0.972086,0.956471,2,0.210353728786113
319737,CO_3859,CO,3859,10.435,11.4929,2.0,0.645323,0.645323,0.645323,0.645323,0.645323,2,0.0191708405697738
319738,CO_3860,CO,3860,10.2996,8.6497,5.2272,0.877706,0.841458,0.79695,0.743753,0.682178,2,0.0553447715436656
319739,CO_3861,CO,3861,9.6929,14.6542,4.3868,0.514154,0.514154,0.514154,0.514154,0.514154,2,0.0454360741195238
319740,CO_3862,CO,3862,9.9643,6.5874,10.6207,0.956839,0.919835,0.855885,0.754534,0.614047,2,0.10187971127427
319741,CO_3864,CO,3864,10.1867,12.5248,3.0,0.634206,0.634206,0.634206,0.634206,0.634206,2,0.0320560332546346
319742,CO_3865,CO,3865,9.1514,12.8213,7.2344,0.710585,0.710585,0.710585,0.710585,0.710585,2,0.0758185055268481
319743,CO_3866,CO,3866,10.19,11.015,3.0,0.711407,0.711407,0.711407,0.711407,0.711407,2,0.0302024893108458
319744,CO_3867,CO,3867,9.9912,14.3537,3.7303,0.552368,0.552368,0.552368,0.552368,0.552368,2,0.0417986932491146
319745,CO_3868,CO,3868,10.2457,4.6972,25.3853,0.991349,0.975389,0.932004,0.825799,0.621143,2,0.24552659053719
319746,CO_3870,CO,3870,10.1275,11.6838,4.0,0.735394,0.735394,0.735394,0.735394,0.735394,2,0.0415397445838831
319747,CO_3872,CO,3872,9.494,11.4225,5.0,0.724275,0.724275,0.724275,0.724275,0.724275,2,0.0473611314214387
319748,CO_3873,CO,3873,8.5597,12.4017,7.6432,0.632108,0.632108,0.632108,0.632108,0.632108,2,0.0846359813251766
319749,CO_3874,CO,3874,9.8033,13.242,3.0,0.517734,0.517734,0.517734,0.517734,0.517734,2,0.0324647764681847
319750,CO_3875,CO,3875,10.14,14.377,2.0,0.421111,0.421111,0.421111,0.421111,0.421111,2,0.0214296105279492
319751,CO_3876,CO,3876,9.9717,9.8717,6.0,0.863366,0.848442,0.832204,0.814607,0.795617,2,0.0663492335666114
319752,CO_3877,CO,3877,10.5286,9.3308,5.0793,0.87077,0.846991,0.819743,0.788851,0.754253,2,0.0514588521995357
319753,CO_3878,CO,3878,8.9167,7.0083,321.3467,1.0,1.0,1.0,1.0,1.0,2,3.35590109966435
319754,CO_3879,CO,3879,9.98,12.0918,4.0,0.697026,0.697026,0.697026,0.697026,0.697026,2,0.0399082428061657
319755,CO_3880,CO,3880,10.585,11.7144,2.0,0.651424,0.651424,0.651424,0.651424,0.651424,2,0.0190279036219723
319756,CO_3881,CO,3881,10.335,9.8453,2.1535,0.728174,0.708901,0.688846,0.668056,0.646589,2,0.0231078170230838
319757,CO_3882,CO,3882,8.8494,6.9266,39.386,0.994455,0.987377,0.971525,0.937036,0.866511,2,0.415661123051159
319758,CO_3883,CO,3883,9.7167,10.1485,3.0,0.721365,0.721365,0.721365,0.721365,0.721365,2,0.0341864085704394
319759,CO_3884,CO,3884,9.0531,8.4358,13.0162,0.946906,0.923178,0.890077,0.845106,0.786157,2,0.139429518852985
319760,CO_3885,CO,3885,9.1219,6.9967,2.9684,0.883585,0.81609,0.721784,0.602663,0.469992,2,0.0312714281344467
319761,CO_3886,CO,3886,8.46,9.3711,3.0,0.719967,0.683518,0.644667,0.603811,0.561452,2,0.0332366998958859
319762,CO_3890,CO,3890,8.7719,8.9373,9.9478,0.898237,0.867997,0.830469,0.784914,0.731082,2,0.104693526766857
319763,CO_3891,CO,3891,9.4961,9.09,18.3452,0.98494,0.979048,0.97092,0.959767,0.944582,2,0.193751207030003
319764,CO_3892,CO,3892,9.9238,13.7701,1.6556,0.38715,0.38715,0.38715,0.38715,0.38715,2,0.0161196306900304
319765,CO_3894,CO,3894,10.028,8.9924,5.0,0.857445,0.824417,0.78565,0.741012,0.690738,2,0.0527064398999318
319766,CO_3896,CO,3896,8.5444,8.1411,13.4624,0.932869,0.899197,0.851327,0.786132,0.702342,2,0.141487042185078
319767,CO_3897,CO,3897,9.6814,11.6484,6.0121,0.788328,0.788328,0.788328,0.788328,0.788328,2,0.0585640614706607
319768,CO_3898,CO,3898,8.179,14.1918,3.2693,0.153044,0.153044,0.153044,0.153044,0.153044,2,0.0361458574330339
319769,CO_3900,CO,3900,10.725,3.5924,8.3365,0.942207,0.844616,0.644423,0.376659,0.167685,2,0.0825412563241361
319770,CO_3901,CO,3901,9.0973,10.5621,5.5938,0.755716,0.755716,0.755716,0.755716,0.755716,2,0.0590003021725451
319771,CO_3905,CO,3905,10.97,9.4451,2.0,0.75592,0.726152,0.694221,0.66031,0.624671,2,0.0201701355994249
319772,CO_3907,CO,3907,9.1827,11.4953,9.0938,0.850085,0.850085,0.850085,0.850085,0.850085,2,0.0866767390641509
319773,CO_3908,CO,3908,9.2172,5.9474,14.0389,0.964059,0.924592,0.848591,0.719251,0.539395,2,0.137294578193071
319774,CO_3909,CO,3909,9.8833,12.5351,3.0,0.582903,0.582903,0.582903,0.582903,0.582903,2,0.0319057108615142
319775,CO_3910,CO,3910,10.1714,8.1643,8.4564,0.936569,0.908156,0.868801,0.815997,0.748104,2,0.0851464494956259
319776,CO_3911,CO,3911,9.196,9.2974,10.395,0.919506,0.899598,0.875434,0.846447,0.812163,2,0.102618990039446
319777,CO_3913,CO,3913,8.3468,11.5983,6.9442,0.624508,0.624508,0.624508,0.624508,0.624508,2,0.0691997582735381
319778,CO_3916,CO,3916,10.261,4.1403,5.2891,0.934526,0.841219,0.662904,0.421943,0.21318,2,0.05428311641221
319779,CO_3917,CO,3917,8.3987,11.4972,8.0,0.688903,0.688903,0.688903,0.688903,0.688903,2,0.0875626314352203
319780,CO_3918,CO,3918,9.945,14.9352,2.0,0.338894,0.338894,0.338894,0.338894,0.338894,2,0.0213780127268583
319781,CO_3920,CO,3920,9.4875,9.1458,5.0796,0.835251,0.80194,0.763799,0.720869,0.673472,2,0.050439882120542
319782,CO_3921,CO,3921,10.5088,14.7498,2.038,0.490949,0.490949,0.490949,0.490949,0.490949,2,0.0205439528970955
319783,CO_3922,CO,3922,8.9717,11.547,6.2454,0.70415,0.70415,0.70415,0.70415,0.70415,2,0.0617754682375192
319784,CO_3924,CO,3924,9.7595,5.105,19.0219,0.980119,0.950159,0.880551,0.740301,0.524333,2,0.195431190436007
319785,CO_3926,CO,3926,9.7953,10.7061,7.615,0.881731,0.881731,0.881731,0.881731,0.881731,2,0.0805847560247249
319786,CO_3927,CO,3927,8.5729,9.3965,34.1754,0.995286,0.992899,0.989317,0.983957,0.975973,2,0.360054361545176
319787,CO_3930,CO,3930,8.9039,14.9427,1.8081,0.14184,0.14184,0.14184,0.14184,0.14184,2,0.0191546363935179
319788,CO_3931,CO,3931,8.2243,12.5397,7.0,0.504729,0.504729,0.504729,0.504729,0.504729,2,0.076742021120321
319789,CO_3933,CO,3933,9.9367,11.5584,3.0,0.654304,0.654304,0.654304,0.654304,0.654304,2,0.0328574762174943
319790,CO_3934,CO,3934,9.6053,4.2617,18.7774,0.975119,0.930307,0.819708,0.607622,0.345311,2,0.191152290436538
319791,CO_3936,CO,3936,9.2101,11.6668,7.2054,0.777724,0.777724,0.777724,0.777724,0.777724,2,0.0785734827955023
319792,CO_3937,CO,3937,10.405,11.0531,2.0,0.664701,0.664701,0.664701,0.664701,0.664701,2,0.0220922502639661
319793,CO_3938,CO,3938,8.3017,11.3297,12.1151,0.821111,0.821111,0.821111,0.821111,0.821111,2,0.128615649034907
319794,CO_3939,CO,3939,9.7453,14.1205,9.4714,0.888962,0.888962,0.888962,0.888962,0.888962,2,0.0969472429792119
319795,CO_3940,CO,3940,9.886,8.8826,17.8549,0.988844,0.984023,0.977166,0.967465,0.953837,2,0.174086476977223
319796,CO_3941,CO,3941,10.55,13.1089,2.0,0.580103,0.580103,0.580103,0.580103,0.580103,2,0.022417335631591
319797,CO_3942,CO,3942,9.9635,6.6699,25.327,0.994945,0.989253,0.977298,0.952682,0.903996,2,0.262224514993109
319798,CO_3943,CO,3943,8.692,7.2908,15.0009,0.952376,0.917628,0.861221,0.775631,0.658205,2,0.160886157146146
319799,CO_3944,CO,3944,7.0101,7.6641,3.3787,0.872305,0.8151,0.739909,0.647369,0.542273,2,0.0355504998691868
319800,CO_3945,CO,3945,10.9833,4.5072,3.0,0.874983,0.73662,0.527769,0.308724,0.151437,2,0.0339841106751461
319801,CO_3946,CO,3946,7.2597,4.1661,5.895,0.983159,0.955856,0.889274,0.74867,0.52491,2,0.0603195351194827
319802,CO_3947,CO,3947,9.35,10.5053,18.5825,0.985266,0.985266,0.985266,0.985266,0.985266,2,0.191117662763511
319803,CO_3948,CO,3948,8.1659,8.774,14.394,0.910007,0.876522,0.832866,0.77769,0.710627,2,0.142580434736754
319804,CO_3950,CO,3950,9.7733,13.5418,3.0,0.489266,0.489266,0.489266,0.489266,0.489266,2,0.0286686084890664
319805,CO_3954,CO,3954,10.285,14.2797,2.0,0.46037,0.46037,0.46037,0.46037,0.46037,2,0.0188322087033499
319806,CO_3955,CO,3955,10.3859,13.5102,2.5487,0.579435,0.579435,0.579435,0.579435,0.579435,2,0.0261342395671542
319807,CO_3957,CO,3957,8.7516,8.0373,16.5129,0.957999,0.933663,0.896746,0.842745,0.767814,2,0.179837883273218
319808,CO_3958,CO,3958,10.6897,6.8362,7.7174,0.937651,0.892118,0.819725,0.71431,0.578918,2,0.0837414427692613
319809,CO_3959,CO,3959,9.246,11.0263,9.3438,0.875015,0.875015,0.875015,0.875015,0.875015,2,0.100784732579603
319810,CO_3961,CO,3961,10.0975,11.9537,4.0,0.720082,0.720082,0.720082,0.720082,0.720082,2,0.0429008913542587
319811,CO_3963,CO,3963,9.5454,13.6693,3.4501,0.46679,0.46679,0.46679,0.46679,0.46679,2,0.0338449583744807
319812,CO_3965,CO,3965,10.51,12.1472,2.0,0.621582,0.621582,0.621582,0.621582,0.621582,2,0.0184826952206261
319813,CO_3967,CO,3967,8.6093,6.2382,117.4771,0.999675,0.998484,0.992968,0.968023,0.86648,2,1.20106569887885
319814,CO_3968,CO,3968,10.1708,10.1517,5.3187,0.847458,0.847458,0.847458,0.847458,0.847458,2,0.0575059379263845
319815,CO_3969,CO,3969,10.24,7.7882,3.0,0.83841,0.77388,0.693016,0.598246,0.495517,2,0.0316057647556366
319816,CO_3970,CO,3970,10.3925,9.8753,4.0,0.816823,0.800579,0.783277,0.764914,0.745501,2,0.0426391682665147
319817,CO_3971,CO,3971,10.4267,9.8158,3.0,0.776099,0.75707,0.736972,0.715836,0.693706,2,0.033429750269694
319818,CO_3972,CO,3972,10.185,11.2816,4.0,0.757641,0.757641,0.757641,0.757641,0.757641,2,0.0382367492298375
319819,CO_3973,CO,3973,9.9913,8.4412,7.6679,0.919849,0.889708,0.85008,0.799424,0.736947,2,0.0807349878451902
319820,CO_3974,CO,3974,10.2567,14.2661,3.0,0.553494,0.553494,0.553494,0.553494,0.553494,2,0.0331794915083284
319821,CO_3976,CO,3976,10.575,10.5658,2.0,0.700543,0.700543,0.700543,0.700543,0.700543,2,0.0223097112131508
319822,CO_3978,CO,3978,10.3733,14.0441,3.0,0.592439,0.592439,0.592439,0.592439,0.592439,2,0.0304616962094825
319823,CO_3979,CO,3979,10.35,10.6835,2.0,0.679071,0.679071,0.679071,0.679071,0.679071,2,0.0195221541838075
319824,CO_3981,CO,3981,10.755,9.6036,2.0,0.745085,0.719407,0.692211,0.663612,0.633762,2,0.0227502829036176
319825,CO_3982,CO,3982,10.4633,8.85,3.0,0.807549,0.764993,0.716333,0.662047,0.603129,2,0.0299984240026065
319826,CO_3983,CO,3983,10.3154,13.3732,3.9374,0.692317,0.692317,0.692317,0.692317,0.692317,2,0.0433740955307457
319827,CO_3984,CO,3984,10.78,8.8457,2.0,0.769128,0.722437,0.670351,0.613716,0.553828,2,0.0210525604723049
319828,CO_3985,CO,3985,9.9018,7.3903,9.7203,0.947597,0.914197,0.862597,0.78719,0.685487,2,0.103253042127403
319829,CO_3987,CO,3987,7.0722,7.9206,2.5155,0.849875,0.792735,0.720987,0.635812,0.541182,2,0.025617886226676
319830,CO_3990,CO,3990,8.84,11.531,3.6037,0.546245,0.546245,0.546245,0.546245,0.546245,2,0.0367473998215926
319831,CO_3991,CO,3991,9.495,12.8011,2.0,0.417633,0.417633,0.417633,0.417633,0.417633,2,0.0202696837233409
319832,CO_3993,CO,3993,8.2259,7.6501,11.5966,0.917387,0.870293,0.802143,0.710112,0.596791,2,0.117497239575077
319833,CO_3995,CO,3995,10.2543,9.1723,3.7061,0.819187,0.785952,0.748484,0.706903,0.661556,2,0.0366480870232407
319834,CO_3996,CO,3996,8.9503,11.9341,3.3886,0.507856,0.507856,0.507856,0.507856,0.507856,2,0.0360535497116955
319835,CO_3997,CO,3997,10.89,9.2223,4.0,0.8485,0.820257,0.788064,0.75185,0.711711,2,0.0381611703848855
319836,CO_3998,CO,3998,9.4808,11.1804,4.7365,0.722998,0.722998,0.722998,0.722998,0.722998,2,0.0487487937662356
319837,CO_4002,CO,4002,10.0186,9.461,7.0755,0.899255,0.880462,0.858713,0.833754,0.805385,2,0.0790448829572701
319838,CO_4003,CO,4003,9.3908,10.6673,6.8937,0.826923,0.826923,0.826923,0.826923,0.826923,2,0.0718382085260872
319839,CO_4004,CO,4004,10.0875,7.9673,4.0,0.858958,0.803792,0.733737,0.649575,0.554946,2,0.0431468004416932
319840,CO_4005,CO,4005,10.35,10.1315,2.0,0.706776,0.706776,0.706776,0.706776,0.706776,2,0.0187397287752631
319841,CO_4007,CO,4007,10.5824,5.8239,6.2399,0.923189,0.85135,0.731838,0.565302,0.382594,2,0.0630464713264526
319842,CO_4008,CO,4008,9.1717,8.8121,32.1564,0.997603,0.99611,0.993692,0.989789,0.98351,2,0.321209176711279
319843,CO_4010,CO,4010,9.4026,9.974,7.2432,0.859675,0.845206,0.829542,0.812643,0.794484,2,0.0716873075604674
319844,CO_4011,CO,4011,10.1367,7.6861,3.0,0.842502,0.77648,0.692871,0.594327,0.487549,2,0.0302247053613324
319845,CO_4012,CO,4012,8.792,5.5939,17.366,0.96497,0.9208,0.830707,0.674372,0.466402,2,0.172863863074417
319846,CO_4013,CO,4013,9.484,7.0356,6.972,0.921386,0.869834,0.792102,0.684774,0.553285,2,0.0665727591950027
319847,CO_4016,CO,4016,8.391,8.1526,54.8983,0.998229,0.99621,0.99191,0.982814,0.963864,2,0.566834880157883
319848,CO_4018,CO,4018,8.742,6.4413,14.3642,0.955822,0.914074,0.839499,0.720027,0.558403,2,0.13679357449657
319849,CO_4019,CO,4019,8.5256,7.0709,39.9138,0.990194,0.978187,0.952187,0.898413,0.797051,2,0.42041647295803
319850,CO_4020,CO,4020,10.4767,7.2365,3.0,0.850066,0.774647,0.675761,0.55823,0.433792,2,0.033538468959472
319851,CO_4022,CO,4022,10.04,9.6425,4.0,0.806473,0.783578,0.758786,0.732125,0.703667,2,0.0412438314801295
319852,CO_4025,CO,4025,8.639,7.495,32.2341,0.988526,0.977438,0.956111,0.91635,0.846356,2,0.31975735880863
319853,CO_4026,CO,4026,10.23,10.8117,2.0,0.662798,0.662798,0.662798,0.662798,0.662798,2,0.0196351251235341
319854,CO_4027,CO,4027,9.9967,11.6667,3.0,0.655281,0.655281,0.655281,0.655281,0.655281,2,0.0311233873016494
319855,CO_4030,CO,4030,9.0357,8.413,15.4615,0.96148,0.942679,0.915508,0.877135,0.824673,2,0.168030066756813
319856,CO_4031,CO,4031,10.1585,9.3175,4.1226,0.826338,0.797169,0.764497,0.728355,0.688923,2,0.0459312915155384
319857,CO_4032,CO,4032,10.4667,10.7067,3.0,0.747812,0.747812,0.747812,0.747812,0.747812,2,0.0302176724060446
319858,CO_4033,CO,4033,8.5884,6.6501,24.802,0.973234,0.944516,0.888515,0.788641,0.635953,2,0.247157731969745
319859,CO_4034,CO,4034,10.2242,10.5854,4.7657,0.819863,0.819863,0.819863,0.819863,0.819863,2,0.0498535402752106
319860,CO_4035,CO,4035,10.34,6.9817,5.0,0.897777,0.834514,0.743295,0.624424,0.488395,2,0.0497543878355097
319861,CO_4036,CO,4036,10.0245,6.1623,12.4492,0.966964,0.933322,0.870027,0.76197,0.604877,2,0.127218417201473
319862,CO_4037,CO,4037,10.4259,6.7964,3.4569,0.871144,0.792485,0.683267,0.54926,0.407704,2,0.0344622354267524
319863,CO_4038,CO,4038,9.573,14.7617,3.3334,0.378293,0.378293,0.378293,0.378293,0.378293,2,0.0308195731464179
319864,CO_4039,CO,4039,7.8879,14.7652,4.7199,0.123198,0.123198,0.123198,0.123198,0.123198,2,0.0475268585215848
319865,CO_4040,CO,4040,10.0467,11.8096,3.0,0.653433,0.653433,0.653433,0.653433,0.653433,2,0.0332016038632539
319866,CO_4042,CO,4042,8.5144,14.6916,3.3939,0.169502,0.169502,0.169502,0.169502,0.169502,2,0.0340969501942548
319867,CO_4043,CO,4043,10.2871,10.2826,3.4153,0.772167,0.772167,0.772167,0.772167,0.772167,2,0.0373039736859885
319868,CO_4045,CO,4045,8.9357,7.9384,36.4018,0.996616,0.993525,0.987645,0.976552,0.955944,2,0.382769070147301
319869,CO_4046,CO,4046,10.3167,8.382,3.0,0.820034,0.766952,0.703866,0.631898,0.553536,2,0.0286805712868567
319870,CO_4049,CO,4049,9.3185,5.5234,18.9054,0.975765,0.94322,0.872673,0.738751,0.538468,2,0.211778648779117
319871,CO_4052,CO,4052,10.6254,4.6428,2.4182,0.886652,0.762228,0.5678,0.349969,0.180757,2,0.0235498742678225
319872,CO_4055,CO,4055,8.9248,9.8325,5.2929,0.775645,0.753778,0.730519,0.705921,0.680062,2,0.056310681426498
319873,CO_4057,CO,4057,10.5373,3.9035,2.26,0.90349,0.77432,0.55703,0.315477,0.144502,2,0.0241894249564201
319874,CO_4059,CO,4059,8.5721,9.0927,32.9566,0.993656,0.990097,0.984571,0.976036,0.962958,2,0.348304878198566
319875,CO_4060,CO,4060,10.2913,8.4248,2.9408,0.816564,0.764019,0.701916,0.631356,0.55469,2,0.0320066471099101
319876,CO_4062,CO,4062,10.7567,10.7558,3.0,0.76833,0.76833,0.76833,0.76833,0.76833,2,0.0289621170164587
319877,CO_4063,CO,4063,10.49,8.8655,3.0,0.807572,0.765445,0.717323,0.663667,0.605429,2,0.0338726615622196
319878,CO_4064,CO,4064,9.5271,13.4414,4.5131,0.566842,0.566842,0.566842,0.566842,0.566842,2,0.044506014910129
319879,CO_4065,CO,4065,10.5667,12.868,3.0,0.680922,0.680922,0.680922,0.680922,0.680922,2,0.028530212711354
319880,CO_4066,CO,4066,10.52,9.1888,2.0,0.753911,0.716093,0.674969,0.630959,0.584656,2,0.0192692135061111
319881,CO_4067,CO,4067,9.88,9.6553,2.0,0.712812,0.686956,0.659883,0.631723,0.602636,2,0.018970839912078
319882,CO_4069,CO,4069,8.9227,8.8189,17.0983,0.965674,0.951155,0.930932,0.903189,0.865908,2,0.1801801966029
319883,CO_4070,CO,4070,9.8067,8.6982,3.0,0.802975,0.75545,0.700733,0.639614,0.573609,2,0.0290955524869936
319884,CO_4071,CO,4071,9.6198,7.6844,11.0559,0.951726,0.923225,0.880019,0.817309,0.731811,2,0.121135726342514
319885,CO_4072,CO,4072,9.308,7.6286,5.0,0.88398,0.82845,0.753746,0.659868,0.551496,2,0.0518678744858867
319886,CO_4073,CO,4073,9.4961,9.0141,4.1799,0.816464,0.778092,0.734308,0.685378,0.631954,2,0.0399667648779606
319887,CO_4074,CO,4074,9.8718,11.7771,3.1832,0.644538,0.644538,0.644538,0.644538,0.644538,2,0.0355366021754987
319888,CO_4075,CO,4075,9.0957,8.8025,7.0,0.87301,0.836944,0.793063,0.741027,0.681167,2,0.0778123355703646
319889,CO_4076,CO,4076,10.41,7.2026,2.0,0.826066,0.742726,0.637003,0.516137,0.393353,2,0.0219848282642405
319890,CO_4078,CO,4078,10.028,8.4078,5.0,0.870971,0.828156,0.774807,0.710682,0.636855,2,0.0550671724781817
319891,CO_4079,CO,4079,8.808,7.3388,22.1367,0.976754,0.957099,0.922152,0.862818,0.76956,2,0.226094723752674
319892,CO_4080,CO,4080,9.856,9.6189,5.0,0.833123,0.810915,0.786509,0.759886,0.731078,2,0.0563493269402426
319893,CO_4081,CO,4081,10.073,8.4937,3.4396,0.828093,0.7791,0.72085,0.654061,0.580589,2,0.0341979936429377
319894,CO_4084,CO,4084,10.6143,4.7044,6.2995,0.928441,0.838926,0.676457,0.456315,0.252012,2,0.0665891815333467
319895,CO_4085,CO,4085,10.285,8.1054,2.0,0.796176,0.731584,0.655381,0.570254,0.480758,2,0.0203654457050192
319896,CO_4086,CO,4086,10.22,5.9128,2.0,0.873289,0.774788,0.631983,0.461557,0.299666,2,0.0230288900339232
319897,CO_4087,CO,4087,9.9484,7.3228,3.3679,0.864216,0.795876,0.704885,0.594024,0.472672,2,0.0336518539312535
319898,CO_4088,CO,4088,10.4225,5.5218,5.221,0.91648,0.834235,0.697714,0.514229,0.326826,2,0.0543830235846293
319899,CO_4089,CO,4089,10.245,6.3559,2.0,0.859093,0.765061,0.634945,0.481596,0.331637,2,0.0196394488496292
