ObjectId,Permit_Number,Effective_Date,Expiration_Date,Permit_Type,Applicant,Street_Address,City,State,ZIP_Code,Permit_Subtype,Permit_Description,Permit_Type_Code,Subtype_Code,ID
108,24751,2011-11-30 00:00:00,2016-11-30 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,7800 ST ANDREWS CHURCH RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,DAIRY MART #3235,GAS,STG2,1131
109,24752,2011-11-30 00:00:00,2016-11-30 00:00:00,APCD Gasoline Dispense Permit,JEFFERSON COUNTY PUBLIC SCHOOL,3686 PARTHENIA AVE,LOUISVILLE,KY,40215,Gas Dispen Facility Stage I,NICHOLS GARAGE,GAS,STG1,1132
110,24753,2014-07-01 00:00:00,2016-07-01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,2000 7TH STREET RD,LOUISVILLE,KY,40208,Gas Dispen Facility Stage II,THORNTON OIL #061,GAS,STG2,1133
111,24754,2011-07-01 00:00:00,2016-07-01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,11721 GATEWORTH WAY,MIDDLETOWN,KY,40299,Gas Dispen Facility Stage II,DAIRY MART #3236,GAS,STG2,1134
112,24756,2013-12-15 00:00:00,2018-12-15 00:00:00,APCD Gasoline Dispense Permit,NUGENT SAND COMPANY,1833 RIVER RD,LOUISVILLE,KY,40206,Gas Dispen Facility Stage I,NUGENT SAND COMPANY,GAS,STG1,1135
113,24757,2011-12-31 00:00:00,2016-12-31 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,1521 DIXIE HWY,LOUISVILLE,KY,40210,Gas Dispen Facility Stage II,THORNTON OIL #093,GAS,STG2,1136
114,24758,2016-01-28 00:00:00,2018-01-28 00:00:00,APCD Gasoline Dispense Permit,MACS CONVENIENCE STORES LLC,4700 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage II,Circle K #3237,GAS,STG2,1137
115,24759,2015-10-31 00:00:00,2020-10-31 00:00:00,APCD Gasoline Dispense Permit,T.M.C. TRUCK REPAIR,2111 PRODUCTION DR,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage I,TMC TRUCK REPAIR,GAS,STG1,1138
116,24760,2011-10-30 00:00:00,2016-10-30 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,8615 NATIONAL TPKE,LOUISVILLE,KY,40118,Gas Dispen Facility Stage II,DAIRY MART #3242,GAS,STG2,1139
117,24761,2014-08-01 00:00:00,2016-08-01 00:00:00,APCD Gasoline Dispense Permit,SHORTY'S DIXIE LLC,931 DIXIE HWY,LOUISVILLE,KY,40210,Gas Dispen Facility Stage II,SHORTY'S FOOD MART #1,GAS,STG2,1140
118,24762,2012-05-15 00:00:00,2017-05-15 00:00:00,APCD Gasoline Dispense Permit,SINGH PETRO 2 INC,7845 PRESTON HWY,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,OUTERLOOP SHELL,GAS,STG2,1141
119,24762,2012-05-15 00:00:00,2017-05-15 00:00:00,APCD Gasoline Dispense Permit,"SINGH PETRO 11, INC",7845 PRESTON HWY,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,OUTERLOOP SHELL,GAS,STG2,1142
120,24764,2011-04-30 00:00:00,2016-04-30 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,1804 BLANKENBAKER PKY,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage II,THORNTON OIL #094,GAS,STG2,1143
121,24765,2015-12-16 00:00:00,2017-12-16 00:00:00,APCD Gasoline Dispense Permit,THOROUGHBRED ENERGY LLC,1123 S FLOYD ST,LOUISVILLE,KY,40203,Gas Dispen Facility Stage II,Minit Mart # 683 - Jefferson Supply,GAS,STG2,1144
122,24765,2015-12-16 00:00:00,2017-12-16 00:00:00,APCD Gasoline Dispense Permit,"TA Operating, LLC",1123 S FLOYD ST,LOUISVILLE,KY,40203,Gas Dispen Facility Stage II,Minit Mart # 683 - Jefferson Supply,GAS,STG2,1145
123,24766,2011-12-02 00:00:00,2016-12-02 00:00:00,APCD Gasoline Dispense Permit,SHADHI LLC,5050 BILLTOWN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage II,JAY FOOD MART 1,GAS,STG2,1146
124,24658,2014-01-31 00:00:00,2019-01-31 00:00:00,APCD Gasoline Dispense Permit,STANDARD COUNTRY CLUB,8208 STANDARD CLUB LN,LOUISVILLE,KY,40241,Gas Dispen Facility Stage I,STANDARD COUNTRY CLUB,GAS,STG1,1147
125,24659,2011-12-15 00:00:00,2016-12-15 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,3001 FERN VALLEY RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage II,MAC'S #110,GAS,STG2,1148
126,24660,2011-11-15 00:00:00,2016-11-15 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9200 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,CIRCLE K #111,GAS,STG2,1149
127,24661,2016-01-31 00:00:00,2018-01-31 00:00:00,APCD Gasoline Dispense Permit,MACS CONVENIENCE STORES LLC,1330 S HURSTBOURNE PKY,HURSTBOURNE,KY,40222,Gas Dispen Facility Stage II,MAC'S #112,GAS,STG2,1150
128,24662,2012-01-15 00:00:00,2017-01-15 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9619 WHIPPS MILL RD,LYNDON,KY,40242,Gas Dispen Facility Stage II,CIRCLE K #117,GAS,STG2,1151
129,24664,2012-03-31 00:00:00,2017-03-31 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,6204 SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,Gas Dispen Facility Stage II,CIRCLE K #134,GAS,STG2,1152
130,24665,2012-02-28 00:00:00,2017-02-28 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,6517 PRESTON HWY,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,CIRCLE K #137,GAS,STG2,1153
131,24666,2014-02-28 00:00:00,2019-02-28 00:00:00,APCD Gasoline Dispense Permit,OXMOOR GOLF & STEEPLECHASE,9000 LIMEHOUSE LN,LOUISVILLE,KY,40220,Gas Dispen Facility Stage I,OXMOOR GOLF & STEEPLECHASE,GAS,STG1,1154
132,24667,2009-06-19 00:00:00,2014-06-19 00:00:00,APCD Gasoline Dispense Permit,SUD-CHEMIE INC. WEST PLANT,1227 S 12TH ST,LOUISVILLE,KY,40210,Gas Dispen Facility Stage I,SUD CHEMIE WEST PLANT,GAS,STG1,1155
133,24668,2011-05-29 00:00:00,2016-05-29 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9401 WESTPORT RD,MEADOW VALE,KY,40241,Gas Dispen Facility Stage II,CIRCLE K #131,GAS,STG2,1156
134,24669,2012-01-31 00:00:00,2017-01-31 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9602 TAYLORSVILLE RD,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage II,MAC'S #3221,GAS,STG2,1157
135,24670,2011-12-31 00:00:00,2016-12-31 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,1255 W ASHLAND AVE,LOUISVILLE,KY,40215,Gas Dispen Facility Stage II,MAC'S #3224,GAS,STG2,1158
136,24672,2011-11-30 00:00:00,2016-11-30 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,7201 FEGENBUSH LN,LOUISVILLE,KY,40228,Gas Dispen Facility Stage II,CIRCLE K #3225,GAS,STG2,1159
137,24674,2012-01-10 00:00:00,2017-01-10 00:00:00,APCD Gasoline Dispense Permit,PAUL'S FOOD MART,3420 FRANKFORT AVE,ST MATTHEWS,KY,40207,Gas Dispen Facility Stage II,PAUL'S FOOD MART,GAS,STG2,1160
138,24675,2011-09-02 00:00:00,2016-09-02 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,4600 WATTBOURNE LN,LOUISVILLE,KY,40299,Gas Dispen Facility Stage II,MAC'S #3240,GAS,STG2,1161
139,24676,2015-09-02 00:00:00,2017-09-02 00:00:00,APCD Gasoline Dispense Permit,Mac's Convenience Stores,1630 ARTHUR ST,LOUISVILLE,KY,40208,Gas Dispen Facility Stage II,Circle K #0075,GAS,STG2,1162
140,24677,2011-12-15 00:00:00,2016-12-15 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,4300 SHELBYVILLE RD,ST MATTHEWS,KY,40207,Gas Dispen Facility Stage II,CIRCLE K #0106,GAS,STG2,1163
141,24678,2015-07-01 00:00:00,2020-07-01 00:00:00,APCD Gasoline Dispense Permit,SUNBELT EQUIPMENT RENTAL,3505 BASHFORD AVE,WEST BUECHEL,KY,40218,Gas Dispen Facility Stage I,SUNBELT RENTALS BASHFORD AVE,GAS,STG1,1164
142,24680,2012-04-30 00:00:00,2017-04-30 00:00:00,APCD Gasoline Dispense Permit,REGIONAL AIRPORT AUTHORITY,4320 OLD PARK BLVD,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,AIRPORT MAINT. FUEL FACILITY,GAS,STG1,1165
143,24681,2016-05-23 00:00:00,2018-05-23 00:00:00,APCD Gasoline Dispense Permit,MANLEY'S WHITE LIGHTNING INC.,7205 MANSLICK RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,MANLEY'S  WHITE LIGHTNING,GAS,STG2,1166
144,24682,2010-11-16 00:00:00,2015-11-16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,10200 TAYLORSVILLE RD,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage II,SWIFTY OIL,GAS,STG2,1167
145,24683,2015-08-12 00:00:00,2020-08-12 00:00:00,APCD Gasoline Dispense Permit,MANNING EQUIPMENT COMPANY,12000 WESTPORT RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,MANNING EQUIPMENT,GAS,STG1,1168
146,24684,2011-05-01 00:00:00,2016-05-01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,2700 FERN VALLEY RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage II,THORNTON OIL #021,GAS,STG2,1169
147,24685,2010-11-16 00:00:00,2015-11-16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,3611 DIXIE HWY,SHIVELY,KY,40216,Gas Dispen Facility Stage II,SWIFTY OIL #0022,GAS,STG2,1170
148,24686,2008-11-01 00:00:00,2013-11-01 00:00:00,APCD Gasoline Dispense Permit,MARTIN & MCDONALD CO.,4650 ASTOR RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage I,MARTIN & MCDONALD COMPANY,GAS,STG1,1171
149,24688,2014-07-01 00:00:00,2016-07-01 00:00:00,APCD Gasoline Dispense Permit,MEIJER GREAT LAKES LP,4600 S HURSTBOURNE PKY,LOUISVILLE,KY,40299,Gas Dispen Facility Stage II,MEIJER #160,GAS,STG2,1172
150,24689,2011-01-16 00:00:00,2016-01-16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,619 OUTER LOOP,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,SWIFTY OIL #0187,GAS,STG2,1173
151,24576,2014-07-01 00:00:00,2016-07-01 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,2710 W BROADWAY,LOUISVILLE,KY,40211,Gas Dispen Facility Stage II,KROGER FUEL L-327,GAS,STG2,974
152,24577,2012-01-01 00:00:00,2017-01-01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,8325 PRESTON HWY,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,SPEEDWAY #9705,GAS,STG2,975
153,24580,2014-05-31 00:00:00,2016-05-31 00:00:00,APCD Gasoline Dispense Permit,KROGER LIMITED PARTERSHIP 1,3065 BRECKENRIDGE LN,LOUISVILLE,KY,40220,Gas Dispen Facility Stage II,KROGER FUEL L-346,GAS,STG2,976
154,24581,2015-04-01 15:13:00,2017-04-01 15:13:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4239 POPLAR LEVEL RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage II,SPEEDWAY #9709,GAS,STG2,977
155,24582,2015-05-09 00:00:00,2017-05-09 00:00:00,APCD Gasoline Dispense Permit,KROGER LIMITED PARTNERSHIP 1,12501 SHELBYVILLE RD,MIDDLETOWN,KY,40243,Gas Dispen Facility Stage II,KROGER FUEL L-356,GAS,STG2,978
156,24583,2015-10-31 00:00:00,2020-10-31 00:00:00,APCD Gasoline Dispense Permit,CENTRAL STATE HOSPITAL,10510 LA GRANGE RD,LOUISVILLE,KY,40223,Gas Dispen Facility Stage I,CENTRAL STATE HOSPITAL,GAS,STG1,979
157,24584,2012-02-28 00:00:00,2017-02-28 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,6900 BARDSTOWN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage II,KROGER FUEL L-360,GAS,STG2,980
158,24586,2014-03-30 00:00:00,2019-03-30 00:00:00,APCD Gasoline Dispense Permit,KEMPER INC.,10207 MARY DELL LN,LOUISVILLE,KY,40299,Gas Dispen Facility Stage I,CHARLIE VETTINER GOLF,GAS,STG1,981
159,24587,2011-04-01 00:00:00,2016-04-01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,7933 FEGENBUSH LN,LOUISVILLE,KY,40228,Gas Dispen Facility Stage II,SPEEDWAY #9710,GAS,STG2,982
160,24589,2015-02-28 00:00:00,2017-02-28 00:00:00,APCD Gasoline Dispense Permit,KROGER LIMITED PARTNERSHIP I,5001 MUD LN,LOUISVILLE,KY,40229,Gas Dispen Facility Stage II,KROGER  L-366,GAS,STG2,983
161,24590,2012-03-30 00:00:00,2017-03-30 00:00:00,APCD Gasoline Dispense Permit,CHURCHILL DOWNS INC,700 CENTRAL AVE,LOUISVILLE,KY,40208,Gas Dispen Facility Stage I,CHURCHILL DOWNS INC.,GAS,STG1,984
162,24614,2010-09-30 00:00:00,2015-09-30 00:00:00,APCD Gasoline Dispense Permit,KENTUCKY AIR NATIONAL GUARD,1101 GRADE LN,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,KENTUCKY AIR NATIONAL GUARD,GAS,STG1,985
163,24615,2016-05-02 00:00:00,2021-05-02 00:00:00,APCD Gasoline Dispense Permit,"KENTUCKY CONTAINER SERVICE, INC",6301 GEIL LN,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,KY CONTAINER SERVICE INC,GAS,STG1,986
164,24616,2011-11-30 00:00:00,2016-11-30 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,2649 HELM ST,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,METRO PARKS SHOP HELM ST,GAS,STG1,987
165,24617,2013-10-31 00:00:00,2018-10-31 00:00:00,APCD Gasoline Dispense Permit,COMMONWEALTH ROOFING CORP,1449 HUGH AVE,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,COMMONWEALTH ROOFING,GAS,STG1,988
166,24618,2015-10-31 00:00:00,2020-10-31 00:00:00,APCD Gasoline Dispense Permit,KENTUCKY FAIR & EXPOSITION CEN,937 PHILLIPS LN,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,KY FAIR & EXPOSITION CENTER,GAS,STG1,989
167,24620,2015-11-15 00:00:00,2020-11-15 00:00:00,APCD Gasoline Dispense Permit,"LAKE FOREST COUNTRY CLUB, INC",14700 LANDMARK DR,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,LAKE FOREST COUNTRY CLUB,GAS,STG1,990
168,24621,2011-01-31 00:00:00,2016-01-31 00:00:00,APCD Gasoline Dispense Permit,CONTAINERPORT GROUP,1803 SOUTH PARK RD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,CONTAINERPORT GROUP,GAS,STG1,991
169,24622,2011-10-01 00:00:00,2016-10-01 00:00:00,APCD Gasoline Dispense Permit,"DURAMART, INC.",1480 S 7TH ST,LOUISVILLE,KY,40208,Gas Dispen Facility Stage II,DURA MART,GAS,STG2,992
170,24623,2014-07-01 00:00:00,2019-07-01 00:00:00,APCD Gasoline Dispense Permit,Larry Helm Seeding & Sodding Co. Inc.,4305 OLD HEADY RD,LOUISVILLE,KY,40299,Gas Dispen Facility Stage I,Larry Helm Seeding & Sodding Co. Inc.,GAS,STG1,993
171,24624,1997-10-01 00:00:00,2002-10-01 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE GAS & ELECTRIC COMP,5252 CANE RUN RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage I,LG&E CANE RUN STATION,GAS,STG1,994
172,24625,2014-05-10 00:00:00,2016-05-10 00:00:00,APCD Gasoline Dispense Permit,COSTCO WHOLESALE CORPORATION,5020 NORTON HEALTHCARE BLVD,LOUISVILLE,KY,40241,Gas Dispen Facility Stage II,COSTCO GASOLINE,GAS,STG2,995
173,24626,2004-10-01 00:00:00,2008-10-01 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE GAS & ELECTRIC COMP,14660 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage I,LG&E MILL CREEK STATION,GAS,STG1,996
174,24629,2014-01-16 00:00:00,2016-01-16 00:00:00,APCD Gasoline Dispense Permit,SPEEDY MART CORP,2720 CRUMS LN,SHIVELY,KY,40216,Gas Dispen Facility Stage II,SPEEDY MART #39,GAS,STG2,997
175,24629,2014-01-16 00:00:00,2016-01-16 00:00:00,APCD Gasoline Dispense Permit,Lambha Inc.,2720 CRUMS LN,SHIVELY,KY,40216,Gas Dispen Facility Stage II,SPEEDY MART #39,GAS,STG2,998
176,24630,2014-06-02 00:00:00,2016-06-02 00:00:00,APCD Gasoline Dispense Permit,Lickety Split Food Mart & Gas,5440 NEW CUT RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,LICKETY SPLIT FOOD/GAS,GAS,STG2,999
177,24630,2014-06-02 00:00:00,2016-06-02 00:00:00,APCD Gasoline Dispense Permit,KHODYAR LLC,5440 NEW CUT RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,LICKETY SPLIT FOOD/GAS,GAS,STG2,1000
178,24631,2014-01-16 00:00:00,2019-01-16 00:00:00,APCD Gasoline Dispense Permit,CSX TRANSPORTATION,1200 DON HUTSON BLVD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,CSX TRANSPORTATION INC,GAS,STG1,1001
179,24633,2011-08-31 00:00:00,2016-08-31 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE CEMETERY TRUST,1339 POPLAR LEVEL RD,LOUISVILLE,KY,40217,Gas Dispen Facility Stage I,LOUISVILLE CEMETERY,GAS,STG1,1002
180,24634,2015-08-01 00:00:00,2017-08-01 00:00:00,APCD Gasoline Dispense Permit,NARAYAN MUNI FOOD LLC,13815 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,DONGAR FOODMART #0542,GAS,STG2,1003
181,24592,2016-01-01 00:00:00,2018-01-01 00:00:00,APCD Gasoline Dispense Permit,KROGER LIMITED PARTNERSHIP,9080 TAYLORSVILLE RD,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage II,KROGER  L-379,GAS,STG2,1004
182,24593,2011-12-01 00:00:00,2016-12-01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4547 TAYLORSVILLE RD,HURSTBOURNE ACRES,KY,40220,Gas Dispen Facility Stage II,SPEEDWAY #9712,GAS,STG2,1005
183,24594,2015-01-12 00:00:00,2017-01-12 00:00:00,APCD Gasoline Dispense Permit,Mac's Convenience Stores,309 E ST CATHERINE ST,LOUISVILLE,KY,40203,Gas Dispen Facility Stage II,CIRCLE K #3296,GAS,STG2,1006
184,24595,2011-11-01 00:00:00,2016-11-01 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,3917 7TH STREET RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage II,KROGER FUEL L-191,GAS,STG2,1007
185,24596,2011-01-16 00:00:00,2016-01-16 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9111 BLUE LICK RD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,CIRCLE K #0109,GAS,STG2,1008
186,24597,2012-01-31 00:00:00,2017-01-31 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,5244 DIXIE HWY,LOUISVILLE,KY,40216,Gas Dispen Facility Stage II,KROGER FUEL L-385,GAS,STG2,1009
187,24598,2011-12-01 00:00:00,2016-12-01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4340 CANE RUN RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage II,SPEEDWAY #9714,GAS,STG2,1010
188,24599,2016-03-01 00:00:00,2018-03-01 00:00:00,APCD Gasoline Dispense Permit,KROGER LIMITED PARTNERSHIP I,2000 HIKES LN,WEST BUECHEL,KY,40218,Gas Dispen Facility Stage II,KROGER FUEL L-729,GAS,STG2,1011
189,24600,2014-01-01 00:00:00,2016-01-01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4900 OUTER LOOP,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,SPEEDWAY #9783,GAS,STG2,1012
190,24601,2011-12-14 00:00:00,2016-12-14 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,12623 TAYLORSVILLE RD,LOUISVILLE,KY,40299,Gas Dispen Facility Stage II,KROGER FUEL L-743,GAS,STG2,1013
191,24602,2014-04-08 00:00:00,2016-04-08 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,3137 S 3RD ST,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,KROGER FUEL L-752,GAS,STG2,1014
192,24603,2014-09-30 00:00:00,2016-09-30 00:00:00,APCD Gasoline Dispense Permit,Mac's Convenience Stores,8801 3RD STREET RD,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,CIRCLE K #0119,GAS,STG2,1015
193,24605,2015-04-01 08:01:00,2017-04-01 00:00:00,APCD Gasoline Dispense Permit,NIGAM ENTERPRISES LLC,1620 S HURSTBOURNE PKY,JEFFERSONTOWN,KY,40220,Gas Dispen Facility Stage II,HURSTBOURNE FOOD CENTER,GAS,STG2,1016
194,24606,2011-09-01 00:00:00,2016-09-01 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,524 N 35TH ST,LOUISVILLE,KY,40212,Gas Dispen Facility Stage II,KROGER FUEL L-763,GAS,STG2,1017
195,24607,2011-07-14 00:00:00,2016-07-14 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,9507 WESTPORT RD,MEADOW VALE,KY,40241,Gas Dispen Facility Stage II,KROGER FUEL L-764,GAS,STG2,1018
196,24608,2012-03-12 00:00:00,2017-03-12 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,5414 VALLEY STATION RD,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,CIRCLE K #3303,GAS,STG2,1019
197,24610,2014-06-07 00:00:00,2016-06-07 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,12701 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,KROGER FUEL L-780,GAS,STG2,1020
198,24611,2016-05-01 00:00:00,2021-05-01 00:00:00,APCD Gasoline Dispense Permit,CITY OF ANCHORAGE,1306 EVERGREEN RD,ANCHORAGE,KY,40223,Gas Dispen Facility Stage I,Anchorage Public Works,GAS,STG1,1021
199,24613,2011-06-01 00:00:00,2016-06-01 00:00:00,APCD Gasoline Dispense Permit,"SHORTY'S BROADWAY #4, LLC.",1711 W BROADWAY,LOUISVILLE,KY,40203,Gas Dispen Facility Stage II,SHORTY'S FOOD MART #4,GAS,STG2,1022
200,24463,2014-12-15 00:00:00,2016-12-15 00:00:00,APCD Gasoline Dispense Permit,SANJAY   TEOTIA,4406 TAYLOR BLVD,LOUISVILLE,KY,40215,Gas Dispen Facility Stage II,SPEEDY MART #22,GAS,STG2,1023
201,GO-15-1009,2015-05-15 00:00:00,2017-05-15 00:00:00,APCD Gasoline Dispense Permit,ROHIT PATEL,7519 MOUNT WASHINGTON RD,LOUISVILLE,KY,40229,Gas Dispen Facility Stage II,Cedar Creek Corner Store,GAS,STG2,924
202,GO-15-1000,2015-02-25 00:00:00,2017-02-25 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,8015 SHELBYVILLE RD,LYNDON,KY,40222,Gas Dispen Facility Stage II,SPEEDWAY #9392,GAS,STG2,925
203,GO-16-1001,2016-02-15 00:00:00,2018-02-15 00:00:00,APCD Gasoline Dispense Permit,THORNTONS INC,3255 BARDSTOWN RD,LOUISVILLE,KY,40205,Gas Dispen Facility Stage II,THORNTONS INC  #163,GAS,STG2,926
204,GO-16-1000,2016-02-22 00:00:00,2021-02-22 00:00:00,APCD Gasoline Dispense Permit,UNITED RENTALS,4019 PRODUCE RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage I,UNITED RENTALS INC,GAS,STG1,927
205,24524,2015-12-01 00:00:00,2017-12-01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,12102 SHELBYVILLE RD,MIDDLETOWN,KY,40243,Gas Dispen Facility Stage II,SPEEDWAY #9643,GAS,STG2,928
206,24526,2011-04-30 00:00:00,2016-04-30 00:00:00,APCD Gasoline Dispense Permit,JASUI R SINGH,3039 TAYLOR BLVD,LOUISVILLE,KY,40208,Gas Dispen Facility Stage II,TAYLOR BP,GAS,STG2,929
207,24527,2016-05-16 00:00:00,2018-05-16 00:00:00,APCD Gasoline Dispense Permit,S & M CORP. INC.,1054 BARRET AVE,LOUISVILLE,KY,40204,Gas Dispen Facility Stage II,S & M CORPORATION INC.,GAS,STG2,930
208,24528,2012-02-28 00:00:00,2017-02-28 00:00:00,APCD Gasoline Dispense Permit,HORTON FRUIT,4701 JENNINGS LN,WATTERSON PARK,KY,40218,Gas Dispen Facility Stage I,HORTON FRUIT CO INC,GAS,STG1,931
209,24529,2012-01-01 00:00:00,2017-01-01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,7400 3RD STREET RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,SPEEDWAY #9645,GAS,STG2,932
210,24530,2015-06-30 00:00:00,2017-06-30 00:00:00,APCD Gasoline Dispense Permit,BURBANK CHEVRON,1001 BRECKENRIDGE LN,ST MATTHEWS,KY,40207,Gas Dispen Facility Stage II,K & V OIL CO,GAS,STG2,933
211,24530,2015-06-30 00:00:00,2017-06-30 00:00:00,APCD Gasoline Dispense Permit,K & V OIL INC,1001 BRECKENRIDGE LN,ST MATTHEWS,KY,40207,Gas Dispen Facility Stage II,K & V OIL CO,GAS,STG2,934
212,24531,2006-11-01 00:00:00,2015-11-01 00:00:00,APCD Gasoline Dispense Permit,HUNT TRACTOR INC.,1000 E MARKET ST,LOUISVILLE,KY,40206,Gas Dispen Facility Stage I,HUNT TRACTOR INC MARKET ST,GAS,STG1,935
213,24532,2011-01-02 00:00:00,2016-01-02 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,3915 DIXIE HWY,SHIVELY,KY,40216,Gas Dispen Facility Stage II,SPEEDWAY #9646,GAS,STG2,936
