Facilty_Number,Facility_Name,Address,Zip,Area_Number,Program_Code,Establishment_Type,Status,Score_Recent,DateRecent,Score2,Date2,Score3,Date3,ObjectId
75577,ISLAMIC SCHOOL OF LOUISVILLE,8215 OLD WESTPORT ROAD,40222,25,635,SCHOOLS,ACTIVE,100,2023/03/21 00:00:00,100,2022/11/29 00:00:00,98,2022/05/10 00:00:00,387
75650,HOMEWOOD SUITES,9401 HURSTBOURNE TRACE,40222,25,620,HOTEL / MOTEL,ACTIVE,92,2022/12/19 00:00:00,92,2021/11/18 00:00:00,94,2019/02/06 00:00:00,388
75780,21C MUSEUM HOTEL,700 W. MAIN ST,40202,24,620,HOTEL / MOTEL,ACTIVE,100,2023/01/20 00:00:00,96,2022/01/25 00:00:00,100,2021/02/08 00:00:00,389
56907,KENNEDY ELEMENTARY SCHOOL,4515 TAYLORSVILLE RD,40220,29,635,SCHOOLS,ACTIVE,100,2023/02/01 00:00:00,96,2022/09/07 00:00:00,100,2022/02/22 00:00:00,390
75858,RESIDENCE INN LOUISVILLE DWNTN,333 E. MARKET ST,40202,26,620,HOTEL / MOTEL,ACTIVE,96,2022/12/22 00:00:00,96,2021/12/09 00:00:00,92,2019/12/30 00:00:00,391
59262,INTOWN SUITES LOUISVILLE SO.,6623 PRESTON HIGHWAY,40219,27,620,HOTEL / MOTEL,ACTIVE,100,2023/05/01 00:00:00,92,2021/12/15 00:00:00,86,2019/11/21 00:00:00,392
77273,CHRISTIAN ACADEMY OF LOUISVILLE SW,8307 ST ANDREWS CHURCH RD,40258,23,635,SCHOOLS,ACTIVE,100,2023/05/03 00:00:00,95,2022/11/22 00:00:00,100,2022/04/12 00:00:00,393
77274,USPIRITUS,2125 GOLDSMITH LANE,40218,29,635,SCHOOLS,ACTIVE,95,2023/02/22 00:00:00,100,2022/09/12 00:00:00,98,2022/03/31 00:00:00,394
77738,HIGHLANDS LATIN SCHOOL,2800 FRANKFORT AVE,40206,26,635,SCHOOLS,ACTIVE,98,2023/03/09 00:00:00,94,2022/09/09 00:00:00,96,2022/04/27 00:00:00,395
77774,ST JAMES ACADEMY,4049 S. 5TH STREET,40214,28,635,SCHOOLS,ACTIVE,100,2023/03/14 00:00:00,91,2022/11/03 00:00:00,96,2022/03/22 00:00:00,396
78776,JAMES E. FARMER ELEMENTARY SCHOOL,6405 GELHAUS LANE,40299,22,635,SCHOOLS,ACTIVE,100,2023/02/17 00:00:00,98,2022/09/08 00:00:00,100,2022/02/11 00:00:00,397
78777,JOSEPH STOPHER ELEMENTARY SCHOOL,14417 AIKEN ROAD,40245,25,635,SCHOOLS,ACTIVE,100,2023/05/04 00:00:00,96,2022/11/22 00:00:00,100,2022/03/17 00:00:00,398
78976,ECONO LODGE,6109 PRESTON HWY,40219,27,620,HOTEL / MOTEL,ACTIVE,88,2022/10/19 00:00:00,87,2021/12/13 00:00:00,96,2020/05/27 00:00:00,399
79117,INTOWN SUITES EXTENDED STAY,11405 WESTPORT ROAD,40241,25,620,HOTEL / MOTEL,ACTIVE,81,2022/03/09 00:00:00,86,2021/03/29 00:00:00,82,2020/01/13 00:00:00,400
114770,FAMILY TRADITION TATTOO AND PIERCING STUDIO,10502 DIXIE HWY,40272,23,644,BODY PIERCING STUDIO,ACTIVE,100,2023/01/05 00:00:00,94,2022/03/21 00:00:00,0,,401
114772,TATTOO SALVATION,632 E MARKET ST,40202,24,634,TATTOO STUDIO,ACTIVE,100,2022/09/30 00:00:00,97,2022/03/22 00:00:00,0,,402
114873,HOLIDAY INN EXPRESS,3711 CHAMBERLAIN LANE,40241,21,620,HOTEL / MOTEL,ACTIVE,92,2022/11/29 00:00:00,0,,0,,403
115034,RED ROOF INN LOUISVILLE EAST,9330 BLAIRWOOD RD,40222,29,620,HOTEL / MOTEL,ACTIVE,92,2022/11/11 00:00:00,0,,0,,404
115171,HOMEWOOD SUITES,130 CENTRAL AVE,40209,28,620,HOTEL / MOTEL,ACTIVE,96,2023/01/30 00:00:00,71,2022/04/28 00:00:00,0,,405
115587,DEKALASH WESTPORT VILLAGE,1321 HERR LANE SUITE 155,40222,29,634,TATTOO STUDIO,ACTIVE,91,2023/05/25 00:00:00,92,2022/06/06 00:00:00,0,,406
115823,TRANSFORMASON'S BARBER STUDIO,5000 SHELBYVILE RD #1110,40207,25,634,TATTOO STUDIO,ACTIVE,92,2023/05/01 00:00:00,100,2022/08/02 00:00:00,83,2022/06/21 00:00:00,407
116104,SUMMERS AESTHETICS,701 EXECUTIVE PARK,40207,26,634,TATTOO STUDIO,ACTIVE,100,2023/01/25 00:00:00,94,2022/08/01 00:00:00,0,,408
116105,BEAUTY BY ABBY,4101 TAYLORSVILLE RD SUITE 113,40220,29,634,TATTOO STUDIO,ACTIVE,100,2023/05/01 00:00:00,97,2022/08/02 00:00:00,0,,409
116106,INDIAN TRAIL ELEMENTARY SCHOOL,3709 INDIAN TRAIL,40213,28,635,SCHOOLS,ACTIVE,98,2023/01/23 00:00:00,98,2022/09/14 00:00:00,96,2022/08/02 00:00:00,410
116121,W.E.B. DUBOIS HIGH SCHOOL,3901 ATKINSON SQUARE DR,40218,28,635,SCHOOLS,ACTIVE,98,2023/02/27 00:00:00,100,2022/09/20 00:00:00,96,2022/08/03 00:00:00,411
116186,WILKERSON ELEMENTARY SCHOOL,5601 JOHNSONTOWN RD,40272,23,635,SCHOOLS,ACTIVE,98,2023/01/24 00:00:00,94,2022/09/27 00:00:00,94,2022/08/08 00:00:00,412
116306,LEMONY SECRETS LLC,414 BAXTER AVE SUITE #240,40204,28,634,TATTOO STUDIO,ACTIVE,100,2023/05/04 00:00:00,92,2022/08/22 00:00:00,0,,413
116453,BEAUTY AISLE,3900 SHELBYVILLE RD STE 17B,40207,26,634,TATTOO STUDIO,ACTIVE,100,2023/02/09 00:00:00,97,2022/09/06 00:00:00,0,,414
116492,BEST WESTERN LOUISVILLE EAST,9802 BUNSEN PKWY,40229,29,620,HOTEL / MOTEL,ACTIVE,90,2022/12/09 00:00:00,77,2022/09/01 00:00:00,0,,415
116499,BELLATOX BOUTIQUE,801 BARRET AVE SUITE 214,40204,28,634,TATTOO STUDIO,ACTIVE,97,2022/09/14 00:00:00,0,,0,,416
116541,BEYOND BEAUTY BY WHITNEY LLC,9345 LEESGATE RD,40222,29,634,TATTOO STUDIO,ACTIVE,100,2023/05/25 00:00:00,97,2022/09/15 00:00:00,0,,417
116658,DERBY PARK RV RESORT,2900 7TH STREET RD,40216,24,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,94,2022/09/29 00:00:00,0,,0,,418
116801,PLANET BROWS,4101 TAYLORSVILLE RD SUITE 125,40220,29,634,TATTOO STUDIO,ACTIVE,97,2023/03/16 00:00:00,95,2022/10/14 00:00:00,0,,419
116864,ENERGY AND ARTISTRY AESTNETICS LLC,4101 TAYLORSVILLE RD #123,40220,29,634,TATTOO STUDIO,ACTIVE,100,2023/04/28 00:00:00,94,2022/10/20 00:00:00,0,,420
116866,BLUSH & BROW COMPANY,3411 BRECKENRIDGE LANE,40220,29,634,TATTOO STUDIO,ACTIVE,100,2023/05/08 00:00:00,94,2022/10/19 00:00:00,0,,421
116909,ARTHUR STREET HOTEL,1620 ARTHUR STREET,40208,23,620,HOTEL / MOTEL,ACTIVE,71,2022/10/26 00:00:00,0,,0,,422
117012,TINTA ARTS TATTOO,962 BAXTER AVE,40204,28,634,TATTOO STUDIO,ACTIVE,100,2023/03/07 00:00:00,94,2022/11/10 00:00:00,0,,423
117096,SBROWS MICROBLADING,508 BAXTER AVE #2,40204,26,634,TATTOO STUDIO,ACTIVE,92,2023/04/12 00:00:00,87,2022/11/22 00:00:00,0,,424
117097,MYTHOS TATTOOS,101 S PRESTON ST.  SUITE 107,40202,26,634,TATTOO STUDIO,ACTIVE,100,2023/05/08 00:00:00,92,2022/11/21 00:00:00,0,,425
117098,EXTENDED STAY AMERICA,3300 PRESTON HWY,40213,28,620,HOTEL / MOTEL,ACTIVE,96,2022/11/22 00:00:00,0,,0,,426
117100,COMFORT INN SW LOUISVILLE,4444 DIXIE HWY,40216,23,620,HOTEL / MOTEL,ACTIVE,88,2022/11/29 00:00:00,0,,0,,427
117124,QUALITY INN & SUITES,311 E GAULBERT AVE,40208,23,620,HOTEL / MOTEL,ACTIVE,86,2022/11/29 00:00:00,0,,0,,428
117126,EXTENDED STAY AMERICA SELECT SUITES,6310 COMMERCE PARK CT,40118,23,620,HOTEL / MOTEL,ACTIVE,86,2022/12/01 00:00:00,0,,0,,429
117165,BROOKFIELD POINTE,10201 AGUA LANE,40118,28,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,94,2022/11/22 00:00:00,0,,0,,430
117170,HILTON GARDEN INN,400 SHERBURN LANE,40207,26,620,HOTEL / MOTEL,ACTIVE,87,2022/10/21 00:00:00,0,,0,,431
117171,HAWTHORN SUITES LOUISVILLE EAST,751 CYPRESS STATION DR,40207,26,620,HOTEL / MOTEL,ACTIVE,88,2022/12/29 00:00:00,0,,0,,432
117207,RIVER OAKS MHP LLC,3416 KRAMERS LANE,40216,29,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,96,2022/11/10 00:00:00,0,,0,,433
117281,CLAIRE'S #3352,175 OUTER LOOP SPC 110,40214,27,643,EAR PIERCING STUDIO,ACTIVE,100,2023/01/04 00:00:00,0,,0,,434
117282,HIDDEN FROM YOU,3950 DIXIE HWY STE 103,40216,23,634,TATTOO STUDIO,ACTIVE,98,2023/05/25 00:00:00,94,2022/12/22 00:00:00,0,,435
117777,CHERRY'S BEAUTY ROOM,10311 WATTERSON TRAIL,40299,22,634,TATTOO STUDIO,ACTIVE,100,2023/04/06 00:00:00,100,2023/03/06 00:00:00,0,,436
117803,RETROGRADE TATTOOS,4924 POPLAR LEVEL RD,40219,27,634,TATTOO STUDIO,ACTIVE,94,2023/03/01 00:00:00,0,,0,,437
118052,360 SALON AND SPA,7626 ST ANDREWS CHURCH RD,40214,26,634,TATTOO STUDIO,ACTIVE,92,2023/04/07 00:00:00,0,,0,,438
118150,HOTEL GENEVIEVE,730 E MARKET ST,40202,26,620,HOTEL / MOTEL,ACTIVE,91,2023/05/19 00:00:00,96,2023/04/17 00:00:00,0,,439
118334,COCO SHAMELL BEAUTY,173 SEARS AVE  SUITE 173D,40207,26,634,TATTOO STUDIO,ACTIVE,94,2023/04/20 00:00:00,0,,0,,440
118359,COMFORT SUITES AIRPORT,6535 PARAMOUNT PARK DR,40213,27,620,HOTEL / MOTEL,ACTIVE,88,2023/05/17 00:00:00,78,2023/05/10 00:00:00,0,,441
118386,NEIGHBORS OF CASHMERE LLC,10611 DIXIE HWY,40272,21,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,78,2023/04/17 00:00:00,0,,0,,442
118667,YOUR SKIN BEAUTY BAR,9549 TAYLORSVILLE RD,40299,22,634,TATTOO STUDIO,ACTIVE,100,2023/06/26 00:00:00,100,2023/05/15 00:00:00,0,,443
118790,ART & SOUL TATTOO PARLOR,5349 MITSCHER AVE,40214,28,634,TATTOO STUDIO,ACTIVE,90,2023/07/10 00:00:00,93,2023/05/30 00:00:00,0,,444
119065,DERBY CITY GAMING HOTEL,4520 POPLAR LEVEL RD,40213,27,620,HOTEL / MOTEL,ACTIVE,95,2023/06/27 00:00:00,0,,0,,445
119142,DISCO AESTHETICS LLC,12302 SHELBYVILLE RD,40243,22,634,TATTOO STUDIO,ACTIVE,100,2023/07/31 00:00:00,100,2023/06/30 00:00:00,0,,446
119348,JENNA JONES PMU BEAUTY,10311 WATTERSON TRAIL,40299,22,634,TATTOO STUDIO,ACTIVE,0,,0,,0,,447
119376,GOOD KARMA TATTOO,1860 MELLWOOD AVE STE 179,40206,26,634,TATTOO STUDIO,ACTIVE,0,,0,,0,,448
119383,MIRROR MIRROR LOUISVILLE,10514 MEETING ST,40059,21,634,TATTOO STUDIO,ACTIVE,100,2023/07/27 00:00:00,0,,0,,449
119394,THE BROW BOUTIQUE,1503 BARDSTOWN RD,40205,29,634,TATTOO STUDIO,ACTIVE,94,2023/08/01 00:00:00,0,,0,,450
119395,BLADE AND BLOSSOM BY TRACEY,1827 BARDSTOWN RD STE A,40205,29,634,TATTOO STUDIO,ACTIVE,94,2023/06/28 00:00:00,0,,0,,451
119460,DR WILLIAM H PERRY ELEMENTARY,755 DIXIE HWY,40210,24,635,SCHOOLS,ACTIVE,73,2023/08/07 00:00:00,0,,0,,452
110463,CREATIVE AESTHETICS SKIN SPA,9557 US HWY 42 STE A,40059,21,634,TATTOO STUDIO,ACTIVE,98,2022/04/06 00:00:00,94,2020/05/08 00:00:00,0,,453
110538,PREMIER PIERCINGS AND TATTOOING,2928 S 4TH ST,40208,28,644,BODY PIERCING STUDIO,ACTIVE,100,2022/10/25 00:00:00,100,2021/10/07 00:00:00,0,,454
110643,BROTHER RAVEN'S TATTOO & ART EMPORIUM SOUTH,5220 FERN VALLEY RD,40228,27,634,TATTOO STUDIO,ACTIVE,100,2023/02/16 00:00:00,100,2021/09/07 00:00:00,97,2020/06/23 00:00:00,455
110773,THE BRIDGE TATTOO STUDIO,1860 MELLWOOD AVE STUDIO 235,40206,26,634,TATTOO STUDIO,ACTIVE,100,2023/02/02 00:00:00,100,2022/09/27 00:00:00,100,2021/10/13 00:00:00,456
111004,MONTESSORI TORAH ACADEMY,4615 LOWE RD,40220,29,635,SCHOOLS,ACTIVE,95,2023/02/01 00:00:00,100,2022/09/29 00:00:00,100,2022/05/06 00:00:00,457
111206,CALVIN MITCHELL SALON,3642 BROWNSBORO RD SUITE 106,40207,26,634,TATTOO STUDIO,ACTIVE,95,2022/03/30 00:00:00,93,2020/09/09 00:00:00,0,,458
111285,SHIVELY MOBILE HOME PARK,1709 LAMKINS COURT,40216,25,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,82,2022/09/21 00:00:00,86,2021/09/10 00:00:00,74,2020/09/14 00:00:00,459
111309,HYATT HOUSE LOUISVILLE EAST,9315 LEESGATE RD,40222,25,620,HOTEL / MOTEL,ACTIVE,94,2023/01/26 00:00:00,85,2022/02/14 00:00:00,96,2020/11/12 00:00:00,460
111350,IMMACULATA CLASSICAL ACADEMY,440 ZORN AVE,40206,26,635,SCHOOLS,ACTIVE,96,2023/02/09 00:00:00,98,2022/09/21 00:00:00,100,2022/05/23 00:00:00,461
111476,HOLY TRINITY CLIFTON SCHOOL,2117 PAYNE ST,40206,26,635,SCHOOLS,ACTIVE,100,2023/01/25 00:00:00,98,2022/09/16 00:00:00,98,2022/05/09 00:00:00,462
111521,TREASURE INK,2707 S 7TH ST,40215,23,634,TATTOO STUDIO,ACTIVE,100,2023/02/23 00:00:00,97,2022/10/03 00:00:00,100,2022/05/04 00:00:00,463
111690,RESIDENCE INN,2510 TERRA CROSSING BLVD,40245,25,620,HOTEL / MOTEL,ACTIVE,89,2023/02/28 00:00:00,100,2022/03/08 00:00:00,100,2021/01/28 00:00:00,464
111716,LA QUINTA DEL-SOL LOUISVILLE EAST,13825 TERRA VIEW TRL,40245,25,620,HOTEL / MOTEL,ACTIVE,80,2023/03/15 00:00:00,96,2022/02/10 00:00:00,94,2020/12/30 00:00:00,465
111749,LOUISVILLE BEAUTY AND WELLNESS,1827 BARDSTOWN RD 2ND FLOOR,40205,28,634,TATTOO STUDIO,ACTIVE,100,2022/10/18 00:00:00,94,2021/01/09 00:00:00,0,,466
111840,POWDER BROWS & MICROBLADING,609 WEST MAIN ST SUITE 200 #7,40202,24,634,TATTOO STUDIO,ACTIVE,96,2023/01/12 00:00:00,97,2021/01/25 00:00:00,0,,467
111912,MOON POPPY SHOP LLC,5000 SHELBYVILLE RD STE 1110,40207,25,634,TATTOO STUDIO,ACTIVE,100,2023/02/22 00:00:00,94,2021/02/19 00:00:00,0,,468
111971,TRUE GRIT TATTOO COMPANY,1908 BARDSTOWN RD,40205,28,634,TATTOO STUDIO,ACTIVE,100,2023/01/27 00:00:00,100,2022/08/05 00:00:00,90,2021/03/03 00:00:00,469
111990,MIGHTY OAK ACADEMY,344 NORTH 26TH ST,40212,24,635,SCHOOLS,ACTIVE,100,2023/02/09 00:00:00,100,2022/09/14 00:00:00,98,2022/01/27 00:00:00,470
112013,JTM TATTOO STUDIO,3357 CAMP GROUND RD,40211,23,634,TATTOO STUDIO,ACTIVE,96,2023/04/18 00:00:00,94,2021/03/12 00:00:00,0,,471
112052,STAYBRIDGE SUITES,380 FARMINGTON AVE,40209,27,620,HOTEL / MOTEL,ACTIVE,100,2023/04/06 00:00:00,92,2022/04/01 00:00:00,92,2021/03/15 00:00:00,472
112121,SCENIC ACRES MHC LLC,7511 CANE RUN RD,40258,24,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,90,2022/10/21 00:00:00,80,2022/05/09 00:00:00,94,2021/03/29 00:00:00,473
112220,FAIRFIELD INN & SUITES,653 PHILLIPS LN,40209,23,620,HOTEL / MOTEL,ACTIVE,96,2023/04/18 00:00:00,100,2022/05/26 00:00:00,100,2021/04/08 00:00:00,474
112284,BROW DOWN COSMETICS,173 SEARS AVE SUITE 171,40207,21,634,TATTOO STUDIO,ACTIVE,97,2021/04/21 00:00:00,0,,0,,475
112285,MUSE AND MYTH LLC,2307 TAYLORSVILLE RD SUITE 201,40205,27,634,TATTOO STUDIO,ACTIVE,100,2023/02/15 00:00:00,94,2021/04/21 00:00:00,0,,476
112454,SOUTHLAND MHP LLC,401 OUTER LOOP,40214,27,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,74,2022/11/16 00:00:00,86,2021/09/16 00:00:00,0,,477
112472,THE REFINERY HAIR LOUNGE,11612 SHELBYVILLE RD,40243,25,634,TATTOO STUDIO,ACTIVE,100,2023/02/17 00:00:00,94,2021/05/10 00:00:00,0,,478
112517,FORT BLUEGRASS MOBILE HOME & RV COMMUNITY,3510 BLUEGRASS PARK DR,40218,21,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,72,2022/11/03 00:00:00,68,2021/05/07 00:00:00,0,,479
112589,THE GRADY HOTEL,601 WEST MAIN ST,40202,24,620,HOTEL / MOTEL,ACTIVE,100,2023/01/05 00:00:00,98,2022/01/11 00:00:00,98,2021/05/25 00:00:00,480
112942,HOLIDAY INN LOUISVILLE DOWNTOWN,101 W MUHAMMAD ALI BLVD,40202,28,620,HOTEL / MOTEL,ACTIVE,92,2023/02/14 00:00:00,100,2022/06/07 00:00:00,91,2022/05/19 00:00:00,481
112988,NO DIVISION TATTOO,203 POPE ST,40206,26,634,TATTOO STUDIO,ACTIVE,97,2023/03/30 00:00:00,91,2022/10/06 00:00:00,96,2022/05/10 00:00:00,482
113261,LUXXE BEAUTY BAR,5000 SHELBYVILLE RD #25,40207,25,634,TATTOO STUDIO,ACTIVE,100,2023/01/27 00:00:00,97,2021/08/11 00:00:00,0,,483
113357,WALDORF SCHOOL OF LOUISVILLE,3110 ROCK CREEK DR,40207,26,635,SCHOOLS,ACTIVE,96,2023/02/01 00:00:00,98,2022/09/15 00:00:00,95,2022/03/09 00:00:00,484
113466,AQUARIAN STUDIOS,1718 FRANKFORT AVE,40206,26,634,TATTOO STUDIO,ACTIVE,98,2023/03/29 00:00:00,100,2022/10/12 00:00:00,97,2021/08/31 00:00:00,485
113710,RED ROOF INN,4704 PRESTON HWY,40213,27,620,HOTEL / MOTEL,ACTIVE,65,2022/12/14 00:00:00,86,2021/12/14 00:00:00,60,2021/09/29 00:00:00,486
113923,HIDEOUT ART STUDIO LLC,414 BAXTER AVE SUITE 300B,40204,24,634,TATTOO STUDIO,ACTIVE,98,2023/02/03 00:00:00,92,2021/10/29 00:00:00,0,,487
113924,NEON MOON TATTOO CO,1000 E OAK ST,40204,28,634,TATTOO STUDIO,ACTIVE,100,2022/10/06 00:00:00,94,2021/10/29 00:00:00,0,,488
114001,TOWNEPLACE SUITES,801 W JEFFERSON ST,40202,24,620,HOTEL / MOTEL,ACTIVE,94,2022/12/08 00:00:00,95,2021/11/12 00:00:00,0,,489
114144,CAMBRIA HOTEL,120 S FLOYD ST,40202,26,620,HOTEL / MOTEL,ACTIVE,89,2023/03/15 00:00:00,98,2022/01/25 00:00:00,89,2021/12/08 00:00:00,490
114191,MAIN STAY SUITES,11762 COMMONWEALTH DR,40299,22,620,HOTEL / MOTEL,ACTIVE,92,2023/03/08 00:00:00,92,2022/01/11 00:00:00,94,2021/01/08 00:00:00,491
114192,HOUZE OF BROWS,3026 BARDSTOWN RD SUITE A,40205,22,634,TATTOO STUDIO,ACTIVE,100,2023/02/14 00:00:00,100,2022/09/13 00:00:00,94,2021/12/16 00:00:00,492
114246,BELLES & CO HAIR BOUTIQUE,211 CLOVER LN STE P,40207,21,634,TATTOO STUDIO,ACTIVE,92,2021/12/29 00:00:00,0,,0,,493
114342,ARTFUL DODGER INK LLC,10615 W MANSLICK RD BLDG #1,40118,23,634,TATTOO STUDIO,ACTIVE,94,2022/01/25 00:00:00,0,,0,,494
114343,HAMPTON INN DOWNTOWN,101 E JEFFERSON ST,40202,26,620,HOTEL / MOTEL,ACTIVE,78,2023/05/11 00:00:00,78,2023/05/11 00:00:00,96,2022/01/26 00:00:00,495
114366,THE HORNETS NEST ELITE ART & TATTOO STUDIO,2012 S HURSTBOURNE PKWY,40220,29,634,TATTOO STUDIO,ACTIVE,97,2023/02/23 00:00:00,100,2022/11/14 00:00:00,100,2022/01/28 00:00:00,496
114367,THE HORNETS NEST ELITE ART & TATTOO STUDIO,2012 S HURSTBOURNE PKWY,40220,29,644,BODY PIERCING STUDIO,ACTIVE,100,2023/02/23 00:00:00,100,2022/11/14 00:00:00,100,2022/01/31 00:00:00,497
114370,KISS AND MAKEUP LLC,3900 SHELBYVILLE RD SUITE 6,40207,26,634,TATTOO STUDIO,ACTIVE,100,2023/04/14 00:00:00,97,2022/11/09 00:00:00,94,2022/01/28 00:00:00,498
114505,PHOENIX ELEVEN TATTOO STUDIO,414 BAXTER AVE SUITE 108,40204,24,634,TATTOO STUDIO,ACTIVE,95,2022/12/19 00:00:00,94,2022/02/18 00:00:00,0,,499
114613,HOLIDAY INN EXPRESS & SUITES LOUISVILLE DOWNTOWN,800 W MARKET ST,40202,24,620,HOTEL / MOTEL,ACTIVE,91,2023/05/16 00:00:00,92,2022/02/22 00:00:00,0,,500
114628,BAYMONT INN & SUITES,9400 BLAIRWOOD RD,40220,29,620,HOTEL / MOTEL,ACTIVE,75,2022/12/09 00:00:00,79,2022/06/08 00:00:00,72,2022/03/04 00:00:00,501
114630,OASIS SPA AT BAPTIST HEALTH MILESTONE WELLNESS CTR,750 CYPRESS STATION DR,40207,26,634,TATTOO STUDIO,ACTIVE,93,2023/04/19 00:00:00,100,2022/10/05 00:00:00,94,2022/03/08 00:00:00,502
114716,SAGE BEAUTY AESTETICS,12003 SHELBYVILLE RD SUITE 105,40243,25,634,TATTOO STUDIO,ACTIVE,100,2023/01/13 00:00:00,97,2022/03/15 00:00:00,0,,503
114766,FAMILY TRADITION TATTOO AND PIERCING STUDIO,10502 DIXIE HWY,40272,23,634,TATTOO STUDIO,ACTIVE,97,2023/01/05 00:00:00,94,2022/03/22 00:00:00,0,,504
