OBJECTID,CYCLE,ID305B,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPTION,DRINKING_WATER_SUPPLY,Shape__Length
249,2008,CT5200-00_05,Quinnipiac River-05,"From confluence with Tenmile River (US of Route 322 crossing, and US of Southington WPCF), US to Queen Street (Route 10) crossing (US of RailRoad crossing, North of I-84 crossing), Southington.",8.32293905,1100004,Not Supporting,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,43945.1178107306
250,2008,CT5200-00_06,Quinnipiac River-06,"From Queen Street (Route 10) crossing (US of RailRoad crossing, North of I-84 crossing), Southington, US to Hamlin Pond outlet dam (US of Pine Street crossing), Plainville.",2.99547607,1100004,Not Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,15816.1134258624
251,2008,CT5200-00_07,Quinnipiac River-07,"From Hamlin Pond inlet (northeast corner, just south of Route 72 and I84 connection and RailRoad), Plainville, US to headwaters at Dead Wood Swamp (west side of I84, near exit 37, just south of Route 6), Farmington.",3.49845305,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18471.8322641387
254,2008,CT5200-23_01,Hemingway Creek-01,"From saltwater limit (200m DS of Quinipiac Avenue crossing, just DS of RailRoad crossing), New Haven, US to Golf Pond outlet dam, East Haven.",0.73689189,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3890.7893099416
255,2008,CT5201-00_01,Eightmile River (Southington)-01,"From mouth at confluence with Quinnipiac River (DS of West Main Street crossing and just DS of RailRoad crossing), US to Grannis Pond outlet dam (just US of Churchhill Street crossing), Southington.",3.39014637,1100004,Fully Supporting,Not Assessed,Not Supporting,Water Not Classified For Drinking Supply,17899.9726728238
256,2008,CT6904-00_01,West Branch Naugatuck River-01,"From mouth at confluence with East Branch Naugatuck River, above Naugatuck River (US of East Albert Street crossing), US to Old Brass Mill Pond outlet dam (1st impoundment on river), just US of Church Street crossing, Torrington.",0.96871999,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5114.84159193104
258,2008,CT4100-00_03,Stony Brook (Suffield)-03,"From confluence with DeGrayes Brook (just northwest of airport), US to headwaters (the confluence of Rocky Gutter Brook and Rattlesnake Brook), Suffield.",4.26586287,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,22523.7559055678
259,2008,CT4101-00_01,Muddy Brook (Suffield)-01,"From mouth at Stony Brook, Suffield, US to confluence with Philo Brook.",2.2308803,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,11779.0472985201
261,2008,CT4200-00_01,Scantic River-01,"From mouth at Connecticut River, US to confluence with Broad Brook, East  Windsor.",9.37645524,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,49507.6823549896
265,2008,CT7200-26_01,Poplar Plains Brook (Westport)-01,"From mouth at confluence with Saugatuck River (Lee Pond section, just DS of Route 15 crossing), US to confluence with unnamed tributary US of Route 33 (Wilton Road) crossing (outlet for Keenes Pond), Westport.",0.50133273,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2647.0365549371
266,2008,CT7203-00-trib_01,"Unnamed tributary, West Branch Saugatuck River (Weston)-01","From mouth at confluence with West Branch Saugatuck River (DS Route 53 (Newtown Turnpike) crossing), US to unnamed pond outlet (US Birch Hill Road crossing), Weston.",0.38674428,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2042.00964680675
268,2008,CT6902-00_01,Hart Brook-01,"From mouth at confluence with Hall Meadow Brook, above West Branch Naugatuck River (just US of Norfolk Road (Route 272) crossing), US to Reuben Hart Reservoir outlet dam, Torrington.",0.64351441,1100005,Not Supporting,Not Assessed,Fully Supporting,Not Assessed,3397.75627760957
270,2008,CT4602-00_01,Willow Brook (New Britain)-01,"From mouth at Mattabasset River, US to outlet of conduit under Buell Street, near intersection with Route 71A (Kensington Ave, east of Hart Park), New Britain.",3.43286627,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18125.5332190188
272,2008,CT5203-00_01,Misery Brook-01,"From mouth at Quinnipiac River (just DS of Meriden Waterbury Turnpike (Route 322) crossing), Cheshire/Southington border, US to Slopers Pond outlet dam( just US of East Street crossing), Southington.",4.22857827,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,22326.8934683984
274,2008,CT5205-00_01,Sodom Brook-01,"From mouth at confluence with Quinnipiac River (flows into north side of Hanover Pond portion of river), US to headwaters (just US of second Hicks Avenue crossing, due to river changing direction), Meriden.",4.16098846,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,21970.0195778246
275,2008,CT5206-00_01,Harbor Brook (Meriden)-01,"From mouth at confluence with Quinnipiac River (flows into north side of Hanover Pond portion of river, DS of Bradley Avenue crossing), US to exit of box culvert (just DS of RailRoad and Main Street (Route 71) crossings), Meriden.",2.0202034,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,10666.674496163
276,2008,CT5206-00_02,Harbor Brook (Meriden)-02,"From exit of box culvert (just DS of RailRoad and Main Street (Route 71) crossings), US to culvert entrance (just US of Fire Station, and US of Mill Street crossing), Meriden.",0.40264175,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2125.94851641219
279,2008,CT5208-00_02b,Muddy River (Wallingford)-02b,"From confluence with unnnamed tributary (outlet for Tamarac Swamp), just DS of Tyler Mill Road crossing, Wallingford, US to  MacKenzie Reservoir outlet dam (US of Northford Road crossing), Wallingford.",1.81026563,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,9558.20237312485
282,2008,CT5302-00_02,Mill River (Hamden/Cheshire)-02,"From inlet to Lake Whitney (east side of Route 15, just DS of Connolly Parkway crossing), Hamden, US to Cook Hill Road crossing, Cheshire.",9.05725103,1100004,Fully Supporting,Not Supporting,Fully Supporting,Not Assessed,47822.2860235987
290,2008,CT4312-00_01,Roaring Brook (Farmington)-01,"From mouth at confluence with Farmington River (just DS of Farmington Avenue (Route 4) crossing), Farmington, US to Paparrazzo Dam outlet (just US of Mallard Drive crossing), Avon.",1.17290889,1080207,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6192.95858839624
296,2008,CT5305-00_01,West River (New Haven/Woodbridge)-01,"From head of tide (tide gates) at Chapel Street crossing (just DS of Edgewood Park Pond), New Haven, US to Konolds Pond outlet dam (just US of Bradley Road crossing), Woodbridge.",3.23331568,1100004,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,17071.9062380282
298,2008,CT5307-00_01,Wepawaug River-01,"From wepawaug Pond outlet dam (head of tide) at New Haven Avenue (Route 162) crossing, US to Route 1 crossing, Milford.  Segment includes Wepawaug Pond and City Pond portions on river.",0.77250814,1100004,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4078.84310069747
299,2008,CT5307-00_02,Wepawaug River-02,"From Route 1 crossing, Milford, US to Lake Wepawaug inlet, Orange.  Segment includes Lake Wepawaug portion on river.",4.19531905,1100004,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,22151.2843337215
301,2008,CT6000-00_06,Housatonic River-06,"From confluence with Mauwee Brook (between River Road on west side, and RailRoad tracks on east), Kent, US to Great Falls outlet dam, Salisbury/Canaan (Amesville) town border. (Segment follows river channel, not concrete passage from dam).",18.22592815,1100005,Fully Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,96232.9000724076
302,2008,CT6000-00_07,Housatonic River-07,"From Great Falls outlet dam, Salisbury/Canaan (Amesville) town border (river channel, not concrete passage from dam), US alon Salisbury/North Canaan town border to Massachusetts border.",7.34230871,1100005,Not Assessed,Not Assessed,Not Supporting,Water Not Classified For Drinking Supply,38767.3899843171
310,2008,CT6008-00_02b,Mill Brook (Cornwall)-02b,"From Rattlesnake Road crossing, US to Headwaters at Cream Hill Lake outlet dam (US of Town Street crossing),  Cornwall.",1.01372375,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5352.46191036531
311,2008,CT6600-00_01,Still River (New Milford/Brookfield)-01,"From mouth at confluence with Housatonic River (DS of RailRoad crossing), New Milford, US to Silvermine Road crossing (USGS station), Brookfield (just DS of Route 7 crossing, and DS of confluence with Charles Pickneys Brook), Brookfield.",8.48365201,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,44793.6817253144
312,2008,CT6600-00_02,Still River (Brookfield/Danbury)-02,"From Silvermine Road crossing (USGS station), Brookfield (just DS of Route 7 crossing, and DS of confluence with Charles Pickneys Brook), US to confuence with Limekiln Brook (just US of I84 crossing), Danbury.",6.20656285,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,32770.6527650448
313,2008,CT6600-00_03,Still River (Danbury)-03,"From confuence with Limekiln Brook (just US of I84 crossing), US to confluence with Sympaug Brook (just US of Cross Street crossing), Danbury.",2.18921616,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,11559.0621654164
314,2008,CT6600-00_04,Still River (Danbury)-04,"From confluence with Sympaug Brook (just US of Cross Street crossing), US to confluence with Padanaram Brook (just US of White Street crossing, river runs between RailRoad tracks), Danbury.",1.56465452,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8261.37623800683
315,2008,CT6600-00_05,Still River (Danbury)-05,"From confluence with Padanaram Brook (just US of White Street crossing, river runs between RailRoad tracks), US to Lake Kenosia outlet (just US of Kenosia Avenue crossing), Danbury.",3.86773178,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,20421.6232254672
322,2008,CT3200-00_01,Natchaug River-01,"From mouth at confluence with Willimantic River, above Shetucket River (DS of Brick Top Road (Route 14) crossing), Windham, US to Willimantic Reservoir outlet dam (Natchaug River Dam), southwest of Windam Airport, Windham/Mansfield town border.",3.37728181,1100002,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,17832.04811162
328,2008,CT4709-04_02,Pocotopaug Creek-02,"From Old Chestnut Hill Road crossing, East Hamption, US to Pocotopaug Lake outlet dam (just US of Route 66 crossing).",2.66044235,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,14047.1355078686
329,2008,CT4800-00_01,Eightmile River (Lyme)-01,"From mouth at Connecticut River, Hamburg Cove (part of Connecticut River tidal area), US to headwaters at Peck Meadow Pond outlet dam.",12.22248162,1080205,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,64534.7030216016
336,2008,CT5307-04_01,Race Brook-01,"From unnamed pond north of Rogers Road, between Route 152 and Lambert Road, US to Lambert Road crossing, Orange.",0.15099639,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,797.260993070052
337,2008,CT6000-00_01,Housatonic River-01,"From end of saltwater influence, at southern most portion of Wooster Island, Orange, US to confluence with Naugatuck River, Shelton/Derby town border.",3.16966131,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,16735.8121166938
338,2008,CT6000-00_02,Housatonic River-02,"From confluence with Naugatuck River, US to Lake Housatonic outlet dam (Derby Dam), Shelton/Derby town border. (Between segment 02 and 03, are Lake Housatonic, Lake Zoar, and Lake Lillinonah, all independent waterbodies).",1.50022036,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7921.16394670912
339,2008,CT6000-00_03,Housatonic River-03,"From inlet to Lake Lillinonah (Northwestern most portion, DS of Lovers Leap Road crossing), at confluence with Town Farm Brook, New Milford/Bridgewater town border, US to Boardman Road crossing (between Route 7 and RailRoad tracks), New Milford.",5.08583537,1100005,Not Assessed,Insufficient Information,Not Supporting,Water Not Classified For Drinking Supply,26853.21094285
340,2008,CT6000-00_04,Housatonic River-04,"From Boardman Road crossing (between Route 7 and RailRoad tracks), New Milford, US to Bull Bridge outlet dam (US of Bulls Bridge Road crossing, west side of Route 7), Kent.",8.0513043,1100005,Not Assessed,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,42510.8867588487
341,2008,CT6000-00_05,Housatonic River-05,"From Bull Bridge OUTLET dam (US of Bulls Bridge Road crossing, west side of Route 7), US to confluence with Mauwee Brook (between River Road on west side, and RailRoad tracks on east), Kent.",6.66495426,1100005,Not Assessed,Not Assessed,Not Supporting,Water Not Classified For Drinking Supply,35190.9586623198
353,2008,CT6019-00_01,Deep Brook-01,"From mouth at confluence with Pootatuck River (south side of I84, near exit 10), US to headwaters at Deep Brook Pond outlet dam, parallel to Head of Meadow Road), Newtown.",5.25180014,1100005,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,27729.5039253149
355,2008,CT6100-00_01,Blackberry River-01,"From mouth at confluence with Housatonic River (at loop in river around island), US to confluence with North Canaan WPCF (near old RailRoad grade, currently trail), North Canaan.",0.78233868,1100005,Fully Supporting,Not Assessed,Not Supporting,Water Not Classified For Drinking Supply,4130.74861666637
356,2008,CT6100-00_02a,Blackberry River-02a,"From confluence with North Canaan WPCF (near old RailRoad grade, currently trail, DS of Route 44 crossing), US to drainage ditch at southwest boundary of Lime Quarry (parallel to Lower Road), North Canaan.",2.75156749,1100005,Fully Supporting,Not Supporting,Not Supporting,Water Not Classified For Drinking Supply,14528.2770899215
357,2008,CT6100-00_02b,Blackberry River-02b,"From drainage ditch at southwest boundary of Lime Quarry (parallel to Lower Road), US to Blast Furnace (Historical Park) at Lower Pond dam outlet on Iron Furnace Pond (perpendicular to Furnace Hill Road), North Canaan.",1.17656611,1100005,Fully Supporting,Not Assessed,Not Supporting,Water Not Classified For Drinking Supply,6212.26925326099
365,2008,CT6025-00_02,Farmill River-02,"From River Road (Route 110) crossing (Wilson Gardens Dog Pond outlet dam), Shelton/Stratford town border, US to confluence with Means Brook (US of Sycamore Drive crossing), Shelton.",3.99183088,1100005,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,21076.8668882884
366,2008,CT6914-00_01,Mad River (Waterbury)-01,"From mouth at confluence with Naugatuck River (behind Roller Magic, off of Harvester Road), US to Route 69 crossing (US of I84 crossing, exit 22 area, and just US of Brass City Mall), Waterbury.",1.77485574,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,9371.2379572125
367,2008,CT6914-00_02,Mad River (Waterbury)-02,"From Route 69 crossing (US of I84 crossing, exit 22 area, and just US of Brass City Mall), US to confluence with Beaver Pond Brook, just US of I84 crossing (Scovill Pond no longer exists), Waterbury.",1.00903223,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5327.69037841468
368,2008,CT6914-00_03a,Mad River (Waterbury)-03a,"From confluence with Beaver Pond Brook, (just US of I84 crossing and DS of Plank Road crossing, in former Scovill Ponds section), Waterbury, US to confluence with Lily Brook (CT6914-06 Gazetteer, and called Finch Brook in NHD), Wolcott.",3.45697651,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18252.8358092161
369,2008,CT7300-00_05,Norwalk River-05,"From confluence with Cooper Pond Brook (DS of Branchville Road, east of intersection with Route 7), Ridgefield, US to headwaters at Little Pond outlet dam (US of confluence with Ridgefield Brook from west, on west side parallel to Route 7), Ridgefield.",4.85491528,1100006,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,25633.9528668938
371,2008,CT7300-02_01,Ridgefield Brook-01,"From confluence with Norwalk River (DS of headwaters at Little Pond outlet dam, west side of Route 7), US to Taylors Pond outlet dam (US of Limestone Road crossing), Ridgefield.",1.05017419,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5544.92030044489
372,2008,CT7300-02_02,Ridgefield Brook-02,"From INLET to Taylor Pond (on southwest portion of pond, east of Barrow Mountain), US (south) to headwaters at outlet of Lounsebury Pond in southwest portion of Great Swamp, Ridgefield. (Segment includes outfall of Ridgefield POTW, uppr Great Swamp area)",3.2195191,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,16999.0605475809
375,2008,CT7302-00_01,Silvermine River-01,"From Mouth at confluence with Norwalk River (northwest INLET to Deering Pond portion of river), US to Merritt Parkway (Route 15) crossing), Norwalk. (Segment includes Davis Pond)",0.97986552,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5173.68983421977
376,2008,CT4305-00_02,Morgan Brook-02,"From confluence with tributary 4305-04 (end of seg-01) east side of Route 44, US to East West Hill Road crossing area (50 meters US of East West Hill Road crossing, entrance of 9/12/05 home heating fuel spill), Barkhamsted.",1.41196358,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7455.16784094598
378,2008,CT4305-00_04,Morgan Brook-04,"From confluence with Mallory Brook, US to West Hill Pond outlet dam, Barkhamsted.",1.52380232,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,8045.67626276461
381,2008,CT7411-00_01,Byram River-01,"From head of tide (US of Route 1 crossing, at INLET to ponded portion of river, just DS of Upland Street East area), US to Pemberwick outlet dam (US of Comly Avenue crossing, and US of confluence with Pemberwick Brook, Greenwich.",0.4932898,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2604.5696551716
387,2008,CT6200-00_01,Hollenbeck River-01,"From mouth at confluence with Housatonic River (DS of Point of Rock Road (Route 126) crossing), Canaan, US to headwaters (US of Cornwall Hollow Road (Route 43) crossing), Cornwall.",18.31642639,1100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,96710.7310943253
390,2008,CT8104-00_01,Titicus River-01,"From New York state border (in large marsh along north side of North Salem Road (Route 116)), US to headwaters (at unnamed marsh, US of Old West Mountain Road crossing), Ridgefield. (Segment includes several ponds and marshes) ",6.33984531,2030101,Fully Supporting,Not Supporting,Fully Supporting,Not Assessed,33474.3824546986
391,2008,CT7000-22_01,Indian River (Westport)-01,"From mouth at Saugatuck River (head of Burritt Cove, Saugatuck River Estuary, just DS of Saugatuck Avenue (Route 136) crossing), US to I95 crossing, Westport.",0.52817815,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2788.78073226702
392,2008,CT4403-00_02,Trout Brook-02,"From US side of Route 84 Exit 42 (Trout Brook) ramp, West Hartford, US to Park Road crossing (Entire segment flows through concrete channel).",0.88408197,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4667.95300028606
393,2008,CT4403-00_03,Trout Brook-03,"From Park Road crossing (just DS of Boulevard road crossing), US to Woodbridge Lake outlet dam, West Hartford.",5.9513205,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,31422.9723160442
394,2008,CT4404-00_01,North Branch Park River-01,"From mouth at confluence with Park River just DS of I84 crossing, US to entrance of conduit (entire segment in pipe) near Farmingotn Avenue, Hartford.",0.50836944,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2684.19087338557
395,2008,CT4404-00_02,North Branch Park River-02,"From DS side of Farmington Avenue (at entrance of conduit), US to confluence with Wash Brook (just DS of confluence of Wash Brook and Beamans Brook), Bloomfield.",5.39121963,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,28465.6401229213
396,2008,CT4500-00_01,Hockanum River-01,"From mouth at Connecticut River, East Hartford, US to Cellu Company Dam, the first dam at Scotland Impoundment (two dams just DS of this dam), includes impounded water behind East Hartford town hall.",4.26077777,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,22496.9061096226
397,2008,CT4500-00_02,Hockanum River-02,"From Cellu Company dam (first dam at Scotland Impoundment), US to confluence with South Fork Hockanum (AKA Hop) River, just US of ""Laurel Lake"", Manchester.",3.59542586,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18983.848544441
398,2008,CT4500-00_03,Hockanum River-03,"From confluence with South Fork Hockanum (AKA Hop) River (just US of ""Laurel Lake""), US to Union Pond outlet dam, Manchester.",3.42231838,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,18069.8416329138
399,2008,CT4500-00_04a,Hockanum River-04a,"From inlet to Union Pond, Manchester, US to confluence with Tankerhoosen River, Vernon.",1.44062556,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7606.50305344037
400,2008,CT4600-00_05,Mattabesset River-05,"From Kensington Dam at outlet of Railroad Pond (just US of Kensington Road crossing), Berlin, US to inlet of Paper Goods Pond (segment includes both ponds).",1.009253,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5328.85552662061
401,2008,CT4600-00_06,Mattabesset River-06,"From inlet to Paper Goods Pond, US to Lower Hart Pond outlet dam (Both Lower and Upper Hart Ponds are not in segment).",1.3212534,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6976.21872598432
405,2008,CT4600-05_01,John Hall Brook-01,"From mouth at confluence with Stocking Brook (DS of Southington Road crossing), US to Kenmere Reservoir OUTLET, Berlin.",1.0171672,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,5370.6427182544
406,2008,CT4600-05_02,John Hall Brook-02,"From Kenmere Reservoir INLET, US to Hallmere Reservoir outlet dam, Berlin.",1.0046816,1080205,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,5304.71900937019
407,2008,CT4600-07_01,Little Brook (Rocky Hill)-01,"From mouth at Mattabasset River US to source near Trinity Rd, Rocky Hill.",1.91881605,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,10131.3491103244
408,2008,CT4607-00_05,Coginchaug River-05,"From Strictland Road crossing, Middlefield, US to Meeting House Hill Road crossing, Durham.",4.94587224,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,26114.2059382846
409,2008,CT4607-00_06,Coginchaug River-06,"From Meeting House Hill Road crossing, Durham, US to headwaters (US of Route 72 crossing, between Bluff Head and Broomstick Ledges), North Guilford.",3.58610722,1080205,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,18934.6463168535
410,2008,CT4700-00_01,Salmon River-01,"Mouth at Connecticut River, East Haddam, US to headwaters at confluence of Blackledge and Jeremy Rivers, Colchester.",10.4137566,1080205,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,54984.6352106458
411,2008,CT4703-01_01,Cabin Brook-01,"From mouth at confluence with Nelkin Brook (in marsh DS of Cabin Road crossing), US under Route 2/Route 11 interchange to confluence with small tributary near exit 20 ramp, Colchester.",1.53052938,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8081.19535562432
422,2008,CT6603-00_01,Padanaram Brook-01,"From mouth at confluence with Still River (just DS of Crosby Street crossing), US to headwaters at Padanaram Reservoir outlet dam (parallel to Padanaram Road), Danbury.",3.70567153,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,19565.9462999987
423,2008,CT6604-00_01,Sympaug Brook-01,"From mouth at confluence with Still River (DS of Shelter Rock Road crossing, parallel to Cross Street), US to Greatpasture Road (Wooster Street) crossing, Danbury.",0.59754939,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3155.06060732397
425,2008,CT6606-00_01,Limekiln Brook-01,"From mouth at confluence with Still River (just US of I84 crossing), US to confluence with Danbury WPCF outfall channel (US of Newtown Road (Route 6) crossing, behind shopping plaza at pump station), Danbury.",0.45145099,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2383.66088973073
427,2008,CT6606-00_03,Limekiln Brook-03,"From Shelter Rock Road crossing (first road crossing, above landfill), Bethel, US to headwaters (just US of Poverty Hollow Road crossing), Newtown.",6.03511925,1100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,31865.4291776441
429,2008,CT6700-00_02,Shepaug River-02,"From confluence with Bantam River (just DS of Whittlesey Road crossing), Washington, US to Shepaug Reservoir outlet dam (US of Valley Road crossing), Litchfield/Warren town border.",3.51372985,1100005,Not Supporting,Not Assessed,Fully Supporting,Not Assessed,18552.4932995331
439,2008,CT6800-00_03,Pomperaug River-03,"From Flood Bridge Road crossing, US to confluence with Bullet Hill Brook (just DS of Heritage Road crossing), Southbury. (Segment includes Heritage Village POTW discharge)",1.31388134,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6937.29329193824
441,2008,CT6800-02_01,South Brook-01,"From mouth at confluence with Pomperaug River, US to Main Street (Route 6) crossing, Woodbury.",0.37499192,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1979.95706299929
442,2008,CT6800-03_01,Stiles Brook-01,"From mouth at confluence with Pomperaug River, US to Anna Stiles Pond outlet Dam (just US of Route 6 crossing), Southbury.",0.25095801,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1325.0581278439
447,2008,CT6900-00_02,Naugatuck River-02,"From Rimmon (Tingue) outlet dam (just DS of Route 8 crossing), Seymour, US to confluence with Hopeville Pond Brook, just US of Waterbury WPCF. (Segment includes Wtby, Naug & Beacon Falls WPCFs, & dredge holes in rivr between Rts 42 & 67 in Beacon Falls)",11.26363704,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,59472.0032207546
448,2008,CT6900-00_03,Naugatuck River-03,"From confluence with Hopeville Pond Brook, just US of Waterbury WPCF, US to confluence with Steele Brook (west side of Route 8, at Route 73 connection), Waterbury.",3.51975905,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18584.3279335929
449,2008,CT6900-00_04,Naugatuck River-04,"From confluence with Steele Brook (west side of Route 8, at Route 73 connection), Waterbury, US to sewage leak from pipe under river (near old bridge abutment) along Chase River Road, Watertown/Waterbury town border.",1.65367145,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,8731.38540491019
450,2008,CT6900-00_05,Naugatuck River-05,"From US side of sewage leak from pipe under river (near old bridge abutment) along Chase River Road, Watertown/Waterbury town border, US to confluence with Thomaston WPCF outfall (just US of confuence with Branch Brook), Thomaston.",4.45553562,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,23525.2281710027
451,2008,CT6900-00_06,Naugatuck River-06,"From confluence with Thomaston WPCF outfall (just US of confuence with Branch Brook), Thomaston, US to confluence with Spruce Brook (west side of Route 8), Litchfield/Harwinton town border.",8.99883726,1100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,47513.8610968618
452,2008,CT6900-00_07,Naugatuck River-07,"From confluence with Spruce Brook (west side of Route 8), Litchfield/Harwinton town border, US to confluence with Torrington WPCF (just US of bend north of plant), Harwinton/Torrington town border.",2.71401205,1100005,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,14329.983810304
455,2008,CT6806-00_01,Transylvania brook-01,"From mouth at confluence with Pomperaug River (just DS of East Flat Hill Road crossing), US to confluence with Spruce Brook (just US side of Southbury Training School STP), Southbury.",1.60223186,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8459.78448842515
