rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days Other,Total Days Total,Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges Title Other,Total Discharges Total,SNF Average Length of Stay Title V,SNF Average Length of Stay Title XVIII,SNF Average Length of Stay Title XIX,SNF Average Length of Stay Total,SNF Admissions Title V,SNF Admissions Title XVIII,SNF Admissions Title XIX,SNF Admissions Other,SNF Admissions Total,SNF Days Title V,SNF Days Title XVIII,SNF Days Title XIX,SNF Days Other,SNF Days Total,SNF Number of Beds,SNF Bed Days Available,SNF Discharges Title V,SNF Discharges Title XVIII,SNF Discharges Title XIX,SNF Discharges Title Other,SNF Discharges Total,NF Number of Beds,NF Bed Days Available,NF Days Title V,NF Days Title XIX,NF Days Other,NF Days Total,NF Discharges Title V,NF Discharges Title XIX,NF Discharges Title Other,NF Discharges Total,NF Average Length of Stay Title V,NF Average Length of Stay Title XIX,NF Average Length of Stay Total,NF Admissions Title V,NF Admissions Title XIX,NF Admissions Other,NF Admissions Total,Total RUG Days,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Total Charges,Total Costs,Wage-related Costs (core),Total Salaries (adjusted),Contract Labor,Cash on hand and in banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for uncollectible notes and accounts receivable,Inventory,Prepaid expenses,Other current assets,Total Current Assets,Land,Land improvements,Buildings,Leasehold improvements,Fixed equipment,Major movable equipment,Minor equipment depreciable,Total fixed Assets,Investments,Other Assets,Total other Assets,Total Assets,Accounts payable,"Salaries, wages, and fees payable",Payroll taxes payable,Notes and Loans Payable (short term),Deferred income,Other current liabilities,Total current liabilities,Mortgage payable,Notes Payable,Unsecured Loans,Other long term liabilities,Total long term liabilities,Total liabilities,General fund balance,Total fund balances,Total Liabilities and fund balances,Total General Inpatient Care Services Revenue,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Less Contractual Allowance and discounts on patients' accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from service to patients,Total Other Income,Total Income,Net Income,Inpatient PPS Amount,Nursing and Allied Health Education Activities,Allowable Bad Debts
1237458,355024,FARGO NURSING AND REHAB CENTER  LLC,1315 SOUTH UNIVERSITY DRIVE,FARGO,ND,58103,CASS,22020.0,U,10/24/2018,12/31/2018,6.0,,815.0,3385.0,1078.0,5278.0,110.0,7590.0,,20.0,11.0,5.0,36.0,,40.75,307.73,146.61,,19.0,9.0,6.0,34.0,,815.0,3385.0,1078.0,5278.0,110.0,7590.0,,20.0,11.0,5.0,36.0,,,,,,,,,,,,,,,,,,815.0,822324.0,661843.0,504073.0,278626.0,158877.0,822324.0,,-7780.0,,,1214434.0,15091.0,,216.0,,1197301.0,,,,,24227.0,,,21805.0,,,,1219106.0,149051.0,288069.0,,,,139391.0,1216126.0,,,,,,1216126.0,2980.0,2980.0,1219106.0,977072.0,1481145.0,,1481145.0,-4563.0,1485708.0,1484167.0,1541.0,1439.0,2980.0,2980.0,375451.0,,
1237467,365336,LOCUST RIDGE HEALTHCARE,12745 ELM CORNER ROAD,WILLIAMSBURG,OH,45176,BROWN,17140.0,U,12/01/2018,12/31/2018,5.0,,832.0,980.0,292.0,2104.0,61.0,1891.0,,13.0,,2.0,15.0,,64.0,,140.27,,,3.0,,3.0,,832.0,980.0,292.0,2104.0,61.0,1891.0,,13.0,,2.0,15.0,,,,,,,,,,,,,,,,,,832.0,130269.0,136292.0,338733.0,26076.0,11566.0,130269.0,15374.0,50300.0,,,234691.0,,,14009.0,,299000.0,,,,,18380.0,,,18168.0,,,11129.0,328297.0,163313.0,37340.0,,,,16917.0,217570.0,,,,,78000.0,295570.0,32727.0,32727.0,328297.0,286774.0,314775.0,,314775.0,15487.0,299288.0,266561.0,32727.0,,32727.0,32727.0,385358.0,,
1237474,365430,GAYMONT NURSING CENTER,66 NORWEED AVENUE,NORWALK,OH,44857,HURON,99936.0,R,11/06/2018,12/31/2018,4.0,,309.0,3003.0,1401.0,4713.0,112.0,6272.0,,14.0,13.0,22.0,49.0,,22.07,231.0,96.18,,11.0,11.0,20.0,42.0,,309.0,3003.0,1401.0,4713.0,112.0,6272.0,,14.0,13.0,22.0,49.0,,,,,,,,,,,,,,,,,,309.0,486456.0,633694.0,317291.0,167753.0,63786.0,486456.0,98462.0,113114.0,,,843530.0,,4076.0,72091.0,,1032811.0,,3000.0,48805.0,,99374.0,,,149437.0,,10000.0,10000.0,1192248.0,954928.0,114607.0,6096.0,,,11917.0,1087548.0,,,,,,1087548.0,104700.0,104700.0,1192248.0,1041671.0,1358962.0,,1358962.0,159820.0,1199142.0,1120150.0,78992.0,25670.0,104662.0,104662.0,152513.0,,
1237483,365551,CLOVERNOOK HEALTHCARE,7025 CLOVERNOOK AVENUE,CINCINNATI,OH,45231,HAMILTON,17140.0,U,10/09/2018,12/31/2018,4.0,,638.0,7600.0,1231.0,9469.0,119.0,9996.0,,13.0,10.0,20.0,43.0,,49.08,760.0,220.21,,13.0,11.0,31.0,55.0,,638.0,7600.0,1231.0,9469.0,119.0,9996.0,,13.0,10.0,20.0,43.0,,,,,,,,,,,,,,,,,,638.0,1169211.0,1239540.0,196531.0,171235.0,194798.0,1169211.0,,61572.0,,,1726881.0,,,29607.0,,1818060.0,,,,,106220.0,,,150419.0,9437.0,,139228.0,2107707.0,623932.0,362795.0,,980669.0,,162006.0,2129402.0,,,,,,2129402.0,-21695.0,-21695.0,2107707.0,2316917.0,2512848.0,,2512848.0,125794.0,2387054.0,2408751.0,-21697.0,2.0,-21695.0,-21695.0,330713.0,,14739.0
1237578,525219,EDENBROOK OF PLATTEVILLE,1300 NORTH WATER STREET,PLATTEVILLE,WI,53208,GRANT,99952.0,R,11/01/2018,12/31/2018,6.0,,58.0,2202.0,1360.0,3620.0,99.0,6039.0,,2.0,,,2.0,,29.0,,1810.0,,,,,,,58.0,2202.0,1360.0,3620.0,99.0,6039.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,58.0,406999.0,432673.0,301383.0,98226.0,58410.0,406999.0,,88771.0,,,680221.0,,,-2704.0,,614975.0,,,4134.0,1750.0,,15713.0,,171597.0,,,,786572.0,263712.0,240538.0,,5023.0,,,509273.0,,200565.0,,,200565.0,709838.0,76734.0,76734.0,786572.0,893220.0,1194603.0,,1194603.0,279909.0,914694.0,839672.0,75022.0,1341.0,76363.0,76363.0,31567.0,,
1237716,495254,THE COLONNADES HEALTH CARE CENTER,100 COLONNADES HILL DRIVE,CHARLOTTESVILLE,VA,22901,ALBEMARLE,16820.0,U,11/01/2018,12/31/2018,4.0,,672.0,61.0,19516.0,20249.0,316.0,19276.0,,35.0,,28.0,63.0,,19.2,,28.96,,23.0,,18.0,41.0,,672.0,61.0,599.0,1332.0,34.0,2074.0,,35.0,,11.0,46.0,,,,,,,,,,,,,,,,,,672.0,1095362.0,3113948.0,436867.0,221736.0,154483.0,1095362.0,13145.0,,,,-65411.0,7408.0,9685.0,7021.0,2157290.0,2225657.0,,,,23636.0,,8806.0,,275505.0,,-364352.0,-364352.0,2136810.0,227289.0,52811.0,,,10767.0,2813669.0,3104536.0,,-197388.0,,-177113.0,-374501.0,2730035.0,-593225.0,-593225.0,2136810.0,3305508.0,3742375.0,,3742375.0,234149.0,3508226.0,4209310.0,-701084.0,107859.0,-593225.0,-593225.0,347857.0,,
1237991,525373,CARE AND REHAB - BOSCOBEL,207 PARKER STREET,BOSCOBEL,WI,53805-1642,GRANT,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238067,165559,ENNOBLE SKILLED NURSING AND REHABILI,2000 PASADENA DRIVE,DUBUQUE,IA,52001,DUBUQUE,20220.0,U,10/04/2018,12/31/2018,4.0,,423.0,,4863.0,5286.0,102.0,9078.0,,20.0,,17.0,37.0,,21.15,,142.86,,12.0,,15.0,27.0,,423.0,,4863.0,5286.0,102.0,9078.0,,20.0,,17.0,37.0,,,,,,,,,,,,,,,,,,423.0,506797.0,703031.0,345352.0,158417.0,103763.0,506797.0,,35454.0,,,824374.0,11256.0,,83306.0,50000.0,981878.0,,,,1873.0,1745.0,4704.0,,8092.0,,80203.0,80203.0,1070173.0,293241.0,62577.0,,,,809845.0,1165663.0,,,,,,1165663.0,-95490.0,-95490.0,1070173.0,1081290.0,1425285.0,,1425285.0,313171.0,1112114.0,1209828.0,-97714.0,2226.0,-95488.0,-95488.0,212856.0,,
1238156,676455,FIVE POINTS NURSING AND REHABILITATI,1625 POINT WEST PARKWAY,AMARILLO,TX,79124,POTTER,11100.0,U,10/04/2018,12/31/2018,4.0,,765.0,672.0,747.0,2184.0,120.0,10680.0,,17.0,4.0,6.0,27.0,,45.0,168.0,80.89,,40.0,13.0,18.0,71.0,,765.0,672.0,747.0,2184.0,120.0,10680.0,,17.0,4.0,6.0,27.0,,,,,,,,,,,,,,,,,,765.0,529124.0,911870.0,263385.0,192396.0,42533.0,529124.0,91402.0,-124.0,,,472051.0,18095.0,,8300.0,,462132.0,,,,8552.0,,64270.0,,67269.0,24497.0,,70943.0,600344.0,169973.0,162028.0,28814.0,,274478.0,,1405859.0,,-1313.0,,,-1313.0,1404546.0,-804202.0,-804202.0,600344.0,565453.0,803313.0,25525.0,828838.0,192172.0,636666.0,1440994.0,-804328.0,125.0,-804203.0,-804203.0,381940.0,,
1238224,365297,SIDNEY SNF  INC.,705 FULTON STREET,SIDNEY,OH,45365,SHELBY,99936.0,R,12/01/2018,12/31/2018,5.0,,285.0,688.0,314.0,1287.0,50.0,1550.0,,13.0,45.0,26.0,84.0,,21.92,15.29,15.32,,15.0,66.0,40.0,121.0,,285.0,688.0,314.0,1287.0,50.0,1550.0,,13.0,45.0,26.0,84.0,,,,,,,,,,,,,,,,,,285.0,108768.0,179435.0,116208.0,63693.0,11686.0,108768.0,,49248.0,,,252813.0,,,52561.0,,354622.0,,,,,,,,,,,17750.0,372372.0,44736.0,54396.0,,66308.0,,126590.0,292030.0,,,,28758.0,28758.0,320788.0,51584.0,51584.0,372372.0,274808.0,391016.0,,391016.0,91370.0,299646.0,288203.0,11443.0,91.0,11534.0,11534.0,142986.0,,
1238232,365684,SPRINGFIELD SNF  INC.,2000 VILLA ROAD,SPRINGFIELD,OH,45503,CLARK,44220.0,U,12/01/2018,12/31/2018,5.0,,27.0,1277.0,534.0,1838.0,99.0,3069.0,,,5.0,1.0,6.0,,,255.4,306.33,,2.0,47.0,4.0,53.0,,27.0,1277.0,534.0,1838.0,99.0,3069.0,,,5.0,1.0,6.0,,,,,,,,,,,,,,,,,,27.0,161911.0,259270.0,59530.0,58744.0,18521.0,161911.0,36170.0,63480.0,,,340360.0,,,91742.0,,508445.0,,,,,,,,,,,34440.0,542885.0,98951.0,78899.0,352.0,170360.0,,168556.0,517118.0,,,,,,517118.0,25767.0,25767.0,542885.0,399060.0,458590.0,,458590.0,88048.0,370542.0,421181.0,-50639.0,2606.0,-48033.0,-48033.0,39603.0,,
1238252,366288,SUNRISE NURSING HEALTHCARE,3434 STATE ROUTE 132,AMELIA,OH,45102,CLERMONT,17140.0,U,12/01/2018,12/31/2018,5.0,,32.0,607.0,267.0,906.0,78.0,2418.0,,1.0,,2.0,3.0,,32.0,,302.0,,,,2.0,2.0,,32.0,607.0,267.0,906.0,78.0,2418.0,,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,,32.0,94498.0,116177.0,17704.0,14465.0,6195.0,94498.0,8802.0,36660.0,,,155011.0,,,4470.0,,196141.0,,,,,37154.0,,,36629.0,,,,232770.0,118185.0,48767.0,,,,38430.0,205382.0,,,,,38000.0,243382.0,-10612.0,-10612.0,232770.0,191175.0,208879.0,,208879.0,8816.0,200063.0,210675.0,-10612.0,,-10612.0,-10612.0,11965.0,,
1238263,395345,RIVER RUN HEALTHCARE & REHAB,615 WYOMING AVENUE,KINGSTON,PA,18704,LUZERNE,42540.0,U,12/01/2018,12/31/2018,4.0,,265.0,1804.0,184.0,2253.0,134.0,4154.0,,11.0,,,11.0,,24.09,,204.82,,,,,,,265.0,1804.0,184.0,2253.0,134.0,4154.0,,11.0,,,11.0,,,,,,,,,,,,,,,,,,265.0,264686.0,468932.0,218011.0,111392.0,40526.0,264686.0,91419.0,93799.0,,,553392.0,,,187680.0,,834871.0,,,,1910.0,,57411.0,,58214.0,,-109022.0,-109022.0,784063.0,95712.0,430486.0,,,,,526198.0,,298695.0,,,298695.0,824893.0,-40830.0,-40830.0,784063.0,738320.0,956640.0,,956640.0,343986.0,612654.0,733618.0,-120964.0,80135.0,-40829.0,-40828.0,126227.0,,
1238281,525646,CCC OF PEWAUKEE LLC,N26 W23977 WATERTOWN RD,WAUKESHA,WI,53188,PEWAUKEE,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238351,155522,PCH  DBA  ELWOOD HEALTH & LIVING,2300 PARKVIEW,ELWOOD,IN,46036,MADISON,26900.0,U,10/01/2018,12/31/2018,9.0,,236.0,,4306.0,4542.0,92.0,8464.0,,6.0,,10.0,16.0,,39.33,,283.88,,9.0,,8.0,17.0,,236.0,,4306.0,4542.0,92.0,8464.0,,6.0,,10.0,16.0,,,,,,,,,,,,,,,,,,236.0,638557.0,725506.0,120852.0,108320.0,134935.0,638557.0,195605.0,439434.0,,,488479.0,,,,,1171365.0,,,,,,,,,,,,1171365.0,634452.0,102302.0,7976.0,500525.0,,8678.0,1253933.0,,,,,,1253933.0,-82568.0,-82568.0,1171365.0,1099016.0,1219869.0,,1219869.0,-58396.0,1278265.0,1364063.0,-85798.0,3230.0,-82568.0,-82568.0,117366.0,,6419.0
1238363,155718,PCH  DBA NORTHVIEW HEALTH & LIVING,1235 WEST CROSS STREET,ANDERSON,IN,46011,MADISON,26900.0,U,10/01/2018,12/31/2018,9.0,,932.0,,5012.0,5944.0,101.0,9292.0,,32.0,,26.0,58.0,,29.13,,102.48,,30.0,,27.0,57.0,,932.0,,5012.0,5944.0,101.0,9292.0,,32.0,,26.0,58.0,,,,,,,,,,,,,,,,,,932.0,911301.0,1057186.0,383839.0,288652.0,210173.0,911301.0,382351.0,346292.0,,,935998.0,,,,,1468673.0,,,,,,,,,,,,1468673.0,824064.0,133282.0,9895.0,608683.0,,9718.0,1585642.0,,,,,,1585642.0,-116969.0,-116969.0,1468673.0,1508009.0,1891848.0,,1891848.0,43662.0,1848186.0,1968487.0,-120301.0,3332.0,-116969.0,-116969.0,441113.0,,10553.0
1238376,155839,PCH  DBA SUMMIT HEALTH & LIVING,701 S. MAIN STREET,SUMMITVILLE,IN,46070,MADISON,26900.0,U,10/01/2018,12/31/2018,9.0,,227.0,,2673.0,2900.0,34.0,3128.0,,4.0,,5.0,9.0,,56.75,,322.22,,4.0,,1.0,5.0,,227.0,,2673.0,2900.0,34.0,3128.0,,4.0,,5.0,9.0,,,,,,,,,,,,,,,,,,227.0,434813.0,290879.0,67340.0,62723.0,76130.0,434813.0,32340.0,385455.0,,,254290.0,,,,,673493.0,,,,,,,,,,,,673493.0,327868.0,73914.0,5518.0,288824.0,,5241.0,701365.0,,,,,,701365.0,-27872.0,-27872.0,673493.0,586922.0,654262.0,,654262.0,-41692.0,695954.0,725692.0,-29738.0,1866.0,-27872.0,-27872.0,105582.0,,
1238493,325038,CASA REAL,1650 GALISTEO STREET,SANTA FE,NM,87505,SANTA FE,42140.0,U,11/01/2018,12/31/2018,4.0,,384.0,4165.0,2053.0,6602.0,118.0,7198.0,,11.0,19.0,27.0,57.0,,34.91,219.21,115.82,,23.0,52.0,20.0,95.0,,384.0,4165.0,2053.0,6602.0,118.0,7198.0,,11.0,19.0,27.0,57.0,,,,,,,,,,,,,,,,,,384.0,617683.0,935400.0,499355.0,159398.0,97345.0,617683.0,,2100.0,,,1425525.0,,28548.0,,,1432778.0,,,,25657.0,,352.0,,26009.0,,-882860.0,-857608.0,601179.0,223344.0,120394.0,,,6777.0,74517.0,425032.0,,,,147278.0,147278.0,572310.0,28869.0,28869.0,601179.0,1496766.0,1994560.0,,1994560.0,411540.0,1583020.0,1553083.0,29937.0,,29937.0,29937.0,226869.0,,3015.0
1238498,345537,SILVER STREAM HEALTH & REHAB CENTER,2305 SILVER STREAM LANE,WILMINGTON,NC,28401,NEW HANOVER,48900.0,U,01/01/2019,01/31/2019,4.0,,313.0,2143.0,347.0,2803.0,140.0,4340.0,,14.0,6.0,22.0,42.0,,22.36,357.17,66.74,,22.0,7.0,8.0,37.0,,313.0,2143.0,347.0,2803.0,140.0,4340.0,,14.0,6.0,22.0,42.0,,,,,,,,,,,,,,,,,,313.0,324069.0,474671.0,183776.0,230065.0,42309.0,324069.0,,4961.0,,,,,,2309.0,,650903.0,,,58539.0,478125.0,694113.0,,,26378.0,,,102951.0,780232.0,545323.0,180960.0,238570.0,,,100597.0,1065450.0,301247.0,,,-6670309.0,-6369062.0,-5303612.0,6083844.0,6083844.0,780232.0,2141077.0,2324854.0,,2324854.0,1668352.0,656502.0,798740.0,-142238.0,136.0,-142102.0,-142102.0,144304.0,,17974.0
1238586,106120,SCOTT LAKE HEALTH & REHAB,8000 E COUNTY ROAD 540A,LAKELAND,FL,33813,POLK,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238649,265872,IGNITE MEDICAL RESORTS KANSAS CITY,2100 NW BARRY ROAD,KANSAS CITY,MO,64154,JACKSON,28140.0,U,11/09/2018,12/31/2018,6.0,,585.0,,435.0,1020.0,90.0,4770.0,,18.0,,8.0,26.0,,32.5,,39.23,,37.0,,20.0,57.0,,585.0,,435.0,1020.0,90.0,4770.0,,18.0,,8.0,26.0,,,,,,,,,,,,,,,,,,585.0,615522.0,648296.0,445076.0,248167.0,75446.0,615522.0,,181324.0,,,1316195.0,,,28291.0,,1527810.0,,,23150.0,,108735.0,,,123781.0,,322989.0,322989.0,1974580.0,219216.0,260088.0,,,,147821.0,627125.0,,,,,,627125.0,1347455.0,1347455.0,1974580.0,320600.0,784973.0,,784973.0,278572.0,506401.0,1263818.0,-757417.0,-753.0,-758170.0,-758170.0,329100.0,,
1238897,676216,REMINGTON TRANSITIONAL CARE OF S.A.,5423 HAMILTON WOLFE RD.,SAN ANTONIO,TX,78229,BEXAR,41700.0,U,10/01/2018,12/31/2018,6.0,,1984.0,,2687.0,4671.0,60.0,5520.0,,120.0,,387.0,507.0,,16.53,,9.21,,327.0,,380.0,707.0,,1984.0,,2687.0,4671.0,60.0,5520.0,,120.0,,387.0,507.0,,,,,,,,,,,,,,,,,,1984.0,765473.0,1576375.0,1445242.0,865063.0,130430.0,765473.0,438746.0,9656.0,,,1712937.0,,,5578.0,13181.0,1741352.0,,,,31786.0,,142856.0,,212561.0,,-1412638.0,-1412638.0,541275.0,248132.0,,,46250.0,,211639.0,506021.0,,,,,,506021.0,35254.0,35254.0,541275.0,929834.0,2375076.0,,2375076.0,,2375076.0,2341848.0,33228.0,2026.0,35254.0,35254.0,1062677.0,,
1238960,375553,MEMORY CARE CENTER AT EMERALD  LLC,2700 NORTH HICKORY ST,CLAREMORE,OK,74017,ROGERS,46140.0,U,11/01/2018,12/31/2018,6.0,,320.0,1243.0,1562.0,3125.0,60.0,3660.0,,7.0,1.0,11.0,19.0,,45.71,1243.0,164.47,,10.0,1.0,12.0,23.0,,320.0,1243.0,1562.0,3125.0,60.0,3660.0,,7.0,1.0,11.0,19.0,,,,,,,,,,,,,,,,,,320.0,319916.0,310617.0,69539.0,57041.0,48788.0,319916.0,,275238.0,,,268754.0,10208.0,,,,533784.0,,,,,,,,,,14649.0,14649.0,548433.0,98026.0,61933.0,4048.0,155323.0,,177969.0,497299.0,,,1157.0,,1157.0,498456.0,49977.0,49977.0,548433.0,672687.0,734730.0,,734730.0,54221.0,680509.0,630533.0,49976.0,,49976.0,49976.0,156940.0,,
1239050,106119,FOUNTAIN INN NURSING AND REHAB CTR,4501 WATERMAN WAY,TAVARES,FL,32778,LAKE,36740.0,U,10/15/2018,12/31/2018,1.0,,520.0,153.0,263.0,936.0,120.0,936.0,,19.0,,2.0,21.0,,27.37,,44.57,,31.0,3.0,5.0,39.0,,520.0,153.0,263.0,936.0,120.0,936.0,,19.0,,2.0,21.0,,,,,,,,,,,,,,,,,,520.0,830203.0,1389681.0,243085.0,238225.0,117957.0,830203.0,,-303934.0,,,328084.0,,,3960.0,6745.0,24972.0,,631724.0,20977400.0,46022.0,5779553.0,2554419.0,,29167331.0,,,,29192303.0,246759.0,78717.0,3091.0,,,8903057.0,9231624.0,,,,,,9231624.0,19960679.0,19960679.0,29192303.0,285000.0,526623.0,,526623.0,152916.0,373707.0,2219884.0,-1846177.0,-59296.0,-1905473.0,-1905473.0,288274.0,,
1239143,365278,TROY CENTER,512 CRESCENT DRIVE,TROY,OH,45373,MIAMI,19380.0,U,01/01/2019,01/31/2019,6.0,,201.0,2584.0,489.0,3274.0,155.0,4805.0,,6.0,8.0,10.0,24.0,,33.5,323.0,136.42,,6.0,2.0,10.0,18.0,,201.0,2584.0,489.0,3274.0,155.0,4805.0,,6.0,8.0,10.0,24.0,,,,,,,,,,,,,,,,,,201.0,355466.0,2170639.0,233966.0,151084.0,59688.0,355466.0,124147.0,5098.0,,,1314726.0,269014.0,,-94264.0,,866187.0,,55885.0,,935795.0,416573.0,713722.0,,7557.0,,641848.0,641848.0,1515592.0,594518.0,200882.0,,11356.0,74033.0,220406.0,1101195.0,5954201.0,,,165.0,5954366.0,7055561.0,-5539969.0,-5539969.0,1515592.0,1116151.0,1358130.0,,1358130.0,578501.0,779629.0,2526105.0,-1746476.0,692.0,-1745784.0,-1745784.0,88328.0,,3685.0
1239150,365451,WEST BAY CENTER,27601 WESTCHESTER PARKWAY,WESTLAKE,OH,44145,CUYAHOGA,17460.0,U,01/01/2019,01/31/2019,6.0,,34.0,2801.0,400.0,3235.0,190.0,5890.0,,,7.0,11.0,18.0,,,400.14,179.72,,1.0,1.0,9.0,11.0,,34.0,2801.0,400.0,3235.0,190.0,5890.0,,,7.0,11.0,18.0,,,,,,,,,,,,,,,,,,34.0,305319.0,1048592.0,104799.0,68025.0,49497.0,305319.0,104211.0,6998.0,,,1216828.0,383428.0,,-129992.0,,766549.0,,,,,,605876.0,,-66935.0,,-22200123.0,-22200123.0,-21500509.0,542326.0,186125.0,,,13600.0,486399.0,1228450.0,,,,,,1228450.0,-22728959.0,-22728959.0,-21500509.0,922765.0,1027770.0,,1027770.0,353819.0,673951.0,1353911.0,-679960.0,1222.0,-678738.0,-678738.0,17653.0,,28131.0
1239151,365661,THE HEIGHTS,2801 EAST ROYALTON ROAD,BROADVIEW HEIGHTS,OH,44147,CUYAHOGA,17460.0,U,01/01/2019,01/31/2019,6.0,,158.0,2731.0,466.0,3355.0,159.0,4929.0,,2.0,11.0,10.0,23.0,,79.0,248.27,145.87,,4.0,4.0,13.0,21.0,,158.0,2731.0,466.0,3355.0,159.0,4929.0,,2.0,11.0,10.0,23.0,,,,,,,,,,,,,,,,,,158.0,319132.0,1342546.0,185133.0,98042.0,54940.0,319132.0,107816.0,5191.0,,,1254656.0,324027.0,,-113000.0,,657179.0,,85105.0,,160693.0,489186.0,302107.0,,,,1143821.0,1143821.0,1801000.0,441961.0,175229.0,,,15318.0,299171.0,931679.0,5588235.0,,,,5588235.0,6519914.0,-4718914.0,-4718914.0,1801000.0,1036333.0,1222559.0,,1222559.0,454242.0,768317.0,1661678.0,-893361.0,494.0,-892867.0,-892867.0,76005.0,,5980.0
1239152,365745,SWANTON VALLEY CENTER,401 W AIRPORT HIGHWAY,SWANTON,OH,43558,FULTON,45780.0,U,01/01/2019,01/31/2019,6.0,,107.0,1899.0,309.0,2315.0,92.0,2852.0,,1.0,4.0,4.0,9.0,,107.0,474.75,257.22,,3.0,,2.0,5.0,,107.0,1899.0,309.0,2315.0,92.0,2852.0,,1.0,4.0,4.0,9.0,,,,,,,,,,,,,,,,,,107.0,210228.0,779889.0,91305.0,56784.0,37376.0,210228.0,55752.0,3236.0,,,488603.0,71803.0,,-27571.0,,321554.0,,30651.0,8674548.0,116838.0,171960.0,158490.0,,7809919.0,,2098080.0,2098080.0,10229553.0,245978.0,107966.0,,,16264.0,97009.0,467217.0,10927932.0,,,,10927932.0,11395149.0,-1165596.0,-1165596.0,10229553.0,566399.0,657915.0,,657915.0,132987.0,524928.0,990117.0,-465189.0,187.0,-465002.0,-465002.0,46842.0,,16031.0
1239340,395651,BIRCHWOOD HEALTHCARE & REHAB,395 EAST MIDDLE ROAD,NANTICOKE,PA,18634,LUZERNE,42540.0,U,12/01/2018,12/31/2018,4.0,,363.0,2500.0,569.0,3432.0,121.0,3751.0,,14.0,,,14.0,,25.93,,245.14,,,,,,,363.0,2500.0,569.0,3432.0,121.0,3751.0,,14.0,,,14.0,,,,,,,,,,,,,,,,,,363.0,314745.0,546550.0,315261.0,135951.0,55459.0,314745.0,135810.0,140807.0,,,541509.0,,,138940.0,,821256.0,,,,4111.0,,55027.0,,56755.0,,-178326.0,-178326.0,699685.0,147771.0,399479.0,,,,,547250.0,,,,,,547250.0,152435.0,152435.0,699685.0,1128913.0,1445635.0,,1445635.0,488260.0,957375.0,861295.0,96080.0,56356.0,152436.0,152434.0,187103.0,,
1239531,185015,MADISONVILLE HEALTH & REHABILITATION,419 NORTH SEMINARY STREET,MADISONVILLE,KY,42431,HOPKINS,99918.0,R,10/12/2018,12/31/2018,4.0,,841.0,4698.0,1297.0,6836.0,94.0,7614.0,,,,,,,,,,,,,,,,841.0,4698.0,1297.0,6836.0,94.0,7614.0,,,,,,,,,,,,,,,,,,,,,,,841.0,630788.0,850987.0,203917.0,229118.0,85794.0,630788.0,,-25733.0,,,792478.0,,,90486.0,,933523.0,,,,,72667.0,,,121005.0,,,,1054528.0,550638.0,133089.0,5165.0,-303442.0,,456054.0,837075.0,,,,,,837075.0,217453.0,217453.0,1054528.0,1600839.0,1764043.0,,1764043.0,115552.0,1648491.0,1481775.0,166716.0,485.0,167201.0,167201.0,418361.0,,
1239564,315434,FAMILY OF CARING AT VAN DYK RIDGEWOO,304 S VAN DIEN AVENUE,RIDGEWOOD,NJ,07450,BERGEN,35614.0,U,10/03/2018,12/31/2018,5.0,,2541.0,1242.0,2773.0,6556.0,96.0,8640.0,,136.0,17.0,18.0,171.0,,18.68,73.06,38.34,,148.0,25.0,80.0,253.0,,2541.0,1242.0,2773.0,6556.0,96.0,8640.0,,136.0,17.0,18.0,171.0,,,,,,,,,,,,,,,,,,2541.0,1292732.0,1793445.0,924467.0,573782.0,261016.0,1292732.0,401814.0,278966.0,,,1786450.0,,,45016.0,-25.0,2110407.0,,,98486.0,,,80711.0,,177877.0,,,,2288284.0,1046116.0,336670.0,10665.0,800000.0,39708.0,,2233159.0,,,,,,2233159.0,55125.0,55125.0,2288284.0,3041867.0,3966334.0,,3966334.0,839225.0,3127109.0,3086177.0,40932.0,14195.0,55127.0,55127.0,1748740.0,,8966.0
